,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
0,1,11:46.0,,L. Aldridge misses 2-pt jump shot from 20 ft,0,0
1,1,11:45.0,Defensive rebound by M. Conley,,0,0
2,1,11:27.0,C. Lee makes 2-pt jump shot from 17 ft (assist by M. Conley),,2,0
3,1,11:12.0,,L. Aldridge misses 2-pt jump shot from 18 ft,2,0
4,1,11:11.0,Defensive rebound by C. Lee,,2,0
5,1,11:03.0,T. Allen makes 2-pt layup from 1 ft (assist by Z. Randolph),,4,0
6,1,10:38.0,,L. Aldridge misses 2-pt layup from 2 ft (block by M. Gasol),4,0
7,1,10:37.0,,Offensive rebound by L. Aldridge,4,0
8,1,10:32.0,,Turnover by Team (shot clock),4,0
9,1,10:03.0,M. Gasol misses 2-pt jump shot from 22 ft,,4,0
10,1,10:02.0,,Defensive rebound by A. Afflalo,4,0
11,1,9:56.0,,Turnover by A. Afflalo (bad pass),4,0
12,1,9:43.0,M. Conley makes 2-pt layup from 2 ft,,6,0
13,1,9:25.0,,L. Aldridge misses 2-pt jump shot from 3 ft (block by M. Gasol),6,0
14,1,9:23.0,Defensive rebound by Z. Randolph,,6,0
15,1,9:09.0,M. Conley misses 2-pt jump shot from 20 ft,,6,0
16,1,9:08.0,,Defensive rebound by A. Afflalo,6,0
17,1,9:00.0,,Personal foul by M. Conley (drawn by A. Afflalo),6,0
18,1,8:57.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by N. Batum),6,3
19,1,8:42.0,Personal foul by A. Afflalo (drawn by C. Lee),,6,3
20,1,8:27.0,C. Lee makes 2-pt jump shot from 21 ft,,8,3
21,1,8:10.0,,D. Lillard misses 3-pt jump shot from 31 ft,8,3
22,1,8:09.0,Defensive rebound by M. Gasol,,8,3
23,1,7:57.0,C. Lee makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,11,3
24,1,7:40.0,,N. Batum misses 2-pt jump shot from 17 ft,11,3
25,1,7:39.0,Defensive rebound by M. Gasol,,11,3
26,1,7:30.0,Z. Randolph misses 2-pt jump shot from 18 ft,,11,3
27,1,7:29.0,,Defensive rebound by N. Batum,11,3
28,1,7:18.0,,A. Afflalo misses 3-pt jump shot from 23 ft,11,3
29,1,7:17.0,Defensive rebound by M. Conley,,11,3
30,1,7:04.0,Z. Randolph misses 2-pt jump shot from 16 ft,,11,3
31,1,7:02.0,,Defensive rebound by L. Aldridge,11,3
32,1,6:54.0,,Shooting foul by C. Lee (drawn by R. Lopez),11,3
33,1,6:54.0,,R. Lopez makes free throw 1 of 2,11,4
34,1,6:54.0,,R. Lopez makes free throw 2 of 2,11,5
35,1,6:33.0,M. Gasol misses 2-pt jump shot from 20 ft,,11,5
36,1,6:32.0,,Defensive rebound by R. Lopez,11,5
37,1,6:22.0,,R. Lopez misses 2-pt hook shot from 2 ft (block by M. Gasol),11,5
38,1,6:21.0,Defensive rebound by Team,,11,5
39,1,5:59.0,Z. Randolph misses 2-pt jump shot from 5 ft,,11,5
40,1,5:58.0,Offensive rebound by Team,,11,5
41,1,5:58.0,,Portland full timeout,11,5
42,1,5:58.0,,C. Kaman enters the game for R. Lopez,11,5
43,1,5:52.0,M. Conley makes 2-pt jump shot from 18 ft (assist by M. Gasol),,13,5
44,1,5:34.0,,Shooting foul by M. Gasol (drawn by L. Aldridge),13,5
45,1,5:34.0,,L. Aldridge makes free throw 1 of 2,13,6
46,1,5:34.0,,L. Aldridge makes free throw 2 of 2,13,7
47,1,5:18.0,C. Lee misses 2-pt jump shot from 15 ft,,13,7
48,1,5:17.0,,Defensive rebound by L. Aldridge,13,7
49,1,5:08.0,,N. Batum misses 3-pt jump shot from 25 ft,13,7
50,1,5:07.0,Defensive rebound by T. Allen,,13,7
51,1,4:47.0,C. Lee makes 2-pt layup from 2 ft,,15,7
52,1,4:47.0,Shooting foul by C. Kaman (drawn by C. Lee),,15,7
53,1,4:47.0,J. Green enters the game for T. Allen,,15,7
54,1,4:47.0,C. Lee makes free throw 1 of 1,,16,7
55,1,4:29.0,,L. Aldridge misses 2-pt jump shot from 18 ft,16,7
56,1,4:28.0,Defensive rebound by J. Green,,16,7
57,1,4:17.0,Z. Randolph makes 2-pt hook shot from 5 ft,,18,7
58,1,4:07.0,,Personal block foul by J. Green (drawn by C. Kaman),18,7
59,1,4:07.0,,C. McCollum enters the game for A. Afflalo,18,7
60,1,3:58.0,,D. Lillard makes 2-pt layup from 2 ft (assist by L. Aldridge),18,9
61,1,3:37.0,Z. Randolph makes 2-pt layup from 3 ft (assist by M. Gasol),,20,9
62,1,3:22.0,,C. Kaman makes 2-pt jump shot from 13 ft (assist by N. Batum),20,11
63,1,2:59.0,M. Conley misses 2-pt jump shot from 20 ft,,20,11
64,1,2:58.0,Offensive rebound by Team,,20,11
65,1,2:56.0,Memphis full timeout,,20,11
66,1,2:56.0,,R. Lopez enters the game for L. Aldridge,20,11
67,1,2:56.0,N. Calathes enters the game for M. Conley,,20,11
68,1,2:34.0,M. Gasol makes 2-pt jump shot from 14 ft,,22,11
69,1,2:17.0,,C. McCollum misses 3-pt jump shot from 26 ft,22,11
70,1,2:16.0,Defensive rebound by Team,,22,11
71,1,2:16.0,K. Koufos enters the game for Z. Randolph,,22,11
72,1,2:01.0,Turnover by J. Green (bad pass),,22,11
73,1,1:40.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by R. Lopez),22,14
74,1,1:24.0,Personal foul by R. Lopez (drawn by M. Gasol),,22,14
75,1,1:10.0,M. Gasol misses 2-pt jump shot from 18 ft,,22,14
76,1,1:10.0,Offensive rebound by K. Koufos,,22,14
77,1,1:10.0,Turnover by Team (shot clock),,22,14
78,1,0:59.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Lillard),22,17
79,1,0:44.0,M. Gasol misses 2-pt jump shot from 18 ft,,22,17
80,1,0:42.0,,Defensive rebound by C. Kaman,22,17
81,1,0:38.0,,Personal foul by C. Lee (drawn by C. McCollum),22,17
82,1,0:38.0,,C. McCollum makes free throw 1 of 2,22,18
83,1,0:38.0,,S. Blake enters the game for D. Lillard,22,18
84,1,0:38.0,V. Carter enters the game for C. Lee,,22,18
85,1,0:38.0,,C. McCollum makes free throw 2 of 2,22,19
86,1,0:27.0,N. Calathes makes 2-pt jump shot from 13 ft,,24,19
87,1,0:03.0,,S. Blake misses 3-pt jump shot from 25 ft,24,19
88,1,0:02.0,Defensive rebound by N. Calathes,,24,19
89,2,11:46.0,Shooting foul by M. Leonard (drawn by J. Green),,24,19
90,2,11:46.0,J. Green makes free throw 1 of 2,,25,19
91,2,11:46.0,J. Green makes free throw 2 of 2,,26,19
92,2,11:26.0,,Shooting foul by T. Allen (drawn by L. Aldridge),26,19
93,2,11:26.0,,L. Aldridge makes free throw 1 of 2,26,20
94,2,11:26.0,,L. Aldridge makes free throw 2 of 2,26,21
95,2,11:06.0,J. Green misses 2-pt jump shot from 19 ft,,26,21
96,2,11:05.0,,Defensive rebound by C. McCollum,26,21
97,2,10:57.0,,Personal block foul by N. Calathes (drawn by L. Aldridge),26,21
98,2,10:49.0,,Shooting foul by N. Calathes (drawn by A. Afflalo),26,21
99,2,10:49.0,,A. Afflalo makes 2-pt jump shot from 9 ft (assist by S. Blake),26,23
100,2,10:49.0,,A. Afflalo misses free throw 1 of 1,26,23
101,2,10:48.0,Defensive rebound by T. Allen,,26,23
102,2,10:33.0,N. Calathes misses 2-pt jump shot from 6 ft,,26,23
103,2,10:33.0,Offensive rebound by Team,,26,23
104,2,10:33.0,,Loose ball foul by M. Leonard (drawn by T. Allen),26,23
105,2,10:22.0,N. Calathes makes 3-pt jump shot from 26 ft,,29,23
106,2,10:13.0,,Shooting foul by T. Allen (drawn by C. McCollum),29,23
107,2,10:13.0,,C. McCollum makes free throw 1 of 2,29,24
108,2,10:13.0,M. Conley enters the game for T. Allen,,29,24
109,2,10:13.0,,C. McCollum misses free throw 2 of 2,29,24
110,2,10:11.0,Defensive rebound by J. Green,,29,24
111,2,9:52.0,K. Koufos makes 2-pt dunk at rim (assist by N. Calathes),,31,24
112,2,9:52.0,Shooting foul by C. McCollum (drawn by K. Koufos),,31,24
113,2,9:52.0,K. Koufos makes free throw 1 of 1,,32,24
114,2,9:35.0,,L. Aldridge misses 2-pt jump shot from 19 ft,32,24
115,2,9:34.0,Defensive rebound by V. Carter,,32,24
116,2,9:27.0,M. Conley misses 2-pt jump shot from 20 ft,,32,24
117,2,9:26.0,,Defensive rebound by A. Afflalo,32,24
118,2,9:14.0,,C. McCollum makes 2-pt jump shot from 15 ft (assist by S. Blake),32,26
119,2,8:59.0,J. Green makes 2-pt layup from 2 ft (assist by M. Conley),,34,26
120,2,8:44.0,,A. Afflalo misses 2-pt jump shot from 6 ft (block by N. Calathes),34,26
121,2,8:44.0,,Offensive rebound by Team,34,26
122,2,8:44.0,Official timeout,,34,26
123,2,8:37.0,,C. McCollum misses 2-pt jump shot from 17 ft,34,26
124,2,8:34.0,Defensive rebound by J. Green,,34,26
125,2,8:33.0,Shooting foul by A. Afflalo (drawn by J. Green),,34,26
126,2,8:33.0,J. Green makes free throw 1 of 2,,35,26
127,2,8:33.0,,D. Lillard enters the game for C. McCollum,35,26
128,2,8:33.0,J. Green makes free throw 2 of 2,,36,26
129,2,8:13.0,,L. Aldridge misses 3-pt jump shot from 27 ft,36,26
130,2,8:11.0,Defensive rebound by J. Green,,36,26
131,2,7:52.0,M. Conley makes 2-pt jump shot from 11 ft (assist by K. Koufos),,38,26
132,2,7:31.0,,L. Aldridge makes 2-pt layup from 1 ft,38,28
133,2,7:13.0,K. Koufos makes 2-pt hook shot from 7 ft (assist by M. Conley),,40,28
134,2,6:58.0,,Offensive foul by A. Afflalo (drawn by V. Carter),40,28
135,2,6:58.0,,Turnover by A. Afflalo (offensive foul),40,28
136,2,6:58.0,,C. McCollum enters the game for A. Afflalo,40,28
137,2,6:58.0,,R. Lopez enters the game for S. Blake,40,28
138,2,6:58.0,,N. Batum enters the game for M. Leonard,40,28
139,2,6:42.0,J. Green misses 2-pt jump shot from 10 ft,,40,28
140,2,6:41.0,,Defensive rebound by N. Batum,40,28
141,2,6:30.0,,D. Lillard makes 2-pt dunk at rim,40,30
142,2,6:10.0,N. Calathes makes 2-pt layup from 3 ft (assist by J. Green),,42,30
143,2,5:58.0,,D. Lillard makes 3-pt jump shot from 28 ft,42,33
144,2,5:41.0,M. Conley makes 2-pt jump shot from 4 ft,,44,33
145,2,5:41.0,Shooting foul by L. Aldridge (drawn by M. Conley),,44,33
146,2,5:41.0,,Portland full timeout,44,33
147,2,5:41.0,M. Gasol enters the game for N. Calathes,,44,33
148,2,5:41.0,Z. Randolph enters the game for K. Koufos,,44,33
149,2,5:41.0,M. Conley makes free throw 1 of 1,,45,33
150,2,5:27.0,,R. Lopez makes 2-pt hook shot from 6 ft (assist by D. Lillard),45,35
151,2,5:06.0,M. Conley misses 2-pt jump shot from 11 ft (block by D. Lillard),,45,35
152,2,5:05.0,Offensive rebound by Z. Randolph,,45,35
153,2,5:02.0,Turnover by Z. Randolph (lost ball; steal by C. McCollum),,45,35
154,2,5:00.0,,Shooting foul by V. Carter (drawn by C. McCollum),45,35
155,2,5:00.0,,C. McCollum makes free throw 1 of 2,45,36
156,2,5:00.0,,C. McCollum makes free throw 2 of 2,45,37
157,2,4:40.0,V. Carter makes 2-pt layup from 1 ft (assist by Z. Randolph),,47,37
158,2,4:40.0,Shooting foul by C. McCollum (drawn by V. Carter),,47,37
159,2,4:40.0,V. Carter makes free throw 1 of 1,,48,37
160,2,4:25.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Lillard),48,40
161,2,4:07.0,M. Gasol makes 2-pt jump shot from 8 ft (assist by M. Conley),,50,40
162,2,3:50.0,,Shooting foul by Z. Randolph (drawn by L. Aldridge),50,40
163,2,3:50.0,,L. Aldridge makes free throw 1 of 2,50,41
164,2,3:50.0,C. Lee enters the game for V. Carter,,50,41
165,2,3:50.0,,L. Aldridge makes free throw 2 of 2,50,42
166,2,3:32.0,Z. Randolph misses 2-pt jump shot from 10 ft,,50,42
167,2,3:31.0,,Defensive rebound by R. Lopez,50,42
168,2,3:23.0,,D. Lillard makes 2-pt layup from 2 ft,50,44
169,2,3:13.0,Memphis full timeout,,50,44
170,2,3:13.0,T. Allen enters the game for J. Green,,50,44
171,2,2:57.0,M. Gasol makes 2-pt hook shot from 8 ft,,52,44
172,2,2:32.0,,L. Aldridge misses 2-pt jump shot from 18 ft,52,44
173,2,2:30.0,Defensive rebound by Z. Randolph,,52,44
174,2,2:19.0,M. Conley misses 3-pt jump shot from 25 ft,,52,44
175,2,2:17.0,,Defensive rebound by C. McCollum,52,44
176,2,2:07.0,,D. Lillard makes 2-pt layup from 2 ft (assist by L. Aldridge),52,46
177,2,1:43.0,M. Conley makes 3-pt jump shot from 27 ft (assist by M. Gasol),,55,46
178,2,1:31.0,,D. Lillard misses 3-pt jump shot from 25 ft,55,46
179,2,1:30.0,Defensive rebound by M. Gasol,,55,46
180,2,1:24.0,Personal foul by R. Lopez (drawn by Z. Randolph),,55,46
181,2,1:24.0,Z. Randolph makes free throw 1 of 2,,56,46
182,2,1:24.0,N. Calathes enters the game for M. Conley,,56,46
183,2,1:24.0,Z. Randolph makes free throw 2 of 2,,57,46
184,2,1:08.0,,D. Lillard misses 2-pt layup from 2 ft,57,46
185,2,1:07.0,Defensive rebound by N. Calathes,,57,46
186,2,1:02.0,Shooting foul by R. Lopez (drawn by M. Gasol),,57,46
187,2,1:02.0,M. Gasol misses free throw 1 of 2,,57,46
188,2,1:02.0,Offensive rebound by Team,,57,46
189,2,1:02.0,,C. Kaman enters the game for R. Lopez,57,46
190,2,1:02.0,M. Gasol makes free throw 2 of 2,,58,46
191,2,0:50.0,,N. Batum makes 3-pt jump shot from 27 ft (assist by C. Kaman),58,49
192,2,0:34.0,Z. Randolph makes 2-pt layup from 2 ft,,60,49
193,2,0:19.0,,L. Aldridge misses 2-pt jump shot from 7 ft,60,49
194,2,0:18.0,Defensive rebound by M. Gasol,,60,49
195,2,0:13.0,Memphis full timeout,,60,49
196,2,0:13.0,M. Conley enters the game for T. Allen,,60,49
197,2,0:13.0,J. Green enters the game for N. Calathes,,60,49
198,2,0:03.0,Personal foul by C. Kaman (drawn by M. Gasol),,60,49
199,2,0:03.0,M. Gasol makes free throw 1 of 2,,61,49
200,2,0:03.0,N. Calathes enters the game for M. Conley,,61,49
201,2,0:03.0,T. Allen enters the game for Z. Randolph,,61,49
202,2,0:03.0,M. Gasol makes free throw 2 of 2,,62,49
203,2,0:03.0,,Portland full timeout,62,49
204,2,0:03.0,,M. Leonard enters the game for C. Kaman,62,49
205,2,0:00.0,,C. McCollum misses 3-pt jump shot from 29 ft,62,49
206,2,0:00.0,,Offensive rebound by Team,62,49
207,3,11:44.0,M. Conley misses 2-pt jump shot from 15 ft,,62,49
208,3,11:42.0,,Defensive rebound by L. Aldridge,62,49
209,3,11:31.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Lillard),62,52
210,3,11:09.0,Z. Randolph misses 2-pt jump shot from 4 ft (block by L. Aldridge),,62,52
211,3,11:07.0,,Defensive rebound by L. Aldridge,62,52
212,3,11:05.0,,Turnover by D. Lillard (bad pass),62,52
213,3,10:48.0,Personal foul by A. Afflalo (drawn by C. Lee),,62,52
214,3,10:44.0,Personal foul by N. Batum (drawn by Z. Randolph),,62,52
215,3,10:34.0,M. Conley misses 3-pt jump shot from 26 ft,,62,52
216,3,10:33.0,,Defensive rebound by A. Afflalo,62,52
217,3,10:22.0,,D. Lillard misses 3-pt jump shot from 28 ft,62,52
218,3,10:21.0,Defensive rebound by Z. Randolph,,62,52
219,3,10:08.0,Z. Randolph misses 2-pt jump shot from 6 ft,,62,52
220,3,10:08.0,Offensive rebound by T. Allen,,62,52
221,3,10:08.0,Turnover by T. Allen (step out of bounds),,62,52
222,3,9:51.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by D. Lillard),62,54
223,3,9:30.0,Z. Randolph makes 2-pt hook shot from 6 ft,,64,54
224,3,9:21.0,,Turnover by R. Lopez (offensive goaltending),64,54
225,3,9:02.0,C. Lee misses 2-pt layup from 3 ft,,64,54
226,3,9:00.0,,Defensive rebound by A. Afflalo,64,54
227,3,8:54.0,,A. Afflalo misses 2-pt jump shot from 9 ft,64,54
228,3,8:53.0,Defensive rebound by C. Lee,,64,54
229,3,8:45.0,T. Allen misses 2-pt layup from 1 ft,,64,54
230,3,8:44.0,,Defensive rebound by N. Batum,64,54
231,3,8:32.0,,L. Aldridge misses 2-pt jump shot from 13 ft,64,54
232,3,8:30.0,,Offensive rebound by R. Lopez,64,54
233,3,8:26.0,,Turnover by R. Lopez (bad pass; steal by T. Allen),64,54
234,3,8:23.0,Shooting foul by D. Lillard (drawn by C. Lee),,64,54
235,3,8:23.0,C. Lee makes free throw 1 of 2,,65,54
236,3,8:23.0,C. Lee makes free throw 2 of 2,,66,54
237,3,8:05.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by N. Batum),66,56
238,3,7:40.0,Shooting foul by R. Lopez (drawn by M. Gasol),,66,56
239,3,7:40.0,M. Gasol makes free throw 1 of 2,,67,56
240,3,7:40.0,,C. Kaman enters the game for R. Lopez,67,56
241,3,7:40.0,M. Gasol makes free throw 2 of 2,,68,56
242,3,7:31.0,,Personal foul by T. Allen (drawn by A. Afflalo),68,56
243,3,7:23.0,,N. Batum misses 3-pt jump shot from 26 ft,68,56
244,3,7:22.0,Defensive rebound by T. Allen,,68,56
245,3,7:12.0,Turnover by Z. Randolph (traveling),,68,56
246,3,7:12.0,,C. McCollum enters the game for A. Afflalo,68,56
247,3,7:01.0,,Turnover by D. Lillard (lost ball; steal by M. Conley),68,56
248,3,6:47.0,Z. Randolph makes 2-pt hook shot from 6 ft,,70,56
249,3,6:47.0,,Portland full timeout,70,56
250,3,6:26.0,,L. Aldridge makes 2-pt jump shot from 18 ft,70,58
251,3,6:02.0,M. Conley makes 2-pt layup from 2 ft,,72,58
252,3,5:42.0,,N. Batum misses 2-pt jump shot from 22 ft,72,58
253,3,5:41.0,Defensive rebound by M. Conley,,72,58
254,3,5:30.0,M. Conley misses 2-pt jump shot from 8 ft,,72,58
255,3,5:29.0,,Defensive rebound by C. Kaman,72,58
256,3,5:23.0,,C. McCollum makes 2-pt jump shot from 12 ft (assist by D. Lillard),72,60
257,3,5:00.0,M. Gasol makes 2-pt jump shot from 15 ft,,74,60
258,3,4:38.0,,C. McCollum makes 2-pt layup from 2 ft,74,62
259,3,4:16.0,M. Gasol misses 2-pt jump shot from 21 ft,,74,62
260,3,4:15.0,,Defensive rebound by C. McCollum,74,62
261,3,4:03.0,,D. Lillard makes 2-pt layup from 2 ft (assist by L. Aldridge),74,64
262,3,4:03.0,Memphis full timeout,,74,64
263,3,4:03.0,N. Calathes enters the game for T. Allen,,74,64
264,3,4:03.0,J. Green enters the game for M. Conley,,74,64
265,3,3:44.0,Personal foul by D. Lillard (drawn by M. Gasol),,74,64
266,3,3:44.0,M. Gasol makes free throw 1 of 2,,75,64
267,3,3:44.0,M. Gasol makes free throw 2 of 2,,76,64
268,3,3:27.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by N. Batum),76,66
269,3,3:05.0,N. Calathes makes 3-pt jump shot from 27 ft (assist by M. Gasol),,79,66
270,3,2:51.0,,Shooting foul by N. Calathes (drawn by D. Lillard),79,66
271,3,2:51.0,,D. Lillard misses free throw 1 of 2,79,66
