,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
120,2,10:55.0,Defensive rebound by Team,,32,32
121,2,10:42.0,Shooting foul by S. Livingston (drawn by K. Irving),,32,32
122,2,10:42.0,K. Irving makes free throw 1 of 2,,33,32
123,2,10:42.0,K. Irving misses free throw 2 of 2,,33,32
124,2,10:41.0,,Defensive rebound by D. Lee,33,32
125,2,10:28.0,,Turnover by S. Livingston (bad pass; steal by T. Thompson),33,32
126,2,10:22.0,K. Irving misses 2-pt layup from 2 ft,,33,32
127,2,10:21.0,,Defensive rebound by S. Livingston,33,32
128,2,10:18.0,,Shooting foul by J. Harris (drawn by S. Livingston),33,32
129,2,10:18.0,,S. Livingston makes free throw 1 of 2,33,33
130,2,10:18.0,,S. Livingston misses free throw 2 of 2,33,33
131,2,10:17.0,Defensive rebound by T. Thompson,,33,33
132,2,9:56.0,T. Thompson misses 2-pt layup from 1 ft (block by M. Speights),,33,33
133,2,9:54.0,,Defensive rebound by M. Speights,33,33
134,2,9:49.0,,J. Holiday makes 2-pt layup from 2 ft (assist by S. Livingston),33,35
135,2,9:32.0,T. Thompson makes 2-pt layup from 1 ft,,35,35
136,2,9:23.0,,Shooting foul by J. Harris (drawn by D. Lee),35,35
137,2,9:23.0,,D. Lee makes free throw 1 of 2,35,36
138,2,9:23.0,K. Love enters the game for T. Mozgov,,35,36
139,2,9:23.0,,D. Lee makes free throw 2 of 2,35,37
140,2,9:08.0,K. Irving makes 2-pt jump shot from 16 ft,,37,37
141,2,8:53.0,,D. Lee makes 2-pt jump shot from 14 ft,37,39
142,2,8:34.0,T. Thompson misses 2-pt layup from 1 ft,,37,39
143,2,8:33.0,,Defensive rebound by J. Holiday,37,39
144,2,8:29.0,,Shooting foul by M. Miller (drawn by A. Iguodala),37,39
145,2,8:29.0,Official timeout,,37,39
146,2,8:29.0,J. Smith enters the game for J. Harris,,37,39
147,2,8:29.0,,A. Iguodala makes free throw 1 of 2,37,40
148,2,8:29.0,,A. Iguodala makes free throw 2 of 2,37,41
149,2,8:10.0,T. Thompson misses 2-pt jump shot from 10 ft,,37,41
150,2,8:09.0,,Defensive rebound by M. Speights,37,41
151,2,7:53.0,,Turnover by S. Livingston (lost ball),37,41
152,2,7:46.0,K. Irving misses 2-pt jump shot from 6 ft,,37,41
153,2,7:45.0,,Defensive rebound by Team,37,41
154,2,7:45.0,Loose ball foul by T. Thompson (drawn by M. Speights),,37,41
155,2,7:30.0,,Turnover by D. Lee (lost ball; steal by M. Miller),37,41
156,2,7:12.0,J. Smith makes 2-pt jump shot from 22 ft,,39,41
157,2,6:53.0,,Turnover by A. Iguodala (lost ball; steal by K. Irving),39,41
158,2,6:43.0,M. Miller misses 3-pt jump shot from 25 ft,,39,41
159,2,6:42.0,Offensive rebound by Team,,39,41
160,2,6:42.0,T. Mozgov enters the game for T. Thompson,,39,41
161,2,6:42.0,,A. Bogut enters the game for M. Speights,39,41
162,2,6:42.0,,D. Green enters the game for D. Lee,39,41
163,2,6:42.0,,K. Thompson enters the game for J. Holiday,39,41
164,2,6:42.0,J. Jones enters the game for M. Miller,,39,41
165,2,6:37.0,K. Irving misses 2-pt jump shot from 21 ft,,39,41
166,2,6:36.0,,Defensive rebound by S. Livingston,39,41
167,2,6:23.0,,A. Iguodala misses 3-pt jump shot from 24 ft,39,41
168,2,6:22.0,Defensive rebound by J. Smith,,39,41
169,2,6:09.0,J. Smith misses 2-pt jump shot from 17 ft,,39,41
170,2,6:08.0,,Defensive rebound by D. Green,39,41
171,2,5:55.0,,D. Green misses 2-pt hook shot from 9 ft,39,41
172,2,5:55.0,Defensive rebound by K. Irving,,39,41
173,2,5:47.0,J. Jones misses 3-pt jump shot from 25 ft,,39,41
174,2,5:46.0,Offensive rebound by K. Love,,39,41
175,2,5:44.0,K. Love makes 2-pt layup from 1 ft,,41,41
176,2,5:38.0,,Golden State full timeout,41,41
177,2,5:38.0,,S. Curry enters the game for S. Livingston,41,41
178,2,5:38.0,,H. Barnes enters the game for A. Iguodala,41,41
179,2,5:31.0,,D. Green misses 3-pt jump shot from 25 ft,41,41
180,2,5:30.0,Defensive rebound by Team,,41,41
181,2,5:15.0,K. Love makes 2-pt jump shot from 16 ft (assist by K. Irving),,43,41
182,2,4:53.0,,H. Barnes makes 2-pt jump shot from 9 ft (assist by D. Green),43,43
183,2,4:41.0,Personal foul by K. Thompson (drawn by K. Love),,43,43
184,2,4:35.0,K. Love makes 2-pt layup from 2 ft,,45,43
185,2,4:24.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Bogut),45,46
186,2,4:06.0,K. Irving makes 3-pt jump shot from 26 ft,,48,46
187,2,3:51.0,,A. Bogut makes 2-pt dunk at rim (assist by D. Green),48,48
188,2,3:31.0,J. Jones misses 3-pt jump shot from 23 ft,,48,48
189,2,3:30.0,,Defensive rebound by A. Bogut,48,48
190,2,3:17.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Bogut),48,51
191,2,3:10.0,Cleveland full timeout,,48,51
192,2,2:50.0,T. Mozgov misses 2-pt hook shot from 6 ft,,48,51
193,2,2:49.0,Offensive rebound by K. Irving,,48,51
194,2,2:39.0,J. Smith makes 2-pt jump shot from 7 ft,,50,51
195,2,2:21.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Bogut),50,53
196,2,2:00.0,J. Smith misses 2-pt jump shot from 18 ft (block by K. Thompson),,50,53
197,2,1:59.0,,Defensive rebound by D. Green,50,53
198,2,1:53.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),50,56
199,2,1:42.0,K. Irving makes 2-pt jump shot from 19 ft,,52,56
200,2,1:31.0,,D. Green misses 3-pt jump shot from 26 ft,52,56
201,2,1:30.0,Defensive rebound by K. Irving,,52,56
202,2,1:24.0,Shooting foul by D. Green (drawn by T. Mozgov),,52,56
203,2,1:24.0,T. Mozgov makes free throw 1 of 2,,53,56
204,2,1:24.0,,D. Lee enters the game for D. Green,53,56
205,2,1:24.0,T. Mozgov makes free throw 2 of 2,,54,56
206,2,1:11.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),54,58
207,2,0:59.0,K. Irving misses 3-pt jump shot from 26 ft,,54,58
208,2,0:58.0,,Defensive rebound by A. Bogut,54,58
209,2,0:48.0,,K. Thompson misses 3-pt jump shot from 22 ft,54,58
210,2,0:46.0,,Offensive rebound by H. Barnes,54,58
211,2,0:43.0,,S. Curry misses 3-pt jump shot from 27 ft,54,58
212,2,0:41.0,Defensive rebound by J. Smith,,54,58
213,2,0:36.0,K. Love misses 2-pt layup at rim (block by D. Lee),,54,58
214,2,0:34.0,,Defensive rebound by K. Thompson,54,58
215,2,0:30.0,,M. Speights enters the game for A. Bogut,54,58
216,2,0:30.0,M. Dellavedova enters the game for K. Irving,,54,58
217,2,0:26.0,,D. Lee makes 2-pt hook shot from 5 ft (assist by K. Thompson),54,60
218,2,0:04.0,J. Jones misses 3-pt jump shot from 22 ft,,54,60
219,2,0:03.0,,Defensive rebound by D. Lee,54,60
220,2,0:00.0,,M. Speights misses 3-pt jump shot from 44 ft,54,60
221,2,0:00.0,,Offensive rebound by Team,54,60
222,3,11:41.0,Shooting foul by M. Speights (drawn by T. Thompson),,54,60
223,3,11:41.0,T. Thompson misses free throw 1 of 2,,54,60
224,3,11:41.0,Offensive rebound by Team,,54,60
225,3,11:41.0,T. Thompson makes free throw 2 of 2,,55,60
226,3,11:28.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by S. Curry),55,62
227,3,11:04.0,K. Love misses 2-pt jump shot from 7 ft (block by D. Green),,55,62
228,3,11:02.0,,Defensive rebound by D. Green,55,62
229,3,10:55.0,,D. Green misses 3-pt jump shot from 26 ft,55,62
230,3,10:54.0,Defensive rebound by T. Thompson,,55,62
231,3,10:46.0,J. Smith misses 2-pt jump shot from 6 ft,,55,62
232,3,10:45.0,Offensive rebound by J. Smith,,55,62
233,3,10:41.0,M. Miller misses 3-pt jump shot from 25 ft,,55,62
234,3,10:40.0,Offensive rebound by K. Love,,55,62
235,3,10:39.0,K. Love makes 2-pt layup from 2 ft,,57,62
236,3,10:26.0,,K. Thompson misses 3-pt jump shot from 25 ft,57,62
237,3,10:25.0,,Offensive rebound by M. Speights,57,62
238,3,10:23.0,,M. Speights misses 2-pt layup from 2 ft,57,62
239,3,10:22.0,,Offensive rebound by M. Speights,57,62
240,3,10:22.0,,M. Speights misses 2-pt tip-in from 2 ft,57,62
241,3,10:20.0,Defensive rebound by K. Love,,57,62
242,3,10:11.0,T. Thompson makes 2-pt layup from 1 ft (assist by K. Love),,59,62
243,3,9:56.0,,M. Speights misses 2-pt jump shot from 7 ft,59,62
244,3,9:53.0,Defensive rebound by T. Thompson,,59,62
245,3,9:48.0,Offensive foul by J. Smith (drawn by M. Speights),,59,62
246,3,9:48.0,Turnover by J. Smith (offensive foul),,59,62
247,3,9:39.0,,H. Barnes makes 2-pt dunk at rim (assist by D. Green),59,64
248,3,9:11.0,Turnover by Team (shot clock),,59,64
249,3,9:00.0,,Turnover by D. Green (bad pass; steal by K. Irving),59,64
250,3,8:54.0,M. Miller misses 3-pt jump shot from 25 ft,,59,64
251,3,8:53.0,,Defensive rebound by M. Speights,59,64
252,3,8:41.0,,K. Thompson misses 3-pt jump shot from 25 ft,59,64
253,3,8:40.0,Defensive rebound by K. Love,,59,64
254,3,8:30.0,J. Smith makes 2-pt jump shot from 15 ft,,61,64
255,3,8:17.0,,Turnover by M. Speights (lost ball; steal by T. Thompson),61,64
256,3,8:16.0,Personal foul by M. Speights (drawn by T. Thompson),,61,64
257,3,8:05.0,K. Irving misses 2-pt layup from 2 ft (block by M. Speights),,61,64
258,3,8:03.0,Offensive rebound by T. Thompson,,61,64
259,3,7:56.0,J. Smith makes 3-pt jump shot from 27 ft (assist by M. Miller),,64,64
260,3,7:39.0,,Turnover by M. Speights (traveling),64,64
261,3,7:20.0,Personal foul by M. Speights (drawn by T. Thompson),,64,64
262,3,7:20.0,,A. Bogut enters the game for M. Speights,64,64
263,3,7:20.0,M. Dellavedova enters the game for M. Miller,,64,64
264,3,7:20.0,T. Mozgov enters the game for T. Thompson,,64,64
265,3,7:12.0,J. Smith misses 3-pt jump shot from 26 ft,,64,64
266,3,7:10.0,,Defensive rebound by S. Curry,64,64
267,3,7:01.0,,A. Bogut misses 2-pt jump shot from 4 ft (block by T. Mozgov),64,64
268,3,6:59.0,Defensive rebound by J. Smith,,64,64
269,3,6:43.0,Personal foul by A. Bogut (drawn by K. Love),,64,64
270,3,6:39.0,K. Irving makes 2-pt jump shot from 18 ft,,66,64
271,3,6:39.0,Away from play foul by H. Barnes (drawn by T. Mozgov),,66,64
272,3,6:39.0,T. Mozgov misses free throw 1 of 1,,66,64
273,3,6:37.0,,Defensive rebound by D. Green,66,64
274,3,6:32.0,,Shooting foul by K. Irving (drawn by S. Curry),66,64
275,3,6:32.0,,S. Curry makes free throw 1 of 2,66,65
276,3,6:32.0,,S. Curry makes free throw 2 of 2,66,66
277,3,6:11.0,T. Mozgov misses 2-pt jump shot from 3 ft (block by A. Bogut),,66,66
278,3,6:09.0,Offensive rebound by T. Mozgov,,66,66
279,3,6:08.0,Turnover by Team (shot clock),,66,66
280,3,6:00.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by H. Barnes),66,69
281,3,5:39.0,Turnover by K. Irving (bad pass; steal by D. Green),,66,69
282,3,5:32.0,,H. Barnes makes 2-pt layup from 1 ft (assist by D. Green),66,71
283,3,5:31.0,Cleveland full timeout,,66,71
284,3,5:31.0,T. Thompson enters the game for K. Love,,66,71
285,3,5:13.0,J. Smith misses 2-pt jump shot from 17 ft,,66,71
286,3,5:10.0,,Defensive rebound by A. Bogut,66,71
287,3,5:03.0,,Personal foul by J. Smith (drawn by A. Bogut),66,71
288,3,4:55.0,,A. Bogut makes 2-pt hook shot from 10 ft (assist by K. Thompson),66,73
289,3,4:40.0,K. Irving misses 2-pt jump shot from 13 ft,,66,73
290,3,4:38.0,,Defensive rebound by D. Green,66,73
291,3,4:33.0,,H. Barnes makes 2-pt dunk at rim (assist by D. Green),66,75
292,3,4:08.0,Shooting foul by S. Curry (drawn by K. Irving),,66,75
293,3,4:08.0,,J. Holiday enters the game for K. Thompson,66,75
294,3,4:08.0,K. Irving makes free throw 1 of 2,,67,75
295,3,4:08.0,K. Irving makes free throw 2 of 2,,68,75
296,3,3:50.0,,D. Green misses 3-pt jump shot from 27 ft,68,75
297,3,3:49.0,Defensive rebound by M. Dellavedova,,68,75
298,3,3:36.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,70,75
299,3,3:25.0,,S. Curry misses 2-pt jump shot from 7 ft,70,75
300,3,3:23.0,,Offensive rebound by D. Green,70,75
301,3,3:23.0,,D. Green makes 2-pt tip-in at rim,70,77
302,3,3:07.0,J. Smith makes 2-pt layup from 2 ft,,72,77
303,3,2:46.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by D. Green),72,80
304,3,2:29.0,K. Irving makes 2-pt jump shot from 17 ft,,74,80
305,3,2:16.0,,Turnover by S. Curry (bad pass; steal by J. Smith),74,80
306,3,2:01.0,K. Irving misses 3-pt jump shot from 25 ft,,74,80
307,3,2:00.0,Offensive rebound by T. Mozgov,,74,80
308,3,1:58.0,,Golden State full timeout,74,80
309,3,1:58.0,,D. Lee enters the game for D. Green,74,80
310,3,1:49.0,K. Irving misses 2-pt jump shot from 14 ft,,74,80
311,3,1:47.0,Offensive rebound by T. Thompson,,74,80
312,3,1:31.0,T. Mozgov misses 2-pt jump shot from 18 ft,,74,80
313,3,1:30.0,,Defensive rebound by H. Barnes,74,80
314,3,1:07.0,,J. Holiday misses 3-pt jump shot from 27 ft,74,80
315,3,1:06.0,Defensive rebound by K. Irving,,74,80
316,3,1:01.0,Cleveland full timeout,,74,80
317,3,1:01.0,,A. Iguodala enters the game for H. Barnes,74,80
318,3,1:01.0,J. Jones enters the game for J. Smith,,74,80
319,3,0:53.0,Turnover by T. Mozgov (bad pass),,74,80
320,3,0:42.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by A. Iguodala),74,82
321,3,0:25.0,Shooting foul by A. Iguodala (drawn by J. Jones),,74,82
322,3,0:25.0,J. Jones makes free throw 1 of 2,,75,82
323,3,0:25.0,J. Smith enters the game for K. Irving,,75,82
324,3,0:25.0,J. Jones makes free throw 2 of 2,,76,82
325,3,0:02.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by S. Curry),76,84
326,3,0:01.0,J. Smith misses 3-pt jump shot from 51 ft,,76,84
327,3,0:00.0,Offensive rebound by Team,,76,84
328,4,11:42.0,,D. Lee misses 2-pt jump shot from 5 ft,76,84
329,4,11:39.0,Defensive rebound by J. Jones,,76,84
330,4,11:21.0,J. Jones misses 3-pt jump shot from 25 ft,,76,84
331,4,11:20.0,,Defensive rebound by S. Livingston,76,84
332,4,11:15.0,,S. Livingston misses 2-pt jump shot from 5 ft,76,84
333,4,11:14.0,Defensive rebound by K. Love,,76,84
334,4,11:01.0,J. Smith makes 2-pt jump shot from 17 ft,,78,84
335,4,10:41.0,,J. Holiday makes 2-pt layup from 2 ft (assist by D. Lee),78,86
336,4,10:41.0,,Shooting foul by J. Smith (drawn by J. Holiday),78,86
337,4,10:41.0,,J. Holiday makes free throw 1 of 1,78,87
338,4,10:22.0,M. Dellavedova misses 2-pt jump shot from 17 ft,,78,87
339,4,10:20.0,,Defensive rebound by D. Lee,78,87
340,4,10:14.0,,M. Speights makes 2-pt dunk at rim (assist by A. Iguodala),78,89
341,4,9:56.0,Turnover by J. Jones (step out of bounds),,78,89
342,4,9:56.0,K. Irving enters the game for M. Dellavedova,,78,89
343,4,9:44.0,Violation by J. Smith (kicked ball),,78,89
344,4,9:35.0,,Turnover by D. Lee (back court),78,89
345,4,9:19.0,Turnover by T. Thompson (3 sec),,78,89
346,4,9:09.0,,S. Livingston misses 2-pt jump shot from 15 ft,78,89
347,4,9:08.0,Defensive rebound by K. Love,,78,89
348,4,8:56.0,T. Thompson makes 2-pt layup from 2 ft (assist by J. Smith),,80,89
349,4,8:43.0,,Turnover by A. Iguodala (bad pass; steal by K. Love),80,89
350,4,8:33.0,J. Smith misses 2-pt jump shot from 10 ft,,80,89
351,4,8:31.0,,Defensive rebound by A. Iguodala,80,89
352,4,8:23.0,,M. Speights misses 2-pt jump shot from 15 ft,80,89
353,4,8:21.0,,Offensive rebound by D. Lee,80,89
354,4,8:05.0,,D. Lee makes 2-pt layup from 1 ft (assist by S. Livingston),80,91
355,4,8:04.0,Cleveland full timeout,,80,91
356,4,7:55.0,Turnover by J. Smith (bad pass; steal by M. Speights),,80,91
357,4,7:38.0,,D. Lee misses 2-pt hook shot from 4 ft,80,91
358,4,7:37.0,Defensive rebound by K. Irving,,80,91
359,4,7:29.0,K. Irving makes 3-pt jump shot from 25 ft,,83,91
360,4,7:06.0,,M. Speights makes 2-pt jump shot from 11 ft (assist by S. Livingston),83,93
361,4,6:47.0,,S. Curry enters the game for S. Livingston,83,93
362,4,6:47.0,,K. Thompson enters the game for J. Holiday,83,93
363,4,6:44.0,K. Love makes 3-pt jump shot from 30 ft (assist by K. Irving),,86,93
364,4,6:22.0,,Offensive foul by M. Speights (drawn by J. Jones),86,93
365,4,6:22.0,,Turnover by M. Speights (offensive foul),86,93
366,4,6:22.0,,D. Green enters the game for D. Lee,86,93
367,4,6:22.0,M. Miller enters the game for J. Smith,,86,93
368,4,6:09.0,Turnover by K. Love (lost ball; steal by K. Thompson),,86,93
369,4,6:03.0,,K. Thompson misses 3-pt jump shot from 25 ft,86,93
370,4,6:02.0,Defensive rebound by K. Irving,,86,93
371,4,5:56.0,K. Irving misses 2-pt jump shot from 5 ft,,86,93
372,4,5:55.0,Offensive rebound by T. Thompson,,86,93
373,4,5:53.0,T. Thompson makes 2-pt dunk at rim,,88,93
374,4,5:41.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Curry),88,95
375,4,5:29.0,Personal foul by M. Speights (drawn by K. Love),,88,95
376,4,5:29.0,Official timeout,,88,95
377,4,5:29.0,J. Smith enters the game for M. Miller,,88,95
378,4,5:19.0,K. Irving misses 2-pt layup from 2 ft,,88,95
379,4,5:18.0,Offensive rebound by T. Thompson,,88,95
380,4,5:18.0,Shooting foul by K. Thompson (drawn by T. Thompson),,88,95
381,4,5:18.0,T. Thompson makes free throw 1 of 2,,89,95
382,4,5:18.0,T. Thompson misses free throw 2 of 2,,89,95
383,4,5:17.0,,Defensive rebound by D. Green,89,95
384,4,4:59.0,,M. Speights misses 2-pt jump shot from 18 ft,89,95
385,4,4:58.0,Defensive rebound by T. Thompson,,89,95
386,4,4:48.0,J. Smith misses 2-pt jump shot from 18 ft,,89,95
387,4,4:47.0,,Defensive rebound by A. Iguodala,89,95
388,4,4:38.0,,D. Green misses 3-pt jump shot from 23 ft,89,95
