,QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW ORLEANS_ACTION,ATLANTA_SCORE,NEW ORLEANS_SCORE
72,1,3:34.0,D. Schröder enters the game for J. Teague,,15,19
73,1,3:34.0,,A. Davis makes free throw 2 of 2,15,20
74,1,3:19.0,P. Antić misses 2-pt jump shot from 21 ft,,15,20
75,1,3:18.0,,Defensive rebound by A. Davis,15,20
76,1,3:06.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),15,22
77,1,2:58.0,K. Bazemore makes 2-pt layup from 2 ft (assist by D. Schröder),,17,22
78,1,2:43.0,,T. Evans makes 2-pt layup from 2 ft,17,24
79,1,2:42.0,Atlanta full timeout,,17,24
80,1,2:30.0,Turnover by P. Millsap (bad pass; steal by Q. Pondexter),,17,24
81,1,2:07.0,,J. Fredette makes 3-pt jump shot from 26 ft (assist by T. Evans),17,27
82,1,1:51.0,Shooting foul by J. Fredette (drawn by D. Schröder),,17,27
83,1,1:51.0,D. Schröder makes free throw 1 of 2,,18,27
84,1,1:51.0,A. Horford enters the game for P. Antić,,18,27
85,1,1:51.0,K. Korver enters the game for K. Bazemore,,18,27
86,1,1:51.0,M. Scott enters the game for P. Millsap,,18,27
87,1,1:51.0,D. Schröder makes free throw 2 of 2,,19,27
88,1,1:41.0,,A. Davis misses 2-pt jump shot from 17 ft,19,27
89,1,1:40.0,Defensive rebound by D. Schröder,,19,27
90,1,1:25.0,D. Schröder misses 3-pt jump shot from 24 ft,,19,27
91,1,1:24.0,,Defensive rebound by Q. Pondexter,19,27
92,1,1:05.0,,T. Evans misses 2-pt jump shot from 12 ft,19,27
93,1,1:03.0,Defensive rebound by M. Scott,,19,27
94,1,0:57.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,22,27
95,1,0:43.0,,T. Evans makes 2-pt layup from 2 ft,22,29
96,1,0:34.0,M. Scott misses 3-pt jump shot from 25 ft,,22,29
97,1,0:33.0,Offensive rebound by A. Horford,,22,29
98,1,0:13.0,D. Schröder misses 2-pt layup from 1 ft,,22,29
99,1,0:12.0,,Defensive rebound by T. Evans,22,29
100,1,0:06.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by T. Evans),22,32
101,1,0:02.0,M. Scott misses 3-pt jump shot from 25 ft,,22,32
102,1,0:01.0,,Defensive rebound by Team,22,32
103,1,0:00.0,,Q. Pondexter misses 3-pt jump shot from 49 ft,22,32
104,1,0:00.0,,Offensive rebound by Team,22,32
105,2,11:46.0,,Turnover by J. Fredette (lost ball; steal by A. Horford),22,32
106,2,11:42.0,Turnover by A. Horford (lost ball; steal by J. Fredette),,22,32
107,2,11:32.0,,A. Davis makes 2-pt layup from 1 ft (assist by Q. Pondexter),22,34
108,2,11:20.0,M. Scott misses 3-pt jump shot from 25 ft,,22,34
109,2,11:19.0,,Defensive rebound by A. Davis,22,34
110,2,11:12.0,,A. Davis misses 2-pt dunk at rim,22,34
111,2,11:10.0,,Offensive rebound by J. Fredette,22,34
112,2,11:04.0,,J. Salmons misses 3-pt jump shot from 22 ft,22,34
113,2,11:02.0,Defensive rebound by D. Carroll,,22,34
114,2,10:43.0,M. Scott makes 2-pt layup from 1 ft (assist by A. Horford),,24,34
115,2,10:17.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,24,34
116,2,10:16.0,,Offensive rebound by A. Davis,24,34
117,2,10:16.0,,A. Davis makes 2-pt dunk at rim,24,36
118,2,9:55.0,A. Horford makes 2-pt jump shot from 17 ft (assist by D. Schröder),,26,36
119,2,9:35.0,,Turnover by J. Fredette (bad pass; steal by A. Horford),26,36
120,2,9:35.0,,Loose ball foul by A. Davis (drawn by D. Schröder),26,36
121,2,9:35.0,,Ö. Aşık enters the game for A. Davis,26,36
122,2,9:35.0,J. Jenkins enters the game for D. Carroll,,26,36
123,2,9:22.0,M. Scott misses 3-pt jump shot from 26 ft,,26,36
124,2,9:21.0,,Defensive rebound by Ö. Aşık,26,36
125,2,9:07.0,,Turnover by J. Fredette (bad pass),26,36
126,2,8:57.0,K. Korver misses 2-pt jump shot from 16 ft,,26,36
127,2,8:56.0,,Defensive rebound by Ö. Aşık,26,36
128,2,8:36.0,,R. Anderson misses 2-pt jump shot from 13 ft,26,36
129,2,8:35.0,Defensive rebound by A. Horford,,26,36
130,2,8:19.0,D. Schröder misses 2-pt jump shot from 9 ft (block by J. Fredette),,26,36
131,2,8:18.0,Offensive rebound by D. Schröder,,26,36
132,2,8:13.0,D. Schröder misses 3-pt jump shot from 23 ft,,26,36
133,2,8:12.0,,Defensive rebound by Q. Pondexter,26,36
134,2,8:07.0,,New Orleans full timeout,26,36
135,2,8:07.0,J. Teague enters the game for D. Schröder,,26,36
136,2,8:07.0,,E. Gordon enters the game for J. Salmons,26,36
137,2,7:58.0,,J. Fredette misses 3-pt jump shot from 23 ft,26,36
138,2,7:57.0,Defensive rebound by J. Teague,,26,36
139,2,7:51.0,J. Teague makes 2-pt jump shot from 4 ft,,28,36
140,2,7:29.0,,Shooting foul by J. Teague (drawn by J. Fredette),28,36
141,2,7:29.0,,J. Fredette makes free throw 1 of 2,28,37
142,2,7:29.0,P. Millsap enters the game for A. Horford,,28,37
143,2,7:29.0,,J. Fredette makes free throw 2 of 2,28,38
144,2,7:11.0,P. Millsap misses 2-pt jump shot from 5 ft,,28,38
145,2,7:10.0,,Defensive rebound by Ö. Aşık,28,38
146,2,7:04.0,,Shooting foul by M. Scott (drawn by E. Gordon),28,38
147,2,7:04.0,,E. Gordon makes free throw 1 of 2,28,39
148,2,7:04.0,,E. Gordon makes free throw 2 of 2,28,40
149,2,6:53.0,Turnover by K. Korver (bad pass),,28,40
150,2,6:53.0,K. Bazemore enters the game for K. Korver,,28,40
151,2,6:38.0,,R. Anderson misses 3-pt jump shot from 25 ft,28,40
152,2,6:37.0,Defensive rebound by M. Scott,,28,40
153,2,6:27.0,J. Jenkins makes 2-pt layup from 2 ft (assist by J. Teague),,30,40
154,2,6:12.0,,Q. Pondexter makes 2-pt layup from 2 ft (assist by E. Gordon),30,42
155,2,5:59.0,J. Teague misses 2-pt layup from 1 ft,,30,42
156,2,5:58.0,,Defensive rebound by R. Anderson,30,42
157,2,5:47.0,,R. Anderson misses 3-pt jump shot from 25 ft,30,42
158,2,5:46.0,Defensive rebound by K. Bazemore,,30,42
159,2,5:39.0,K. Bazemore makes 2-pt jump shot from 7 ft,,32,42
160,2,5:39.0,Shooting foul by R. Anderson (drawn by K. Bazemore),,32,42
161,2,5:39.0,Official timeout,,32,42
162,2,5:39.0,D. Carroll enters the game for J. Jenkins,,32,42
163,2,5:39.0,,A. Davis enters the game for R. Anderson,32,42
164,2,5:39.0,,T. Evans enters the game for J. Fredette,32,42
165,2,5:39.0,K. Bazemore makes free throw 1 of 1,,33,42
166,2,5:18.0,,E. Gordon misses 3-pt jump shot from 23 ft,33,42
167,2,5:16.0,,Offensive rebound by A. Davis,33,42
168,2,5:15.0,,A. Davis makes 2-pt dunk at rim,33,44
169,2,4:56.0,P. Millsap makes 2-pt layup from 1 ft,,35,44
170,2,4:36.0,,Q. Pondexter misses 2-pt jump shot from 3 ft (block by P. Millsap),35,44
171,2,4:34.0,Defensive rebound by K. Bazemore,,35,44
172,2,4:15.0,J. Teague makes 2-pt layup from 2 ft,,37,44
173,2,4:02.0,Violation by K. Bazemore (kicked ball),,37,44
174,2,4:02.0,,D. Cunningham enters the game for Q. Pondexter,37,44
175,2,3:53.0,,Personal foul by D. Carroll (drawn by A. Davis),37,44
176,2,3:48.0,,A. Davis makes 2-pt jump shot from 8 ft (assist by E. Gordon),37,46
177,2,3:37.0,Shooting foul by Ö. Aşık (drawn by P. Millsap),,37,46
178,2,3:37.0,P. Millsap misses free throw 1 of 2,,37,46
179,2,3:37.0,Offensive rebound by Team,,37,46
180,2,3:37.0,A. Horford enters the game for M. Scott,,37,46
181,2,3:37.0,P. Millsap makes free throw 2 of 2,,38,46
182,2,3:20.0,,Turnover by Ö. Aşık (lost ball),38,46
183,2,3:11.0,J. Teague makes 2-pt layup from 1 ft,,40,46
184,2,2:53.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by D. Cunningham),40,48
185,2,2:25.0,J. Teague misses 2-pt jump shot from 21 ft (block by A. Davis),,40,48
186,2,2:24.0,,Defensive rebound by A. Davis,40,48
187,2,2:17.0,,T. Evans misses 2-pt layup from 2 ft,40,48
188,2,2:15.0,Defensive rebound by P. Millsap,,40,48
189,2,2:07.0,Atlanta full timeout,,40,48
190,2,2:07.0,K. Korver enters the game for K. Bazemore,,40,48
191,2,2:07.0,,R. Anderson enters the game for A. Davis,40,48
192,2,1:57.0,P. Millsap misses 2-pt layup from 2 ft (block by R. Anderson),,40,48
193,2,1:55.0,,Defensive rebound by T. Evans,40,48
194,2,1:35.0,,R. Anderson makes 2-pt layup from 2 ft (assist by E. Gordon),40,50
195,2,1:20.0,D. Carroll misses 3-pt jump shot from 25 ft,,40,50
196,2,1:18.0,,Defensive rebound by Ö. Aşık,40,50
197,2,1:11.0,,Shooting foul by K. Korver (drawn by Ö. Aşık),40,50
198,2,1:11.0,,Ö. Aşık makes free throw 1 of 2,40,51
199,2,1:11.0,,Q. Pondexter enters the game for E. Gordon,40,51
200,2,1:11.0,,Ö. Aşık makes free throw 2 of 2,40,52
201,2,0:58.0,K. Korver makes 2-pt jump shot from 20 ft (assist by J. Teague),,42,52
202,2,0:36.0,,T. Evans makes 2-pt jump shot from 7 ft (assist by Ö. Aşık),42,54
203,2,0:32.0,J. Teague misses 3-pt jump shot from 26 ft,,42,54
204,2,0:31.0,,Defensive rebound by Team,42,54
205,2,0:30.0,,A. Davis enters the game for Ö. Aşık,42,54
206,2,0:30.0,,E. Gordon enters the game for D. Cunningham,42,54
207,2,0:30.0,K. Bazemore enters the game for K. Korver,,42,54
208,2,0:08.0,,E. Gordon misses 3-pt jump shot from 25 ft,42,54
209,2,0:07.0,,Offensive rebound by A. Davis,42,54
210,2,0:06.0,,Personal foul by A. Horford (drawn by A. Davis),42,54
211,2,0:06.0,,A. Davis makes free throw 1 of 2,42,55
212,2,0:06.0,,Ö. Aşık enters the game for R. Anderson,42,55
213,2,0:06.0,Atlanta full timeout,,42,55
214,2,0:06.0,,D. Cunningham enters the game for E. Gordon,42,55
215,2,0:06.0,K. Korver enters the game for K. Bazemore,,42,55
216,2,0:06.0,,A. Davis misses free throw 2 of 2,42,55
217,2,0:06.0,Defensive rebound by A. Horford,,42,55
218,2,0:00.0,A. Horford misses 3-pt jump shot from 25 ft,,42,55
219,2,0:00.0,Offensive rebound by Team,,42,55
220,3,11:45.0,,D. Cunningham makes 2-pt jump shot from 19 ft (assist by E. Gordon),42,57
221,3,11:32.0,Shooting foul by E. Gordon (drawn by P. Millsap),,42,57
222,3,11:32.0,P. Millsap makes free throw 1 of 2,,43,57
223,3,11:32.0,P. Millsap makes free throw 2 of 2,,44,57
224,3,11:15.0,,A. Davis misses 2-pt jump shot from 14 ft,44,57
225,3,11:14.0,Defensive rebound by K. Korver,,44,57
226,3,11:04.0,K. Korver makes 3-pt jump shot from 23 ft (assist by A. Horford),,47,57
227,3,10:45.0,Violation by D. Carroll (kicked ball),,47,57
228,3,10:36.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by T. Evans),47,60
229,3,10:25.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by A. Horford),,50,60
230,3,10:09.0,,Turnover by E. Gordon (lost ball; steal by J. Teague),50,60
231,3,9:47.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Teague),,53,60
232,3,9:38.0,,New Orleans full timeout,53,60
233,3,9:32.0,,A. Davis misses 2-pt layup from 2 ft,53,60
234,3,9:30.0,Defensive rebound by J. Teague,,53,60
235,3,9:28.0,J. Teague misses 2-pt layup from 2 ft (block by E. Gordon),,53,60
236,3,9:28.0,Offensive rebound by Team,,53,60
237,3,9:19.0,P. Millsap misses 2-pt layup from 2 ft,,53,60
238,3,9:18.0,,Defensive rebound by E. Gordon,53,60
239,3,9:03.0,,D. Cunningham makes 2-pt jump shot from 5 ft (assist by T. Evans),53,62
240,3,8:39.0,A. Horford misses 2-pt jump shot from 11 ft,,53,62
241,3,8:38.0,,Defensive rebound by D. Cunningham,53,62
242,3,8:32.0,,E. Gordon makes 2-pt jump shot from 15 ft,53,64
243,3,8:08.0,Shooting foul by E. Gordon (drawn by P. Millsap),,53,64
244,3,8:08.0,P. Millsap makes free throw 1 of 2,,54,64
245,3,8:08.0,,Q. Pondexter enters the game for E. Gordon,54,64
246,3,8:08.0,P. Millsap makes free throw 2 of 2,,55,64
247,3,7:44.0,,T. Evans makes 3-pt jump shot from 24 ft (assist by A. Davis),55,67
248,3,7:28.0,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),,57,67
249,3,7:09.0,,D. Cunningham makes 2-pt jump shot from 21 ft (assist by T. Evans),57,69
250,3,6:53.0,J. Teague makes 2-pt layup from 1 ft,,59,69
251,3,6:38.0,,Personal foul by P. Millsap (drawn by T. Evans),59,69
252,3,6:38.0,Technical foul by P. Millsap,,59,69
253,3,6:38.0,,A. Davis misses technical free throw,59,69
254,3,6:38.0,,Offensive rebound by Team,59,69
255,3,6:38.0,K. Bazemore enters the game for D. Carroll,,59,69
256,3,6:30.0,,Ö. Aşık misses 2-pt dunk at rim (block by P. Millsap),59,69
257,3,6:28.0,,Offensive rebound by Q. Pondexter,59,69
258,3,6:25.0,,Shooting foul by P. Millsap (drawn by D. Cunningham),59,69
259,3,6:25.0,,D. Cunningham makes free throw 1 of 2,59,70
260,3,6:25.0,,D. Cunningham makes free throw 2 of 2,59,71
261,3,6:12.0,Turnover by J. Teague (lost ball; steal by T. Evans),,59,71
262,3,6:08.0,,D. Cunningham makes 2-pt dunk at rim (assist by T. Evans),59,73
263,3,6:06.0,Atlanta full timeout,,59,73
264,3,5:51.0,K. Korver makes 3-pt jump shot from 26 ft (assist by P. Millsap),,62,73
265,3,5:29.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),62,75
266,3,5:06.0,K. Korver makes 2-pt jump shot from 20 ft,,64,75
267,3,4:49.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),64,77
268,3,4:28.0,P. Millsap misses 2-pt hook shot from 3 ft (block by A. Davis),,64,77
269,3,4:27.0,,Defensive rebound by Ö. Aşık,64,77
270,3,4:18.0,,T. Evans makes 2-pt layup from 2 ft,64,79
271,3,4:07.0,J. Teague makes 2-pt layup from 1 ft,,66,79
272,3,3:46.0,,T. Evans misses 3-pt jump shot from 24 ft,66,79
273,3,3:45.0,Defensive rebound by A. Horford,,66,79
274,3,3:36.0,Shooting foul by Q. Pondexter (drawn by J. Teague),,66,79
275,3,3:36.0,J. Teague makes free throw 1 of 2,,67,79
276,3,3:36.0,P. Antić enters the game for A. Horford,,67,79
277,3,3:36.0,,R. Anderson enters the game for Ö. Aşık,67,79
278,3,3:36.0,J. Teague makes free throw 2 of 2,,68,79
279,3,3:18.0,,Turnover by Q. Pondexter (traveling),68,79
280,3,3:18.0,D. Schröder enters the game for J. Teague,,68,79
281,3,3:08.0,Turnover by P. Antić (bad pass; steal by T. Evans),,68,79
282,3,3:00.0,,D. Cunningham misses 2-pt jump shot from 20 ft,68,79
283,3,2:58.0,,Offensive rebound by A. Davis,68,79
284,3,2:55.0,,A. Davis makes 2-pt dunk at rim,68,81
285,3,2:45.0,K. Korver misses 2-pt jump shot from 3 ft (block by D. Cunningham),,68,81
286,3,2:44.0,,Defensive rebound by R. Anderson,68,81
287,3,2:38.0,,Q. Pondexter misses 2-pt layup from 1 ft (block by P. Antić),68,81
288,3,2:37.0,,Offensive rebound by T. Evans,68,81
289,3,2:34.0,,T. Evans misses 2-pt layup from 1 ft,68,81
290,3,2:33.0,,Offensive rebound by A. Davis,68,81
291,3,2:33.0,,A. Davis misses 2-pt tip-in from 2 ft,68,81
292,3,2:32.0,,Offensive rebound by T. Evans,68,81
293,3,2:31.0,,New Orleans full timeout,68,81
294,3,2:31.0,,J. Fredette enters the game for D. Cunningham,68,81
295,3,2:31.0,D. Carroll enters the game for K. Korver,,68,81
296,3,2:25.0,,A. Davis misses 2-pt layup from 1 ft,68,81
297,3,2:23.0,,Offensive rebound by R. Anderson,68,81
298,3,2:23.0,,R. Anderson makes 2-pt tip-in from 1 ft,68,83
299,3,2:05.0,D. Carroll misses 3-pt jump shot from 25 ft,,68,83
300,3,2:03.0,Offensive rebound by P. Millsap,,68,83
301,3,2:01.0,P. Millsap makes 2-pt layup from 2 ft,,70,83
302,3,1:41.0,,R. Anderson misses 3-pt jump shot from 25 ft,70,83
303,3,1:39.0,,Offensive rebound by A. Davis,70,83
304,3,1:38.0,,Turnover by Q. Pondexter (lost ball),70,83
305,3,1:38.0,,J. Salmons enters the game for T. Evans,70,83
306,3,1:29.0,D. Schröder makes 2-pt layup from 2 ft,,72,83
307,3,1:06.0,,A. Davis makes 2-pt jump shot from 14 ft (assist by J. Salmons),72,85
308,3,0:54.0,Personal foul by J. Fredette (drawn by D. Schröder),,72,85
309,3,0:45.0,K. Bazemore misses 3-pt jump shot from 26 ft,,72,85
310,3,0:44.0,,Defensive rebound by A. Davis,72,85
311,3,0:23.0,,Shooting foul by P. Antić (drawn by R. Anderson),72,85
312,3,0:23.0,Technical foul by P. Antić,,72,85
313,3,0:23.0,,R. Anderson makes technical free throw,72,86
314,3,0:23.0,,R. Anderson makes free throw 1 of 2,72,87
315,3,0:23.0,M. Scott enters the game for P. Antić,,72,87
316,3,0:23.0,,Ö. Aşık enters the game for A. Davis,72,87
317,3,0:23.0,,R. Anderson makes free throw 2 of 2,72,88
318,3,0:04.0,D. Schröder makes 2-pt layup from 1 ft,,74,88
319,3,0:00.0,,J. Fredette misses 3-pt jump shot from 25 ft,74,88
320,3,0:00.0,,Offensive rebound by Team,74,88
321,4,11:49.0,D. Schröder misses 2-pt jump shot from 4 ft (block by J. Fredette),,74,88
322,4,11:47.0,Offensive rebound by Team,,74,88
323,4,11:47.0,,Loose ball foul by J. Fredette (drawn by D. Schröder),74,88
324,4,11:42.0,D. Schröder misses 2-pt layup from 2 ft,,74,88
325,4,11:41.0,,Defensive rebound by Ö. Aşık,74,88
326,4,11:31.0,,Turnover by J. Salmons (bad pass; steal by M. Scott),74,88
327,4,11:26.0,D. Schröder makes 2-pt layup at rim,,76,88
328,4,11:05.0,,R. Anderson misses 2-pt jump shot from 7 ft,76,88
329,4,11:04.0,Defensive rebound by M. Scott,,76,88
330,4,10:52.0,A. Horford makes 2-pt jump shot from 12 ft,,78,88
331,4,10:27.0,,J. Fredette makes 2-pt layup from 2 ft,78,90
332,4,10:14.0,D. Schröder misses 2-pt jump shot from 8 ft,,78,90
333,4,10:11.0,Offensive rebound by A. Horford,,78,90
334,4,10:09.0,A. Horford misses 2-pt layup from 2 ft,,78,90
335,4,10:08.0,,Defensive rebound by Ö. Aşık,78,90
336,4,9:56.0,,Q. Pondexter misses 3-pt jump shot from 24 ft,78,90
337,4,9:54.0,Defensive rebound by J. Jenkins,,78,90
338,4,9:49.0,Personal foul by Q. Pondexter (drawn by D. Schröder),,78,90
339,4,9:49.0,,E. Gordon enters the game for J. Salmons,78,90
340,4,9:32.0,D. Schröder misses 2-pt jump shot from 4 ft (block by Q. Pondexter),,78,90
341,4,9:32.0,,Defensive rebound by Team,78,90
342,4,9:19.0,,J. Fredette misses 3-pt jump shot from 23 ft,78,90
343,4,9:18.0,Defensive rebound by Team,,78,90
344,4,9:18.0,K. Korver enters the game for D. Carroll,,78,90
345,4,9:03.0,M. Scott misses 2-pt layup from 2 ft (block by Ö. Aşık),,78,90
346,4,9:02.0,,Defensive rebound by Ö. Aşık,78,90
347,4,8:56.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by J. Fredette),78,93
348,4,8:55.0,Atlanta full timeout,,78,93
349,4,8:55.0,J. Teague enters the game for D. Schröder,,78,93
350,4,8:39.0,A. Horford misses 2-pt jump shot from 4 ft,,78,93
351,4,8:37.0,Offensive rebound by A. Horford,,78,93
352,4,8:35.0,A. Horford misses 2-pt hook shot from 5 ft,,78,93
353,4,8:33.0,,Defensive rebound by Ö. Aşık,78,93
354,4,8:11.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,78,93
355,4,8:10.0,,Offensive rebound by Team,78,93
356,4,8:04.0,,E. Gordon misses 2-pt hook shot from 5 ft,78,93
357,4,8:01.0,Defensive rebound by K. Korver,,78,93
358,4,7:55.0,J. Jenkins misses 2-pt jump shot from 10 ft,,78,93
359,4,7:53.0,,Defensive rebound by J. Fredette,78,93
360,4,7:42.0,,Personal foul by J. Jenkins (drawn by J. Fredette),78,93
361,4,7:42.0,P. Millsap enters the game for A. Horford,,78,93
362,4,7:31.0,,Q. Pondexter makes 2-pt layup from 2 ft (assist by J. Fredette),78,95
363,4,7:16.0,J. Jenkins makes 2-pt jump shot from 23 ft (assist by J. Teague),,80,95
364,4,7:03.0,,Shooting foul by J. Teague (drawn by Ö. Aşık),80,95
365,4,7:03.0,,Ö. Aşık misses free throw 1 of 2,80,95
366,4,7:03.0,,Offensive rebound by Team,80,95
367,4,7:03.0,,Ö. Aşık makes free throw 2 of 2,80,96
368,4,6:56.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),,82,96
369,4,6:39.0,,J. Fredette makes 3-pt jump shot from 25 ft (assist by E. Gordon),82,99
370,4,6:27.0,P. Millsap misses 3-pt jump shot from 26 ft,,82,99
371,4,6:26.0,,Defensive rebound by E. Gordon,82,99
372,4,6:06.0,,E. Gordon misses 2-pt layup from 2 ft,82,99
373,4,6:05.0,,Offensive rebound by Ö. Aşık,82,99
374,4,6:05.0,,Ö. Aşık misses 2-pt tip-in from 1 ft,82,99
375,4,6:04.0,,Offensive rebound by Ö. Aşık,82,99
376,4,6:03.0,,Ö. Aşık makes 2-pt dunk at rim,82,101
377,4,5:44.0,J. Teague makes 2-pt layup from 2 ft,,84,101
378,4,5:21.0,,E. Gordon makes 2-pt layup from 2 ft,84,103
379,4,5:07.0,J. Teague misses 2-pt layup from 2 ft,,84,103
380,4,5:06.0,Offensive rebound by P. Millsap,,84,103
381,4,5:06.0,P. Millsap misses 2-pt tip-in from 1 ft,,84,103
382,4,5:05.0,,Defensive rebound by R. Anderson,84,103
383,4,4:57.0,,Personal foul by J. Teague (drawn by J. Fredette),84,103
384,4,4:57.0,Official timeout,,84,103
