,QUARTER,TIME_REMAINING,ATLANTA_ACTION,ORLANDO_ACTION,ATLANTA_SCORE,ORLANDO_SCORE
87,1,1:05.0,D. Carroll enters the game for J. Teague,,23,18
88,1,1:05.0,,E. Fournier enters the game for K. O'Quinn,23,18
89,1,0:51.0,Turnover by D. Schröder (bad pass; steal by E. Payton),,23,18
90,1,0:51.0,,Turnover by E. Fournier (bad pass),23,18
91,1,0:38.0,D. Schröder misses 2-pt layup from 1 ft (block by D. Dedmon),,23,18
92,1,0:38.0,Offensive rebound by Team,,23,18
93,1,0:30.0,D. Schröder misses 2-pt jump shot from 5 ft,,23,18
94,1,0:28.0,Offensive rebound by E. Brand,,23,18
95,1,0:11.0,Turnover by D. Schröder (bad pass; steal by B. Gordon),,23,18
96,1,0:07.0,,Turnover by B. Gordon (bad pass),23,18
97,1,0:07.0,K. Korver enters the game for T. Sefolosha,,23,18
98,1,0:07.0,A. Horford enters the game for E. Brand,,23,18
99,1,0:01.0,D. Schröder misses 2-pt layup from 2 ft,,23,18
100,1,0:00.0,,Defensive rebound by T. Harris,23,18
101,2,11:37.0,D. Schröder misses 3-pt jump shot from 28 ft,,23,18
102,2,11:36.0,Offensive rebound by Team,,23,18
103,2,11:36.0,Turnover by Team (shot clock),,23,18
104,2,11:23.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),23,21
105,2,11:03.0,M. Scott misses 3-pt jump shot from 30 ft,,23,21
106,2,11:03.0,,Defensive rebound by Team,23,21
107,2,11:03.0,Loose ball foul by A. Horford (drawn by D. Dedmon),,23,21
108,2,10:50.0,,Personal foul by K. Bazemore (drawn by E. Fournier),23,21
109,2,10:39.0,,B. Gordon makes 3-pt jump shot from 26 ft (assist by E. Payton),23,24
110,2,10:23.0,M. Scott misses 3-pt jump shot from 26 ft,,23,24
111,2,10:22.0,,Defensive rebound by E. Fournier,23,24
112,2,10:09.0,,D. Dedmon makes 2-pt hook shot from 6 ft (assist by E. Fournier),23,26
113,2,9:55.0,Shooting foul by B. Gordon (drawn by M. Scott),,23,26
114,2,9:55.0,M. Scott makes free throw 1 of 2,,24,26
115,2,9:55.0,M. Scott makes free throw 2 of 2,,25,26
116,2,9:43.0,,Turnover by B. Gordon (lost ball),25,26
117,2,9:30.0,D. Schröder makes 2-pt jump shot from 17 ft,,27,26
118,2,9:17.0,,E. Fournier misses 2-pt layup from 2 ft,27,26
119,2,9:16.0,Defensive rebound by A. Horford,,27,26
120,2,9:12.0,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),,29,26
121,2,9:11.0,,Orlando full timeout,29,26
122,2,9:11.0,,N. Vučević enters the game for D. Dedmon,29,26
123,2,9:11.0,,V. Oladipo enters the game for B. Gordon,29,26
124,2,9:00.0,,Turnover by V. Oladipo (bad pass),29,26
125,2,9:00.0,,Violation by Team (delay of game),29,26
126,2,8:46.0,K. Korver misses 3-pt jump shot from 25 ft,,29,26
127,2,8:45.0,,Defensive rebound by C. Frye,29,26
128,2,8:31.0,,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),29,28
129,2,8:12.0,A. Horford makes 2-pt jump shot from 16 ft (assist by M. Scott),,31,28
130,2,7:59.0,,C. Frye misses 3-pt jump shot from 25 ft,31,28
131,2,7:57.0,Defensive rebound by K. Bazemore,,31,28
132,2,7:51.0,D. Schröder misses 2-pt layup from 1 ft,,31,28
133,2,7:49.0,,Defensive rebound by Team,31,28
134,2,7:38.0,,N. Vučević makes 2-pt layup at rim (assist by E. Payton),31,30
135,2,7:22.0,Turnover by D. Schröder (bad pass),,31,30
136,2,7:11.0,,E. Payton misses 2-pt layup from 2 ft (block by A. Horford),31,30
137,2,7:09.0,,Offensive rebound by N. Vučević,31,30
138,2,7:00.0,,E. Fournier misses 2-pt layup from 1 ft (block by A. Horford),31,30
139,2,6:57.0,Defensive rebound by D. Schröder,,31,30
140,2,6:46.0,K. Bazemore makes 3-pt jump shot from 22 ft (assist by M. Scott),,34,30
141,2,6:30.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by E. Fournier),34,33
142,2,6:11.0,M. Scott makes 3-pt jump shot from 23 ft (assist by D. Schröder),,37,33
143,2,5:47.0,,E. Fournier makes 2-pt layup from 1 ft (assist by V. Oladipo),37,35
144,2,5:36.0,M. Scott misses 3-pt jump shot from 27 ft,,37,35
145,2,5:35.0,,Defensive rebound by E. Payton,37,35
146,2,5:28.0,,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),37,37
147,2,5:27.0,Atlanta full timeout,,37,37
148,2,5:27.0,P. Millsap enters the game for M. Scott,,37,37
149,2,5:27.0,J. Teague enters the game for D. Schröder,,37,37
150,2,5:27.0,,T. Harris enters the game for E. Payton,37,37
151,2,5:04.0,A. Horford misses 2-pt hook shot from 6 ft,,37,37
152,2,5:04.0,Offensive rebound by Team,,37,37
153,2,4:59.0,A. Horford misses 2-pt layup at rim (block by T. Harris),,37,37
154,2,4:57.0,Offensive rebound by P. Millsap,,37,37
155,2,4:55.0,K. Bazemore makes 3-pt jump shot from 23 ft,,40,37
156,2,4:40.0,,Personal foul by K. Korver (drawn by N. Vučević),40,37
157,2,4:40.0,D. Carroll enters the game for K. Korver,,40,37
158,2,4:28.0,,E. Fournier misses 3-pt jump shot from 26 ft,40,37
159,2,4:27.0,Defensive rebound by D. Carroll,,40,37
160,2,4:04.0,J. Teague misses 2-pt jump shot from 8 ft,,40,37
161,2,4:02.0,,Defensive rebound by V. Oladipo,40,37
162,2,3:52.0,,T. Harris makes 2-pt dunk at rim (assist by C. Frye),40,39
163,2,3:38.0,A. Horford makes 2-pt hook shot from 5 ft (assist by J. Teague),,42,39
164,2,3:13.0,,T. Harris makes 2-pt jump shot from 12 ft,42,41
165,2,3:00.0,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),,44,41
166,2,2:31.0,,N. Vučević makes 2-pt hook shot from 2 ft,44,43
167,2,2:18.0,A. Horford misses 2-pt jump shot from 20 ft,,44,43
168,2,2:17.0,,Defensive rebound by C. Frye,44,43
169,2,2:08.0,,E. Fournier misses 2-pt jump shot from 18 ft,44,43
170,2,2:07.0,,Offensive rebound by N. Vučević,44,43
171,2,2:02.0,,Orlando full timeout,44,43
172,2,2:02.0,Official timeout,,44,43
173,2,2:02.0,E. Brand enters the game for A. Horford,,44,43
174,2,2:02.0,D. Schröder enters the game for K. Bazemore,,44,43
175,2,2:02.0,,K. O'Quinn enters the game for C. Frye,44,43
176,2,2:02.0,,B. Gordon enters the game for E. Fournier,44,43
177,2,1:47.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by B. Gordon),44,45
178,2,1:20.0,Turnover by J. Teague (lost ball; steal by B. Gordon),,44,45
179,2,1:13.0,,Turnover by T. Harris (bad pass; steal by J. Teague),44,45
180,2,1:08.0,J. Teague makes 2-pt jump shot from 8 ft,,46,45
181,2,0:47.0,,T. Harris misses 3-pt jump shot from 25 ft,46,45
182,2,0:46.0,Defensive rebound by D. Schröder,,46,45
183,2,0:42.0,Turnover by P. Millsap (offensive foul),,46,45
184,2,0:42.0,Offensive foul by P. Millsap (drawn by K. O'Quinn),,46,45
185,2,0:42.0,,E. Payton enters the game for V. Oladipo,46,45
186,2,0:32.0,,N. Vučević misses 2-pt jump shot from 17 ft,46,45
187,2,0:31.0,Defensive rebound by J. Teague,,46,45
188,2,0:11.0,J. Teague misses 2-pt jump shot from 16 ft,,46,45
189,2,0:11.0,Offensive rebound by P. Millsap,,46,45
190,2,0:11.0,P. Millsap makes 2-pt dunk at rim,,48,45
191,2,0:01.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),48,47
192,2,0:00.0,D. Schröder misses 3-pt jump shot from 43 ft,,48,47
193,2,0:00.0,Offensive rebound by Team,,48,47
194,3,11:43.0,A. Horford makes 2-pt jump shot from 17 ft (assist by P. Millsap),,50,47
195,3,11:32.0,,Personal foul by D. Carroll (drawn by T. Harris),50,47
196,3,11:21.0,,C. Frye misses 2-pt jump shot from 22 ft,50,47
197,3,11:20.0,Defensive rebound by D. Carroll,,50,47
198,3,11:17.0,Personal foul by C. Frye (drawn by P. Millsap),,50,47
199,3,11:12.0,Shooting foul by V. Oladipo (drawn by P. Millsap),,50,47
200,3,11:12.0,P. Millsap makes free throw 1 of 2,,51,47
201,3,11:12.0,P. Millsap makes free throw 2 of 2,,52,47
202,3,10:51.0,,Personal foul by P. Millsap (drawn by E. Fournier),52,47
203,3,10:44.0,,V. Oladipo makes 2-pt jump shot from 17 ft,52,49
204,3,10:24.0,D. Carroll misses 3-pt jump shot from 23 ft,,52,49
205,3,10:23.0,,Defensive rebound by E. Fournier,52,49
206,3,10:06.0,,E. Fournier misses 3-pt jump shot from 24 ft,52,49
207,3,10:06.0,,Offensive rebound by T. Harris,52,49
208,3,10:06.0,,Shooting foul by J. Teague (drawn by T. Harris),52,49
209,3,10:06.0,,T. Harris misses free throw 1 of 2,52,49
210,3,10:06.0,,Offensive rebound by Team,52,49
211,3,10:06.0,,T. Harris misses free throw 2 of 2,52,49
212,3,10:04.0,Defensive rebound by P. Millsap,,52,49
213,3,9:53.0,P. Millsap misses 2-pt layup at rim,,52,49
214,3,9:51.0,,Defensive rebound by N. Vučević,52,49
215,3,9:44.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by V. Oladipo),52,52
216,3,9:23.0,K. Korver misses 3-pt jump shot from 24 ft,,52,52
217,3,9:22.0,,Defensive rebound by N. Vučević,52,52
218,3,9:10.0,,Turnover by T. Harris (bad pass),52,52
219,3,8:48.0,Turnover by D. Carroll (bad pass; steal by V. Oladipo),,52,52
220,3,8:45.0,,Shooting foul by J. Teague (drawn by E. Fournier),52,52
221,3,8:45.0,,E. Fournier makes free throw 1 of 2,52,53
222,3,8:45.0,,E. Fournier makes free throw 2 of 2,52,54
223,3,8:29.0,Personal foul by V. Oladipo (drawn by A. Horford),,52,54
224,3,8:29.0,,E. Payton enters the game for V. Oladipo,52,54
225,3,8:22.0,Shooting foul by C. Frye (drawn by P. Millsap),,52,54
226,3,8:22.0,P. Millsap makes free throw 1 of 2,,53,54
227,3,8:22.0,P. Millsap misses free throw 2 of 2,,53,54
228,3,8:21.0,,Defensive rebound by N. Vučević,53,54
229,3,7:56.0,,E. Fournier misses 3-pt jump shot from 26 ft,53,54
230,3,7:55.0,Defensive rebound by A. Horford,,53,54
231,3,7:48.0,Turnover by P. Millsap (3 sec),,53,54
232,3,7:39.0,,N. Vučević makes 2-pt jump shot from 14 ft (assist by E. Payton),53,56
233,3,7:19.0,P. Millsap misses 2-pt jump shot from 7 ft,,53,56
234,3,7:17.0,Offensive rebound by P. Millsap,,53,56
235,3,7:16.0,P. Millsap misses 2-pt layup from 2 ft,,53,56
236,3,7:13.0,,Defensive rebound by E. Fournier,53,56
237,3,7:01.0,,Personal foul by D. Carroll (drawn by E. Fournier),53,56
238,3,7:01.0,,E. Fournier makes free throw 1 of 2,53,57
239,3,7:01.0,,E. Fournier makes free throw 2 of 2,53,58
240,3,6:48.0,A. Horford makes 2-pt jump shot from 12 ft (assist by K. Korver),,55,58
241,3,6:37.0,,Turnover by E. Payton (step out of bounds),55,58
242,3,6:22.0,D. Carroll misses 3-pt jump shot from 23 ft,,55,58
243,3,6:21.0,,Defensive rebound by C. Frye,55,58
244,3,6:08.0,,N. Vučević misses 2-pt hook shot from 6 ft,55,58
245,3,6:06.0,Defensive rebound by J. Teague,,55,58
246,3,6:06.0,Personal foul by E. Fournier (drawn by J. Teague),,55,58
247,3,6:06.0,J. Teague makes free throw 1 of 2,,56,58
248,3,6:06.0,J. Teague makes free throw 2 of 2,,57,58
249,3,5:52.0,,E. Payton misses 2-pt jump shot from 15 ft,57,58
250,3,5:52.0,,Offensive rebound by Team,57,58
251,3,5:52.0,Loose ball foul by D. Carroll (drawn by T. Harris),,57,58
252,3,5:52.0,,Orlando full timeout,57,58
253,3,5:52.0,E. Brand enters the game for A. Horford,,57,58
254,3,5:52.0,,K. O'Quinn enters the game for N. Vučević,57,58
255,3,5:52.0,,T. Harris makes free throw 1 of 2,57,59
256,3,5:52.0,,T. Harris misses free throw 2 of 2,57,59
257,3,5:50.0,Defensive rebound by E. Brand,,57,59
258,3,5:41.0,K. Korver misses 3-pt jump shot from 26 ft,,57,59
259,3,5:40.0,,Defensive rebound by K. O'Quinn,57,59
260,3,5:21.0,,E. Payton misses 2-pt jump shot from 15 ft,57,59
261,3,5:20.0,Defensive rebound by P. Millsap,,57,59
262,3,4:59.0,J. Teague misses 2-pt jump shot from 4 ft,,57,59
263,3,4:57.0,Offensive rebound by E. Brand,,57,59
264,3,4:48.0,J. Teague makes 2-pt layup from 1 ft,,59,59
265,3,4:37.0,T. Sefolosha enters the game for K. Korver,,59,59
266,3,4:33.0,,T. Harris misses 2-pt jump shot from 16 ft,59,59
267,3,4:30.0,Defensive rebound by P. Millsap,,59,59
268,3,4:25.0,J. Teague makes 2-pt layup at rim,,61,59
269,3,4:06.0,,E. Payton makes 2-pt layup from 1 ft (assist by T. Harris),61,61
270,3,3:41.0,J. Teague misses 2-pt layup at rim,,61,61
271,3,3:39.0,Offensive rebound by J. Teague,,61,61
272,3,3:38.0,J. Teague misses 2-pt layup at rim (block by K. O'Quinn),,61,61
273,3,3:36.0,Offensive rebound by P. Millsap,,61,61
274,3,3:31.0,J. Teague makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,64,61
275,3,3:14.0,,Shooting foul by E. Brand (drawn by T. Harris),64,61
276,3,3:14.0,,T. Harris makes free throw 1 of 2,64,62
277,3,3:14.0,,N. Vučević enters the game for E. Fournier,64,62
278,3,3:14.0,,B. Gordon enters the game for C. Frye,64,62
279,3,3:14.0,,T. Harris makes free throw 2 of 2,64,63
280,3,3:02.0,D. Carroll misses 2-pt layup from 2 ft (block by T. Harris),,64,63
281,3,3:02.0,Offensive rebound by Team,,64,63
282,3,3:02.0,Atlanta full timeout,,64,63
283,3,2:55.0,J. Teague misses 2-pt jump shot from 5 ft,,64,63
284,3,2:53.0,,Defensive rebound by T. Harris,64,63
285,3,2:41.0,D. Schröder enters the game for J. Teague,,64,63
286,3,2:35.0,,Shooting foul by D. Schröder (drawn by E. Payton),64,63
287,3,2:35.0,,E. Payton makes free throw 1 of 2,64,64
288,3,2:35.0,,E. Payton misses free throw 2 of 2,64,64
289,3,2:33.0,Defensive rebound by D. Carroll,,64,64
290,3,2:18.0,P. Millsap misses 3-pt jump shot from 26 ft,,64,64
291,3,2:15.0,Offensive rebound by Team,,64,64
292,3,2:15.0,M. Scott enters the game for P. Millsap,,64,64
293,3,2:05.0,D. Schröder misses 2-pt jump shot from 18 ft,,64,64
294,3,2:03.0,Offensive rebound by D. Schröder,,64,64
295,3,1:53.0,Personal foul by N. Vučević (drawn by D. Carroll),,64,64
296,3,1:53.0,D. Carroll makes free throw 1 of 2,,65,64
297,3,1:53.0,,V. Oladipo enters the game for K. O'Quinn,65,64
298,3,1:53.0,D. Carroll makes free throw 2 of 2,,66,64
299,3,1:42.0,,E. Payton makes 2-pt jump shot from 4 ft,66,66
300,3,1:17.0,Personal foul by T. Harris (drawn by D. Schröder),,66,66
301,3,1:17.0,D. Schröder makes free throw 1 of 2,,67,66
302,3,1:17.0,D. Schröder makes free throw 2 of 2,,68,66
303,3,1:01.0,,B. Gordon makes 3-pt jump shot from 26 ft (assist by T. Harris),68,69
304,3,0:44.0,M. Scott makes 2-pt layup at rim (assist by D. Carroll),,70,69
305,3,0:25.0,,B. Gordon makes 3-pt jump shot from 26 ft,70,72
306,3,0:07.0,D. Schröder makes 2-pt jump shot from 6 ft,,72,72
307,3,0:01.0,,E. Payton misses 2-pt jump shot from 15 ft (block by T. Sefolosha),72,72
308,3,0:00.0,Defensive rebound by T. Sefolosha,,72,72
309,4,11:41.0,,Shooting foul by T. Sefolosha (drawn by B. Gordon),72,72
310,4,11:41.0,,B. Gordon makes free throw 1 of 3,72,73
311,4,11:41.0,,B. Gordon makes free throw 2 of 3,72,74
312,4,11:41.0,K. Bazemore enters the game for D. Carroll,,72,74
313,4,11:41.0,K. Korver enters the game for T. Sefolosha,,72,74
314,4,11:41.0,,B. Gordon makes free throw 3 of 3,72,75
315,4,11:27.0,D. Schröder misses 3-pt jump shot from 24 ft,,72,75
316,4,11:24.0,,Defensive rebound by V. Oladipo,72,75
317,4,11:19.0,,Personal foul by D. Schröder (drawn by V. Oladipo),72,75
318,4,11:11.0,,V. Oladipo misses 2-pt jump shot from 5 ft,72,75
319,4,11:09.0,Defensive rebound by A. Horford,,72,75
320,4,10:56.0,K. Bazemore makes 2-pt jump shot from 6 ft (assist by K. Korver),,74,75
321,4,10:44.0,,B. Gordon misses 2-pt jump shot from 12 ft,74,75
322,4,10:43.0,Defensive rebound by M. Scott,,74,75
323,4,10:29.0,D. Schröder makes 2-pt jump shot from 5 ft,,76,75
324,4,10:10.0,,E. Payton misses 2-pt jump shot from 4 ft,76,75
325,4,10:07.0,Defensive rebound by A. Horford,,76,75
326,4,9:53.0,A. Horford makes 2-pt dunk at rim (assist by K. Bazemore),,78,75
327,4,9:45.0,,Orlando full timeout,78,75
328,4,9:45.0,,E. Fournier enters the game for B. Gordon,78,75
329,4,9:45.0,,T. Harris enters the game for E. Payton,78,75
330,4,9:33.0,,K. O'Quinn misses 2-pt jump shot from 11 ft,78,75
331,4,9:30.0,Defensive rebound by D. Schröder,,78,75
332,4,9:30.0,Atlanta full timeout,,78,75
333,4,9:22.0,D. Schröder makes 2-pt dunk at rim,,80,75
334,4,8:54.0,,C. Frye misses 3-pt jump shot from 26 ft,80,75
335,4,8:53.0,,Offensive rebound by V. Oladipo,80,75
336,4,8:49.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by V. Oladipo),80,78
337,4,8:33.0,D. Schröder misses 2-pt jump shot from 21 ft,,80,78
338,4,8:31.0,,Defensive rebound by E. Fournier,80,78
339,4,8:16.0,,E. Fournier makes 2-pt layup at rim,80,80
340,4,8:05.0,Shooting foul by K. O'Quinn (drawn by K. Korver),,80,80
341,4,8:05.0,K. Korver makes free throw 1 of 3,,81,80
342,4,8:05.0,K. Korver makes free throw 2 of 3,,82,80
343,4,8:05.0,,N. Vučević enters the game for K. O'Quinn,82,80
344,4,8:05.0,K. Korver makes free throw 3 of 3,,83,80
345,4,7:45.0,,Personal foul by K. Bazemore (drawn by E. Fournier),83,80
346,4,7:45.0,,Technical foul by E. Fournier,83,80
347,4,7:45.0,Technical foul by D. Schröder,,83,80
348,4,7:32.0,,T. Harris misses 2-pt jump shot from 15 ft,83,80
349,4,7:31.0,Defensive rebound by K. Bazemore,,83,80
350,4,7:13.0,M. Scott misses 2-pt jump shot from 4 ft,,83,80
351,4,7:12.0,,Defensive rebound by C. Frye,83,80
352,4,7:03.0,,Personal foul by M. Scott (drawn by N. Vučević),83,80
353,4,7:03.0,P. Millsap enters the game for M. Scott,,83,80
354,4,7:03.0,J. Teague enters the game for D. Schröder,,83,80
355,4,6:55.0,,Shooting foul by K. Bazemore (drawn by T. Harris),83,80
356,4,6:55.0,,T. Harris makes free throw 1 of 2,83,81
357,4,6:55.0,,T. Harris makes free throw 2 of 2,83,82
358,4,6:47.0,Personal foul by C. Frye (drawn by K. Korver),,83,82
359,4,6:39.0,K. Korver makes 2-pt jump shot from 20 ft (assist by J. Teague),,85,82
360,4,6:23.0,,V. Oladipo misses 2-pt jump shot from 11 ft,85,82
361,4,6:20.0,Defensive rebound by A. Horford,,85,82
362,4,6:13.0,K. Bazemore misses 3-pt jump shot from 25 ft,,85,82
363,4,6:12.0,,Defensive rebound by C. Frye,85,82
364,4,5:58.0,,T. Harris misses 2-pt jump shot from 4 ft,85,82
365,4,5:57.0,Defensive rebound by P. Millsap,,85,82
366,4,5:50.0,Turnover by J. Teague (bad pass),,85,82
367,4,5:50.0,D. Carroll enters the game for K. Korver,,85,82
368,4,5:41.0,,V. Oladipo misses 2-pt jump shot from 14 ft,85,82
369,4,5:39.0,Defensive rebound by P. Millsap,,85,82
370,4,5:27.0,K. Korver enters the game for K. Bazemore,,85,82
371,4,5:21.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,87,82
372,4,5:13.0,,Orlando full timeout,87,82
373,4,5:13.0,K. Bazemore enters the game for K. Korver,,87,82
374,4,5:01.0,,T. Harris makes 2-pt jump shot from 5 ft,87,84
375,4,4:35.0,J. Teague misses 2-pt jump shot from 19 ft,,87,84
376,4,4:33.0,,Defensive rebound by N. Vučević,87,84
377,4,4:13.0,,T. Harris misses 3-pt jump shot from 23 ft,87,84
378,4,4:12.0,Defensive rebound by Team,,87,84
379,4,4:12.0,K. Korver enters the game for K. Bazemore,,87,84
380,4,3:49.0,J. Teague makes 2-pt layup at rim (assist by A. Horford),,89,84
381,4,3:32.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by V. Oladipo),89,86
382,4,3:21.0,P. Millsap misses 2-pt jump shot from 15 ft,,89,86
383,4,3:20.0,,Defensive rebound by Team,89,86
384,4,3:04.0,,E. Fournier misses 3-pt jump shot from 27 ft,89,86
385,4,3:03.0,Defensive rebound by A. Horford,,89,86
386,4,2:57.0,Shooting foul by T. Harris (drawn by K. Korver),,89,86
387,4,2:57.0,K. Korver makes free throw 1 of 3,,90,86
388,4,2:57.0,K. Korver makes free throw 2 of 3,,91,86
389,4,2:57.0,K. Korver makes free throw 3 of 3,,92,86
