,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
395,4,8:29.0,Defensive rebound by H. Sims,,62,65
396,4,8:20.0,J. Grant misses 2-pt jump shot from 3 ft (block by D. Favors),,62,65
397,4,8:17.0,,Defensive rebound by D. Favors,62,65
398,4,8:03.0,M. Carter-Williams enters the game for T. Wroten,,62,65
399,4,8:03.0,,G. Hayward enters the game for D. Exum,62,65
400,4,7:58.0,,T. Burke misses 3-pt jump shot from 24 ft,62,65
401,4,7:57.0,Defensive rebound by R. Covington,,62,65
402,4,7:49.0,R. Covington misses 3-pt jump shot from 25 ft,,62,65
403,4,7:48.0,,Defensive rebound by R. Hood,62,65
404,4,7:36.0,,E. Freedom makes 2-pt layup from 1 ft,62,67
405,4,7:16.0,R. Covington makes 2-pt layup from 1 ft,,64,67
406,4,6:57.0,,T. Burke misses 2-pt jump shot from 16 ft,64,67
407,4,6:55.0,,Offensive rebound by E. Freedom,64,67
408,4,6:55.0,,E. Freedom misses 2-pt layup from 1 ft,64,67
409,4,6:53.0,,Offensive rebound by E. Freedom,64,67
410,4,6:53.0,,Personal foul by K. McDaniels (drawn by E. Freedom),64,67
411,4,6:53.0,N. Noel enters the game for J. Grant,,64,67
412,4,6:53.0,,T. Booker enters the game for E. Freedom,64,67
413,4,6:53.0,,P. Christopher enters the game for R. Hood,64,67
414,4,6:40.0,,G. Hayward misses 2-pt jump shot from 16 ft,64,67
415,4,6:38.0,,Offensive rebound by T. Booker,64,67
416,4,6:28.0,,D. Favors misses 2-pt layup from 2 ft,64,67
417,4,6:26.0,Defensive rebound by H. Sims,,64,67
418,4,6:06.0,M. Carter-Williams misses 2-pt jump shot from 7 ft (block by T. Booker),,64,67
419,4,6:03.0,,Defensive rebound by T. Burke,64,67
420,4,6:02.0,,Shooting foul by R. Covington (drawn by T. Burke),64,67
421,4,6:02.0,,T. Burke makes free throw 1 of 2,64,68
422,4,6:02.0,,T. Burke makes free throw 2 of 2,64,69
423,4,5:51.0,H. Sims makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),,66,69
424,4,5:43.0,,Utah full timeout,66,69
425,4,5:43.0,,R. Hood enters the game for P. Christopher,66,69
426,4,5:28.0,,R. Hood misses 2-pt jump shot from 16 ft,66,69
427,4,5:26.0,,Offensive rebound by D. Favors,66,69
428,4,5:26.0,,D. Favors makes 2-pt layup from 3 ft,66,71
429,4,5:26.0,,Shooting foul by M. Carter-Williams (drawn by D. Favors),66,71
430,4,5:26.0,T. Wroten enters the game for K. McDaniels,,66,71
431,4,5:26.0,,D. Favors makes free throw 1 of 1,66,72
432,4,5:05.0,M. Carter-Williams misses 2-pt jump shot from 4 ft,,66,72
433,4,5:04.0,,Defensive rebound by D. Favors,66,72
434,4,4:52.0,,D. Favors makes 2-pt layup from 1 ft (assist by G. Hayward),66,74
435,4,4:36.0,Shooting foul by G. Hayward (drawn by T. Wroten),,66,74
436,4,4:36.0,T. Wroten makes free throw 1 of 2,,67,74
437,4,4:36.0,T. Wroten misses free throw 2 of 2,,67,74
438,4,4:34.0,,Defensive rebound by D. Favors,67,74
439,4,4:14.0,,T. Booker makes 2-pt hook shot from 7 ft,67,76
440,4,4:05.0,Philadelphia full timeout,,67,76
441,4,3:59.0,H. Sims misses 2-pt jump shot from 19 ft,,67,76
442,4,3:56.0,,Defensive rebound by T. Booker,67,76
443,4,3:40.0,,G. Hayward misses 2-pt jump shot from 20 ft,67,76
444,4,3:39.0,Defensive rebound by R. Covington,,67,76
445,4,3:29.0,Turnover by M. Carter-Williams (bad pass),,67,76
446,4,3:29.0,K. McDaniels enters the game for N. Noel,,67,76
447,4,3:08.0,,T. Burke misses 2-pt jump shot from 4 ft (block by R. Covington),67,76
448,4,3:07.0,,Offensive rebound by D. Favors,67,76
449,4,3:07.0,,D. Favors misses 2-pt layup from 2 ft (block by H. Sims),67,76
450,4,3:07.0,Defensive rebound by R. Covington,,67,76
451,4,3:05.0,Personal foul by D. Favors (drawn by R. Covington),,67,76
452,4,2:53.0,H. Sims misses 2-pt jump shot from 17 ft,,67,76
453,4,2:52.0,,Defensive rebound by Team,67,76
454,4,2:52.0,,Personal foul by R. Covington (drawn by T. Booker),67,76
455,4,2:52.0,,T. Booker makes free throw 1 of 2,67,77
456,4,2:52.0,,T. Booker makes free throw 2 of 2,67,78
457,4,2:47.0,Personal foul by T. Booker (drawn by M. Carter-Williams),,67,78
458,4,2:47.0,M. Carter-Williams makes free throw 1 of 2,,68,78
459,4,2:47.0,M. Carter-Williams makes free throw 2 of 2,,69,78
460,4,2:27.0,,D. Favors makes 2-pt jump shot from 3 ft (assist by G. Hayward),69,80
461,4,2:18.0,R. Covington misses 3-pt jump shot from 24 ft,,69,80
462,4,2:16.0,,Defensive rebound by R. Hood,69,80
463,4,2:00.0,,T. Burke makes 3-pt jump shot from 22 ft (assist by D. Favors),69,83
464,4,2:00.0,Philadelphia full timeout,,69,83
465,4,1:41.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,69,83
466,4,1:37.0,Offensive rebound by M. Carter-Williams,,69,83
467,4,1:31.0,H. Sims misses 3-pt jump shot from 23 ft,,69,83
468,4,1:30.0,,Defensive rebound by G. Hayward,69,83
469,4,1:14.0,,T. Booker makes 2-pt dunk at rim (assist by D. Favors),69,85
470,4,1:00.0,H. Sims misses 3-pt jump shot from 24 ft,,69,85
471,4,1:00.0,,Defensive rebound by G. Hayward,69,85
472,4,0:41.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by T. Booker),69,88
473,4,0:26.0,T. Wroten makes 2-pt layup from 2 ft,,71,88
474,4,0:02.0,,Turnover by Team (shot clock),71,88
