,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MINNESOTA_ACTION,GOLDEN STATE_SCORE,MINNESOTA_SCORE
84,1,1:47.0,L. Barbosa misses 3-pt jump shot from 24 ft,,22,23
85,1,1:46.0,Offensive rebound by D. Green,,22,23
86,1,1:43.0,S. Curry misses 3-pt jump shot from 22 ft,,22,23
87,1,1:40.0,,Defensive rebound by N. Peković,22,23
88,1,1:28.0,,N. Peković makes 2-pt jump shot from 6 ft (assist by K. Martin),22,25
89,1,1:18.0,S. Curry makes 2-pt jump shot from 17 ft,,24,25
90,1,0:59.0,,T. Young misses 2-pt jump shot from 18 ft,24,25
91,1,0:58.0,,Offensive rebound by N. Peković,24,25
92,1,0:54.0,,Z. LaVine misses 2-pt layup from 1 ft,24,25
93,1,0:53.0,Defensive rebound by A. Bogut,,24,25
94,1,0:48.0,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),,26,25
95,1,0:37.0,,Personal foul by A. Iguodala (drawn by A. Wiggins),26,25
96,1,0:37.0,,S. Muhammad enters the game for A. Wiggins,26,25
97,1,0:37.0,M. Speights enters the game for A. Bogut,,26,25
98,1,0:27.0,,K. Martin misses 2-pt jump shot from 11 ft,26,25
99,1,0:26.0,Defensive rebound by M. Speights,,26,25
100,1,0:08.0,Personal take foul by K. Martin (drawn by A. Iguodala),,26,25
101,1,0:02.0,A. Iguodala makes 2-pt layup from 1 ft,,28,25
102,2,11:40.0,,R. Rubio misses 3-pt jump shot from 24 ft (block by S. Livingston),28,25
103,2,11:39.0,,Offensive rebound by R. Rubio,28,25
104,2,11:37.0,,T. Young misses 3-pt jump shot from 35 ft,28,25
105,2,11:36.0,,Offensive rebound by Team,28,25
106,2,11:36.0,,Turnover by Team (shot clock),28,25
107,2,11:15.0,M. Speights makes 2-pt hook shot from 5 ft (assist by A. Iguodala),,30,25
108,2,10:59.0,,S. Muhammad misses 3-pt jump shot from 24 ft,30,25
109,2,10:58.0,Defensive rebound by S. Livingston,,30,25
110,2,10:53.0,L. Barbosa makes 2-pt layup from 1 ft (assist by S. Livingston),,32,25
111,2,10:47.0,,Minnesota full timeout,32,25
112,2,10:47.0,,A. Bennett enters the game for T. Young,32,25
113,2,10:35.0,,K. Martin makes 2-pt jump shot from 18 ft (assist by G. Dieng),32,27
114,2,10:18.0,M. Speights misses 2-pt jump shot from 17 ft,,32,27
115,2,10:17.0,,Defensive rebound by R. Rubio,32,27
116,2,10:10.0,,G. Dieng misses 2-pt layup at rim (block by D. Lee),32,27
117,2,10:09.0,Defensive rebound by D. Lee,,32,27
118,2,10:05.0,A. Iguodala makes 2-pt layup from 1 ft,,34,27
119,2,10:01.0,Violation by Team (delay of game),,34,27
120,2,9:44.0,,G. Dieng misses 2-pt jump shot from 19 ft,34,27
121,2,9:42.0,Defensive rebound by D. Lee,,34,27
122,2,9:24.0,M. Speights misses 2-pt jump shot from 16 ft,,34,27
123,2,9:22.0,,Defensive rebound by A. Bennett,34,27
124,2,9:08.0,,G. Dieng misses 2-pt layup from 1 ft,34,27
125,2,9:07.0,Defensive rebound by M. Speights,,34,27
126,2,9:03.0,L. Barbosa makes 2-pt layup from 1 ft (assist by A. Iguodala),,36,27
127,2,8:49.0,,K. Martin misses 3-pt jump shot from 24 ft,36,27
128,2,8:48.0,Defensive rebound by S. Livingston,,36,27
129,2,8:40.0,Turnover by A. Iguodala (bad pass),,36,27
130,2,8:40.0,,Minnesota full timeout,36,27
131,2,8:40.0,,A. Wiggins enters the game for K. Martin,36,27
132,2,8:23.0,,Shooting block foul by M. Speights (drawn by A. Bennett),36,27
133,2,8:23.0,,A. Bennett makes free throw 1 of 2,36,28
134,2,8:23.0,,A. Bennett makes free throw 2 of 2,36,29
135,2,8:04.0,S. Livingston makes 2-pt jump shot from 14 ft,,38,29
136,2,7:49.0,,A. Bennett misses 2-pt jump shot from 20 ft,38,29
137,2,7:48.0,,Offensive rebound by Team,38,29
138,2,7:40.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by G. Dieng),38,31
139,2,7:31.0,M. Speights makes 2-pt dunk at rim (assist by S. Livingston),,40,31
140,2,7:13.0,,G. Dieng misses 2-pt layup from 1 ft (block by A. Iguodala),40,31
141,2,7:12.0,,Offensive rebound by G. Dieng,40,31
142,2,7:11.0,,Shooting foul by A. Iguodala (drawn by G. Dieng),40,31
143,2,7:11.0,,G. Dieng makes free throw 1 of 2,40,32
144,2,7:11.0,,G. Dieng misses free throw 2 of 2,40,32
145,2,7:11.0,Defensive rebound by M. Speights,,40,32
146,2,6:58.0,D. Lee makes 2-pt layup from 1 ft (assist by S. Livingston),,42,32
147,2,6:43.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),42,34
148,2,6:23.0,L. Barbosa misses 3-pt jump shot from 24 ft,,42,34
149,2,6:22.0,,Defensive rebound by A. Bennett,42,34
150,2,6:16.0,,Turnover by A. Bennett (offensive foul),42,34
151,2,6:16.0,,Offensive foul by A. Bennett (drawn by S. Livingston),42,34
152,2,6:16.0,K. Thompson enters the game for L. Barbosa,,42,34
153,2,6:04.0,M. Speights misses 2-pt jump shot from 7 ft,,42,34
154,2,6:02.0,,Defensive rebound by S. Muhammad,42,34
155,2,5:52.0,,Shooting foul by M. Speights (drawn by A. Bennett),42,34
156,2,5:52.0,,Minnesota full timeout,42,34
157,2,5:52.0,D. Green enters the game for M. Speights,,42,34
158,2,5:52.0,H. Barnes enters the game for A. Iguodala,,42,34
159,2,5:52.0,,A. Bennett makes free throw 1 of 2,42,35
160,2,5:52.0,,A. Bennett makes free throw 2 of 2,42,36
161,2,5:34.0,Turnover by S. Livingston (lost ball; steal by A. Wiggins),,42,36
162,2,5:30.0,,S. Muhammad makes 2-pt dunk at rim (assist by A. Wiggins),42,38
163,2,5:18.0,Personal foul by R. Rubio (drawn by S. Livingston),,42,38
164,2,5:18.0,S. Curry enters the game for S. Livingston,,42,38
165,2,5:08.0,K. Thompson makes 2-pt jump shot from 5 ft,,44,38
166,2,4:52.0,,S. Muhammad misses 2-pt jump shot from 10 ft,44,38
167,2,4:51.0,Defensive rebound by H. Barnes,,44,38
168,2,4:43.0,H. Barnes misses 2-pt layup from 1 ft,,44,38
169,2,4:41.0,,Defensive rebound by G. Dieng,44,38
170,2,4:39.0,,Turnover by G. Dieng (bad pass),44,38
171,2,4:39.0,,T. Young enters the game for A. Bennett,44,38
172,2,4:39.0,,N. Peković enters the game for G. Dieng,44,38
173,2,4:39.0,A. Bogut enters the game for D. Lee,,44,38
174,2,4:34.0,Shooting foul by A. Wiggins (drawn by K. Thompson),,44,38
175,2,4:34.0,K. Thompson makes free throw 1 of 2,,45,38
176,2,4:34.0,,K. Martin enters the game for S. Muhammad,45,38
177,2,4:34.0,K. Thompson misses free throw 2 of 2,,45,38
178,2,4:33.0,Offensive rebound by D. Green,,45,38
179,2,4:28.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Green),,48,38
180,2,4:04.0,,Turnover by R. Rubio (bad pass),48,38
181,2,3:49.0,Turnover by K. Thompson (lost ball; steal by R. Rubio),,48,38
182,2,3:35.0,,K. Martin makes 3-pt jump shot from 24 ft,48,41
183,2,3:23.0,D. Green misses 2-pt jump shot from 19 ft,,48,41
184,2,3:22.0,,Defensive rebound by T. Young,48,41
185,2,3:15.0,,K. Martin misses 2-pt jump shot from 17 ft,48,41
186,2,3:14.0,Defensive rebound by A. Bogut,,48,41
187,2,3:09.0,Personal foul by K. Martin (drawn by S. Curry),,48,41
188,2,3:00.0,Turnover by H. Barnes (bad pass),,48,41
189,2,2:47.0,,Turnover by R. Rubio (bad pass),48,41
190,2,2:47.0,Golden State full timeout,,48,41
191,2,2:36.0,Offensive foul by H. Barnes (drawn by R. Rubio),,48,41
192,2,2:36.0,Turnover by H. Barnes (offensive foul),,48,41
193,2,2:26.0,,Turnover by R. Rubio (bad pass; steal by D. Green),48,41
194,2,2:19.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,51,41
195,2,2:00.0,,A. Wiggins misses 2-pt jump shot from 20 ft,51,41
196,2,1:59.0,Defensive rebound by A. Bogut,,51,41
197,2,1:48.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by S. Curry),,54,41
198,2,1:39.0,,Minnesota full timeout,54,41
199,2,1:28.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by N. Peković),54,43
200,2,1:14.0,S. Curry misses 2-pt jump shot from 19 ft,,54,43
201,2,1:13.0,Offensive rebound by A. Bogut,,54,43
202,2,1:07.0,Turnover by S. Curry (bad pass),,54,43
203,2,0:45.0,,A. Wiggins misses 3-pt jump shot from 24 ft,54,43
204,2,0:44.0,Defensive rebound by A. Bogut,,54,43
205,2,0:36.0,S. Curry misses 2-pt jump shot from 13 ft,,54,43
206,2,0:34.0,,Defensive rebound by K. Martin,54,43
207,2,0:30.0,,Shooting foul by H. Barnes (drawn by T. Young),54,43
208,2,0:30.0,,T. Young makes free throw 1 of 2,54,44
209,2,0:30.0,,Z. LaVine enters the game for R. Rubio,54,44
210,2,0:30.0,,G. Dieng enters the game for N. Peković,54,44
211,2,0:30.0,L. Barbosa enters the game for H. Barnes,,54,44
212,2,0:30.0,,T. Young misses free throw 2 of 2,54,44
213,2,0:30.0,Defensive rebound by D. Green,,54,44
214,2,0:11.0,K. Thompson makes 2-pt layup at rim,,56,44
215,2,0:02.0,,K. Martin makes 2-pt jump shot from 21 ft (assist by Z. LaVine),56,46
216,2,0:00.0,L. Barbosa misses 3-pt jump shot from 47 ft,,56,46
217,2,0:00.0,Offensive rebound by Team,,56,46
218,3,11:46.0,,N. Peković misses 2-pt jump shot from 4 ft,56,46
219,3,11:45.0,Defensive rebound by D. Green,,56,46
220,3,11:30.0,K. Thompson misses 2-pt jump shot from 21 ft,,56,46
221,3,11:28.0,,Defensive rebound by R. Rubio,56,46
222,3,11:20.0,,N. Peković misses 2-pt jump shot from 4 ft,56,46
223,3,11:19.0,,Offensive rebound by A. Wiggins,56,46
224,3,11:17.0,,A. Wiggins makes 2-pt layup at rim,56,48
225,3,11:02.0,Turnover by A. Bogut (lost ball; steal by T. Young),,56,48
226,3,10:49.0,,R. Rubio makes 2-pt layup from 1 ft,56,50
227,3,10:35.0,H. Barnes misses 2-pt jump shot from 7 ft,,56,50
228,3,10:34.0,,Defensive rebound by A. Wiggins,56,50
229,3,10:27.0,,R. Rubio misses 2-pt jump shot from 16 ft,56,50
230,3,10:26.0,Defensive rebound by H. Barnes,,56,50
231,3,10:14.0,Personal foul by R. Rubio (drawn by K. Thompson),,56,50
232,3,10:11.0,Personal foul by A. Wiggins (drawn by H. Barnes),,56,50
233,3,9:59.0,Turnover by K. Thompson (traveling),,56,50
234,3,9:42.0,,K. Martin misses 2-pt jump shot from 19 ft (block by K. Thompson),56,50
235,3,9:41.0,,Offensive rebound by Team,56,50
236,3,9:38.0,,K. Martin makes 2-pt jump shot from 17 ft (assist by N. Peković),56,52
237,3,9:30.0,Personal foul by K. Martin (drawn by K. Thompson),,56,52
238,3,9:21.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Bogut),,59,52
239,3,9:07.0,,K. Martin misses 2-pt jump shot from 19 ft (block by K. Thompson),59,52
240,3,9:06.0,Defensive rebound by D. Green,,59,52
241,3,8:53.0,S. Curry misses 2-pt jump shot from 16 ft,,59,52
242,3,8:52.0,,Defensive rebound by N. Peković,59,52
243,3,8:46.0,,T. Young makes 2-pt layup at rim (assist by R. Rubio),59,54
244,3,8:33.0,S. Curry makes 2-pt jump shot from 19 ft,,61,54
245,3,8:18.0,,R. Rubio makes 2-pt jump shot from 18 ft,61,56
246,3,8:07.0,H. Barnes misses 3-pt jump shot from 22 ft,,61,56
247,3,8:06.0,,Defensive rebound by K. Martin,61,56
248,3,7:53.0,,R. Rubio misses 2-pt layup from 3 ft (block by D. Green),61,56
249,3,7:52.0,Defensive rebound by Team,,61,56
250,3,7:52.0,,Z. LaVine enters the game for R. Rubio,61,56
251,3,7:41.0,A. Bogut misses 2-pt dunk at rim,,61,56
252,3,7:39.0,,Defensive rebound by N. Peković,61,56
253,3,7:23.0,,N. Peković makes 2-pt layup from 1 ft (assist by Z. LaVine),61,58
254,3,7:23.0,,Shooting foul by A. Bogut (drawn by N. Peković),61,58
255,3,7:23.0,Golden State full timeout,,61,58
256,3,7:23.0,,N. Peković misses free throw 1 of 1,61,58
257,3,7:23.0,Defensive rebound by D. Green,,61,58
258,3,6:56.0,S. Curry misses 3-pt jump shot from 27 ft,,61,58
259,3,6:55.0,Offensive rebound by A. Bogut,,61,58
260,3,6:47.0,S. Curry misses 3-pt jump shot from 24 ft,,61,58
261,3,6:46.0,,Defensive rebound by Z. LaVine,61,58
262,3,6:26.0,,T. Young misses 3-pt jump shot from 23 ft,61,58
263,3,6:25.0,Defensive rebound by H. Barnes,,61,58
264,3,6:09.0,Shooting foul by T. Young (drawn by D. Green),,61,58
265,3,6:09.0,D. Green makes free throw 1 of 2,,62,58
266,3,6:09.0,A. Iguodala enters the game for H. Barnes,,62,58
267,3,6:09.0,D. Green misses free throw 2 of 2,,62,58
268,3,6:09.0,,Defensive rebound by N. Peković,62,58
269,3,5:54.0,,T. Young misses 2-pt jump shot from 19 ft,62,58
270,3,5:53.0,,Offensive rebound by Z. LaVine,62,58
271,3,5:50.0,,Shooting foul by A. Bogut (drawn by Z. LaVine),62,58
272,3,5:50.0,,Z. LaVine misses free throw 1 of 2,62,58
273,3,5:50.0,,Offensive rebound by Team,62,58
274,3,5:50.0,,C. Budinger enters the game for K. Martin,62,58
275,3,5:50.0,,Z. LaVine makes free throw 2 of 2,62,59
276,3,5:34.0,S. Curry makes 3-pt jump shot from 23 ft (assist by A. Bogut),,65,59
277,3,5:16.0,,C. Budinger misses 2-pt jump shot from 21 ft,65,59
278,3,5:14.0,Defensive rebound by Team,,65,59
279,3,4:59.0,A. Bogut makes 2-pt jump shot from 5 ft (assist by S. Curry),,67,59
280,3,4:41.0,,Z. LaVine misses 2-pt jump shot from 19 ft,67,59
281,3,4:40.0,Defensive rebound by K. Thompson,,67,59
282,3,4:34.0,A. Iguodala makes 2-pt layup at rim (assist by D. Green),,69,59
283,3,4:30.0,,Minnesota full timeout,69,59
284,3,4:16.0,,Turnover by A. Wiggins (lost ball; steal by S. Curry),69,59
285,3,4:12.0,S. Curry makes 2-pt layup at rim,,71,59
286,3,4:12.0,,Violation by A. Wiggins (def goaltending),71,59
287,3,3:56.0,,A. Wiggins misses 2-pt jump shot from 17 ft,71,59
288,3,3:55.0,,Offensive rebound by N. Peković,71,59
289,3,3:54.0,,Shooting foul by D. Green (drawn by N. Peković),71,59
290,3,3:54.0,,N. Peković makes free throw 1 of 2,71,60
291,3,3:54.0,,S. Muhammad enters the game for A. Wiggins,71,60
292,3,3:54.0,,N. Peković misses free throw 2 of 2,71,60
293,3,3:54.0,Defensive rebound by D. Green,,71,60
294,3,3:39.0,Offensive foul by A. Bogut (drawn by Z. LaVine),,71,60
295,3,3:39.0,Turnover by A. Bogut (offensive foul),,71,60
296,3,3:19.0,,Shooting foul by A. Iguodala (drawn by C. Budinger),71,60
297,3,3:19.0,,C. Budinger makes free throw 1 of 2,71,61
298,3,3:19.0,L. Barbosa enters the game for K. Thompson,,71,61
299,3,3:19.0,,C. Budinger misses free throw 2 of 2,71,61
300,3,3:19.0,Defensive rebound by D. Green,,71,61
301,3,3:01.0,A. Bogut misses 2-pt jump shot from 11 ft,,71,61
302,3,2:59.0,Offensive rebound by L. Barbosa,,71,61
303,3,2:45.0,D. Green misses 3-pt jump shot from 24 ft,,71,61
304,3,2:44.0,,Defensive rebound by C. Budinger,71,61
305,3,2:30.0,,T. Young misses 2-pt jump shot from 5 ft,71,61
306,3,2:29.0,Defensive rebound by S. Curry,,71,61
307,3,2:26.0,L. Barbosa makes 2-pt layup from 1 ft (assist by S. Curry),,73,61
308,3,1:59.0,,N. Peković makes 2-pt jump shot from 9 ft,73,63
309,3,1:45.0,S. Curry misses 3-pt jump shot from 25 ft,,73,63
310,3,1:44.0,,Defensive rebound by S. Muhammad,73,63
311,3,1:36.0,,Z. LaVine misses 2-pt layup from 1 ft,73,63
312,3,1:34.0,,Offensive rebound by N. Peković,73,63
313,3,1:34.0,,N. Peković makes 2-pt tip-in from 1 ft,73,65
314,3,1:15.0,A. Bogut misses 2-pt jump shot from 9 ft (block by N. Peković),,73,65
315,3,1:14.0,,Defensive rebound by T. Young,73,65
316,3,1:06.0,,T. Young misses 2-pt layup at rim,73,65
317,3,1:05.0,Defensive rebound by A. Bogut,,73,65
318,3,0:54.0,S. Curry misses 2-pt layup from 1 ft,,73,65
319,3,0:53.0,,Defensive rebound by N. Peković,73,65
320,3,0:47.0,,Personal foul by L. Barbosa (drawn by S. Muhammad),73,65
321,3,0:47.0,,S. Muhammad makes free throw 1 of 2,73,66
322,3,0:47.0,,G. Dieng enters the game for N. Peković,73,66
323,3,0:47.0,M. Speights enters the game for A. Bogut,,73,66
324,3,0:47.0,,S. Muhammad makes free throw 2 of 2,73,67
325,3,0:33.0,L. Barbosa misses 3-pt jump shot from 25 ft,,73,67
326,3,0:32.0,,Defensive rebound by S. Muhammad,73,67
327,3,0:09.0,,Turnover by Team (shot clock),73,67
328,3,0:01.0,M. Speights misses 3-pt jump shot from 25 ft,,73,67
329,3,0:00.0,,Defensive rebound by T. Young,73,67
330,4,11:37.0,L. Barbosa misses 2-pt layup from 1 ft,,73,67
331,4,11:35.0,,Defensive rebound by S. Muhammad,73,67
332,4,11:21.0,,Shooting foul by A. Iguodala (drawn by S. Muhammad),73,67
333,4,11:21.0,,S. Muhammad makes free throw 1 of 2,73,68
334,4,11:21.0,,S. Muhammad makes free throw 2 of 2,73,69
335,4,10:58.0,M. Speights makes 2-pt jump shot from 19 ft,,75,69
336,4,10:44.0,,S. Muhammad misses 2-pt jump shot from 19 ft,75,69
337,4,10:43.0,Defensive rebound by M. Speights,,75,69
338,4,10:31.0,S. Livingston makes 2-pt layup from 1 ft (assist by L. Barbosa),,77,69
339,4,10:13.0,,Turnover by C. Budinger (lost ball; steal by D. Lee),77,69
340,4,10:07.0,L. Barbosa makes 2-pt layup from 2 ft (assist by S. Livingston),,79,69
341,4,10:07.0,,Minnesota full timeout,79,69
342,4,10:07.0,,R. Rubio enters the game for Z. LaVine,79,69
343,4,10:07.0,,K. Martin enters the game for C. Budinger,79,69
344,4,10:07.0,,A. Wiggins enters the game for S. Muhammad,79,69
345,4,9:52.0,,A. Bennett misses 2-pt layup from 1 ft,79,69
346,4,9:52.0,Defensive rebound by M. Speights,,79,69
347,4,9:34.0,D. Lee makes 2-pt layup from 2 ft (assist by A. Iguodala),,81,69
348,4,9:20.0,,K. Martin makes 2-pt jump shot from 20 ft,81,71
349,4,8:55.0,M. Speights misses 2-pt jump shot from 18 ft,,81,71
350,4,8:54.0,,Defensive rebound by R. Rubio,81,71
351,4,8:49.0,,Turnover by R. Rubio (bad pass; steal by L. Barbosa),81,71
352,4,8:45.0,L. Barbosa makes 2-pt layup at rim,,83,71
353,4,8:21.0,,A. Bennett misses 2-pt jump shot from 18 ft,83,71
354,4,8:20.0,Defensive rebound by S. Livingston,,83,71
355,4,7:59.0,S. Livingston misses 2-pt jump shot from 8 ft,,83,71
356,4,7:57.0,,Defensive rebound by A. Bennett,83,71
357,4,7:47.0,,G. Dieng misses 2-pt jump shot from 16 ft,83,71
358,4,7:46.0,Defensive rebound by A. Iguodala,,83,71
359,4,7:41.0,M. Speights makes 2-pt layup from 1 ft (assist by A. Iguodala),,85,71
360,4,7:23.0,,Shooting block foul by M. Speights (drawn by G. Dieng),85,71
361,4,7:23.0,,G. Dieng misses free throw 1 of 2,85,71
362,4,7:23.0,,Offensive rebound by Team,85,71
363,4,7:23.0,,T. Young enters the game for A. Bennett,85,71
364,4,7:23.0,,G. Dieng makes free throw 2 of 2,85,72
365,4,7:06.0,S. Livingston misses 2-pt jump shot from 14 ft,,85,72
366,4,7:05.0,,Defensive rebound by Team,85,72
367,4,7:05.0,,N. Peković enters the game for G. Dieng,85,72
368,4,6:50.0,,K. Martin misses 2-pt jump shot from 11 ft,85,72
369,4,6:49.0,,Offensive rebound by Team,85,72
370,4,6:49.0,K. Thompson enters the game for L. Barbosa,,85,72
371,4,6:42.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by A. Wiggins),85,75
372,4,6:17.0,Turnover by A. Iguodala (bad pass; steal by R. Rubio),,85,75
373,4,6:13.0,,T. Young makes 2-pt layup at rim (assist by R. Rubio),85,77
374,4,6:12.0,Golden State full timeout,,85,77
375,4,6:12.0,S. Curry enters the game for D. Lee,,85,77
376,4,6:12.0,D. Green enters the game for S. Livingston,,85,77
377,4,5:57.0,K. Thompson misses 3-pt jump shot from 24 ft,,85,77
378,4,5:55.0,,Defensive rebound by A. Wiggins,85,77
379,4,5:46.0,,Shooting foul by D. Green (drawn by R. Rubio),85,77
380,4,5:46.0,,R. Rubio makes free throw 1 of 2,85,78
381,4,5:46.0,,R. Rubio makes free throw 2 of 2,85,79
382,4,5:27.0,M. Speights misses 2-pt jump shot from 16 ft,,85,79
383,4,5:25.0,,Defensive rebound by R. Rubio,85,79
384,4,5:10.0,,N. Peković misses 2-pt jump shot from 6 ft,85,79
385,4,5:09.0,Defensive rebound by S. Curry,,85,79
386,4,4:57.0,K. Thompson misses 2-pt jump shot from 7 ft,,85,79
387,4,4:56.0,,Defensive rebound by R. Rubio,85,79
388,4,4:44.0,,K. Martin misses 3-pt jump shot from 23 ft,85,79
389,4,4:42.0,,Offensive rebound by Team,85,79
