,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MILWAUKEE_ACTION,LA LAKERS_SCORE,MILWAUKEE_SCORE
31,1,6:28.0,,J. Dudley makes 2-pt jump shot from 17 ft (assist by K. Middleton),10,13
32,1,6:10.0,T. Black makes 2-pt dunk at rim,,12,13
33,1,5:54.0,,Personal foul by T. Black (drawn by J. Dudley),12,13
34,1,5:54.0,,Milwaukee full timeout,12,13
35,1,5:54.0,J. Lin enters the game for T. Black,,12,13
36,1,5:54.0,E. Davis enters the game for R. Sacre,,12,13
37,1,5:54.0,C. Boozer enters the game for J. Clarkson,,12,13
38,1,5:54.0,,O. Mayo enters the game for G. Antetokounmpo,12,13
39,1,5:40.0,,Turnover by Team (shot clock),12,13
40,1,5:27.0,R. Kelly misses 2-pt layup at rim (block by J. Henson),,12,13
41,1,5:25.0,,Defensive rebound by J. Henson,12,13
42,1,5:21.0,,Turnover by O. Mayo (lost ball; steal by R. Kelly),12,13
43,1,5:15.0,J. Lin misses 2-pt jump shot from 21 ft,,12,13
44,1,5:14.0,,Defensive rebound by J. Henson,12,13
45,1,5:07.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by K. Middleton),12,16
46,1,4:48.0,Shooting foul by J. Dudley (drawn by E. Davis),,12,16
47,1,4:48.0,E. Davis makes free throw 1 of 2,,13,16
48,1,4:48.0,E. Davis makes free throw 2 of 2,,14,16
49,1,4:37.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by B. Knight),14,19
50,1,4:11.0,R. Kelly misses 3-pt jump shot from 26 ft,,14,19
51,1,4:10.0,,Defensive rebound by B. Knight,14,19
52,1,4:06.0,,K. Middleton misses 2-pt layup at rim,14,19
53,1,4:05.0,Defensive rebound by C. Boozer,,14,19
54,1,4:03.0,Turnover by C. Boozer (bad pass; steal by K. Middleton),,14,19
55,1,3:58.0,,B. Knight misses 2-pt jump shot from 15 ft,14,19
56,1,3:57.0,,Offensive rebound by J. Henson,14,19
57,1,3:53.0,,J. Dudley makes 2-pt jump shot from 15 ft (assist by J. Henson),14,21
58,1,3:33.0,C. Boozer makes 2-pt jump shot from 15 ft (assist by W. Ellington),,16,21
59,1,3:13.0,,Turnover by J. Henson (bad pass),16,21
60,1,3:13.0,W. Johnson enters the game for R. Kelly,,16,21
61,1,2:52.0,C. Boozer misses 2-pt jump shot from 16 ft,,16,21
62,1,2:51.0,Offensive rebound by W. Johnson,,16,21
63,1,2:48.0,W. Johnson makes 2-pt jump shot from 18 ft,,18,21
64,1,2:35.0,,Turnover by B. Knight (lost ball),18,21
65,1,2:35.0,LA Lakers full timeout,,18,21
66,1,2:35.0,,J. O'Bryant enters the game for J. Dudley,18,21
67,1,2:35.0,,J. Bayless enters the game for J. Henson,18,21
68,1,2:35.0,,G. Antetokounmpo enters the game for B. Knight,18,21
69,1,2:18.0,J. Lin misses 2-pt jump shot from 11 ft,,18,21
70,1,2:16.0,Offensive rebound by E. Davis,,18,21
71,1,2:11.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by E. Davis),,21,21
72,1,1:56.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by J. Bayless),21,23
73,1,1:37.0,Turnover by W. Johnson (bad pass; steal by G. Antetokounmpo),,21,23
74,1,1:31.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),21,26
75,1,1:03.0,W. Johnson misses 2-pt jump shot from 17 ft (block by O. Mayo),,21,26
76,1,1:03.0,Offensive rebound by Team,,21,26
77,1,1:03.0,Turnover by Team (shot clock),,21,26
78,1,1:03.0,N. Young enters the game for W. Ellington,,21,26
79,1,0:47.0,,J. O'Bryant misses 2-pt layup at rim,21,26
80,1,0:45.0,Defensive rebound by C. Boozer,,21,26
81,1,0:40.0,Personal foul by G. Antetokounmpo (drawn by E. Davis),,21,26
82,1,0:34.0,N. Young makes 3-pt jump shot from 26 ft (assist by J. Lin),,24,26
83,1,0:26.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,24,26
84,1,0:25.0,Defensive rebound by E. Davis,,24,26
85,1,0:05.0,J. Lin misses 3-pt jump shot from 28 ft,,24,26
86,1,0:04.0,,Defensive rebound by J. O'Bryant,24,26
87,2,11:43.0,Turnover by J. Lin (bad pass; steal by J. O'Bryant),,24,26
88,2,11:38.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by O. Mayo),24,28
89,2,11:21.0,Personal foul by O. Mayo (drawn by J. Lin),,24,28
90,2,11:13.0,C. Boozer misses 2-pt jump shot from 18 ft,,24,28
91,2,11:12.0,,Defensive rebound by J. Bayless,24,28
92,2,11:03.0,,Personal foul by J. Lin (drawn by J. Bayless),24,28
93,2,10:49.0,,J. Bayless misses 2-pt jump shot from 19 ft,24,28
94,2,10:48.0,Defensive rebound by E. Davis,,24,28
95,2,10:32.0,W. Johnson misses 2-pt jump shot from 19 ft,,24,28
96,2,10:31.0,,Defensive rebound by O. Mayo,24,28
97,2,10:24.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by O. Mayo),24,30
98,2,10:02.0,E. Davis misses 2-pt jump shot from 6 ft (block by G. Antetokounmpo),,24,30
99,2,10:01.0,,Defensive rebound by J. Bayless,24,30
100,2,9:58.0,,Turnover by G. Antetokounmpo (lost ball),24,30
101,2,9:46.0,J. Lin makes 2-pt layup at rim,,26,30
102,2,9:21.0,,O. Mayo misses 2-pt layup at rim,26,30
103,2,9:19.0,Defensive rebound by E. Davis,,26,30
104,2,9:15.0,Personal foul by J. Bayless (drawn by E. Davis),,26,30
105,2,9:07.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,28,30
106,2,8:47.0,,J. Dudley misses 3-pt jump shot from 25 ft,28,30
107,2,8:45.0,Defensive rebound by E. Davis,,28,30
108,2,8:38.0,C. Boozer makes 2-pt jump shot from 8 ft,,30,30
109,2,8:25.0,,O. Mayo makes 3-pt jump shot from 24 ft (assist by J. Bayless),30,33
110,2,8:05.0,Shooting foul by O. Mayo (drawn by N. Young),,30,33
111,2,8:05.0,Official timeout,,30,33
112,2,8:05.0,J. Clarkson enters the game for J. Lin,,30,33
113,2,8:05.0,N. Young makes free throw 1 of 3,,31,33
114,2,8:05.0,N. Young makes free throw 2 of 3,,32,33
115,2,8:05.0,N. Young makes free throw 3 of 3,,33,33
116,2,7:53.0,,J. Dudley misses 2-pt jump shot from 18 ft,33,33
117,2,7:52.0,Defensive rebound by W. Johnson,,33,33
118,2,7:36.0,C. Boozer makes 2-pt jump shot from 16 ft (assist by W. Johnson),,35,33
119,2,7:20.0,,J. Dudley misses 2-pt jump shot from 17 ft,35,33
120,2,7:19.0,Defensive rebound by E. Davis,,35,33
121,2,6:59.0,W. Johnson misses 2-pt layup at rim,,35,33
122,2,6:57.0,,Defensive rebound by J. O'Bryant,35,33
123,2,6:49.0,,J. O'Bryant misses 2-pt jump shot from 15 ft,35,33
124,2,6:48.0,Defensive rebound by E. Davis,,35,33
125,2,6:27.0,W. Johnson makes 3-pt jump shot from 26 ft (assist by C. Boozer),,38,33
126,2,6:16.0,,Personal foul by W. Johnson (drawn by G. Antetokounmpo),38,33
127,2,6:16.0,,K. Middleton enters the game for J. Dudley,38,33
128,2,6:16.0,,J. Henson enters the game for J. O'Bryant,38,33
129,2,6:16.0,W. Ellington enters the game for E. Davis,,38,33
130,2,6:16.0,R. Sacre enters the game for W. Johnson,,38,33
131,2,6:04.0,,O. Mayo misses 2-pt jump shot from 14 ft,38,33
132,2,6:03.0,Defensive rebound by C. Boozer,,38,33
133,2,5:48.0,C. Boozer makes 2-pt jump shot from 17 ft (assist by J. Clarkson),,40,33
134,2,5:41.0,,Milwaukee full timeout,40,33
135,2,5:41.0,,B. Knight enters the game for O. Mayo,40,33
136,2,5:25.0,,K. Middleton misses 3-pt jump shot from 24 ft,40,33
137,2,5:24.0,Defensive rebound by C. Boozer,,40,33
138,2,5:09.0,N. Young misses 2-pt jump shot from 3 ft,,40,33
139,2,5:08.0,Offensive rebound by W. Ellington,,40,33
140,2,5:07.0,W. Ellington misses 2-pt layup from 1 ft,,40,33
141,2,5:06.0,Offensive rebound by N. Young,,40,33
142,2,5:04.0,N. Young makes 2-pt layup at rim,,42,33
143,2,4:55.0,Violation by N. Young (kicked ball),,42,33
144,2,4:55.0,T. Black enters the game for C. Boozer,,42,33
145,2,4:44.0,,Turnover by G. Antetokounmpo (lost ball),42,33
146,2,4:33.0,Personal foul by G. Antetokounmpo (drawn by R. Sacre),,42,33
147,2,4:25.0,Def 3 sec tech foul by J. Henson,,42,33
148,2,4:25.0,N. Young makes technical free throw,,43,33
149,2,4:14.0,W. Ellington misses 3-pt jump shot from 26 ft,,43,33
150,2,4:11.0,Offensive rebound by R. Sacre,,43,33
151,2,3:59.0,Shooting foul by J. Bayless (drawn by N. Young),,43,33
152,2,3:59.0,N. Young misses free throw 1 of 3,,43,33
153,2,3:59.0,Offensive rebound by Team,,43,33
154,2,3:59.0,N. Young misses free throw 2 of 3,,43,33
155,2,3:59.0,Offensive rebound by Team,,43,33
156,2,3:59.0,N. Young misses free throw 3 of 3,,43,33
157,2,3:57.0,,Defensive rebound by G. Antetokounmpo,43,33
158,2,3:44.0,,Shooting foul by T. Black (drawn by G. Antetokounmpo),43,33
159,2,3:44.0,,G. Antetokounmpo makes free throw 1 of 2,43,34
160,2,3:44.0,C. Boozer enters the game for T. Black,,43,34
161,2,3:44.0,,G. Antetokounmpo makes free throw 2 of 2,43,35
162,2,3:26.0,Personal foul by J. Henson (drawn by C. Boozer),,43,35
163,2,3:26.0,C. Boozer makes free throw 1 of 2,,44,35
164,2,3:26.0,C. Boozer makes free throw 2 of 2,,45,35
165,2,3:04.0,,J. Bayless misses 3-pt jump shot from 25 ft,45,35
166,2,3:03.0,Defensive rebound by J. Clarkson,,45,35
167,2,2:55.0,LA Lakers full timeout,,45,35
168,2,2:55.0,,J. Dudley enters the game for J. Bayless,45,35
169,2,2:41.0,N. Young makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,48,35
170,2,2:28.0,,Shooting foul by R. Sacre (drawn by K. Middleton),48,35
171,2,2:28.0,,K. Middleton makes 2-pt layup at rim (assist by B. Knight),48,37
172,2,2:28.0,,K. Middleton makes free throw 1 of 1,48,38
173,2,2:14.0,R. Sacre makes 2-pt hook shot from 6 ft (assist by C. Boozer),,50,38
174,2,2:01.0,,B. Knight misses 2-pt jump shot from 18 ft,50,38
175,2,2:00.0,Defensive rebound by W. Ellington,,50,38
176,2,1:53.0,R. Sacre makes 2-pt layup at rim (assist by W. Ellington),,52,38
177,2,1:38.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by K. Middleton),52,40
178,2,1:17.0,J. Clarkson misses 2-pt layup at rim (block by G. Antetokounmpo),,52,40
179,2,1:15.0,,Defensive rebound by G. Antetokounmpo,52,40
180,2,1:04.0,,Shooting block foul by J. Clarkson (drawn by B. Knight),52,40
181,2,1:04.0,,B. Knight makes free throw 1 of 2,52,41
182,2,1:04.0,,J. Bayless enters the game for G. Antetokounmpo,52,41
183,2,1:04.0,E. Davis enters the game for R. Sacre,,52,41
184,2,1:04.0,,B. Knight makes free throw 2 of 2,52,42
185,2,0:46.0,Turnover by J. Clarkson (lost ball; steal by K. Middleton),,52,42
186,2,0:42.0,,J. Henson makes 2-pt dunk at rim (assist by B. Knight),52,44
187,2,0:24.0,Turnover by J. Clarkson (offensive foul),,52,44
188,2,0:24.0,Offensive foul by J. Clarkson (drawn by B. Knight),,52,44
189,2,0:07.0,,J. Henson makes 2-pt dunk at rim (assist by B. Knight),52,46
190,2,0:03.0,C. Boozer makes 2-pt layup from 1 ft,,54,46
191,2,0:00.0,,J. Bayless misses 3-pt jump shot from 30 ft,54,46
192,2,0:00.0,,Offensive rebound by Team,54,46
193,3,11:37.0,W. Ellington makes 2-pt jump shot from 18 ft,,56,46
194,3,11:26.0,,Turnover by J. Dudley (bad pass),56,46
195,3,11:08.0,Shooting block foul by J. Henson (drawn by T. Black),,56,46
196,3,11:08.0,T. Black misses free throw 1 of 2,,56,46
197,3,11:08.0,Offensive rebound by Team,,56,46
198,3,11:08.0,T. Black makes free throw 2 of 2,,57,46
199,3,10:48.0,,G. Antetokounmpo makes 2-pt hook shot from 2 ft (assist by J. Dudley),57,48
200,3,10:21.0,J. Clarkson misses 3-pt jump shot from 29 ft,,57,48
201,3,10:20.0,,Defensive rebound by K. Middleton,57,48
202,3,10:09.0,,K. Middleton makes 2-pt hook shot from 5 ft,57,50
203,3,9:47.0,R. Sacre makes 2-pt hook shot from 6 ft,,59,50
204,3,9:31.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by B. Knight),59,52
205,3,9:06.0,T. Black makes 2-pt layup from 1 ft,,61,52
206,3,8:53.0,,B. Knight makes 2-pt jump shot from 17 ft,61,54
207,3,8:29.0,W. Ellington misses 3-pt jump shot from 25 ft,,61,54
208,3,8:28.0,,Defensive rebound by G. Antetokounmpo,61,54
209,3,8:22.0,,Personal block foul by R. Kelly (drawn by J. Dudley),61,54
210,3,8:12.0,,J. Henson misses 2-pt layup from 1 ft,61,54
211,3,8:09.0,Defensive rebound by R. Sacre,,61,54
212,3,7:50.0,W. Ellington misses 3-pt jump shot from 27 ft,,61,54
213,3,7:49.0,,Defensive rebound by J. Henson,61,54
214,3,7:41.0,,Shooting foul by R. Kelly (drawn by J. Henson),61,54
215,3,7:41.0,,J. Henson makes free throw 1 of 2,61,55
216,3,7:41.0,,J. Henson misses free throw 2 of 2,61,55
217,3,7:40.0,Defensive rebound by T. Black,,61,55
218,3,7:36.0,Turnover by J. Clarkson (dbl dribble),,61,55
219,3,7:26.0,,K. Middleton misses 3-pt jump shot from 22 ft,61,55
220,3,7:25.0,Defensive rebound by T. Black,,61,55
221,3,7:15.0,W. Ellington misses 2-pt jump shot from 17 ft,,61,55
222,3,7:14.0,,Defensive rebound by G. Antetokounmpo,61,55
223,3,6:58.0,,B. Knight misses 3-pt jump shot from 26 ft,61,55
224,3,6:57.0,Defensive rebound by T. Black,,61,55
225,3,6:52.0,Shooting block foul by B. Knight (drawn by J. Clarkson),,61,55
226,3,6:52.0,J. Clarkson makes free throw 1 of 2,,62,55
227,3,6:52.0,J. Clarkson makes free throw 2 of 2,,63,55
228,3,6:40.0,,Personal block foul by W. Ellington (drawn by K. Middleton),63,55
229,3,6:32.0,,B. Knight misses 2-pt jump shot from 17 ft,63,55
230,3,6:31.0,Defensive rebound by R. Kelly,,63,55
231,3,6:17.0,Shooting foul by J. Dudley (drawn by T. Black),,63,55
232,3,6:17.0,T. Black misses free throw 1 of 2,,63,55
233,3,6:17.0,Offensive rebound by Team,,63,55
234,3,6:17.0,T. Black misses free throw 2 of 2,,63,55
235,3,6:16.0,Offensive rebound by Team,,63,55
236,3,6:03.0,Turnover by R. Kelly (lost ball; steal by J. Henson),,63,55
237,3,5:36.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft,63,57
238,3,5:28.0,Personal foul by B. Knight (drawn by W. Ellington),,63,57
239,3,5:28.0,,Milwaukee full timeout,63,57
240,3,5:28.0,,O. Mayo enters the game for J. Dudley,63,57
241,3,5:15.0,W. Ellington makes 3-pt jump shot from 29 ft,,66,57
242,3,5:01.0,,K. Middleton makes 2-pt jump shot from 18 ft,66,59
243,3,4:53.0,Turnover by T. Black (lost ball; steal by K. Middleton),,66,59
244,3,4:40.0,,B. Knight misses 3-pt jump shot from 25 ft,66,59
245,3,4:39.0,,Offensive rebound by K. Middleton,66,59
246,3,4:38.0,,K. Middleton makes 2-pt layup from 1 ft,66,61
247,3,4:08.0,R. Sacre misses 2-pt layup from 2 ft (block by J. Henson),,66,61
248,3,4:06.0,,Defensive rebound by J. Henson,66,61
249,3,4:03.0,,O. Mayo makes 2-pt layup at rim,66,63
250,3,3:38.0,J. Clarkson misses 2-pt jump shot from 19 ft,,66,63
251,3,3:37.0,,Defensive rebound by Team,66,63
252,3,3:37.0,C. Boozer enters the game for R. Kelly,,66,63
253,3,3:37.0,N. Young enters the game for T. Black,,66,63
254,3,3:37.0,W. Johnson enters the game for R. Sacre,,66,63
255,3,3:37.0,J. Lin enters the game for W. Ellington,,66,63
256,3,3:37.0,E. Davis enters the game for J. Clarkson,,66,63
257,3,3:26.0,,K. Middleton makes 2-pt jump shot from 18 ft,66,65
258,3,3:03.0,J. Lin misses 2-pt jump shot from 19 ft,,66,65
259,3,3:01.0,,Defensive rebound by G. Antetokounmpo,66,65
260,3,2:48.0,,G. Antetokounmpo makes 2-pt dunk at rim,66,67
261,3,2:32.0,C. Boozer misses 2-pt layup from 1 ft,,66,67
262,3,2:30.0,Offensive rebound by E. Davis,,66,67
263,3,2:25.0,Turnover by E. Davis (lost ball; steal by O. Mayo),,66,67
264,3,2:23.0,,Shooting block foul by W. Johnson (drawn by K. Middleton),66,67
265,3,2:23.0,LA Lakers full timeout,,66,67
266,3,2:23.0,,K. Middleton makes free throw 1 of 2,66,68
267,3,2:23.0,,K. Middleton makes free throw 2 of 2,66,69
268,3,2:10.0,Turnover by C. Boozer (bad pass),,66,69
269,3,1:55.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by B. Knight),66,71
270,3,1:31.0,C. Boozer misses 2-pt jump shot from 18 ft,,66,71
271,3,1:30.0,Offensive rebound by E. Davis,,66,71
272,3,1:28.0,E. Davis misses 2-pt tip-in from 1 ft,,66,71
273,3,1:27.0,Offensive rebound by E. Davis,,66,71
274,3,1:17.0,N. Young misses 3-pt jump shot from 25 ft,,66,71
275,3,1:14.0,,Defensive rebound by B. Knight,66,71
276,3,1:08.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by O. Mayo),66,74
277,3,0:55.0,E. Davis misses 2-pt layup from 2 ft,,66,74
278,3,0:53.0,,Defensive rebound by J. Henson,66,74
279,3,0:48.0,,B. Knight misses 2-pt layup from 1 ft (block by J. Lin),66,74
280,3,0:48.0,Defensive rebound by Team,,66,74
281,3,0:48.0,,J. Dudley enters the game for J. Henson,66,74
282,3,0:48.0,,J. Bayless enters the game for B. Knight,66,74
283,3,0:31.0,N. Young makes 2-pt layup at rim,,68,74
284,3,0:10.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,68,74
285,3,0:09.0,Defensive rebound by J. Lin,,68,74
286,3,0:01.0,E. Davis misses 2-pt layup from 2 ft,,68,74
287,3,0:01.0,Offensive rebound by C. Boozer,,68,74
288,3,0:00.0,C. Boozer misses 2-pt layup at rim,,68,74
289,3,0:00.0,Offensive rebound by Team,,68,74
290,4,11:44.0,,O. Mayo makes 2-pt layup from 1 ft (assist by J. Dudley),68,76
291,4,11:18.0,J. Lin misses 2-pt jump shot from 18 ft,,68,76
292,4,11:17.0,Offensive rebound by W. Johnson,,68,76
293,4,11:16.0,W. Johnson makes 2-pt layup at rim,,70,76
294,4,10:54.0,,G. Antetokounmpo makes 2-pt layup at rim,70,78
295,4,10:38.0,Shooting block foul by J. O'Bryant (drawn by E. Davis),,70,78
296,4,10:38.0,E. Davis misses free throw 1 of 2,,70,78
297,4,10:38.0,Offensive rebound by Team,,70,78
298,4,10:38.0,E. Davis makes free throw 2 of 2,,71,78
299,4,10:25.0,,G. Antetokounmpo misses 2-pt layup at rim (block by E. Davis),71,78
300,4,10:22.0,Defensive rebound by C. Boozer,,71,78
301,4,10:12.0,Turnover by N. Young (lost ball; steal by O. Mayo),,71,78
302,4,10:06.0,,J. Bayless misses 3-pt jump shot from 24 ft,71,78
303,4,10:04.0,Defensive rebound by C. Boozer,,71,78
304,4,9:55.0,Shooting block foul by G. Antetokounmpo (drawn by J. Lin),,71,78
305,4,9:55.0,J. Lin makes free throw 1 of 2,,72,78
306,4,9:55.0,J. Lin makes free throw 2 of 2,,73,78
307,4,9:49.0,,Offensive foul by G. Antetokounmpo (drawn by J. Lin),73,78
308,4,9:49.0,,Turnover by G. Antetokounmpo (offensive foul),73,78
309,4,9:49.0,,K. Middleton enters the game for G. Antetokounmpo,73,78
310,4,9:35.0,N. Young makes 2-pt jump shot from 17 ft,,75,78
311,4,9:19.0,,O. Mayo misses 3-pt jump shot from 23 ft,75,78
312,4,9:18.0,Defensive rebound by J. Lin,,75,78
313,4,9:02.0,Personal foul by J. O'Bryant (drawn by C. Boozer),,75,78
314,4,8:52.0,W. Johnson misses 3-pt jump shot from 25 ft,,75,78
315,4,8:51.0,Offensive rebound by E. Davis,,75,78
316,4,8:50.0,E. Davis misses 2-pt layup at rim,,75,78
317,4,8:50.0,,Defensive rebound by Team,75,78
318,4,8:50.0,Official timeout,,75,78
319,4,8:32.0,,K. Middleton misses 2-pt jump shot from 15 ft,75,78
320,4,8:31.0,Defensive rebound by E. Davis,,75,78
321,4,8:15.0,N. Young misses 3-pt jump shot from 26 ft,,75,78
322,4,8:13.0,,Defensive rebound by K. Middleton,75,78
323,4,8:05.0,,Personal foul by E. Davis (drawn by J. Dudley),75,78
324,4,7:58.0,,Personal foul by J. Lin (drawn by O. Mayo),75,78
325,4,7:46.0,,O. Mayo misses 2-pt jump shot from 10 ft,75,78
326,4,7:45.0,Defensive rebound by E. Davis,,75,78
327,4,7:29.0,N. Young misses 3-pt jump shot from 25 ft,,75,78
328,4,7:27.0,,Defensive rebound by J. O'Bryant,75,78
329,4,7:25.0,,Turnover by J. O'Bryant (bad pass; steal by W. Johnson),75,78
330,4,7:21.0,C. Boozer misses 2-pt layup from 1 ft,,75,78
331,4,7:20.0,Offensive rebound by W. Johnson,,75,78
332,4,7:20.0,Personal foul by K. Middleton (drawn by W. Johnson),,75,78
333,4,7:15.0,Shooting block foul by J. O'Bryant (drawn by J. Lin),,75,78
334,4,7:15.0,J. Lin makes free throw 1 of 2,,76,78
335,4,7:15.0,J. Lin makes free throw 2 of 2,,77,78
336,4,7:06.0,,Shooting block foul by J. Lin (drawn by J. Bayless),77,78
337,4,7:06.0,,J. Bayless makes free throw 1 of 2,77,79
338,4,7:06.0,,J. Bayless makes free throw 2 of 2,77,80
339,4,7:01.0,LA Lakers full timeout,,77,80
340,4,7:01.0,W. Ellington enters the game for W. Johnson,,77,80
341,4,6:57.0,C. Boozer makes 2-pt layup at rim,,79,80
342,4,6:35.0,,J. Dudley misses 3-pt jump shot from 25 ft,79,80
343,4,6:34.0,Defensive rebound by N. Young,,79,80
344,4,6:26.0,Turnover by C. Boozer (lost ball; steal by J. O'Bryant),,79,80
345,4,6:21.0,,J. Bayless makes 2-pt layup from 1 ft,79,82
346,4,6:04.0,C. Boozer makes 2-pt layup at rim (assist by E. Davis),,81,82
347,4,5:51.0,,Offensive foul by J. O'Bryant (drawn by J. Lin),81,82
348,4,5:51.0,,Turnover by J. O'Bryant (offensive foul),81,82
349,4,5:51.0,,J. Henson enters the game for J. O'Bryant,81,82
350,4,5:29.0,E. Davis misses 2-pt layup at rim (block by J. Henson),,81,82
351,4,5:27.0,,Defensive rebound by J. Bayless,81,82
352,4,5:23.0,,O. Mayo misses 3-pt jump shot from 25 ft,81,82
353,4,5:22.0,Defensive rebound by J. Lin,,81,82
354,4,5:05.0,C. Boozer misses 2-pt jump shot from 8 ft (block by J. Henson),,81,82
355,4,5:05.0,Offensive rebound by Team,,81,82
356,4,5:05.0,,B. Knight enters the game for J. Bayless,81,82
357,4,5:00.0,N. Young misses 3-pt jump shot from 22 ft,,81,82
358,4,4:59.0,,Defensive rebound by B. Knight,81,82
359,4,4:50.0,,J. Henson misses 2-pt layup at rim,81,82
360,4,4:48.0,,Offensive rebound by J. Henson,81,82
361,4,4:48.0,,J. Henson misses 2-pt tip-in at rim,81,82
362,4,4:48.0,,Offensive rebound by B. Knight,81,82
363,4,4:44.0,,Turnover by O. Mayo (lost ball),81,82
364,4,4:26.0,W. Ellington makes 2-pt jump shot from 19 ft (assist by C. Boozer),,83,82
365,4,4:11.0,,Turnover by B. Knight (bad pass; steal by J. Lin),83,82
366,4,3:56.0,W. Ellington misses 3-pt jump shot from 25 ft,,83,82
367,4,3:54.0,Offensive rebound by E. Davis,,83,82
368,4,3:50.0,Offensive foul by N. Young (drawn by J. Dudley),,83,82
369,4,3:50.0,Turnover by N. Young (offensive foul),,83,82
370,4,3:33.0,,B. Knight misses 3-pt jump shot from 26 ft,83,82
371,4,3:32.0,,Offensive rebound by K. Middleton,83,82
372,4,3:32.0,,Personal foul by W. Ellington (drawn by K. Middleton),83,82
373,4,3:32.0,,G. Antetokounmpo enters the game for J. Dudley,83,82
374,4,3:27.0,,O. Mayo misses 3-pt jump shot from 26 ft,83,82
375,4,3:26.0,Defensive rebound by C. Boozer,,83,82
376,4,3:11.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,85,82
377,4,2:52.0,,O. Mayo misses 2-pt jump shot from 9 ft,85,82
378,4,2:51.0,Defensive rebound by E. Davis,,85,82
379,4,2:37.0,J. Lin misses 2-pt layup at rim,,85,82
380,4,2:37.0,Offensive rebound by E. Davis,,85,82
381,4,2:37.0,E. Davis makes 2-pt tip-in at rim,,87,82
382,4,2:37.0,,Milwaukee full timeout,87,82
383,4,2:37.0,,J. Bayless enters the game for O. Mayo,87,82
384,4,2:13.0,,B. Knight makes 2-pt jump shot from 18 ft,87,84
385,4,1:52.0,C. Boozer misses 2-pt jump shot from 8 ft,,87,84
386,4,1:52.0,,Defensive rebound by K. Middleton,87,84
