,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
133,2,7:03.0,,Defensive rebound by M. Leonard,34,45
134,2,6:53.0,,C. Kaman makes 2-pt hook shot from 5 ft,34,47
135,2,6:34.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,34,47
136,2,6:32.0,Offensive rebound by G. Monroe,,34,47
137,2,6:32.0,G. Monroe makes 2-pt tip-in at rim,,36,47
138,2,6:13.0,,A. Afflalo misses 2-pt jump shot from 12 ft,36,47
139,2,6:12.0,Defensive rebound by A. Tolliver,,36,47
140,2,6:05.0,A. Tolliver misses 3-pt jump shot from 26 ft,,36,47
141,2,6:04.0,,Defensive rebound by C. Kaman,36,47
142,2,5:42.0,,M. Leonard makes 2-pt hook shot from 5 ft (assist by C. Kaman),36,49
143,2,5:36.0,Detroit full timeout,,36,49
144,2,5:36.0,,R. Lopez enters the game for C. Kaman,36,49
145,2,5:36.0,A. Drummond enters the game for T. Prince,,36,49
146,2,5:36.0,K. Caldwell-Pope enters the game for A. Tolliver,,36,49
147,2,5:36.0,R. Jackson enters the game for S. Dinwiddie,,36,49
148,2,5:26.0,G. Monroe makes 2-pt layup from 1 ft,,38,49
149,2,5:03.0,,R. Lopez makes 2-pt hook shot from 8 ft,38,51
150,2,4:41.0,G. Monroe misses 2-pt jump shot from 15 ft,,38,51
151,2,4:40.0,,Defensive rebound by A. Afflalo,38,51
152,2,4:27.0,,R. Lopez makes 2-pt layup at rim (assist by S. Blake),38,53
153,2,4:27.0,,Shooting foul by K. Caldwell-Pope (drawn by R. Lopez),38,53
154,2,4:27.0,,L. Aldridge enters the game for M. Leonard,38,53
155,2,4:27.0,,D. Lillard enters the game for S. Blake,38,53
156,2,4:27.0,,R. Lopez makes free throw 1 of 1,38,54
157,2,4:13.0,A. Drummond misses 2-pt hook shot from 3 ft,,38,54
158,2,4:11.0,,Defensive rebound by A. Afflalo,38,54
159,2,4:06.0,,Personal foul by R. Jackson (drawn by A. Afflalo),38,54
160,2,4:06.0,,A. Afflalo makes free throw 1 of 2,38,55
161,2,4:06.0,,A. Afflalo makes free throw 2 of 2,38,56
162,2,3:58.0,R. Jackson misses 2-pt jump shot from 13 ft,,38,56
163,2,3:57.0,,Defensive rebound by N. Batum,38,56
164,2,3:46.0,,Turnover by N. Batum (bad pass; steal by G. Monroe),38,56
165,2,3:40.0,K. Caldwell-Pope makes 2-pt layup at rim,,40,56
166,2,3:24.0,,L. Aldridge misses 2-pt jump shot from 18 ft,40,56
167,2,3:23.0,Defensive rebound by K. Caldwell-Pope,,40,56
168,2,3:17.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,42,56
169,2,2:53.0,,R. Lopez misses 2-pt hook shot from 8 ft,42,56
170,2,2:51.0,Defensive rebound by G. Monroe,,42,56
171,2,2:44.0,R. Jackson misses 3-pt jump shot from 26 ft,,42,56
172,2,2:43.0,,Defensive rebound by N. Batum,42,56
173,2,2:31.0,,A. Afflalo makes 2-pt jump shot from 5 ft,42,58
174,2,2:17.0,Shooting foul by L. Aldridge (drawn by G. Monroe),,42,58
175,2,2:17.0,,Portland full timeout,42,58
176,2,2:17.0,C. Butler enters the game for J. Meeks,,42,58
177,2,2:17.0,G. Monroe makes free throw 1 of 2,,43,58
178,2,2:17.0,G. Monroe makes free throw 2 of 2,,44,58
179,2,1:56.0,,L. Aldridge makes 2-pt jump shot from 13 ft,44,60
180,2,1:35.0,R. Jackson misses 2-pt jump shot from 7 ft,,44,60
181,2,1:34.0,,Defensive rebound by L. Aldridge,44,60
182,2,1:23.0,,R. Lopez makes 2-pt layup at rim (assist by D. Lillard),44,62
183,2,0:54.0,G. Monroe misses 2-pt layup from 1 ft,,44,62
184,2,0:53.0,Offensive rebound by A. Drummond,,44,62
185,2,0:53.0,A. Drummond makes 2-pt dunk at rim,,46,62
186,2,0:39.0,,L. Aldridge misses 2-pt jump shot from 13 ft,46,62
187,2,0:38.0,Defensive rebound by A. Drummond,,46,62
188,2,0:23.0,K. Caldwell-Pope misses 2-pt jump shot from 4 ft (block by R. Lopez),,46,62
189,2,0:22.0,Offensive rebound by A. Drummond,,46,62
190,2,0:19.0,A. Drummond misses 2-pt hook shot from 8 ft,,46,62
191,2,0:17.0,,Defensive rebound by L. Aldridge,46,62
192,2,0:00.0,,Shooting foul by A. Drummond (drawn by D. Lillard),46,62
193,2,0:00.0,,D. Lillard makes free throw 1 of 2,46,63
194,2,0:00.0,,D. Lillard makes free throw 2 of 2,46,64
195,2,0:00.0,R. Jackson misses 3-pt jump shot from 53 ft,,46,64
196,2,0:00.0,Offensive rebound by Team,,46,64
197,3,11:46.0,,A. Afflalo misses 3-pt jump shot from 24 ft,46,64
198,3,11:45.0,Defensive rebound by A. Drummond,,46,64
199,3,11:37.0,Shooting foul by L. Aldridge (drawn by G. Monroe),,46,64
200,3,11:37.0,G. Monroe makes free throw 1 of 2,,47,64
201,3,11:37.0,G. Monroe makes free throw 2 of 2,,48,64
202,3,11:22.0,,A. Afflalo misses 3-pt jump shot from 25 ft,48,64
203,3,11:21.0,Defensive rebound by A. Drummond,,48,64
204,3,11:11.0,R. Jackson makes 2-pt jump shot from 5 ft,,50,64
205,3,10:47.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by A. Afflalo),50,66
206,3,10:32.0,R. Jackson misses 2-pt layup from 2 ft,,50,66
207,3,10:31.0,,Defensive rebound by D. Lillard,50,66
208,3,10:20.0,,A. Afflalo makes 2-pt jump shot from 14 ft (assist by L. Aldridge),50,68
209,3,9:55.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by G. Monroe),,52,68
210,3,9:32.0,,L. Aldridge makes 2-pt jump shot from 11 ft (assist by D. Lillard),52,70
211,3,9:16.0,C. Butler makes 2-pt jump shot from 13 ft,,54,70
212,3,8:54.0,,L. Aldridge makes 2-pt jump shot from 14 ft,54,72
213,3,8:30.0,A. Drummond misses 2-pt hook shot from 6 ft,,54,72
214,3,8:28.0,,Defensive rebound by L. Aldridge,54,72
215,3,8:19.0,,Shooting foul by G. Monroe (drawn by L. Aldridge),54,72
216,3,8:19.0,,L. Aldridge makes free throw 1 of 2,54,73
217,3,8:19.0,,L. Aldridge makes free throw 2 of 2,54,74
218,3,8:03.0,R. Jackson makes 2-pt jump shot from 14 ft,,56,74
219,3,7:46.0,,N. Batum misses 2-pt jump shot from 11 ft,56,74
220,3,7:43.0,Defensive rebound by C. Butler,,56,74
221,3,7:38.0,Turnover by R. Jackson (bad pass; steal by R. Lopez),,56,74
222,3,7:29.0,,D. Lillard makes 2-pt layup from 1 ft,56,76
223,3,7:29.0,Detroit full timeout,,56,76
224,3,7:12.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,56,76
225,3,7:11.0,,Defensive rebound by N. Batum,56,76
226,3,7:03.0,,Shooting foul by A. Drummond (drawn by D. Lillard),56,76
227,3,7:03.0,,D. Lillard misses free throw 1 of 2,56,76
228,3,7:03.0,,Offensive rebound by Team,56,76
229,3,7:03.0,,D. Lillard makes free throw 2 of 2,56,77
230,3,6:45.0,A. Drummond makes 2-pt hook shot from 6 ft,,58,77
231,3,6:32.0,,N. Batum makes 2-pt layup from 2 ft (assist by D. Lillard),58,79
232,3,6:12.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by G. Monroe),,60,79
233,3,5:57.0,,Shooting foul by R. Jackson (drawn by D. Lillard),60,79
234,3,5:57.0,,D. Lillard makes free throw 1 of 2,60,80
235,3,5:57.0,,D. Lillard makes free throw 2 of 2,60,81
236,3,5:41.0,R. Jackson makes 3-pt jump shot from 26 ft,,63,81
237,3,5:20.0,,Turnover by L. Aldridge (traveling),63,81
238,3,5:11.0,G. Monroe makes 2-pt jump shot from 7 ft (assist by R. Jackson),,65,81
239,3,4:49.0,,R. Lopez makes 2-pt dunk at rim (assist by D. Lillard),65,83
240,3,4:27.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,65,83
241,3,4:25.0,,Defensive rebound by A. Afflalo,65,83
242,3,4:16.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by D. Lillard),65,86
243,3,4:02.0,C. Butler makes 3-pt jump shot from 26 ft (assist by G. Monroe),,68,86
244,3,3:45.0,,L. Aldridge misses 2-pt jump shot from 15 ft,68,86
245,3,3:45.0,Defensive rebound by Team,,68,86
246,3,3:45.0,,C. Kaman enters the game for R. Lopez,68,86
247,3,3:45.0,,C. McCollum enters the game for A. Afflalo,68,86
248,3,3:45.0,J. Meeks enters the game for G. Monroe,,68,86
249,3,3:45.0,A. Tolliver enters the game for K. Caldwell-Pope,,68,86
250,3,3:35.0,C. Butler makes 3-pt jump shot from 25 ft (assist by R. Jackson),,71,86
251,3,3:16.0,,D. Lillard misses 3-pt jump shot from 26 ft,71,86
252,3,3:15.0,Defensive rebound by A. Drummond,,71,86
253,3,2:53.0,R. Jackson misses 2-pt jump shot from 15 ft,,71,86
254,3,2:51.0,,Defensive rebound by L. Aldridge,71,86
255,3,2:39.0,,C. McCollum misses 2-pt jump shot from 16 ft,71,86
256,3,2:37.0,,Offensive rebound by L. Aldridge,71,86
257,3,2:37.0,,L. Aldridge misses 2-pt tip-in at rim,71,86
258,3,2:36.0,Defensive rebound by A. Drummond,,71,86
259,3,2:29.0,J. Meeks makes 2-pt jump shot from 6 ft (assist by R. Jackson),,73,86
260,3,2:29.0,Shooting foul by C. McCollum (drawn by J. Meeks),,73,86
261,3,2:29.0,,Portland full timeout,73,86
262,3,2:29.0,S. Dinwiddie enters the game for A. Drummond,,73,86
263,3,2:29.0,T. Prince enters the game for R. Jackson,,73,86
264,3,2:29.0,,D. Wright enters the game for N. Batum,73,86
265,3,2:29.0,,S. Blake enters the game for D. Lillard,73,86
266,3,2:29.0,A. Drummond enters the game for C. Butler,,73,86
267,3,2:29.0,J. Meeks makes free throw 1 of 1,,74,86
268,3,2:08.0,,L. Aldridge makes 2-pt layup from 2 ft,74,88
269,3,1:48.0,Turnover by S. Dinwiddie (back court),,74,88
270,3,1:31.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by S. Blake),74,91
271,3,1:18.0,J. Meeks makes 2-pt layup from 1 ft (assist by T. Prince),,76,91
272,3,0:58.0,,C. Kaman makes 2-pt layup from 1 ft (assist by S. Blake),76,93
273,3,0:38.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,76,93
274,3,0:37.0,,Defensive rebound by D. Wright,76,93
275,3,0:27.0,,D. Wright makes 2-pt layup from 1 ft,76,95
276,3,0:06.0,A. Tolliver misses 3-pt jump shot from 24 ft,,76,95
277,3,0:04.0,Offensive rebound by A. Drummond,,76,95
278,3,0:04.0,A. Drummond misses 2-pt tip-in from 1 ft,,76,95
279,3,0:04.0,Offensive rebound by A. Drummond,,76,95
280,3,0:04.0,A. Drummond makes 2-pt layup from 1 ft,,78,95
281,3,0:00.0,,C. McCollum misses 2-pt jump shot from 16 ft (block by T. Prince),78,95
282,3,0:00.0,,Offensive rebound by Team,78,95
283,4,11:45.0,A. Drummond makes 2-pt dunk at rim (assist by T. Prince),,80,95
284,4,11:27.0,,Turnover by C. Kaman (3 sec),80,95
285,4,11:07.0,A. Tolliver misses 3-pt jump shot from 23 ft,,80,95
286,4,11:06.0,,Defensive rebound by D. Wright,80,95
287,4,10:57.0,,C. Kaman makes 2-pt jump shot from 14 ft (assist by C. McCollum),80,97
288,4,10:31.0,T. Prince makes 2-pt jump shot from 6 ft,,82,97
289,4,10:06.0,,C. Kaman makes 2-pt jump shot from 16 ft (assist by S. Blake),82,99
290,4,9:45.0,S. Dinwiddie makes 2-pt jump shot from 14 ft (assist by J. Meeks),,84,99
291,4,9:30.0,,C. Kaman makes 2-pt jump shot from 17 ft (assist by S. Blake),84,101
292,4,9:06.0,T. Prince misses 2-pt jump shot from 20 ft,,84,101
293,4,9:05.0,,Defensive rebound by C. Kaman,84,101
294,4,8:54.0,,C. Kaman misses 2-pt layup from 1 ft,84,101
295,4,8:53.0,Defensive rebound by A. Drummond,,84,101
296,4,8:45.0,T. Prince makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,87,101
297,4,8:45.0,Loose ball foul by A. Drummond (drawn by C. McCollum),,87,101
298,4,8:45.0,Official timeout,,87,101
299,4,8:45.0,G. Monroe enters the game for A. Drummond,,87,101
300,4,8:36.0,,Personal foul by S. Dinwiddie (drawn by D. Wright),87,101
301,4,8:36.0,,R. Lopez enters the game for C. Kaman,87,101
302,4,8:29.0,,C. McCollum misses 3-pt jump shot from 27 ft,87,101
303,4,8:28.0,,Offensive rebound by R. Lopez,87,101
304,4,8:16.0,,M. Leonard misses 3-pt jump shot from 26 ft,87,101
305,4,8:15.0,Defensive rebound by J. Meeks,,87,101
306,4,7:54.0,G. Monroe misses 2-pt layup from 1 ft,,87,101
307,4,7:53.0,,Defensive rebound by M. Leonard,87,101
308,4,7:46.0,,Offensive foul by C. McCollum (drawn by S. Dinwiddie),87,101
309,4,7:46.0,,Turnover by C. McCollum (offensive foul),87,101
310,4,7:46.0,,D. Lillard enters the game for D. Wright,87,101
311,4,7:46.0,,N. Batum enters the game for S. Blake,87,101
312,4,7:34.0,Shooting foul by C. McCollum (drawn by J. Meeks),,87,101
313,4,7:34.0,J. Meeks makes free throw 1 of 2,,88,101
314,4,7:34.0,J. Meeks makes free throw 2 of 2,,89,101
315,4,7:19.0,,M. Leonard makes 2-pt dunk at rim (assist by R. Lopez),89,103
316,4,6:59.0,G. Monroe misses 2-pt layup from 1 ft (block by R. Lopez),,89,103
317,4,6:57.0,,Defensive rebound by R. Lopez,89,103
318,4,6:46.0,,N. Batum misses 3-pt jump shot from 23 ft,89,103
319,4,6:45.0,,Offensive rebound by R. Lopez,89,103
320,4,6:41.0,,Turnover by R. Lopez (lost ball; steal by G. Monroe),89,103
321,4,6:33.0,J. Meeks misses 3-pt jump shot from 25 ft,,89,103
322,4,6:32.0,,Defensive rebound by N. Batum,89,103
323,4,6:20.0,,D. Lillard makes 3-pt jump shot from 22 ft,89,106
324,4,6:01.0,J. Meeks misses 2-pt jump shot from 19 ft,,89,106
325,4,6:00.0,,Defensive rebound by M. Leonard,89,106
326,4,5:49.0,,D. Lillard makes 3-pt jump shot from 26 ft,89,109
327,4,5:47.0,Detroit full timeout,,89,109
328,4,5:47.0,A. Drummond enters the game for G. Monroe,,89,109
329,4,5:47.0,R. Jackson enters the game for S. Dinwiddie,,89,109
330,4,5:47.0,,A. Afflalo enters the game for C. McCollum,89,109
331,4,5:37.0,R. Jackson misses 2-pt jump shot from 9 ft,,89,109
332,4,5:35.0,Offensive rebound by A. Drummond,,89,109
333,4,5:23.0,A. Tolliver misses 2-pt jump shot from 19 ft,,89,109
334,4,5:22.0,,Defensive rebound by N. Batum,89,109
335,4,5:06.0,,D. Lillard makes 2-pt jump shot from 21 ft,89,111
336,4,4:46.0,A. Tolliver misses 3-pt jump shot from 26 ft,,89,111
337,4,4:45.0,,Defensive rebound by D. Lillard,89,111
338,4,4:42.0,,Turnover by D. Lillard (bad pass; steal by A. Tolliver),89,111
339,4,4:35.0,Shooting foul by M. Leonard (drawn by J. Meeks),,89,111
340,4,4:35.0,J. Meeks makes free throw 1 of 2,,90,111
341,4,4:35.0,S. Williams enters the game for T. Prince,,90,111
342,4,4:35.0,C. Martin enters the game for A. Tolliver,,90,111
343,4,4:35.0,J. Meeks makes free throw 2 of 2,,91,111
344,4,4:27.0,,Offensive foul by M. Leonard (drawn by A. Drummond),91,111
345,4,4:27.0,,Turnover by M. Leonard (offensive foul),91,111
346,4,4:27.0,K. Caldwell-Pope enters the game for J. Meeks,,91,111
347,4,4:15.0,S. Williams misses 3-pt jump shot from 23 ft,,91,111
348,4,4:14.0,Offensive rebound by A. Drummond,,91,111
349,4,4:13.0,Personal foul by R. Lopez (drawn by A. Drummond),,91,111
350,4,4:13.0,J. Lucas III enters the game for R. Jackson,,91,111
351,4,4:13.0,J. Anthony enters the game for A. Drummond,,91,111
352,4,4:13.0,,A. Crabbe enters the game for N. Batum,91,111
353,4,4:13.0,,J. Freeland enters the game for R. Lopez,91,111
354,4,4:13.0,,C. McCollum enters the game for D. Lillard,91,111
355,4,4:02.0,C. Martin makes 2-pt jump shot from 19 ft,,93,111
356,4,3:46.0,,M. Leonard makes 2-pt dunk at rim (assist by C. McCollum),93,113
357,4,3:27.0,C. Martin makes 2-pt layup from 1 ft (assist by J. Lucas III),,95,113
358,4,3:11.0,,M. Leonard makes 3-pt jump shot from 26 ft (assist by A. Crabbe),95,116
359,4,2:48.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,95,116
360,4,2:47.0,,Defensive rebound by M. Leonard,95,116
361,4,2:47.0,,Portland full timeout,95,116
362,4,2:47.0,,D. Wright enters the game for A. Afflalo,95,116
363,4,2:25.0,,A. Crabbe misses 3-pt jump shot from 28 ft,95,116
364,4,2:24.0,Defensive rebound by C. Martin,,95,116
365,4,2:14.0,Turnover by S. Williams (bad pass; steal by D. Wright),,95,116
366,4,2:10.0,,D. Wright makes 2-pt layup from 1 ft,95,118
367,4,1:54.0,C. Martin misses 3-pt jump shot from 25 ft,,95,118
368,4,1:53.0,,Defensive rebound by M. Leonard,95,118
369,4,1:36.0,,J. Freeland misses 2-pt jump shot from 15 ft,95,118
370,4,1:34.0,Defensive rebound by J. Lucas III,,95,118
371,4,1:20.0,C. Martin misses 3-pt jump shot from 25 ft,,95,118
372,4,1:18.0,,Defensive rebound by A. Crabbe,95,118
373,4,1:09.0,,Turnover by C. McCollum (bad pass; steal by S. Williams),95,118
374,4,1:05.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by S. Williams),,97,118
375,4,1:05.0,,J. Freeland ejected from game,97,118
376,4,1:05.0,,S. Blake enters the game for J. Freeland,97,118
