,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHILADELPHIA_ACTION,DETROIT_SCORE,PHILADELPHIA_SCORE
119,2,10:55.0,,N. Noel enters the game for L. Drew,17,32
120,2,10:55.0,,R. Covington enters the game for J. Grant,17,32
121,2,10:55.0,,L. Mbah a Moute enters the game for H. Sims,17,32
122,2,10:55.0,J. Meeks makes free throw 2 of 2,,18,32
123,2,10:39.0,,K. McDaniels misses 3-pt jump shot from 26 ft,18,32
124,2,10:38.0,Defensive rebound by J. Meeks,,18,32
125,2,10:33.0,,J. Sampson enters the game for K. McDaniels,18,32
126,2,10:25.0,J. Meeks misses 2-pt layup from 1 ft,,18,32
127,2,10:22.0,Offensive rebound by A. Drummond,,18,32
128,2,10:22.0,Turnover by A. Drummond (lost ball; steal by J. Sampson),,18,32
129,2,10:04.0,,Turnover by M. Carter-Williams (lost ball; steal by S. Dinwiddie),18,32
130,2,9:59.0,J. Meeks makes 2-pt layup at rim (assist by S. Dinwiddie),,20,32
131,2,9:34.0,,Shooting foul by S. Dinwiddie (drawn by M. Carter-Williams),20,32
132,2,9:34.0,,M. Carter-Williams makes 2-pt jump shot from 7 ft,20,34
133,2,9:34.0,,M. Carter-Williams misses free throw 1 of 1,20,34
134,2,9:32.0,Defensive rebound by C. Butler,,20,34
135,2,9:14.0,A. Drummond misses 2-pt layup from 2 ft,,20,34
136,2,9:13.0,,Defensive rebound by J. Sampson,20,34
137,2,9:13.0,,Personal foul by A. Drummond (drawn by J. Sampson),20,34
138,2,9:13.0,G. Monroe enters the game for A. Drummond,,20,34
139,2,8:59.0,,Personal foul by A. Tolliver (drawn by L. Mbah a Moute),20,34
140,2,8:59.0,Official timeout,,20,34
141,2,8:48.0,,L. Mbah a Moute misses 2-pt jump shot from 14 ft,20,34
142,2,8:47.0,Defensive rebound by G. Monroe,,20,34
143,2,8:29.0,G. Monroe misses 2-pt layup from 1 ft,,20,34
144,2,8:27.0,,Defensive rebound by J. Sampson,20,34
145,2,8:22.0,,J. Sampson makes 2-pt layup at rim,20,36
146,2,8:12.0,Personal foul by N. Noel (drawn by S. Dinwiddie),,20,36
147,2,8:04.0,C. Butler misses 2-pt jump shot from 21 ft,,20,36
148,2,8:02.0,,Defensive rebound by M. Carter-Williams,20,36
149,2,7:39.0,,Turnover by J. Sampson (bad pass; steal by A. Tolliver),20,36
150,2,7:33.0,J. Meeks makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,22,36
151,2,7:24.0,,M. Carter-Williams makes 2-pt jump shot from 20 ft,22,38
152,2,7:08.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Meeks),,24,38
153,2,6:51.0,,Turnover by M. Carter-Williams (bad pass),24,38
154,2,6:51.0,,K. McDaniels enters the game for J. Sampson,24,38
155,2,6:36.0,J. Meeks misses 2-pt jump shot from 16 ft (block by K. McDaniels),,24,38
156,2,6:35.0,,Defensive rebound by R. Covington,24,38
157,2,6:30.0,,K. McDaniels makes 2-pt dunk at rim (assist by R. Covington),24,40
158,2,6:09.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,24,40
159,2,6:07.0,Offensive rebound by C. Butler,,24,40
160,2,6:07.0,D. Augustin enters the game for S. Dinwiddie,,24,40
161,2,6:05.0,Turnover by Team (shot clock),,24,40
162,2,6:05.0,,Philadelphia full timeout,24,40
163,2,6:05.0,K. Singler enters the game for C. Butler,,24,40
164,2,6:05.0,J. Jerebko enters the game for A. Tolliver,,24,40
165,2,5:44.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,24,40
166,2,5:43.0,,Offensive rebound by L. Mbah a Moute,24,40
167,2,5:41.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,24,40
168,2,5:40.0,Defensive rebound by G. Monroe,,24,40
169,2,5:24.0,Turnover by J. Jerebko (lost ball; steal by N. Noel),,24,40
170,2,5:02.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft,24,40
171,2,5:00.0,,Offensive rebound by R. Covington,24,40
172,2,4:59.0,,R. Covington misses 2-pt layup from 1 ft,24,40
173,2,4:58.0,,Offensive rebound by R. Covington,24,40
174,2,4:56.0,,R. Covington makes 2-pt jump shot from 7 ft,24,42
175,2,4:49.0,Detroit full timeout,,24,42
176,2,4:49.0,,H. Sims enters the game for N. Noel,24,42
177,2,4:40.0,Def 3 sec tech foul by R. Covington,,24,42
178,2,4:40.0,,J. Grant enters the game for L. Mbah a Moute,24,42
179,2,4:40.0,J. Meeks makes technical free throw,,25,42
180,2,4:32.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by J. Meeks),,28,42
181,2,4:19.0,,H. Sims misses 2-pt jump shot from 6 ft,28,42
182,2,4:18.0,,Offensive rebound by J. Grant,28,42
183,2,4:18.0,,J. Grant misses 2-pt layup from 2 ft,28,42
184,2,4:18.0,,Offensive rebound by Team,28,42
185,2,4:06.0,,H. Sims makes 2-pt jump shot from 14 ft (assist by R. Covington),28,44
186,2,3:52.0,J. Meeks misses 2-pt jump shot from 9 ft,,28,44
187,2,3:50.0,Offensive rebound by G. Monroe,,28,44
188,2,3:50.0,G. Monroe misses 2-pt layup from 1 ft (block by H. Sims),,28,44
189,2,3:47.0,Offensive rebound by G. Monroe,,28,44
190,2,3:44.0,G. Monroe makes 2-pt jump shot from 3 ft,,30,44
191,2,3:44.0,Shooting foul by H. Sims (drawn by G. Monroe),,30,44
192,2,3:44.0,G. Monroe makes free throw 1 of 1,,31,44
193,2,3:24.0,,K. McDaniels makes 2-pt layup from 2 ft (assist by J. Grant),31,46
194,2,3:03.0,J. Jerebko makes 2-pt layup at rim (assist by G. Monroe),,33,46
195,2,2:45.0,,J. Grant makes 2-pt jump shot from 7 ft (assist by M. Carter-Williams),33,48
196,2,2:33.0,J. Meeks misses 2-pt jump shot from 14 ft,,33,48
197,2,2:31.0,,Defensive rebound by K. McDaniels,33,48
198,2,2:26.0,,Turnover by K. McDaniels (bad pass; steal by K. Singler),33,48
199,2,2:26.0,Personal foul by M. Carter-Williams (drawn by K. Singler),,33,48
200,2,2:26.0,,L. Drew enters the game for M. Carter-Williams,33,48
201,2,2:26.0,K. Caldwell-Pope enters the game for J. Meeks,,33,48
202,2,2:14.0,D. Augustin misses 3-pt jump shot from 25 ft,,33,48
203,2,2:13.0,,Defensive rebound by K. McDaniels,33,48
204,2,2:04.0,,Personal foul by J. Jerebko (drawn by J. Grant),33,48
205,2,2:04.0,,H. Thompson enters the game for R. Covington,33,48
206,2,1:49.0,,J. Grant misses 2-pt jump shot from 4 ft (block by J. Jerebko),33,48
207,2,1:49.0,,Offensive rebound by Team,33,48
208,2,1:49.0,,Turnover by Team (shot clock),33,48
209,2,1:33.0,G. Monroe misses 2-pt layup from 2 ft,,33,48
210,2,1:32.0,,Defensive rebound by L. Drew,33,48
211,2,1:25.0,,H. Thompson misses 3-pt jump shot from 25 ft,33,48
212,2,1:24.0,Defensive rebound by Team,,33,48
213,2,1:09.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,33,48
214,2,1:07.0,,Defensive rebound by H. Sims,33,48
215,2,0:55.0,,Turnover by H. Sims (bad pass; steal by J. Jerebko),33,48
216,2,0:44.0,K. Caldwell-Pope misses 2-pt jump shot from 6 ft,,33,48
217,2,0:42.0,Offensive rebound by G. Monroe,,33,48
218,2,0:42.0,G. Monroe makes 2-pt layup from 1 ft,,35,48
219,2,0:19.0,,Turnover by J. Grant (dbl dribble),35,48
220,2,0:01.0,G. Monroe makes 2-pt layup from 1 ft (assist by D. Augustin),,37,48
221,3,11:39.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,37,48
222,3,11:37.0,Defensive rebound by G. Monroe,,37,48
223,3,11:18.0,G. Monroe makes 2-pt hook shot from 7 ft (assist by D. Augustin),,39,48
224,3,10:57.0,,Shooting foul by A. Drummond (drawn by N. Noel),39,48
225,3,10:57.0,,N. Noel misses free throw 1 of 2,39,48
226,3,10:57.0,,Offensive rebound by Team,39,48
227,3,10:57.0,J. Jerebko enters the game for A. Drummond,,39,48
228,3,10:57.0,,N. Noel makes free throw 2 of 2,39,49
229,3,10:41.0,G. Monroe misses 2-pt jump shot from 3 ft,,39,49
230,3,10:39.0,,Defensive rebound by J. Sampson,39,49
231,3,10:24.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,39,49
232,3,10:23.0,Defensive rebound by J. Jerebko,,39,49
233,3,10:23.0,,Loose ball foul by R. Covington (drawn by K. Caldwell-Pope),39,49
234,3,10:11.0,K. Singler misses 3-pt jump shot from 25 ft,,39,49
235,3,10:09.0,,Defensive rebound by L. Mbah a Moute,39,49
236,3,9:53.0,,Turnover by J. Sampson (traveling),39,49
237,3,9:40.0,D. Augustin misses 3-pt jump shot from 26 ft,,39,49
238,3,9:38.0,,Defensive rebound by J. Sampson,39,49
239,3,9:32.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),39,52
240,3,9:12.0,G. Monroe makes 2-pt hook shot from 3 ft (assist by K. Singler),,41,52
241,3,8:57.0,,Shooting foul by K. Singler (drawn by M. Carter-Williams),41,52
242,3,8:57.0,,M. Carter-Williams makes free throw 1 of 2,41,53
243,3,8:57.0,,M. Carter-Williams misses free throw 2 of 2,41,53
244,3,8:56.0,Defensive rebound by J. Jerebko,,41,53
245,3,8:43.0,Turnover by K. Caldwell-Pope (bad pass),,41,53
246,3,8:29.0,,Turnover by N. Noel (lost ball; steal by D. Augustin),41,53
247,3,8:27.0,Shooting foul by J. Sampson (drawn by D. Augustin),,41,53
248,3,8:27.0,D. Augustin makes free throw 1 of 2,,42,53
249,3,8:27.0,D. Augustin makes free throw 2 of 2,,43,53
250,3,8:10.0,,J. Sampson makes 3-pt jump shot from 24 ft (assist by L. Mbah a Moute),43,56
251,3,7:52.0,J. Jerebko misses 2-pt jump shot from 5 ft,,43,56
252,3,7:50.0,Offensive rebound by G. Monroe,,43,56
253,3,7:50.0,G. Monroe makes 2-pt tip-in from 1 ft,,45,56
254,3,7:25.0,,R. Covington misses 3-pt jump shot from 22 ft,45,56
255,3,7:23.0,,Offensive rebound by L. Mbah a Moute,45,56
256,3,7:09.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Noel),45,59
257,3,6:53.0,J. Meeks enters the game for K. Caldwell-Pope,,45,59
258,3,6:42.0,J. Meeks misses 2-pt jump shot from 14 ft,,45,59
259,3,6:42.0,Offensive rebound by J. Jerebko,,45,59
260,3,6:42.0,J. Jerebko makes 2-pt tip-in from 1 ft,,47,59
261,3,6:42.0,Shooting foul by R. Covington (drawn by J. Jerebko),,47,59
262,3,6:42.0,,J. Grant enters the game for R. Covington,47,59
263,3,6:42.0,J. Jerebko makes free throw 1 of 1,,48,59
264,3,6:28.0,,Turnover by M. Carter-Williams (bad pass; steal by G. Monroe),48,59
265,3,6:19.0,J. Jerebko makes 2-pt jump shot from 18 ft (assist by K. Singler),,50,59
266,3,6:18.0,,Philadelphia full timeout,50,59
267,3,5:56.0,,J. Sampson misses 2-pt layup from 2 ft,50,59
268,3,5:54.0,Defensive rebound by D. Augustin,,50,59
269,3,5:35.0,J. Meeks misses 3-pt jump shot from 25 ft,,50,59
270,3,5:33.0,,Defensive rebound by L. Mbah a Moute,50,59
271,3,5:18.0,,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by N. Noel),50,62
272,3,4:57.0,Turnover by K. Singler (traveling),,50,62
273,3,4:57.0,,H. Sims enters the game for N. Noel,50,62
274,3,4:57.0,,K. McDaniels enters the game for J. Sampson,50,62
275,3,4:46.0,,M. Carter-Williams misses 2-pt jump shot from 14 ft,50,62
276,3,4:44.0,Defensive rebound by G. Monroe,,50,62
277,3,4:31.0,J. Jerebko misses 2-pt jump shot from 9 ft,,50,62
278,3,4:29.0,,Defensive rebound by M. Carter-Williams,50,62
279,3,4:10.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft,50,62
280,3,4:09.0,,Offensive rebound by Team,50,62
281,3,4:09.0,C. Butler enters the game for K. Singler,,50,62
282,3,4:07.0,,J. Grant makes 2-pt dunk at rim (assist by M. Carter-Williams),50,64
283,3,3:43.0,Shooting foul by H. Sims (drawn by G. Monroe),,50,64
284,3,3:43.0,G. Monroe makes free throw 1 of 2,,51,64
285,3,3:43.0,G. Monroe misses free throw 2 of 2,,51,64
286,3,3:42.0,,Defensive rebound by H. Sims,51,64
287,3,3:30.0,,Offensive foul by H. Sims (drawn by G. Monroe),51,64
288,3,3:30.0,,Turnover by H. Sims (offensive foul),51,64
289,3,3:00.0,Turnover by D. Augustin (bad pass; steal by J. Grant),,51,64
290,3,2:39.0,,K. McDaniels misses 2-pt jump shot from 13 ft,51,64
291,3,2:39.0,,Offensive rebound by Team,51,64
292,3,2:39.0,,Personal foul by J. Jerebko (drawn by H. Sims),51,64
293,3,2:39.0,Detroit full timeout,,51,64
294,3,2:39.0,,H. Thompson enters the game for L. Mbah a Moute,51,64
295,3,2:25.0,,K. McDaniels makes 2-pt jump shot from 16 ft (assist by H. Sims),51,66
296,3,2:00.0,D. Augustin misses 2-pt jump shot from 3 ft (block by J. Grant),,51,66
297,3,1:58.0,Offensive rebound by C. Butler,,51,66
298,3,1:57.0,Turnover by Team (shot clock),,51,66
299,3,1:57.0,,L. Drew enters the game for M. Carter-Williams,51,66
300,3,1:33.0,,H. Thompson misses 3-pt jump shot from 26 ft,51,66
301,3,1:32.0,,Offensive rebound by J. Grant,51,66
302,3,1:15.0,,K. McDaniels misses 2-pt jump shot from 3 ft (block by J. Jerebko),51,66
303,3,1:13.0,,Offensive rebound by H. Sims,51,66
304,3,1:13.0,,H. Sims makes 2-pt layup from 1 ft,51,68
305,3,0:55.0,Personal foul by H. Thompson (drawn by J. Meeks),,51,68
306,3,0:55.0,J. Meeks makes free throw 1 of 2,,52,68
307,3,0:55.0,J. Anthony enters the game for G. Monroe,,52,68
308,3,0:55.0,S. Dinwiddie enters the game for D. Augustin,,52,68
309,3,0:55.0,J. Meeks makes free throw 2 of 2,,53,68
310,3,0:34.0,,J. Grant misses 3-pt jump shot from 24 ft,53,68
311,3,0:32.0,Defensive rebound by C. Butler,,53,68
312,3,0:25.0,Personal foul by L. Drew (drawn by S. Dinwiddie),,53,68
313,3,0:25.0,S. Dinwiddie makes free throw 1 of 2,,54,68
314,3,0:25.0,,R. Covington enters the game for H. Sims,54,68
315,3,0:25.0,S. Dinwiddie makes free throw 2 of 2,,55,68
316,3,0:01.0,,L. Drew misses 3-pt jump shot from 22 ft,55,68
317,3,0:00.0,Defensive rebound by C. Butler,,55,68
318,4,11:46.0,S. Dinwiddie misses 2-pt layup from 1 ft (block by H. Sims),,55,68
319,4,11:46.0,Offensive rebound by Team,,55,68
320,4,11:38.0,C. Butler misses 3-pt jump shot from 25 ft,,55,68
321,4,11:36.0,Offensive rebound by A. Tolliver,,55,68
322,4,11:32.0,S. Dinwiddie makes 2-pt layup from 1 ft (assist by A. Tolliver),,57,68
323,4,11:07.0,,Shooting foul by C. Butler (drawn by K. McDaniels),57,68
324,4,11:07.0,,K. McDaniels makes free throw 1 of 2,57,69
325,4,11:07.0,,K. McDaniels makes free throw 2 of 2,57,70
326,4,10:49.0,A. Tolliver misses 3-pt jump shot from 26 ft,,57,70
327,4,10:47.0,,Defensive rebound by J. Grant,57,70
328,4,10:39.0,,Personal foul by C. Butler (drawn by H. Thompson),57,70
329,4,10:30.0,,J. Grant misses 2-pt layup from 1 ft (block by J. Anthony),57,70
330,4,10:29.0,,Offensive rebound by J. Grant,57,70
331,4,10:28.0,,Turnover by J. Grant (bad pass; steal by J. Meeks),57,70
332,4,10:26.0,J. Meeks makes 2-pt dunk at rim,,59,70
333,4,9:57.0,,L. Drew misses 3-pt jump shot from 32 ft,59,70
334,4,9:57.0,,Offensive rebound by Team,59,70
335,4,9:57.0,,Turnover by Team (shot clock),59,70
336,4,9:42.0,J. Meeks misses 2-pt jump shot from 7 ft (block by H. Thompson),,59,70
337,4,9:42.0,Offensive rebound by Team,,59,70
338,4,9:42.0,,M. Carter-Williams enters the game for H. Thompson,59,70
339,4,9:42.0,,N. Noel enters the game for L. Drew,59,70
340,4,9:42.0,,L. Mbah a Moute enters the game for J. Grant,59,70
341,4,9:42.0,,R. Covington enters the game for H. Sims,59,70
342,4,9:40.0,Offensive foul by S. Dinwiddie (drawn by M. Carter-Williams),,59,70
343,4,9:40.0,Turnover by S. Dinwiddie (offensive foul),,59,70
344,4,9:16.0,,M. Carter-Williams misses 2-pt jump shot from 11 ft (block by S. Dinwiddie),59,70
345,4,9:13.0,Defensive rebound by C. Butler,,59,70
346,4,9:07.0,Turnover by J. Meeks (bad pass; steal by N. Noel),,59,70
347,4,9:01.0,,R. Covington misses 2-pt jump shot from 5 ft,59,70
348,4,9:00.0,Defensive rebound by A. Tolliver,,59,70
349,4,8:49.0,C. Butler misses 3-pt jump shot from 26 ft,,59,70
350,4,8:48.0,,Defensive rebound by K. McDaniels,59,70
351,4,8:25.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,59,70
352,4,8:24.0,Defensive rebound by S. Dinwiddie,,59,70
353,4,8:19.0,Shooting foul by R. Covington (drawn by S. Dinwiddie),,59,70
354,4,8:19.0,Official timeout,,59,70
355,4,8:19.0,A. Drummond enters the game for J. Anthony,,59,70
356,4,8:19.0,S. Dinwiddie makes free throw 1 of 2,,60,70
357,4,8:19.0,K. Caldwell-Pope enters the game for C. Butler,,60,70
358,4,8:19.0,,H. Thompson enters the game for R. Covington,60,70
359,4,8:19.0,S. Dinwiddie makes free throw 2 of 2,,61,70
360,4,8:09.0,,M. Carter-Williams misses 2-pt layup from 1 ft,61,70
361,4,8:07.0,,Offensive rebound by N. Noel,61,70
362,4,8:07.0,,N. Noel makes 2-pt tip-in from 2 ft,61,72
363,4,7:46.0,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by J. Meeks),,63,72
364,4,7:28.0,,Turnover by L. Mbah a Moute (bad pass; steal by J. Meeks),63,72
365,4,7:24.0,J. Meeks misses 2-pt layup from 1 ft (block by M. Carter-Williams),,63,72
366,4,7:23.0,Offensive rebound by Team,,63,72
367,4,7:23.0,,J. Sampson enters the game for K. McDaniels,63,72
368,4,7:13.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,63,72
369,4,7:11.0,,Defensive rebound by N. Noel,63,72
370,4,6:53.0,,L. Mbah a Moute makes 2-pt dunk at rim (assist by M. Carter-Williams),63,74
371,4,6:35.0,S. Dinwiddie misses 2-pt jump shot from 3 ft (block by M. Carter-Williams),,63,74
372,4,6:33.0,,Defensive rebound by M. Carter-Williams,63,74
373,4,6:30.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Sampson),63,74
374,4,6:30.0,,J. Sampson makes free throw 1 of 2,63,75
375,4,6:30.0,D. Augustin enters the game for S. Dinwiddie,,63,75
376,4,6:30.0,,J. Sampson misses free throw 2 of 2,63,75
