,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
120,2,10:43.0,,Offensive rebound by T. Gibson,26,25
121,2,10:33.0,,T. Gibson misses 2-pt jump shot from 6 ft,26,25
122,2,10:32.0,,Offensive rebound by J. Noah,26,25
123,2,10:32.0,,J. Noah makes 2-pt tip-in from 1 ft,26,27
124,2,10:08.0,J. Lucas III misses 2-pt jump shot from 9 ft,,26,27
125,2,10:06.0,,Defensive rebound by N. Mirotić,26,27
126,2,10:01.0,,T. Gibson makes 2-pt dunk at rim (assist by N. Mirotić),26,29
127,2,9:44.0,Turnover by J. Meeks (bad pass; steal by T. Gibson),,26,29
128,2,9:41.0,,Shooting foul by S. Williams (drawn by J. Butler),26,29
129,2,9:41.0,,J. Butler makes free throw 1 of 2,26,30
130,2,9:41.0,,J. Butler makes free throw 2 of 2,26,31
131,2,9:26.0,Personal foul by J. Butler (drawn by S. Williams),,26,31
132,2,9:15.0,A. Drummond misses 2-pt jump shot from 4 ft (block by J. Noah),,26,31
133,2,9:13.0,,Defensive rebound by T. Gibson,26,31
134,2,9:06.0,,E. Moore misses 2-pt layup from 1 ft (block by S. Williams),26,31
135,2,9:06.0,,Offensive rebound by Team,26,31
136,2,8:59.0,,N. Mirotić misses 3-pt jump shot from 24 ft,26,31
137,2,8:58.0,Defensive rebound by J. Meeks,,26,31
138,2,8:47.0,Turnover by S. Williams (bad pass; steal by T. Gibson),,26,31
139,2,8:47.0,,Personal foul by S. Williams (drawn by T. Gibson),26,31
140,2,8:47.0,,Chicago full timeout,26,31
141,2,8:47.0,J. Anthony enters the game for A. Drummond,,26,31
142,2,8:24.0,,T. Gibson misses 2-pt layup from 1 ft (block by S. Williams),26,31
143,2,8:22.0,Defensive rebound by J. Anthony,,26,31
144,2,8:06.0,T. Prince makes 2-pt jump shot from 21 ft (assist by J. Lucas III),,28,31
145,2,7:51.0,,J. Butler makes 2-pt layup from 1 ft (assist by E. Moore),28,33
146,2,7:25.0,S. Williams makes 2-pt jump shot from 20 ft (assist by T. Prince),,30,33
147,2,6:59.0,,Turnover by Team (shot clock),30,33
148,2,6:44.0,T. Prince misses 2-pt jump shot from 16 ft,,30,33
149,2,6:43.0,,Defensive rebound by T. Gibson,30,33
150,2,6:19.0,,Turnover by J. Butler (lost ball; steal by T. Prince),30,33
151,2,6:13.0,T. Prince makes 2-pt jump shot from 15 ft,,32,33
152,2,5:54.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),32,35
153,2,5:31.0,Turnover by J. Meeks (bad pass),,32,35
154,2,5:31.0,,Chicago full timeout,32,35
155,2,5:31.0,,A. Brooks enters the game for E. Moore,32,35
156,2,5:31.0,A. Tolliver enters the game for S. Williams,,32,35
157,2,5:18.0,,T. Gibson makes 2-pt layup from 2 ft (assist by J. Noah),32,37
158,2,5:01.0,Shooting foul by A. Brooks (drawn by J. Lucas III),,32,37
159,2,5:01.0,J. Lucas III makes 2-pt jump shot from 15 ft,,34,37
160,2,5:01.0,K. Caldwell-Pope enters the game for J. Meeks,,34,37
161,2,5:01.0,J. Lucas III makes free throw 1 of 1,,35,37
162,2,4:51.0,Violation by J. Anthony (kicked ball),,35,37
163,2,4:51.0,,P. Gasol enters the game for J. Noah,35,37
164,2,4:51.0,R. Jackson enters the game for J. Lucas III,,35,37
165,2,4:39.0,,A. Brooks misses 2-pt hook shot from 10 ft,35,37
166,2,4:37.0,Defensive rebound by A. Tolliver,,35,37
167,2,4:22.0,R. Jackson misses 2-pt layup from 2 ft,,35,37
168,2,4:21.0,,Defensive rebound by P. Gasol,35,37
169,2,4:13.0,,N. Mirotić makes 2-pt layup at rim,35,39
170,2,3:42.0,R. Jackson misses 3-pt jump shot from 25 ft,,35,39
171,2,3:41.0,,Defensive rebound by N. Mirotić,35,39
172,2,3:34.0,,N. Mirotić misses 3-pt jump shot from 25 ft,35,39
173,2,3:32.0,,Offensive rebound by T. Gibson,35,39
174,2,3:21.0,,Shooting foul by J. Anthony (drawn by N. Mirotić),35,39
175,2,3:21.0,,N. Mirotić misses free throw 1 of 2,35,39
176,2,3:21.0,,Offensive rebound by Team,35,39
177,2,3:21.0,A. Drummond enters the game for J. Anthony,,35,39
178,2,3:21.0,,N. Mirotić makes free throw 2 of 2,35,40
179,2,3:08.0,Turnover by R. Jackson (bad pass; steal by J. Butler),,35,40
180,2,3:05.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Butler),35,40
181,2,3:05.0,,J. Butler makes free throw 1 of 2,35,41
182,2,3:05.0,,M. Dunleavy enters the game for N. Mirotić,35,41
183,2,3:05.0,,J. Butler makes free throw 2 of 2,35,42
184,2,2:52.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,35,42
185,2,2:51.0,Offensive rebound by A. Tolliver,,35,42
186,2,2:38.0,A. Drummond misses 2-pt jump shot from 4 ft (block by T. Gibson),,35,42
187,2,2:37.0,,Defensive rebound by M. Dunleavy,35,42
188,2,2:21.0,,A. Brooks misses 3-pt jump shot from 23 ft,35,42
189,2,2:20.0,Defensive rebound by T. Prince,,35,42
190,2,2:00.0,A. Tolliver misses 3-pt jump shot from 22 ft,,35,42
191,2,1:59.0,Offensive rebound by A. Drummond,,35,42
192,2,1:57.0,A. Drummond misses 2-pt jump shot from 5 ft,,35,42
193,2,1:55.0,,Defensive rebound by T. Gibson,35,42
194,2,1:50.0,,P. Gasol misses 2-pt layup from 2 ft,35,42
195,2,1:49.0,,Offensive rebound by P. Gasol,35,42
196,2,1:48.0,,P. Gasol makes 2-pt layup from 1 ft,35,44
197,2,1:39.0,Detroit full timeout,,35,44
198,2,1:39.0,J. Lucas III enters the game for R. Jackson,,35,44
199,2,1:21.0,T. Prince misses 2-pt jump shot from 18 ft,,35,44
200,2,1:20.0,,Defensive rebound by P. Gasol,35,44
201,2,1:00.0,,Shooting foul by K. Caldwell-Pope (drawn by J. Butler),35,44
202,2,1:00.0,,J. Butler misses free throw 1 of 2,35,44
203,2,1:00.0,,Offensive rebound by Team,35,44
204,2,1:00.0,J. Meeks enters the game for K. Caldwell-Pope,,35,44
205,2,1:00.0,S. Williams enters the game for A. Tolliver,,35,44
206,2,1:00.0,,J. Butler makes free throw 2 of 2,35,45
207,2,0:39.0,S. Williams misses 2-pt jump shot from 20 ft,,35,45
208,2,0:38.0,,Defensive rebound by J. Butler,35,45
209,2,0:23.0,,Shooting foul by S. Williams (drawn by M. Dunleavy),35,45
210,2,0:23.0,,M. Dunleavy makes free throw 1 of 2,35,46
211,2,0:23.0,R. Jackson enters the game for J. Lucas III,,35,46
212,2,0:23.0,,E. Moore enters the game for A. Brooks,35,46
213,2,0:23.0,,M. Dunleavy makes free throw 2 of 2,35,47
214,2,0:05.0,Personal foul by E. Moore (drawn by R. Jackson),,35,47
215,2,0:05.0,Detroit full timeout,,35,47
216,2,0:05.0,J. Lucas III enters the game for R. Jackson,,35,47
217,2,0:00.0,J. Meeks misses 2-pt jump shot from 4 ft,,35,47
218,2,0:00.0,Offensive rebound by Team,,35,47
219,3,11:46.0,A. Tolliver misses 3-pt jump shot from 23 ft,,35,47
220,3,11:45.0,,Defensive rebound by J. Noah,35,47
221,3,11:27.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Noah),35,49
222,3,11:12.0,Turnover by R. Jackson (back court),,35,49
223,3,10:52.0,,P. Gasol misses 2-pt jump shot from 18 ft,35,49
224,3,10:51.0,Defensive rebound by A. Drummond,,35,49
225,3,10:43.0,A. Drummond misses 2-pt layup from 1 ft,,35,49
226,3,10:42.0,,Defensive rebound by J. Noah,35,49
227,3,10:28.0,,P. Gasol makes 2-pt jump shot from 18 ft (assist by J. Noah),35,51
228,3,10:26.0,Detroit full timeout,,35,51
229,3,10:09.0,K. Caldwell-Pope makes 2-pt jump shot from 15 ft (assist by R. Jackson),,37,51
230,3,9:48.0,,P. Gasol makes 2-pt jump shot from 11 ft (assist by J. Noah),37,53
231,3,9:24.0,R. Jackson misses 3-pt jump shot from 25 ft,,37,53
232,3,9:23.0,,Defensive rebound by J. Noah,37,53
233,3,9:12.0,,J. Noah misses 2-pt layup from 3 ft,37,53
234,3,9:11.0,Defensive rebound by C. Butler,,37,53
235,3,9:03.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by C. Butler),,40,53
236,3,8:44.0,,Turnover by M. Dunleavy (lost ball; steal by R. Jackson),40,53
237,3,8:34.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,,43,53
238,3,8:07.0,,J. Butler misses 2-pt jump shot from 11 ft,43,53
239,3,8:06.0,Defensive rebound by A. Tolliver,,43,53
240,3,7:49.0,A. Drummond misses 2-pt layup from 1 ft,,43,53
241,3,7:48.0,Offensive rebound by A. Tolliver,,43,53
242,3,7:40.0,R. Jackson makes 2-pt jump shot from 20 ft,,45,53
243,3,7:35.0,,Personal foul by R. Jackson (drawn by A. Brooks),45,53
244,3,7:27.0,,A. Brooks misses 2-pt jump shot from 18 ft,45,53
245,3,7:26.0,Defensive rebound by A. Tolliver,,45,53
246,3,7:18.0,C. Butler misses 2-pt jump shot from 19 ft,,45,53
247,3,7:16.0,Offensive rebound by A. Drummond,,45,53
248,3,7:13.0,A. Drummond makes 2-pt layup from 1 ft,,47,53
249,3,7:11.0,,Chicago full timeout,47,53
250,3,6:44.0,,J. Butler misses 3-pt jump shot from 24 ft,47,53
251,3,6:42.0,Defensive rebound by A. Tolliver,,47,53
252,3,6:35.0,C. Butler makes 3-pt jump shot from 25 ft (assist by R. Jackson),,50,53
253,3,6:16.0,,J. Butler makes 2-pt layup from 2 ft (assist by J. Noah),50,55
254,3,5:49.0,C. Butler misses 2-pt jump shot from 22 ft,,50,55
255,3,5:49.0,,Defensive rebound by Team,50,55
256,3,5:49.0,Loose ball foul by A. Drummond (drawn by J. Noah),,50,55
257,3,5:30.0,,A. Brooks misses 2-pt layup from 2 ft (block by A. Tolliver),50,55
258,3,5:28.0,,Offensive rebound by J. Noah,50,55
259,3,5:27.0,,J. Noah makes 2-pt layup from 1 ft,50,57
260,3,5:04.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,50,57
261,3,5:03.0,,Defensive rebound by M. Dunleavy,50,57
262,3,4:58.0,,J. Butler misses 2-pt layup from 2 ft,50,57
263,3,4:56.0,Defensive rebound by A. Drummond,,50,57
264,3,4:51.0,Turnover by R. Jackson (bad pass; steal by M. Dunleavy),,50,57
265,3,4:47.0,,J. Butler misses 2-pt layup from 1 ft,50,57
266,3,4:46.0,Defensive rebound by R. Jackson,,50,57
267,3,4:35.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,50,57
268,3,4:34.0,,Defensive rebound by M. Dunleavy,50,57
269,3,4:29.0,,T. Gibson enters the game for J. Noah,50,57
270,3,4:29.0,,T. Snell enters the game for J. Butler,50,57
271,3,4:25.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,50,57
272,3,4:24.0,Defensive rebound by A. Drummond,,50,57
273,3,4:18.0,R. Jackson makes 2-pt layup from 1 ft,,52,57
274,3,3:56.0,,T. Gibson misses 2-pt layup from 2 ft (block by A. Drummond),52,57
275,3,3:54.0,Defensive rebound by A. Tolliver,,52,57
276,3,3:51.0,,Offensive charge foul by R. Jackson (drawn by A. Brooks),52,57
277,3,3:51.0,Turnover by R. Jackson (offensive foul),,52,57
278,3,3:51.0,,E. Moore enters the game for A. Brooks,52,57
279,3,3:51.0,J. Meeks enters the game for C. Butler,,52,57
280,3,3:33.0,,P. Gasol misses 2-pt jump shot from 6 ft,52,57
281,3,3:32.0,Defensive rebound by A. Drummond,,52,57
282,3,3:24.0,A. Tolliver misses 2-pt jump shot from 14 ft,,52,57
283,3,3:22.0,,Defensive rebound by P. Gasol,52,57
284,3,3:08.0,,E. Moore misses 2-pt jump shot from 8 ft (block by A. Drummond),52,57
285,3,3:06.0,Defensive rebound by K. Caldwell-Pope,,52,57
286,3,3:01.0,Personal foul by E. Moore (drawn by A. Tolliver),,52,57
287,3,2:53.0,J. Meeks makes 2-pt jump shot from 5 ft (assist by R. Jackson),,54,57
288,3,2:35.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,54,57
289,3,2:35.0,,Offensive rebound by Team,54,57
290,3,2:26.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,54,57
291,3,2:25.0,Defensive rebound by A. Drummond,,54,57
292,3,2:14.0,Turnover by A. Drummond (illegal assist),,54,57
293,3,1:56.0,,Turnover by T. Gibson (step out of bounds),54,57
294,3,1:40.0,J. Meeks misses 3-pt jump shot from 23 ft,,54,57
295,3,1:39.0,,Defensive rebound by T. Snell,54,57
296,3,1:25.0,,T. Gibson misses 2-pt jump shot from 5 ft,54,57
297,3,1:23.0,,Offensive rebound by E. Moore,54,57
298,3,1:18.0,,E. Moore makes 2-pt jump shot from 5 ft,54,59
299,3,1:01.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by R. Jackson),,57,59
300,3,0:45.0,,T. Gibson misses 2-pt jump shot from 14 ft,57,59
301,3,0:44.0,,Offensive rebound by M. Dunleavy,57,59
302,3,0:40.0,,T. Snell misses 3-pt jump shot from 23 ft,57,59
303,3,0:39.0,,Offensive rebound by P. Gasol,57,59
304,3,0:35.0,,Turnover by T. Gibson (bad pass; steal by A. Tolliver),57,59
305,3,0:30.0,Turnover by R. Jackson (lost ball; steal by T. Snell),,57,59
306,3,0:30.0,,Personal foul by A. Drummond (drawn by E. Moore),57,59
307,3,0:30.0,J. Lucas III enters the game for R. Jackson,,57,59
308,3,0:18.0,,Turnover by T. Gibson (lost ball; steal by K. Caldwell-Pope),57,59
309,3,0:18.0,,Loose ball foul by T. Gibson (drawn by K. Caldwell-Pope),57,59
310,3,0:03.0,J. Lucas III makes 2-pt jump shot from 17 ft,,59,59
311,3,0:00.0,,T. Snell misses 2-pt jump shot from 20 ft,59,59
312,3,0:00.0,,Offensive rebound by Team,59,59
313,4,11:42.0,,E. Moore misses 2-pt jump shot from 22 ft,59,59
314,4,11:41.0,Defensive rebound by A. Drummond,,59,59
315,4,11:37.0,,Offensive charge foul by A. Drummond (drawn by J. Noah),59,59
316,4,11:37.0,Turnover by A. Drummond (offensive foul),,59,59
317,4,11:16.0,,J. Butler makes 2-pt jump shot from 20 ft,59,61
318,4,10:57.0,Turnover by A. Drummond (lost ball),,59,61
319,4,10:45.0,,J. Butler makes 2-pt layup at rim (assist by J. Noah),59,63
320,4,10:45.0,Detroit full timeout,,59,63
321,4,10:22.0,J. Lucas III makes 2-pt jump shot from 20 ft,,61,63
322,4,10:02.0,,T. Gibson makes 2-pt jump shot from 20 ft (assist by J. Butler),61,65
323,4,9:43.0,T. Prince misses 2-pt jump shot from 12 ft,,61,65
324,4,9:43.0,,Defensive rebound by Team,61,65
325,4,9:34.0,,J. Butler misses 2-pt layup from 2 ft,61,65
326,4,9:33.0,Defensive rebound by T. Prince,,61,65
327,4,9:22.0,J. Lucas III makes 2-pt jump shot from 16 ft,,63,65
328,4,9:05.0,,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Noah),63,68
329,4,8:39.0,J. Lucas III misses 2-pt jump shot from 5 ft (block by E. Moore),,63,68
330,4,8:37.0,,Defensive rebound by J. Noah,63,68
331,4,8:29.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by J. Noah),63,70
332,4,8:05.0,Turnover by A. Tolliver (bad pass; steal by J. Noah),,63,70
333,4,8:03.0,,Personal foul by T. Prince (drawn by N. Mirotić),63,70
334,4,8:03.0,,N. Mirotić makes free throw 1 of 2,63,71
335,4,8:03.0,R. Jackson enters the game for J. Meeks,,63,71
336,4,8:03.0,K. Caldwell-Pope enters the game for J. Lucas III,,63,71
337,4,8:03.0,,N. Mirotić makes free throw 2 of 2,63,72
338,4,7:43.0,K. Caldwell-Pope misses 2-pt jump shot from 5 ft,,63,72
339,4,7:42.0,,Defensive rebound by N. Mirotić,63,72
340,4,7:25.0,,E. Moore misses 3-pt jump shot from 25 ft,63,72
341,4,7:24.0,Defensive rebound by T. Prince,,63,72
342,4,7:22.0,Personal foul by J. Butler (drawn by T. Prince),,63,72
343,4,7:22.0,S. Williams enters the game for A. Tolliver,,63,72
344,4,7:17.0,Shooting foul by J. Noah (drawn by R. Jackson),,63,72
345,4,7:17.0,R. Jackson makes free throw 1 of 2,,64,72
346,4,7:17.0,R. Jackson makes free throw 2 of 2,,65,72
347,4,7:01.0,,Turnover by J. Noah (bad pass; steal by R. Jackson),65,72
348,4,6:50.0,K. Caldwell-Pope makes 2-pt layup from 1 ft,,67,72
349,4,6:31.0,,N. Mirotić misses 3-pt jump shot from 23 ft,67,72
350,4,6:30.0,Defensive rebound by A. Drummond,,67,72
351,4,6:14.0,Turnover by R. Jackson (bad pass; steal by N. Mirotić),,67,72
352,4,5:48.0,,J. Butler misses 2-pt jump shot from 8 ft,67,72
353,4,5:47.0,,Offensive rebound by N. Mirotić,67,72
354,4,5:47.0,,N. Mirotić makes 2-pt layup from 3 ft,67,74
355,4,5:25.0,R. Jackson makes 2-pt layup from 2 ft,,69,74
356,4,5:05.0,,J. Butler misses 2-pt layup from 1 ft,69,74
357,4,5:03.0,Defensive rebound by A. Drummond,,69,74
358,4,4:59.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,69,74
359,4,4:58.0,Offensive rebound by A. Drummond,,69,74
360,4,4:58.0,Personal foul by N. Mirotić (drawn by A. Drummond),,69,74
361,4,4:58.0,Detroit full timeout,,69,74
362,4,4:58.0,,P. Gasol enters the game for J. Noah,69,74
363,4,4:58.0,A. Drummond misses free throw 1 of 2,,69,74
364,4,4:58.0,Offensive rebound by Team,,69,74
365,4,4:58.0,A. Drummond misses free throw 2 of 2,,69,74
366,4,4:56.0,Offensive rebound by S. Williams,,69,74
367,4,4:42.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by T. Prince),,72,74
368,4,4:19.0,,P. Gasol makes 2-pt hook shot from 6 ft,72,76
369,4,4:06.0,R. Jackson makes 2-pt jump shot from 12 ft,,74,76
370,4,3:41.0,,N. Mirotić misses 2-pt jump shot from 14 ft,74,76
371,4,3:40.0,Defensive rebound by A. Drummond,,74,76
372,4,3:22.0,R. Jackson misses 2-pt layup from 1 ft (block by T. Gibson),,74,76
373,4,3:21.0,,Defensive rebound by Team,74,76
374,4,3:21.0,,A. Brooks enters the game for E. Moore,74,76
375,4,3:05.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by A. Brooks),74,78
376,4,2:51.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,76,78
377,4,2:30.0,,Turnover by P. Gasol (bad pass; steal by K. Caldwell-Pope),76,78
378,4,2:26.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,78,78
379,4,2:25.0,,Chicago full timeout,78,78
380,4,2:02.0,,A. Brooks makes 3-pt jump shot from 26 ft,78,81
381,4,1:40.0,A. Drummond misses 2-pt layup from 2 ft,,78,81
382,4,1:39.0,,Defensive rebound by N. Mirotić,78,81
