,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
83,1,1:42.0,T. Gibson makes 2-pt jump shot from 13 ft (assist by M. Dunleavy),,16,18
84,1,1:22.0,,Q. Acy makes 2-pt jump shot from 18 ft (assist by T. Hardaway),16,20
85,1,1:08.0,A. Brooks makes 2-pt layup from 2 ft,,18,20
86,1,0:54.0,,T. Hardaway misses 2-pt jump shot from 19 ft,18,20
87,1,0:53.0,Defensive rebound by D. McDermott,,18,20
88,1,0:44.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by D. McDermott),,21,20
89,1,0:32.0,,Q. Acy misses 2-pt jump shot from 16 ft,21,20
90,1,0:31.0,Defensive rebound by D. McDermott,,21,20
91,1,0:18.0,T. Gibson misses 2-pt layup from 2 ft,,21,20
92,1,0:17.0,Offensive rebound by P. Gasol,,21,20
93,1,0:16.0,P. Gasol makes 2-pt layup from 2 ft,,23,20
94,1,0:16.0,Shooting foul by J. Smith (drawn by P. Gasol),,23,20
95,1,0:16.0,P. Gasol makes free throw 1 of 1,,24,20
96,1,0:03.0,,Personal foul by D. McDermott (drawn by J. Smith),24,20
97,1,0:00.0,,J. Smith misses 3-pt jump shot from 25 ft,24,20
98,1,0:00.0,,Offensive rebound by Team,24,20
99,2,11:38.0,T. Gibson makes 2-pt jump shot from 12 ft,,26,20
100,2,11:14.0,,J. Smith makes 2-pt jump shot from 21 ft,26,22
101,2,10:55.0,D. McDermott makes 2-pt layup from 2 ft (assist by A. Brooks),,28,22
102,2,10:48.0,,T. Hardaway misses 3-pt jump shot from 22 ft,28,22
103,2,10:47.0,Defensive rebound by N. Mirotić,,28,22
104,2,10:39.0,D. McDermott misses 3-pt jump shot from 27 ft,,28,22
105,2,10:38.0,,Defensive rebound by Q. Acy,28,22
106,2,10:29.0,,J. Smith misses 2-pt jump shot from 19 ft,28,22
107,2,10:28.0,Defensive rebound by T. Gibson,,28,22
108,2,10:18.0,A. Brooks makes 2-pt jump shot from 4 ft,,30,22
109,2,10:06.0,,T. Hardaway misses 2-pt jump shot from 21 ft,30,22
110,2,10:05.0,,Offensive rebound by Q. Acy,30,22
111,2,10:03.0,,New York full timeout,30,22
112,2,9:56.0,,J. Smith misses 2-pt jump shot from 19 ft,30,22
113,2,9:55.0,,Offensive rebound by Q. Acy,30,22
114,2,9:41.0,,J. Smith makes 2-pt dunk at rim (assist by J. Smith),30,24
115,2,9:14.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by A. Brooks),,33,24
116,2,9:05.0,,Personal foul by N. Mirotić (drawn by J. Smith),33,24
117,2,9:05.0,,S. Larkin enters the game for P. Prigioni,33,24
118,2,8:52.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by J. Smith),33,26
119,2,8:35.0,A. Brooks misses 2-pt jump shot from 6 ft,,33,26
120,2,8:34.0,Offensive rebound by T. Gibson,,33,26
121,2,8:33.0,T. Gibson makes 2-pt dunk at rim,,35,26
122,2,8:10.0,,J. Smith misses 2-pt jump shot from 16 ft,35,26
123,2,8:08.0,Defensive rebound by D. McDermott,,35,26
124,2,7:54.0,A. Brooks makes 2-pt layup at rim,,37,26
125,2,7:34.0,,T. Hardaway makes 2-pt layup from 2 ft,37,28
126,2,7:14.0,T. Gibson makes 2-pt layup from 1 ft,,39,28
127,2,7:01.0,,Personal foul by D. McDermott (drawn by J. Smith),39,28
128,2,7:01.0,,C. Anthony enters the game for J. Smith,39,28
129,2,7:01.0,,A. Stoudemire enters the game for J. Smith,39,28
130,2,7:01.0,D. Rose enters the game for A. Brooks,,39,28
131,2,7:01.0,M. Dunleavy enters the game for T. Snell,,39,28
132,2,6:51.0,,S. Larkin misses 3-pt jump shot from 24 ft,39,28
133,2,6:50.0,,Offensive rebound by C. Anthony,39,28
134,2,6:48.0,,C. Anthony makes 2-pt jump shot from 8 ft,39,30
135,2,6:35.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by D. Rose),,42,30
136,2,6:27.0,,Personal foul by M. Dunleavy (drawn by C. Anthony),42,30
137,2,6:12.0,,C. Anthony makes 2-pt layup from 1 ft (assist by S. Larkin),42,32
138,2,5:50.0,T. Gibson makes 2-pt jump shot from 9 ft (assist by M. Dunleavy),,44,32
139,2,5:33.0,,A. Stoudemire misses 2-pt jump shot from 4 ft (block by T. Gibson),44,32
140,2,5:32.0,Defensive rebound by N. Mirotić,,44,32
141,2,5:31.0,Personal foul by Q. Acy (drawn by N. Mirotić),,44,32
142,2,5:31.0,Official timeout,,44,32
143,2,5:31.0,J. Noah enters the game for N. Mirotić,,44,32
144,2,5:31.0,,S. Dalembert enters the game for Q. Acy,44,32
145,2,5:31.0,,J. Smith enters the game for T. Hardaway,44,32
146,2,5:15.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,44,32
147,2,5:14.0,,Defensive rebound by A. Stoudemire,44,32
148,2,4:57.0,,Shooting foul by J. Noah (drawn by S. Dalembert),44,32
149,2,4:57.0,,S. Dalembert makes free throw 1 of 2,44,33
150,2,4:57.0,K. Hinrich enters the game for D. McDermott,,44,33
151,2,4:57.0,,S. Dalembert makes free throw 2 of 2,44,34
152,2,4:51.0,Personal foul by C. Anthony (drawn by M. Dunleavy),,44,34
153,2,4:35.0,D. Rose makes 2-pt layup from 2 ft (assist by J. Noah),,46,34
154,2,4:24.0,,J. Smith misses 2-pt jump shot from 21 ft,46,34
155,2,4:23.0,Defensive rebound by D. Rose,,46,34
156,2,4:18.0,Shooting foul by S. Larkin (drawn by D. Rose),,46,34
157,2,4:18.0,D. Rose misses free throw 1 of 2,,46,34
158,2,4:18.0,Offensive rebound by Team,,46,34
159,2,4:18.0,,I. Shumpert enters the game for J. Smith,46,34
160,2,4:18.0,D. Rose makes free throw 2 of 2,,47,34
161,2,4:03.0,,S. Dalembert misses 2-pt layup from 2 ft (block by J. Noah),47,34
162,2,4:01.0,Defensive rebound by M. Dunleavy,,47,34
163,2,3:54.0,D. Rose misses 3-pt jump shot from 23 ft,,47,34
164,2,3:53.0,,Defensive rebound by A. Stoudemire,47,34
165,2,3:40.0,,C. Anthony misses 2-pt jump shot from 17 ft,47,34
166,2,3:39.0,Defensive rebound by T. Gibson,,47,34
167,2,3:30.0,T. Gibson makes 2-pt jump shot from 17 ft (assist by D. Rose),,49,34
168,2,3:02.0,,C. Anthony misses 3-pt jump shot from 23 ft,49,34
169,2,3:00.0,Defensive rebound by J. Noah,,49,34
170,2,2:44.0,K. Hinrich misses 3-pt jump shot from 22 ft,,49,34
171,2,2:43.0,Offensive rebound by T. Gibson,,49,34
172,2,2:41.0,T. Gibson misses 2-pt jump shot from 4 ft (block by S. Dalembert),,49,34
173,2,2:40.0,,Defensive rebound by A. Stoudemire,49,34
174,2,2:30.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by S. Larkin),49,37
175,2,2:13.0,D. Rose misses 3-pt jump shot from 25 ft,,49,37
176,2,2:12.0,Offensive rebound by J. Noah,,49,37
177,2,2:11.0,J. Noah misses 2-pt layup from 2 ft,,49,37
178,2,2:10.0,,Defensive rebound by A. Stoudemire,49,37
179,2,2:02.0,,S. Dalembert makes 2-pt dunk at rim (assist by C. Anthony),49,39
180,2,1:58.0,Shooting foul by A. Stoudemire (drawn by D. Rose),,49,39
181,2,1:58.0,Chicago full timeout,,49,39
182,2,1:58.0,P. Gasol enters the game for T. Gibson,,49,39
183,2,1:58.0,D. Rose makes free throw 1 of 2,,50,39
184,2,1:58.0,D. Rose makes free throw 2 of 2,,51,39
185,2,1:48.0,,Shooting foul by D. Rose (drawn by S. Larkin),51,39
186,2,1:48.0,,S. Larkin makes free throw 1 of 2,51,40
187,2,1:48.0,,S. Larkin makes free throw 2 of 2,51,41
188,2,1:26.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,51,41
189,2,1:25.0,,Defensive rebound by C. Anthony,51,41
190,2,1:08.0,,I. Shumpert misses 2-pt jump shot from 18 ft,51,41
191,2,1:07.0,Defensive rebound by D. Rose,,51,41
192,2,1:01.0,D. Rose misses 2-pt layup from 1 ft,,51,41
193,2,1:00.0,,Defensive rebound by S. Larkin,51,41
194,2,0:44.0,,I. Shumpert misses 2-pt jump shot from 5 ft,51,41
195,2,0:43.0,,Offensive rebound by S. Dalembert,51,41
196,2,0:42.0,,Shooting foul by J. Noah (drawn by C. Anthony),51,41
197,2,0:42.0,,C. Anthony makes free throw 1 of 2,51,42
198,2,0:42.0,,T. Hardaway enters the game for I. Shumpert,51,42
199,2,0:42.0,,C. Anthony makes free throw 2 of 2,51,43
200,2,0:33.0,P. Gasol misses 2-pt jump shot from 7 ft (block by A. Stoudemire),,51,43
201,2,0:32.0,,Defensive rebound by S. Larkin,51,43
202,2,0:26.0,,Turnover by C. Anthony (lost ball; steal by K. Hinrich),51,43
203,2,0:04.0,K. Hinrich misses 2-pt jump shot from 3 ft,,51,43
204,2,0:03.0,Offensive rebound by J. Noah,,51,43
205,2,0:03.0,J. Noah misses 2-pt tip-in from 2 ft,,51,43
206,2,0:02.0,Offensive rebound by P. Gasol,,51,43
207,2,0:00.0,P. Gasol makes 2-pt jump shot from 10 ft,,53,43
208,3,11:47.0,Shooting foul by A. Stoudemire (drawn by J. Noah),,53,43
209,3,11:47.0,J. Noah misses free throw 1 of 2,,53,43
210,3,11:47.0,Offensive rebound by Team,,53,43
211,3,11:47.0,J. Noah makes free throw 2 of 2,,54,43
212,3,11:29.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by S. Larkin),54,45
213,3,11:11.0,Shooting foul by S. Dalembert (drawn by P. Gasol),,54,45
214,3,11:11.0,P. Gasol misses free throw 1 of 2,,54,45
215,3,11:11.0,Offensive rebound by Team,,54,45
216,3,11:11.0,P. Gasol makes free throw 2 of 2,,55,45
217,3,10:51.0,,S. Larkin makes 2-pt layup from 1 ft (assist by S. Dalembert),55,47
218,3,10:46.0,K. Hinrich makes 3-pt jump shot from 22 ft (assist by D. Rose),,58,47
219,3,10:46.0,Shooting foul by S. Larkin (drawn by K. Hinrich),,58,47
220,3,10:46.0,K. Hinrich makes free throw 1 of 1,,59,47
221,3,10:28.0,,S. Larkin misses 2-pt layup from 1 ft,59,47
222,3,10:27.0,Defensive rebound by P. Gasol,,59,47
223,3,10:22.0,M. Dunleavy misses 3-pt jump shot from 23 ft,,59,47
224,3,10:20.0,,Defensive rebound by Team,59,47
225,3,9:58.0,,Shooting foul by P. Gasol (drawn by A. Stoudemire),59,47
226,3,9:58.0,,A. Stoudemire makes free throw 1 of 2,59,48
227,3,9:58.0,,A. Stoudemire makes free throw 2 of 2,59,49
228,3,9:48.0,K. Hinrich misses 2-pt jump shot from 20 ft,,59,49
229,3,9:46.0,,Defensive rebound by Team,59,49
230,3,9:27.0,,I. Shumpert misses 3-pt jump shot from 25 ft,59,49
231,3,9:26.0,Defensive rebound by M. Dunleavy,,59,49
232,3,9:15.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),,61,49
233,3,8:50.0,,I. Shumpert misses 2-pt layup from 1 ft,61,49
234,3,8:49.0,Defensive rebound by P. Gasol,,61,49
235,3,8:48.0,,Loose ball foul by A. Stoudemire (drawn by P. Gasol),61,49
236,3,8:27.0,D. Rose makes 2-pt jump shot from 14 ft,,63,49
237,3,8:26.0,,New York full timeout,63,49
238,3,8:04.0,,I. Shumpert misses 2-pt jump shot from 6 ft,63,49
239,3,8:03.0,Defensive rebound by J. Noah,,63,49
240,3,7:56.0,Turnover by M. Dunleavy (lost ball; steal by I. Shumpert),,63,49
241,3,7:40.0,,C. Anthony misses 2-pt jump shot from 14 ft,63,49
242,3,7:39.0,,Offensive rebound by C. Anthony,63,49
243,3,7:32.0,,C. Anthony misses 2-pt jump shot from 15 ft,63,49
244,3,7:31.0,,Offensive rebound by A. Stoudemire,63,49
245,3,7:30.0,,A. Stoudemire misses 2-pt layup from 2 ft,63,49
246,3,7:29.0,,Offensive rebound by A. Stoudemire,63,49
247,3,7:28.0,,A. Stoudemire misses 2-pt layup at rim,63,49
248,3,7:27.0,Defensive rebound by P. Gasol,,63,49
249,3,7:16.0,D. Rose makes 2-pt jump shot from 6 ft,,65,49
250,3,7:03.0,,Turnover by C. Anthony (bad pass; steal by M. Dunleavy),65,49
251,3,6:58.0,M. Dunleavy misses 2-pt layup from 2 ft,,65,49
252,3,6:57.0,,Defensive rebound by S. Dalembert,65,49
253,3,6:34.0,,A. Stoudemire misses 2-pt jump shot from 10 ft,65,49
254,3,6:33.0,,Offensive rebound by Team,65,49
255,3,6:33.0,,Turnover by Team (shot clock),65,49
256,3,6:33.0,,J. Smith enters the game for I. Shumpert,65,49
257,3,6:18.0,Turnover by K. Hinrich (bad pass; steal by A. Stoudemire),,65,49
258,3,6:11.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Smith),65,52
259,3,5:50.0,P. Gasol makes 2-pt hook shot from 3 ft,,67,52
260,3,5:33.0,,A. Stoudemire makes 2-pt jump shot from 17 ft (assist by C. Anthony),67,54
261,3,5:19.0,K. Hinrich makes 3-pt jump shot from 25 ft (assist by J. Noah),,70,54
262,3,4:59.0,,Personal block foul by K. Hinrich (drawn by J. Smith),70,54
263,3,4:59.0,T. Gibson enters the game for J. Noah,,70,54
264,3,4:59.0,A. Brooks enters the game for D. Rose,,70,54
265,3,4:59.0,,C. Aldrich enters the game for S. Dalembert,70,54
266,3,4:49.0,,C. Anthony misses 3-pt jump shot from 24 ft,70,54
267,3,4:48.0,Defensive rebound by A. Brooks,,70,54
268,3,4:38.0,P. Gasol makes 2-pt dunk at rim (assist by T. Gibson),,72,54
269,3,4:22.0,,J. Smith misses 2-pt jump shot from 17 ft,72,54
270,3,4:21.0,Defensive rebound by A. Brooks,,72,54
271,3,4:08.0,T. Gibson makes 2-pt dunk at rim (assist by A. Brooks),,74,54
272,3,4:07.0,,New York full timeout,74,54
273,3,4:07.0,,P. Prigioni enters the game for A. Stoudemire,74,54
274,3,4:07.0,,J. Smith enters the game for S. Larkin,74,54
275,3,3:50.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by P. Prigioni),74,56
276,3,3:27.0,T. Gibson makes 2-pt jump shot from 11 ft (assist by A. Brooks),,76,56
277,3,3:03.0,,Shooting foul by T. Gibson (drawn by C. Anthony),76,56
278,3,3:03.0,,C. Anthony makes free throw 1 of 2,76,57
279,3,3:03.0,,C. Anthony misses free throw 2 of 2,76,57
280,3,3:02.0,Defensive rebound by P. Gasol,,76,57
281,3,2:47.0,Shooting foul by C. Aldrich (drawn by P. Gasol),,76,57
282,3,2:47.0,P. Gasol makes free throw 1 of 2,,77,57
283,3,2:47.0,P. Gasol makes free throw 2 of 2,,78,57
284,3,2:28.0,,C. Anthony misses 2-pt jump shot from 10 ft,78,57
285,3,2:26.0,Defensive rebound by K. Hinrich,,78,57
286,3,2:18.0,K. Hinrich makes 3-pt jump shot from 25 ft (assist by M. Dunleavy),,81,57
287,3,2:03.0,,Shooting foul by A. Brooks (drawn by P. Prigioni),81,57
288,3,2:03.0,,P. Prigioni makes free throw 1 of 2,81,58
289,3,2:03.0,D. McDermott enters the game for K. Hinrich,,81,58
290,3,2:03.0,,P. Prigioni misses free throw 2 of 2,81,58
291,3,2:02.0,Defensive rebound by P. Gasol,,81,58
292,3,1:46.0,Turnover by P. Gasol (lost ball),,81,58
293,3,1:35.0,,P. Prigioni misses 3-pt jump shot from 25 ft,81,58
294,3,1:34.0,Defensive rebound by M. Dunleavy,,81,58
295,3,1:26.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,81,58
296,3,1:25.0,,Defensive rebound by P. Prigioni,81,58
297,3,1:16.0,,J. Smith makes 2-pt jump shot from 13 ft,81,60
298,3,0:57.0,D. McDermott misses 3-pt jump shot from 23 ft,,81,60
299,3,0:56.0,Offensive rebound by T. Gibson,,81,60
300,3,0:44.0,P. Gasol makes 2-pt jump shot from 3 ft,,83,60
301,3,0:23.0,,J. Smith misses 2-pt jump shot from 15 ft,83,60
302,3,0:22.0,,Offensive rebound by C. Aldrich,83,60
303,3,0:18.0,,P. Prigioni misses 3-pt jump shot from 23 ft,83,60
304,3,0:17.0,Defensive rebound by T. Gibson,,83,60
305,3,0:16.0,Personal foul by J. Smith (drawn by T. Gibson),,83,60
306,3,0:16.0,T. Gibson makes free throw 1 of 2,,84,60
307,3,0:16.0,T. Gibson misses free throw 2 of 2,,84,60
308,3,0:15.0,,Defensive rebound by J. Smith,84,60
309,3,0:00.0,,J. Smith misses 2-pt jump shot from 5 ft,84,60
310,3,0:00.0,,Offensive rebound by Team,84,60
311,4,11:39.0,,T. Hardaway misses 3-pt jump shot from 26 ft,84,60
312,4,11:38.0,,Offensive rebound by C. Aldrich,84,60
313,4,11:27.0,,Turnover by C. Early (bad pass; steal by T. Gibson),84,60
314,4,11:21.0,T. Snell misses 2-pt layup from 2 ft (block by Q. Acy),,84,60
315,4,11:20.0,Offensive rebound by D. McDermott,,84,60
316,4,11:18.0,Turnover by D. McDermott (lost ball; steal by P. Prigioni),,84,60
317,4,11:04.0,,Turnover by C. Aldrich (bad pass; steal by D. McDermott),84,60
318,4,11:00.0,Personal foul by T. Hardaway (drawn by D. McDermott),,84,60
319,4,10:42.0,P. Gasol misses 2-pt jump shot from 13 ft,,84,60
320,4,10:41.0,,Defensive rebound by Q. Acy,84,60
321,4,10:33.0,Technical foul by Team,,84,60
322,4,10:33.0,,P. Prigioni makes technical free throw,84,61
323,4,10:26.0,,Q. Acy makes 2-pt jump shot from 17 ft (assist by P. Prigioni),84,63
324,4,10:09.0,T. Gibson makes 2-pt jump shot from 19 ft (assist by D. McDermott),,86,63
325,4,9:56.0,,Turnover by Q. Acy (lost ball),86,63
326,4,9:44.0,Turnover by A. Brooks (lost ball; steal by P. Prigioni),,86,63
327,4,9:40.0,,P. Prigioni makes 2-pt layup at rim,86,65
328,4,9:16.0,T. Snell misses 3-pt jump shot from 25 ft,,86,65
329,4,9:15.0,,Defensive rebound by C. Aldrich,86,65
330,4,8:57.0,,T. Hardaway misses 3-pt jump shot from 24 ft,86,65
331,4,8:56.0,Defensive rebound by P. Gasol,,86,65
332,4,8:48.0,Shooting foul by P. Prigioni (drawn by A. Brooks),,86,65
333,4,8:48.0,,Technical foul by P. Prigioni,86,65
334,4,8:48.0,Technical foul by A. Brooks,,86,65
335,4,8:48.0,Official timeout,,86,65
336,4,8:48.0,,T. Wear enters the game for P. Prigioni,86,65
337,4,8:48.0,,S. Larkin enters the game for C. Early,86,65
338,4,8:48.0,N. Mirotić enters the game for P. Gasol,,86,65
339,4,8:48.0,A. Brooks makes free throw 1 of 2,,87,65
340,4,8:48.0,A. Brooks makes free throw 2 of 2,,88,65
341,4,8:36.0,,Turnover by T. Wear (bad pass; steal by T. Snell),88,65
342,4,8:33.0,Personal foul by T. Hardaway (drawn by T. Snell),,88,65
343,4,8:21.0,T. Snell makes 2-pt layup from 1 ft (assist by A. Brooks),,90,65
344,4,8:21.0,Shooting foul by C. Aldrich (drawn by T. Snell),,90,65
345,4,8:21.0,T. Snell makes free throw 1 of 1,,91,65
346,4,8:06.0,,Turnover by T. Wear (lost ball; steal by N. Mirotić),91,65
347,4,7:59.0,D. McDermott makes 2-pt dunk at rim (assist by N. Mirotić),,93,65
348,4,7:40.0,,T. Hardaway misses 2-pt jump shot from 12 ft,93,65
349,4,7:39.0,Defensive rebound by N. Mirotić,,93,65
350,4,7:33.0,Turnover by N. Mirotić (traveling),,93,65
351,4,7:19.0,,T. Wear misses 2-pt jump shot from 21 ft,93,65
352,4,7:18.0,Defensive rebound by T. Snell,,93,65
353,4,7:00.0,T. Gibson makes 2-pt hook shot from 4 ft (assist by A. Brooks),,95,65
354,4,6:32.0,,Q. Acy misses 2-pt jump shot from 11 ft,95,65
355,4,6:31.0,Defensive rebound by D. McDermott,,95,65
356,4,6:27.0,D. McDermott makes 3-pt jump shot from 22 ft,,98,65
357,4,6:26.0,,New York full timeout,98,65
358,4,6:26.0,,J. Smith enters the game for T. Hardaway,98,65
359,4,6:15.0,,I. Shumpert enters the game for S. Larkin,98,65
360,4,6:12.0,,Turnover by Q. Acy (lost ball; steal by A. Brooks),98,65
361,4,6:11.0,Personal foul by Q. Acy (drawn by A. Brooks),,98,65
362,4,6:11.0,A. Brooks makes free throw 1 of 2,,99,65
363,4,6:11.0,A. Brooks makes free throw 2 of 2,,100,65
364,4,5:55.0,,Q. Acy misses 2-pt jump shot from 19 ft,100,65
365,4,5:54.0,Defensive rebound by N. Mirotić,,100,65
366,4,5:31.0,N. Mirotić misses 3-pt jump shot from 25 ft,,100,65
367,4,5:30.0,,Defensive rebound by I. Shumpert,100,65
368,4,5:22.0,,J. Smith misses 2-pt jump shot from 11 ft,100,65
369,4,5:20.0,Defensive rebound by T. Gibson,,100,65
370,4,5:09.0,Turnover by T. Snell (lost ball; steal by I. Shumpert),,100,65
371,4,5:04.0,,Q. Acy makes 2-pt layup from 1 ft (assist by I. Shumpert),100,67
372,4,4:50.0,Shooting foul by Q. Acy (drawn by N. Mirotić),,100,67
373,4,4:50.0,N. Mirotić makes free throw 1 of 2,,101,67
374,4,4:50.0,N. Mirotić makes free throw 2 of 2,,102,67
375,4,4:31.0,,C. Aldrich makes 2-pt dunk at rim (assist by Q. Acy),102,69
376,4,4:16.0,D. McDermott misses 3-pt jump shot from 23 ft,,102,69
377,4,4:15.0,,Defensive rebound by Q. Acy,102,69
378,4,4:10.0,,T. Wear misses 2-pt jump shot from 11 ft,102,69
379,4,4:09.0,,Offensive rebound by C. Aldrich,102,69
380,4,4:05.0,,C. Aldrich misses 2-pt hook shot from 3 ft,102,69
