,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
0,1,11:42.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,0,0
1,1,11:41.0,,Defensive rebound by C. Andersen,0,0
2,1,11:35.0,,D. Wade misses 2-pt jump shot from 17 ft,0,0
3,1,11:34.0,Defensive rebound by R. Covington,,0,0
4,1,11:22.0,R. Covington makes 2-pt jump shot from 10 ft,,2,0
5,1,11:02.0,,C. Andersen misses 2-pt layup from 1 ft (block by L. Mbah a Moute),2,0
6,1,11:01.0,Defensive rebound by L. Mbah a Moute,,2,0
7,1,10:53.0,N. Noel misses 2-pt jump shot from 19 ft,,2,0
8,1,10:52.0,,Defensive rebound by Team,2,0
9,1,10:40.0,,M. Chalmers makes 2-pt jump shot from 5 ft,2,2
10,1,10:31.0,Turnover by N. Noel (lost ball; steal by M. Chalmers),,2,2
11,1,10:19.0,,S. Williams makes 3-pt jump shot from 23 ft (assist by M. Chalmers),2,5
12,1,10:02.0,J. Sampson misses 3-pt jump shot from 23 ft,,2,5
13,1,10:01.0,,Defensive rebound by S. Williams,2,5
14,1,9:49.0,,D. Wade makes 2-pt jump shot from 16 ft,2,7
15,1,9:32.0,R. Covington misses 2-pt jump shot from 19 ft,,2,7
16,1,9:31.0,,Defensive rebound by C. Andersen,2,7
17,1,9:25.0,,S. Williams misses 3-pt jump shot from 24 ft,2,7
18,1,9:24.0,Defensive rebound by J. Sampson,,2,7
19,1,9:11.0,N. Noel misses 2-pt hook shot from 6 ft,,2,7
20,1,9:10.0,Offensive rebound by N. Noel,,2,7
21,1,9:07.0,N. Noel misses 2-pt jump shot from 9 ft,,2,7
22,1,9:06.0,,Defensive rebound by S. Williams,2,7
23,1,8:51.0,,Turnover by L. Deng (traveling),2,7
24,1,8:33.0,Shooting foul by C. Andersen (drawn by J. Sampson),,2,7
25,1,8:33.0,J. Sampson makes free throw 1 of 2,,3,7
26,1,8:33.0,J. Sampson makes free throw 2 of 2,,4,7
27,1,8:21.0,,C. Andersen makes 2-pt dunk at rim (assist by D. Wade),4,9
28,1,8:03.0,L. Mbah a Moute misses 2-pt layup at rim (block by C. Andersen),,4,9
29,1,8:02.0,Offensive rebound by N. Noel,,4,9
30,1,8:01.0,N. Noel misses 2-pt layup at rim,,4,9
31,1,8:00.0,Offensive rebound by N. Noel,,4,9
32,1,7:59.0,R. Covington makes 2-pt jump shot from 5 ft,,6,9
