,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
141,2,5:50.0,T. Evans makes 2-pt layup from 1 ft,,29,37
142,2,5:49.0,,New York full timeout,29,37
143,2,5:35.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Galloway),29,40
144,2,5:11.0,T. Evans misses 3-pt jump shot from 26 ft,,29,40
145,2,5:10.0,,Defensive rebound by C. Anthony,29,40
146,2,5:01.0,,J. Smith misses 2-pt jump shot from 19 ft,29,40
147,2,5:00.0,Defensive rebound by E. Gordon,,29,40
148,2,4:49.0,R. Anderson misses 3-pt jump shot from 24 ft,,29,40
149,2,4:48.0,,Defensive rebound by L. Galloway,29,40
150,2,4:39.0,,L. Galloway makes 2-pt jump shot from 20 ft,29,42
151,2,4:21.0,D. Cunningham misses 2-pt jump shot from 20 ft,,29,42
152,2,4:20.0,,Defensive rebound by L. Amundson,29,42
153,2,3:58.0,,L. Amundson misses 2-pt jump shot from 15 ft,29,42
154,2,3:57.0,Defensive rebound by D. Cunningham,,29,42
155,2,3:46.0,T. Evans makes 2-pt hook shot from 5 ft,,31,42
156,2,3:21.0,,L. Galloway misses 2-pt jump shot from 10 ft,31,42
157,2,3:20.0,,Offensive rebound by L. Amundson,31,42
158,2,3:09.0,,C. Anthony misses 2-pt jump shot from 10 ft,31,42
159,2,3:08.0,Defensive rebound by Ö. Aşık,,31,42
160,2,3:04.0,Shooting foul by T. Hardaway (drawn by E. Gordon),,31,42
161,2,3:04.0,E. Gordon makes free throw 1 of 2,,32,42
162,2,3:04.0,A. Ajinça enters the game for Ö. Aşık,,32,42
163,2,3:04.0,,J. Calderón enters the game for T. Hardaway,32,42
164,2,3:04.0,E. Gordon makes free throw 2 of 2,,33,42
165,2,2:46.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Calderón),33,45
166,2,2:23.0,E. Gordon misses 3-pt jump shot from 26 ft,,33,45
167,2,2:22.0,Offensive rebound by A. Ajinça,,33,45
168,2,2:07.0,T. Evans makes 2-pt layup from 2 ft,,35,45
169,2,1:48.0,,J. Smith misses 2-pt layup from 3 ft (block by R. Anderson),35,45
170,2,1:47.0,,Offensive rebound by J. Smith,35,45
171,2,1:44.0,,L. Amundson makes 2-pt hook shot from 3 ft (assist by J. Smith),35,47
172,2,1:33.0,T. Evans misses 2-pt layup from 2 ft (block by L. Amundson),,35,47
173,2,1:32.0,Offensive rebound by Team,,35,47
174,2,1:32.0,New Orleans full timeout,,35,47
175,2,1:19.0,T. Evans makes 3-pt jump shot from 23 ft (assist by E. Gordon),,38,47
176,2,0:52.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by C. Anthony),38,50
177,2,0:35.0,Turnover by R. Anderson (traveling),,38,50
178,2,0:21.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Smith),38,53
179,2,0:00.0,T. Evans makes 3-pt jump shot from 25 ft (assist by D. Cunningham),,41,53
180,3,11:52.0,Turnover by E. Gordon (bad pass),,41,53
181,3,11:32.0,,L. Amundson misses 2-pt jump shot from 16 ft,41,53
182,3,11:31.0,Defensive rebound by D. Cunningham,,41,53
183,3,11:15.0,D. Cunningham makes 2-pt jump shot from 18 ft (assist by E. Gordon),,43,53
184,3,11:02.0,,C. Anthony makes 3-pt jump shot from 25 ft,43,56
185,3,10:35.0,T. Evans misses 2-pt layup from 2 ft,,43,56
186,3,10:34.0,Offensive rebound by Ö. Aşık,,43,56
187,3,10:34.0,Ö. Aşık makes 2-pt tip-in from 1 ft,,45,56
188,3,10:19.0,,Shooting foul by D. Cunningham (drawn by C. Anthony),45,56
189,3,10:19.0,,C. Anthony makes free throw 1 of 2,45,57
190,3,10:19.0,,C. Anthony misses free throw 2 of 2,45,57
191,3,10:18.0,Defensive rebound by Ö. Aşık,,45,57
192,3,10:02.0,R. Anderson misses 3-pt jump shot from 26 ft,,45,57
193,3,10:01.0,Offensive rebound by T. Evans,,45,57
194,3,9:59.0,T. Evans makes 2-pt layup from 1 ft,,47,57
195,3,9:35.0,,J. Calderón misses 3-pt jump shot from 25 ft,47,57
196,3,9:34.0,Defensive rebound by Ö. Aşık,,47,57
197,3,9:22.0,D. Cunningham misses 2-pt jump shot from 20 ft,,47,57
198,3,9:21.0,,Defensive rebound by L. Amundson,47,57
199,3,9:04.0,,J. Calderón makes 2-pt jump shot from 21 ft (assist by J. Smith),47,59
200,3,8:44.0,E. Gordon makes 2-pt jump shot from 5 ft,,49,59
201,3,8:31.0,,J. Calderón misses 2-pt jump shot from 14 ft,49,59
202,3,8:30.0,Defensive rebound by Ö. Aşık,,49,59
203,3,8:23.0,T. Evans misses 2-pt layup from 3 ft (block by J. Smith),,49,59
204,3,8:22.0,Offensive rebound by Team,,49,59
205,3,8:18.0,E. Gordon makes 2-pt layup from 2 ft (assist by D. Cunningham),,51,59
206,3,8:03.0,,L. Galloway makes 2-pt jump shot from 19 ft (assist by J. Smith),51,61
207,3,7:42.0,Ö. Aşık makes 2-pt layup at rim (assist by E. Gordon),,53,61
208,3,7:29.0,,Personal foul by D. Cunningham (drawn by C. Anthony),53,61
209,3,7:19.0,,J. Calderón misses 2-pt jump shot from 19 ft,53,61
210,3,7:18.0,Defensive rebound by Ö. Aşık,,53,61
211,3,7:10.0,T. Evans misses 2-pt layup from 1 ft (block by L. Amundson),,53,61
212,3,7:09.0,Offensive rebound by Ö. Aşık,,53,61
213,3,7:08.0,Ö. Aşık makes 2-pt dunk at rim,,55,61
214,3,7:07.0,,New York full timeout,55,61
215,3,6:45.0,,C. Anthony misses 2-pt jump shot from 11 ft,55,61
216,3,6:42.0,,Offensive rebound by Team,55,61
217,3,6:35.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by L. Galloway),55,63
218,3,6:13.0,R. Anderson misses 3-pt jump shot from 27 ft,,55,63
219,3,6:12.0,,Defensive rebound by L. Galloway,55,63
220,3,6:03.0,,L. Galloway makes 2-pt layup from 2 ft,55,65
221,3,5:51.0,Turnover by R. Anderson (lost ball; steal by C. Anthony),,55,65
222,3,5:40.0,,L. Galloway misses 3-pt jump shot from 25 ft,55,65
223,3,5:39.0,Defensive rebound by T. Evans,,55,65
224,3,5:35.0,Shooting foul by J. Smith (drawn by Ö. Aşık),,55,65
225,3,5:35.0,Ö. Aşık makes free throw 1 of 2,,56,65
226,3,5:35.0,L. Babbitt enters the game for R. Anderson,,56,65
227,3,5:35.0,Ö. Aşık misses free throw 2 of 2,,56,65
228,3,5:34.0,Offensive rebound by T. Evans,,56,65
229,3,5:11.0,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),,58,65
230,3,4:56.0,,J. Calderón misses 3-pt jump shot from 26 ft,58,65
231,3,4:55.0,,Offensive rebound by L. Galloway,58,65
232,3,4:41.0,,J. Smith makes 2-pt layup from 1 ft (assist by L. Amundson),58,67
233,3,4:26.0,,Violation by L. Amundson (def goaltending),58,67
234,3,4:26.0,Ö. Aşık makes 2-pt layup from 1 ft,,60,67
235,3,4:16.0,,Personal foul by E. Gordon (drawn by C. Anthony),60,67
236,3,4:16.0,A. Ajinça enters the game for Ö. Aşık,,60,67
237,3,4:16.0,,A. Stoudemire enters the game for L. Amundson,60,67
238,3,4:16.0,,L. Thomas enters the game for J. Smith,60,67
239,3,4:08.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by A. Stoudemire),60,69
240,3,3:44.0,T. Evans misses 3-pt jump shot from 23 ft,,60,69
241,3,3:43.0,,Defensive rebound by A. Stoudemire,60,69
242,3,3:37.0,,Shooting foul by D. Cunningham (drawn by C. Anthony),60,69
243,3,3:37.0,,C. Anthony misses free throw 1 of 2,60,69
244,3,3:37.0,,Offensive rebound by Team,60,69
245,3,3:37.0,N. Wolters enters the game for T. Evans,,60,69
246,3,3:37.0,Q. Pondexter enters the game for L. Babbitt,,60,69
247,3,3:37.0,,T. Hardaway enters the game for J. Calderón,60,69
248,3,3:37.0,,C. Anthony makes free throw 2 of 2,60,70
249,3,3:23.0,A. Ajinça misses 2-pt jump shot from 8 ft,,60,70
250,3,3:22.0,,Defensive rebound by T. Hardaway,60,70
251,3,3:13.0,,L. Galloway misses 2-pt layup from 1 ft,60,70
252,3,3:12.0,Defensive rebound by A. Ajinça,,60,70
253,3,2:55.0,E. Gordon misses 3-pt jump shot from 25 ft,,60,70
254,3,2:54.0,,Defensive rebound by Team,60,70
255,3,2:54.0,New Orleans full timeout,,60,70
256,3,2:54.0,J. Withey enters the game for D. Cunningham,,60,70
257,3,2:54.0,,S. Larkin enters the game for L. Galloway,60,70
258,3,2:35.0,,A. Stoudemire makes 2-pt dunk at rim (assist by S. Larkin),60,72
259,3,2:17.0,J. Withey misses 2-pt jump shot from 4 ft (block by L. Thomas),,60,72
260,3,2:16.0,Offensive rebound by J. Withey,,60,72
261,3,2:08.0,Q. Pondexter makes 2-pt jump shot from 21 ft,,62,72
262,3,1:56.0,,Personal foul by A. Ajinça (drawn by A. Stoudemire),62,72
263,3,1:56.0,,A. Stoudemire makes free throw 1 of 2,62,73
264,3,1:56.0,J. Fredette enters the game for E. Gordon,,62,73
265,3,1:56.0,,A. Stoudemire makes free throw 2 of 2,62,74
266,3,1:40.0,Shooting foul by T. Hardaway (drawn by J. Withey),,62,74
267,3,1:40.0,J. Withey misses free throw 1 of 2,,62,74
268,3,1:40.0,Offensive rebound by Team,,62,74
269,3,1:40.0,,J. Smith enters the game for C. Anthony,62,74
270,3,1:40.0,J. Withey makes free throw 2 of 2,,63,74
271,3,1:30.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by L. Thomas),63,76
272,3,1:17.0,A. Ajinça misses 2-pt jump shot from 13 ft,,63,76
273,3,1:16.0,Offensive rebound by J. Withey,,63,76
274,3,1:16.0,J. Withey misses 2-pt tip-in at rim,,63,76
275,3,1:15.0,,Defensive rebound by L. Thomas,63,76
276,3,0:55.0,,Shooting foul by J. Withey (drawn by L. Thomas),63,76
277,3,0:55.0,,L. Thomas makes free throw 1 of 2,63,77
278,3,0:55.0,,L. Thomas makes free throw 2 of 2,63,78
279,3,0:40.0,N. Wolters misses 2-pt jump shot from 4 ft,,63,78
280,3,0:39.0,Offensive rebound by J. Fredette,,63,78
281,3,0:25.0,A. Ajinça makes 2-pt layup from 2 ft (assist by J. Fredette),,65,78
282,3,0:04.0,,S. Larkin misses 2-pt jump shot from 19 ft,65,78
283,3,0:03.0,,Offensive rebound by L. Thomas,65,78
284,3,0:01.0,,T. Hardaway misses 3-pt jump shot from 25 ft,65,78
285,3,0:00.0,,Offensive rebound by Team,65,78
286,4,11:38.0,,L. Thomas misses 2-pt jump shot from 19 ft,65,78
287,4,11:37.0,Defensive rebound by A. Ajinça,,65,78
288,4,11:16.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by T. Evans),,68,78
289,4,10:49.0,,A. Stoudemire makes 2-pt hook shot from 2 ft,68,80
290,4,10:35.0,T. Evans misses 2-pt layup from 1 ft,,68,80
291,4,10:34.0,,Defensive rebound by A. Stoudemire,68,80
292,4,10:24.0,,L. Thomas misses 2-pt jump shot from 10 ft,68,80
293,4,10:22.0,Defensive rebound by A. Ajinça,,68,80
294,4,10:13.0,R. Anderson makes 2-pt jump shot from 8 ft,,70,80
295,4,9:56.0,,J. Smith makes 2-pt jump shot from 8 ft (assist by T. Hardaway),70,82
296,4,9:43.0,A. Ajinça makes 2-pt layup from 1 ft (assist by T. Evans),,72,82
297,4,9:43.0,Shooting foul by A. Stoudemire (drawn by A. Ajinça),,72,82
298,4,9:43.0,A. Ajinça makes free throw 1 of 1,,73,82
299,4,9:23.0,,S. Larkin misses 2-pt jump shot from 7 ft,73,82
300,4,9:22.0,Defensive rebound by Q. Pondexter,,73,82
301,4,9:21.0,Personal foul by A. Stoudemire (drawn by Q. Pondexter),,73,82
302,4,9:07.0,R. Anderson misses 2-pt jump shot from 20 ft,,73,82
303,4,9:06.0,,Defensive rebound by J. Smith,73,82
304,4,8:51.0,,A. Stoudemire misses 2-pt jump shot from 18 ft,73,82
305,4,8:50.0,Defensive rebound by T. Evans,,73,82
306,4,8:36.0,T. Evans makes 2-pt layup from 1 ft,,75,82
307,4,8:18.0,,T. Hardaway makes 2-pt jump shot from 2 ft (assist by S. Larkin),75,84
308,4,7:58.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by T. Evans),,78,84
309,4,7:57.0,,New York full timeout,78,84
310,4,7:57.0,E. Gordon enters the game for N. Wolters,,78,84
311,4,7:57.0,,L. Galloway enters the game for A. Stoudemire,78,84
312,4,7:57.0,,C. Anthony enters the game for S. Larkin,78,84
313,4,7:57.0,,Violation by Team (delay of game),78,84
314,4,7:33.0,,Shooting foul by Q. Pondexter (drawn by L. Galloway),78,84
315,4,7:33.0,,L. Galloway makes free throw 1 of 2,78,85
316,4,7:33.0,,L. Galloway makes free throw 2 of 2,78,86
317,4,7:15.0,T. Evans misses 2-pt layup from 1 ft,,78,86
318,4,7:14.0,Offensive rebound by A. Ajinça,,78,86
319,4,7:14.0,A. Ajinça makes 2-pt tip-in from 1 ft,,80,86
320,4,6:55.0,,C. Anthony misses 2-pt jump shot from 17 ft,80,86
321,4,6:54.0,Defensive rebound by R. Anderson,,80,86
322,4,6:45.0,Personal foul by L. Galloway (drawn by E. Gordon),,80,86
323,4,6:37.0,Turnover by T. Evans (bad pass; steal by L. Thomas),,80,86
324,4,6:21.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by C. Anthony),80,89
325,4,6:02.0,Q. Pondexter makes 3-pt jump shot from 25 ft,,83,89
326,4,5:42.0,,L. Thomas misses 2-pt jump shot from 19 ft,83,89
327,4,5:41.0,,Offensive rebound by L. Galloway,83,89
328,4,5:41.0,,L. Galloway makes 2-pt dunk at rim,83,91
329,4,5:21.0,Q. Pondexter makes 2-pt layup at rim,,85,91
330,4,4:54.0,,C. Anthony misses 2-pt jump shot from 12 ft,85,91
331,4,4:53.0,,Offensive rebound by J. Smith,85,91
332,4,4:52.0,,J. Smith misses 2-pt layup from 1 ft,85,91
333,4,4:51.0,Defensive rebound by T. Evans,,85,91
334,4,4:47.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,85,91
335,4,4:46.0,Offensive rebound by T. Evans,,85,91
336,4,4:38.0,T. Evans misses 2-pt jump shot from 3 ft,,85,91
337,4,4:37.0,Offensive rebound by A. Ajinça,,85,91
338,4,4:36.0,Shooting foul by L. Galloway (drawn by A. Ajinça),,85,91
339,4,4:36.0,Official timeout,,85,91
340,4,4:36.0,,A. Stoudemire enters the game for J. Smith,85,91
341,4,4:36.0,A. Ajinça misses free throw 1 of 2,,85,91
342,4,4:36.0,Offensive rebound by Team,,85,91
343,4,4:36.0,A. Ajinça makes free throw 2 of 2,,86,91
344,4,4:14.0,,L. Galloway misses 3-pt jump shot from 25 ft,86,91
345,4,4:13.0,Defensive rebound by T. Evans,,86,91
346,4,3:56.0,R. Anderson misses 3-pt jump shot from 24 ft,,86,91
347,4,3:55.0,,Defensive rebound by C. Anthony,86,91
348,4,3:40.0,Violation by R. Anderson (kicked ball),,86,91
349,4,3:40.0,Ö. Aşık enters the game for A. Ajinça,,86,91
350,4,3:27.0,,L. Galloway misses 2-pt jump shot from 4 ft,86,91
351,4,3:26.0,Defensive rebound by Q. Pondexter,,86,91
352,4,3:13.0,T. Evans makes 2-pt layup at rim,,88,91
353,4,2:53.0,,C. Anthony misses 2-pt layup from 1 ft,88,91
354,4,2:52.0,,Offensive rebound by C. Anthony,88,91
355,4,2:52.0,,C. Anthony makes 2-pt tip-in from 1 ft,88,93
356,4,2:44.0,Personal foul by T. Hardaway (drawn by T. Evans),,88,93
357,4,2:44.0,New Orleans full timeout,,88,93
358,4,2:44.0,,L. Amundson enters the game for A. Stoudemire,88,93
359,4,2:44.0,,J. Calderón enters the game for T. Hardaway,88,93
360,4,2:44.0,,J. Smith enters the game for L. Thomas,88,93
361,4,2:44.0,T. Evans makes free throw 1 of 2,,89,93
362,4,2:44.0,T. Evans makes free throw 2 of 2,,90,93
363,4,2:27.0,,Personal foul by E. Gordon (drawn by L. Galloway),90,93
364,4,2:14.0,,C. Anthony misses 3-pt jump shot from 25 ft,90,93
365,4,2:13.0,Defensive rebound by Ö. Aşık,,90,93
366,4,1:56.0,T. Evans makes 2-pt jump shot from 4 ft,,92,93
367,4,1:41.0,,Offensive foul by C. Anthony (drawn by Q. Pondexter),92,93
368,4,1:41.0,,Turnover by C. Anthony (offensive foul),92,93
369,4,1:26.0,E. Gordon misses 2-pt jump shot from 9 ft,,92,93
370,4,1:25.0,Offensive rebound by Ö. Aşık,,92,93
371,4,1:07.0,R. Anderson misses 3-pt jump shot from 25 ft,,92,93
372,4,1:06.0,,Defensive rebound by C. Anthony,92,93
373,4,0:59.0,,New York full timeout,92,93
374,4,0:59.0,D. Cunningham enters the game for R. Anderson,,92,93
375,4,0:43.0,,Personal foul by Ö. Aşık (drawn by L. Amundson),92,93
376,4,0:33.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by C. Anthony),92,96
377,4,0:33.0,New Orleans full timeout,,92,96
378,4,0:33.0,R. Anderson enters the game for D. Cunningham,,92,96
379,4,0:33.0,,L. Thomas enters the game for J. Calderón,92,96
380,4,0:25.0,R. Anderson misses 3-pt jump shot from 24 ft,,92,96
381,4,0:23.0,,Defensive rebound by C. Anthony,92,96
382,4,0:19.0,,Personal take foul by Q. Pondexter (drawn by C. Anthony),92,96
383,4,0:19.0,,C. Anthony misses free throw 1 of 2,92,96
384,4,0:19.0,,Offensive rebound by Team,92,96
