,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
71,1,2:48.0,B. Lopez misses free throw 2 of 2,,20,20
72,1,2:47.0,,Defensive rebound by K. Middleton,20,20
73,1,2:35.0,,J. Henson makes 2-pt layup at rim (assist by K. Middleton),20,22
74,1,2:15.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Williams),,22,22
75,1,2:15.0,Shooting foul by J. Dudley (drawn by B. Bogdanović),,22,22
76,1,2:15.0,M. Plumlee enters the game for B. Lopez,,22,22
77,1,2:15.0,B. Bogdanović misses free throw 1 of 1,,22,22
78,1,2:11.0,,Defensive rebound by J. Henson,22,22
79,1,2:01.0,,O. Mayo misses 3-pt jump shot from 23 ft,22,22
80,1,2:00.0,Defensive rebound by M. Brown,,22,22
81,1,1:40.0,Turnover by M. Plumlee (bad pass; steal by J. Dudley),,22,22
82,1,1:35.0,Violation by M. Plumlee (def goaltending),,22,22
83,1,1:35.0,,K. Middleton makes 2-pt layup at rim,22,24
84,1,1:11.0,M. Plumlee makes 2-pt layup at rim (assist by D. Williams),,24,24
85,1,0:53.0,,Personal foul by D. Williams (drawn by J. Henson),24,24
86,1,0:50.0,,Turnover by O. Mayo (lost ball),24,24
87,1,0:38.0,,Violation by J. Henson (kicked ball),24,24
88,1,0:33.0,Turnover by D. Williams (bad pass; steal by K. Middleton),,24,24
89,1,0:30.0,,M. Carter-Williams makes 2-pt dunk at rim (assist by K. Middleton),24,26
90,1,0:14.0,M. Brown misses 2-pt jump shot from 13 ft,,24,26
91,1,0:13.0,,Defensive rebound by K. Middleton,24,26
92,1,0:00.0,,K. Middleton misses 2-pt jump shot from 10 ft,24,26
93,1,0:00.0,,Offensive rebound by Team,24,26
94,2,11:37.0,J. Johnson misses 2-pt layup at rim,,24,26
95,2,11:37.0,Offensive rebound by Team,,24,26
96,2,11:21.0,B. Bogdanović misses 2-pt layup at rim,,24,26
97,2,11:21.0,Offensive rebound by M. Plumlee,,24,26
98,2,11:21.0,Shooting foul by E. İlyasova (drawn by M. Plumlee),,24,26
99,2,11:21.0,M. Plumlee makes free throw 1 of 2,,25,26
100,2,11:21.0,M. Plumlee makes free throw 2 of 2,,26,26
101,2,11:11.0,,J. Henson misses 2-pt layup at rim,26,26
102,2,11:09.0,Defensive rebound by B. Bogdanović,,26,26
103,2,11:00.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,26,26
104,2,10:59.0,Offensive rebound by M. Plumlee,,26,26
105,2,10:48.0,M. Brown misses 3-pt jump shot from 26 ft,,26,26
106,2,10:47.0,,Defensive rebound by J. Bayless,26,26
107,2,10:37.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by J. Bayless),26,29
108,2,10:26.0,Turnover by M. Plumlee (offensive foul),,26,29
109,2,10:26.0,Offensive foul by M. Plumlee (drawn by J. Bayless),,26,29
110,2,10:16.0,,O. Mayo makes 2-pt layup at rim (assist by J. Henson),26,31
111,2,10:13.0,Brooklyn full timeout,,26,31
112,2,9:59.0,M. Plumlee makes 2-pt layup at rim (assist by J. Jack),,28,31
113,2,9:45.0,,J. Henson misses 2-pt layup from 1 ft,28,31
114,2,9:44.0,,Offensive rebound by J. Henson,28,31
115,2,9:44.0,,J. Henson makes 2-pt layup from 1 ft,28,33
116,2,9:44.0,,Shooting foul by J. Jack (drawn by J. Henson),28,33
117,2,9:44.0,,J. Henson misses free throw 1 of 1,28,33
118,2,9:43.0,Defensive rebound by M. Plumlee,,28,33
119,2,9:31.0,,Violation by J. Henson (def goaltending),28,33
120,2,9:31.0,M. Brown makes 2-pt layup at rim,,30,33
121,2,9:24.0,,E. İlyasova misses 3-pt jump shot from 26 ft,30,33
122,2,9:22.0,,Offensive rebound by J. Henson,30,33
123,2,9:18.0,,O. Mayo misses 2-pt jump shot from 16 ft,30,33
124,2,9:17.0,Defensive rebound by J. Jack,,30,33
125,2,9:12.0,Turnover by J. Jack (lost ball),,30,33
126,2,9:03.0,,Turnover by O. Mayo (bad pass),30,33
127,2,8:36.0,J. Jack makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,33,33
128,2,8:28.0,,J. Henson misses 2-pt dunk at rim,33,33
129,2,8:27.0,,Offensive rebound by J. Bayless,33,33
130,2,8:25.0,,J. Bayless misses 2-pt layup at rim,33,33
131,2,8:24.0,,Offensive rebound by Team,33,33
132,2,8:24.0,B. Lopez enters the game for M. Plumlee,,33,33
133,2,8:16.0,,Shooting foul by M. Brown (drawn by O. Mayo),33,33
134,2,8:16.0,,O. Mayo makes free throw 1 of 2,33,34
135,2,8:16.0,,G. Antetokounmpo enters the game for E. İlyasova,33,34
136,2,8:16.0,,O. Mayo makes free throw 2 of 2,33,35
137,2,8:01.0,B. Bogdanović misses 2-pt layup from 1 ft (block by J. Henson),,33,35
138,2,8:01.0,Offensive rebound by Team,,33,35
139,2,7:57.0,Turnover by B. Bogdanović (bad pass),,33,35
140,2,7:57.0,D. Williams enters the game for M. Brown,,33,35
141,2,7:50.0,,Personal foul by B. Lopez (drawn by J. Henson),33,35
142,2,7:41.0,,O. Mayo misses 2-pt jump shot from 7 ft,33,35
143,2,7:39.0,Defensive rebound by B. Lopez,,33,35
144,2,7:27.0,D. Williams misses 2-pt layup from 1 ft,,33,35
145,2,7:26.0,Offensive rebound by D. Williams,,33,35
146,2,7:26.0,D. Williams misses 2-pt layup from 1 ft (block by J. Henson),,33,35
147,2,7:24.0,,Defensive rebound by G. Antetokounmpo,33,35
148,2,7:19.0,,J. Dudley misses 3-pt jump shot from 23 ft,33,35
149,2,7:17.0,Defensive rebound by B. Lopez,,33,35
150,2,6:59.0,J. Jack misses 3-pt jump shot from 22 ft,,33,35
151,2,6:57.0,Offensive rebound by B. Lopez,,33,35
152,2,6:53.0,B. Lopez misses 2-pt jump shot from 13 ft,,33,35
153,2,6:52.0,,Defensive rebound by J. Bayless,33,35
154,2,6:42.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by J. Bayless),33,37
155,2,6:19.0,J. Jack misses 2-pt jump shot from 5 ft,,33,37
156,2,6:18.0,,Defensive rebound by O. Mayo,33,37
157,2,6:12.0,,Turnover by J. Bayless (bad pass),33,37
158,2,5:58.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,33,37
159,2,5:57.0,,Defensive rebound by J. Dudley,33,37
160,2,5:48.0,,G. Antetokounmpo misses 2-pt layup at rim,33,37
161,2,5:46.0,Defensive rebound by B. Lopez,,33,37
162,2,5:31.0,Official timeout,,33,37
163,2,5:31.0,,K. Middleton enters the game for O. Mayo,33,37
164,2,5:31.0,,Z. Pachulia enters the game for J. Henson,33,37
165,2,5:23.0,J. Johnson makes 2-pt jump shot from 9 ft (assist by D. Williams),,35,37
166,2,5:09.0,,K. Middleton misses 3-pt jump shot from 25 ft,35,37
167,2,5:08.0,Defensive rebound by D. Williams,,35,37
168,2,4:58.0,J. Jack makes 2-pt jump shot from 6 ft (assist by J. Johnson),,37,37
169,2,4:37.0,,Turnover by J. Bayless (lost ball; steal by B. Lopez),37,37
170,2,4:26.0,D. Williams misses 2-pt layup from 1 ft,,37,37
171,2,4:24.0,,Defensive rebound by J. Bayless,37,37
172,2,4:12.0,,G. Antetokounmpo makes 2-pt layup at rim,37,39
173,2,4:01.0,B. Lopez misses 2-pt jump shot from 4 ft,,37,39
174,2,3:59.0,,Defensive rebound by Z. Pachulia,37,39
175,2,3:49.0,,Z. Pachulia misses 2-pt jump shot from 5 ft,37,39
176,2,3:48.0,Defensive rebound by B. Bogdanović,,37,39
177,2,3:39.0,J. Jack makes 2-pt layup at rim,,39,39
178,2,3:25.0,,J. Bayless misses 3-pt jump shot from 26 ft,39,39
179,2,3:23.0,Defensive rebound by J. Jack,,39,39
180,2,3:02.0,Turnover by J. Johnson (lost ball; steal by Z. Pachulia),,39,39
181,2,2:55.0,,J. Bayless misses 3-pt jump shot from 23 ft,39,39
182,2,2:54.0,Defensive rebound by B. Bogdanović,,39,39
183,2,2:46.0,Brooklyn full timeout,,39,39
184,2,2:46.0,,Milwaukee full timeout,39,39
185,2,2:46.0,T. Young enters the game for B. Bogdanović,,39,39
186,2,2:46.0,,M. Carter-Williams enters the game for J. Bayless,39,39
187,2,2:46.0,,E. İlyasova enters the game for J. Dudley,39,39
188,2,2:34.0,J. Johnson misses 3-pt jump shot from 26 ft,,39,39
189,2,2:33.0,,Defensive rebound by E. İlyasova,39,39
190,2,2:19.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,39,39
191,2,2:18.0,Defensive rebound by J. Johnson,,39,39
192,2,2:08.0,D. Williams misses 3-pt jump shot from 23 ft,,39,39
193,2,2:06.0,,Defensive rebound by G. Antetokounmpo,39,39
194,2,1:50.0,,K. Middleton makes 2-pt jump shot from 16 ft,39,41
195,2,1:34.0,J. Johnson misses 3-pt jump shot from 23 ft,,39,41
196,2,1:31.0,Offensive rebound by T. Young,,39,41
197,2,1:29.0,T. Young misses 2-pt layup from 2 ft,,39,41
198,2,1:28.0,,Defensive rebound by Z. Pachulia,39,41
199,2,1:08.0,,K. Middleton misses 2-pt jump shot from 17 ft,39,41
200,2,1:07.0,Defensive rebound by B. Lopez,,39,41
201,2,1:00.0,,Violation by Z. Pachulia (kicked ball),39,41
202,2,0:49.0,J. Jack misses 2-pt jump shot from 15 ft,,39,41
203,2,0:47.0,,Defensive rebound by M. Carter-Williams,39,41
204,2,0:40.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,39,41
205,2,0:39.0,,Offensive rebound by G. Antetokounmpo,39,41
206,2,0:39.0,,G. Antetokounmpo misses 2-pt tip-in from 1 ft,39,41
207,2,0:38.0,Defensive rebound by J. Jack,,39,41
208,2,0:32.0,D. Williams misses 2-pt layup at rim,,39,41
209,2,0:30.0,,Defensive rebound by E. İlyasova,39,41
210,2,0:26.0,,M. Carter-Williams makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),39,43
211,2,0:04.0,J. Jack makes 2-pt jump shot from 8 ft,,41,43
212,2,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,41,43
213,2,0:00.0,,Offensive rebound by Team,41,43
214,3,11:50.0,Personal take foul by K. Middleton (drawn by B. Bogdanović),,41,43
215,3,11:36.0,T. Young misses 2-pt jump shot from 8 ft,,41,43
216,3,11:36.0,Offensive rebound by B. Lopez,,41,43
217,3,11:36.0,Personal foul by Z. Pachulia (drawn by B. Lopez),,41,43
218,3,11:24.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,41,43
219,3,11:22.0,Offensive rebound by B. Lopez,,41,43
220,3,11:16.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,41,43
221,3,11:15.0,,Defensive rebound by G. Antetokounmpo,41,43
222,3,11:01.0,,E. İlyasova makes 2-pt layup at rim (assist by G. Antetokounmpo),41,45
223,3,10:37.0,J. Johnson misses 3-pt jump shot from 27 ft,,41,45
224,3,10:37.0,Offensive rebound by T. Young,,41,45
225,3,10:37.0,,Offensive charge foul by T. Young (drawn by E. İlyasova),41,45
226,3,10:37.0,Turnover by T. Young (offensive foul),,41,45
227,3,10:17.0,,M. Carter-Williams makes 2-pt jump shot from 14 ft,41,47
228,3,9:56.0,Turnover by T. Young (lost ball; steal by M. Carter-Williams),,41,47
229,3,9:48.0,,K. Middleton misses 3-pt jump shot from 25 ft,41,47
230,3,9:47.0,,Offensive rebound by Z. Pachulia,41,47
231,3,9:41.0,,E. İlyasova makes 2-pt layup at rim (assist by K. Middleton),41,49
232,3,9:13.0,,Offensive charge foul by D. Williams (drawn by M. Carter-Williams),41,49
233,3,9:13.0,Turnover by D. Williams (offensive foul),,41,49
234,3,9:04.0,,Turnover by M. Carter-Williams (bad pass; steal by B. Bogdanović),41,49
235,3,8:52.0,J. Johnson misses 3-pt jump shot from 22 ft,,41,49
236,3,8:51.0,,Defensive rebound by K. Middleton,41,49
237,3,8:44.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by K. Middleton),41,51
238,3,8:44.0,Brooklyn full timeout,,41,51
239,3,8:36.0,D. Williams misses 2-pt jump shot from 17 ft,,41,51
240,3,8:35.0,,Defensive rebound by E. İlyasova,41,51
241,3,8:16.0,,Turnover by E. İlyasova (bad pass; steal by B. Lopez),41,51
242,3,8:12.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Williams),,43,51
243,3,7:55.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,43,51
244,3,7:54.0,Defensive rebound by J. Johnson,,43,51
245,3,7:48.0,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),,45,51
246,3,7:31.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,45,53
247,3,7:07.0,B. Lopez makes 2-pt jump shot from 17 ft (assist by T. Young),,47,53
248,3,6:51.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),47,55
249,3,6:34.0,Turnover by T. Young (lost ball; steal by M. Carter-Williams),,47,55
250,3,6:30.0,,Shooting foul by D. Williams (drawn by G. Antetokounmpo),47,55
251,3,6:30.0,,G. Antetokounmpo makes free throw 1 of 2,47,56
252,3,6:30.0,J. Jack enters the game for D. Williams,,47,56
253,3,6:30.0,E. Clark enters the game for T. Young,,47,56
254,3,6:30.0,,G. Antetokounmpo misses free throw 2 of 2,47,56
255,3,6:29.0,Defensive rebound by E. Clark,,47,56
256,3,6:17.0,J. Jack misses 2-pt jump shot from 17 ft,,47,56
257,3,6:15.0,,Defensive rebound by Z. Pachulia,47,56
258,3,6:03.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by K. Middleton),47,59
259,3,5:38.0,Turnover by B. Bogdanović (bad pass; steal by G. Antetokounmpo),,47,59
260,3,5:34.0,,E. İlyasova makes 2-pt layup at rim (assist by G. Antetokounmpo),47,61
261,3,5:34.0,Brooklyn full timeout,,47,61
262,3,5:13.0,Personal foul by M. Carter-Williams (drawn by E. Clark),,47,61
263,3,5:10.0,Offensive foul by B. Lopez (drawn by M. Carter-Williams),,47,61
264,3,5:10.0,Turnover by B. Lopez (offensive foul),,47,61
265,3,5:01.0,,Offensive foul by Z. Pachulia (drawn by B. Bogdanović),47,61
266,3,5:01.0,,Turnover by Z. Pachulia (offensive foul),47,61
267,3,4:49.0,Turnover by E. Clark (lost ball),,47,61
268,3,4:49.0,,Personal foul by E. Clark (drawn by G. Antetokounmpo),47,61
269,3,4:33.0,,Z. Pachulia makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),47,63
270,3,4:19.0,B. Bogdanović misses 2-pt jump shot from 4 ft,,47,63
271,3,4:19.0,Offensive rebound by Team,,47,63
272,3,4:15.0,Personal foul by Z. Pachulia (drawn by B. Lopez),,47,63
273,3,4:02.0,J. Johnson misses 2-pt jump shot from 13 ft,,47,63
274,3,3:59.0,,Defensive rebound by E. İlyasova,47,63
275,3,3:52.0,,K. Middleton makes 2-pt dunk at rim (assist by Z. Pachulia),47,65
276,3,3:38.0,J. Jack misses 2-pt layup from 1 ft,,47,65
277,3,3:36.0,,Defensive rebound by Z. Pachulia,47,65
278,3,3:31.0,,Shooting foul by E. Clark (drawn by E. İlyasova),47,65
279,3,3:31.0,,E. İlyasova makes free throw 1 of 2,47,66
280,3,3:31.0,M. Plumlee enters the game for B. Lopez,,47,66
281,3,3:31.0,T. Young enters the game for E. Clark,,47,66
282,3,3:31.0,,E. İlyasova makes free throw 2 of 2,47,67
283,3,3:25.0,Personal foul by G. Antetokounmpo (drawn by J. Johnson),,47,67
284,3,3:25.0,J. Johnson makes free throw 1 of 2,,48,67
285,3,3:25.0,J. Johnson makes free throw 2 of 2,,49,67
286,3,3:04.0,,Turnover by E. İlyasova (bad pass; steal by M. Plumlee),49,67
287,3,2:53.0,Shooting foul by Z. Pachulia (drawn by J. Johnson),,49,67
288,3,2:53.0,,Milwaukee full timeout,49,67
289,3,2:53.0,,O. Mayo enters the game for K. Middleton,49,67
290,3,2:53.0,,J. Henson enters the game for Z. Pachulia,49,67
291,3,2:53.0,J. Johnson misses free throw 1 of 2,,49,67
292,3,2:53.0,Offensive rebound by Team,,49,67
293,3,2:53.0,J. Johnson makes free throw 2 of 2,,50,67
294,3,2:28.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),50,69
295,3,2:15.0,Personal block foul by J. Henson (drawn by J. Jack),,50,69
296,3,2:15.0,J. Jack makes free throw 1 of 2,,51,69
297,3,2:15.0,D. Williams enters the game for J. Johnson,,51,69
298,3,2:15.0,J. Jack makes free throw 2 of 2,,52,69
299,3,2:02.0,,M. Carter-Williams makes 2-pt jump shot from 4 ft,52,71
300,3,1:41.0,T. Young makes 2-pt layup from 2 ft (assist by J. Jack),,54,71
301,3,1:15.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,54,71
302,3,1:13.0,,Offensive rebound by M. Carter-Williams,54,71
303,3,1:13.0,,M. Carter-Williams makes 2-pt tip-in at rim,54,73
304,3,0:59.0,Turnover by J. Jack (bad pass; steal by J. Henson),,54,73
305,3,0:55.0,,Turnover by O. Mayo (bad pass; steal by J. Jack),54,73
306,3,0:49.0,T. Young misses 2-pt layup from 1 ft,,54,73
307,3,0:49.0,Offensive rebound by M. Plumlee,,54,73
308,3,0:49.0,M. Plumlee makes 2-pt tip-in from 1 ft,,56,73
309,3,0:32.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,56,73
310,3,0:31.0,Defensive rebound by T. Young,,56,73
311,3,0:15.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Williams),,59,73
312,3,0:05.0,,Personal take foul by B. Bogdanović (drawn by G. Antetokounmpo),59,73
313,3,0:00.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Plumlee),59,73
314,3,0:00.0,,Offensive rebound by Team,59,73
315,4,11:43.0,,Personal foul by B. Bogdanović (drawn by J. Henson),59,73
316,4,11:38.0,,O. Mayo makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),59,75
317,4,11:18.0,M. Plumlee misses 2-pt layup from 1 ft,,59,75
318,4,11:17.0,,Defensive rebound by O. Mayo,59,75
319,4,11:11.0,,O. Mayo makes 3-pt jump shot from 26 ft,59,78
320,4,10:53.0,Turnover by T. Young (bad pass; steal by O. Mayo),,59,78
321,4,10:53.0,Loose ball foul by M. Plumlee (drawn by O. Mayo),,59,78
322,4,10:53.0,B. Lopez enters the game for M. Plumlee,,59,78
323,4,10:41.0,,J. Henson makes 2-pt dunk at rim (assist by G. Antetokounmpo),59,80
324,4,10:19.0,T. Young misses 2-pt hook shot from 6 ft,,59,80
325,4,10:18.0,,Defensive rebound by J. Henson,59,80
326,4,10:14.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by J. Bayless),59,82
327,4,10:14.0,,Shooting foul by J. Jack (drawn by G. Antetokounmpo),59,82
328,4,10:14.0,,G. Antetokounmpo misses free throw 1 of 1,59,82
329,4,10:13.0,Defensive rebound by B. Bogdanović,,59,82
330,4,10:03.0,Personal foul by J. Henson (drawn by B. Lopez),,59,82
331,4,10:03.0,J. Johnson enters the game for B. Bogdanović,,59,82
332,4,9:59.0,Personal foul by O. Mayo (drawn by J. Jack),,59,82
333,4,9:49.0,T. Young misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,59,82
334,4,9:47.0,,Defensive rebound by G. Antetokounmpo,59,82
335,4,9:38.0,,Personal foul by D. Williams (drawn by G. Antetokounmpo),59,82
336,4,9:24.0,,J. Dudley misses 2-pt jump shot from 18 ft,59,82
337,4,9:23.0,Defensive rebound by D. Williams,,59,82
338,4,9:16.0,Shooting foul by J. Henson (drawn by B. Lopez),,59,82
339,4,9:16.0,B. Lopez makes free throw 1 of 2,,60,82
340,4,9:16.0,B. Lopez makes free throw 2 of 2,,61,82
341,4,8:54.0,,O. Mayo misses 2-pt layup at rim (block by T. Young),61,82
342,4,8:54.0,,Offensive rebound by Team,61,82
343,4,8:54.0,Official timeout,,61,82
344,4,8:49.0,,O. Mayo makes 2-pt jump shot from 18 ft (assist by J. Dudley),61,84
345,4,8:33.0,T. Young makes 3-pt jump shot from 26 ft (assist by J. Johnson),,64,84
346,4,8:17.0,,J. Dudley misses 3-pt jump shot from 25 ft,64,84
347,4,8:16.0,,Offensive rebound by G. Antetokounmpo,64,84
348,4,8:08.0,,O. Mayo misses 3-pt jump shot from 26 ft,64,84
349,4,8:07.0,Defensive rebound by D. Williams,,64,84
350,4,7:59.0,T. Young misses 3-pt jump shot from 29 ft,,64,84
351,4,7:56.0,,Defensive rebound by G. Antetokounmpo,64,84
352,4,7:38.0,,Turnover by J. Henson (lost ball; steal by T. Young),64,84
353,4,7:33.0,T. Young misses 2-pt layup at rim,,64,84
354,4,7:32.0,,Defensive rebound by O. Mayo,64,84
355,4,7:24.0,,O. Mayo makes 3-pt jump shot from 27 ft (assist by J. Bayless),64,87
356,4,7:11.0,J. Jack misses 3-pt jump shot from 25 ft,,64,87
357,4,7:09.0,,Defensive rebound by G. Antetokounmpo,64,87
358,4,7:01.0,,O. Mayo misses 2-pt layup from 2 ft (block by B. Lopez),64,87
359,4,6:59.0,Defensive rebound by D. Williams,,64,87
360,4,6:59.0,Personal take foul by G. Antetokounmpo (drawn by D. Williams),,64,87
361,4,6:59.0,D. Morris enters the game for J. Johnson,,64,87
362,4,6:59.0,M. Brown enters the game for T. Young,,64,87
363,4,6:59.0,M. Plumlee enters the game for B. Lopez,,64,87
364,4,6:59.0,C. Jefferson enters the game for D. Williams,,64,87
365,4,6:59.0,,K. Middleton enters the game for G. Antetokounmpo,64,87
366,4,6:59.0,E. Clark enters the game for J. Jack,,64,87
367,4,6:42.0,M. Plumlee misses 2-pt hook shot from 3 ft (block by J. Henson),,64,87
368,4,6:40.0,Offensive rebound by M. Plumlee,,64,87
369,4,6:39.0,Shooting foul by O. Mayo (drawn by E. Clark),,64,87
370,4,6:39.0,E. Clark misses free throw 1 of 2,,64,87
371,4,6:39.0,Offensive rebound by Team,,64,87
372,4,6:39.0,E. Clark misses free throw 2 of 2,,64,87
373,4,6:37.0,Offensive rebound by M. Plumlee,,64,87
374,4,6:34.0,M. Plumlee misses 2-pt hook shot from 2 ft,,64,87
375,4,6:33.0,,Defensive rebound by J. Dudley,64,87
376,4,6:17.0,,O. Mayo misses 2-pt jump shot from 13 ft (block by M. Brown),64,87
