,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
389,4,5:07.0,L. Aldridge misses 2-pt jump shot from 3 ft (block by R. Hibbert),,84,73
390,4,5:07.0,,Defensive rebound by R. Hibbert,84,73
391,4,4:49.0,,C. Watson makes 3-pt jump shot from 23 ft (assist by D. West),84,76
392,4,4:32.0,N. Batum misses 3-pt jump shot from 26 ft,,84,76
393,4,4:29.0,Offensive rebound by R. Lopez,,84,76
394,4,4:28.0,R. Lopez makes 2-pt tip-in from 1 ft,,86,76
395,4,4:18.0,,D. West makes 2-pt jump shot from 19 ft (assist by C. Watson),86,78
396,4,3:57.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by S. Blake),,88,78
397,4,3:49.0,,Personal block foul by D. Lillard (drawn by C. Watson),88,78
398,4,3:49.0,W. Matthews enters the game for S. Blake,,88,78
399,4,3:34.0,,R. Hibbert misses 2-pt jump shot from 19 ft,88,78
400,4,3:33.0,Defensive rebound by R. Lopez,,88,78
401,4,3:32.0,Personal foul by S. Hill (drawn by R. Lopez),,88,78
402,4,3:20.0,D. Lillard makes 2-pt jump shot from 19 ft,,90,78
403,4,3:06.0,,Personal foul by D. Lillard (drawn by D. West),90,78
404,4,3:00.0,,S. Hill misses 2-pt jump shot from 4 ft (block by R. Lopez),90,78
405,4,2:59.0,Defensive rebound by Team,,90,78
406,4,2:59.0,Official timeout,,90,78
407,4,2:40.0,L. Aldridge misses 2-pt jump shot from 16 ft,,90,78
408,4,2:39.0,,Defensive rebound by R. Hibbert,90,78
409,4,2:39.0,,Personal foul by R. Lopez (drawn by R. Hibbert),90,78
410,4,2:39.0,,R. Hibbert makes free throw 1 of 2,90,79
411,4,2:39.0,,R. Hibbert makes free throw 2 of 2,90,80
412,4,2:23.0,D. Lillard misses 2-pt jump shot from 5 ft,,90,80
413,4,2:22.0,,Defensive rebound by R. Stuckey,90,80
414,4,2:08.0,,D. West misses 2-pt jump shot from 19 ft,90,80
415,4,2:07.0,Defensive rebound by W. Matthews,,90,80
416,4,1:51.0,Personal foul by C. Watson (drawn by D. Lillard),,90,80
417,4,1:51.0,D. Lillard makes free throw 1 of 2,,91,80
418,4,1:51.0,D. Lillard makes free throw 2 of 2,,92,80
419,4,1:51.0,,Indiana full timeout,92,80
420,4,1:31.0,,R. Stuckey misses 2-pt jump shot from 20 ft,92,80
421,4,1:29.0,,Offensive rebound by R. Stuckey,92,80
422,4,1:23.0,,D. West misses 3-pt jump shot from 23 ft,92,80
423,4,1:22.0,Defensive rebound by L. Aldridge,,92,80
424,4,0:58.0,N. Batum makes 3-pt jump shot from 25 ft (assist by R. Lopez),,95,80
425,4,0:44.0,,D. West makes 2-pt jump shot from 13 ft (assist by C. Watson),95,82
426,4,0:36.0,N. Batum misses 3-pt jump shot from 25 ft,,95,82
427,4,0:34.0,Offensive rebound by R. Lopez,,95,82
428,4,0:12.0,D. Lillard misses 2-pt jump shot from 12 ft,,95,82
429,4,0:11.0,,Defensive rebound by R. Hibbert,95,82
430,4,0:08.0,,R. Stuckey makes 2-pt layup from 2 ft (assist by R. Hibbert),95,84
431,4,0:08.0,,Shooting foul by N. Batum (drawn by R. Stuckey),95,84
432,4,0:08.0,,R. Stuckey makes free throw 1 of 1,95,85
