,QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
0,1,11:47.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,0,0
1,1,11:46.0,,Defensive rebound by E. İlyasova,0,0
2,1,11:32.0,,G. Antetokounmpo makes 2-pt jump shot from 17 ft (assist by Z. Pachulia),0,2
3,1,11:18.0,Turnover by A. Drummond (bad pass; steal by B. Knight),,0,2
4,1,11:13.0,,B. Knight misses 2-pt layup from 1 ft,0,2
5,1,11:11.0,Defensive rebound by A. Drummond,,0,2
6,1,10:47.0,A. Drummond misses 2-pt jump shot from 13 ft,,0,2
7,1,10:46.0,,Defensive rebound by K. Middleton,0,2
8,1,10:34.0,,Turnover by E. İlyasova (lost ball; steal by G. Monroe),0,2
9,1,10:31.0,Turnover by B. Jennings (bad pass),,0,2
10,1,10:17.0,,K. Middleton makes 2-pt jump shot from 14 ft,0,4
11,1,10:05.0,Shooting foul by Z. Pachulia (drawn by K. Singler),,0,4
12,1,10:05.0,K. Singler makes free throw 1 of 2,,1,4
13,1,10:05.0,K. Singler makes free throw 2 of 2,,2,4
14,1,9:57.0,,B. Knight makes 2-pt layup at rim,2,6
15,1,9:42.0,A. Drummond misses 2-pt hook shot from 8 ft,,2,6
16,1,9:41.0,Offensive rebound by G. Monroe,,2,6
17,1,9:41.0,G. Monroe misses 2-pt tip-in from 1 ft,,2,6
18,1,9:40.0,,Defensive rebound by K. Middleton,2,6
19,1,9:31.0,,Turnover by K. Middleton (bad pass; steal by K. Caldwell-Pope),2,6
20,1,9:27.0,B. Jennings misses 2-pt jump shot from 3 ft,,2,6
21,1,9:23.0,Offensive rebound by G. Monroe,,2,6
22,1,9:20.0,A. Drummond makes 2-pt jump shot from 9 ft,,4,6
23,1,9:09.0,,E. İlyasova misses 3-pt jump shot from 26 ft,4,6
24,1,9:07.0,Defensive rebound by K. Singler,,4,6
25,1,9:03.0,A. Drummond makes 2-pt dunk at rim (assist by B. Jennings),,6,6
26,1,8:47.0,,Z. Pachulia makes 2-pt layup at rim (assist by K. Middleton),6,8
27,1,8:26.0,B. Jennings misses 2-pt jump shot from 14 ft,,6,8
28,1,8:23.0,Offensive rebound by A. Drummond,,6,8
29,1,8:02.0,K. Singler misses 3-pt jump shot from 25 ft,,6,8
30,1,8:01.0,,Defensive rebound by B. Knight,6,8
31,1,7:52.0,,Z. Pachulia misses 2-pt layup at rim,6,8
32,1,7:51.0,,Offensive rebound by B. Knight,6,8
33,1,7:51.0,,B. Knight misses 2-pt tip-in at rim,6,8
34,1,7:50.0,Defensive rebound by K. Singler,,6,8
35,1,7:46.0,B. Jennings misses 2-pt layup at rim (block by E. İlyasova),,6,8
