,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PHILADELPHIA_ACTION,PHOENIX_SCORE,PHILADELPHIA_SCORE
383,4,7:23.0,,Offensive foul by D. Gordon (drawn by I. Thomas),103,76
384,4,7:23.0,,Turnover by D. Gordon (offensive foul),103,76
385,4,7:11.0,I. Thomas misses 2-pt jump shot from 15 ft,,103,76
386,4,7:10.0,,Defensive rebound by D. Gordon,103,76
387,4,7:02.0,,Shooting foul by I. Thomas (drawn by M. Carter-Williams),103,76
388,4,7:02.0,,M. Carter-Williams misses free throw 1 of 2,103,76
389,4,7:02.0,,Offensive rebound by Team,103,76
390,4,7:02.0,,B. Davies enters the game for R. Covington,103,76
391,4,7:02.0,,K. McDaniels enters the game for N. Noel,103,76
392,4,7:02.0,,M. Carter-Williams misses free throw 2 of 2,103,76
393,4,7:02.0,Defensive rebound by A. Tolliver,,103,76
394,4,6:51.0,Shooting foul by M. Carter-Williams (drawn by I. Thomas),,103,76
395,4,6:51.0,I. Thomas makes free throw 1 of 2,,104,76
396,4,6:51.0,I. Thomas makes free throw 2 of 2,,105,76
397,4,6:45.0,,Personal foul by A. Tolliver (drawn by B. Davies),105,76
398,4,6:45.0,,B. Davies makes free throw 1 of 2,105,77
399,4,6:45.0,,B. Davies makes free throw 2 of 2,105,78
400,4,6:30.0,A. Tolliver makes 2-pt layup from 2 ft (assist by I. Thomas),,107,78
401,4,6:14.0,,M. Carter-Williams misses 2-pt layup from 1 ft,107,78
402,4,6:13.0,,Offensive rebound by B. Davies,107,78
403,4,6:12.0,,B. Davies makes 2-pt layup from 1 ft,107,80
404,4,6:04.0,Turnover by T. Warren (bad pass; steal by M. Carter-Williams),,107,80
405,4,6:00.0,,M. Carter-Williams makes 2-pt layup from 2 ft,107,82
406,4,6:00.0,,Shooting foul by T. Warren (drawn by M. Carter-Williams),107,82
407,4,6:00.0,,M. Carter-Williams misses free throw 1 of 1,107,82
408,4,5:59.0,Defensive rebound by A. Len,,107,82
409,4,5:41.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by A. Len),,110,82
410,4,5:33.0,,Philadelphia full timeout,110,82
411,4,5:33.0,Official timeout,,110,82
412,4,5:33.0,,N. Noel enters the game for D. Gordon,110,82
413,4,5:33.0,,A. Shved enters the game for H. Thompson,110,82
414,4,5:26.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Len),110,82
415,4,5:12.0,T. Warren misses 2-pt jump shot from 17 ft,,110,82
416,4,5:10.0,,Defensive rebound by N. Noel,110,82
417,4,4:56.0,,A. Shved makes 3-pt jump shot from 27 ft (assist by N. Noel),110,85
418,4,4:38.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by I. Thomas),,113,85
419,4,4:13.0,,K. McDaniels makes 2-pt layup from 2 ft (assist by N. Noel),113,87
420,4,4:02.0,I. Thomas misses 2-pt jump shot from 17 ft,,113,87
421,4,4:00.0,Offensive rebound by A. Len,,113,87
422,4,3:58.0,A. Len makes 2-pt jump shot from 10 ft,,115,87
423,4,3:42.0,,A. Shved misses 3-pt jump shot from 23 ft,115,87
424,4,3:41.0,Defensive rebound by A. Tolliver,,115,87
425,4,3:29.0,A. Goodwin makes 3-pt jump shot from 25 ft (assist by I. Thomas),,118,87
426,4,3:13.0,,Personal foul by A. Goodwin (drawn by M. Carter-Williams),118,87
427,4,3:13.0,,M. Carter-Williams makes free throw 1 of 2,118,88
428,4,3:13.0,M. Plumlee enters the game for A. Len,,118,88
429,4,3:13.0,,D. Gordon enters the game for N. Noel,118,88
430,4,3:13.0,,M. Carter-Williams makes free throw 2 of 2,118,89
431,4,2:58.0,A. Tolliver misses 3-pt jump shot from 25 ft,,118,89
432,4,2:57.0,,Defensive rebound by M. Carter-Williams,118,89
433,4,2:48.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Goodwin),118,89
434,4,2:45.0,A. Goodwin misses 2-pt layup from 1 ft,,118,89
435,4,2:43.0,Offensive rebound by I. Thomas,,118,89
436,4,2:40.0,I. Thomas makes 2-pt jump shot from 12 ft,,120,89
437,4,2:40.0,,Philadelphia full timeout,120,89
438,4,2:40.0,,R. Covington enters the game for M. Carter-Williams,120,89
439,4,2:32.0,,Shooting foul by A. Goodwin (drawn by K. McDaniels),120,89
440,4,2:32.0,,K. McDaniels makes free throw 1 of 2,120,90
441,4,2:32.0,,K. McDaniels makes free throw 2 of 2,120,91
442,4,2:22.0,A. Goodwin makes 2-pt dunk at rim (assist by I. Thomas),,122,91
443,4,2:09.0,,Personal foul by A. Goodwin (drawn by B. Davies),122,91
444,4,2:09.0,,B. Davies makes free throw 1 of 2,122,92
445,4,2:09.0,S. Randolph enters the game for I. Thomas,,122,92
446,4,2:09.0,,B. Davies misses free throw 2 of 2,122,92
447,4,2:08.0,Defensive rebound by M. Plumlee,,122,92
448,4,1:55.0,Phoenix full timeout,,122,92
449,4,1:50.0,T. Warren misses 2-pt jump shot from 13 ft,,122,92
450,4,1:48.0,,Defensive rebound by K. McDaniels,122,92
451,4,1:34.0,,K. McDaniels makes 2-pt jump shot from 16 ft,122,94
452,4,1:15.0,Turnover by T. Warren (bad pass; steal by R. Covington),,122,94
453,4,1:07.0,,R. Covington misses 2-pt jump shot from 8 ft,122,94
454,4,1:06.0,Defensive rebound by M. Plumlee,,122,94
455,4,0:50.0,A. Tolliver misses 3-pt jump shot from 24 ft,,122,94
456,4,0:47.0,,Defensive rebound by B. Davies,122,94
457,4,0:44.0,,Philadelphia full timeout,122,94
458,4,0:34.0,,D. Gordon misses 3-pt jump shot from 25 ft,122,94
459,4,0:33.0,Defensive rebound by Team,,122,94
460,4,0:13.0,Turnover by A. Goodwin (bad pass; steal by R. Covington),,122,94
461,4,0:09.0,,R. Covington makes 2-pt layup from 1 ft (assist by A. Shved),122,96
