,QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
0,1,11:44.0,C. Frye misses 2-pt jump shot from 16 ft,,0,0
1,1,11:42.0,,Defensive rebound by S. Hill,0,0
2,1,11:34.0,,D. West makes 2-pt layup from 1 ft (assist by S. Hill),0,2
3,1,11:18.0,N. Vučević misses 2-pt jump shot from 15 ft,,0,2
4,1,11:18.0,,Defensive rebound by D. West,0,2
5,1,11:10.0,,D. West misses 2-pt jump shot from 21 ft,0,2
6,1,11:09.0,Defensive rebound by T. Harris,,0,2
7,1,10:59.0,T. Harris misses 2-pt layup from 1 ft,,0,2
8,1,10:58.0,,Defensive rebound by D. West,0,2
9,1,10:53.0,,S. Hill misses 2-pt jump shot from 5 ft,0,2
10,1,10:52.0,Defensive rebound by N. Vučević,,0,2
11,1,10:43.0,C. Frye makes 3-pt jump shot from 26 ft (assist by V. Oladipo),,3,2
12,1,10:43.0,Shooting foul by D. West (drawn by C. Frye),,3,2
13,1,10:43.0,C. Frye misses free throw 1 of 1,,3,2
14,1,10:43.0,,Defensive rebound by I. Mahinmi,3,2
15,1,10:20.0,,D. Sloan misses 2-pt jump shot from 14 ft (block by N. Vučević),3,2
16,1,10:19.0,,Offensive rebound by D. Sloan,3,2
17,1,10:17.0,,D. Sloan misses 2-pt jump shot from 16 ft,3,2
18,1,10:16.0,,Offensive rebound by D. West,3,2
19,1,10:14.0,,D. West makes 2-pt layup from 2 ft,3,4
20,1,10:05.0,Personal foul by D. West (drawn by C. Frye),,3,4
21,1,10:05.0,,L. Scola enters the game for D. West,3,4
22,1,9:57.0,N. Vučević misses 2-pt jump shot from 5 ft,,3,4
23,1,9:56.0,,Defensive rebound by L. Scola,3,4
24,1,9:51.0,,Offensive foul by I. Mahinmi (drawn by N. Vučević),3,4
25,1,9:51.0,,Turnover by I. Mahinmi (offensive foul),3,4
26,1,9:37.0,N. Vučević misses 2-pt hook shot from 6 ft,,3,4
27,1,9:36.0,,Defensive rebound by R. Stuckey,3,4
28,1,9:32.0,,R. Stuckey makes 2-pt jump shot from 6 ft,3,6
29,1,9:32.0,,Shooting foul by E. Fournier (drawn by R. Stuckey),3,6
30,1,9:32.0,,R. Stuckey makes free throw 1 of 1,3,7
31,1,9:14.0,E. Fournier misses 2-pt layup from 1 ft,,3,7
32,1,9:13.0,,Defensive rebound by S. Hill,3,7
33,1,9:09.0,,R. Stuckey misses 2-pt layup from 4 ft,3,7
34,1,9:08.0,Defensive rebound by V. Oladipo,,3,7
35,1,9:02.0,Shooting foul by S. Hill (drawn by T. Harris),,3,7
36,1,9:02.0,T. Harris makes free throw 1 of 2,,4,7
37,1,9:02.0,T. Harris makes free throw 2 of 2,,5,7
38,1,8:40.0,,S. Hill makes 2-pt jump shot from 11 ft,5,9
39,1,8:22.0,Personal foul by I. Mahinmi (drawn by N. Vučević),,5,9
40,1,8:22.0,,L. Allen enters the game for I. Mahinmi,5,9
41,1,8:16.0,T. Harris makes 2-pt layup from 2 ft,,7,9
42,1,8:02.0,,L. Allen misses 2-pt jump shot from 11 ft,7,9
43,1,8:01.0,,Offensive rebound by L. Scola,7,9
44,1,8:01.0,,L. Scola makes 2-pt tip-in at rim,7,11
45,1,7:45.0,Turnover by C. Frye (lost ball; steal by L. Scola),,7,11
46,1,7:39.0,,S. Hill misses 3-pt jump shot from 25 ft,7,11
47,1,7:38.0,,Offensive rebound by Team,7,11
48,1,7:35.0,,Turnover by L. Scola (bad pass; steal by V. Oladipo),7,11
49,1,7:28.0,T. Harris misses 2-pt jump shot from 3 ft (block by L. Allen),,7,11
50,1,7:28.0,,Defensive rebound by Team,7,11
51,1,7:09.0,,S. Hill misses 3-pt jump shot from 23 ft,7,11
52,1,7:08.0,,Offensive rebound by L. Allen,7,11
53,1,7:01.0,,Shooting foul by T. Harris (drawn by S. Hill),7,11
54,1,7:01.0,,S. Hill makes free throw 1 of 2,7,12
55,1,7:01.0,,S. Hill makes free throw 2 of 2,7,13
56,1,6:48.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Fournier),,9,13
57,1,6:33.0,,Turnover by L. Scola (bad pass; steal by N. Vučević),9,13
58,1,6:27.0,Turnover by T. Harris (bad pass),,9,13
59,1,6:12.0,,R. Stuckey makes 2-pt jump shot from 6 ft,9,15
60,1,6:00.0,V. Oladipo makes 2-pt jump shot from 14 ft,,11,15
61,1,5:45.0,,D. Sloan misses 2-pt layup from 2 ft,11,15
62,1,5:44.0,,Offensive rebound by L. Allen,11,15
63,1,5:43.0,,L. Allen misses 2-pt tip-in from 3 ft,11,15
64,1,5:42.0,,Offensive rebound by D. Sloan,11,15
65,1,5:40.0,,S. Hill misses 3-pt jump shot from 25 ft,11,15
66,1,5:39.0,Defensive rebound by V. Oladipo,,11,15
67,1,5:32.0,V. Oladipo makes 2-pt layup from 2 ft,,13,15
68,1,5:20.0,,Shooting foul by T. Harris (drawn by L. Scola),13,15
69,1,5:20.0,,Indiana full timeout,13,15
70,1,5:20.0,,L. Scola misses free throw 1 of 2,13,15
71,1,5:20.0,,Offensive rebound by Team,13,15
72,1,5:20.0,,L. Scola makes free throw 2 of 2,13,16
73,1,5:01.0,B. Gordon enters the game for E. Fournier,,13,16
74,1,5:01.0,E. Payton enters the game for V. Oladipo,,13,16
75,1,4:57.0,N. Vučević makes 2-pt jump shot from 10 ft,,15,16
76,1,4:33.0,,S. Hill misses 2-pt layup from 2 ft,15,16
77,1,4:32.0,,Offensive rebound by L. Scola,15,16
78,1,4:30.0,,L. Scola misses 2-pt jump shot from 6 ft,15,16
79,1,4:28.0,,Offensive rebound by L. Allen,15,16
80,1,4:24.0,,D. Sloan misses 3-pt jump shot from 25 ft,15,16
81,1,4:19.0,Defensive rebound by B. Gordon,,15,16
82,1,4:16.0,B. Gordon makes 3-pt jump shot from 25 ft,,18,16
83,1,3:55.0,,R. Stuckey makes 2-pt layup from 3 ft (assist by L. Allen),18,18
84,1,3:41.0,T. Harris misses 2-pt jump shot from 16 ft,,18,18
85,1,3:40.0,,Defensive rebound by L. Allen,18,18
86,1,3:30.0,,L. Allen makes 2-pt jump shot from 20 ft (assist by S. Hill),18,20
87,1,3:13.0,N. Vučević misses 2-pt hook shot from 8 ft,,18,20
88,1,3:12.0,,Defensive rebound by L. Allen,18,20
89,1,3:03.0,,L. Scola misses 2-pt jump shot from 18 ft,18,20
90,1,3:02.0,Defensive rebound by E. Payton,,18,20
91,1,2:57.0,Orlando full timeout,,18,20
92,1,2:57.0,W. Green enters the game for C. Frye,,18,20
93,1,2:57.0,K. O'Quinn enters the game for N. Vučević,,18,20
94,1,2:57.0,,C. Miles enters the game for S. Hill,18,20
95,1,2:45.0,K. O'Quinn misses 2-pt jump shot from 18 ft,,18,20
96,1,2:43.0,,Defensive rebound by L. Scola,18,20
97,1,2:26.0,,R. Stuckey makes 2-pt jump shot from 21 ft,18,22
98,1,2:14.0,Turnover by B. Gordon (lost ball; steal by L. Scola),,18,22
99,1,2:01.0,,C. Miles misses 2-pt jump shot from 6 ft,18,22
100,1,1:58.0,Defensive rebound by K. O'Quinn,,18,22
101,1,1:47.0,W. Green misses 3-pt jump shot from 24 ft,,18,22
102,1,1:46.0,,Defensive rebound by D. Sloan,18,22
103,1,1:37.0,,L. Scola makes 2-pt layup from 2 ft (assist by D. Sloan),18,24
104,1,1:22.0,Turnover by E. Payton (bad pass; steal by L. Scola),,18,24
105,1,1:17.0,,R. Stuckey misses 2-pt layup from 2 ft,18,24
106,1,1:15.0,,Offensive rebound by L. Scola,18,24
107,1,1:15.0,,L. Scola misses 2-pt tip-in from 2 ft,18,24
108,1,1:14.0,Defensive rebound by T. Harris,,18,24
109,1,0:59.0,W. Green makes 2-pt jump shot from 18 ft,,20,24
110,1,0:43.0,,D. Sloan misses 3-pt jump shot from 25 ft,20,24
111,1,0:42.0,Defensive rebound by B. Gordon,,20,24
112,1,0:34.0,W. Green misses 3-pt jump shot from 25 ft,,20,24
113,1,0:33.0,,Defensive rebound by L. Allen,20,24
114,1,0:25.0,,Shooting foul by E. Payton (drawn by C. Miles),20,24
115,1,0:25.0,,C. Miles makes free throw 1 of 2,20,25
116,1,0:25.0,A. Nicholson enters the game for T. Harris,,20,25
117,1,0:25.0,,C. Watson enters the game for D. Sloan,20,25
118,1,0:25.0,,I. Mahinmi enters the game for L. Allen,20,25
119,1,0:25.0,,C. Miles makes free throw 2 of 2,20,26
120,1,0:06.0,,C. Copeland enters the game for I. Mahinmi,20,26
121,1,0:01.0,E. Payton misses 3-pt jump shot from 26 ft,,20,26
122,1,0:00.0,,Defensive rebound by L. Scola,20,26
123,2,11:41.0,,C. Miles misses 3-pt jump shot from 26 ft,20,26
124,2,11:39.0,,Offensive rebound by C. Watson,20,26
125,2,11:34.0,,L. Scola misses 2-pt layup from 2 ft,20,26
126,2,11:33.0,Defensive rebound by W. Green,,20,26
127,2,11:28.0,Shooting foul by L. Scola (drawn by K. O'Quinn),,20,26
128,2,11:28.0,K. O'Quinn makes free throw 1 of 2,,21,26
129,2,11:28.0,,L. Allen enters the game for L. Scola,21,26
130,2,11:28.0,K. O'Quinn makes free throw 2 of 2,,22,26
131,2,11:13.0,,L. Allen makes 2-pt jump shot from 19 ft (assist by C. Watson),22,28
132,2,10:56.0,Turnover by B. Gordon (bad pass; steal by C. Watson),,22,28
133,2,10:52.0,,C. Watson makes 2-pt layup from 1 ft,22,30
134,2,10:36.0,E. Payton misses 2-pt layup from 3 ft,,22,30
135,2,10:36.0,,Defensive rebound by L. Allen,22,30
136,2,10:26.0,,D. West makes 2-pt layup from 2 ft (assist by C. Copeland),22,32
137,2,10:18.0,Orlando full timeout,,22,32
138,2,10:18.0,E. Fournier enters the game for W. Green,,22,32
139,2,10:18.0,C. Frye enters the game for A. Nicholson,,22,32
140,2,10:11.0,K. O'Quinn makes 2-pt jump shot from 5 ft (assist by E. Payton),,24,32
141,2,9:53.0,,D. West misses 2-pt jump shot from 10 ft,24,32
142,2,9:52.0,Defensive rebound by E. Payton,,24,32
143,2,9:45.0,B. Gordon makes 2-pt jump shot from 19 ft (assist by E. Payton),,26,32
144,2,9:32.0,,C. Watson makes 2-pt jump shot from 16 ft,26,34
145,2,9:20.0,B. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),,29,34
146,2,8:59.0,,C. Miles misses 2-pt jump shot from 15 ft,29,34
147,2,8:58.0,Defensive rebound by C. Frye,,29,34
148,2,8:50.0,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),,32,34
149,2,8:29.0,,D. West misses 2-pt layup at rim (block by C. Frye),32,34
150,2,8:27.0,,Offensive rebound by L. Allen,32,34
151,2,8:26.0,,L. Allen misses 2-pt jump shot from 5 ft,32,34
152,2,8:25.0,,Offensive rebound by D. West,32,34
153,2,8:25.0,,Shooting foul by K. O'Quinn (drawn by D. West),32,34
154,2,8:25.0,,D. West misses free throw 1 of 2,32,34
155,2,8:25.0,,Offensive rebound by Team,32,34
156,2,8:25.0,N. Vučević enters the game for K. O'Quinn,,32,34
157,2,8:25.0,,D. West makes free throw 2 of 2,32,35
