,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ORLANDO_ACTION,NEW ORLEANS_SCORE,ORLANDO_SCORE
0,1,11:48.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),0,2
1,1,11:31.0,A. Davis makes 2-pt jump shot from 18 ft (assist by E. Gordon),,2,2
2,1,11:19.0,,N. Vučević misses 2-pt jump shot from 15 ft,2,2
3,1,11:19.0,Defensive rebound by T. Evans,,2,2
4,1,11:09.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),,5,2
5,1,10:52.0,,E. Fournier misses 2-pt jump shot from 18 ft,5,2
6,1,10:51.0,,Offensive rebound by N. Vučević,5,2
7,1,10:47.0,,C. Frye misses 3-pt jump shot from 25 ft,5,2
8,1,10:45.0,Defensive rebound by A. Davis,,5,2
9,1,10:31.0,A. Davis misses 2-pt jump shot from 17 ft,,5,2
10,1,10:29.0,Offensive rebound by A. Davis,,5,2
11,1,10:26.0,Turnover by A. Davis (bad pass),,5,2
12,1,10:12.0,,Turnover by V. Oladipo (bad pass; steal by D. Cunningham),5,2
13,1,10:05.0,Personal foul by C. Frye (drawn by A. Davis),,5,2
14,1,9:52.0,T. Evans misses 3-pt jump shot from 23 ft,,5,2
15,1,9:51.0,,Defensive rebound by Team,5,2
16,1,9:51.0,Loose ball foul by Ö. Aşık (drawn by C. Frye),,5,2
17,1,9:41.0,,C. Frye misses 3-pt jump shot from 25 ft,5,2
18,1,9:39.0,Defensive rebound by Ö. Aşık,,5,2
19,1,9:26.0,E. Gordon makes 2-pt layup from 1 ft (assist by Ö. Aşık),,7,2
20,1,9:13.0,Violation by T. Evans (kicked ball),,7,2
21,1,9:06.0,,Turnover by C. Frye (bad pass),7,2
22,1,8:52.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),,10,2
23,1,8:36.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),10,4
24,1,8:19.0,Personal foul by C. Frye (drawn by A. Davis),,10,4
25,1,8:19.0,,D. Dedmon enters the game for C. Frye,10,4
26,1,8:12.0,T. Evans misses 2-pt jump shot from 11 ft,,10,4
27,1,8:10.0,,Defensive rebound by N. Vučević,10,4
28,1,7:57.0,,V. Oladipo makes 2-pt jump shot from 16 ft (assist by E. Payton),10,6
29,1,7:34.0,Turnover by A. Davis (lost ball; steal by V. Oladipo),,10,6
30,1,7:32.0,,Personal foul by E. Gordon (drawn by V. Oladipo),10,6
31,1,7:25.0,,V. Oladipo makes 2-pt jump shot from 13 ft (assist by E. Payton),10,8
32,1,6:53.0,,D. Dedmon misses 2-pt hook shot from 6 ft,10,8
33,1,6:52.0,Defensive rebound by Ö. Aşık,,10,8
34,1,6:43.0,Turnover by E. Gordon (step out of bounds),,10,8
35,1,6:26.0,,V. Oladipo misses 3-pt jump shot from 25 ft,10,8
36,1,6:25.0,Defensive rebound by E. Gordon,,10,8
37,1,6:12.0,,Offensive charge foul by A. Davis (drawn by V. Oladipo),10,8
38,1,6:12.0,Turnover by A. Davis (offensive foul),,10,8
39,1,5:54.0,,E. Fournier makes 3-pt jump shot from 22 ft (assist by E. Payton),10,11
40,1,5:39.0,,Orlando full timeout,10,11
41,1,5:39.0,T. Evans misses 3-pt jump shot from 23 ft,,10,11
42,1,5:39.0,,Defensive rebound by E. Payton,10,11
43,1,5:34.0,,E. Payton misses 2-pt layup from 1 ft (block by D. Cunningham),10,11
44,1,5:33.0,Defensive rebound by Ö. Aşık,,10,11
45,1,5:16.0,D. Cunningham makes 2-pt layup at rim (assist by T. Evans),,12,11
46,1,4:54.0,,N. Vučević misses 2-pt jump shot from 12 ft,12,11
47,1,4:54.0,Defensive rebound by E. Gordon,,12,11
48,1,4:33.0,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),,14,11
49,1,4:17.0,,V. Oladipo makes 2-pt layup at rim,14,13
50,1,4:01.0,A. Davis misses 2-pt jump shot from 21 ft,,14,13
51,1,4:01.0,,Defensive rebound by E. Payton,14,13
52,1,3:51.0,,V. Oladipo makes 2-pt jump shot from 14 ft,14,15
53,1,3:28.0,Personal foul by E. Fournier (drawn by Ö. Aşık),,14,15
54,1,3:28.0,Q. Pondexter enters the game for D. Cunningham,,14,15
55,1,3:16.0,Ö. Aşık makes 2-pt dunk at rim (assist by T. Evans),,16,15
56,1,3:08.0,,N. Vučević misses 2-pt jump shot from 20 ft,16,15
57,1,3:07.0,Defensive rebound by A. Davis,,16,15
58,1,2:56.0,Shooting foul by E. Payton (drawn by T. Evans),,16,15
59,1,2:56.0,New Orleans full timeout,,16,15
60,1,2:56.0,R. Anderson enters the game for Ö. Aşık,,16,15
61,1,2:56.0,L. Babbitt enters the game for E. Gordon,,16,15
62,1,2:56.0,,W. Green enters the game for E. Payton,16,15
63,1,2:56.0,T. Evans misses free throw 1 of 2,,16,15
64,1,2:56.0,Offensive rebound by Team,,16,15
65,1,2:56.0,T. Evans makes free throw 2 of 2,,17,15
66,1,2:43.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by V. Oladipo),17,17
67,1,2:20.0,Q. Pondexter makes 2-pt layup from 1 ft (assist by A. Davis),,19,17
68,1,2:04.0,,V. Oladipo misses 2-pt layup from 1 ft,19,17
69,1,2:04.0,,Offensive rebound by Team,19,17
70,1,2:04.0,,A. Nicholson enters the game for N. Vučević,19,17
71,1,2:04.0,,A. Gordon enters the game for E. Fournier,19,17
72,1,1:57.0,,Turnover by A. Gordon (bad pass; steal by L. Babbitt),19,17
73,1,1:50.0,Turnover by T. Evans (bad pass; steal by D. Dedmon),,19,17
74,1,1:41.0,,W. Green makes 2-pt layup from 2 ft,19,19
75,1,1:21.0,Shooting block foul by V. Oladipo (drawn by T. Evans),,19,19
76,1,1:21.0,T. Evans misses free throw 1 of 2,,19,19
77,1,1:21.0,Offensive rebound by Team,,19,19
78,1,1:21.0,T. Evans makes free throw 2 of 2,,20,19
79,1,1:04.0,,A. Nicholson misses 2-pt hook shot from 7 ft,20,19
80,1,1:04.0,Defensive rebound by L. Babbitt,,20,19
81,1,0:51.0,T. Evans misses 2-pt layup from 2 ft (block by A. Gordon),,20,19
82,1,0:50.0,,Defensive rebound by A. Gordon,20,19
83,1,0:32.0,,V. Oladipo misses 2-pt layup at rim (block by A. Davis),20,19
