,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
25,1,8:39.0,O. Porter makes free throw 1 of 2,,7,6
26,1,8:39.0,O. Porter makes free throw 2 of 2,,8,6
27,1,8:20.0,,D. DeRozan misses 2-pt jump shot from 15 ft,8,6
28,1,8:19.0,Defensive rebound by O. Porter,,8,6
29,1,8:08.0,M. Gortat misses 2-pt jump shot from 15 ft,,8,6
30,1,8:07.0,,Defensive rebound by A. Johnson,8,6
31,1,7:59.0,,J. Johnson makes 2-pt jump shot from 2 ft,8,8
32,1,7:51.0,Shooting foul by J. Johnson (drawn by N. Hilário),,8,8
33,1,7:51.0,N. Hilário misses free throw 1 of 2,,8,8
34,1,7:51.0,Offensive rebound by Team,,8,8
35,1,7:51.0,,L. Williams enters the game for J. Johnson,8,8
36,1,7:51.0,N. Hilário misses free throw 2 of 2,,8,8
37,1,7:50.0,Offensive rebound by O. Porter,,8,8
38,1,7:42.0,P. Pierce misses 3-pt jump shot from 25 ft,,8,8
39,1,7:41.0,,Defensive rebound by L. Williams,8,8
40,1,7:34.0,,L. Williams makes 2-pt jump shot from 18 ft,8,10
41,1,7:29.0,Turnover by P. Pierce (lost ball),,8,10
42,1,7:26.0,,Shooting block foul by O. Porter (drawn by L. Williams),8,10
43,1,7:26.0,,L. Williams makes free throw 1 of 2,8,11
44,1,7:26.0,,L. Williams makes free throw 2 of 2,8,12
45,1,7:17.0,P. Pierce makes 2-pt dunk at rim (assist by O. Porter),,10,12
46,1,7:00.0,,Shooting block foul by N. Hilário (drawn by A. Johnson),10,12
47,1,7:00.0,,A. Johnson makes free throw 1 of 2,10,13
48,1,7:00.0,,A. Johnson makes free throw 2 of 2,10,14
49,1,6:42.0,O. Porter misses 3-pt jump shot from 25 ft,,10,14
50,1,6:41.0,,Defensive rebound by K. Lowry,10,14
51,1,6:25.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,10,14
52,1,6:24.0,Defensive rebound by N. Hilário,,10,14
53,1,6:17.0,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),,12,14
54,1,6:09.0,,Toronto full timeout,12,14
55,1,5:59.0,,D. DeRozan makes 2-pt jump shot from 16 ft (assist by K. Lowry),12,16
56,1,5:39.0,O. Porter misses 2-pt jump shot from 14 ft,,12,16
57,1,5:38.0,,Defensive rebound by J. Valančiūnas,12,16
58,1,5:27.0,,D. DeRozan misses 2-pt jump shot from 21 ft,12,16
59,1,5:26.0,Defensive rebound by N. Hilário,,12,16
60,1,5:14.0,N. Hilário misses 2-pt jump shot from 15 ft,,12,16
61,1,5:13.0,,Defensive rebound by A. Johnson,12,16
62,1,5:07.0,,L. Williams misses 3-pt jump shot from 24 ft,12,16
63,1,5:06.0,Defensive rebound by O. Porter,,12,16
64,1,5:00.0,P. Pierce misses 2-pt layup from 1 ft,,12,16
65,1,4:59.0,Offensive rebound by J. Wall,,12,16
66,1,4:55.0,J. Wall makes 2-pt layup at rim,,14,16
67,1,4:41.0,,D. DeRozan misses 2-pt jump shot from 19 ft,14,16
68,1,4:40.0,,Offensive rebound by J. Valančiūnas,14,16
69,1,4:32.0,,Turnover by D. DeRozan (bad pass; steal by J. Wall),14,16
70,1,4:24.0,O. Porter misses 3-pt jump shot from 25 ft,,14,16
71,1,4:23.0,Offensive rebound by N. Hilário,,14,16
72,1,4:20.0,N. Hilário makes 2-pt hook shot from 3 ft,,16,16
73,1,4:07.0,,K. Lowry makes 3-pt jump shot from 24 ft,16,19
74,1,3:56.0,J. Wall misses 2-pt jump shot from 16 ft,,16,19
75,1,3:54.0,,Defensive rebound by J. Valančiūnas,16,19
76,1,3:44.0,D. Gooden enters the game for N. Hilário,,16,19
77,1,3:44.0,G. Temple enters the game for O. Porter,,16,19
78,1,3:44.0,,P. Patterson enters the game for A. Johnson,16,19
79,1,3:30.0,,D. DeRozan misses 2-pt jump shot from 10 ft (block by M. Gortat),16,19
80,1,3:29.0,Defensive rebound by G. Temple,,16,19
81,1,3:23.0,P. Pierce makes 2-pt layup from 3 ft (assist by J. Wall),,18,19
82,1,3:04.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by D. DeRozan),18,21
83,1,2:55.0,J. Wall makes 2-pt layup at rim,,20,21
84,1,2:30.0,,Turnover by J. Valančiūnas (lost ball; steal by G. Temple),20,21
85,1,2:24.0,J. Wall makes 2-pt layup from 1 ft (assist by G. Temple),,22,21
86,1,2:02.0,,P. Patterson misses 2-pt hook shot from 6 ft,22,21
87,1,2:01.0,Defensive rebound by M. Gortat,,22,21
88,1,1:59.0,Turnover by M. Gortat (bad pass; steal by P. Patterson),,22,21
89,1,1:56.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by P. Patterson),22,23
90,1,1:47.0,Washington full timeout,,22,23
91,1,1:47.0,,T. Ross enters the game for J. Valančiūnas,22,23
92,1,1:47.0,,T. Hansbrough enters the game for D. DeRozan,22,23
93,1,1:47.0,R. Butler enters the game for P. Pierce,,22,23
94,1,1:37.0,R. Butler misses 2-pt jump shot from 16 ft,,22,23
95,1,1:36.0,,Defensive rebound by P. Patterson,22,23
96,1,1:21.0,,K. Lowry misses 3-pt jump shot from 26 ft,22,23
97,1,1:20.0,Defensive rebound by D. Gooden,,22,23
98,1,1:11.0,Shooting foul by K. Lowry (drawn by M. Gortat),,22,23
99,1,1:11.0,M. Gortat misses free throw 1 of 2,,22,23
100,1,1:11.0,Offensive rebound by Team,,22,23
101,1,1:11.0,M. Gortat makes free throw 2 of 2,,23,23
102,1,0:53.0,,Turnover by K. Lowry (lost ball; steal by G. Temple),23,23
103,1,0:49.0,J. Wall makes 2-pt dunk at rim (assist by R. Butler),,25,23
104,1,0:43.0,,Shooting foul by G. Temple (drawn by L. Williams),25,23
105,1,0:43.0,,L. Williams makes free throw 1 of 2,25,24
106,1,0:43.0,K. Séraphin enters the game for M. Gortat,,25,24
107,1,0:43.0,,G. Vásquez enters the game for K. Lowry,25,24
108,1,0:43.0,,L. Williams makes free throw 2 of 2,25,25
109,1,0:31.0,J. Wall misses 3-pt jump shot from 25 ft,,25,25
110,1,0:30.0,,Defensive rebound by L. Williams,25,25
111,1,0:07.0,,L. Williams makes 2-pt jump shot from 11 ft,25,27
112,1,0:02.0,Turnover by J. Wall (bad pass; steal by P. Patterson),,25,27
113,2,11:47.0,,L. Williams makes 3-pt jump shot from 25 ft,25,30
114,2,11:19.0,A. Miller misses 2-pt jump shot from 7 ft,,25,30
115,2,11:18.0,,Defensive rebound by T. Hansbrough,25,30
116,2,11:00.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by T. Ross),25,33
117,2,10:38.0,K. Séraphin makes 2-pt hook shot from 6 ft,,27,33
118,2,10:17.0,,L. Williams makes 3-pt jump shot from 26 ft,27,36
119,2,9:50.0,R. Butler makes 3-pt jump shot from 26 ft (assist by K. Séraphin),,30,36
120,2,9:27.0,,P. Patterson misses 3-pt jump shot from 24 ft,30,36
121,2,9:26.0,Defensive rebound by R. Butler,,30,36
122,2,9:19.0,Personal foul by T. Hansbrough (drawn by K. Séraphin),,30,36
123,2,9:14.0,Offensive foul by R. Butler (drawn by T. Hansbrough),,30,36
124,2,9:14.0,Turnover by R. Butler (offensive foul),,30,36
125,2,8:57.0,,T. Hansbrough misses 2-pt jump shot from 5 ft,30,36
126,2,8:56.0,,Offensive rebound by T. Hansbrough,30,36
127,2,8:54.0,,T. Hansbrough misses 2-pt tip-in from 1 ft,30,36
128,2,8:53.0,Defensive rebound by A. Miller,,30,36
129,2,8:47.0,K. Séraphin makes 2-pt layup from 2 ft (assist by A. Miller),,32,36
130,2,8:28.0,,G. Vásquez misses 2-pt jump shot from 21 ft,32,36
131,2,8:27.0,Defensive rebound by D. Gooden,,32,36
132,2,8:13.0,K. Séraphin misses 2-pt jump shot from 6 ft,,32,36
133,2,8:11.0,Offensive rebound by D. Gooden,,32,36
134,2,8:09.0,D. Gooden misses 2-pt tip-in from 1 ft,,32,36
135,2,8:08.0,Offensive rebound by D. Gooden,,32,36
136,2,8:07.0,D. Gooden misses 2-pt tip-in from 2 ft,,32,36
137,2,8:06.0,,Defensive rebound by P. Patterson,32,36
138,2,7:54.0,,Shooting foul by K. Séraphin (drawn by T. Hansbrough),32,36
139,2,7:54.0,Official timeout,,32,36
140,2,7:54.0,,T. Hansbrough makes free throw 1 of 2,32,37
141,2,7:54.0,,T. Hansbrough misses free throw 2 of 2,32,37
142,2,7:53.0,Defensive rebound by K. Séraphin,,32,37
143,2,7:35.0,K. Séraphin makes 2-pt layup from 1 ft (assist by D. Gooden),,34,37
144,2,7:09.0,,T. Ross misses 2-pt jump shot from 17 ft (block by R. Butler),34,37
145,2,7:07.0,Defensive rebound by G. Temple,,34,37
146,2,6:58.0,D. Gooden makes 2-pt jump shot from 21 ft (assist by G. Temple),,36,37
147,2,6:38.0,,L. Williams misses 2-pt layup from 2 ft (block by K. Séraphin),36,37
148,2,6:36.0,Defensive rebound by K. Séraphin,,36,37
149,2,6:23.0,K. Séraphin misses 2-pt hook shot from 5 ft,,36,37
150,2,6:22.0,Offensive rebound by G. Temple,,36,37
151,2,6:20.0,G. Temple misses 2-pt layup from 2 ft (block by L. Williams),,36,37
152,2,6:18.0,,Defensive rebound by L. Williams,36,37
153,2,6:13.0,,Turnover by T. Hansbrough (lost ball),36,37
154,2,6:13.0,,A. Johnson enters the game for T. Hansbrough,36,37
155,2,6:13.0,,D. DeRozan enters the game for L. Williams,36,37
156,2,5:57.0,R. Butler misses 2-pt jump shot from 6 ft,,36,37
157,2,5:56.0,Offensive rebound by D. Gooden,,36,37
158,2,5:54.0,D. Gooden misses 2-pt tip-in at rim,,36,37
159,2,5:53.0,,Defensive rebound by G. Vásquez,36,37
160,2,5:47.0,,T. Ross misses 3-pt jump shot from 22 ft,36,37
161,2,5:45.0,,Offensive rebound by P. Patterson,36,37
162,2,5:44.0,,P. Patterson misses 2-pt tip-in from 1 ft,36,37
163,2,5:43.0,,Offensive rebound by P. Patterson,36,37
164,2,5:41.0,,P. Patterson misses 2-pt tip-in from 1 ft,36,37
165,2,5:39.0,Defensive rebound by K. Séraphin,,36,37
166,2,5:32.0,A. Miller makes 2-pt layup from 1 ft,,38,37
167,2,5:26.0,,Toronto full timeout,38,37
168,2,5:26.0,,K. Lowry enters the game for T. Ross,38,37
169,2,5:26.0,O. Porter enters the game for G. Temple,,38,37
170,2,5:26.0,J. Wall enters the game for A. Miller,,38,37
171,2,5:17.0,,D. DeRozan misses 2-pt jump shot from 19 ft,38,37
172,2,5:16.0,Defensive rebound by D. Gooden,,38,37
173,2,5:06.0,D. Gooden misses 2-pt jump shot from 3 ft,,38,37
174,2,5:05.0,,Defensive rebound by K. Lowry,38,37
175,2,4:59.0,,G. Vásquez misses 3-pt jump shot from 25 ft,38,37
176,2,4:58.0,Defensive rebound by J. Wall,,38,37
177,2,4:50.0,D. Gooden makes 2-pt jump shot from 13 ft (assist by O. Porter),,40,37
178,2,4:35.0,,Shooting foul by R. Butler (drawn by D. DeRozan),40,37
179,2,4:35.0,,D. DeRozan makes free throw 1 of 2,40,38
180,2,4:35.0,,D. DeRozan makes free throw 2 of 2,40,39
181,2,4:16.0,R. Butler misses 3-pt jump shot from 25 ft,,40,39
182,2,4:15.0,Offensive rebound by K. Séraphin,,40,39
183,2,4:06.0,Turnover by D. Gooden (bad pass),,40,39
184,2,4:06.0,,J. Johnson enters the game for P. Patterson,40,39
185,2,3:45.0,,D. DeRozan misses 2-pt jump shot from 3 ft (block by K. Séraphin),40,39
186,2,3:44.0,Defensive rebound by R. Butler,,40,39
187,2,3:37.0,R. Butler misses 3-pt jump shot from 26 ft,,40,39
188,2,3:36.0,,Defensive rebound by G. Vásquez,40,39
189,2,3:31.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by G. Vásquez),40,41
190,2,3:07.0,Shooting foul by K. Lowry (drawn by J. Wall),,40,41
191,2,3:07.0,J. Wall misses free throw 1 of 2,,40,41
192,2,3:07.0,Offensive rebound by Team,,40,41
193,2,3:07.0,N. Hilário enters the game for D. Gooden,,40,41
194,2,3:07.0,P. Pierce enters the game for R. Butler,,40,41
195,2,3:07.0,J. Wall makes free throw 2 of 2,,41,41
196,2,2:52.0,,K. Lowry makes 2-pt jump shot from 20 ft,41,43
197,2,2:31.0,P. Pierce misses 2-pt jump shot from 19 ft (block by J. Johnson),,41,43
198,2,2:29.0,,Defensive rebound by K. Lowry,41,43
199,2,2:25.0,,K. Lowry makes 2-pt jump shot from 5 ft (assist by J. Johnson),41,45
200,2,2:19.0,Washington full timeout,,41,45
201,2,2:19.0,,L. Williams enters the game for G. Vásquez,41,45
202,2,2:19.0,M. Gortat enters the game for K. Séraphin,,41,45
203,2,2:11.0,J. Wall makes 2-pt jump shot from 1 ft,,43,45
204,2,1:59.0,G. Temple enters the game for O. Porter,,43,45
205,2,1:50.0,,D. DeRozan misses 3-pt jump shot from 25 ft,43,45
206,2,1:49.0,,Offensive rebound by D. DeRozan,43,45
207,2,1:46.0,,D. DeRozan misses 2-pt jump shot from 1 ft,43,45
208,2,1:45.0,,Offensive rebound by A. Johnson,43,45
209,2,1:34.0,,Shooting foul by N. Hilário (drawn by D. DeRozan),43,45
210,2,1:34.0,,D. DeRozan makes free throw 1 of 2,43,46
211,2,1:34.0,D. Gooden enters the game for N. Hilário,,43,46
212,2,1:34.0,,D. DeRozan makes free throw 2 of 2,43,47
213,2,1:20.0,P. Pierce makes 2-pt jump shot from 16 ft (assist by J. Wall),,45,47
214,2,1:10.0,,A. Johnson misses 2-pt hook shot from 4 ft,45,47
215,2,1:09.0,,Offensive rebound by K. Lowry,45,47
216,2,1:00.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),45,49
217,2,0:54.0,Turnover by J. Wall (bad pass),,45,49
218,2,0:35.0,,L. Williams misses 3-pt jump shot from 27 ft,45,49
219,2,0:34.0,Defensive rebound by G. Temple,,45,49
220,2,0:33.0,Personal foul by K. Lowry (drawn by G. Temple),,45,49
221,2,0:33.0,,G. Vásquez enters the game for K. Lowry,45,49
222,2,0:17.0,Personal block foul by A. Johnson (drawn by J. Wall),,45,49
223,2,0:17.0,J. Wall makes free throw 1 of 2,,46,49
224,2,0:17.0,J. Wall makes free throw 2 of 2,,47,49
225,2,0:01.0,,D. DeRozan misses 2-pt jump shot from 9 ft,47,49
226,2,0:00.0,Defensive rebound by D. Gooden,,47,49
227,3,11:48.0,,D. DeRozan makes 2-pt jump shot from 4 ft,47,51
228,3,11:27.0,Turnover by M. Gortat (bad pass; steal by A. Johnson),,47,51
229,3,11:10.0,,Turnover by J. Valančiūnas (bad pass; steal by N. Hilário),47,51
230,3,11:07.0,N. Hilário makes 2-pt dunk at rim,,49,51
231,3,10:40.0,,K. Lowry misses 3-pt jump shot from 24 ft,49,51
232,3,10:39.0,Defensive rebound by O. Porter,,49,51
233,3,10:31.0,Turnover by O. Porter (bad pass),,49,51
234,3,10:12.0,,D. DeRozan misses 2-pt jump shot from 16 ft,49,51
235,3,10:11.0,,Offensive rebound by J. Valančiūnas,49,51
236,3,10:09.0,,J. Valančiūnas makes 2-pt tip-in from 2 ft,49,53
237,3,9:59.0,J. Wall makes 2-pt jump shot from 17 ft (assist by N. Hilário),,51,53
238,3,9:40.0,,Shooting block foul by N. Hilário (drawn by D. DeRozan),51,53
239,3,9:40.0,,D. DeRozan makes free throw 1 of 2,51,54
240,3,9:40.0,,D. DeRozan makes free throw 2 of 2,51,55
241,3,9:18.0,O. Porter misses 3-pt jump shot from 24 ft,,51,55
242,3,9:17.0,Offensive rebound by N. Hilário,,51,55
243,3,9:08.0,M. Gortat makes 2-pt jump shot from 15 ft (assist by N. Hilário),,53,55
244,3,8:45.0,,J. Johnson misses 2-pt layup from 2 ft,53,55
245,3,8:44.0,Defensive rebound by M. Gortat,,53,55
246,3,8:36.0,M. Gortat makes 2-pt jump shot from 13 ft (assist by J. Wall),,55,55
247,3,8:15.0,,Turnover by K. Lowry (bad pass),55,55
248,3,8:07.0,Shooting foul by A. Johnson (drawn by J. Wall),,55,55
249,3,8:07.0,J. Wall makes free throw 1 of 2,,56,55
250,3,8:07.0,J. Wall makes free throw 2 of 2,,57,55
251,3,7:53.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by A. Johnson),57,58
252,3,7:36.0,M. Gortat misses 2-pt hook shot from 9 ft,,57,58
253,3,7:35.0,Offensive rebound by Team,,57,58
254,3,7:27.0,Turnover by O. Porter (bad pass),,57,58
255,3,7:08.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,57,58
256,3,7:07.0,Defensive rebound by P. Pierce,,57,58
257,3,6:56.0,N. Hilário makes 2-pt jump shot from 19 ft (assist by P. Pierce),,59,58
258,3,6:47.0,,Toronto full timeout,59,58
259,3,6:47.0,,P. Patterson enters the game for J. Valančiūnas,59,58
260,3,6:41.0,,K. Lowry misses 3-pt jump shot from 26 ft,59,58
261,3,6:40.0,Defensive rebound by Team,,59,58
262,3,6:26.0,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),,62,58
263,3,6:04.0,,D. DeRozan misses 2-pt jump shot from 16 ft,62,58
264,3,6:04.0,Defensive rebound by Team,,62,58
265,3,6:04.0,,L. Williams enters the game for J. Johnson,62,58
266,3,5:52.0,P. Pierce misses 2-pt layup from 2 ft,,62,58
267,3,5:50.0,Offensive rebound by P. Pierce,,62,58
268,3,5:48.0,P. Pierce makes 2-pt tip-in from 1 ft,,64,58
269,3,5:33.0,,Turnover by D. DeRozan (lost ball; steal by N. Hilário),64,58
270,3,5:26.0,J. Wall misses 3-pt jump shot from 25 ft,,64,58
271,3,5:25.0,Offensive rebound by M. Gortat,,64,58
272,3,5:21.0,P. Pierce makes 3-pt jump shot from 25 ft (assist by N. Hilário),,67,58
273,3,4:51.0,,D. DeRozan makes 3-pt jump shot from 23 ft (assist by K. Lowry),67,61
274,3,4:27.0,N. Hilário makes 2-pt hook shot from 10 ft,,69,61
275,3,4:12.0,,P. Patterson makes 2-pt hook shot from 6 ft,69,63
276,3,3:44.0,N. Hilário makes 2-pt layup from 2 ft,,71,63
277,3,3:24.0,,L. Williams misses 3-pt jump shot from 23 ft,71,63
278,3,3:23.0,Defensive rebound by M. Gortat,,71,63
279,3,3:18.0,O. Porter makes 2-pt dunk at rim (assist by J. Wall),,73,63
280,3,2:53.0,,Shooting foul by O. Porter (drawn by D. DeRozan),73,63
281,3,2:53.0,Washington full timeout,,73,63
282,3,2:53.0,D. Gooden enters the game for N. Hilário,,73,63
283,3,2:53.0,G. Temple enters the game for O. Porter,,73,63
284,3,2:53.0,,G. Vásquez enters the game for K. Lowry,73,63
285,3,2:53.0,,D. DeRozan makes free throw 1 of 2,73,64
286,3,2:53.0,,D. DeRozan makes free throw 2 of 2,73,65
287,3,2:39.0,J. Wall misses 3-pt jump shot from 23 ft,,73,65
288,3,2:38.0,,Defensive rebound by D. DeRozan,73,65
289,3,2:29.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by D. DeRozan),73,68
290,3,2:04.0,Turnover by J. Wall (bad pass; steal by L. Williams),,73,68
291,3,1:59.0,,G. Vásquez misses 3-pt jump shot from 25 ft,73,68
292,3,1:58.0,Defensive rebound by J. Wall,,73,68
293,3,1:49.0,P. Pierce misses 3-pt jump shot from 26 ft (block by A. Johnson),,73,68
294,3,1:47.0,Offensive rebound by M. Gortat,,73,68
295,3,1:44.0,M. Gortat misses 2-pt layup at rim (block by P. Patterson),,73,68
296,3,1:42.0,,Defensive rebound by G. Vásquez,73,68
297,3,1:37.0,,L. Williams makes 2-pt layup at rim (assist by A. Johnson),73,70
298,3,1:12.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by D. Gooden),,75,70
299,3,0:52.0,,G. Vásquez makes 2-pt layup from 2 ft,75,72
300,3,0:44.0,Turnover by G. Temple (bad pass; steal by L. Williams),,75,72
301,3,0:37.0,,P. Patterson misses 3-pt jump shot from 25 ft,75,72
302,3,0:36.0,Defensive rebound by M. Gortat,,75,72
303,3,0:15.0,Shooting foul by D. DeRozan (drawn by J. Wall),,75,72
304,3,0:15.0,J. Wall misses free throw 1 of 2,,75,72
305,3,0:15.0,Offensive rebound by Team,,75,72
306,3,0:15.0,K. Séraphin enters the game for M. Gortat,,75,72
307,3,0:15.0,R. Butler enters the game for P. Pierce,,75,72
308,3,0:15.0,J. Wall makes free throw 2 of 2,,76,72
309,3,0:05.0,,Shooting foul by G. Temple (drawn by L. Williams),76,72
310,3,0:05.0,,L. Williams makes free throw 1 of 3,76,73
311,3,0:05.0,,L. Williams makes free throw 2 of 3,76,74
312,3,0:05.0,,L. Williams makes free throw 3 of 3,76,75
313,3,0:01.0,Turnover by J. Wall (lost ball; steal by D. DeRozan),,76,75
314,4,11:36.0,K. Séraphin misses 2-pt jump shot from 14 ft,,76,75
315,4,11:35.0,,Defensive rebound by J. Johnson,76,75
316,4,11:18.0,,G. Vásquez makes 3-pt jump shot from 24 ft (assist by J. Johnson),76,78
317,4,10:53.0,G. Temple makes 3-pt jump shot from 26 ft (assist by R. Butler),,79,78
318,4,10:32.0,,L. Williams misses 2-pt jump shot from 4 ft,79,78
319,4,10:31.0,Defensive rebound by K. Séraphin,,79,78
320,4,10:08.0,A. Miller misses 2-pt jump shot from 12 ft,,79,78
321,4,10:08.0,,Defensive rebound by P. Patterson,79,78
322,4,10:03.0,,Personal foul by A. Miller (drawn by G. Vásquez),79,78
323,4,9:51.0,Offensive charge foul by J. Johnson (drawn by D. Gooden),,79,78
324,4,9:51.0,,Turnover by J. Johnson (offensive foul),79,78
325,4,9:26.0,K. Séraphin misses 2-pt jump shot from 17 ft,,79,78
326,4,9:25.0,Offensive rebound by D. Gooden,,79,78
327,4,9:23.0,D. Gooden makes 2-pt layup from 1 ft,,81,78
328,4,9:00.0,,J. Johnson makes 2-pt jump shot from 18 ft,81,80
329,4,8:37.0,R. Butler makes 2-pt jump shot from 16 ft,,83,80
330,4,8:17.0,,Offensive foul by G. Vásquez (drawn by A. Miller),83,80
331,4,8:17.0,,Turnover by G. Vásquez (offensive foul),83,80
332,4,8:17.0,Official timeout,,83,80
333,4,8:02.0,R. Butler misses 2-pt jump shot from 18 ft,,83,80
334,4,8:00.0,Offensive rebound by D. Gooden,,83,80
335,4,7:59.0,D. Gooden misses 2-pt tip-in from 1 ft,,83,80
336,4,7:58.0,,Defensive rebound by P. Patterson,83,80
337,4,7:43.0,,P. Patterson misses 2-pt jump shot from 14 ft,83,80
338,4,7:42.0,Defensive rebound by R. Butler,,83,80
339,4,7:24.0,A. Miller misses 3-pt jump shot from 25 ft,,83,80
340,4,7:23.0,,Defensive rebound by G. Vásquez,83,80
341,4,7:18.0,,Turnover by G. Vásquez (bad pass),83,80
342,4,6:55.0,Personal foul by J. Johnson (drawn by D. Gooden),,83,80
343,4,6:55.0,J. Wall enters the game for A. Miller,,83,80
344,4,6:55.0,,D. DeRozan enters the game for T. Ross,83,80
345,4,6:55.0,,K. Lowry enters the game for G. Vásquez,83,80
346,4,6:55.0,,A. Johnson enters the game for J. Johnson,83,80
347,4,6:44.0,R. Butler misses 2-pt jump shot from 21 ft,,83,80
348,4,6:43.0,,Defensive rebound by A. Johnson,83,80
349,4,6:33.0,,L. Williams misses 2-pt jump shot from 15 ft,83,80
350,4,6:32.0,Defensive rebound by J. Wall,,83,80
351,4,6:19.0,D. Gooden makes 2-pt jump shot from 20 ft (assist by J. Wall),,85,80
352,4,6:05.0,,Shooting foul by D. Gooden (drawn by A. Johnson),85,80
353,4,6:05.0,,A. Johnson misses free throw 1 of 2,85,80
354,4,6:05.0,,Offensive rebound by Team,85,80
355,4,6:05.0,N. Hilário enters the game for K. Séraphin,,85,80
356,4,6:05.0,,A. Johnson makes free throw 2 of 2,85,81
357,4,5:54.0,R. Butler misses 2-pt layup from 2 ft,,85,81
358,4,5:53.0,,Defensive rebound by D. DeRozan,85,81
359,4,5:47.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by L. Williams),85,84
360,4,5:28.0,D. Gooden makes 2-pt jump shot from 16 ft (assist by R. Butler),,87,84
361,4,5:18.0,,L. Williams makes 2-pt jump shot from 12 ft (assist by K. Lowry),87,86
362,4,4:58.0,R. Butler misses 3-pt jump shot from 25 ft,,87,86
363,4,4:57.0,,Defensive rebound by P. Patterson,87,86
364,4,4:45.0,,L. Williams makes 3-pt jump shot from 26 ft,87,89
365,4,4:45.0,Washington full timeout,,87,89
366,4,4:45.0,P. Pierce enters the game for R. Butler,,87,89
367,4,4:33.0,P. Pierce makes 2-pt jump shot from 20 ft (assist by D. Gooden),,89,89
368,4,4:16.0,,K. Lowry misses 2-pt layup from 4 ft,89,89
369,4,4:15.0,,Offensive rebound by Team,89,89
370,4,4:07.0,,L. Williams misses 2-pt jump shot from 6 ft,89,89
371,4,4:06.0,Defensive rebound by D. Gooden,,89,89
372,4,3:58.0,Turnover by N. Hilário (lost ball),,89,89
373,4,3:37.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by P. Patterson),89,92
374,4,3:19.0,Turnover by D. Gooden (bad pass; steal by D. DeRozan),,89,92
375,4,3:13.0,,Shooting foul by J. Wall (drawn by A. Johnson),89,92
376,4,3:13.0,,A. Johnson misses free throw 1 of 2,89,92
377,4,3:13.0,,Offensive rebound by Team,89,92
378,4,3:13.0,,A. Johnson makes free throw 2 of 2,89,93
379,4,3:00.0,G. Temple misses 3-pt jump shot from 23 ft,,89,93
380,4,2:55.0,Offensive rebound by G. Temple,,89,93
381,4,2:46.0,Shooting block foul by A. Johnson (drawn by P. Pierce),,89,93
382,4,2:46.0,,Toronto full timeout,89,93
