,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
389,4,4:19.0,K. Anderson enters the game for M. Ginóbili,,99,80
390,4,4:19.0,J. Ayres enters the game for A. Baynes,,99,80
391,4,4:19.0,,Turnover by P. Pressey (bad pass),99,80
392,4,3:59.0,K. Anderson misses 2-pt jump shot from 11 ft,,99,80
393,4,3:58.0,,Defensive rebound by D. Powell,99,80
394,4,3:56.0,,Personal take foul by C. Joseph (drawn by P. Pressey),99,80
395,4,3:56.0,A. Daye enters the game for D. Green,,99,80
396,4,3:56.0,,P. Pressey misses free throw 1 of 2,99,80
397,4,3:56.0,,Offensive rebound by Team,99,80
398,4,3:56.0,,P. Pressey makes free throw 2 of 2,99,81
399,4,3:50.0,Personal foul by P. Pressey (drawn by C. Joseph),,99,81
400,4,3:50.0,C. Joseph makes free throw 1 of 2,,100,81
401,4,3:50.0,C. Joseph misses free throw 2 of 2,,100,81
402,4,3:49.0,,Defensive rebound by J. Young,100,81
403,4,3:33.0,,Turnover by D. Powell (lost ball; steal by K. Anderson),100,81
404,4,3:28.0,San Antonio full timeout,,100,81
405,4,3:28.0,M. Bonner enters the game for C. Joseph,,100,81
406,4,3:14.0,M. Bonner misses 2-pt jump shot from 5 ft,,100,81
407,4,3:13.0,,Defensive rebound by T. Zeller,100,81
408,4,2:57.0,,D. Powell misses 2-pt layup from 1 ft,100,81
409,4,2:56.0,Defensive rebound by J. Ayres,,100,81
410,4,2:52.0,Turnover by A. Daye (traveling),,100,81
411,4,2:52.0,San Antonio full timeout,,100,81
412,4,2:52.0,,K. Olynyk enters the game for M. Thornton,100,81
413,4,2:39.0,,J. Young makes 2-pt jump shot from 19 ft (assist by K. Olynyk),100,83
414,4,2:24.0,M. Belinelli makes 2-pt jump shot from 16 ft,,102,83
415,4,2:14.0,,J. Young misses 2-pt jump shot from 18 ft,102,83
416,4,2:13.0,Defensive rebound by K. Anderson,,102,83
417,4,2:04.0,Turnover by M. Belinelli (lost ball; steal by D. Powell),,102,83
418,4,2:00.0,,D. Powell makes 2-pt layup from 1 ft,102,85
419,4,1:47.0,A. Daye makes 2-pt jump shot from 19 ft,,104,85
420,4,1:33.0,,Turnover by D. Powell (lost ball; steal by A. Daye),104,85
421,4,1:25.0,M. Belinelli makes 3-pt jump shot from 25 ft,,107,85
422,4,1:13.0,,D. Powell makes 2-pt layup at rim,107,87
423,4,1:02.0,M. Bonner misses 2-pt layup at rim,,107,87
424,4,1:01.0,Offensive rebound by M. Bonner,,107,87
425,4,0:59.0,M. Bonner makes 2-pt hook shot from 5 ft,,109,87
426,4,0:50.0,,J. Young misses 3-pt jump shot from 24 ft,109,87
427,4,0:48.0,Defensive rebound by M. Bonner,,109,87
428,4,0:33.0,J. Ayres makes 2-pt dunk at rim (assist by M. Belinelli),,111,87
429,4,0:17.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Young),111,89
