,QUARTER,TIME_REMAINING,MIAMI_ACTION,OKLAHOMA CITY_ACTION,MIAMI_SCORE,OKLAHOMA CITY_SCORE
37,1,6:45.0,,E. Freedom misses 2-pt layup from 1 ft (block by H. Whiteside),11,9
38,1,6:44.0,Defensive rebound by G. Dragić,,11,9
39,1,6:40.0,G. Dragić misses 2-pt layup at rim (block by R. Westbrook),,11,9
40,1,6:39.0,Offensive rebound by Team,,11,9
41,1,6:39.0,M. Chalmers enters the game for G. Dragić,,11,9
42,1,6:30.0,Shooting foul by A. Morrow (drawn by H. Whiteside),,11,9
43,1,6:30.0,H. Whiteside misses free throw 1 of 2,,11,9
44,1,6:30.0,Offensive rebound by Team,,11,9
45,1,6:30.0,H. Whiteside makes free throw 2 of 2,,12,9
46,1,6:21.0,,D. Waiters misses 2-pt layup at rim,12,9
47,1,6:20.0,Defensive rebound by H. Whiteside,,12,9
48,1,6:11.0,D. Wade makes 2-pt jump shot from 23 ft,,14,9
49,1,6:01.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),14,11
50,1,6:01.0,,Shooting foul by H. Whiteside (drawn by E. Freedom),14,11
51,1,6:01.0,,E. Freedom makes free throw 1 of 1,14,12
52,1,5:47.0,L. Deng misses 3-pt jump shot from 24 ft,,14,12
53,1,5:46.0,,Defensive rebound by R. Westbrook,14,12
54,1,5:40.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by R. Westbrook),14,15
55,1,5:38.0,Miami full timeout,,14,15
56,1,5:26.0,L. Deng misses 2-pt layup from 2 ft,,14,15
57,1,5:25.0,Offensive rebound by U. Haslem,,14,15
58,1,5:25.0,U. Haslem misses 2-pt tip-in at rim,,14,15
59,1,5:23.0,,Defensive rebound by A. Morrow,14,15
60,1,5:18.0,,R. Westbrook makes 2-pt layup at rim,14,17
61,1,4:58.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by D. Wade),,17,17
62,1,4:35.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),17,19
63,1,4:24.0,U. Haslem misses 2-pt jump shot from 19 ft,,17,19
64,1,4:23.0,Offensive rebound by L. Deng,,17,19
65,1,4:17.0,M. Chalmers misses 3-pt jump shot from 25 ft,,17,19
66,1,4:16.0,Offensive rebound by Team,,17,19
67,1,4:16.0,M. Beasley enters the game for U. Haslem,,17,19
68,1,4:16.0,G. Dragić enters the game for D. Wade,,17,19
69,1,4:16.0,,M. McGary enters the game for S. Adams,17,19
70,1,4:06.0,Turnover by M. Beasley (bad pass),,17,19
71,1,3:51.0,,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),17,21
72,1,3:32.0,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),,19,21
73,1,3:19.0,,Offensive foul by M. McGary (drawn by M. Chalmers),19,21
74,1,3:19.0,,Turnover by M. McGary (offensive foul),19,21
75,1,2:57.0,L. Deng misses 2-pt jump shot from 21 ft,,19,21
76,1,2:56.0,Offensive rebound by H. Whiteside,,19,21
77,1,2:54.0,Shooting foul by E. Freedom (drawn by H. Whiteside),,19,21
78,1,2:54.0,,Oklahoma City full timeout,19,21
79,1,2:54.0,H. Whiteside misses free throw 1 of 2,,19,21
80,1,2:54.0,Offensive rebound by Team,,19,21
81,1,2:54.0,H. Whiteside misses free throw 2 of 2,,19,21
82,1,2:54.0,,Defensive rebound by D. Waiters,19,21
83,1,2:37.0,,R. Westbrook misses 2-pt layup from 2 ft,19,21
84,1,2:35.0,,Offensive rebound by E. Freedom,19,21
85,1,2:35.0,,E. Freedom makes 2-pt layup from 2 ft,19,23
86,1,2:14.0,G. Dragić misses 2-pt jump shot from 14 ft,,19,23
87,1,2:13.0,,Defensive rebound by E. Freedom,19,23
88,1,2:04.0,,R. Westbrook misses 2-pt layup from 1 ft,19,23
89,1,2:03.0,,Offensive rebound by R. Westbrook,19,23
90,1,1:56.0,,A. Morrow misses 3-pt jump shot from 24 ft,19,23
91,1,1:55.0,,Offensive rebound by Team,19,23
92,1,1:54.0,,D. Augustin enters the game for R. Westbrook,19,23
93,1,1:54.0,C. Andersen enters the game for M. Beasley,,19,23
94,1,1:37.0,,Personal foul by H. Whiteside (drawn by E. Freedom),19,23
95,1,1:37.0,M. Beasley enters the game for H. Whiteside,,19,23
96,1,1:29.0,,M. McGary misses 2-pt hook shot from 8 ft,19,23
97,1,1:27.0,Defensive rebound by M. Chalmers,,19,23
98,1,1:18.0,M. Chalmers misses 2-pt jump shot from 5 ft,,19,23
99,1,1:17.0,,Defensive rebound by Team,19,23
100,1,1:03.0,,D. Waiters misses 2-pt layup from 1 ft (block by M. Beasley),19,23
101,1,1:02.0,,Offensive rebound by Team,19,23
102,1,1:01.0,,A. Morrow makes 2-pt layup from 1 ft (assist by D. Waiters),19,25
103,1,0:42.0,Shooting foul by D. Waiters (drawn by G. Dragić),,19,25
104,1,0:42.0,G. Dragić makes free throw 1 of 2,,20,25
105,1,0:42.0,H. Walker enters the game for L. Deng,,20,25
106,1,0:42.0,G. Dragić makes free throw 2 of 2,,21,25
107,1,0:18.0,,Turnover by Team (shot clock),21,25
108,1,0:06.0,C. Andersen misses 2-pt dunk at rim (block by M. McGary),,21,25
109,1,0:04.0,,Defensive rebound by E. Freedom,21,25
110,1,0:00.0,,D. Waiters misses 3-pt jump shot from 25 ft,21,25
111,1,0:00.0,,Offensive rebound by Team,21,25
112,2,11:41.0,Turnover by M. Beasley (lost ball; steal by A. Morrow),,21,25
113,2,11:36.0,,Offensive foul by A. Morrow (drawn by M. Chalmers),21,25
114,2,11:36.0,,Turnover by A. Morrow (offensive foul),21,25
115,2,11:16.0,M. Beasley misses 2-pt jump shot from 22 ft,,21,25
116,2,11:15.0,,Defensive rebound by S. Adams,21,25
117,2,11:02.0,,S. Adams misses 2-pt hook shot from 3 ft,21,25
118,2,11:01.0,Defensive rebound by H. Walker,,21,25
119,2,10:57.0,Turnover by M. Beasley (offensive foul),,21,25
120,2,10:57.0,Offensive foul by M. Beasley (drawn by A. Morrow),,21,25
121,2,10:51.0,,Turnover by D. Augustin (lost ball),21,25
122,2,10:37.0,H. Walker misses 3-pt jump shot from 22 ft,,21,25
123,2,10:36.0,,Defensive rebound by D. Augustin,21,25
124,2,10:31.0,,D. Augustin misses 2-pt layup at rim,21,25
125,2,10:30.0,Defensive rebound by G. Dragić,,21,25
126,2,10:27.0,G. Dragić makes 2-pt layup from 1 ft,,23,25
127,2,10:27.0,Shooting foul by S. Adams (drawn by G. Dragić),,23,25
128,2,10:27.0,G. Dragić makes free throw 1 of 1,,24,25
129,2,10:10.0,,Turnover by D. Augustin (lost ball; steal by M. Chalmers),24,25
130,2,10:00.0,Turnover by G. Dragić (bad pass; steal by M. McGary),,24,25
131,2,9:50.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by D. Augustin),24,28
132,2,9:28.0,M. Beasley makes 2-pt layup at rim,,26,28
133,2,9:14.0,,Personal foul by M. Chalmers (drawn by A. Morrow),26,28
134,2,9:06.0,,Turnover by S. Adams (3 sec),26,28
135,2,8:54.0,C. Andersen misses 2-pt layup at rim (block by A. Morrow),,26,28
136,2,8:53.0,Offensive rebound by C. Andersen,,26,28
137,2,8:52.0,C. Andersen misses 2-pt jump shot from 3 ft (block by S. Adams),,26,28
138,2,8:51.0,Offensive rebound by C. Andersen,,26,28
139,2,8:50.0,C. Andersen misses 2-pt layup from 1 ft,,26,28
140,2,8:49.0,,Defensive rebound by S. Adams,26,28
141,2,8:39.0,,D. Augustin misses 2-pt jump shot from 17 ft,26,28
142,2,8:37.0,,Offensive rebound by M. McGary,26,28
143,2,8:37.0,,M. McGary makes 2-pt layup from 1 ft,26,30
144,2,8:18.0,M. Chalmers misses 3-pt jump shot from 22 ft,,26,30
145,2,8:17.0,,Defensive rebound by S. Adams,26,30
146,2,8:10.0,,D. Augustin makes 3-pt jump shot from 24 ft,26,33
147,2,8:09.0,Miami full timeout,,26,33
148,2,8:09.0,,R. Westbrook enters the game for A. Morrow,26,33
149,2,8:09.0,D. Wade enters the game for G. Dragić,,26,33
150,2,7:55.0,M. Beasley misses 2-pt jump shot from 10 ft,,26,33
151,2,7:54.0,,Defensive rebound by R. Westbrook,26,33
152,2,7:48.0,,D. Augustin misses 3-pt jump shot from 23 ft,26,33
153,2,7:47.0,,Offensive rebound by M. McGary,26,33
154,2,7:46.0,,M. McGary misses 2-pt jump shot from 5 ft,26,33
155,2,7:45.0,,Offensive rebound by Team,26,33
156,2,7:42.0,,R. Westbrook misses 2-pt jump shot from 18 ft,26,33
157,2,7:41.0,Defensive rebound by M. Chalmers,,26,33
158,2,7:37.0,Turnover by M. Chalmers (bad pass),,26,33
159,2,7:19.0,,M. McGary misses 2-pt jump shot from 13 ft,26,33
160,2,7:18.0,,Offensive rebound by R. Westbrook,26,33
161,2,7:11.0,,M. McGary makes 2-pt jump shot from 6 ft (assist by R. Westbrook),26,35
162,2,7:11.0,,Shooting foul by M. Beasley (drawn by M. McGary),26,35
163,2,7:11.0,H. Whiteside enters the game for C. Andersen,,26,35
164,2,7:11.0,L. Deng enters the game for M. Beasley,,26,35
165,2,7:11.0,,M. McGary misses free throw 1 of 1,26,35
166,2,7:10.0,Defensive rebound by H. Whiteside,,26,35
167,2,6:56.0,M. Chalmers misses 2-pt jump shot from 4 ft,,26,35
168,2,6:55.0,Offensive rebound by H. Whiteside,,26,35
169,2,6:54.0,H. Whiteside makes 2-pt layup from 1 ft,,28,35
170,2,6:29.0,,D. Augustin misses 3-pt jump shot from 24 ft,28,35
171,2,6:28.0,,Offensive rebound by S. Adams,28,35
172,2,6:26.0,,S. Adams misses 2-pt layup from 1 ft,28,35
173,2,6:24.0,,Offensive rebound by D. Augustin,28,35
174,2,6:22.0,,D. Augustin misses 2-pt layup from 1 ft,28,35
175,2,6:20.0,,Offensive rebound by R. Westbrook,28,35
176,2,6:18.0,,Turnover by R. Westbrook (bad pass; steal by H. Whiteside),28,35
177,2,6:13.0,Turnover by M. Chalmers (bad pass; steal by K. Singler),,28,35
178,2,5:57.0,,R. Westbrook makes 2-pt jump shot from 13 ft,28,37
179,2,5:38.0,Shooting foul by M. McGary (drawn by H. Whiteside),,28,37
180,2,5:38.0,Official timeout,,28,37
181,2,5:38.0,,E. Freedom enters the game for M. McGary,28,37
182,2,5:38.0,,D. Waiters enters the game for K. Singler,28,37
183,2,5:38.0,H. Whiteside makes free throw 1 of 2,,29,37
184,2,5:38.0,H. Whiteside misses free throw 2 of 2,,29,37
185,2,5:36.0,,Defensive rebound by D. Augustin,29,37
186,2,5:33.0,,Turnover by D. Augustin (bad pass),29,37
187,2,5:20.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,31,37
188,2,4:59.0,,R. Westbrook misses 2-pt jump shot from 13 ft,31,37
189,2,4:58.0,Defensive rebound by H. Whiteside,,31,37
190,2,4:50.0,L. Deng misses 3-pt jump shot from 22 ft,,31,37
191,2,4:48.0,Offensive rebound by H. Whiteside,,31,37
192,2,4:46.0,H. Whiteside makes 2-pt hook shot from 3 ft,,33,37
193,2,4:26.0,,E. Freedom makes 2-pt hook shot from 3 ft,33,39
194,2,4:08.0,D. Wade misses 2-pt jump shot from 13 ft,,33,39
195,2,4:07.0,Offensive rebound by Team,,33,39
196,2,4:07.0,,Loose ball foul by D. Waiters (drawn by D. Wade),33,39
197,2,4:07.0,G. Dragić enters the game for M. Chalmers,,33,39
198,2,3:56.0,D. Wade misses 2-pt jump shot from 10 ft,,33,39
199,2,3:55.0,,Defensive rebound by E. Freedom,33,39
200,2,3:48.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),33,41
201,2,3:26.0,Turnover by H. Walker (offensive foul),,33,41
202,2,3:26.0,,Offensive charge foul by H. Walker (drawn by R. Westbrook),33,41
203,2,3:26.0,,A. Morrow enters the game for D. Augustin,33,41
204,2,3:02.0,,E. Freedom misses 2-pt layup from 1 ft (block by H. Whiteside),33,41
205,2,3:00.0,Defensive rebound by L. Deng,,33,41
206,2,2:52.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by L. Deng),,36,41
207,2,2:48.0,,Oklahoma City full timeout,36,41
208,2,2:37.0,,R. Westbrook misses 2-pt jump shot from 16 ft,36,41
209,2,2:37.0,Defensive rebound by G. Dragić,,36,41
210,2,2:17.0,H. Walker misses 3-pt jump shot from 24 ft,,36,41
211,2,2:16.0,Offensive rebound by Team,,36,41
212,2,2:16.0,Personal foul by S. Adams (drawn by H. Whiteside),,36,41
213,2,2:16.0,,Personal foul by H. Whiteside,36,41
214,2,2:16.0,C. Andersen enters the game for H. Whiteside,,36,41
215,2,2:16.0,,S. Novak enters the game for S. Adams,36,41
216,2,2:03.0,H. Walker misses 2-pt jump shot from 13 ft,,36,41
217,2,2:02.0,Offensive rebound by H. Walker,,36,41
218,2,2:01.0,H. Walker misses 2-pt jump shot from 6 ft,,36,41
219,2,2:00.0,,Defensive rebound by S. Novak,36,41
220,2,1:52.0,,A. Morrow misses 3-pt jump shot from 24 ft,36,41
221,2,1:51.0,Defensive rebound by C. Andersen,,36,41
222,2,1:37.0,D. Wade misses 2-pt jump shot from 15 ft,,36,41
223,2,1:36.0,Offensive rebound by G. Dragić,,36,41
224,2,1:35.0,G. Dragić misses 2-pt jump shot from 4 ft,,36,41
225,2,1:34.0,,Defensive rebound by E. Freedom,36,41
226,2,1:29.0,,Offensive foul by R. Westbrook (drawn by G. Dragić),36,41
227,2,1:29.0,,Turnover by R. Westbrook (offensive foul),36,41
228,2,1:17.0,D. Wade misses 2-pt jump shot from 12 ft,,36,41
229,2,1:16.0,Offensive rebound by C. Andersen,,36,41
230,2,1:12.0,D. Wade misses 2-pt jump shot from 7 ft,,36,41
231,2,1:11.0,,Defensive rebound by D. Waiters,36,41
232,2,1:03.0,,S. Novak makes 3-pt jump shot from 23 ft (assist by D. Waiters),36,44
233,2,0:52.0,D. Wade makes 2-pt jump shot from 6 ft,,38,44
234,2,0:43.0,,Turnover by D. Waiters (lost ball; steal by D. Wade),38,44
235,2,0:39.0,Turnover by G. Dragić (bad pass; steal by R. Westbrook),,38,44
236,2,0:35.0,,D. Waiters makes 2-pt dunk at rim (assist by R. Westbrook),38,46
237,2,0:18.0,Turnover by L. Deng (lost ball; steal by R. Westbrook),,38,46
238,2,0:02.0,,R. Westbrook misses 3-pt jump shot from 24 ft,38,46
239,2,0:02.0,,Offensive rebound by E. Freedom,38,46
240,2,0:02.0,,E. Freedom makes 2-pt layup from 1 ft,38,48
241,2,0:00.0,H. Walker misses 3-pt jump shot from 54 ft,,38,48
242,2,0:00.0,Offensive rebound by Team,,38,48
243,3,11:43.0,L. Deng makes 2-pt hook shot from 11 ft,,40,48
244,3,11:18.0,,Turnover by Team (shot clock),40,48
245,3,11:02.0,L. Deng makes 2-pt jump shot from 13 ft,,42,48
246,3,10:43.0,,E. Freedom misses 2-pt jump shot from 3 ft (block by H. Whiteside),42,48
247,3,10:42.0,,Offensive rebound by S. Adams,42,48
248,3,10:36.0,,D. Waiters misses 2-pt layup from 1 ft,42,48
249,3,10:35.0,,Offensive rebound by E. Freedom,42,48
250,3,10:28.0,,Shooting foul by G. Dragić (drawn by R. Westbrook),42,48
251,3,10:28.0,,R. Westbrook makes free throw 1 of 2,42,49
252,3,10:28.0,,R. Westbrook misses free throw 2 of 2,42,49
253,3,10:27.0,,Offensive rebound by S. Adams,42,49
254,3,10:22.0,,Shooting foul by H. Whiteside (drawn by D. Waiters),42,49
255,3,10:22.0,,D. Waiters misses free throw 1 of 2,42,49
256,3,10:22.0,,Offensive rebound by Team,42,49
257,3,10:22.0,C. Andersen enters the game for H. Whiteside,,42,49
258,3,10:22.0,,D. Waiters misses free throw 2 of 2,42,49
259,3,10:21.0,,Offensive rebound by E. Freedom,42,49
260,3,10:20.0,,E. Freedom misses 2-pt layup from 1 ft (block by C. Andersen),42,49
261,3,10:18.0,Defensive rebound by U. Haslem,,42,49
262,3,9:58.0,U. Haslem makes 2-pt jump shot from 16 ft (assist by L. Deng),,44,49
263,3,9:48.0,,Personal block foul by U. Haslem (drawn by R. Westbrook),44,49
264,3,9:38.0,,E. Freedom misses 2-pt jump shot from 18 ft,44,49
265,3,9:37.0,Defensive rebound by L. Deng,,44,49
266,3,9:25.0,Turnover by U. Haslem (bad pass; steal by K. Singler),,44,49
267,3,9:21.0,,R. Westbrook makes 2-pt layup at rim (assist by K. Singler),44,51
268,3,9:04.0,D. Wade makes 2-pt jump shot from 11 ft (assist by G. Dragić),,46,51
269,3,8:50.0,,D. Waiters makes 2-pt jump shot from 17 ft,46,53
270,3,8:35.0,Turnover by D. Wade (lost ball; steal by R. Westbrook),,46,53
271,3,8:31.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),46,55
272,3,8:12.0,U. Haslem makes 2-pt jump shot from 15 ft (assist by G. Dragić),,48,55
273,3,7:49.0,Offensive charge foul by E. Freedom (drawn by U. Haslem),,48,55
274,3,7:49.0,,Turnover by E. Freedom (offensive foul),48,55
275,3,7:34.0,D. Wade misses 3-pt jump shot from 22 ft,,48,55
276,3,7:33.0,,Defensive rebound by Team,48,55
277,3,7:20.0,,K. Singler makes 2-pt layup from 1 ft (assist by R. Westbrook),48,57
278,3,7:05.0,Personal foul by R. Westbrook (drawn by C. Andersen),,48,57
279,3,7:05.0,M. Chalmers enters the game for G. Dragić,,48,57
280,3,6:47.0,M. Chalmers misses 3-pt jump shot from 25 ft,,48,57
281,3,6:46.0,,Defensive rebound by S. Adams,48,57
282,3,6:37.0,,R. Westbrook misses 2-pt jump shot from 11 ft,48,57
283,3,6:36.0,Defensive rebound by U. Haslem,,48,57
284,3,6:19.0,D. Wade misses 2-pt jump shot from 6 ft,,48,57
285,3,6:18.0,Offensive rebound by C. Andersen,,48,57
286,3,6:06.0,M. Chalmers makes 2-pt layup from 1 ft,,50,57
287,3,5:51.0,,S. Adams misses 2-pt hook shot from 4 ft,50,57
288,3,5:50.0,Defensive rebound by Team,,50,57
289,3,5:50.0,,Loose ball foul by R. Westbrook (drawn by M. Chalmers),50,57
290,3,5:50.0,,Oklahoma City full timeout,50,57
291,3,5:29.0,Turnover by D. Wade (lost ball),,50,57
292,3,5:05.0,,R. Westbrook makes 2-pt layup from 1 ft,50,59
293,3,4:41.0,Turnover by M. Chalmers (lost ball),,50,59
294,3,4:27.0,,S. Adams misses 2-pt jump shot from 9 ft,50,59
295,3,4:26.0,Defensive rebound by D. Wade,,50,59
296,3,4:20.0,C. Andersen makes 2-pt dunk from 1 ft (assist by D. Wade),,52,59
297,3,3:52.0,,R. Westbrook misses 3-pt jump shot from 25 ft,52,59
298,3,3:51.0,Defensive rebound by D. Wade,,52,59
299,3,3:31.0,U. Haslem makes 2-pt layup at rim (assist by C. Andersen),,54,59
300,3,3:09.0,,E. Freedom makes 2-pt jump shot from 14 ft (assist by D. Waiters),54,61
301,3,2:54.0,Personal block foul by S. Adams (drawn by M. Chalmers),,54,61
302,3,2:54.0,Miami full timeout,,54,61
303,3,2:54.0,,A. Morrow enters the game for S. Adams,54,61
304,3,2:54.0,,M. McGary enters the game for K. Singler,54,61
305,3,2:54.0,H. Walker enters the game for L. Deng,,54,61
306,3,2:54.0,G. Dragić enters the game for D. Wade,,54,61
307,3,2:41.0,M. Chalmers misses 2-pt jump shot from 17 ft,,54,61
308,3,2:39.0,,Defensive rebound by R. Westbrook,54,61
309,3,2:19.0,,D. Waiters misses 2-pt jump shot from 4 ft,54,61
310,3,2:18.0,,Offensive rebound by M. McGary,54,61
311,3,2:16.0,,Turnover by M. McGary (lost ball; steal by U. Haslem),54,61
312,3,2:08.0,U. Haslem misses 2-pt layup at rim (block by R. Westbrook),,54,61
313,3,2:07.0,,Defensive rebound by M. McGary,54,61
314,3,2:02.0,,E. Freedom misses 2-pt layup from 1 ft,54,61
315,3,2:00.0,Defensive rebound by H. Walker,,54,61
316,3,1:47.0,M. Chalmers misses 2-pt jump shot from 3 ft,,54,61
317,3,1:46.0,,Defensive rebound by E. Freedom,54,61
318,3,1:40.0,,Turnover by D. Waiters (bad pass),54,61
319,3,1:40.0,,D. Augustin enters the game for D. Waiters,54,61
320,3,1:29.0,Turnover by C. Andersen (bad pass; steal by E. Freedom),,54,61
321,3,1:14.0,,M. McGary makes 2-pt jump shot from 4 ft (assist by R. Westbrook),54,63
322,3,0:55.0,H. Walker misses 3-pt jump shot from 25 ft,,54,63
323,3,0:54.0,Offensive rebound by C. Andersen,,54,63
324,3,0:49.0,M. Chalmers misses 3-pt jump shot from 24 ft,,54,63
325,3,0:47.0,Offensive rebound by U. Haslem,,54,63
326,3,0:42.0,C. Andersen makes 2-pt layup from 3 ft (assist by G. Dragić),,56,63
327,3,0:33.0,,R. Westbrook makes 3-pt jump shot from 25 ft,56,66
328,3,0:12.0,M. Chalmers makes 2-pt layup from 1 ft,,58,66
329,3,0:02.0,,R. Westbrook misses 2-pt jump shot from 16 ft,58,66
330,3,0:00.0,,Offensive rebound by Team,58,66
331,4,11:42.0,,A. Morrow misses 2-pt jump shot from 11 ft,58,66
332,4,11:40.0,,Offensive rebound by M. McGary,58,66
333,4,11:26.0,,M. McGary misses 2-pt jump shot from 17 ft,58,66
334,4,11:25.0,,Offensive rebound by D. Augustin,58,66
335,4,11:20.0,,D. Augustin misses 2-pt jump shot from 3 ft,58,66
336,4,11:19.0,Defensive rebound by M. Beasley,,58,66
337,4,11:12.0,G. Dragić makes 2-pt jump shot from 4 ft,,60,66
338,4,10:53.0,,Shooting foul by H. Walker (drawn by E. Freedom),60,66
339,4,10:53.0,,E. Freedom makes free throw 1 of 2,60,67
340,4,10:53.0,,E. Freedom makes free throw 2 of 2,60,68
341,4,10:41.0,G. Dragić misses 3-pt jump shot from 24 ft,,60,68
342,4,10:40.0,,Defensive rebound by M. McGary,60,68
343,4,10:34.0,,A. Morrow misses 3-pt jump shot from 24 ft,60,68
344,4,10:32.0,Defensive rebound by G. Dragić,,60,68
345,4,10:12.0,H. Whiteside enters the game for C. Andersen,,60,68
346,4,10:09.0,Turnover by Team (shot clock),,60,68
347,4,9:52.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by M. McGary),60,71
348,4,9:51.0,Miami full timeout,,60,71
349,4,9:41.0,M. Chalmers misses 2-pt jump shot from 5 ft (block by D. Augustin),,60,71
350,4,9:39.0,,Defensive rebound by M. McGary,60,71
351,4,9:33.0,,Shooting foul by G. Dragić (drawn by M. McGary),60,71
352,4,9:33.0,,M. McGary makes free throw 1 of 2,60,72
353,4,9:33.0,D. Wade enters the game for H. Walker,,60,72
354,4,9:33.0,,M. McGary makes free throw 2 of 2,60,73
355,4,9:15.0,M. Beasley makes 2-pt layup from 1 ft,,62,73
356,4,8:53.0,,A. Morrow misses 3-pt jump shot from 25 ft,62,73
357,4,8:52.0,,Offensive rebound by E. Freedom,62,73
358,4,8:52.0,,E. Freedom makes 2-pt tip-in from 1 ft,62,75
359,4,8:31.0,G. Dragić misses 3-pt jump shot from 24 ft,,62,75
360,4,8:30.0,,Defensive rebound by D. Waiters,62,75
361,4,8:24.0,,E. Freedom misses 2-pt layup at rim,62,75
362,4,8:23.0,,Offensive rebound by A. Morrow,62,75
363,4,8:23.0,,A. Morrow makes 2-pt tip-in at rim,62,77
364,4,8:23.0,Miami full timeout,,62,77
365,4,8:07.0,Shooting foul by D. Waiters (drawn by D. Wade),,62,77
366,4,8:07.0,D. Wade misses free throw 1 of 2,,62,77
367,4,8:07.0,Offensive rebound by Team,,62,77
368,4,8:07.0,D. Wade misses free throw 2 of 2,,62,77
369,4,8:06.0,,Defensive rebound by Team,62,77
370,4,7:49.0,Violation by H. Whiteside (def goaltending),,62,77
371,4,7:49.0,,D. Waiters makes 2-pt layup at rim (assist by A. Morrow),62,79
372,4,7:36.0,M. Beasley misses 2-pt jump shot from 17 ft,,62,79
373,4,7:35.0,,Defensive rebound by E. Freedom,62,79
374,4,7:29.0,,Personal foul by H. Whiteside (drawn by D. Augustin),62,79
375,4,7:20.0,,D. Waiters misses 2-pt layup from 2 ft (block by M. Beasley),62,79
376,4,7:19.0,Defensive rebound by M. Beasley,,62,79
377,4,7:13.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by M. Beasley),,65,79
378,4,7:13.0,,Oklahoma City full timeout,65,79
379,4,7:13.0,,R. Westbrook enters the game for D. Waiters,65,79
380,4,7:13.0,,S. Adams enters the game for E. Freedom,65,79
381,4,6:51.0,,M. McGary makes 2-pt jump shot from 13 ft (assist by D. Augustin),65,81
382,4,6:34.0,D. Wade misses 2-pt jump shot from 15 ft,,65,81
383,4,6:33.0,,Defensive rebound by R. Westbrook,65,81
384,4,6:27.0,,M. McGary makes 2-pt layup from 1 ft (assist by R. Westbrook),65,83
385,4,6:10.0,M. Beasley makes 2-pt layup from 1 ft,,67,83
386,4,5:53.0,,Turnover by R. Westbrook (bad pass),67,83
387,4,5:34.0,H. Whiteside misses 2-pt dunk at rim (block by M. McGary),,67,83
