,QUARTER,TIME_REMAINING,UTAH_ACTION,MINNESOTA_ACTION,UTAH_SCORE,MINNESOTA_SCORE
58,1,4:04.0,C. Johnson enters the game for D. Exum,,17,16
59,1,4:04.0,,A. Payne enters the game for J. Hamilton,17,16
60,1,4:04.0,R. Gobert makes free throw 1 of 1,,18,16
61,1,3:49.0,,C. Budinger misses 3-pt jump shot from 24 ft,18,16
62,1,3:48.0,Defensive rebound by T. Burke,,18,16
63,1,3:29.0,C. Johnson misses 3-pt jump shot from 22 ft,,18,16
64,1,3:28.0,Offensive rebound by Team,,18,16
65,1,3:21.0,Turnover by C. Johnson (traveling),,18,16
66,1,3:00.0,,Z. LaVine misses 3-pt jump shot from 24 ft,18,16
67,1,2:59.0,Defensive rebound by R. Gobert,,18,16
68,1,2:44.0,G. Hayward makes 3-pt jump shot from 25 ft,,21,16
69,1,2:37.0,,Minnesota full timeout,21,16
70,1,2:37.0,J. Ingles enters the game for T. Booker,,21,16
71,1,2:37.0,J. Evans enters the game for G. Hayward,,21,16
72,1,2:27.0,,Personal foul by J. Ingles (drawn by A. Wiggins),21,16
73,1,2:24.0,,Personal foul by J. Ingles (drawn by A. Wiggins),21,16
74,1,2:24.0,,R. Hummel enters the game for L. Brown,21,16
75,1,2:16.0,,A. Wiggins misses 2-pt jump shot from 6 ft,21,16
76,1,2:15.0,Defensive rebound by J. Ingles,,21,16
77,1,1:53.0,T. Burke makes 2-pt jump shot from 7 ft,,23,16
78,1,1:30.0,,C. Budinger misses 2-pt jump shot from 14 ft (block by R. Gobert),23,16
79,1,1:28.0,,Offensive rebound by A. Payne,23,16
80,1,1:24.0,,A. Payne misses 2-pt jump shot from 14 ft,23,16
81,1,1:22.0,,Offensive rebound by C. Budinger,23,16
82,1,1:17.0,,A. Payne misses 2-pt jump shot from 19 ft,23,16
83,1,1:15.0,Defensive rebound by R. Gobert,,23,16
84,1,1:08.0,C. Johnson misses 3-pt jump shot from 22 ft,,23,16
85,1,1:07.0,,Defensive rebound by A. Payne,23,16
86,1,0:46.0,,Z. LaVine misses 3-pt jump shot from 24 ft,23,16
87,1,0:45.0,Defensive rebound by R. Gobert,,23,16
88,1,0:38.0,T. Burke makes 2-pt layup at rim,,25,16
89,1,0:27.0,,Personal foul by T. Burke (drawn by A. Wiggins),25,16
90,1,0:27.0,,A. Wiggins makes free throw 1 of 2,25,17
91,1,0:27.0,,A. Wiggins makes free throw 2 of 2,25,18
92,1,0:07.0,J. Evans misses 3-pt jump shot from 24 ft,,25,18
93,1,0:06.0,,Defensive rebound by A. Payne,25,18
94,1,0:01.0,,Z. LaVine misses 3-pt jump shot from 28 ft,25,18
95,1,0:00.0,,Offensive rebound by Team,25,18
96,2,11:47.0,,R. Hummel misses 3-pt jump shot from 24 ft,25,18
97,2,11:46.0,Defensive rebound by T. Burke,,25,18
98,2,11:22.0,T. Burke makes 3-pt jump shot from 27 ft (assist by E. Millsap),,28,18
99,2,10:59.0,,L. Brown misses 2-pt jump shot from 12 ft,28,18
100,2,10:57.0,Defensive rebound by C. Johnson,,28,18
101,2,10:48.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by E. Millsap),,31,18
102,2,10:48.0,,Minnesota full timeout,31,18
103,2,10:48.0,,Z. LaVine enters the game for A. Wiggins,31,18
104,2,10:34.0,,C. Budinger misses 2-pt jump shot from 9 ft,31,18
105,2,10:32.0,Defensive rebound by T. Burke,,31,18
106,2,10:26.0,T. Burke makes 2-pt layup at rim,,33,18
107,2,10:05.0,,C. Budinger misses 2-pt jump shot from 11 ft (block by J. Ingles),33,18
108,2,10:04.0,,Offensive rebound by Team,33,18
109,2,10:02.0,,Z. LaVine makes 2-pt jump shot from 18 ft (assist by C. Budinger),33,20
110,2,9:41.0,E. Millsap misses 3-pt jump shot from 25 ft,,33,20
111,2,9:40.0,,Defensive rebound by A. Payne,33,20
112,2,9:25.0,,L. Brown makes 3-pt jump shot from 24 ft (assist by R. Hummel),33,23
113,2,9:12.0,C. Johnson misses 3-pt jump shot from 22 ft,,33,23
114,2,9:11.0,,Defensive rebound by R. Hummel,33,23
115,2,9:08.0,,Personal foul by E. Millsap (drawn by Z. LaVine),33,23
116,2,9:08.0,R. Hood enters the game for C. Johnson,,33,23
117,2,8:54.0,,Z. LaVine misses 2-pt jump shot from 8 ft,33,23
118,2,8:53.0,,Offensive rebound by C. Budinger,33,23
119,2,8:53.0,,Shooting foul by R. Hood (drawn by C. Budinger),33,23
120,2,8:53.0,,C. Budinger makes free throw 1 of 2,33,24
121,2,8:53.0,T. Booker enters the game for R. Hood,,33,24
122,2,8:53.0,,C. Budinger misses free throw 2 of 2,33,24
123,2,8:52.0,Defensive rebound by T. Booker,,33,24
124,2,8:34.0,J. Ingles misses 3-pt jump shot from 24 ft,,33,24
125,2,8:31.0,,Defensive rebound by C. Budinger,33,24
126,2,8:16.0,,C. Budinger makes 3-pt jump shot from 23 ft (assist by L. Brown),33,27
127,2,7:58.0,T. Burke misses 2-pt jump shot from 20 ft,,33,27
128,2,7:57.0,,Defensive rebound by Z. LaVine,33,27
129,2,7:51.0,,Z. LaVine makes 2-pt layup at rim,33,29
130,2,7:49.0,Utah full timeout,,33,29
131,2,7:49.0,G. Hayward enters the game for E. Millsap,,33,29
132,2,7:25.0,T. Burke misses 3-pt jump shot from 27 ft (block by L. Brown),,33,29
133,2,7:24.0,Offensive rebound by Team,,33,29
134,2,7:24.0,Turnover by Team (shot clock),,33,29
135,2,7:05.0,,L. Brown misses 2-pt jump shot from 15 ft,33,29
136,2,7:04.0,Defensive rebound by J. Evans,,33,29
137,2,6:59.0,T. Booker makes 2-pt dunk at rim (assist by J. Ingles),,35,29
138,2,6:44.0,R. Gobert enters the game for J. Evans,,35,29
139,2,6:44.0,D. Exum enters the game for T. Burke,,35,29
140,2,6:44.0,,A. Wiggins enters the game for C. Budinger,35,29
141,2,6:32.0,,Turnover by Team (shot clock),35,29
142,2,6:08.0,D. Exum misses 3-pt jump shot from 24 ft,,35,29
143,2,6:05.0,,Defensive rebound by R. Hummel,35,29
144,2,5:44.0,,R. Hummel misses 3-pt jump shot from 23 ft,35,29
145,2,5:42.0,,Offensive rebound by A. Wiggins,35,29
146,2,5:32.0,,R. Hummel makes 3-pt jump shot from 24 ft (assist by L. Brown),35,32
147,2,5:08.0,Turnover by G. Hayward (lost ball; steal by A. Wiggins),,35,32
148,2,5:02.0,,A. Wiggins misses 2-pt jump shot from 14 ft,35,32
149,2,5:00.0,,Offensive rebound by Z. LaVine,35,32
150,2,4:52.0,,A. Wiggins makes 2-pt dunk at rim (assist by L. Brown),35,34
151,2,4:46.0,Utah full timeout,,35,34
152,2,4:34.0,Shooting foul by R. Hummel (drawn by R. Gobert),,35,34
153,2,4:34.0,R. Gobert misses free throw 1 of 2,,35,34
154,2,4:34.0,Offensive rebound by Team,,35,34
155,2,4:34.0,C. Johnson enters the game for J. Ingles,,35,34
156,2,4:34.0,R. Gobert makes free throw 2 of 2,,36,34
157,2,4:19.0,,A. Wiggins misses 2-pt dunk at rim (block by R. Gobert),36,34
158,2,4:17.0,Defensive rebound by T. Booker,,36,34
159,2,4:12.0,G. Hayward makes 2-pt layup from 1 ft,,38,34
160,2,4:12.0,Shooting foul by R. Hummel (drawn by G. Hayward),,38,34
161,2,4:12.0,G. Hayward makes free throw 1 of 1,,39,34
162,2,3:55.0,,Z. LaVine misses 2-pt jump shot from 16 ft,39,34
163,2,3:54.0,Offensive rebound by Team,,39,34
164,2,3:38.0,,Offensive charge foul by T. Booker (drawn by R. Hummel),39,34
165,2,3:38.0,Turnover by T. Booker (offensive foul),,39,34
166,2,3:38.0,T. Burke enters the game for D. Exum,,39,34
167,2,3:21.0,,R. Hummel makes 2-pt jump shot from 17 ft (assist by A. Payne),39,36
168,2,3:09.0,G. Hayward misses 2-pt jump shot from 12 ft,,39,36
169,2,3:04.0,Offensive rebound by T. Burke,,39,36
170,2,2:59.0,Shooting foul by L. Brown (drawn by R. Gobert),,39,36
171,2,2:59.0,Utah full timeout,,39,36
172,2,2:59.0,R. Gobert makes free throw 1 of 2,,40,36
173,2,2:59.0,R. Gobert makes free throw 2 of 2,,41,36
174,2,2:43.0,,A. Payne misses 2-pt jump shot from 6 ft,41,36
175,2,2:42.0,Defensive rebound by G. Hayward,,41,36
176,2,2:36.0,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),,44,36
177,2,2:14.0,,A. Payne misses 2-pt layup from 2 ft,44,36
178,2,2:13.0,Defensive rebound by R. Gobert,,44,36
179,2,2:09.0,Shooting foul by R. Hummel (drawn by G. Hayward),,44,36
180,2,2:09.0,G. Hayward makes free throw 1 of 2,,45,36
181,2,2:09.0,,C. Budinger enters the game for R. Hummel,45,36
182,2,2:09.0,,Minnesota full timeout,45,36
183,2,2:09.0,G. Hayward makes free throw 2 of 2,,46,36
184,2,1:51.0,,L. Brown makes 2-pt jump shot from 14 ft (assist by Z. LaVine),46,38
185,2,1:32.0,C. Johnson misses 3-pt jump shot from 24 ft,,46,38
186,2,1:31.0,,Defensive rebound by A. Wiggins,46,38
187,2,1:23.0,,Z. LaVine misses 3-pt jump shot from 24 ft,46,38
188,2,1:22.0,Defensive rebound by G. Hayward,,46,38
189,2,1:16.0,J. Ingles enters the game for C. Johnson,,46,38
190,2,1:03.0,T. Burke makes 2-pt layup at rim,,48,38
191,2,0:42.0,,Turnover by C. Budinger (bad pass; steal by T. Burke),48,38
192,2,0:38.0,T. Burke misses 2-pt layup from 1 ft (block by L. Brown),,48,38
193,2,0:37.0,Offensive rebound by R. Gobert,,48,38
194,2,0:37.0,R. Gobert makes 2-pt dunk at rim,,50,38
195,2,0:33.0,,Z. LaVine makes 2-pt layup at rim,50,40
196,2,0:12.0,Turnover by T. Booker (step out of bounds),,50,40
197,2,0:12.0,E. Millsap enters the game for J. Ingles,,50,40
198,2,0:06.0,,Personal take foul by E. Millsap (drawn by Z. LaVine),50,40
199,2,0:06.0,D. Exum enters the game for T. Burke,,50,40
200,2,0:01.0,,Z. LaVine misses 2-pt jump shot from 21 ft,50,40
201,2,0:00.0,Defensive rebound by E. Millsap,,50,40
202,3,11:36.0,,Turnover by A. Payne (traveling),50,40
203,3,11:14.0,G. Hayward makes 2-pt jump shot from 12 ft,,52,40
204,3,10:53.0,,L. Brown misses 2-pt jump shot from 13 ft,52,40
205,3,10:51.0,Defensive rebound by G. Hayward,,52,40
206,3,10:32.0,D. Exum makes 3-pt jump shot from 23 ft (assist by G. Hayward),,55,40
207,3,10:31.0,,Minnesota full timeout,55,40
208,3,10:14.0,,Z. LaVine misses 2-pt layup at rim,55,40
209,3,10:12.0,,Offensive rebound by Z. LaVine,55,40
210,3,9:55.0,,A. Payne misses 2-pt jump shot from 7 ft,55,40
211,3,9:53.0,Defensive rebound by R. Gobert,,55,40
212,3,9:38.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Gobert),,58,40
213,3,9:23.0,,Offensive foul by A. Wiggins (drawn by R. Hood),58,40
214,3,9:23.0,,Turnover by A. Wiggins (offensive foul),58,40
215,3,9:23.0,,C. Budinger enters the game for Z. LaVine,58,40
216,3,9:01.0,Shooting foul by A. Wiggins (drawn by G. Hayward),,58,40
217,3,9:01.0,G. Hayward makes free throw 1 of 2,,59,40
218,3,9:01.0,,Z. LaVine enters the game for L. Brown,59,40
219,3,9:01.0,G. Hayward makes free throw 2 of 2,,60,40
220,3,8:51.0,,Personal foul by R. Hood (drawn by A. Wiggins),60,40
221,3,8:51.0,J. Ingles enters the game for R. Hood,,60,40
222,3,8:45.0,,J. Hamilton misses 2-pt jump shot from 18 ft,60,40
223,3,8:44.0,Defensive rebound by T. Booker,,60,40
224,3,8:21.0,J. Ingles makes 2-pt jump shot from 20 ft,,62,40
225,3,8:05.0,,Turnover by Z. LaVine (bad pass; steal by R. Gobert),62,40
226,3,8:01.0,T. Booker makes 2-pt dunk at rim (assist by R. Gobert),,64,40
227,3,8:00.0,,Minnesota full timeout,64,40
228,3,8:00.0,,R. Hummel enters the game for A. Payne,64,40
229,3,7:38.0,,R. Hummel misses 2-pt jump shot from 7 ft,64,40
230,3,7:37.0,Defensive rebound by G. Hayward,,64,40
231,3,7:21.0,D. Exum misses 3-pt jump shot from 22 ft,,64,40
232,3,7:20.0,,Defensive rebound by C. Budinger,64,40
233,3,7:16.0,,Z. LaVine makes 2-pt dunk at rim (assist by C. Budinger),64,42
234,3,7:00.0,R. Gobert misses 2-pt hook shot from 8 ft,,64,42
235,3,6:59.0,,Defensive rebound by J. Hamilton,64,42
236,3,6:41.0,,A. Wiggins misses 2-pt jump shot from 19 ft,64,42
237,3,6:39.0,Defensive rebound by T. Booker,,64,42
238,3,6:33.0,G. Hayward misses 2-pt jump shot from 22 ft,,64,42
239,3,6:30.0,,Defensive rebound by A. Wiggins,64,42
240,3,6:26.0,,Shooting foul by D. Exum (drawn by Z. LaVine),64,42
241,3,6:26.0,,Z. LaVine makes 2-pt jump shot from 5 ft (assist by A. Wiggins),64,44
242,3,6:26.0,,Z. LaVine makes free throw 1 of 1,64,45
243,3,6:17.0,G. Hayward misses 2-pt jump shot from 18 ft,,64,45
244,3,6:16.0,Offensive rebound by T. Booker,,64,45
245,3,6:15.0,Shooting foul by C. Budinger (drawn by T. Booker),,64,45
246,3,6:15.0,T. Booker makes free throw 1 of 2,,65,45
247,3,6:15.0,T. Burke enters the game for D. Exum,,65,45
248,3,6:15.0,T. Booker makes free throw 2 of 2,,66,45
249,3,6:06.0,,Turnover by Z. LaVine (bad pass; steal by G. Hayward),66,45
250,3,6:02.0,Personal foul by Z. LaVine (drawn by G. Hayward),,66,45
251,3,5:51.0,T. Booker misses 2-pt jump shot from 4 ft,,66,45
252,3,5:50.0,Offensive rebound by R. Gobert,,66,45
253,3,5:35.0,T. Booker makes 2-pt jump shot from 20 ft (assist by J. Ingles),,68,45
254,3,5:23.0,,J. Hamilton misses 2-pt layup from 2 ft,68,45
255,3,5:22.0,Defensive rebound by T. Booker,,68,45
256,3,5:12.0,T. Booker misses 3-pt jump shot from 24 ft,,68,45
257,3,5:11.0,,Defensive rebound by C. Budinger,68,45
258,3,5:03.0,,R. Hummel misses 2-pt jump shot from 21 ft,68,45
259,3,5:02.0,Defensive rebound by Team,,68,45
260,3,4:45.0,T. Burke misses 2-pt layup from 3 ft,,68,45
261,3,4:44.0,,Defensive rebound by R. Hummel,68,45
262,3,4:29.0,,Shooting foul by T. Burke (drawn by A. Wiggins),68,45
263,3,4:29.0,,A. Wiggins makes free throw 1 of 2,68,46
264,3,4:29.0,J. Evans enters the game for T. Booker,,68,46
265,3,4:29.0,,A. Wiggins makes free throw 2 of 2,68,47
266,3,4:19.0,Offensive foul by G. Hayward (drawn by R. Hummel),,68,47
267,3,4:19.0,Turnover by G. Hayward (offensive foul),,68,47
268,3,4:04.0,,C. Budinger makes 3-pt jump shot from 22 ft (assist by A. Wiggins),68,50
269,3,3:45.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Burke),,71,50
270,3,3:28.0,,A. Wiggins misses 2-pt jump shot from 22 ft,71,50
271,3,3:27.0,Defensive rebound by R. Gobert,,71,50
272,3,3:18.0,T. Burke makes 2-pt jump shot from 17 ft,,73,50
273,3,3:01.0,,R. Hummel misses 3-pt jump shot from 25 ft,73,50
274,3,3:00.0,,Offensive rebound by Team,73,50
275,3,3:00.0,,L. Brown enters the game for Z. LaVine,73,50
276,3,2:46.0,,A. Wiggins makes 2-pt jump shot from 9 ft,73,52
277,3,2:46.0,Technical foul by J. Ingles,,73,52
278,3,2:46.0,Utah full timeout,,73,52
279,3,2:46.0,,C. Budinger misses technical free throw,73,52
280,3,2:46.0,Offensive rebound by Team,,73,52
281,3,2:23.0,T. Burke misses 2-pt jump shot from 9 ft,,73,52
282,3,2:22.0,Offensive rebound by J. Evans,,73,52
283,3,2:22.0,J. Evans makes 2-pt tip-in at rim,,75,52
284,3,2:10.0,,C. Budinger makes 2-pt jump shot from 7 ft (assist by L. Brown),75,54
285,3,1:51.0,G. Hayward misses 2-pt jump shot from 19 ft,,75,54
286,3,1:50.0,,Defensive rebound by C. Budinger,75,54
287,3,1:45.0,,A. Wiggins misses 2-pt layup from 1 ft,75,54
288,3,1:44.0,,Offensive rebound by A. Wiggins,75,54
289,3,1:43.0,,Shooting foul by J. Evans (drawn by A. Wiggins),75,54
290,3,1:43.0,,A. Wiggins misses free throw 1 of 2,75,54
291,3,1:43.0,,Offensive rebound by Team,75,54
292,3,1:43.0,C. Johnson enters the game for G. Hayward,,75,54
293,3,1:43.0,,A. Wiggins makes free throw 2 of 2,75,55
294,3,1:22.0,T. Burke misses 3-pt jump shot from 23 ft,,75,55
295,3,1:21.0,,Defensive rebound by C. Budinger,75,55
296,3,1:10.0,,Turnover by A. Wiggins (lost ball; steal by C. Johnson),75,55
297,3,1:04.0,C. Johnson makes 2-pt layup at rim (assist by J. Ingles),,77,55
298,3,0:55.0,,L. Brown misses 2-pt jump shot from 6 ft (block by R. Gobert),77,55
299,3,0:53.0,Defensive rebound by T. Burke,,77,55
300,3,0:48.0,J. Evans makes 2-pt layup from 2 ft (assist by T. Burke),,79,55
301,3,0:36.0,,C. Budinger misses 3-pt jump shot from 24 ft,79,55
302,3,0:35.0,,Offensive rebound by J. Hamilton,79,55
303,3,0:33.0,,J. Hamilton makes 2-pt layup from 1 ft,79,57
304,3,0:12.0,T. Burke misses 2-pt jump shot from 8 ft,,79,57
305,3,0:11.0,Offensive rebound by R. Gobert,,79,57
306,3,0:10.0,R. Gobert misses 2-pt layup from 1 ft,,79,57
307,3,0:09.0,Offensive rebound by R. Gobert,,79,57
308,3,0:08.0,R. Gobert makes 2-pt dunk at rim,,81,57
309,3,0:01.0,,A. Wiggins misses 2-pt jump shot from 12 ft,81,57
310,3,0:00.0,,Offensive rebound by Team,81,57
311,4,11:44.0,C. Johnson misses 3-pt jump shot from 23 ft,,81,57
312,4,11:43.0,Offensive rebound by J. Evans,,81,57
313,4,11:39.0,C. Johnson makes 2-pt layup from 1 ft (assist by J. Ingles),,83,57
314,4,11:22.0,,C. Budinger makes 2-pt jump shot from 3 ft (assist by Z. LaVine),83,59
315,4,10:55.0,E. Millsap makes 3-pt jump shot from 24 ft (assist by C. Johnson),,86,59
316,4,10:36.0,,A. Wiggins makes 2-pt dunk at rim (assist by Z. LaVine),86,61
317,4,10:15.0,Personal foul by Z. LaVine (drawn by T. Burke),,86,61
318,4,10:15.0,,R. Hummel enters the game for A. Wiggins,86,61
319,4,10:15.0,T. Booker enters the game for C. Johnson,,86,61
320,4,9:59.0,T. Burke misses 3-pt jump shot from 25 ft,,86,61
321,4,9:59.0,,Defensive rebound by Team,86,61
322,4,9:51.0,,C. Budinger makes 2-pt jump shot from 13 ft (assist by A. Bennett),86,63
323,4,9:51.0,,Shooting foul by E. Millsap (drawn by C. Budinger),86,63
324,4,9:51.0,D. Exum enters the game for T. Burke,,86,63
325,4,9:51.0,C. Johnson enters the game for E. Millsap,,86,63
326,4,9:51.0,,C. Budinger makes free throw 1 of 1,86,64
327,4,9:35.0,Turnover by T. Booker (lost ball; steal by C. Budinger),,86,64
328,4,9:27.0,,Z. LaVine misses 2-pt jump shot from 5 ft (block by T. Booker),86,64
329,4,9:26.0,,Offensive rebound by Team,86,64
330,4,9:20.0,Violation by T. Booker (kicked ball),,86,64
331,4,9:15.0,,Shooting block foul by J. Evans (drawn by Z. LaVine),86,64
332,4,9:15.0,,Z. LaVine makes free throw 1 of 2,86,65
333,4,9:15.0,G. Hayward enters the game for C. Johnson,,86,65
334,4,9:15.0,R. Gobert enters the game for J. Evans,,86,65
335,4,9:15.0,,Z. LaVine makes free throw 2 of 2,86,66
336,4,9:02.0,Turnover by G. Hayward (bad pass; steal by A. Payne),,86,66
337,4,8:59.0,,Turnover by A. Payne (lost ball),86,66
338,4,8:59.0,Utah full timeout,,86,66
339,4,8:54.0,G. Hayward makes 2-pt jump shot from 7 ft,,88,66
340,4,8:35.0,,A. Bennett makes 2-pt jump shot from 17 ft (assist by A. Payne),88,68
341,4,8:15.0,D. Exum misses 3-pt jump shot from 23 ft,,88,68
342,4,8:13.0,Offensive rebound by T. Booker,,88,68
343,4,7:58.0,Turnover by G. Hayward (bad pass),,88,68
344,4,7:48.0,,A. Bennett makes 3-pt jump shot from 24 ft (assist by Z. LaVine),88,71
345,4,7:23.0,T. Booker makes 2-pt jump shot from 15 ft (assist by G. Hayward),,90,71
346,4,7:12.0,,Z. LaVine misses 3-pt jump shot from 24 ft,90,71
347,4,7:11.0,Defensive rebound by T. Booker,,90,71
348,4,7:04.0,G. Hayward misses 2-pt layup from 1 ft (block by Z. LaVine),,90,71
349,4,7:03.0,,Defensive rebound by Z. LaVine,90,71
350,4,7:00.0,,R. Hummel makes 2-pt layup at rim (assist by Z. LaVine),90,73
351,4,6:40.0,Personal foul by Z. LaVine (drawn by D. Exum),,90,73
352,4,6:40.0,C. Johnson enters the game for J. Ingles,,90,73
353,4,6:40.0,,A. Wiggins enters the game for R. Hummel,90,73
354,4,6:34.0,Shooting foul by C. Budinger (drawn by R. Gobert),,90,73
355,4,6:34.0,R. Gobert misses free throw 1 of 2,,90,73
356,4,6:34.0,Offensive rebound by Team,,90,73
357,4,6:34.0,R. Gobert makes free throw 2 of 2,,91,73
358,4,6:25.0,,Shooting foul by R. Gobert (drawn by Z. LaVine),91,73
359,4,6:25.0,,Z. LaVine makes free throw 1 of 2,91,74
360,4,6:25.0,,Z. LaVine makes free throw 2 of 2,91,75
361,4,6:11.0,C. Johnson misses 3-pt jump shot from 22 ft,,91,75
362,4,6:10.0,Offensive rebound by G. Hayward,,91,75
363,4,6:07.0,G. Hayward makes 2-pt jump shot from 8 ft,,93,75
364,4,5:57.0,,A. Payne misses 2-pt jump shot from 13 ft,93,75
365,4,5:55.0,Defensive rebound by R. Gobert,,93,75
366,4,5:47.0,R. Gobert makes 2-pt layup from 1 ft,,95,75
367,4,5:31.0,,Turnover by A. Payne (lost ball; steal by G. Hayward),95,75
368,4,5:25.0,C. Johnson makes 2-pt layup at rim (assist by T. Booker),,97,75
369,4,5:23.0,,Minnesota full timeout,97,75
370,4,5:23.0,,J. Hamilton enters the game for A. Payne,97,75
371,4,5:23.0,,R. Hummel enters the game for A. Bennett,97,75
372,4,5:11.0,,R. Hummel misses 2-pt jump shot from 21 ft,97,75
373,4,5:10.0,Defensive rebound by D. Exum,,97,75
374,4,4:51.0,Shooting foul by J. Hamilton (drawn by R. Gobert),,97,75
375,4,4:51.0,R. Gobert makes free throw 1 of 2,,98,75
376,4,4:51.0,T. Burke enters the game for D. Exum,,98,75
377,4,4:51.0,R. Gobert makes free throw 2 of 2,,99,75
378,4,4:33.0,,A. Wiggins misses 2-pt jump shot from 15 ft,99,75
379,4,4:32.0,Defensive rebound by T. Burke,,99,75
380,4,4:10.0,G. Hayward misses 3-pt jump shot from 24 ft,,99,75
381,4,4:09.0,,Defensive rebound by R. Hummel,99,75
382,4,4:00.0,,Shooting foul by R. Gobert (drawn by J. Hamilton),99,75
383,4,4:00.0,,J. Hamilton makes 2-pt hook shot from 6 ft (assist by Z. LaVine),99,77
384,4,4:00.0,D. Exum enters the game for C. Johnson,,99,77
385,4,4:00.0,,J. Hamilton makes free throw 1 of 1,99,78
386,4,3:49.0,T. Booker makes 2-pt jump shot from 14 ft (assist by T. Burke),,101,78
