,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SACRAMENTO_ACTION,WASHINGTON_SCORE,SACRAMENTO_SCORE
28,1,8:02.0,,O. Casspi makes 2-pt jump shot from 5 ft (assist by R. Gay),11,13
29,1,7:47.0,P. Pierce misses 2-pt jump shot from 14 ft,,11,13
30,1,7:46.0,,Defensive rebound by D. Cousins,11,13
31,1,7:37.0,,Turnover by D. Cousins (bad pass; steal by M. Gortat),11,13
32,1,7:22.0,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),,14,13
33,1,7:00.0,,D. Cousins makes 2-pt jump shot from 3 ft (assist by O. Casspi),14,15
34,1,6:52.0,B. Beal makes 2-pt dunk at rim (assist by J. Wall),,16,15
35,1,6:37.0,,R. Gay misses 2-pt jump shot from 10 ft,16,15
36,1,6:36.0,,Offensive rebound by Team,16,15
37,1,6:36.0,Loose ball foul by N. Hilário (drawn by D. Cousins),,16,15
38,1,6:36.0,,Sacramento full timeout,16,15
39,1,6:36.0,,N. Stauskas enters the game for B. McLemore,16,15
40,1,6:24.0,,D. Cousins makes 2-pt dunk at rim (assist by O. Casspi),16,17
41,1,6:06.0,B. Beal makes 2-pt jump shot from 15 ft (assist by J. Wall),,18,17
42,1,5:51.0,,Shooting foul by P. Pierce (drawn by D. Cousins),18,17
43,1,5:51.0,,D. Cousins makes free throw 1 of 2,18,18
44,1,5:51.0,,D. Cousins makes free throw 2 of 2,18,19
45,1,5:35.0,N. Hilário misses 2-pt jump shot from 4 ft,,18,19
46,1,5:34.0,Offensive rebound by M. Gortat,,18,19
47,1,5:23.0,J. Wall misses 3-pt jump shot from 25 ft,,18,19
48,1,5:22.0,Offensive rebound by N. Hilário,,18,19
49,1,5:12.0,P. Pierce misses 3-pt jump shot from 24 ft,,18,19
50,1,5:11.0,,Defensive rebound by O. Casspi,18,19
51,1,5:09.0,,Turnover by O. Casspi (bad pass),18,19
52,1,5:02.0,Shooting foul by R. Gay (drawn by N. Hilário),,18,19
53,1,5:02.0,N. Hilário makes free throw 1 of 2,,19,19
54,1,5:02.0,N. Hilário makes free throw 2 of 2,,20,19
55,1,4:50.0,,R. McCallum makes 2-pt layup from 1 ft,20,21
56,1,4:36.0,Turnover by B. Beal (bad pass),,20,21
57,1,4:36.0,R. Sessions enters the game for B. Beal,,20,21
58,1,4:26.0,,D. Cousins makes 2-pt jump shot from 16 ft (assist by R. McCallum),20,23
59,1,4:05.0,Shooting foul by D. Cousins (drawn by N. Hilário),,20,23
60,1,4:05.0,N. Hilário makes free throw 1 of 2,,21,23
61,1,4:05.0,,D. Williams enters the game for O. Casspi,21,23
62,1,4:05.0,,J. Thompson enters the game for D. Cousins,21,23
63,1,4:05.0,N. Hilário misses free throw 2 of 2,,21,23
64,1,4:04.0,,Defensive rebound by J. Thompson,21,23
65,1,3:48.0,,R. Gay makes 2-pt jump shot from 10 ft,21,25
66,1,3:26.0,J. Wall misses 2-pt jump shot from 17 ft,,21,25
67,1,3:25.0,,Defensive rebound by R. Gay,21,25
68,1,3:19.0,,R. Gay misses 3-pt jump shot from 24 ft,21,25
69,1,3:18.0,Defensive rebound by R. Sessions,,21,25
70,1,3:13.0,J. Wall misses 2-pt jump shot from 9 ft (block by R. Gay),,21,25
71,1,3:13.0,Offensive rebound by Team,,21,25
72,1,3:13.0,Washington full timeout,,21,25
73,1,3:13.0,,A. Miller enters the game for R. McCallum,21,25
74,1,3:13.0,D. Gooden enters the game for N. Hilário,,21,25
75,1,3:01.0,D. Gooden misses 2-pt jump shot from 9 ft,,21,25
76,1,3:01.0,,Defensive rebound by Team,21,25
77,1,3:01.0,Loose ball foul by M. Gortat (drawn by J. Thompson),,21,25
78,1,3:01.0,K. Séraphin enters the game for M. Gortat,,21,25
79,1,3:01.0,R. Butler enters the game for P. Pierce,,21,25
80,1,2:49.0,,D. Williams makes 2-pt dunk at rim (assist by R. Gay),21,27
81,1,2:49.0,,Shooting foul by D. Gooden (drawn by D. Williams),21,27
82,1,2:49.0,,D. Williams makes free throw 1 of 1,21,28
83,1,2:34.0,R. Sessions makes 2-pt layup from 2 ft (assist by D. Gooden),,23,28
84,1,2:20.0,,A. Miller makes 2-pt jump shot from 3 ft,23,30
85,1,2:02.0,D. Gooden makes 2-pt jump shot from 14 ft (assist by R. Butler),,25,30
86,1,1:42.0,,R. Gay makes 2-pt jump shot from 14 ft (assist by D. Williams),25,32
87,1,1:30.0,R. Butler misses 3-pt jump shot from 22 ft,,25,32
88,1,1:29.0,,Defensive rebound by J. Thompson,25,32
89,1,1:22.0,,Turnover by N. Stauskas (bad pass; steal by D. Gooden),25,32
90,1,1:15.0,R. Sessions misses 2-pt jump shot from 18 ft,,25,32
91,1,1:13.0,Offensive rebound by D. Gooden,,25,32
92,1,1:13.0,D. Gooden makes 2-pt tip-in from 1 ft,,27,32
93,1,0:57.0,,N. Stauskas misses 3-pt jump shot from 25 ft,27,32
94,1,0:56.0,Defensive rebound by K. Séraphin,,27,32
95,1,0:44.0,J. Wall misses 3-pt jump shot from 23 ft,,27,32
96,1,0:42.0,,Defensive rebound by A. Miller,27,32
97,1,0:38.0,,A. Miller makes 2-pt layup from 2 ft,27,34
98,1,0:26.0,K. Séraphin misses 2-pt hook shot from 11 ft,,27,34
99,1,0:25.0,Offensive rebound by R. Sessions,,27,34
100,1,0:01.0,D. Gooden makes 2-pt jump shot from 20 ft (assist by J. Wall),,29,34
101,1,0:00.0,,A. Miller misses 3-pt jump shot from 56 ft,29,34
102,1,0:00.0,,Offensive rebound by Team,29,34
103,2,11:42.0,,J. Thompson misses 2-pt dunk at rim (block by K. Séraphin),29,34
104,2,11:40.0,Defensive rebound by R. Sessions,,29,34
105,2,11:37.0,R. Butler misses 2-pt jump shot from 14 ft,,29,34
106,2,11:34.0,,Defensive rebound by R. Evans,29,34
107,2,11:20.0,,Shooting foul by K. Séraphin (drawn by J. Thompson),29,34
108,2,11:20.0,,J. Thompson misses free throw 1 of 2,29,34
109,2,11:20.0,,Offensive rebound by Team,29,34
110,2,11:20.0,,J. Thompson makes free throw 2 of 2,29,35
111,2,11:09.0,K. Séraphin misses 2-pt hook shot from 6 ft,,29,35
112,2,11:08.0,,Defensive rebound by J. Thompson,29,35
113,2,10:55.0,,R. Evans misses 2-pt jump shot from 4 ft,29,35
114,2,10:55.0,Defensive rebound by Team,,29,35
115,2,10:34.0,R. Sessions makes 3-pt jump shot from 22 ft (assist by B. Beal),,32,35
116,2,10:20.0,,D. Williams makes 2-pt jump shot from 20 ft,32,37
117,2,10:03.0,K. Séraphin makes 2-pt hook shot from 7 ft (assist by R. Butler),,34,37
118,2,9:49.0,,Turnover by A. Miller (lost ball; steal by D. Gooden),34,37
119,2,9:45.0,Turnover by D. Gooden (bad pass; steal by B. McLemore),,34,37
120,2,9:40.0,,B. McLemore misses 3-pt jump shot from 25 ft,34,37
121,2,9:40.0,,Offensive rebound by Team,34,37
122,2,9:40.0,Loose ball foul by R. Sessions (drawn by J. Thompson),,34,37
123,2,9:40.0,,D. Cousins enters the game for J. Thompson,34,37
124,2,9:32.0,,Turnover by B. McLemore (bad pass),34,37
125,2,9:18.0,B. Beal misses 2-pt jump shot from 6 ft,,34,37
126,2,9:16.0,,Defensive rebound by D. Cousins,34,37
127,2,9:12.0,,D. Williams makes 2-pt dunk at rim (assist by D. Cousins),34,39
128,2,8:51.0,R. Sessions makes 2-pt jump shot from 10 ft,,36,39
129,2,8:40.0,Violation by D. Gooden (kicked ball),,36,39
130,2,8:40.0,Official timeout,,36,39
131,2,8:28.0,,A. Miller misses 2-pt jump shot from 3 ft,36,39
132,2,8:28.0,,Offensive rebound by Team,36,39
133,2,8:25.0,,D. Cousins misses 2-pt layup from 2 ft,36,39
134,2,8:25.0,,Offensive rebound by Team,36,39
135,2,8:25.0,,Turnover by Team (shot clock),36,39
136,2,8:12.0,Shooting block foul by D. Cousins (drawn by R. Butler),,36,39
137,2,8:12.0,R. Butler makes free throw 1 of 2,,37,39
138,2,8:12.0,,R. Hollins enters the game for D. Cousins,37,39
139,2,8:12.0,R. Butler makes free throw 2 of 2,,38,39
140,2,7:58.0,,B. McLemore misses 2-pt jump shot from 20 ft,38,39
141,2,7:58.0,Defensive rebound by R. Butler,,38,39
142,2,7:44.0,K. Séraphin misses 2-pt jump shot from 17 ft,,38,39
143,2,7:43.0,,Defensive rebound by Team,38,39
144,2,7:43.0,,O. Casspi enters the game for D. Williams,38,39
145,2,7:25.0,,B. McLemore misses 2-pt layup from 2 ft,38,39
146,2,7:24.0,Defensive rebound by B. Beal,,38,39
147,2,7:13.0,D. Gooden misses 2-pt jump shot from 21 ft,,38,39
148,2,7:12.0,,Defensive rebound by A. Miller,38,39
149,2,6:59.0,,O. Casspi makes 2-pt dunk at rim (assist by A. Miller),38,41
150,2,6:41.0,D. Gooden misses 2-pt jump shot from 22 ft,,38,41
151,2,6:41.0,,Defensive rebound by R. Evans,38,41
152,2,6:31.0,,A. Miller makes 2-pt jump shot from 16 ft,38,43
153,2,6:12.0,R. Sessions misses 2-pt jump shot from 21 ft,,38,43
154,2,6:12.0,,Defensive rebound by Team,38,43
155,2,6:12.0,,Sacramento full timeout,38,43
156,2,6:12.0,,R. McCallum enters the game for B. McLemore,38,43
157,2,6:12.0,,R. Gay enters the game for A. Miller,38,43
158,2,6:12.0,J. Wall enters the game for R. Sessions,,38,43
159,2,6:12.0,N. Hilário enters the game for K. Séraphin,,38,43
160,2,5:53.0,,Offensive foul by R. Evans (drawn by B. Beal),38,43
161,2,5:53.0,,Turnover by R. Evans (offensive foul),38,43
162,2,5:43.0,B. Beal misses 3-pt jump shot from 24 ft,,38,43
163,2,5:42.0,,Defensive rebound by Team,38,43
164,2,5:42.0,P. Pierce enters the game for D. Gooden,,38,43
165,2,5:22.0,,O. Casspi misses 2-pt jump shot from 10 ft,38,43
166,2,5:22.0,Defensive rebound by N. Hilário,,38,43
167,2,5:13.0,P. Pierce makes 2-pt jump shot from 21 ft (assist by B. Beal),,40,43
168,2,4:55.0,,R. McCallum misses 2-pt layup from 3 ft,40,43
169,2,4:54.0,,Offensive rebound by Team,40,43
170,2,4:54.0,,N. Stauskas enters the game for R. Evans,40,43
171,2,4:54.0,,J. Thompson enters the game for R. Hollins,40,43
172,2,4:48.0,,R. McCallum makes 2-pt layup from 2 ft,40,45
173,2,4:32.0,R. Butler misses 3-pt jump shot from 23 ft,,40,45
174,2,4:30.0,,Defensive rebound by J. Thompson,40,45
175,2,4:16.0,,R. Gay misses 2-pt jump shot from 16 ft,40,45
176,2,4:15.0,Defensive rebound by J. Wall,,40,45
177,2,4:07.0,Personal foul by O. Casspi (drawn by P. Pierce),,40,45
178,2,3:59.0,P. Pierce misses 2-pt jump shot from 16 ft,,40,45
179,2,3:59.0,,Defensive rebound by R. Gay,40,45
180,2,3:56.0,,O. Casspi makes flagrant free throw 1 of 2,40,46
181,2,3:56.0,,O. Casspi makes flagrant free throw 2 of 2,40,47
182,2,3:40.0,,R. Gay misses 2-pt jump shot from 4 ft,40,47
183,2,3:38.0,Defensive rebound by R. Butler,,40,47
184,2,3:35.0,Turnover by R. Butler (step out of bounds),,40,47
185,2,3:28.0,,Turnover by O. Casspi (bad pass),40,47
186,2,3:17.0,J. Wall misses 2-pt jump shot from 17 ft,,40,47
187,2,3:16.0,,Defensive rebound by O. Casspi,40,47
188,2,3:07.0,,J. Thompson makes 2-pt layup from 1 ft (assist by R. McCallum),40,49
189,2,2:45.0,B. Beal makes 2-pt layup from 2 ft (assist by N. Hilário),,42,49
190,2,2:37.0,,R. McCallum misses 2-pt jump shot from 3 ft,42,49
191,2,2:35.0,Defensive rebound by N. Hilário,,42,49
192,2,2:22.0,Washington full timeout,,42,49
193,2,2:22.0,R. Sessions enters the game for R. Butler,,42,49
194,2,2:19.0,Shooting foul by J. Thompson (drawn by B. Beal),,42,49
195,2,2:19.0,B. Beal makes free throw 1 of 2,,43,49
196,2,2:19.0,M. Gortat enters the game for N. Hilário,,43,49
197,2,2:19.0,B. Beal makes free throw 2 of 2,,44,49
198,2,2:01.0,,R. Gay misses 2-pt jump shot from 11 ft,44,49
199,2,2:00.0,,Offensive rebound by R. Gay,44,49
200,2,2:00.0,,R. Gay makes 2-pt jump shot from 11 ft,44,51
201,2,2:00.0,,Shooting foul by P. Pierce (drawn by R. Gay),44,51
202,2,2:00.0,O. Porter enters the game for P. Pierce,,44,51
203,2,2:00.0,,R. Gay makes free throw 1 of 1,44,52
204,2,1:41.0,M. Gortat misses 2-pt jump shot from 14 ft,,44,52
205,2,1:40.0,Offensive rebound by B. Beal,,44,52
206,2,1:40.0,B. Beal makes 2-pt tip-in at rim,,46,52
207,2,1:22.0,,R. Gay makes 2-pt layup from 2 ft,46,54
208,2,0:59.0,M. Gortat makes 2-pt jump shot from 15 ft (assist by R. Sessions),,48,54
209,2,0:38.0,,Def 3 sec tech foul by R. Sessions,48,54
210,2,0:38.0,,R. Gay makes technical free throw,48,55
211,2,0:38.0,K. Séraphin enters the game for M. Gortat,,48,55
212,2,0:32.0,,R. Gay makes 2-pt jump shot from 14 ft (assist by R. McCallum),48,57
213,2,0:20.0,B. Beal makes 2-pt jump shot from 15 ft,,50,57
214,2,0:00.0,,R. McCallum misses 2-pt jump shot from 6 ft,50,57
215,2,0:00.0,,Offensive rebound by Team,50,57
216,3,11:44.0,,Shooting foul by N. Hilário (drawn by D. Cousins),50,57
217,3,11:44.0,,D. Cousins makes free throw 1 of 2,50,58
218,3,11:44.0,,D. Cousins makes free throw 2 of 2,50,59
219,3,11:18.0,P. Pierce makes 2-pt jump shot from 16 ft,,52,59
220,3,10:59.0,,R. Gay makes 2-pt jump shot from 14 ft,52,61
221,3,10:37.0,B. Beal misses 2-pt jump shot from 10 ft,,52,61
222,3,10:36.0,,Defensive rebound by D. Cousins,52,61
223,3,10:33.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Cousins),52,63
224,3,10:19.0,Turnover by N. Hilário (lost ball; steal by B. McLemore),,52,63
225,3,10:14.0,,B. McLemore makes 2-pt layup from 2 ft,52,65
226,3,10:14.0,Washington full timeout,,52,65
227,3,10:01.0,B. Beal makes 2-pt dunk at rim (assist by N. Hilário),,54,65
228,3,9:44.0,,R. Gay misses 2-pt layup from 2 ft,54,65
229,3,9:43.0,Defensive rebound by P. Pierce,,54,65
230,3,9:36.0,P. Pierce misses 3-pt jump shot from 25 ft,,54,65
231,3,9:34.0,Offensive rebound by N. Hilário,,54,65
232,3,9:34.0,N. Hilário misses 2-pt tip-in at rim,,54,65
233,3,9:33.0,Offensive rebound by M. Gortat,,54,65
234,3,9:32.0,M. Gortat misses 2-pt layup from 2 ft,,54,65
235,3,9:31.0,Offensive rebound by N. Hilário,,54,65
236,3,9:31.0,N. Hilário misses 2-pt layup from 2 ft,,54,65
237,3,9:30.0,,Defensive rebound by R. McCallum,54,65
238,3,9:23.0,,R. Gay makes 3-pt jump shot from 23 ft (assist by R. McCallum),54,68
239,3,9:12.0,Turnover by J. Wall (lost ball; steal by D. Cousins),,54,68
240,3,9:08.0,,Turnover by R. Gay (bad pass),54,68
241,3,8:56.0,B. Beal misses 3-pt jump shot from 24 ft,,54,68
242,3,8:56.0,,Defensive rebound by D. Cousins,54,68
243,3,8:45.0,,Personal foul by P. Pierce (drawn by D. Cousins),54,68
244,3,8:35.0,,R. Gay misses 3-pt jump shot from 24 ft,54,68
245,3,8:35.0,Defensive rebound by J. Wall,,54,68
246,3,8:28.0,N. Hilário makes 2-pt layup from 2 ft (assist by J. Wall),,56,68
247,3,8:02.0,,R. McCallum makes 2-pt jump shot from 16 ft,56,70
248,3,7:47.0,R. Butler enters the game for P. Pierce,,56,70
249,3,7:42.0,Turnover by B. Beal (bad pass; steal by O. Casspi),,56,70
250,3,7:39.0,,D. Cousins makes 2-pt layup from 1 ft (assist by O. Casspi),56,72
251,3,7:39.0,,Shooting foul by B. Beal (drawn by D. Cousins),56,72
252,3,7:39.0,,D. Cousins makes free throw 1 of 1,56,73
253,3,7:26.0,Turnover by B. Beal (bad pass; steal by O. Casspi),,56,73
254,3,7:24.0,,Shooting foul by J. Wall (drawn by O. Casspi),56,73
255,3,7:24.0,,O. Casspi makes free throw 1 of 2,56,74
256,3,7:24.0,,O. Casspi makes free throw 2 of 2,56,75
257,3,7:10.0,Shooting foul by O. Casspi (drawn by N. Hilário),,56,75
258,3,7:10.0,N. Hilário misses free throw 1 of 2,,56,75
259,3,7:10.0,Offensive rebound by Team,,56,75
260,3,7:10.0,N. Hilário misses free throw 2 of 2,,56,75
261,3,7:08.0,,Defensive rebound by D. Cousins,56,75
262,3,6:56.0,,B. McLemore misses 3-pt jump shot from 26 ft,56,75
263,3,6:56.0,Defensive rebound by J. Wall,,56,75
264,3,6:51.0,J. Wall misses 2-pt layup from 2 ft,,56,75
265,3,6:50.0,,Defensive rebound by B. McLemore,56,75
266,3,6:46.0,,Turnover by D. Cousins (bad pass),56,75
267,3,6:34.0,J. Wall misses 2-pt jump shot from 6 ft,,56,75
268,3,6:34.0,Offensive rebound by R. Butler,,56,75
269,3,6:28.0,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),,58,75
270,3,6:05.0,,B. McLemore makes 2-pt jump shot from 19 ft (assist by D. Cousins),58,77
271,3,5:56.0,R. Butler makes 2-pt jump shot from 4 ft (assist by J. Wall),,60,77
272,3,5:37.0,,R. Gay misses 3-pt jump shot from 23 ft,60,77
273,3,5:36.0,Defensive rebound by B. Beal,,60,77
274,3,5:31.0,N. Hilário makes 2-pt layup from 2 ft (assist by B. Beal),,62,77
275,3,5:15.0,,D. Cousins makes 2-pt layup from 2 ft,62,79
276,3,5:15.0,,Shooting foul by N. Hilário (drawn by D. Cousins),62,79
277,3,5:15.0,D. Gooden enters the game for N. Hilário,,62,79
278,3,5:15.0,,D. Cousins makes free throw 1 of 1,62,80
279,3,5:05.0,J. Wall makes 2-pt layup from 2 ft,,64,80
280,3,4:47.0,,Offensive foul by D. Cousins (drawn by M. Gortat),64,80
281,3,4:47.0,,Turnover by D. Cousins (offensive foul),64,80
282,3,4:47.0,,D. Williams enters the game for R. Gay,64,80
283,3,4:47.0,R. Sessions enters the game for B. Beal,,64,80
284,3,4:47.0,,J. Thompson enters the game for D. Cousins,64,80
285,3,4:36.0,Turnover by J. Wall (bad pass),,64,80
286,3,4:32.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by O. Casspi),64,83
287,3,4:08.0,R. Butler misses 2-pt jump shot from 15 ft,,64,83
288,3,4:08.0,Offensive rebound by M. Gortat,,64,83
289,3,3:59.0,D. Gooden misses 2-pt jump shot from 20 ft,,64,83
290,3,3:57.0,Offensive rebound by Team,,64,83
291,3,3:57.0,,Sacramento full timeout,64,83
292,3,3:51.0,R. Butler misses 3-pt jump shot from 23 ft,,64,83
293,3,3:49.0,Offensive rebound by M. Gortat,,64,83
294,3,3:49.0,Personal foul by J. Thompson (drawn by M. Gortat),,64,83
295,3,3:48.0,Personal foul by B. McLemore (drawn by R. Sessions),,64,83
296,3,3:42.0,R. Sessions makes 2-pt jump shot from 9 ft,,66,83
297,3,3:30.0,,Turnover by D. Williams (lost ball),66,83
298,3,3:24.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,68,83
299,3,3:07.0,,R. Evans enters the game for J. Thompson,68,83
300,3,2:57.0,,R. McCallum misses 3-pt jump shot from 24 ft,68,83
301,3,2:56.0,,Offensive rebound by B. McLemore,68,83
302,3,2:42.0,,R. McCallum makes 2-pt dunk at rim (assist by R. Evans),68,85
303,3,2:16.0,D. Gooden misses 2-pt jump shot from 16 ft,,68,85
304,3,2:16.0,,Defensive rebound by R. Evans,68,85
305,3,2:11.0,,D. Williams misses 2-pt dunk from 1 ft,68,85
306,3,2:09.0,Defensive rebound by M. Gortat,,68,85
307,3,1:55.0,Shooting foul by O. Casspi (drawn by M. Gortat),,68,85
308,3,1:55.0,M. Gortat misses free throw 1 of 2,,68,85
309,3,1:55.0,Offensive rebound by Team,,68,85
310,3,1:55.0,,N. Stauskas enters the game for O. Casspi,68,85
311,3,1:55.0,M. Gortat misses free throw 2 of 2,,68,85
312,3,1:54.0,,Defensive rebound by D. Williams,68,85
313,3,1:36.0,,Shooting foul by R. Sessions (drawn by R. McCallum),68,85
314,3,1:36.0,,R. McCallum makes free throw 1 of 2,68,86
315,3,1:36.0,,R. McCallum makes free throw 2 of 2,68,87
316,3,1:35.0,Personal foul by R. McCallum (drawn by J. Wall),,68,87
317,3,1:35.0,J. Wall makes free throw 1 of 2,,69,87
318,3,1:35.0,J. Wall makes free throw 2 of 2,,70,87
319,3,1:14.0,,Shooting foul by M. Gortat (drawn by D. Williams),70,87
320,3,1:14.0,,D. Williams makes free throw 1 of 2,70,88
321,3,1:14.0,,D. Williams misses free throw 2 of 2,70,88
322,3,1:14.0,,Offensive rebound by R. Evans,70,88
323,3,1:00.0,,Turnover by D. Williams (lost ball; steal by J. Wall),70,88
324,3,0:55.0,Turnover by J. Wall (lost ball; steal by R. Evans),,70,88
325,3,0:48.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Williams),70,90
326,3,0:24.0,R. Sessions misses 2-pt jump shot from 5 ft (block by D. Williams),,70,90
327,3,0:24.0,Offensive rebound by Team,,70,90
328,3,0:24.0,Turnover by Team (shot clock),,70,90
329,3,0:04.0,,D. Williams misses 2-pt jump shot from 21 ft,70,90
330,3,0:03.0,Defensive rebound by R. Sessions,,70,90
331,3,0:00.0,R. Sessions misses 3-pt jump shot from 36 ft,,70,90
332,3,0:00.0,Offensive rebound by Team,,70,90
333,4,11:46.0,M. Webster misses 2-pt jump shot from 16 ft,,70,90
334,4,11:44.0,Offensive rebound by D. Gooden,,70,90
335,4,11:44.0,D. Gooden misses 2-pt tip-in from 2 ft,,70,90
336,4,11:44.0,,Defensive rebound by B. McLemore,70,90
337,4,11:18.0,,N. Stauskas misses 2-pt jump shot from 19 ft,70,90
338,4,11:17.0,Defensive rebound by K. Séraphin,,70,90
339,4,11:05.0,Turnover by K. Séraphin (bad pass; steal by B. McLemore),,70,90
340,4,10:47.0,,R. Evans misses 2-pt jump shot from 4 ft,70,90
341,4,10:45.0,Defensive rebound by D. Gooden,,70,90
342,4,10:37.0,D. Gooden misses 3-pt jump shot from 24 ft,,70,90
343,4,10:36.0,,Defensive rebound by D. Williams,70,90
344,4,10:20.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Williams),70,93
345,4,9:52.0,K. Séraphin makes 2-pt hook shot from 4 ft,,72,93
346,4,9:25.0,,N. Stauskas misses 3-pt jump shot from 22 ft,72,93
347,4,9:24.0,Defensive rebound by D. Gooden,,72,93
348,4,9:10.0,Washington full timeout,,72,93
349,4,9:10.0,T. Murry enters the game for J. Wall,,72,93
350,4,9:10.0,,R. Gay enters the game for B. McLemore,72,93
351,4,9:04.0,Turnover by M. Webster (lost ball; steal by R. Evans),,72,93
352,4,8:40.0,,R. Gay misses 2-pt jump shot from 17 ft,72,93
353,4,8:39.0,Defensive rebound by D. Gooden,,72,93
354,4,8:27.0,T. Murry misses 2-pt jump shot from 19 ft,,72,93
355,4,8:25.0,,Defensive rebound by R. Gay,72,93
356,4,8:12.0,,A. Miller misses 2-pt jump shot from 11 ft,72,93
357,4,8:12.0,Defensive rebound by D. Gooden,,72,93
358,4,8:07.0,M. Webster misses 2-pt dunk at rim,,72,93
359,4,8:05.0,,Defensive rebound by D. Williams,72,93
360,4,7:59.0,,D. Williams misses 2-pt jump shot from 3 ft,72,93
361,4,7:58.0,Defensive rebound by K. Séraphin,,72,93
362,4,7:38.0,K. Séraphin misses 2-pt hook shot from 9 ft,,72,93
363,4,7:37.0,,Defensive rebound by R. Evans,72,93
364,4,7:27.0,,R. Gay makes 2-pt dunk at rim,72,95
365,4,7:27.0,,Shooting foul by K. Séraphin (drawn by R. Gay),72,95
366,4,7:27.0,,D. Cousins enters the game for D. Williams,72,95
367,4,7:27.0,,O. Casspi enters the game for R. Evans,72,95
368,4,7:27.0,,R. Gay makes free throw 1 of 1,72,96
369,4,7:06.0,M. Webster makes 2-pt jump shot from 16 ft,,74,96
370,4,6:48.0,,A. Miller misses 2-pt jump shot from 4 ft (block by K. Séraphin),74,96
371,4,6:46.0,Defensive rebound by K. Séraphin,,74,96
372,4,6:39.0,M. Webster misses 3-pt jump shot from 24 ft,,74,96
373,4,6:38.0,,Defensive rebound by Team,74,96
374,4,6:20.0,,N. Stauskas makes 2-pt jump shot from 17 ft,74,98
375,4,5:55.0,K. Séraphin makes 2-pt jump shot from 18 ft (assist by R. Sessions),,76,98
376,4,5:34.0,,D. Cousins misses 2-pt jump shot from 17 ft,76,98
377,4,5:33.0,Defensive rebound by M. Webster,,76,98
378,4,5:19.0,D. Gooden makes 2-pt layup from 4 ft,,78,98
379,4,5:01.0,,N. Stauskas misses 2-pt layup from 3 ft (block by K. Séraphin),78,98
380,4,5:00.0,Defensive rebound by R. Sessions,,78,98
381,4,4:58.0,Personal foul by O. Casspi (drawn by R. Sessions),,78,98
382,4,4:58.0,Official timeout,,78,98
383,4,4:58.0,,B. McLemore enters the game for N. Stauskas,78,98
384,4,4:51.0,Turnover by R. Sessions (bad pass; steal by D. Cousins),,78,98
385,4,4:35.0,,D. Cousins misses 2-pt jump shot from 8 ft,78,98
386,4,4:34.0,Defensive rebound by M. Webster,,78,98
387,4,4:27.0,D. Gooden makes 2-pt layup from 2 ft,,80,98
