,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
0,1,11:43.0,,Shooting foul by L. Sanders (drawn by J. Smith),0,0
1,1,11:43.0,,J. Smith makes free throw 1 of 2,0,1
2,1,11:43.0,,J. Smith makes free throw 2 of 2,0,2
3,1,11:30.0,J. Parker makes 2-pt dunk at rim (assist by B. Knight),,2,2
4,1,11:10.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by G. Monroe),2,5
5,1,10:51.0,K. Marshall misses 3-pt jump shot from 25 ft,,2,5
6,1,10:50.0,,Defensive rebound by A. Drummond,2,5
7,1,10:39.0,,J. Smith misses 2-pt hook shot from 5 ft,2,5
8,1,10:38.0,,Offensive rebound by A. Drummond,2,5
9,1,10:36.0,,A. Drummond makes 2-pt tip-in at rim,2,7
10,1,10:21.0,L. Sanders makes 2-pt layup at rim (assist by B. Knight),,4,7
11,1,10:03.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by B. Jennings),4,10
12,1,9:50.0,J. Parker misses 3-pt jump shot from 24 ft,,4,10
13,1,9:50.0,,Defensive rebound by K. Caldwell-Pope,4,10
14,1,9:35.0,,B. Jennings misses 3-pt jump shot from 22 ft,4,10
15,1,9:34.0,,Offensive rebound by A. Drummond,4,10
16,1,9:30.0,,Shooting foul by K. Marshall (drawn by J. Smith),4,10
17,1,9:30.0,,J. Smith makes free throw 1 of 2,4,11
18,1,9:30.0,,J. Smith misses free throw 2 of 2,4,11
19,1,9:29.0,Defensive rebound by L. Sanders,,4,11
20,1,9:12.0,J. Parker makes 2-pt jump shot from 16 ft (assist by B. Knight),,6,11
21,1,8:51.0,,J. Smith misses 2-pt jump shot from 4 ft,6,11
22,1,8:50.0,,Offensive rebound by A. Drummond,6,11
23,1,8:49.0,,A. Drummond makes 2-pt tip-in at rim,6,13
24,1,8:44.0,Personal foul by G. Monroe (drawn by E. İlyasova),,6,13
25,1,8:29.0,E. İlyasova misses 3-pt jump shot from 26 ft,,6,13
26,1,8:28.0,,Defensive rebound by Team,6,13
27,1,8:09.0,,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,6,13
28,1,8:08.0,Defensive rebound by B. Knight,,6,13
29,1,8:06.0,Turnover by B. Knight (bad pass; steal by J. Smith),,6,13
30,1,8:00.0,,B. Jennings misses 2-pt jump shot from 11 ft (block by L. Sanders),6,13
31,1,7:56.0,Defensive rebound by L. Sanders,,6,13
32,1,7:54.0,Turnover by L. Sanders (lost ball; steal by B. Jennings),,6,13
33,1,7:51.0,,A. Drummond misses 2-pt dunk at rim,6,13
34,1,7:49.0,Defensive rebound by J. Parker,,6,13
35,1,7:49.0,Shooting foul by A. Drummond (drawn by L. Sanders),,6,13
36,1,7:49.0,L. Sanders misses free throw 1 of 2,,6,13
37,1,7:49.0,Offensive rebound by Team,,6,13
38,1,7:49.0,L. Sanders makes free throw 2 of 2,,7,13
39,1,7:28.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,7,13
40,1,7:27.0,Defensive rebound by E. İlyasova,,7,13
41,1,7:27.0,,Loose ball foul by A. Drummond (drawn by J. Parker),7,13
42,1,7:27.0,,C. Butler enters the game for A. Drummond,7,13
43,1,7:17.0,Personal foul by B. Jennings (drawn by K. Marshall),,7,13
44,1,7:10.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by K. Marshall),,9,13
45,1,6:43.0,,G. Monroe makes 2-pt layup at rim (assist by J. Smith),9,15
46,1,6:34.0,J. Parker makes 2-pt jump shot from 18 ft,,11,15
47,1,6:15.0,,C. Butler misses 2-pt jump shot from 19 ft,11,15
48,1,6:14.0,,Offensive rebound by J. Smith,11,15
49,1,6:11.0,,J. Smith misses 2-pt jump shot from 6 ft,11,15
50,1,6:10.0,,Offensive rebound by G. Monroe,11,15
51,1,6:09.0,,G. Monroe misses 2-pt layup at rim (block by L. Sanders),11,15
52,1,6:09.0,,Offensive rebound by Team,11,15
53,1,6:00.0,,K. Caldwell-Pope makes 2-pt hook shot from 5 ft,11,17
54,1,5:49.0,B. Knight misses 2-pt jump shot from 21 ft,,11,17
55,1,5:48.0,,Defensive rebound by B. Jennings,11,17
56,1,5:39.0,,B. Jennings makes 2-pt layup at rim (assist by G. Monroe),11,19
57,1,5:38.0,Milwaukee full timeout,,11,19
58,1,5:25.0,Shooting foul by G. Monroe (drawn by J. Parker),,11,19
59,1,5:25.0,J. Parker misses free throw 1 of 2,,11,19
60,1,5:25.0,Offensive rebound by Team,,11,19
61,1,5:25.0,,J. Anthony enters the game for G. Monroe,11,19
62,1,5:25.0,J. Parker makes free throw 2 of 2,,12,19
63,1,5:10.0,,C. Butler makes 3-pt jump shot from 23 ft (assist by J. Smith),12,22
64,1,4:48.0,J. Parker makes 2-pt dunk at rim (assist by L. Sanders),,14,22
65,1,4:30.0,,J. Smith makes 2-pt layup at rim,14,24
66,1,4:14.0,L. Sanders misses 2-pt jump shot from 16 ft,,14,24
67,1,4:13.0,,Defensive rebound by B. Jennings,14,24
68,1,4:05.0,O. Mayo enters the game for K. Marshall,,14,24
69,1,4:05.0,J. Henson enters the game for L. Sanders,,14,24
70,1,3:57.0,,C. Butler makes 2-pt jump shot from 16 ft,14,26
71,1,3:41.0,E. İlyasova misses 2-pt jump shot from 17 ft,,14,26
72,1,3:40.0,,Defensive rebound by J. Smith,14,26
73,1,3:35.0,Offensive charge foul by J. Smith (drawn by E. İlyasova),,14,26
74,1,3:35.0,,Turnover by J. Smith (offensive foul),14,26
75,1,3:35.0,G. Antetokounmpo enters the game for E. İlyasova,,14,26
76,1,3:10.0,J. Henson misses 2-pt jump shot from 10 ft,,14,26
