,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
380,4,1:50.0,,Turnover by M. Carter-Williams (offensive foul),90,98
381,4,1:42.0,A. Wiggins misses 2-pt jump shot from 4 ft,,90,98
382,4,1:41.0,Offensive rebound by Team,,90,98
383,4,1:39.0,K. Martin misses 2-pt jump shot from 20 ft,,90,98
384,4,1:37.0,,Defensive rebound by M. Carter-Williams,90,98
385,4,1:14.0,,Turnover by Team (shot clock),90,98
386,4,1:14.0,Minnesota full timeout,,90,98
387,4,1:13.0,Turnover by A. Wiggins (bad pass; steal by L. Mbah a Moute),,90,98
388,4,1:02.0,,Personal foul by K. Martin (drawn by M. Carter-Williams),90,98
389,4,1:02.0,,M. Carter-Williams misses free throw 1 of 2,90,98
390,4,1:02.0,,Offensive rebound by Team,90,98
391,4,1:02.0,G. Dieng enters the game for N. Peković,,90,98
392,4,1:02.0,,M. Carter-Williams makes free throw 2 of 2,90,99
393,4,0:52.0,G. Dieng misses 2-pt jump shot from 3 ft,,90,99
394,4,0:51.0,Offensive rebound by G. Dieng,,90,99
395,4,0:51.0,G. Dieng misses 2-pt tip-in from 2 ft,,90,99
396,4,0:50.0,Offensive rebound by A. Wiggins,,90,99
397,4,0:50.0,A. Wiggins makes 2-pt layup from 1 ft,,92,99
398,4,0:48.0,,Philadelphia full timeout,92,99
399,4,0:46.0,,Turnover by M. Carter-Williams (lost ball),92,99
400,4,0:42.0,T. Young misses 2-pt jump shot from 3 ft (block by N. Noel),,92,99
401,4,0:39.0,,Defensive rebound by M. Carter-Williams,92,99
402,4,0:33.0,,Turnover by L. Mbah a Moute (bad pass; steal by G. Dieng),92,99
403,4,0:22.0,K. Martin makes 2-pt jump shot from 17 ft (assist by L. Brown),,94,99
404,4,0:21.0,,Personal foul by L. Brown (drawn by L. Mbah a Moute),94,99
405,4,0:21.0,,L. Mbah a Moute makes free throw 1 of 2,94,100
406,4,0:21.0,,L. Mbah a Moute makes free throw 2 of 2,94,101
407,4,0:17.0,K. Martin misses 2-pt jump shot from 4 ft (block by N. Noel),,94,101
408,4,0:15.0,Offensive rebound by A. Wiggins,,94,101
409,4,0:14.0,A. Wiggins misses 2-pt layup from 2 ft,,94,101
410,4,0:13.0,,Defensive rebound by M. Carter-Williams,94,101
411,4,0:11.0,,Shooting foul by T. Young (drawn by M. Carter-Williams),94,101
412,4,0:11.0,,M. Carter-Williams makes free throw 1 of 2,94,102
413,4,0:11.0,,M. Carter-Williams makes free throw 2 of 2,94,103
414,4,0:04.0,G. Dieng misses 2-pt jump shot from 7 ft,,94,103
415,4,0:02.0,,Defensive rebound by L. Mbah a Moute,94,103
