,QUARTER,TIME_REMAINING,DENVER_ACTION,LA CLIPPERS_ACTION,DENVER_SCORE,LA CLIPPERS_SCORE
0,1,11:34.0,W. Chandler makes 3-pt jump shot from 24 ft,,3,0
1,1,11:18.0,,J. Redick misses 2-pt jump shot from 19 ft,3,0
2,1,11:17.0,Defensive rebound by W. Chandler,,3,0
3,1,11:03.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by T. Lawson),,6,0
4,1,10:47.0,,J. Redick misses 2-pt jump shot from 19 ft,6,0
5,1,10:45.0,,Offensive rebound by D. Jordan,6,0
6,1,10:40.0,,B. Griffin misses 2-pt layup from 2 ft,6,0
7,1,10:39.0,,Offensive rebound by B. Griffin,6,0
8,1,10:34.0,,B. Griffin misses 2-pt layup from 1 ft,6,0
9,1,10:31.0,Defensive rebound by J. Nurkić,,6,0
10,1,10:20.0,W. Chandler makes 2-pt hook shot from 6 ft,,8,0
11,1,10:05.0,,J. Redick makes 2-pt layup from 2 ft (assist by B. Griffin),8,2
12,1,9:47.0,W. Chandler misses 3-pt jump shot from 22 ft (block by M. Barnes),,8,2
13,1,9:47.0,Offensive rebound by Team,,8,2
14,1,9:46.0,Turnover by W. Chandler (bad pass; steal by D. Jordan),,8,2
15,1,9:40.0,,D. Jordan misses 2-pt layup from 1 ft,8,2
16,1,9:37.0,Defensive rebound by J. Nurkić,,8,2
17,1,9:33.0,W. Chandler makes 2-pt dunk at rim (assist by T. Lawson),,10,2
18,1,9:17.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by B. Griffin),10,5
19,1,8:51.0,T. Lawson misses 2-pt layup from 2 ft,,10,5
20,1,8:49.0,,Defensive rebound by M. Barnes,10,5
21,1,8:45.0,,B. Griffin misses 2-pt layup from 2 ft (block by J. Nurkić),10,5
22,1,8:45.0,,Offensive rebound by Team,10,5
23,1,8:42.0,,J. Redick misses 2-pt jump shot from 19 ft,10,5
24,1,8:41.0,Defensive rebound by W. Chandler,,10,5
25,1,8:15.0,A. Afflalo misses 2-pt jump shot from 19 ft,,10,5
