,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
0,1,11:48.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by H. Barnes),0,2
1,1,11:27.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by A. Davis),,3,2
2,1,11:19.0,,Turnover by D. Green (bad pass),3,2
3,1,11:05.0,A. Davis makes 2-pt jump shot from 14 ft (assist by T. Evans),,5,2
4,1,10:55.0,,Turnover by A. Bogut (bad pass; steal by Q. Pondexter),5,2
5,1,10:48.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,5,2
6,1,10:47.0,,Defensive rebound by D. Green,5,2
7,1,10:42.0,,Personal foul by E. Gordon (drawn by D. Green),5,2
8,1,10:35.0,,H. Barnes misses 2-pt layup from 3 ft (block by T. Evans),5,2
9,1,10:33.0,Defensive rebound by Ö. Aşık,,5,2
10,1,10:24.0,Turnover by Ö. Aşık (bad pass),,5,2
11,1,10:14.0,,H. Barnes misses 3-pt jump shot from 23 ft,5,2
12,1,10:14.0,Defensive rebound by Team,,5,2
13,1,9:55.0,A. Davis makes 2-pt jump shot from 16 ft (assist by E. Gordon),,7,2
14,1,9:42.0,,S. Curry makes 2-pt jump shot from 14 ft,7,4
15,1,9:24.0,E. Gordon makes 2-pt jump shot from 7 ft,,9,4
16,1,9:02.0,,K. Thompson misses 2-pt jump shot from 19 ft,9,4
17,1,9:01.0,Defensive rebound by T. Evans,,9,4
18,1,8:53.0,T. Evans makes 2-pt jump shot from 14 ft,,11,4
19,1,8:43.0,,D. Green makes 3-pt jump shot from 24 ft (assist by S. Curry),11,7
20,1,8:24.0,A. Davis misses 2-pt jump shot from 10 ft,,11,7
21,1,8:23.0,,Defensive rebound by A. Bogut,11,7
22,1,8:15.0,,Turnover by D. Green (lost ball; steal by A. Davis),11,7
23,1,8:11.0,Turnover by A. Davis (bad pass; steal by K. Thompson),,11,7
24,1,8:05.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Thompson),11,10
25,1,7:44.0,E. Gordon misses 2-pt jump shot from 13 ft,,11,10
26,1,7:43.0,Offensive rebound by Ö. Aşık,,11,10
