,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHARLOTTE_ACTION,HOUSTON_SCORE,CHARLOTTE_SCORE
388,4,5:15.0,Turnover by J. Smith (lost ball; steal by J. Maxiell),,92,80
389,4,5:10.0,,B. Roberts makes 2-pt layup from 1 ft,92,82
390,4,4:55.0,T. Ariza misses 2-pt layup from 1 ft,,92,82
391,4,4:54.0,,Defensive rebound by J. Maxiell,92,82
392,4,4:41.0,,N. Vonleh misses 2-pt layup from 1 ft (block by T. Jones),92,82
393,4,4:40.0,Defensive rebound by Team,,92,82
394,4,4:22.0,J. Terry misses 3-pt jump shot from 23 ft,,92,82
395,4,4:21.0,Offensive rebound by J. Harden,,92,82
396,4,4:17.0,T. Ariza misses 3-pt jump shot from 24 ft,,92,82
397,4,4:16.0,,Defensive rebound by N. Vonleh,92,82
398,4,4:08.0,,N. Vonleh misses 3-pt jump shot from 25 ft,92,82
399,4,4:07.0,Defensive rebound by J. Harden,,92,82
400,4,3:57.0,J. Harden misses 3-pt jump shot from 25 ft,,92,82
401,4,3:54.0,Offensive rebound by J. Smith,,92,82
402,4,3:53.0,J. Harden makes 2-pt layup from 1 ft (assist by T. Jones),,94,82
403,4,3:25.0,,B. Roberts makes 3-pt jump shot from 25 ft,94,85
404,4,3:01.0,J. Smith makes 2-pt layup from 2 ft,,96,85
405,4,2:42.0,,J. Taylor misses 3-pt jump shot from 25 ft (block by J. Harden),96,85
406,4,2:40.0,Defensive rebound by T. Jones,,96,85
407,4,2:22.0,Shooting foul by N. Vonleh (drawn by J. Harden),,96,85
408,4,2:22.0,,Charlotte full timeout,96,85
409,4,2:22.0,,B. Biyombo enters the game for J. Maxiell,96,85
410,4,2:22.0,J. Harden misses free throw 1 of 2,,96,85
411,4,2:22.0,Offensive rebound by Team,,96,85
412,4,2:22.0,J. Harden makes free throw 2 of 2,,97,85
413,4,2:09.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by B. Roberts),97,88
414,4,1:50.0,J. Terry makes 3-pt jump shot from 25 ft (assist by J. Harden),,100,88
415,4,1:32.0,,Turnover by T. Daniels (bad pass; steal by T. Ariza),100,88
416,4,1:30.0,Turnover by T. Ariza (bad pass),,100,88
417,4,1:18.0,,B. Roberts misses 3-pt jump shot from 25 ft,100,88
418,4,1:17.0,Defensive rebound by T. Ariza,,100,88
419,4,1:08.0,T. Jones misses 2-pt layup from 2 ft,,100,88
420,4,1:07.0,,Defensive rebound by N. Vonleh,100,88
421,4,0:57.0,,T. Daniels misses 2-pt layup from 1 ft (block by T. Ariza),100,88
422,4,0:54.0,,Offensive rebound by B. Biyombo,100,88
423,4,0:54.0,,B. Biyombo misses 2-pt layup at rim (block by T. Jones),100,88
424,4,0:52.0,Defensive rebound by T. Ariza,,100,88
425,4,0:30.0,J. Harden misses 3-pt jump shot from 25 ft,,100,88
426,4,0:30.0,Offensive rebound by Team,,100,88
427,4,0:30.0,Turnover by Team (shot clock),,100,88
428,4,0:21.0,,Shooting foul by T. Jones (drawn by B. Roberts),100,88
429,4,0:21.0,,B. Roberts makes free throw 1 of 2,100,89
430,4,0:21.0,,B. Roberts makes free throw 2 of 2,100,90
