,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MEMPHIS_ACTION,BROOKLYN_SCORE,MEMPHIS_SCORE
385,4,5:07.0,Violation by Team (delay of game),,73,88
386,4,4:53.0,,K. Koufos misses 2-pt hook shot from 3 ft,73,88
387,4,4:51.0,Defensive rebound by M. Plumlee,,73,88
388,4,4:41.0,M. Plumlee misses 2-pt hook shot from 4 ft,,73,88
389,4,4:39.0,Offensive rebound by J. Jordan,,73,88
390,4,4:37.0,Turnover by J. Jordan (lost ball; steal by T. Allen),,73,88
391,4,4:23.0,,Personal foul by J. Jordan (drawn by Z. Randolph),73,88
392,4,4:14.0,,K. Koufos misses 2-pt hook shot from 5 ft,73,88
393,4,4:12.0,Defensive rebound by J. Jordan,,73,88
394,4,4:00.0,Turnover by A. Anderson (bad pass; steal by T. Allen),,73,88
395,4,3:56.0,,T. Allen makes 2-pt layup from 2 ft,73,90
396,4,3:32.0,J. Johnson makes 2-pt jump shot from 12 ft,,75,90
397,4,3:17.0,,Z. Randolph misses 2-pt jump shot from 19 ft,75,90
398,4,3:16.0,Defensive rebound by A. Anderson,,75,90
399,4,3:04.0,A. Anderson makes 2-pt jump shot from 15 ft,,77,90
400,4,2:41.0,,B. Udrih misses 3-pt jump shot from 25 ft,77,90
401,4,2:40.0,Defensive rebound by J. Jordan,,77,90
402,4,2:32.0,Shooting foul by B. Udrih (drawn by A. Anderson),,77,90
403,4,2:32.0,Brooklyn full timeout,,77,90
404,4,2:32.0,,M. Conley enters the game for B. Udrih,77,90
405,4,2:32.0,B. Lopez enters the game for J. Jordan,,77,90
406,4,2:32.0,A. Anderson makes free throw 1 of 2,,78,90
407,4,2:32.0,A. Anderson misses free throw 2 of 2,,78,90
408,4,2:31.0,,Defensive rebound by K. Koufos,78,90
409,4,2:30.0,,Turnover by K. Koufos (step out of bounds),78,90
410,4,2:23.0,M. Plumlee makes 2-pt layup from 2 ft (assist by D. Williams),,80,90
411,4,1:59.0,,M. Conley misses 3-pt jump shot from 25 ft,80,90
412,4,1:58.0,Defensive rebound by M. Plumlee,,80,90
413,4,1:56.0,Personal foul by K. Koufos (drawn by M. Plumlee),,80,90
414,4,1:56.0,,M. Gasol enters the game for K. Koufos,80,90
415,4,1:44.0,Shooting foul by M. Gasol (drawn by A. Anderson),,80,90
416,4,1:44.0,A. Anderson makes free throw 1 of 2,,81,90
417,4,1:44.0,,C. Lee enters the game for T. Allen,81,90
418,4,1:44.0,A. Anderson makes free throw 2 of 2,,82,90
419,4,1:27.0,,Personal foul by B. Lopez (drawn by M. Gasol),82,90
420,4,1:27.0,,M. Gasol misses free throw 1 of 2,82,90
421,4,1:27.0,,Offensive rebound by Team,82,90
422,4,1:27.0,,T. Allen enters the game for C. Lee,82,90
423,4,1:27.0,,M. Gasol makes free throw 2 of 2,82,91
424,4,1:17.0,D. Williams makes 2-pt layup at rim,,84,91
425,4,0:52.0,,M. Conley misses 2-pt jump shot from 12 ft,84,91
426,4,0:51.0,,Offensive rebound by M. Gasol,84,91
427,4,0:36.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Conley),84,93
428,4,0:36.0,Brooklyn full timeout,,84,93
429,4,0:26.0,M. Plumlee makes 2-pt jump shot from 11 ft (assist by J. Johnson),,86,93
430,4,0:19.0,,Personal take foul by J. Johnson (drawn by J. Green),86,93
431,4,0:19.0,,J. Green makes free throw 1 of 2,86,94
432,4,0:19.0,,J. Green makes free throw 2 of 2,86,95
433,4,0:19.0,Brooklyn full timeout,,86,95
434,4,0:19.0,B. Bogdanović enters the game for M. Plumlee,,86,95
435,4,0:14.0,B. Lopez misses 3-pt jump shot from 25 ft,,86,95
436,4,0:13.0,,Defensive rebound by Z. Randolph,86,95
