,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:48.0,Shooting foul by J. Lamb (drawn by C. Lee),,0,0
1,1,11:48.0,C. Lee makes free throw 1 of 2,,1,0
2,1,11:48.0,C. Lee makes free throw 2 of 2,,2,0
3,1,11:32.0,,S. Ibaka misses 2-pt jump shot from 12 ft,2,0
4,1,11:31.0,Defensive rebound by Z. Randolph,,2,0
5,1,11:09.0,Z. Randolph misses 2-pt jump shot from 13 ft,,2,0
6,1,11:08.0,Offensive rebound by M. Gasol,,2,0
7,1,11:04.0,Turnover by T. Allen (bad pass),,2,0
8,1,10:56.0,,Turnover by S. Ibaka (bad pass; steal by T. Allen),2,0
9,1,10:54.0,T. Allen makes 2-pt layup at rim,,4,0
10,1,10:28.0,,Turnover by R. Jackson (bad pass; steal by M. Conley),4,0
11,1,10:08.0,M. Gasol misses 2-pt jump shot from 10 ft,,4,0
12,1,10:07.0,,Defensive rebound by R. Jackson,4,0
13,1,9:56.0,,S. Adams makes 2-pt hook shot from 3 ft,4,2
14,1,9:36.0,M. Gasol makes 2-pt hook shot from 5 ft (assist by T. Allen),,6,2
15,1,9:20.0,,J. Lamb makes 2-pt jump shot from 15 ft (assist by R. Jackson),6,4
16,1,9:08.0,M. Conley makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,9,4
17,1,8:55.0,,J. Lamb misses 3-pt jump shot from 25 ft,9,4
18,1,8:54.0,,Offensive rebound by R. Jackson,9,4
19,1,8:43.0,,R. Jackson makes 2-pt jump shot from 4 ft,9,6
20,1,8:26.0,M. Gasol misses 2-pt jump shot from 15 ft,,9,6
21,1,8:25.0,,Defensive rebound by L. Thomas,9,6
22,1,8:23.0,,Turnover by L. Thomas (lost ball; steal by T. Allen),9,6
23,1,8:04.0,Z. Randolph misses 2-pt jump shot from 7 ft,,9,6
24,1,8:03.0,Offensive rebound by M. Gasol,,9,6
25,1,7:58.0,Z. Randolph makes 2-pt layup from 1 ft (assist by T. Allen),,11,6
26,1,7:34.0,,R. Jackson misses 2-pt jump shot from 7 ft,11,6
27,1,7:33.0,Defensive rebound by C. Lee,,11,6
28,1,7:31.0,T. Allen makes 2-pt dunk at rim (assist by C. Lee),,13,6
29,1,7:29.0,,Oklahoma City full timeout,13,6
30,1,7:10.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by S. Ibaka),13,9
31,1,6:55.0,M. Conley makes 2-pt layup at rim (assist by M. Gasol),,15,9
32,1,6:33.0,,L. Thomas makes 2-pt jump shot from 15 ft,15,11
33,1,6:13.0,Z. Randolph makes 2-pt layup from 2 ft,,17,11
34,1,6:01.0,,J. Lamb makes 2-pt jump shot from 15 ft (assist by S. Adams),17,13
35,1,6:01.0,,Shooting foul by C. Lee (drawn by J. Lamb),17,13
36,1,6:01.0,,J. Lamb misses free throw 1 of 1,17,13
37,1,6:00.0,Defensive rebound by T. Allen,,17,13
38,1,5:41.0,M. Conley misses 2-pt jump shot from 17 ft,,17,13
39,1,5:40.0,Offensive rebound by Z. Randolph,,17,13
40,1,5:40.0,Z. Randolph misses 2-pt tip-in from 1 ft,,17,13
41,1,5:40.0,,Defensive rebound by Team,17,13
42,1,5:24.0,,S. Adams makes 2-pt dunk at rim,17,15
43,1,5:03.0,M. Gasol misses 2-pt jump shot from 11 ft (block by J. Lamb),,17,15
44,1,5:01.0,,Defensive rebound by S. Adams,17,15
45,1,4:56.0,,Personal foul by M. Gasol (drawn by S. Ibaka),17,15
46,1,4:38.0,,R. Jackson misses 2-pt jump shot from 3 ft,17,15
47,1,4:36.0,,Offensive rebound by S. Adams,17,15
48,1,4:36.0,,S. Adams makes 2-pt dunk at rim,17,17
49,1,4:36.0,Memphis full timeout,,17,17
