,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
52,1,5:02.0,J. Hill makes 2-pt dunk at rim (assist by K. Bryant),,9,21
53,1,4:44.0,,D. Jordan misses 2-pt jump shot from 4 ft,9,21
54,1,4:43.0,Defensive rebound by K. Bryant,,9,21
55,1,4:28.0,Shooting foul by M. Barnes (drawn by W. Ellington),,9,21
56,1,4:28.0,W. Ellington makes free throw 1 of 2,,10,21
57,1,4:28.0,C. Boozer enters the game for E. Davis,,10,21
58,1,4:28.0,W. Ellington makes free throw 2 of 2,,11,21
59,1,4:18.0,,J. Redick misses 2-pt jump shot from 16 ft,11,21
60,1,4:17.0,Defensive rebound by K. Bryant,,11,21
61,1,4:08.0,J. Lin makes 2-pt layup from 2 ft (assist by K. Bryant),,13,21
62,1,3:56.0,,C. Paul makes 3-pt jump shot from 24 ft,13,24
63,1,3:40.0,C. Boozer makes 2-pt layup from 2 ft (assist by J. Hill),,15,24
64,1,3:27.0,,J. Redick misses 2-pt jump shot from 19 ft,15,24
65,1,3:26.0,Defensive rebound by J. Hill,,15,24
66,1,3:15.0,C. Boozer misses 2-pt layup from 1 ft,,15,24
67,1,3:14.0,,Defensive rebound by M. Barnes,15,24
68,1,3:05.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by B. Griffin),15,27
69,1,2:44.0,J. Hill makes 2-pt dunk at rim (assist by K. Bryant),,17,27
70,1,2:35.0,,C. Paul misses 2-pt jump shot from 13 ft,17,27
71,1,2:33.0,Defensive rebound by J. Hill,,17,27
72,1,2:15.0,J. Lin makes 2-pt layup from 1 ft (assist by J. Hill),,19,27
73,1,2:13.0,,LA Clippers full timeout,19,27
74,1,2:13.0,,J. Crawford enters the game for J. Redick,19,27
75,1,2:13.0,,S. Hawes enters the game for D. Jordan,19,27
76,1,2:13.0,R. Sacre enters the game for K. Bryant,,19,27
77,1,2:13.0,J. Clarkson enters the game for J. Hill,,19,27
78,1,2:13.0,N. Young enters the game for W. Ellington,,19,27
79,1,2:03.0,,S. Hawes misses 3-pt jump shot from 25 ft,19,27
80,1,2:02.0,Defensive rebound by N. Young,,19,27
81,1,1:49.0,Turnover by J. Lin (bad pass; steal by S. Hawes),,19,27
82,1,1:43.0,,Shooting foul by J. Clarkson (drawn by J. Crawford),19,27
83,1,1:43.0,,J. Crawford makes free throw 1 of 2,19,28
84,1,1:43.0,,J. Crawford makes free throw 2 of 2,19,29
85,1,1:31.0,N. Young misses 2-pt jump shot from 21 ft,,19,29
86,1,1:30.0,Offensive rebound by J. Clarkson,,19,29
87,1,1:25.0,J. Clarkson misses 2-pt jump shot from 9 ft,,19,29
88,1,1:24.0,,Defensive rebound by J. Crawford,19,29
89,1,1:12.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by B. Griffin),19,32
90,1,0:46.0,J. Clarkson misses 2-pt layup from 4 ft,,19,32
91,1,0:44.0,,Defensive rebound by B. Griffin,19,32
92,1,0:41.0,,Shooting foul by R. Sacre (drawn by B. Griffin),19,32
93,1,0:41.0,,B. Griffin makes free throw 1 of 2,19,33
94,1,0:41.0,,J. Farmar enters the game for C. Paul,19,33
95,1,0:41.0,,B. Griffin misses free throw 2 of 2,19,33
96,1,0:39.0,Defensive rebound by C. Boozer,,19,33
97,1,0:30.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,21,33
98,1,0:10.0,,Shooting foul by R. Sacre (drawn by B. Griffin),21,33
99,1,0:10.0,,B. Griffin misses free throw 1 of 2,21,33
100,1,0:10.0,,Offensive rebound by Team,21,33
101,1,0:10.0,,B. Griffin makes free throw 2 of 2,21,34
102,1,0:05.0,Personal block foul by J. Farmar (drawn by J. Lin),,21,34
103,1,0:03.0,J. Lin makes 3-pt jump shot from 30 ft,,24,34
104,1,0:00.0,,J. Crawford misses 3-pt jump shot from 62 ft,24,34
105,1,0:00.0,,Offensive rebound by Team,24,34
106,2,11:42.0,,R. Bullock makes 2-pt layup from 1 ft (assist by S. Hawes),24,36
107,2,11:17.0,J. Clarkson misses 2-pt layup from 2 ft,,24,36
108,2,11:15.0,,Defensive rebound by S. Hawes,24,36
109,2,10:58.0,,S. Hawes misses 3-pt jump shot from 25 ft,24,36
110,2,10:57.0,Defensive rebound by J. Clarkson,,24,36
111,2,10:40.0,W. Ellington makes 3-pt jump shot from 25 ft,,27,36
112,2,10:25.0,,J. Crawford misses 3-pt jump shot from 26 ft,27,36
113,2,10:24.0,Defensive rebound by C. Boozer,,27,36
114,2,10:14.0,C. Boozer makes 2-pt layup at rim (assist by W. Ellington),,29,36
115,2,10:04.0,,J. Farmar misses 2-pt jump shot from 17 ft,29,36
116,2,10:03.0,Defensive rebound by R. Sacre,,29,36
117,2,9:54.0,N. Young misses 3-pt jump shot from 25 ft,,29,36
118,2,9:53.0,,Defensive rebound by S. Hawes,29,36
119,2,9:45.0,,J. Crawford makes 2-pt jump shot from 16 ft,29,38
120,2,9:22.0,Personal foul by J. Crawford (drawn by N. Young),,29,38
121,2,9:08.0,N. Young misses 2-pt jump shot from 18 ft,,29,38
122,2,9:06.0,,Defensive rebound by S. Hawes,29,38
123,2,8:58.0,,J. Crawford misses 2-pt jump shot from 12 ft,29,38
124,2,8:57.0,Defensive rebound by C. Boozer,,29,38
125,2,8:51.0,Shooting foul by G. Davis (drawn by J. Clarkson),,29,38
126,2,8:51.0,Official timeout,,29,38
127,2,8:51.0,J. Clarkson makes free throw 1 of 2,,30,38
128,2,8:51.0,J. Clarkson makes free throw 2 of 2,,31,38
129,2,8:38.0,,J. Crawford misses 3-pt jump shot from 23 ft,31,38
130,2,8:38.0,,Offensive rebound by Team,31,38
131,2,8:38.0,,Personal foul by C. Boozer (drawn by G. Davis),31,38
132,2,8:38.0,,D. Jordan enters the game for G. Davis,31,38
133,2,8:28.0,,Shooting foul by R. Sacre (drawn by S. Hawes),31,38
134,2,8:28.0,,S. Hawes makes free throw 1 of 2,31,39
135,2,8:28.0,E. Davis enters the game for R. Sacre,,31,39
136,2,8:28.0,,J. Redick enters the game for R. Bullock,31,39
137,2,8:28.0,,S. Hawes misses free throw 2 of 2,31,39
138,2,8:27.0,Defensive rebound by E. Davis,,31,39
139,2,8:12.0,C. Boozer makes 2-pt layup from 1 ft (assist by N. Young),,33,39
140,2,8:01.0,,Personal foul by W. Ellington (drawn by J. Crawford),33,39
141,2,8:01.0,,C. Paul enters the game for J. Farmar,33,39
142,2,7:51.0,,S. Hawes misses 2-pt layup from 2 ft (block by E. Davis),33,39
143,2,7:50.0,Defensive rebound by J. Clarkson,,33,39
144,2,7:44.0,C. Boozer misses 2-pt hook shot from 6 ft,,33,39
145,2,7:43.0,,Defensive rebound by D. Jordan,33,39
146,2,7:37.0,,S. Hawes makes 2-pt layup from 1 ft (assist by C. Paul),33,41
147,2,7:13.0,J. Clarkson makes 2-pt jump shot from 14 ft,,35,41
148,2,6:59.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by S. Hawes),35,44
149,2,6:59.0,,Shooting foul by W. Ellington (drawn by J. Redick),35,44
150,2,6:59.0,,B. Griffin enters the game for S. Hawes,35,44
151,2,6:59.0,,J. Redick makes free throw 1 of 1,35,45
152,2,6:38.0,W. Ellington makes 2-pt layup from 2 ft (assist by C. Boozer),,37,45
153,2,6:22.0,,B. Griffin makes 2-pt layup from 2 ft,37,47
154,2,6:06.0,C. Boozer makes 2-pt layup from 1 ft,,39,47
155,2,6:00.0,,Shooting foul by C. Boozer (drawn by B. Griffin),39,47
156,2,6:00.0,,B. Griffin makes free throw 1 of 2,39,48
157,2,6:00.0,,M. Barnes enters the game for J. Crawford,39,48
158,2,6:00.0,J. Hill enters the game for C. Boozer,,39,48
159,2,6:00.0,K. Bryant enters the game for J. Clarkson,,39,48
160,2,6:00.0,,B. Griffin makes free throw 2 of 2,39,49
161,2,5:46.0,W. Ellington misses 3-pt jump shot from 25 ft,,39,49
162,2,5:44.0,,Defensive rebound by D. Jordan,39,49
163,2,5:35.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),39,51
164,2,5:18.0,K. Bryant misses 2-pt jump shot from 22 ft,,39,51
165,2,5:15.0,,Defensive rebound by M. Barnes,39,51
166,2,5:02.0,,J. Redick misses 3-pt jump shot from 24 ft,39,51
167,2,5:01.0,Defensive rebound by Team,,39,51
168,2,5:01.0,,LA Clippers full timeout,39,51
169,2,5:01.0,J. Lin enters the game for N. Young,,39,51
170,2,4:39.0,E. Davis makes 2-pt dunk at rim (assist by K. Bryant),,41,51
171,2,4:28.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),41,54
172,2,4:10.0,E. Davis misses 2-pt jump shot from 4 ft,,41,54
173,2,4:08.0,,Defensive rebound by D. Jordan,41,54
174,2,4:01.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),41,56
175,2,3:44.0,Turnover by K. Bryant (bad pass; steal by C. Paul),,41,56
176,2,3:28.0,,Turnover by D. Jordan (lost ball),41,56
177,2,3:13.0,K. Bryant misses 2-pt layup from 2 ft,,41,56
178,2,3:12.0,Offensive rebound by E. Davis,,41,56
179,2,3:12.0,,Violation by B. Griffin (def goaltending),41,56
180,2,3:12.0,E. Davis makes 2-pt dunk at rim,,43,56
181,2,2:59.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),43,58
182,2,2:40.0,K. Bryant misses 2-pt layup from 3 ft (block by M. Barnes),,43,58
183,2,2:39.0,,Defensive rebound by D. Jordan,43,58
184,2,2:32.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by J. Redick),43,61
185,2,2:11.0,J. Hill makes 2-pt jump shot from 18 ft (assist by K. Bryant),,45,61
186,2,2:00.0,,C. Paul makes 3-pt jump shot from 25 ft,45,64
187,2,1:42.0,J. Lin makes 3-pt jump shot from 26 ft (assist by J. Hill),,48,64
188,2,1:30.0,,C. Paul makes 2-pt jump shot from 15 ft,48,66
189,2,1:08.0,J. Hill misses 2-pt jump shot from 15 ft,,48,66
190,2,1:07.0,,Defensive rebound by B. Griffin,48,66
191,2,0:59.0,,Turnover by C. Paul (bad pass; steal by J. Hill),48,66
192,2,0:52.0,W. Ellington misses 2-pt jump shot from 17 ft,,48,66
193,2,0:50.0,Offensive rebound by J. Hill,,48,66
194,2,0:48.0,J. Hill misses 2-pt jump shot from 3 ft (block by D. Jordan),,48,66
195,2,0:45.0,,Defensive rebound by J. Redick,48,66
196,2,0:41.0,,B. Griffin makes 2-pt dunk at rim (assist by J. Redick),48,68
197,2,0:23.0,J. Lin misses 3-pt jump shot from 25 ft,,48,68
198,2,0:22.0,,Defensive rebound by D. Jordan,48,68
199,2,0:02.0,,M. Barnes misses 3-pt jump shot from 25 ft,48,68
200,2,0:01.0,,Offensive rebound by D. Jordan,48,68
201,2,0:01.0,,D. Jordan makes 2-pt dunk at rim,48,70
202,3,11:48.0,,B. Griffin misses 2-pt layup from 2 ft,48,70
203,3,11:46.0,Defensive rebound by K. Bryant,,48,70
204,3,11:39.0,Turnover by K. Bryant (lost ball),,48,70
205,3,11:19.0,,J. Redick misses 3-pt jump shot from 24 ft,48,70
206,3,11:17.0,,Offensive rebound by D. Jordan,48,70
207,3,11:10.0,,Shooting foul by J. Hill (drawn by B. Griffin),48,70
208,3,11:10.0,,B. Griffin makes free throw 1 of 2,48,71
209,3,11:10.0,,B. Griffin makes free throw 2 of 2,48,72
210,3,10:53.0,Turnover by J. Lin (bad pass; steal by B. Griffin),,48,72
211,3,10:43.0,,M. Barnes misses 3-pt jump shot from 23 ft,48,72
212,3,10:42.0,Defensive rebound by W. Ellington,,48,72
213,3,10:36.0,J. Hill makes 2-pt dunk at rim (assist by W. Ellington),,50,72
214,3,10:24.0,,Shooting foul by J. Lin (drawn by J. Redick),50,72
215,3,10:24.0,,J. Redick makes free throw 1 of 2,50,73
216,3,10:24.0,,J. Redick makes free throw 2 of 2,50,74
217,3,10:13.0,K. Bryant misses 2-pt jump shot from 20 ft,,50,74
218,3,10:13.0,,Defensive rebound by Team,50,74
219,3,9:58.0,,C. Paul makes 2-pt jump shot from 7 ft,50,76
220,3,9:45.0,Turnover by K. Bryant (bad pass; steal by B. Griffin),,50,76
221,3,9:41.0,,Personal foul by J. Lin (drawn by B. Griffin),50,76
222,3,9:36.0,,Shooting foul by E. Davis (drawn by D. Jordan),50,76
223,3,9:36.0,,D. Jordan misses free throw 1 of 2,50,76
224,3,9:36.0,,Offensive rebound by Team,50,76
225,3,9:36.0,,D. Jordan misses free throw 2 of 2,50,76
226,3,9:33.0,,Offensive rebound by J. Redick,50,76
227,3,9:26.0,,B. Griffin misses 2-pt jump shot from 18 ft,50,76
228,3,9:25.0,Defensive rebound by K. Bryant,,50,76
229,3,9:17.0,Turnover by K. Bryant (bad pass; steal by B. Griffin),,50,76
230,3,9:10.0,,C. Paul misses 3-pt jump shot from 25 ft,50,76
231,3,9:07.0,Defensive rebound by W. Ellington,,50,76
232,3,9:02.0,K. Bryant misses 3-pt jump shot from 25 ft,,50,76
233,3,9:00.0,,Defensive rebound by B. Griffin,50,76
234,3,8:56.0,,Shooting foul by J. Lin (drawn by C. Paul),50,76
235,3,8:56.0,,C. Paul makes free throw 1 of 2,50,77
236,3,8:56.0,N. Young enters the game for J. Lin,,50,77
237,3,8:56.0,,C. Paul makes free throw 2 of 2,50,78
238,3,8:48.0,Personal foul by B. Griffin (drawn by N. Young),,50,78
239,3,8:38.0,K. Bryant misses 2-pt jump shot from 14 ft,,50,78
240,3,8:37.0,,Defensive rebound by B. Griffin,50,78
241,3,8:31.0,,Shooting foul by K. Bryant (drawn by D. Jordan),50,78
242,3,8:31.0,,D. Jordan makes free throw 1 of 2,50,79
243,3,8:31.0,,D. Jordan makes free throw 2 of 2,50,80
244,3,8:11.0,Turnover by K. Bryant (traveling),,50,80
245,3,7:58.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),50,82
246,3,7:33.0,W. Ellington misses 3-pt jump shot from 26 ft,,50,82
247,3,7:32.0,,Defensive rebound by B. Griffin,50,82
248,3,7:19.0,,Turnover by M. Barnes (bad pass; steal by K. Bryant),50,82
249,3,7:14.0,Shooting foul by C. Paul (drawn by J. Hill),,50,82
250,3,7:14.0,J. Hill misses free throw 1 of 2,,50,82
251,3,7:14.0,Offensive rebound by Team,,50,82
252,3,7:14.0,J. Hill makes free throw 2 of 2,,51,82
253,3,6:59.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by C. Paul),51,85
254,3,6:40.0,K. Bryant misses 2-pt jump shot from 18 ft,,51,85
255,3,6:39.0,,Defensive rebound by J. Redick,51,85
256,3,6:34.0,,M. Barnes misses 3-pt jump shot from 25 ft,51,85
257,3,6:32.0,Defensive rebound by N. Young,,51,85
258,3,6:32.0,Personal take foul by D. Jordan (drawn by N. Young),,51,85
259,3,6:24.0,N. Young makes 2-pt jump shot from 18 ft (assist by K. Bryant),,53,85
260,3,5:58.0,,C. Paul misses 3-pt jump shot from 25 ft,53,85
261,3,5:57.0,Defensive rebound by K. Bryant,,53,85
262,3,5:49.0,K. Bryant makes 2-pt jump shot from 9 ft,,55,85
263,3,5:45.0,,LA Clippers full timeout,55,85
264,3,5:27.0,,B. Griffin makes 2-pt layup at rim (assist by C. Paul),55,87
265,3,5:02.0,K. Bryant misses 3-pt jump shot from 26 ft,,55,87
266,3,5:01.0,,Defensive rebound by M. Barnes,55,87
267,3,4:53.0,,M. Barnes makes 2-pt layup at rim (assist by C. Paul),55,89
268,3,4:36.0,,Violation by B. Griffin (def goaltending),55,89
269,3,4:36.0,W. Ellington makes 2-pt layup from 1 ft,,57,89
270,3,4:36.0,,Technical foul by B. Griffin,57,89
271,3,4:36.0,N. Young makes technical free throw,,58,89
272,3,4:36.0,C. Boozer enters the game for E. Davis,,58,89
273,3,4:36.0,R. Sacre enters the game for J. Hill,,58,89
274,3,4:22.0,,C. Paul misses 2-pt jump shot from 14 ft,58,89
275,3,4:21.0,Defensive rebound by R. Sacre,,58,89
276,3,4:13.0,N. Young misses 3-pt jump shot from 24 ft,,58,89
277,3,4:11.0,Offensive rebound by R. Sacre,,58,89
278,3,4:09.0,Turnover by R. Sacre (bad pass; steal by C. Paul),,58,89
279,3,4:04.0,,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),58,91
280,3,3:48.0,K. Bryant makes 2-pt jump shot from 13 ft,,60,91
281,3,3:26.0,,Personal foul by C. Boozer (drawn by B. Griffin),60,91
282,3,3:26.0,,B. Griffin makes free throw 1 of 2,60,92
283,3,3:26.0,,J. Crawford enters the game for J. Redick,60,92
284,3,3:26.0,,B. Griffin makes free throw 2 of 2,60,93
285,3,3:16.0,K. Bryant misses 2-pt jump shot from 18 ft,,60,93
286,3,3:15.0,,Defensive rebound by D. Jordan,60,93
287,3,3:08.0,,B. Griffin makes 2-pt layup at rim (assist by M. Barnes),60,95
288,3,2:57.0,W. Ellington misses 3-pt jump shot from 26 ft,,60,95
289,3,2:57.0,,Defensive rebound by Team,60,95
290,3,2:57.0,LA Lakers full timeout,,60,95
291,3,2:45.0,,Personal foul by W. Ellington (drawn by B. Griffin),60,95
292,3,2:45.0,,B. Griffin misses free throw 1 of 2,60,95
293,3,2:45.0,,Offensive rebound by Team,60,95
294,3,2:45.0,,B. Griffin makes free throw 2 of 2,60,96
295,3,2:28.0,N. Young misses 3-pt jump shot from 25 ft,,60,96
296,3,2:26.0,Offensive rebound by R. Sacre,,60,96
297,3,2:22.0,R. Sacre misses 2-pt jump shot from 11 ft,,60,96
298,3,2:19.0,Offensive rebound by N. Young,,60,96
299,3,2:19.0,N. Young makes 2-pt tip-in from 2 ft,,62,96
300,3,1:55.0,,M. Barnes misses 3-pt jump shot from 26 ft,62,96
301,3,1:52.0,,Offensive rebound by B. Griffin,62,96
302,3,1:44.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by J. Crawford),62,99
303,3,1:33.0,C. Boozer misses 2-pt layup from 1 ft (block by D. Jordan),,62,99
304,3,1:31.0,,Defensive rebound by C. Paul,62,99
305,3,1:28.0,,D. Jordan misses 2-pt dunk from 1 ft,62,99
306,3,1:27.0,Defensive rebound by N. Young,,62,99
307,3,1:25.0,Turnover by N. Young (lost ball; steal by C. Paul),,62,99
308,3,1:20.0,,M. Barnes misses 2-pt jump shot from 8 ft,62,99
309,3,1:18.0,Defensive rebound by K. Bryant,,62,99
310,3,1:14.0,N. Young misses 3-pt jump shot from 26 ft,,62,99
311,3,1:12.0,,Defensive rebound by B. Griffin,62,99
312,3,0:50.0,,J. Crawford misses 2-pt jump shot from 16 ft,62,99
313,3,0:50.0,Defensive rebound by K. Bryant,,62,99
314,3,0:38.0,R. Sacre misses 2-pt layup from 1 ft (block by D. Jordan),,62,99
315,3,0:37.0,,Defensive rebound by J. Crawford,62,99
316,3,0:15.0,,C. Paul misses 2-pt jump shot from 15 ft,62,99
317,3,0:12.0,,Offensive rebound by D. Jordan,62,99
318,3,0:12.0,,D. Jordan misses 2-pt tip-in from 1 ft,62,99
319,3,0:10.0,Defensive rebound by K. Bryant,,62,99
320,3,0:08.0,Shooting foul by C. Paul (drawn by W. Ellington),,62,99
321,3,0:08.0,W. Ellington misses free throw 1 of 2,,62,99
322,3,0:08.0,Offensive rebound by Team,,62,99
323,3,0:08.0,,S. Hawes enters the game for D. Jordan,62,99
324,3,0:08.0,,G. Davis enters the game for B. Griffin,62,99
325,3,0:08.0,,J. Farmar enters the game for C. Paul,62,99
326,3,0:08.0,W. Ellington makes free throw 2 of 2,,63,99
327,3,0:01.0,,S. Hawes misses 3-pt jump shot from 26 ft,63,99
328,3,0:00.0,,Offensive rebound by Team,63,99
329,4,11:36.0,W. Ellington misses 3-pt jump shot from 29 ft (block by J. Crawford),,63,99
330,4,11:36.0,Offensive rebound by Team,,63,99
331,4,11:36.0,Turnover by Team (shot clock),,63,99
332,4,11:16.0,,J. Farmar makes 2-pt jump shot from 16 ft (assist by J. Crawford),63,101
333,4,11:01.0,J. Clarkson misses 3-pt jump shot from 24 ft,,63,101
334,4,10:59.0,,Defensive rebound by S. Hawes,63,101
335,4,10:42.0,,Shooting foul by R. Kelly (drawn by S. Hawes),63,101
336,4,10:42.0,,S. Hawes makes free throw 1 of 2,63,102
337,4,10:42.0,,S. Hawes misses free throw 2 of 2,63,102
338,4,10:40.0,Defensive rebound by T. Black,,63,102
339,4,10:28.0,Turnover by N. Young (bad pass; steal by J. Farmar),,63,102
340,4,10:28.0,,Personal take foul by R. Kelly (drawn by J. Farmar),63,102
341,4,10:16.0,,G. Davis makes 2-pt layup from 1 ft,63,104
342,4,10:01.0,T. Black misses 2-pt layup from 1 ft,,63,104
343,4,10:00.0,,Defensive rebound by S. Hawes,63,104
344,4,9:44.0,,G. Davis makes 2-pt jump shot from 17 ft,63,106
345,4,9:24.0,Personal foul by G. Davis (drawn by N. Young),,63,106
346,4,9:15.0,Personal foul by S. Hawes (drawn by R. Kelly),,63,106
347,4,9:08.0,N. Young misses 2-pt jump shot from 15 ft,,63,106
348,4,9:05.0,,Defensive rebound by J. Crawford,63,106
349,4,8:54.0,,Turnover by G. Davis (traveling),63,106
350,4,8:54.0,Official timeout,,63,106
351,4,8:37.0,N. Young misses 3-pt jump shot from 24 ft,,63,106
352,4,8:36.0,,Defensive rebound by S. Hawes,63,106
353,4,8:20.0,,G. Davis misses 2-pt jump shot from 13 ft,63,106
354,4,8:19.0,Defensive rebound by J. Clarkson,,63,106
355,4,8:17.0,Personal foul by J. Farmar (drawn by J. Clarkson),,63,106
356,4,8:06.0,J. Clarkson makes 2-pt jump shot from 17 ft,,65,106
357,4,7:47.0,,Turnover by J. Crawford (lost ball),65,106
358,4,7:34.0,Shooting foul by G. Davis (drawn by R. Kelly),,65,106
359,4,7:34.0,R. Kelly misses free throw 1 of 2,,65,106
360,4,7:34.0,Offensive rebound by Team,,65,106
361,4,7:34.0,R. Kelly makes free throw 2 of 2,,66,106
362,4,7:19.0,,J. Farmar misses 3-pt jump shot from 26 ft,66,106
363,4,7:17.0,Defensive rebound by N. Young,,66,106
364,4,7:00.0,N. Young makes 2-pt jump shot from 20 ft (assist by J. Clarkson),,68,106
365,4,6:49.0,,R. Bullock misses 3-pt jump shot from 23 ft,68,106
366,4,6:48.0,Defensive rebound by W. Ellington,,68,106
367,4,6:42.0,J. Clarkson makes 2-pt layup from 1 ft,,70,106
368,4,6:26.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Crawford),70,109
369,4,6:01.0,T. Black makes 2-pt dunk at rim (assist by J. Clarkson),,72,109
370,4,6:01.0,Shooting foul by S. Hawes (drawn by T. Black),,72,109
371,4,6:01.0,J. Lin enters the game for W. Ellington,,72,109
372,4,6:01.0,,C. Wilcox enters the game for J. Crawford,72,109
373,4,6:01.0,,E. Udoh enters the game for S. Hawes,72,109
374,4,6:01.0,T. Black makes free throw 1 of 1,,73,109
375,4,5:44.0,,R. Bullock misses 2-pt jump shot from 18 ft,73,109
376,4,5:44.0,Defensive rebound by Team,,73,109
377,4,5:44.0,,LA Clippers full timeout,73,109
378,4,5:44.0,LA Lakers full timeout,,73,109
379,4,5:26.0,N. Young misses 2-pt jump shot from 13 ft,,73,109
380,4,5:22.0,Offensive rebound by R. Kelly,,73,109
381,4,5:22.0,R. Kelly makes 2-pt tip-in from 1 ft,,75,109
382,4,5:04.0,,J. Farmar makes 3-pt jump shot from 24 ft (assist by E. Udoh),75,112
383,4,4:47.0,Personal foul by G. Davis (drawn by T. Black),,75,112
384,4,4:47.0,T. Black misses free throw 1 of 2,,75,112
385,4,4:47.0,Offensive rebound by Team,,75,112
386,4,4:47.0,T. Black misses free throw 2 of 2,,75,112
387,4,4:45.0,,Defensive rebound by G. Davis,75,112
388,4,4:23.0,,G. Davis misses 2-pt jump shot from 19 ft,75,112
389,4,4:22.0,Defensive rebound by R. Kelly,,75,112
