,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
26,1,7:45.0,,Defensive rebound by C. Andersen,9,4
27,1,7:39.0,,S. Napier makes 2-pt jump shot from 17 ft,9,6
28,1,7:21.0,J. Thompson misses 2-pt jump shot from 5 ft,,9,6
29,1,7:20.0,,Defensive rebound by Team,9,6
30,1,7:07.0,,S. Napier misses 3-pt jump shot from 24 ft,9,6
31,1,7:06.0,Defensive rebound by Team,,9,6
32,1,6:49.0,B. McLemore misses 2-pt jump shot from 7 ft,,9,6
33,1,6:48.0,,Defensive rebound by Team,9,6
34,1,6:48.0,Loose ball foul by D. Cousins (drawn by C. Andersen),,9,6
35,1,6:48.0,,T. Johnson enters the game for H. Walker,9,6
36,1,6:48.0,,M. Beasley enters the game for U. Haslem,9,6
37,1,6:34.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by D. Wade),9,9
38,1,6:16.0,R. Gay makes 3-pt jump shot from 24 ft (assist by R. McCallum),,12,9
39,1,6:03.0,,M. Beasley misses 2-pt jump shot from 19 ft,12,9
40,1,6:02.0,Defensive rebound by D. Cousins,,12,9
41,1,5:54.0,D. Cousins misses 2-pt jump shot from 17 ft,,12,9
42,1,5:53.0,,Defensive rebound by M. Beasley,12,9
43,1,5:42.0,,Turnover by S. Napier (bad pass; steal by B. McLemore),12,9
44,1,5:39.0,B. McLemore makes 2-pt dunk at rim,,14,9
45,1,5:39.0,,Miami full timeout,14,9
46,1,5:22.0,,C. Andersen misses 2-pt jump shot from 19 ft,14,9
47,1,5:21.0,Defensive rebound by D. Cousins,,14,9
48,1,5:08.0,Turnover by J. Thompson (lost ball; steal by M. Beasley),,14,9
49,1,5:03.0,,D. Wade misses 2-pt jump shot from 17 ft,14,9
50,1,5:02.0,Defensive rebound by R. Gay,,14,9
51,1,4:52.0,Turnover by D. Cousins (traveling),,14,9
52,1,4:43.0,,Shooting foul by B. McLemore (drawn by T. Johnson),14,9
53,1,4:43.0,,T. Johnson makes free throw 1 of 2,14,10
54,1,4:43.0,D. Williams enters the game for D. Cousins,,14,10
55,1,4:43.0,,M. Chalmers enters the game for D. Wade,14,10
56,1,4:43.0,,T. Johnson makes free throw 2 of 2,14,11
57,1,4:23.0,D. Williams makes 3-pt jump shot from 23 ft (assist by R. Gay),,17,11
58,1,4:10.0,,C. Andersen makes 2-pt dunk at rim (assist by T. Johnson),17,13
59,1,3:54.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Gay),,20,13
60,1,3:39.0,,T. Johnson makes 2-pt jump shot from 7 ft (assist by S. Napier),20,15
61,1,3:30.0,Turnover by R. McCallum (lost ball; steal by M. Chalmers),,20,15
62,1,3:25.0,,Turnover by T. Johnson (lost ball; steal by B. McLemore),20,15
63,1,3:20.0,Turnover by R. Gay (bad pass; steal by S. Napier),,20,15
64,1,3:15.0,,M. Chalmers makes 2-pt dunk at rim (assist by S. Napier),20,17
65,1,3:09.0,Sacramento full timeout,,20,17
66,1,3:09.0,O. Casspi enters the game for B. McLemore,,20,17
67,1,3:09.0,A. Miller enters the game for R. McCallum,,20,17
68,1,3:09.0,,H. Walker enters the game for C. Andersen,20,17
69,1,3:09.0,,J. Ennis enters the game for S. Napier,20,17
70,1,2:55.0,R. Gay makes 3-pt jump shot from 24 ft (assist by A. Miller),,23,17
71,1,2:38.0,,M. Beasley makes 2-pt layup at rim (assist by M. Chalmers),23,19
72,1,2:16.0,D. Williams misses 2-pt jump shot from 15 ft,,23,19
73,1,2:15.0,Offensive rebound by J. Thompson,,23,19
74,1,2:12.0,O. Casspi misses 2-pt jump shot from 8 ft (block by H. Walker),,23,19
75,1,2:11.0,,Defensive rebound by M. Chalmers,23,19
76,1,2:01.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by H. Walker),23,22
77,1,1:42.0,R. Gay misses 2-pt jump shot from 4 ft,,23,22
78,1,1:41.0,Offensive rebound by R. Gay,,23,22
79,1,1:40.0,R. Gay misses 2-pt tip-in at rim,,23,22
80,1,1:39.0,,Defensive rebound by M. Chalmers,23,22
81,1,1:33.0,,H. Walker makes 2-pt layup from 1 ft (assist by M. Chalmers),23,24
82,1,1:23.0,R. Gay makes 2-pt layup at rim,,25,24
83,1,1:23.0,Shooting foul by M. Chalmers (drawn by R. Gay),,25,24
84,1,1:23.0,R. Gay misses free throw 1 of 1,,25,24
85,1,1:22.0,,Defensive rebound by M. Chalmers,25,24
86,1,1:10.0,,Shooting foul by O. Casspi (drawn by M. Beasley),25,24
87,1,1:10.0,,M. Beasley misses free throw 1 of 2,25,24
88,1,1:10.0,,Offensive rebound by Team,25,24
89,1,1:10.0,N. Stauskas enters the game for R. Gay,,25,24
90,1,1:10.0,,M. Beasley misses free throw 2 of 2,25,24
91,1,1:09.0,Defensive rebound by O. Casspi,,25,24
92,1,0:59.0,A. Miller misses 2-pt layup at rim (block by T. Johnson),,25,24
93,1,0:58.0,Offensive rebound by A. Miller,,25,24
94,1,0:48.0,J. Thompson makes 2-pt hook shot from 7 ft,,27,24
95,1,0:39.0,,Turnover by T. Johnson (bad pass),27,24
96,1,0:24.0,Turnover by N. Stauskas (lost ball; steal by M. Chalmers),,27,24
97,1,0:22.0,,Personal foul by O. Casspi (drawn by M. Chalmers),27,24
98,1,0:22.0,,M. Chalmers makes free throw 1 of 2,27,25
99,1,0:22.0,,M. Chalmers makes free throw 2 of 2,27,26
100,1,0:00.0,D. Williams makes 3-pt jump shot from 25 ft,,30,26
101,2,11:46.0,,T. Johnson makes 2-pt jump shot from 5 ft,30,28
102,2,11:29.0,Shooting foul by H. Walker (drawn by D. Cousins),,30,28
103,2,11:29.0,D. Cousins makes free throw 1 of 2,,31,28
104,2,11:29.0,D. Cousins misses free throw 2 of 2,,31,28
105,2,11:28.0,,Defensive rebound by J. Ennis,31,28
106,2,11:14.0,,M. Beasley misses 2-pt jump shot from 17 ft,31,28
107,2,11:13.0,Defensive rebound by D. Williams,,31,28
108,2,11:02.0,Offensive foul by D. Cousins (drawn by M. Beasley),,31,28
109,2,11:02.0,Turnover by D. Cousins (offensive foul),,31,28
110,2,10:49.0,,T. Johnson misses 2-pt layup from 2 ft (block by D. Cousins),31,28
111,2,10:48.0,Defensive rebound by O. Casspi,,31,28
112,2,10:45.0,,Offensive charge foul by N. Stauskas (drawn by H. Walker),31,28
113,2,10:45.0,Turnover by N. Stauskas (offensive foul),,31,28
114,2,10:29.0,,H. Walker makes 2-pt layup from 1 ft,31,30
115,2,10:15.0,Personal foul by M. Beasley (drawn by D. Cousins),,31,30
116,2,10:15.0,B. McLemore enters the game for N. Stauskas,,31,30
117,2,10:15.0,,U. Haslem enters the game for H. Walker,31,30
118,2,10:01.0,D. Cousins makes 2-pt layup from 1 ft (assist by A. Miller),,33,30
119,2,9:47.0,,M. Beasley misses 2-pt jump shot from 17 ft,33,30
120,2,9:46.0,,Offensive rebound by U. Haslem,33,30
121,2,9:45.0,,U. Haslem misses 2-pt hook shot from 6 ft,33,30
122,2,9:44.0,Defensive rebound by O. Casspi,,33,30
123,2,9:34.0,Personal foul by M. Chalmers (drawn by O. Casspi),,33,30
124,2,9:34.0,,S. Napier enters the game for M. Chalmers,33,30
125,2,9:26.0,D. Cousins makes 2-pt dunk at rim (assist by O. Casspi),,35,30
126,2,9:26.0,,Miami full timeout,35,30
127,2,9:21.0,,Personal foul by A. Miller (drawn by S. Napier),35,30
128,2,9:02.0,,J. Ennis misses 3-pt jump shot from 23 ft,35,30
129,2,9:01.0,Defensive rebound by D. Cousins,,35,30
130,2,8:57.0,B. McLemore makes 2-pt dunk at rim (assist by D. Cousins),,37,30
131,2,8:41.0,,T. Johnson misses 3-pt jump shot from 24 ft,37,30
132,2,8:40.0,Defensive rebound by O. Casspi,,37,30
133,2,8:28.0,B. McLemore misses 2-pt jump shot from 19 ft,,37,30
134,2,8:27.0,,Defensive rebound by U. Haslem,37,30
135,2,8:18.0,,Shooting foul by D. Cousins (drawn by S. Napier),37,30
136,2,8:18.0,,S. Napier makes free throw 1 of 2,37,31
137,2,8:18.0,,D. Wade enters the game for T. Johnson,37,31
138,2,8:18.0,,H. Walker enters the game for J. Ennis,37,31
139,2,8:18.0,R. Gay enters the game for D. Cousins,,37,31
140,2,8:18.0,,S. Napier misses free throw 2 of 2,37,31
141,2,8:17.0,Defensive rebound by D. Williams,,37,31
142,2,8:01.0,D. Williams misses 2-pt jump shot from 16 ft,,37,31
143,2,8:00.0,Offensive rebound by R. Gay,,37,31
144,2,7:52.0,O. Casspi makes 3-pt jump shot from 24 ft (assist by A. Miller),,40,31
145,2,7:31.0,,D. Wade makes 2-pt jump shot from 5 ft,40,33
146,2,7:24.0,Turnover by B. McLemore (lost ball; steal by D. Wade),,40,33
147,2,7:18.0,,M. Beasley misses 2-pt layup from 2 ft (block by R. Gay),40,33
148,2,7:17.0,,Offensive rebound by M. Beasley,40,33
149,2,7:15.0,,M. Beasley makes 2-pt layup from 1 ft,40,35
150,2,6:52.0,,Offensive charge foul by R. Gay (drawn by D. Wade),40,35
151,2,6:52.0,Turnover by R. Gay (offensive foul),,40,35
152,2,6:28.0,,S. Napier misses 3-pt jump shot from 24 ft,40,35
153,2,6:27.0,Defensive rebound by Team,,40,35
154,2,6:27.0,R. McCallum enters the game for A. Miller,,40,35
155,2,6:27.0,J. Thompson enters the game for D. Williams,,40,35
156,2,6:15.0,Personal foul by H. Walker (drawn by R. Gay),,40,35
157,2,6:15.0,,T. Johnson enters the game for H. Walker,40,35
158,2,6:11.0,Personal foul by U. Haslem (drawn by B. McLemore),,40,35
159,2,6:11.0,B. McLemore makes free throw 1 of 2,,41,35
160,2,6:11.0,B. McLemore makes free throw 2 of 2,,42,35
161,2,5:46.0,,U. Haslem misses 2-pt layup from 2 ft (block by R. Gay),42,35
162,2,5:43.0,Defensive rebound by O. Casspi,,42,35
163,2,5:42.0,B. McLemore makes 2-pt layup from 1 ft,,44,35
164,2,5:42.0,,Miami full timeout,44,35
165,2,5:42.0,Official timeout,,44,35
166,2,5:42.0,,M. Chalmers enters the game for U. Haslem,44,35
167,2,5:42.0,,C. Andersen enters the game for S. Napier,44,35
168,2,5:28.0,,D. Wade misses 2-pt jump shot from 8 ft,44,35
169,2,5:27.0,,Offensive rebound by Team,44,35
170,2,5:27.0,Loose ball foul by J. Thompson (drawn by C. Andersen),,44,35
171,2,5:11.0,,Personal foul by J. Thompson (drawn by C. Andersen),44,35
172,2,5:05.0,,C. Andersen makes 2-pt layup from 1 ft (assist by D. Wade),44,37
173,2,4:51.0,R. Gay makes 2-pt jump shot from 17 ft (assist by R. McCallum),,46,37
174,2,4:30.0,,Turnover by D. Wade (bad pass),46,37
175,2,4:18.0,R. Gay makes 2-pt jump shot from 16 ft,,48,37
176,2,4:01.0,,M. Beasley makes 2-pt dunk at rim,48,39
177,2,3:47.0,B. McLemore misses 3-pt jump shot from 23 ft,,48,39
178,2,3:46.0,,Defensive rebound by M. Beasley,48,39
179,2,3:38.0,,Turnover by M. Beasley (step out of bounds),48,39
180,2,3:22.0,R. Gay misses 3-pt jump shot from 25 ft,,48,39
181,2,3:21.0,,Defensive rebound by Team,48,39
182,2,3:21.0,Loose ball foul by J. Thompson (drawn by C. Andersen),,48,39
183,2,3:21.0,,C. Andersen makes free throw 1 of 2,48,40
184,2,3:21.0,R. Evans enters the game for J. Thompson,,48,40
185,2,3:21.0,,C. Andersen makes free throw 2 of 2,48,41
186,2,3:05.0,Turnover by O. Casspi (lost ball; steal by M. Beasley),,48,41
187,2,3:01.0,,M. Chalmers makes 2-pt layup at rim (assist by D. Wade),48,43
188,2,2:44.0,R. Gay makes 2-pt jump shot from 5 ft,,50,43
189,2,2:31.0,,D. Wade misses 2-pt jump shot from 9 ft,50,43
190,2,2:30.0,Defensive rebound by O. Casspi,,50,43
191,2,2:20.0,Shooting foul by T. Johnson (drawn by R. McCallum),,50,43
192,2,2:20.0,Sacramento full timeout,,50,43
193,2,2:20.0,A. Miller enters the game for O. Casspi,,50,43
194,2,2:20.0,R. McCallum makes free throw 1 of 2,,51,43
195,2,2:20.0,R. McCallum makes free throw 2 of 2,,52,43
196,2,2:06.0,,Turnover by T. Johnson (lost ball; steal by R. Gay),52,43
197,2,2:00.0,R. McCallum makes 2-pt layup at rim (assist by A. Miller),,54,43
198,2,1:54.0,,Shooting foul by R. Gay (drawn by T. Johnson),54,43
199,2,1:54.0,,T. Johnson misses free throw 1 of 2,54,43
200,2,1:54.0,,Offensive rebound by Team,54,43
201,2,1:54.0,,T. Johnson makes free throw 2 of 2,54,44
202,2,1:40.0,R. Gay misses 3-pt jump shot from 25 ft,,54,44
203,2,1:39.0,,Defensive rebound by M. Chalmers,54,44
204,2,1:31.0,,D. Wade misses 2-pt jump shot from 19 ft,54,44
205,2,1:30.0,Defensive rebound by B. McLemore,,54,44
206,2,1:12.0,R. Gay makes 2-pt dunk at rim (assist by A. Miller),,56,44
207,2,0:48.0,,T. Johnson misses 2-pt jump shot from 17 ft,56,44
208,2,0:47.0,Defensive rebound by R. McCallum,,56,44
209,2,0:31.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. McCallum),,59,44
210,2,0:12.0,,D. Wade makes 3-pt jump shot from 23 ft (assist by T. Johnson),59,47
211,2,0:04.0,Personal foul by M. Chalmers (drawn by R. Evans),,59,47
212,2,0:04.0,R. Evans makes free throw 1 of 2,,60,47
213,2,0:04.0,O. Casspi enters the game for R. Gay,,60,47
214,2,0:04.0,,S. Napier enters the game for M. Chalmers,60,47
215,2,0:04.0,R. Evans makes free throw 2 of 2,,61,47
216,3,11:41.0,,M. Beasley misses 2-pt jump shot from 17 ft,61,47
217,3,11:40.0,Defensive rebound by D. Cousins,,61,47
218,3,11:26.0,R. Gay misses 3-pt jump shot from 24 ft,,61,47
219,3,11:25.0,,Defensive rebound by C. Andersen,61,47
220,3,11:19.0,,S. Napier makes 2-pt jump shot from 18 ft,61,49
221,3,11:02.0,D. Cousins misses 2-pt layup from 1 ft,,61,49
222,3,11:01.0,,Defensive rebound by M. Beasley,61,49
223,3,10:49.0,,S. Napier misses 3-pt jump shot from 23 ft,61,49
224,3,10:48.0,Defensive rebound by R. Gay,,61,49
225,3,10:39.0,B. McLemore makes 2-pt layup from 1 ft,,63,49
226,3,10:13.0,,D. Wade makes 2-pt layup at rim,63,51
227,3,10:00.0,B. McLemore misses 3-pt jump shot from 25 ft,,63,51
228,3,9:59.0,,Defensive rebound by T. Johnson,63,51
229,3,9:43.0,,Turnover by D. Wade (bad pass; steal by J. Thompson),63,51
230,3,9:38.0,R. McCallum misses 2-pt layup from 1 ft (block by C. Andersen),,63,51
231,3,9:37.0,,Defensive rebound by T. Johnson,63,51
232,3,9:32.0,,M. Beasley makes 2-pt jump shot from 14 ft (assist by T. Johnson),63,53
233,3,9:18.0,Shooting foul by M. Beasley (drawn by J. Thompson),,63,53
234,3,9:18.0,J. Thompson makes free throw 1 of 2,,64,53
235,3,9:18.0,J. Thompson makes free throw 2 of 2,,65,53
236,3,9:02.0,,D. Wade makes 2-pt jump shot from 20 ft,65,55
237,3,9:02.0,,Shooting foul by R. McCallum (drawn by D. Wade),65,55
238,3,9:02.0,,D. Wade makes free throw 1 of 1,65,56
239,3,8:41.0,R. McCallum misses 2-pt jump shot from 21 ft,,65,56
240,3,8:40.0,,Defensive rebound by M. Beasley,65,56
241,3,8:31.0,,D. Wade misses 2-pt jump shot from 16 ft,65,56
242,3,8:30.0,Defensive rebound by D. Cousins,,65,56
243,3,8:23.0,Personal foul by M. Beasley (drawn by D. Cousins),,65,56
244,3,8:10.0,D. Cousins misses 2-pt jump shot from 14 ft,,65,56
245,3,8:09.0,Offensive rebound by J. Thompson,,65,56
246,3,8:09.0,Turnover by Team (shot clock),,65,56
247,3,7:44.0,,S. Napier misses 3-pt jump shot from 24 ft,65,56
248,3,7:43.0,Defensive rebound by D. Cousins,,65,56
249,3,7:31.0,Personal foul by M. Beasley (drawn by D. Cousins),,65,56
250,3,7:31.0,,H. Walker enters the game for M. Beasley,65,56
251,3,7:28.0,D. Cousins makes 2-pt dunk at rim (assist by R. McCallum),,67,56
252,3,7:07.0,,Turnover by T. Johnson (lost ball; steal by D. Cousins),67,56
253,3,6:57.0,B. McLemore misses 2-pt layup from 3 ft,,67,56
254,3,6:56.0,Offensive rebound by D. Cousins,,67,56
255,3,6:55.0,D. Cousins makes 2-pt dunk at rim,,69,56
256,3,6:55.0,,Miami full timeout,69,56
257,3,6:40.0,,D. Wade makes 2-pt jump shot from 4 ft,69,58
258,3,6:25.0,R. McCallum misses 2-pt jump shot from 10 ft,,69,58
259,3,6:24.0,Offensive rebound by Team,,69,58
260,3,6:08.0,Turnover by D. Cousins (bad pass; steal by H. Walker),,69,58
261,3,5:59.0,,D. Wade misses 3-pt jump shot from 24 ft,69,58
262,3,5:58.0,Defensive rebound by Team,,69,58
263,3,5:44.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. Cousins),,72,58
264,3,5:25.0,,Turnover by H. Walker (traveling),72,58
265,3,5:25.0,D. Williams enters the game for J. Thompson,,72,58
266,3,5:00.0,B. McLemore misses 3-pt jump shot from 23 ft,,72,58
267,3,4:59.0,,Defensive rebound by D. Wade,72,58
268,3,4:44.0,,Turnover by D. Wade (bad pass; steal by D. Williams),72,58
269,3,4:39.0,R. Gay misses 2-pt layup at rim,,72,58
270,3,4:38.0,,Defensive rebound by C. Andersen,72,58
271,3,4:34.0,,Turnover by S. Napier (discontinued dribble),72,58
272,3,4:34.0,,M. Chalmers enters the game for D. Wade,72,58
273,3,4:24.0,D. Cousins makes 2-pt layup at rim (assist by R. Gay),,74,58
274,3,4:09.0,,H. Walker misses 3-pt jump shot from 24 ft,74,58
275,3,4:08.0,Defensive rebound by R. Gay,,74,58
276,3,4:05.0,,Offensive charge foul by R. Gay (drawn by H. Walker),74,58
277,3,4:05.0,Turnover by R. Gay (offensive foul),,74,58
278,3,4:05.0,,J. Ennis enters the game for S. Napier,74,58
279,3,3:50.0,,T. Johnson misses 2-pt dunk at rim (block by B. McLemore),74,58
280,3,3:49.0,Defensive rebound by R. Gay,,74,58
281,3,3:38.0,R. McCallum misses 2-pt layup at rim (block by H. Walker),,74,58
282,3,3:37.0,,Defensive rebound by T. Johnson,74,58
283,3,3:35.0,,Shooting foul by B. McLemore (drawn by T. Johnson),74,58
284,3,3:35.0,Sacramento full timeout,,74,58
285,3,3:35.0,R. Evans enters the game for D. Cousins,,74,58
286,3,3:35.0,,M. Beasley enters the game for C. Andersen,74,58
287,3,3:35.0,,T. Johnson makes free throw 1 of 2,74,59
288,3,3:35.0,,T. Johnson makes free throw 2 of 2,74,60
289,3,3:20.0,R. Evans misses 2-pt layup from 1 ft (block by H. Walker),,74,60
290,3,3:19.0,,Defensive rebound by Team,74,60
291,3,3:19.0,,Personal foul by R. Evans (drawn by M. Beasley),74,60
292,3,2:55.0,,M. Chalmers misses 3-pt jump shot from 24 ft,74,60
293,3,2:54.0,Defensive rebound by R. Gay,,74,60
294,3,2:43.0,D. Williams misses 3-pt jump shot from 23 ft,,74,60
295,3,2:42.0,,Defensive rebound by T. Johnson,74,60
296,3,2:33.0,,T. Johnson makes 2-pt layup from 2 ft,74,62
297,3,2:16.0,D. Williams misses 2-pt jump shot from 3 ft (block by M. Beasley),,74,62
298,3,2:15.0,,Defensive rebound by Team,74,62
299,3,2:15.0,A. Miller enters the game for R. McCallum,,74,62
300,3,2:02.0,,J. Ennis misses 3-pt jump shot from 23 ft,74,62
301,3,2:01.0,Defensive rebound by A. Miller,,74,62
302,3,1:53.0,Shooting foul by J. Ennis (drawn by D. Williams),,74,62
303,3,1:53.0,D. Williams makes free throw 1 of 2,,75,62
304,3,1:53.0,O. Casspi enters the game for B. McLemore,,75,62
305,3,1:53.0,D. Williams makes free throw 2 of 2,,76,62
306,3,1:37.0,,H. Walker makes 2-pt layup from 1 ft (assist by J. Ennis),76,64
307,3,1:15.0,D. Williams makes 2-pt dunk at rim (assist by O. Casspi),,78,64
308,3,1:02.0,,M. Beasley makes 2-pt layup from 1 ft (assist by M. Chalmers),78,66
309,3,0:41.0,Turnover by D. Williams (lost ball),,78,66
310,3,0:29.0,,M. Beasley makes 2-pt jump shot from 16 ft (assist by M. Chalmers),78,68
311,3,0:06.0,A. Miller misses 3-pt jump shot from 24 ft,,78,68
312,3,0:05.0,,Defensive rebound by H. Walker,78,68
313,3,0:00.0,,M. Chalmers misses 3-pt jump shot from 24 ft,78,68
314,3,0:00.0,,Offensive rebound by Team,78,68
315,4,11:38.0,R. Gay makes 2-pt layup from 1 ft (assist by A. Miller),,80,68
316,4,11:13.0,,M. Beasley misses 2-pt jump shot from 15 ft,80,68
317,4,11:12.0,Defensive rebound by O. Casspi,,80,68
318,4,11:03.0,R. Gay misses 2-pt jump shot from 4 ft,,80,68
319,4,11:02.0,,Defensive rebound by M. Beasley,80,68
320,4,10:56.0,,J. Ennis makes 2-pt layup from 2 ft (assist by M. Chalmers),80,70
321,4,10:38.0,O. Casspi misses 3-pt jump shot from 24 ft,,80,70
322,4,10:37.0,,Defensive rebound by T. Johnson,80,70
323,4,10:29.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by T. Johnson),80,73
324,4,10:28.0,Sacramento full timeout,,80,73
325,4,10:28.0,B. McLemore enters the game for R. Gay,,80,73
326,4,10:06.0,B. McLemore misses 3-pt jump shot from 23 ft,,80,73
327,4,10:05.0,Offensive rebound by Team,,80,73
328,4,9:50.0,Turnover by D. Williams (lost ball; steal by H. Walker),,80,73
329,4,9:38.0,,M. Beasley makes 2-pt layup from 3 ft,80,75
330,4,9:27.0,Turnover by O. Casspi (bad pass; steal by M. Chalmers),,80,75
331,4,9:25.0,,Clear path foul by D. Cousins,80,75
332,4,9:25.0,,M. Chalmers makes clear path free throw 1 of 2,80,76
333,4,9:25.0,R. McCallum enters the game for D. Williams,,80,76
334,4,9:25.0,,M. Chalmers misses clear path free throw 2 of 2,80,76
335,4,9:25.0,,Offensive rebound by Team,80,76
336,4,9:09.0,,M. Beasley misses 2-pt jump shot from 16 ft,80,76
337,4,9:08.0,Defensive rebound by B. McLemore,,80,76
338,4,9:04.0,Shooting foul by H. Walker (drawn by D. Cousins),,80,76
339,4,9:04.0,D. Cousins makes free throw 1 of 2,,81,76
340,4,9:04.0,D. Cousins makes free throw 2 of 2,,82,76
341,4,8:47.0,,H. Walker misses 3-pt jump shot from 24 ft,82,76
342,4,8:46.0,Defensive rebound by A. Miller,,82,76
343,4,8:35.0,Turnover by A. Miller (bad pass; steal by M. Chalmers),,82,76
344,4,8:32.0,,Shooting foul by B. McLemore (drawn by T. Johnson),82,76
345,4,8:32.0,,T. Johnson misses free throw 1 of 2,82,76
346,4,8:32.0,,Offensive rebound by Team,82,76
347,4,8:32.0,R. Gay enters the game for O. Casspi,,82,76
348,4,8:32.0,,T. Johnson misses free throw 2 of 2,82,76
349,4,8:31.0,Defensive rebound by D. Cousins,,82,76
350,4,8:05.0,D. Cousins makes 2-pt layup at rim (assist by R. McCallum),,84,76
351,4,8:05.0,,Miami full timeout,84,76
352,4,7:41.0,,Turnover by Team (shot clock),84,76
353,4,7:19.0,A. Miller misses 2-pt jump shot from 11 ft,,84,76
354,4,7:18.0,Offensive rebound by D. Cousins,,84,76
355,4,7:17.0,Turnover by Team (shot clock),,84,76
356,4,7:17.0,,D. Wade enters the game for J. Ennis,84,76
357,4,7:00.0,,M. Beasley makes 2-pt layup from 1 ft (assist by H. Walker),84,78
358,4,6:49.0,Turnover by B. McLemore (bad pass; steal by T. Johnson),,84,78
359,4,6:43.0,,M. Chalmers makes 2-pt layup from 1 ft (assist by T. Johnson),84,80
360,4,6:23.0,Shooting foul by H. Walker (drawn by R. Gay),,84,80
361,4,6:23.0,R. Gay makes 2-pt jump shot from 10 ft (assist by R. McCallum),,86,80
362,4,6:23.0,R. Gay misses free throw 1 of 1,,86,80
363,4,6:22.0,,Defensive rebound by H. Walker,86,80
364,4,6:11.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by D. Wade),86,83
365,4,5:49.0,R. Gay misses 3-pt jump shot from 23 ft,,86,83
366,4,5:48.0,,Defensive rebound by T. Johnson,86,83
367,4,5:36.0,,Personal foul by R. McCallum (drawn by M. Beasley),86,83
368,4,5:25.0,,T. Johnson misses 3-pt jump shot from 24 ft,86,83
369,4,5:24.0,,Offensive rebound by M. Beasley,86,83
370,4,5:22.0,,M. Beasley makes 2-pt jump shot from 9 ft,86,85
371,4,4:56.0,A. Miller makes 2-pt jump shot from 8 ft,,88,85
372,4,4:38.0,,D. Wade misses 3-pt jump shot from 25 ft,88,85
373,4,4:37.0,Defensive rebound by D. Cousins,,88,85
374,4,4:28.0,R. Gay makes 2-pt layup from 2 ft (assist by A. Miller),,90,85
375,4,4:20.0,,Miami full timeout,90,85
376,4,4:04.0,,M. Beasley misses 2-pt jump shot from 11 ft,90,85
377,4,4:03.0,Defensive rebound by B. McLemore,,90,85
378,4,3:55.0,R. McCallum misses 3-pt jump shot from 24 ft,,90,85
379,4,3:54.0,,Defensive rebound by M. Chalmers,90,85
380,4,3:49.0,,Shooting foul by R. Gay (drawn by T. Johnson),90,85
381,4,3:49.0,,T. Johnson makes free throw 1 of 2,90,86
382,4,3:49.0,,T. Johnson makes free throw 2 of 2,90,87
383,4,3:30.0,,Offensive charge foul by R. McCallum (drawn by M. Beasley),90,87
384,4,3:30.0,Turnover by R. McCallum (offensive foul),,90,87
385,4,3:15.0,,Personal foul by D. Cousins (drawn by H. Walker),90,87
386,4,3:15.0,,H. Walker makes free throw 1 of 2,90,88
387,4,3:15.0,,H. Walker makes free throw 2 of 2,90,89
