,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
0,1,11:43.0,J. Smith makes 2-pt jump shot from 16 ft (assist by J. Calderón),,2,0
1,1,11:22.0,,N. Vučević makes 2-pt jump shot from 9 ft,2,2
2,1,10:57.0,J. Smith makes 2-pt jump shot from 12 ft (assist by L. Galloway),,4,2
3,1,10:41.0,,Shooting foul by L. Galloway (drawn by V. Oladipo),4,2
4,1,10:41.0,,V. Oladipo makes free throw 1 of 2,4,3
5,1,10:41.0,,V. Oladipo makes free throw 2 of 2,4,4
6,1,10:32.0,Turnover by J. Smith (bad pass),,4,4
7,1,10:15.0,,N. Vučević makes 2-pt hook shot from 10 ft,4,6
8,1,10:01.0,J. Calderón makes 2-pt jump shot from 18 ft,,6,6
9,1,9:55.0,,E. Payton makes 2-pt jump shot from 5 ft,6,8
10,1,9:55.0,,Shooting foul by L. Amundson (drawn by E. Payton),6,8
11,1,9:55.0,,E. Payton makes free throw 1 of 1,6,9
12,1,9:35.0,J. Smith makes 3-pt jump shot from 22 ft (assist by J. Calderón),,9,9
13,1,9:24.0,,Shooting foul by L. Amundson (drawn by V. Oladipo),9,9
14,1,9:24.0,,V. Oladipo makes free throw 1 of 2,9,10
15,1,9:24.0,C. Aldrich enters the game for L. Amundson,,9,10
16,1,9:24.0,,V. Oladipo makes free throw 2 of 2,9,11
17,1,9:10.0,Shooting foul by E. Payton (drawn by C. Aldrich),,9,11
18,1,9:10.0,C. Aldrich makes free throw 1 of 2,,10,11
19,1,9:10.0,C. Aldrich misses free throw 2 of 2,,10,11
20,1,9:09.0,,Defensive rebound by N. Vučević,10,11
21,1,8:57.0,,Turnover by N. Vučević (bad pass),10,11
22,1,8:42.0,Turnover by J. Smith (lost ball; steal by C. Frye),,10,11
23,1,8:27.0,,E. Fournier misses 2-pt layup at rim (block by C. Aldrich),10,11
24,1,8:23.0,Defensive rebound by L. Galloway,,10,11
25,1,8:20.0,J. Calderón makes 2-pt layup from 2 ft (assist by L. Galloway),,12,11
26,1,8:08.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by E. Fournier),12,13
27,1,7:41.0,J. Smith makes 2-pt jump shot from 5 ft,,14,13
28,1,7:28.0,,C. Frye misses 3-pt jump shot from 25 ft,14,13
29,1,7:27.0,Defensive rebound by J. Calderón,,14,13
30,1,7:09.0,J. Calderón misses 2-pt jump shot from 21 ft,,14,13
31,1,7:08.0,,Defensive rebound by V. Oladipo,14,13
32,1,6:48.0,,E. Fournier makes 3-pt jump shot from 25 ft,14,16
33,1,6:37.0,New York full timeout,,14,16
34,1,6:33.0,Turnover by T. Hardaway (bad pass; steal by V. Oladipo),,14,16
35,1,6:28.0,,E. Fournier misses 2-pt jump shot from 19 ft,14,16
36,1,6:27.0,Defensive rebound by C. Aldrich,,14,16
37,1,6:16.0,Personal foul by E. Fournier (drawn by C. Aldrich),,14,16
38,1,6:10.0,L. Galloway misses 2-pt layup from 2 ft,,14,16
39,1,6:09.0,,Defensive rebound by N. Vučević,14,16
40,1,6:03.0,,V. Oladipo misses 3-pt jump shot from 25 ft,14,16
41,1,6:01.0,Defensive rebound by J. Smith,,14,16
42,1,5:50.0,C. Aldrich makes 2-pt hook shot from 7 ft (assist by J. Calderón),,16,16
43,1,5:32.0,,Shooting foul by C. Aldrich (drawn by N. Vučević),16,16
44,1,5:32.0,,N. Vučević makes free throw 1 of 2,16,17
45,1,5:32.0,,N. Vučević makes free throw 2 of 2,16,18
46,1,5:08.0,C. Aldrich misses 2-pt layup from 2 ft,,16,18
47,1,5:07.0,,Defensive rebound by N. Vučević,16,18
48,1,5:03.0,,Personal foul by L. Galloway (drawn by E. Payton),16,18
49,1,5:03.0,,E. Payton makes free throw 1 of 2,16,19
50,1,5:03.0,P. Prigioni enters the game for L. Galloway,,16,19
51,1,5:03.0,,E. Payton misses free throw 2 of 2,16,19
52,1,5:02.0,,Offensive rebound by E. Payton,16,19
53,1,4:54.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by V. Oladipo),16,22
54,1,4:35.0,C. Aldrich misses 2-pt hook shot from 7 ft,,16,22
55,1,4:33.0,,Defensive rebound by N. Vučević,16,22
56,1,4:22.0,,V. Oladipo misses 2-pt jump shot from 9 ft,16,22
57,1,4:21.0,Defensive rebound by J. Smith,,16,22
58,1,4:11.0,C. Aldrich misses 2-pt layup from 1 ft (block by V. Oladipo),,16,22
59,1,4:09.0,Offensive rebound by Team,,16,22
60,1,3:54.0,T. Hardaway misses 3-pt jump shot from 26 ft,,16,22
61,1,3:53.0,Offensive rebound by P. Prigioni,,16,22
62,1,3:45.0,J. Calderón misses 3-pt jump shot from 24 ft,,16,22
63,1,3:44.0,,Defensive rebound by Team,16,22
64,1,3:34.0,,C. Frye misses 3-pt jump shot from 26 ft,16,22
65,1,3:33.0,Defensive rebound by C. Aldrich,,16,22
66,1,3:18.0,Shooting foul by C. Frye (drawn by J. Smith),,16,22
67,1,3:18.0,J. Smith makes free throw 1 of 2,,17,22
68,1,3:18.0,,A. Gordon enters the game for C. Frye,17,22
69,1,3:18.0,J. Smith makes free throw 2 of 2,,18,22
70,1,2:56.0,,N. Vučević misses 2-pt jump shot from 13 ft,18,22
71,1,2:55.0,Defensive rebound by J. Smith,,18,22
72,1,2:49.0,T. Hardaway makes 2-pt layup from 2 ft (assist by J. Calderón),,20,22
73,1,2:45.0,,Orlando full timeout,20,22
74,1,2:45.0,,L. Ridnour enters the game for E. Payton,20,22
75,1,2:45.0,S. Larkin enters the game for J. Smith,,20,22
76,1,2:45.0,A. Stoudemire enters the game for J. Calderón,,20,22
77,1,2:45.0,A. Bargnani enters the game for C. Aldrich,,20,22
78,1,2:30.0,,N. Vučević misses 2-pt hook shot from 8 ft,20,22
79,1,2:29.0,Defensive rebound by A. Bargnani,,20,22
80,1,2:24.0,Personal foul by A. Gordon (drawn by S. Larkin),,20,22
81,1,2:24.0,,W. Green enters the game for E. Fournier,20,22
82,1,2:08.0,T. Hardaway misses 2-pt hook shot from 8 ft,,20,22
83,1,2:07.0,,Defensive rebound by N. Vučević,20,22
84,1,1:58.0,,A. Gordon makes 2-pt layup from 2 ft,20,24
85,1,1:47.0,Personal foul by V. Oladipo (drawn by T. Hardaway),,20,24
86,1,1:47.0,T. Hardaway makes free throw 1 of 2,,21,24
87,1,1:47.0,T. Hardaway makes free throw 2 of 2,,22,24
88,1,1:27.0,,Personal foul by T. Hardaway (drawn by W. Green),22,24
89,1,1:27.0,,W. Green misses free throw 1 of 2,22,24
90,1,1:27.0,,Offensive rebound by Team,22,24
91,1,1:27.0,,K. O'Quinn enters the game for N. Vučević,22,24
92,1,1:27.0,C. Early enters the game for T. Hardaway,,22,24
93,1,1:27.0,,W. Green makes free throw 2 of 2,22,25
94,1,1:08.0,A. Bargnani misses 2-pt jump shot from 19 ft,,22,25
95,1,1:06.0,,Defensive rebound by L. Ridnour,22,25
96,1,0:57.0,,Turnover by V. Oladipo (step out of bounds),22,25
97,1,0:41.0,A. Bargnani makes 2-pt jump shot from 9 ft (assist by P. Prigioni),,24,25
98,1,0:35.0,,W. Green misses 3-pt jump shot from 25 ft,24,25
99,1,0:33.0,Defensive rebound by A. Bargnani,,24,25
100,1,0:15.0,A. Bargnani misses 2-pt jump shot from 15 ft,,24,25
101,1,0:14.0,,Defensive rebound by V. Oladipo,24,25
102,1,0:00.0,,V. Oladipo makes 2-pt jump shot from 17 ft,24,27
103,2,11:44.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,24,27
104,2,11:42.0,Defensive rebound by P. Prigioni,,24,27
