,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CLEVELAND_ACTION,PHOENIX_SCORE,CLEVELAND_SCORE
259,3,5:41.0,B. Wright misses 2-pt jump shot from 16 ft,,41,70
260,3,5:40.0,,Defensive rebound by J. Smith,41,70
261,3,5:29.0,,Shooting foul by M. Morris (drawn by L. James),41,70
262,3,5:29.0,,L. James makes free throw 1 of 2,41,71
263,3,5:29.0,,L. James misses free throw 2 of 2,41,71
264,3,5:28.0,Defensive rebound by M. Morris,,41,71
265,3,5:15.0,Personal foul by L. James (drawn by M. Morris),,41,71
266,3,5:01.0,M. Morris misses 2-pt jump shot from 7 ft,,41,71
267,3,5:00.0,Offensive rebound by B. Wright,,41,71
268,3,4:59.0,M. Morris misses 2-pt jump shot from 10 ft,,41,71
269,3,4:58.0,,Defensive rebound by K. Love,41,71
270,3,4:44.0,,L. James makes 2-pt layup at rim (assist by K. Love),41,73
271,3,4:41.0,Phoenix full timeout,,41,73
272,3,4:41.0,E. Bledsoe enters the game for B. Knight,,41,73
273,3,4:23.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Wright),,44,73
274,3,4:09.0,,Personal foul by M. Morris (drawn by T. Mozgov),44,73
275,3,4:09.0,,T. Mozgov misses free throw 1 of 2,44,73
276,3,4:09.0,,Offensive rebound by Team,44,73
277,3,4:09.0,,T. Mozgov makes free throw 2 of 2,44,74
278,3,3:58.0,M. Morris misses 2-pt jump shot from 13 ft,,44,74
279,3,3:57.0,Offensive rebound by E. Bledsoe,,44,74
280,3,3:46.0,B. Wright makes 2-pt layup at rim (assist by E. Bledsoe),,46,74
281,3,3:29.0,,L. James misses 2-pt jump shot from 16 ft,46,74
282,3,3:28.0,Defensive rebound by G. Green,,46,74
283,3,3:23.0,M. Morris misses 3-pt jump shot from 23 ft,,46,74
284,3,3:21.0,,Defensive rebound by K. Love,46,74
285,3,3:08.0,,Personal foul by M. Morris (drawn by K. Love),46,74
286,3,3:08.0,,K. Love makes free throw 1 of 2,46,75
287,3,3:08.0,,T. Thompson enters the game for T. Mozgov,46,75
288,3,3:08.0,,K. Love makes free throw 2 of 2,46,76
289,3,2:56.0,G. Green misses 2-pt layup from 2 ft,,46,76
290,3,2:54.0,Offensive rebound by Team,,46,76
291,3,2:54.0,,Cleveland full timeout,46,76
292,3,2:54.0,,K. Perkins enters the game for K. Love,46,76
293,3,2:54.0,,M. Dellavedova enters the game for K. Irving,46,76
294,3,2:36.0,G. Green makes 2-pt dunk at rim (assist by M. Morris),,48,76
295,3,2:02.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by T. Thompson),48,79
296,3,1:47.0,G. Green makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,50,79
297,3,1:35.0,,Personal foul by M. Morris (drawn by L. James),50,79
298,3,1:35.0,,L. James misses free throw 1 of 2,50,79
299,3,1:35.0,,Offensive rebound by Team,50,79
300,3,1:35.0,,L. James makes free throw 2 of 2,50,80
301,3,1:11.0,Turnover by E. Bledsoe (lost ball; steal by L. James),,50,80
302,3,1:02.0,,L. James misses 3-pt jump shot from 25 ft,50,80
303,3,1:01.0,Defensive rebound by G. Green,,50,80
304,3,0:56.0,M. Morris makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),,52,80
305,3,0:30.0,,L. James misses 2-pt jump shot from 7 ft,52,80
306,3,0:27.0,,Offensive rebound by T. Thompson,52,80
307,3,0:27.0,,T. Thompson misses 2-pt tip-in at rim,52,80
308,3,0:24.0,,Offensive rebound by T. Thompson,52,80
309,3,0:24.0,,T. Thompson misses 2-pt tip-in at rim,52,80
310,3,0:23.0,Defensive rebound by B. Wright,,52,80
311,3,0:10.0,M. Morris misses 3-pt jump shot from 23 ft,,52,80
312,3,0:09.0,,Defensive rebound by T. Thompson,52,80
313,3,0:01.0,,J. Smith misses 2-pt jump shot from 11 ft,52,80
314,3,0:01.0,Defensive rebound by E. Bledsoe,,52,80
315,4,11:43.0,B. Wright makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),,54,80
316,4,11:26.0,,Turnover by I. Shumpert (lost ball; steal by T. Warren),54,80
317,4,11:23.0,Turnover by G. Green (lost ball),,54,80
318,4,11:06.0,,K. Perkins misses 2-pt jump shot from 3 ft,54,80
319,4,11:06.0,Defensive rebound by Team,,54,80
320,4,10:41.0,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,57,80
321,4,10:20.0,,T. Thompson misses 2-pt jump shot from 6 ft,57,80
322,4,10:19.0,,Offensive rebound by K. Perkins,57,80
323,4,10:19.0,,K. Perkins misses 2-pt tip-in from 2 ft,57,80
324,4,10:18.0,Defensive rebound by T. Warren,,57,80
325,4,10:03.0,M. Morris misses 2-pt jump shot from 6 ft,,57,80
326,4,10:01.0,Offensive rebound by T. Warren,,57,80
327,4,10:01.0,T. Warren makes 2-pt layup at rim,,59,80
328,4,9:56.0,,Cleveland full timeout,59,80
329,4,9:56.0,,K. Irving enters the game for J. Smith,59,80
330,4,9:38.0,,I. Shumpert misses 3-pt jump shot from 25 ft,59,80
331,4,9:37.0,,Offensive rebound by T. Thompson,59,80
332,4,9:29.0,,K. Irving misses 2-pt jump shot from 16 ft,59,80
333,4,9:28.0,Defensive rebound by B. Wright,,59,80
334,4,9:13.0,Turnover by G. Green (bad pass; steal by T. Thompson),,59,80
335,4,9:01.0,,K. Irving misses 2-pt jump shot from 4 ft (block by B. Wright),59,80
336,4,8:59.0,Defensive rebound by M. Morris,,59,80
337,4,8:53.0,T. Warren misses 2-pt layup from 1 ft,,59,80
338,4,8:50.0,Offensive rebound by B. Wright,,59,80
339,4,8:47.0,B. Wright makes 2-pt jump shot from 12 ft,,61,80
340,4,8:24.0,,K. Irving misses 2-pt jump shot from 5 ft,61,80
341,4,8:22.0,,Offensive rebound by K. Perkins,61,80
342,4,8:19.0,,K. Perkins misses 2-pt layup from 2 ft (block by B. Wright),61,80
343,4,8:17.0,Defensive rebound by B. Wright,,61,80
344,4,8:08.0,B. Wright misses 2-pt layup from 3 ft,,61,80
345,4,8:07.0,,Defensive rebound by K. Perkins,61,80
346,4,8:03.0,,Personal foul by M. Morris (drawn by T. Thompson),61,80
347,4,8:03.0,,K. Love enters the game for K. Perkins,61,80
348,4,7:55.0,,K. Love misses 3-pt jump shot from 23 ft,61,80
349,4,7:54.0,Defensive rebound by G. Green,,61,80
350,4,7:45.0,T. Warren makes 2-pt dunk at rim (assist by E. Bledsoe),,63,80
351,4,7:23.0,,K. Irving makes 2-pt layup at rim,63,82
352,4,7:07.0,Shooting foul by K. Love (drawn by B. Wright),,63,82
353,4,7:07.0,B. Wright makes free throw 1 of 2,,64,82
354,4,7:07.0,,L. James enters the game for I. Shumpert,64,82
355,4,7:07.0,,J. Smith enters the game for M. Dellavedova,64,82
356,4,7:07.0,B. Knight enters the game for E. Bledsoe,,64,82
357,4,7:07.0,P. Tucker enters the game for M. Morris,,64,82
358,4,7:07.0,B. Wright misses free throw 2 of 2,,64,82
359,4,7:06.0,,Defensive rebound by J. Smith,64,82
360,4,6:45.0,,K. Love misses 3-pt jump shot from 25 ft,64,82
361,4,6:43.0,,Offensive rebound by J. Smith,64,82
362,4,6:26.0,,T. Thompson makes 2-pt hook shot from 5 ft (assist by K. Love),64,84
363,4,5:59.0,B. Knight misses 2-pt jump shot from 5 ft,,64,84
364,4,5:58.0,Offensive rebound by T. Warren,,64,84
365,4,5:55.0,T. Warren makes 2-pt layup from 1 ft,,66,84
366,4,5:31.0,,L. James misses 2-pt layup from 2 ft,66,84
367,4,5:29.0,Defensive rebound by T. Warren,,66,84
368,4,5:23.0,G. Green misses 3-pt jump shot from 24 ft,,66,84
369,4,5:22.0,,Defensive rebound by T. Thompson,66,84
370,4,5:05.0,,L. James misses 2-pt jump shot from 5 ft,66,84
371,4,5:03.0,Defensive rebound by P. Tucker,,66,84
372,4,4:58.0,G. Green makes 3-pt jump shot from 24 ft (assist by P. Tucker),,69,84
373,4,4:40.0,,K. Irving misses 2-pt jump shot from 14 ft,69,84
374,4,4:38.0,,Offensive rebound by T. Thompson,69,84
375,4,4:24.0,,K. Irving misses 2-pt jump shot from 6 ft (block by T. Warren),69,84
376,4,4:24.0,,Offensive rebound by Team,69,84
377,4,4:24.0,Official timeout,,69,84
378,4,4:24.0,E. Bledsoe enters the game for G. Green,,69,84
379,4,4:17.0,,J. Smith misses 2-pt jump shot from 6 ft (block by B. Wright),69,84
380,4,4:15.0,Defensive rebound by T. Warren,,69,84
381,4,4:14.0,Personal foul by K. Irving (drawn by B. Knight),,69,84
382,4,3:57.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,72,84
383,4,3:44.0,,Turnover by L. James (lost ball),72,84
384,4,3:27.0,Turnover by E. Bledsoe (bad pass),,72,84
385,4,3:09.0,,Turnover by K. Love (bad pass; steal by B. Wright),72,84
386,4,2:58.0,B. Knight makes 2-pt layup from 1 ft,,74,84
387,4,2:38.0,,Shooting foul by B. Wright (drawn by T. Thompson),74,84
388,4,2:38.0,Phoenix full timeout,,74,84
389,4,2:38.0,,T. Thompson makes free throw 1 of 2,74,85
390,4,2:38.0,,T. Thompson makes free throw 2 of 2,74,86
391,4,2:27.0,P. Tucker misses 3-pt jump shot from 23 ft,,74,86
392,4,2:26.0,,Defensive rebound by L. James,74,86
393,4,2:04.0,,L. James makes 3-pt jump shot from 25 ft,74,89
394,4,1:41.0,P. Tucker misses 3-pt jump shot from 24 ft,,74,89
395,4,1:40.0,Offensive rebound by B. Wright,,74,89
396,4,1:34.0,Turnover by P. Tucker (bad pass; steal by K. Irving),,74,89
397,4,1:08.0,,J. Smith misses 3-pt jump shot from 24 ft,74,89
