,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHICAGO_ACTION,MINNESOTA_SCORE,CHICAGO_SCORE
387,4,5:40.0,G. Neal misses 2-pt jump shot from 16 ft,,81,84
388,4,5:38.0,Offensive rebound by N. Peković,,81,84
389,4,5:31.0,Shooting foul by J. Noah (drawn by N. Peković),,81,84
390,4,5:31.0,N. Peković makes free throw 1 of 2,,82,84
391,4,5:31.0,,J. Butler enters the game for N. Mirotić,82,84
392,4,5:31.0,N. Peković makes free throw 2 of 2,,83,84
393,4,5:20.0,,T. Snell misses 3-pt jump shot from 25 ft,83,84
394,4,5:19.0,Defensive rebound by N. Peković,,83,84
395,4,5:09.0,A. Wiggins makes 2-pt jump shot from 21 ft (assist by R. Rubio),,85,84
396,4,4:49.0,,T. Snell misses 3-pt jump shot from 24 ft,85,84
397,4,4:48.0,Defensive rebound by A. Wiggins,,85,84
398,4,4:38.0,R. Rubio misses 2-pt jump shot from 18 ft,,85,84
399,4,4:37.0,,Defensive rebound by J. Noah,85,84
400,4,4:29.0,,K. Hinrich makes 2-pt layup from 2 ft,85,86
401,4,4:08.0,A. Wiggins misses 2-pt jump shot from 17 ft,,85,86
402,4,4:06.0,Offensive rebound by N. Peković,,85,86
403,4,4:06.0,N. Peković misses 2-pt tip-in from 1 ft,,85,86
404,4,4:05.0,,Defensive rebound by J. Noah,85,86
405,4,3:54.0,,K. Hinrich misses 2-pt layup from 1 ft,85,86
406,4,3:53.0,Defensive rebound by N. Peković,,85,86
407,4,3:48.0,Turnover by R. Rubio (bad pass; steal by J. Butler),,85,86
408,4,3:48.0,,Personal foul by A. Wiggins (drawn by J. Butler),85,86
409,4,3:48.0,K. Martin enters the game for A. Wiggins,,85,86
410,4,3:37.0,,J. Butler misses 2-pt jump shot from 16 ft,85,86
411,4,3:35.0,,Offensive rebound by M. Dunleavy,85,86
412,4,3:19.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by T. Snell),85,89
413,4,2:56.0,K. Martin misses 2-pt jump shot from 18 ft,,85,89
414,4,2:55.0,,Defensive rebound by J. Noah,85,89
415,4,2:47.0,,M. Dunleavy misses 3-pt jump shot from 26 ft,85,89
416,4,2:46.0,Defensive rebound by K. Martin,,85,89
417,4,2:43.0,,Offensive charge foul by A. Payne (drawn by K. Hinrich),85,89
418,4,2:43.0,Turnover by A. Payne (offensive foul),,85,89
419,4,2:43.0,,Chicago full timeout,85,89
420,4,2:43.0,A. Wiggins enters the game for A. Payne,,85,89
421,4,2:29.0,,Turnover by J. Noah (bad pass; steal by A. Wiggins),85,89
422,4,2:28.0,Clear path foul by J. Noah,,85,89
423,4,2:28.0,A. Wiggins makes clear path free throw 1 of 2,,86,89
424,4,2:28.0,A. Wiggins misses clear path free throw 2 of 2,,86,89
425,4,2:28.0,Offensive rebound by Team,,86,89
426,4,2:15.0,G. Neal misses 2-pt jump shot from 20 ft,,86,89
427,4,2:13.0,Offensive rebound by N. Peković,,86,89
428,4,2:10.0,R. Rubio misses 2-pt jump shot from 21 ft,,86,89
429,4,2:09.0,,Defensive rebound by M. Dunleavy,86,89
430,4,1:47.0,,M. Dunleavy misses 2-pt layup from 2 ft,86,89
431,4,1:46.0,,Offensive rebound by K. Hinrich,86,89
432,4,1:32.0,,K. Hinrich makes 2-pt layup from 1 ft (assist by J. Butler),86,91
433,4,1:32.0,Minnesota full timeout,,86,91
434,4,1:17.0,,J. Butler makes 2-pt jump shot from 12 ft,86,93
435,4,1:17.0,Minnesota full timeout,,86,93
436,4,1:15.0,K. Martin makes 2-pt jump shot from 21 ft (assist by R. Rubio),,88,93
437,4,1:06.0,,Personal foul by N. Peković (drawn by J. Butler),88,93
438,4,0:53.0,,J. Noah makes 2-pt layup from 2 ft (assist by M. Dunleavy),88,95
439,4,0:45.0,G. Neal misses 3-pt jump shot from 24 ft (block by J. Butler),,88,95
440,4,0:42.0,,Defensive rebound by J. Butler,88,95
441,4,0:20.0,,Turnover by Team (shot clock),88,95
442,4,0:20.0,Minnesota full timeout,,88,95
443,4,0:17.0,Personal foul by M. Dunleavy (drawn by A. Wiggins),,88,95
444,4,0:17.0,A. Wiggins makes free throw 1 of 2,,89,95
445,4,0:17.0,G. Dieng enters the game for N. Peković,,89,95
446,4,0:17.0,A. Wiggins misses free throw 2 of 2,,89,95
447,4,0:16.0,,Defensive rebound by J. Noah,89,95
448,4,0:16.0,,Personal foul by G. Neal (drawn by J. Noah),89,95
449,4,0:16.0,,J. Noah makes free throw 1 of 2,89,96
450,4,0:16.0,,J. Noah misses free throw 2 of 2,89,96
451,4,0:15.0,Defensive rebound by K. Martin,,89,96
452,4,0:06.0,G. Neal misses 3-pt jump shot from 25 ft,,89,96
453,4,0:05.0,,Defensive rebound by J. Butler,89,96
