,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
0,1,11:39.0,,R. Hibbert makes 2-pt hook shot from 8 ft (assist by D. West),0,2
1,1,11:21.0,Turnover by E. Turner (bad pass; steal by R. Stuckey),,0,2
2,1,11:07.0,,R. Hibbert misses 2-pt jump shot from 17 ft,0,2
3,1,11:06.0,,Offensive rebound by C. Watson,0,2
4,1,11:01.0,,Personal foul by A. Bradley (drawn by C. Watson),0,2
5,1,10:50.0,,S. Hill misses 2-pt jump shot from 4 ft (block by J. Sullinger),0,2
6,1,10:49.0,Defensive rebound by E. Turner,,0,2
7,1,10:44.0,Turnover by A. Bradley (bad pass; steal by C. Watson),,0,2
8,1,10:35.0,,Turnover by C. Watson (bad pass),0,2
9,1,10:25.0,Shooting foul by R. Hibbert (drawn by T. Zeller),,0,2
10,1,10:25.0,T. Zeller makes free throw 1 of 2,,1,2
11,1,10:25.0,T. Zeller makes free throw 2 of 2,,2,2
12,1,10:14.0,,Personal foul by E. Turner (drawn by R. Hibbert),2,2
13,1,10:04.0,,D. West misses 2-pt jump shot from 13 ft,2,2
14,1,10:03.0,,Offensive rebound by R. Hibbert,2,2
15,1,10:03.0,,R. Hibbert makes 2-pt tip-in from 2 ft,2,4
16,1,9:53.0,Personal foul by R. Stuckey (drawn by A. Bradley),,2,4
17,1,9:44.0,A. Bradley misses 2-pt jump shot from 17 ft,,2,4
18,1,9:42.0,,Defensive rebound by Team,2,4
19,1,9:28.0,,C. Watson misses 2-pt layup at rim,2,4
20,1,9:27.0,Defensive rebound by E. Turner,,2,4
21,1,9:16.0,E. Turner misses 2-pt jump shot from 10 ft,,2,4
22,1,9:15.0,,Defensive rebound by R. Stuckey,2,4
23,1,8:54.0,,C. Watson misses 3-pt jump shot from 23 ft,2,4
24,1,8:52.0,,Offensive rebound by C. Watson,2,4
25,1,8:48.0,,S. Hill misses 3-pt jump shot from 26 ft,2,4
26,1,8:47.0,Defensive rebound by A. Bradley,,2,4
27,1,8:39.0,J. Sullinger misses 3-pt jump shot from 25 ft,,2,4
