,QUARTER,TIME_REMAINING,MIAMI_ACTION,PORTLAND_ACTION,MIAMI_SCORE,PORTLAND_SCORE
0,1,11:41.0,M. Chalmers makes 2-pt jump shot from 4 ft,,2,0
1,1,11:24.0,,L. Aldridge misses 2-pt jump shot from 19 ft,2,0
2,1,11:23.0,Defensive rebound by D. Wade,,2,0
3,1,11:13.0,C. Bosh misses 2-pt jump shot from 9 ft,,2,0
4,1,11:12.0,,Defensive rebound by C. Kaman,2,0
5,1,11:04.0,,Turnover by D. Lillard (bad pass; steal by M. Chalmers),2,0
6,1,10:53.0,D. Wade misses 2-pt jump shot from 12 ft,,2,0
7,1,10:52.0,,Defensive rebound by N. Batum,2,0
8,1,10:33.0,,L. Aldridge misses 2-pt jump shot from 19 ft,2,0
9,1,10:29.0,Defensive rebound by L. Deng,,2,0
10,1,10:16.0,L. Deng misses 2-pt jump shot from 10 ft,,2,0
11,1,10:15.0,,Defensive rebound by C. Kaman,2,0
12,1,10:02.0,,W. Matthews misses 2-pt jump shot from 19 ft,2,0
13,1,10:01.0,Defensive rebound by C. Bosh,,2,0
14,1,9:48.0,M. Chalmers misses 2-pt jump shot from 13 ft,,2,0
15,1,9:47.0,Offensive rebound by C. Andersen,,2,0
16,1,9:47.0,C. Andersen makes 2-pt dunk at rim,,4,0
17,1,9:30.0,,C. Kaman misses 2-pt hook shot from 2 ft,4,0
18,1,9:30.0,Defensive rebound by C. Andersen,,4,0
19,1,9:16.0,D. Wade makes 2-pt layup from 1 ft (assist by C. Andersen),,6,0
20,1,8:52.0,,L. Aldridge makes 2-pt hook shot from 4 ft,6,2
21,1,8:29.0,C. Bosh misses 2-pt jump shot from 18 ft,,6,2
22,1,8:29.0,,Defensive rebound by C. Kaman,6,2
23,1,8:18.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Lillard),6,4
24,1,7:57.0,Turnover by D. Wade (bad pass; steal by W. Matthews),,6,4
25,1,7:52.0,,N. Batum makes 2-pt layup from 1 ft (assist by W. Matthews),6,6
26,1,7:32.0,C. Andersen misses 2-pt layup from 2 ft (block by C. Kaman),,6,6
27,1,7:32.0,Offensive rebound by Team,,6,6
28,1,7:30.0,Shooting foul by C. Kaman (drawn by C. Andersen),,6,6
29,1,7:30.0,C. Andersen makes free throw 1 of 2,,7,6
30,1,7:30.0,C. Andersen misses free throw 2 of 2,,7,6
31,1,7:29.0,Offensive rebound by L. Deng,,7,6
32,1,7:17.0,M. Chalmers misses 3-pt jump shot from 22 ft,,7,6
33,1,7:16.0,,Defensive rebound by L. Aldridge,7,6
34,1,7:05.0,,C. Kaman misses 2-pt layup from 1 ft (block by L. Deng),7,6
35,1,7:05.0,,Offensive rebound by Team,7,6
36,1,7:02.0,,C. Kaman misses 2-pt jump shot from 17 ft,7,6
37,1,7:00.0,Defensive rebound by M. Chalmers,,7,6
38,1,6:57.0,D. Wade makes 2-pt layup from 1 ft (assist by M. Chalmers),,9,6
39,1,6:33.0,,D. Lillard makes 2-pt layup from 1 ft,9,8
40,1,6:11.0,C. Bosh misses 2-pt jump shot from 15 ft,,9,8
41,1,6:10.0,,Defensive rebound by N. Batum,9,8
42,1,6:02.0,,Shooting foul by L. Deng (drawn by N. Batum),9,8
43,1,6:02.0,,N. Batum misses free throw 1 of 2,9,8
44,1,6:02.0,,Offensive rebound by Team,9,8
45,1,6:02.0,,N. Batum makes free throw 2 of 2,9,9
46,1,5:53.0,D. Wade makes 2-pt layup from 1 ft,,11,9
47,1,5:47.0,,Portland full timeout,11,9
