,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA LAKERS_ACTION,NEW ORLEANS_SCORE,LA LAKERS_SCORE
39,1,6:24.0,J. Holiday makes 3-pt jump shot from 24 ft,,14,7
40,1,6:05.0,,J. Hill makes 2-pt jump shot from 17 ft (assist by R. Price),14,9
41,1,5:57.0,,LA Lakers full timeout,14,9
42,1,5:51.0,Offensive foul by A. Davis (drawn by E. Davis),,14,9
43,1,5:51.0,Turnover by A. Davis (offensive foul),,14,9
44,1,5:39.0,,W. Johnson misses 2-pt jump shot from 19 ft,14,9
45,1,5:39.0,,Offensive rebound by Team,14,9
46,1,5:32.0,,K. Bryant makes 2-pt jump shot from 20 ft,14,11
47,1,5:21.0,A. Davis makes 2-pt jump shot from 17 ft (assist by J. Holiday),,16,11
48,1,4:59.0,,W. Johnson makes 2-pt jump shot from 20 ft (assist by K. Bryant),16,13
49,1,4:45.0,Turnover by J. Holiday (bad pass; steal by J. Hill),,16,13
50,1,4:35.0,,C. Boozer enters the game for J. Hill,16,13
51,1,4:35.0,,N. Young enters the game for W. Johnson,16,13
52,1,4:25.0,,K. Bryant misses 2-pt jump shot from 21 ft,16,13
53,1,4:24.0,,Offensive rebound by C. Boozer,16,13
54,1,4:21.0,,N. Young misses 3-pt jump shot from 24 ft,16,13
55,1,4:20.0,Defensive rebound by Team,,16,13
56,1,4:04.0,J. Holiday misses 2-pt jump shot from 20 ft,,16,13
57,1,4:03.0,,Defensive rebound by K. Bryant,16,13
58,1,3:55.0,,N. Young misses 3-pt jump shot from 26 ft,16,13
59,1,3:54.0,Defensive rebound by T. Evans,,16,13
60,1,3:38.0,Shooting foul by C. Boozer (drawn by T. Evans),,16,13
61,1,3:38.0,T. Evans makes free throw 1 of 2,,17,13
62,1,3:38.0,,J. Lin enters the game for R. Price,17,13
63,1,3:38.0,R. Anderson enters the game for Ö. Aşık,,17,13
64,1,3:38.0,,R. Sacre enters the game for E. Davis,17,13
65,1,3:38.0,T. Evans makes free throw 2 of 2,,18,13
66,1,3:30.0,,K. Bryant misses 2-pt layup from 1 ft,18,13
67,1,3:29.0,Defensive rebound by A. Davis,,18,13
68,1,3:19.0,L. Babbitt misses 3-pt jump shot from 23 ft,,18,13
69,1,3:18.0,,Defensive rebound by N. Young,18,13
70,1,3:13.0,,N. Young misses 2-pt jump shot from 3 ft,18,13
71,1,3:11.0,,Offensive rebound by C. Boozer,18,13
72,1,3:11.0,,C. Boozer misses 2-pt tip-in from 2 ft,18,13
73,1,3:09.0,Defensive rebound by L. Babbitt,,18,13
74,1,3:02.0,J. Holiday misses 3-pt jump shot from 24 ft,,18,13
75,1,3:01.0,,Defensive rebound by J. Lin,18,13
76,1,2:59.0,,Turnover by K. Bryant (traveling),18,13
77,1,2:59.0,New Orleans full timeout,,18,13
78,1,2:59.0,A. Rivers enters the game for L. Babbitt,,18,13
79,1,2:59.0,D. Cunningham enters the game for T. Evans,,18,13
80,1,2:41.0,A. Rivers misses 3-pt jump shot from 26 ft,,18,13
81,1,2:40.0,,Defensive rebound by C. Boozer,18,13
82,1,2:23.0,,C. Boozer misses 2-pt jump shot from 17 ft,18,13
83,1,2:22.0,Defensive rebound by J. Holiday,,18,13
84,1,2:15.0,R. Anderson misses 3-pt jump shot from 28 ft,,18,13
85,1,2:14.0,,Defensive rebound by K. Bryant,18,13
86,1,1:56.0,,C. Boozer misses 2-pt jump shot from 10 ft,18,13
87,1,1:54.0,Defensive rebound by D. Cunningham,,18,13
88,1,1:42.0,A. Davis misses 2-pt jump shot from 14 ft,,18,13
89,1,1:40.0,,Defensive rebound by N. Young,18,13
90,1,1:30.0,,K. Bryant misses 3-pt jump shot from 25 ft,18,13
91,1,1:28.0,Defensive rebound by A. Davis,,18,13
92,1,1:18.0,A. Davis makes 2-pt dunk at rim (assist by A. Rivers),,20,13
93,1,1:01.0,,N. Young misses 2-pt jump shot from 16 ft,20,13
94,1,1:00.0,Defensive rebound by R. Anderson,,20,13
95,1,0:52.0,J. Holiday makes 2-pt jump shot from 6 ft,,22,13
96,1,0:44.0,,J. Lin makes 2-pt layup from 1 ft,22,15
97,1,0:44.0,,Shooting foul by J. Holiday (drawn by J. Lin),22,15
98,1,0:44.0,G. Mekel enters the game for J. Holiday,,22,15
99,1,0:44.0,,W. Ellington enters the game for K. Bryant,22,15
100,1,0:44.0,A. Ajinça enters the game for A. Davis,,22,15
101,1,0:44.0,,J. Lin makes free throw 1 of 1,22,16
102,1,0:30.0,A. Rivers misses 2-pt jump shot from 3 ft,,22,16
103,1,0:28.0,,Defensive rebound by J. Lin,22,16
104,1,0:10.0,,J. Lin misses 2-pt jump shot from 17 ft,22,16
105,1,0:08.0,Defensive rebound by D. Cunningham,,22,16
106,1,0:01.0,G. Mekel misses 2-pt jump shot from 18 ft,,22,16
107,1,0:00.0,Offensive rebound by Team,,22,16
108,2,11:48.0,,C. Boozer makes 2-pt dunk at rim (assist by W. Ellington),22,18
109,2,11:31.0,R. Anderson misses 3-pt jump shot from 26 ft,,22,18
110,2,11:30.0,,Defensive rebound by J. Lin,22,18
111,2,11:26.0,,Shooting foul by D. Cunningham (drawn by N. Young),22,18
112,2,11:26.0,,N. Young makes free throw 1 of 2,22,19
113,2,11:26.0,,N. Young makes free throw 2 of 2,22,20
114,2,11:13.0,A. Ajinça makes 2-pt dunk at rim (assist by A. Rivers),,24,20
115,2,10:59.0,,W. Ellington misses 2-pt jump shot from 19 ft,24,20
116,2,10:58.0,Defensive rebound by R. Anderson,,24,20
117,2,10:46.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by G. Mekel),,27,20
118,2,10:29.0,,C. Boozer makes 2-pt jump shot from 11 ft (assist by J. Lin),27,22
119,2,10:07.0,A. Ajinça makes 2-pt jump shot from 14 ft (assist by G. Mekel),,29,22
120,2,9:54.0,,W. Ellington misses 2-pt jump shot from 3 ft,29,22
121,2,9:53.0,Defensive rebound by R. Anderson,,29,22
122,2,9:47.0,A. Ajinça makes 2-pt jump shot from 17 ft (assist by G. Mekel),,31,22
123,2,9:29.0,,C. Boozer misses 2-pt jump shot from 13 ft,31,22
124,2,9:29.0,Defensive rebound by A. Ajinça,,31,22
125,2,9:29.0,Turnover by A. Ajinça (step out of bounds),,31,22
126,2,9:26.0,,N. Young misses 3-pt jump shot from 26 ft,31,22
127,2,9:25.0,,Offensive rebound by W. Ellington,31,22
128,2,9:12.0,,C. Boozer makes 2-pt layup from 2 ft,31,24
129,2,8:53.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by G. Mekel),,34,24
130,2,8:52.0,,LA Lakers full timeout,34,24
131,2,8:36.0,,R. Sacre misses 2-pt jump shot from 18 ft,34,24
132,2,8:34.0,Defensive rebound by R. Anderson,,34,24
133,2,8:21.0,Personal foul by J. Lin (drawn by A. Ajinça),,34,24
134,2,8:21.0,,J. Hill enters the game for R. Sacre,34,24
135,2,8:12.0,G. Mekel misses 2-pt layup from 3 ft,,34,24
136,2,8:10.0,Offensive rebound by D. Cunningham,,34,24
137,2,8:09.0,D. Cunningham misses 2-pt jump shot from 5 ft (block by J. Hill),,34,24
138,2,8:06.0,,Defensive rebound by C. Boozer,34,24
139,2,7:58.0,,N. Young misses 2-pt jump shot from 17 ft,34,24
140,2,7:58.0,,Offensive rebound by J. Hill,34,24
141,2,7:58.0,,J. Hill makes 2-pt tip-in from 2 ft,34,26
142,2,7:45.0,Shooting foul by C. Boozer (drawn by A. Ajinça),,34,26
143,2,7:45.0,A. Ajinça misses free throw 1 of 2,,34,26
144,2,7:45.0,Offensive rebound by Team,,34,26
145,2,7:45.0,,E. Davis enters the game for C. Boozer,34,26
146,2,7:45.0,A. Ajinça makes free throw 2 of 2,,35,26
147,2,7:34.0,,E. Davis makes 2-pt dunk at rim (assist by J. Lin),35,28
148,2,7:14.0,Shooting foul by J. Hill (drawn by D. Cunningham),,35,28
149,2,7:14.0,D. Cunningham misses free throw 1 of 2,,35,28
150,2,7:14.0,Offensive rebound by Team,,35,28
151,2,7:14.0,A. Davis enters the game for A. Ajinça,,35,28
152,2,7:14.0,D. Cunningham makes free throw 2 of 2,,36,28
153,2,6:55.0,,Shooting foul by A. Davis (drawn by J. Lin),36,28
154,2,6:55.0,,J. Lin misses free throw 1 of 2,36,28
155,2,6:55.0,,Offensive rebound by Team,36,28
156,2,6:55.0,,J. Lin misses free throw 2 of 2,36,28
157,2,6:53.0,Defensive rebound by R. Anderson,,36,28
158,2,6:33.0,D. Cunningham misses 2-pt layup from 3 ft,,36,28
159,2,6:31.0,,Defensive rebound by J. Hill,36,28
160,2,6:15.0,,J. Hill misses 2-pt jump shot from 16 ft,36,28
161,2,6:13.0,Defensive rebound by D. Cunningham,,36,28
162,2,6:07.0,Shooting foul by J. Hill (drawn by A. Davis),,36,28
163,2,6:07.0,A. Davis makes free throw 1 of 2,,37,28
164,2,6:07.0,J. Holiday enters the game for G. Mekel,,37,28
165,2,6:07.0,T. Evans enters the game for D. Cunningham,,37,28
166,2,6:07.0,,R. Price enters the game for N. Young,37,28
167,2,6:07.0,,W. Johnson enters the game for J. Lin,37,28
168,2,6:07.0,,K. Bryant enters the game for W. Ellington,37,28
169,2,6:07.0,A. Davis misses free throw 2 of 2,,37,28
170,2,6:06.0,,Defensive rebound by E. Davis,37,28
171,2,5:48.0,,W. Johnson makes 2-pt jump shot from 17 ft,37,30
172,2,5:36.0,J. Holiday misses 2-pt jump shot from 9 ft (block by R. Price),,37,30
173,2,5:36.0,Offensive rebound by Team,,37,30
174,2,5:36.0,Official timeout,,37,30
175,2,5:28.0,T. Evans makes 2-pt layup from 2 ft,,39,30
176,2,5:11.0,,W. Johnson makes 2-pt dunk at rim (assist by R. Price),39,32
177,2,5:01.0,T. Evans misses 2-pt layup from 2 ft,,39,32
178,2,4:58.0,Offensive rebound by R. Anderson,,39,32
179,2,4:58.0,Turnover by R. Anderson (bad pass),,39,32
180,2,4:48.0,,Offensive foul by J. Hill (drawn by A. Rivers),39,32
181,2,4:48.0,,Turnover by J. Hill (offensive foul),39,32
182,2,4:48.0,Ö. Aşık enters the game for A. Davis,,39,32
183,2,4:48.0,,C. Boozer enters the game for J. Hill,39,32
184,2,4:33.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by A. Rivers),,42,32
185,2,4:14.0,,K. Bryant makes 2-pt jump shot from 4 ft,42,34
186,2,3:53.0,A. Rivers misses 2-pt layup from 2 ft,,42,34
187,2,3:52.0,Offensive rebound by Ö. Aşık,,42,34
188,2,3:46.0,Ö. Aşık misses 2-pt layup from 2 ft (block by E. Davis),,42,34
189,2,3:44.0,,Defensive rebound by C. Boozer,42,34
190,2,3:44.0,,C. Boozer misses 2-pt layup from 1 ft (block by R. Anderson),42,34
191,2,3:44.0,Defensive rebound by R. Anderson,,42,34
192,2,3:44.0,A. Rivers misses 3-pt jump shot from 26 ft,,42,34
193,2,3:44.0,,Defensive rebound by E. Davis,42,34
194,2,3:30.0,,W. Johnson makes 2-pt jump shot from 16 ft,42,36
195,2,3:17.0,J. Holiday makes 2-pt jump shot from 15 ft,,44,36
196,2,3:03.0,,W. Johnson makes 2-pt dunk at rim (assist by K. Bryant),44,38
197,2,2:47.0,Turnover by T. Evans (traveling),,44,38
198,2,2:47.0,New Orleans full timeout,,44,38
199,2,2:47.0,L. Babbitt enters the game for A. Rivers,,44,38
200,2,2:30.0,,Personal foul by L. Babbitt (drawn by C. Boozer),44,38
201,2,2:22.0,,Personal foul by T. Evans (drawn by K. Bryant),44,38
202,2,2:12.0,,W. Johnson misses 2-pt jump shot from 19 ft,44,38
203,2,2:11.0,Defensive rebound by T. Evans,,44,38
204,2,2:01.0,Turnover by Ö. Aşık (3 sec),,44,38
205,2,1:51.0,,C. Boozer misses 2-pt jump shot from 17 ft,44,38
206,2,1:50.0,Defensive rebound by L. Babbitt,,44,38
207,2,1:31.0,J. Holiday makes 2-pt jump shot from 8 ft,,46,38
208,2,1:17.0,Violation by R. Anderson (kicked ball),,46,38
209,2,1:09.0,,W. Johnson misses 3-pt jump shot from 23 ft,46,38
210,2,1:08.0,Defensive rebound by T. Evans,,46,38
211,2,0:59.0,R. Anderson misses 2-pt layup from 2 ft,,46,38
212,2,0:58.0,Offensive rebound by R. Anderson,,46,38
213,2,0:57.0,R. Anderson makes 2-pt layup from 2 ft,,48,38
214,2,0:57.0,Shooting foul by C. Boozer (drawn by R. Anderson),,48,38
215,2,0:57.0,,N. Young enters the game for C. Boozer,48,38
216,2,0:57.0,D. Cunningham enters the game for L. Babbitt,,48,38
217,2,0:57.0,R. Anderson makes free throw 1 of 1,,49,38
218,2,0:38.0,,K. Bryant misses 2-pt jump shot from 14 ft,49,38
219,2,0:37.0,Defensive rebound by Ö. Aşık,,49,38
220,2,0:33.0,R. Anderson misses 2-pt jump shot from 3 ft (block by N. Young),,49,38
221,2,0:30.0,,Defensive rebound by R. Price,49,38
222,2,0:27.0,,Shooting foul by J. Holiday (drawn by K. Bryant),49,38
223,2,0:27.0,,K. Bryant makes free throw 1 of 2,49,39
224,2,0:27.0,A. Davis enters the game for D. Cunningham,,49,39
225,2,0:27.0,L. Babbitt enters the game for Ö. Aşık,,49,39
226,2,0:27.0,,K. Bryant makes free throw 2 of 2,49,40
227,2,0:10.0,Personal foul by W. Johnson (drawn by T. Evans),,49,40
228,2,0:10.0,T. Evans misses free throw 1 of 2,,49,40
229,2,0:10.0,Offensive rebound by Team,,49,40
230,2,0:10.0,D. Cunningham enters the game for L. Babbitt,,49,40
231,2,0:10.0,Ö. Aşık enters the game for A. Davis,,49,40
232,2,0:10.0,A. Rivers enters the game for J. Holiday,,49,40
233,2,0:10.0,T. Evans makes free throw 2 of 2,,50,40
234,2,0:05.0,,W. Johnson misses 2-pt jump shot from 21 ft,50,40
235,2,0:04.0,Defensive rebound by T. Evans,,50,40
236,2,0:01.0,T. Evans misses 2-pt jump shot from 5 ft,,50,40
237,2,0:00.0,Offensive rebound by Team,,50,40
238,3,11:39.0,,E. Davis makes 2-pt dunk at rim (assist by W. Johnson),50,42
239,3,11:21.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,52,42
240,3,10:59.0,,W. Johnson misses 3-pt jump shot from 26 ft,52,42
241,3,10:58.0,Defensive rebound by Team,,52,42
242,3,10:35.0,T. Evans misses 2-pt layup from 2 ft (block by E. Davis),,52,42
243,3,10:34.0,Offensive rebound by Ö. Aşık,,52,42
244,3,10:32.0,Ö. Aşık misses 2-pt hook shot from 4 ft,,52,42
245,3,10:30.0,,Defensive rebound by J. Hill,52,42
246,3,10:25.0,,K. Bryant makes 2-pt layup from 1 ft,52,44
247,3,10:13.0,J. Holiday makes 2-pt jump shot from 15 ft,,54,44
248,3,9:49.0,,J. Hill misses 2-pt jump shot from 21 ft,54,44
249,3,9:48.0,Defensive rebound by Ö. Aşık,,54,44
250,3,9:37.0,A. Davis makes 2-pt jump shot from 17 ft (assist by J. Holiday),,56,44
251,3,9:18.0,,K. Bryant misses 3-pt jump shot from 23 ft,56,44
252,3,9:17.0,Defensive rebound by J. Holiday,,56,44
253,3,9:11.0,T. Evans misses 2-pt layup from 2 ft,,56,44
254,3,9:10.0,,Defensive rebound by W. Johnson,56,44
255,3,8:57.0,,J. Hill makes 2-pt hook shot from 9 ft,56,46
256,3,8:46.0,J. Holiday makes 3-pt jump shot from 26 ft,,59,46
257,3,8:25.0,,K. Bryant makes 2-pt jump shot from 20 ft,59,48
258,3,8:08.0,J. Holiday misses 2-pt jump shot from 20 ft,,59,48
259,3,8:06.0,,Defensive rebound by E. Davis,59,48
260,3,7:45.0,,W. Johnson misses 2-pt jump shot from 3 ft,59,48
261,3,7:44.0,Defensive rebound by L. Babbitt,,59,48
262,3,7:39.0,Shooting foul by K. Bryant (drawn by T. Evans),,59,48
263,3,7:39.0,T. Evans makes free throw 1 of 2,,60,48
264,3,7:39.0,T. Evans makes free throw 2 of 2,,61,48
265,3,7:23.0,,J. Hill makes 2-pt jump shot from 18 ft (assist by R. Price),61,50
266,3,7:04.0,A. Davis misses 2-pt layup from 2 ft,,61,50
267,3,7:03.0,,Defensive rebound by J. Hill,61,50
268,3,6:57.0,,Turnover by K. Bryant (bad pass),61,50
269,3,6:43.0,T. Evans misses 2-pt layup from 2 ft,,61,50
270,3,6:41.0,,Defensive rebound by E. Davis,61,50
271,3,6:34.0,,K. Bryant makes 2-pt jump shot from 5 ft,61,52
272,3,6:23.0,Ö. Aşık makes 2-pt dunk at rim (assist by J. Holiday),,63,52
273,3,6:14.0,,Personal foul by T. Evans (drawn by K. Bryant),63,52
274,3,6:07.0,,K. Bryant misses 2-pt jump shot from 18 ft,63,52
275,3,6:06.0,Defensive rebound by L. Babbitt,,63,52
276,3,6:00.0,Turnover by J. Holiday (traveling),,63,52
277,3,5:40.0,,J. Hill misses 2-pt jump shot from 19 ft,63,52
278,3,5:39.0,Defensive rebound by Ö. Aşık,,63,52
279,3,5:37.0,Personal foul by R. Price (drawn by Ö. Aşık),,63,52
280,3,5:37.0,,LA Lakers full timeout,63,52
281,3,5:25.0,Turnover by L. Babbitt (lost ball),,63,52
282,3,5:03.0,,E. Davis makes 2-pt layup from 2 ft (assist by K. Bryant),63,54
283,3,4:39.0,Turnover by Ö. Aşık (3 sec),,63,54
284,3,4:39.0,,N. Young enters the game for W. Johnson,63,54
285,3,4:28.0,,N. Young makes 3-pt jump shot from 26 ft,63,57
286,3,4:11.0,L. Babbitt makes 3-pt jump shot from 26 ft (assist by T. Evans),,66,57
287,3,3:52.0,,N. Young misses 2-pt layup from 3 ft,66,57
288,3,3:49.0,Defensive rebound by A. Davis,,66,57
289,3,3:42.0,T. Evans makes 2-pt jump shot from 19 ft,,68,57
290,3,3:25.0,,K. Bryant misses 2-pt jump shot from 17 ft,68,57
291,3,3:24.0,Defensive rebound by Ö. Aşık,,68,57
292,3,3:17.0,New Orleans full timeout,,68,57
293,3,3:17.0,,C. Boozer enters the game for E. Davis,68,57
294,3,3:17.0,,J. Lin enters the game for R. Price,68,57
295,3,3:17.0,D. Cunningham enters the game for L. Babbitt,,68,57
296,3,3:05.0,D. Cunningham misses 2-pt jump shot from 20 ft,,68,57
297,3,3:04.0,Offensive rebound by Ö. Aşık,,68,57
298,3,3:02.0,Ö. Aşık makes 2-pt dunk at rim,,70,57
299,3,2:41.0,,K. Bryant misses 2-pt jump shot from 4 ft (block by A. Davis),70,57
300,3,2:39.0,Defensive rebound by J. Holiday,,70,57
301,3,2:31.0,J. Holiday misses 2-pt jump shot from 12 ft,,70,57
302,3,2:30.0,,Defensive rebound by J. Hill,70,57
303,3,2:22.0,,Personal foul by J. Holiday (drawn by J. Lin),70,57
304,3,2:22.0,R. Anderson enters the game for Ö. Aşık,,70,57
305,3,2:22.0,A. Rivers enters the game for T. Evans,,70,57
306,3,2:18.0,,J. Lin misses 2-pt jump shot from 3 ft,70,57
307,3,2:15.0,Defensive rebound by R. Anderson,,70,57
308,3,2:01.0,R. Anderson makes 2-pt jump shot from 18 ft,,72,57
309,3,1:37.0,,J. Hill misses 2-pt jump shot from 11 ft,72,57
310,3,1:37.0,Defensive rebound by Team,,72,57
311,3,1:17.0,D. Cunningham makes 2-pt dunk at rim (assist by A. Rivers),,74,57
312,3,0:58.0,,N. Young makes 2-pt jump shot from 7 ft,74,59
313,3,0:38.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,76,59
314,3,0:30.0,,N. Young misses 3-pt jump shot from 24 ft,76,59
315,3,0:28.0,Defensive rebound by D. Cunningham,,76,59
316,3,0:19.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Anderson),,79,59
317,3,0:01.0,,J. Lin misses 3-pt jump shot from 27 ft,79,59
318,3,0:00.0,,Offensive rebound by Team,79,59
319,4,11:40.0,A. Ajinça makes 2-pt hook shot from 11 ft,,81,59
320,4,11:19.0,,Turnover by N. Young (lost ball; steal by A. Rivers),81,59
321,4,11:13.0,G. Mekel makes 2-pt layup from 2 ft (assist by A. Ajinça),,83,59
322,4,10:44.0,,N. Young makes 3-pt jump shot from 27 ft (assist by C. Boozer),83,62
323,4,10:36.0,R. Anderson misses 3-pt jump shot from 27 ft,,83,62
324,4,10:35.0,,Defensive rebound by Team,83,62
325,4,10:12.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by J. Lin),83,65
326,4,9:59.0,A. Rivers misses 2-pt jump shot from 6 ft,,83,65
327,4,9:57.0,,Defensive rebound by R. Sacre,83,65
328,4,9:46.0,,C. Boozer makes 2-pt jump shot from 6 ft,83,67
329,4,9:28.0,G. Mekel misses 2-pt jump shot from 16 ft,,83,67
330,4,9:24.0,,Defensive rebound by C. Boozer,83,67
331,4,9:19.0,,W. Ellington makes 2-pt jump shot from 15 ft,83,69
332,4,9:19.0,New Orleans full timeout,,83,69
333,4,9:05.0,Turnover by R. Anderson (lost ball),,83,69
334,4,8:54.0,,Shooting foul by A. Ajinça (drawn by N. Young),83,69
335,4,8:54.0,,N. Young makes free throw 1 of 2,83,70
336,4,8:54.0,,N. Young makes free throw 2 of 2,83,71
337,4,8:33.0,A. Rivers makes 2-pt jump shot from 5 ft,,85,71
338,4,8:23.0,,J. Lin misses 2-pt layup from 2 ft,85,71
339,4,8:21.0,Defensive rebound by A. Ajinça,,85,71
340,4,8:15.0,Shooting foul by N. Young (drawn by A. Ajinça),,85,71
341,4,8:15.0,A. Ajinça misses free throw 1 of 2,,85,71
342,4,8:15.0,Offensive rebound by Team,,85,71
343,4,8:15.0,A. Ajinça makes free throw 2 of 2,,86,71
344,4,8:05.0,,N. Young misses 2-pt jump shot from 17 ft,86,71
345,4,8:02.0,Defensive rebound by R. Anderson,,86,71
346,4,7:46.0,Personal foul by J. Lin (drawn by R. Anderson),,86,71
347,4,7:35.0,G. Mekel misses 3-pt jump shot from 23 ft,,86,71
348,4,7:33.0,Offensive rebound by D. Cunningham,,86,71
349,4,7:19.0,Turnover by A. Rivers (bad pass; steal by R. Sacre),,86,71
350,4,7:15.0,,Shooting foul by D. Cunningham (drawn by N. Young),86,71
351,4,7:15.0,,N. Young misses free throw 1 of 2,86,71
352,4,7:15.0,,Offensive rebound by Team,86,71
353,4,7:15.0,A. Davis enters the game for A. Ajinça,,86,71
354,4,7:15.0,J. Holiday enters the game for G. Mekel,,86,71
355,4,7:15.0,,N. Young makes free throw 2 of 2,86,72
356,4,7:01.0,J. Holiday makes 2-pt jump shot from 2 ft,,88,72
357,4,6:54.0,,Turnover by J. Lin (lost ball; steal by A. Davis),88,72
358,4,6:54.0,Personal foul by J. Lin (drawn by A. Davis),,88,72
359,4,6:41.0,A. Rivers makes 2-pt layup from 2 ft,,90,72
360,4,6:22.0,,W. Ellington makes 2-pt dunk at rim (assist by N. Young),90,74
361,4,6:05.0,A. Davis makes 2-pt layup from 2 ft (assist by A. Rivers),,92,74
362,4,5:47.0,,C. Boozer makes 2-pt jump shot from 15 ft,92,76
363,4,5:34.0,A. Davis makes 2-pt jump shot from 17 ft (assist by J. Holiday),,94,76
364,4,5:17.0,,C. Boozer makes 2-pt jump shot from 16 ft (assist by J. Lin),94,78
365,4,5:05.0,A. Davis misses 2-pt jump shot from 19 ft,,94,78
366,4,5:05.0,,Defensive rebound by R. Sacre,94,78
367,4,4:58.0,,LA Lakers full timeout,94,78
368,4,4:58.0,,R. Price enters the game for C. Boozer,94,78
369,4,4:58.0,,E. Davis enters the game for J. Lin,94,78
370,4,4:58.0,,J. Hill enters the game for R. Sacre,94,78
371,4,4:58.0,,K. Bryant enters the game for W. Ellington,94,78
372,4,4:46.0,,N. Young misses 2-pt jump shot from 14 ft,94,78
373,4,4:45.0,Defensive rebound by J. Holiday,,94,78
374,4,4:23.0,J. Holiday misses 2-pt jump shot from 17 ft,,94,78
375,4,4:23.0,,Defensive rebound by E. Davis,94,78
376,4,4:12.0,,Shooting foul by A. Davis (drawn by E. Davis),94,78
377,4,4:12.0,,E. Davis misses free throw 1 of 2,94,78
378,4,4:12.0,,Offensive rebound by Team,94,78
379,4,4:12.0,,W. Johnson enters the game for N. Young,94,78
380,4,4:12.0,T. Evans enters the game for A. Rivers,,94,78
381,4,4:12.0,,E. Davis makes free throw 2 of 2,94,79
382,4,4:01.0,A. Davis makes 2-pt dunk from 2 ft (assist by J. Holiday),,96,79
383,4,3:43.0,,K. Bryant misses 3-pt jump shot from 27 ft,96,79
384,4,3:42.0,Defensive rebound by A. Davis,,96,79
385,4,3:26.0,J. Holiday misses 2-pt jump shot from 16 ft,,96,79
386,4,3:25.0,,Defensive rebound by Team,96,79
387,4,3:22.0,Ö. Aşık enters the game for R. Anderson,,96,79
388,4,3:16.0,,Offensive foul by K. Bryant (drawn by D. Cunningham),96,79
389,4,3:16.0,,Turnover by K. Bryant (offensive foul),96,79
