,QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
386,4,3:14.0,,Defensive rebound by T. Harris,95,93
387,4,3:07.0,,E. Payton makes 2-pt jump shot from 7 ft,95,95
388,4,3:07.0,,Shooting foul by C. Watson (drawn by E. Payton),95,95
389,4,3:07.0,Indiana full timeout,,95,95
390,4,3:07.0,,E. Payton misses free throw 1 of 1,95,95
391,4,3:06.0,Defensive rebound by D. Rudež,,95,95
392,4,2:42.0,D. Rudež makes 2-pt jump shot from 14 ft (assist by C. Watson),,97,95
393,4,2:23.0,,Shooting foul by I. Mahinmi (drawn by N. Vučević),97,95
394,4,2:23.0,,N. Vučević makes free throw 1 of 2,97,96
395,4,2:23.0,R. Hibbert enters the game for I. Mahinmi,,97,96
396,4,2:23.0,,N. Vučević makes free throw 2 of 2,97,97
397,4,2:07.0,G. Hill makes 2-pt layup at rim,,99,97
398,4,1:47.0,,Turnover by C. Frye (bad pass; steal by D. West),99,97
399,4,1:45.0,G. Hill makes 2-pt dunk at rim,,101,97
400,4,1:45.0,,Orlando full timeout,101,97
401,4,1:35.0,,E. Payton makes 2-pt jump shot from 8 ft,101,99
402,4,1:19.0,Shooting foul by N. Vučević (drawn by R. Hibbert),,101,99
403,4,1:19.0,R. Hibbert makes free throw 1 of 2,,102,99
404,4,1:19.0,R. Hibbert misses free throw 2 of 2,,102,99
405,4,1:18.0,,Defensive rebound by N. Vučević,102,99
406,4,1:06.0,,E. Payton misses 2-pt layup from 2 ft (block by C. Watson),102,99
407,4,1:03.0,Defensive rebound by C. Watson,,102,99
408,4,0:42.0,G. Hill misses 2-pt jump shot from 11 ft,,102,99
409,4,0:40.0,Offensive rebound by D. Rudež,,102,99
410,4,0:21.0,D. Rudež makes 3-pt jump shot from 23 ft (assist by G. Hill),,105,99
411,4,0:21.0,,Orlando full timeout,105,99
412,4,0:19.0,,C. Frye misses 2-pt layup from 2 ft (block by R. Hibbert),105,99
413,4,0:17.0,Defensive rebound by C. Watson,,105,99
414,4,0:17.0,Personal foul by T. Harris (drawn by C. Watson),,105,99
415,4,0:17.0,C. Watson misses free throw 1 of 2,,105,99
416,4,0:17.0,Offensive rebound by Team,,105,99
417,4,0:17.0,,W. Green enters the game for E. Payton,105,99
418,4,0:17.0,C. Watson makes free throw 2 of 2,,106,99
419,4,0:11.0,,Turnover by W. Green (bad pass),106,99
