,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PORTLAND_ACTION,ATLANTA_SCORE,PORTLAND_SCORE
179,2,3:11.0,,W. Matthews makes free throw 2 of 2,50,43
180,2,2:49.0,Personal foul by D. Lillard (drawn by J. Teague),,50,43
181,2,2:43.0,Offensive foul by P. Millsap (drawn by W. Matthews),,50,43
182,2,2:43.0,Turnover by P. Millsap (offensive foul),,50,43
183,2,2:19.0,,Turnover by D. Lillard (lost ball; steal by J. Teague),50,43
184,2,2:14.0,K. Korver misses 3-pt jump shot from 24 ft,,50,43
185,2,2:11.0,Offensive rebound by D. Carroll,,50,43
186,2,2:07.0,J. Teague misses 3-pt jump shot from 26 ft,,50,43
187,2,2:06.0,,Defensive rebound by J. Freeland,50,43
188,2,1:51.0,,L. Aldridge makes 2-pt jump shot from 14 ft,50,45
189,2,1:32.0,A. Horford misses 2-pt layup from 2 ft (block by J. Freeland),,50,45
190,2,1:30.0,,Defensive rebound by N. Batum,50,45
191,2,1:20.0,,L. Aldridge makes 2-pt layup at rim (assist by N. Batum),50,47
192,2,1:20.0,Atlanta full timeout,,50,47
193,2,1:05.0,J. Teague misses 2-pt jump shot from 15 ft (block by D. Lillard),,50,47
194,2,1:03.0,,Defensive rebound by L. Aldridge,50,47
195,2,1:01.0,,N. Batum makes 2-pt layup from 1 ft (assist by L. Aldridge),50,49
196,2,0:47.0,D. Carroll misses 2-pt layup from 1 ft (block by N. Batum),,50,49
197,2,0:45.0,Offensive rebound by J. Teague,,50,49
198,2,0:41.0,K. Korver misses 3-pt jump shot from 24 ft,,50,49
199,2,0:40.0,,Defensive rebound by D. Lillard,50,49
200,2,0:33.0,,D. Lillard misses 3-pt jump shot from 26 ft,50,49
201,2,0:32.0,Defensive rebound by K. Korver,,50,49
202,2,0:14.0,J. Teague misses 2-pt layup from 3 ft (block by L. Aldridge),,50,49
203,2,0:14.0,Offensive rebound by Team,,50,49
204,2,0:11.0,Shooting foul by J. Freeland (drawn by P. Millsap),,50,49
205,2,0:11.0,P. Millsap makes free throw 1 of 2,,51,49
206,2,0:11.0,,S. Blake enters the game for J. Freeland,51,49
207,2,0:11.0,T. Sefolosha enters the game for K. Korver,,51,49
208,2,0:11.0,P. Millsap makes free throw 2 of 2,,52,49
209,2,0:07.0,,Personal foul by T. Sefolosha (drawn by D. Lillard),52,49
210,2,0:00.0,,D. Lillard misses 2-pt layup from 2 ft,52,49
211,2,0:00.0,,Offensive rebound by Team,52,49
212,3,11:43.0,,N. Batum makes 2-pt jump shot from 15 ft,52,51
213,3,11:28.0,,Loose ball foul by J. Freeland (drawn by P. Millsap),52,51
214,3,11:21.0,D. Carroll makes 2-pt layup from 1 ft (assist by A. Horford),,54,51
215,3,10:55.0,,N. Batum misses 2-pt jump shot from 16 ft,54,51
216,3,10:53.0,Defensive rebound by D. Carroll,,54,51
217,3,10:40.0,J. Teague makes 2-pt layup from 1 ft (assist by A. Horford),,56,51
218,3,10:23.0,,W. Matthews misses 3-pt jump shot from 25 ft,56,51
219,3,10:22.0,Defensive rebound by K. Korver,,56,51
220,3,10:17.0,Offensive foul by A. Horford (drawn by D. Lillard),,56,51
221,3,10:17.0,Turnover by A. Horford (offensive foul),,56,51
222,3,10:01.0,,L. Aldridge misses 2-pt jump shot from 20 ft,56,51
223,3,10:00.0,,Offensive rebound by L. Aldridge,56,51
224,3,9:41.0,,W. Matthews misses 2-pt jump shot from 11 ft,56,51
225,3,9:39.0,Defensive rebound by D. Carroll,,56,51
226,3,9:29.0,A. Horford makes 2-pt layup from 2 ft,,58,51
227,3,9:29.0,Shooting foul by J. Freeland (drawn by A. Horford),,58,51
228,3,9:29.0,,T. Robinson enters the game for J. Freeland,58,51
229,3,9:29.0,A. Horford misses free throw 1 of 1,,58,51
230,3,9:28.0,,Defensive rebound by L. Aldridge,58,51
231,3,9:15.0,,L. Aldridge misses 2-pt jump shot from 15 ft,58,51
232,3,9:14.0,Defensive rebound by K. Korver,,58,51
233,3,8:59.0,A. Horford misses 2-pt hook shot from 5 ft,,58,51
234,3,8:58.0,,Defensive rebound by N. Batum,58,51
235,3,8:55.0,,Turnover by N. Batum (bad pass; steal by J. Teague),58,51
236,3,8:51.0,D. Carroll makes 2-pt dunk at rim (assist by J. Teague),,60,51
237,3,8:34.0,,Turnover by T. Robinson (3 sec),60,51
238,3,8:24.0,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),,62,51
239,3,8:01.0,,L. Aldridge misses 2-pt layup from 1 ft,62,51
240,3,7:59.0,,Offensive rebound by L. Aldridge,62,51
241,3,7:59.0,,L. Aldridge makes 2-pt layup from 1 ft,62,53
242,3,7:55.0,Shooting foul by D. Lillard (drawn by J. Teague),,62,53
243,3,7:55.0,J. Teague makes free throw 1 of 2,,63,53
244,3,7:55.0,J. Teague makes free throw 2 of 2,,64,53
245,3,7:43.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Lillard),64,55
246,3,7:22.0,P. Millsap makes 2-pt layup from 1 ft,,66,55
247,3,7:09.0,,Shooting foul by A. Horford (drawn by L. Aldridge),66,55
248,3,7:09.0,,L. Aldridge makes free throw 1 of 2,66,56
249,3,7:09.0,P. Antić enters the game for A. Horford,,66,56
250,3,7:09.0,,L. Aldridge makes free throw 2 of 2,66,57
251,3,7:00.0,J. Teague makes 2-pt jump shot from 14 ft,,68,57
252,3,6:40.0,,N. Batum misses 3-pt jump shot from 26 ft,68,57
253,3,6:39.0,,Offensive rebound by Team,68,57
254,3,6:39.0,Loose ball foul by P. Millsap (drawn by T. Robinson),,68,57
255,3,6:35.0,,W. Matthews misses 3-pt jump shot from 26 ft,68,57
256,3,6:33.0,Defensive rebound by K. Korver,,68,57
257,3,6:27.0,P. Millsap makes 2-pt layup from 2 ft (assist by D. Carroll),,70,57
258,3,6:27.0,Shooting foul by T. Robinson (drawn by P. Millsap),,70,57
259,3,6:27.0,P. Millsap misses free throw 1 of 1,,70,57
260,3,6:26.0,,Defensive rebound by T. Robinson,70,57
261,3,6:14.0,,L. Aldridge misses 2-pt jump shot from 14 ft,70,57
262,3,6:12.0,Defensive rebound by D. Carroll,,70,57
263,3,6:03.0,P. Antić misses 2-pt layup from 2 ft,,70,57
264,3,6:02.0,,Defensive rebound by L. Aldridge,70,57
265,3,5:55.0,,W. Matthews misses 3-pt jump shot from 23 ft,70,57
266,3,5:55.0,,Offensive rebound by Team,70,57
267,3,5:55.0,Loose ball foul by P. Antić (drawn by L. Aldridge),,70,57
268,3,5:55.0,,Portland full timeout,70,57
269,3,5:55.0,,S. Blake enters the game for W. Matthews,70,57
270,3,5:55.0,T. Sefolosha enters the game for D. Carroll,,70,57
271,3,5:49.0,,N. Batum makes 2-pt jump shot from 5 ft (assist by L. Aldridge),70,59
272,3,5:35.0,P. Antić makes 2-pt layup from 1 ft (assist by J. Teague),,72,59
273,3,5:23.0,,D. Lillard misses 2-pt layup from 2 ft (block by K. Korver),72,59
274,3,5:22.0,Defensive rebound by P. Antić,,72,59
275,3,5:10.0,P. Millsap makes 2-pt layup from 1 ft (assist by T. Sefolosha),,74,59
276,3,4:45.0,,S. Blake misses 2-pt jump shot from 20 ft,74,59
277,3,4:44.0,Defensive rebound by T. Sefolosha,,74,59
278,3,4:34.0,K. Korver misses 3-pt jump shot from 26 ft,,74,59
279,3,4:33.0,,Defensive rebound by T. Robinson,74,59
280,3,4:25.0,,N. Batum misses 3-pt jump shot from 27 ft,74,59
281,3,4:24.0,Defensive rebound by T. Sefolosha,,74,59
282,3,4:20.0,K. Korver makes 3-pt jump shot from 27 ft (assist by T. Sefolosha),,77,59
283,3,4:19.0,,Portland full timeout,77,59
284,3,4:19.0,,C. Kaman enters the game for T. Robinson,77,59
285,3,3:56.0,,L. Aldridge misses 2-pt jump shot from 18 ft,77,59
286,3,3:55.0,Defensive rebound by T. Sefolosha,,77,59
287,3,3:46.0,J. Teague makes 2-pt layup from 2 ft,,79,59
288,3,3:29.0,,N. Batum makes 2-pt jump shot from 18 ft (assist by L. Aldridge),79,61
289,3,3:18.0,J. Teague makes 2-pt layup from 2 ft,,81,61
290,3,2:57.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by L. Aldridge),81,64
291,3,2:44.0,J. Teague misses 2-pt hook shot from 4 ft,,81,64
292,3,2:42.0,,Defensive rebound by C. Kaman,81,64
293,3,2:39.0,,L. Aldridge makes 2-pt dunk at rim (assist by D. Lillard),81,66
294,3,2:39.0,Atlanta full timeout,,81,66
295,3,2:39.0,,W. Matthews enters the game for N. Batum,81,66
296,3,2:18.0,P. Millsap makes 2-pt layup at rim,,83,66
297,3,1:59.0,,Turnover by L. Aldridge (lost ball),83,66
298,3,1:59.0,D. Carroll enters the game for P. Millsap,,83,66
299,3,1:59.0,A. Horford enters the game for K. Korver,,83,66
300,3,1:59.0,D. Schröder enters the game for J. Teague,,83,66
301,3,1:38.0,D. Carroll misses 2-pt jump shot from 18 ft,,83,66
302,3,1:37.0,,Defensive rebound by C. Kaman,83,66
303,3,1:28.0,,D. Lillard makes 2-pt jump shot from 16 ft,83,68
304,3,1:17.0,D. Schröder misses 2-pt jump shot from 16 ft,,83,68
305,3,1:16.0,,Defensive rebound by C. Kaman,83,68
306,3,0:58.0,,S. Blake makes 2-pt jump shot from 20 ft (assist by W. Matthews),83,70
307,3,0:37.0,Turnover by D. Carroll (traveling),,83,70
308,3,0:37.0,,N. Batum enters the game for C. Kaman,83,70
309,3,0:31.0,,N. Batum misses 3-pt jump shot from 22 ft,83,70
310,3,0:30.0,,Offensive rebound by L. Aldridge,83,70
311,3,0:28.0,,L. Aldridge makes 2-pt layup at rim,83,72
312,3,0:06.0,A. Horford misses 2-pt jump shot from 9 ft,,83,72
313,3,0:04.0,,Defensive rebound by N. Batum,83,72
314,3,0:01.0,,D. Lillard makes 3-pt jump shot from 30 ft,83,75
315,4,11:36.0,A. Horford misses 2-pt jump shot from 14 ft,,83,75
316,4,11:36.0,Offensive rebound by P. Antić,,83,75
317,4,11:36.0,P. Antić makes 2-pt layup from 1 ft,,85,75
318,4,11:36.0,Shooting foul by D. Wright (drawn by P. Antić),,85,75
319,4,11:36.0,P. Antić makes free throw 1 of 1,,86,75
320,4,11:23.0,,W. Matthews misses 3-pt jump shot from 22 ft,86,75
321,4,11:22.0,Defensive rebound by T. Sefolosha,,86,75
322,4,11:04.0,A. Horford makes 2-pt jump shot from 14 ft,,88,75
323,4,10:48.0,,D. Lillard makes 2-pt layup at rim,88,77
324,4,10:35.0,Shooting foul by S. Blake (drawn by D. Carroll),,88,77
325,4,10:35.0,D. Carroll makes free throw 1 of 2,,89,77
326,4,10:35.0,D. Carroll makes free throw 2 of 2,,90,77
327,4,10:18.0,,D. Wright misses 2-pt jump shot from 4 ft,90,77
328,4,10:18.0,,Offensive rebound by Team,90,77
329,4,10:15.0,,Shooting foul by T. Sefolosha (drawn by W. Matthews),90,77
330,4,10:15.0,,W. Matthews makes free throw 1 of 2,90,78
331,4,10:15.0,,W. Matthews makes free throw 2 of 2,90,79
332,4,10:01.0,Turnover by D. Schröder (bad pass),,90,79
333,4,10:01.0,P. Millsap enters the game for P. Antić,,90,79
334,4,10:01.0,,N. Batum enters the game for W. Matthews,90,79
335,4,9:47.0,,D. Lillard misses 2-pt jump shot from 10 ft (block by A. Horford),90,79
336,4,9:45.0,Defensive rebound by A. Horford,,90,79
337,4,9:40.0,Turnover by T. Sefolosha (lost ball),,90,79
338,4,9:26.0,,D. Wright makes 3-pt jump shot from 26 ft (assist by J. Freeland),90,82
339,4,9:16.0,Personal foul by D. Wright (drawn by P. Millsap),,90,82
340,4,9:16.0,J. Teague enters the game for D. Schröder,,90,82
341,4,9:16.0,K. Korver enters the game for D. Carroll,,90,82
342,4,9:13.0,P. Millsap misses 2-pt dunk at rim (block by J. Freeland),,90,82
343,4,9:11.0,Offensive rebound by T. Sefolosha,,90,82
344,4,9:09.0,K. Korver makes 3-pt jump shot from 23 ft (assist by T. Sefolosha),,93,82
345,4,9:09.0,,Portland full timeout,93,82
346,4,9:09.0,,C. McCollum enters the game for J. Freeland,93,82
347,4,9:09.0,,L. Aldridge enters the game for D. Lillard,93,82
348,4,8:51.0,,N. Batum misses 3-pt jump shot from 23 ft,93,82
349,4,8:49.0,Defensive rebound by J. Teague,,93,82
350,4,8:37.0,P. Millsap makes 2-pt jump shot from 7 ft,,95,82
351,4,8:22.0,,Shooting foul by A. Horford (drawn by D. Wright),95,82
352,4,8:22.0,,D. Wright misses free throw 1 of 2,95,82
353,4,8:22.0,,Offensive rebound by Team,95,82
354,4,8:22.0,,D. Wright makes free throw 2 of 2,95,83
355,4,8:14.0,Personal foul by D. Wright (drawn by P. Millsap),,95,83
356,4,8:14.0,,T. Robinson enters the game for D. Wright,95,83
357,4,8:01.0,A. Horford misses 2-pt jump shot from 16 ft,,95,83
358,4,8:00.0,,Defensive rebound by T. Robinson,95,83
359,4,7:51.0,,C. McCollum misses 3-pt jump shot from 22 ft,95,83
360,4,7:50.0,Defensive rebound by P. Millsap,,95,83
361,4,7:32.0,P. Millsap makes 2-pt jump shot from 3 ft,,97,83
362,4,7:14.0,,L. Aldridge makes 2-pt hook shot from 5 ft,97,85
363,4,6:57.0,Turnover by A. Horford (bad pass; steal by N. Batum),,97,85
364,4,6:46.0,,Turnover by L. Aldridge (lost ball),97,85
365,4,6:46.0,,D. Lillard enters the game for C. McCollum,97,85
366,4,6:46.0,P. Antić enters the game for A. Horford,,97,85
367,4,6:46.0,,W. Matthews enters the game for S. Blake,97,85
368,4,6:34.0,Turnover by P. Millsap (lost ball; steal by N. Batum),,97,85
369,4,6:29.0,,N. Batum misses 3-pt jump shot from 25 ft,97,85
370,4,6:28.0,Defensive rebound by J. Teague,,97,85
371,4,6:13.0,J. Teague misses 2-pt jump shot from 10 ft,,97,85
372,4,6:12.0,,Defensive rebound by T. Robinson,97,85
373,4,6:07.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Robinson),97,87
374,4,5:58.0,Atlanta full timeout,,97,87
375,4,5:51.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Teague),,100,87
376,4,5:30.0,,L. Aldridge makes 2-pt jump shot from 13 ft,100,89
377,4,5:16.0,J. Teague misses 2-pt layup at rim,,100,89
378,4,5:15.0,,Defensive rebound by T. Robinson,100,89
379,4,5:07.0,D. Carroll enters the game for T. Sefolosha,,100,89
380,4,5:07.0,,Turnover by T. Robinson (lost ball; steal by K. Korver),100,89
381,4,4:50.0,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),,102,89
382,4,4:36.0,,W. Matthews misses 2-pt layup from 2 ft,102,89
383,4,4:35.0,Defensive rebound by Team,,102,89
384,4,4:35.0,A. Horford enters the game for P. Antić,,102,89
385,4,4:17.0,K. Korver makes 2-pt jump shot from 21 ft (assist by A. Horford),,104,89
386,4,4:04.0,,D. Lillard makes 2-pt layup at rim,104,91
