,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DALLAS_ACTION,OKLAHOMA CITY_SCORE,DALLAS_SCORE
0,1,11:42.0,P. Jones makes 2-pt hook shot from 9 ft,,2,0
1,1,11:19.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by C. Parsons),2,3
2,1,11:05.0,S. Adams misses 2-pt hook shot from 7 ft,,2,3
3,1,11:05.0,,Defensive rebound by R. Rondo,2,3
4,1,10:57.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by C. Parsons),2,6
5,1,10:40.0,S. Ibaka misses 2-pt jump shot from 21 ft,,2,6
6,1,10:39.0,,Defensive rebound by J. Barea,2,6
7,1,10:32.0,,C. Parsons makes 2-pt layup at rim (assist by R. Rondo),2,8
8,1,10:09.0,Turnover by R. Westbrook (bad pass; steal by R. Rondo),,2,8
9,1,10:05.0,,Turnover by R. Rondo (bad pass; steal by R. Westbrook),2,8
10,1,10:01.0,Shooting block foul by J. Barea (drawn by R. Westbrook),,2,8
11,1,10:01.0,R. Westbrook makes free throw 1 of 2,,3,8
12,1,10:01.0,R. Westbrook makes free throw 2 of 2,,4,8
13,1,9:54.0,,M. Ellis makes 2-pt jump shot from 6 ft,4,10
14,1,9:54.0,,Shooting foul by A. Roberson (drawn by M. Ellis),4,10
15,1,9:54.0,,M. Ellis makes free throw 1 of 1,4,11
16,1,9:39.0,P. Jones misses 2-pt jump shot from 9 ft,,4,11
17,1,9:38.0,Offensive rebound by S. Ibaka,,4,11
18,1,9:36.0,S. Ibaka makes 2-pt layup at rim,,6,11
19,1,9:29.0,,Shooting foul by A. Roberson (drawn by R. Rondo),6,11
20,1,9:29.0,,R. Rondo misses free throw 1 of 2,6,11
21,1,9:29.0,,Offensive rebound by Team,6,11
22,1,9:29.0,R. Jackson enters the game for A. Roberson,,6,11
23,1,9:29.0,,R. Rondo makes free throw 2 of 2,6,12
24,1,9:14.0,R. Westbrook misses 2-pt jump shot from 7 ft,,6,12
25,1,9:13.0,,Defensive rebound by M. Ellis,6,12
26,1,9:07.0,,R. Rondo misses 2-pt layup from 3 ft,6,12
27,1,9:06.0,,Offensive rebound by M. Ellis,6,12
28,1,9:06.0,,M. Ellis makes 2-pt layup from 1 ft,6,14
29,1,8:56.0,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,8,14
30,1,8:38.0,,M. Ellis misses 3-pt jump shot from 24 ft,8,14
31,1,8:37.0,,Offensive rebound by J. Barea,8,14
32,1,8:32.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by R. Rondo),8,17
33,1,8:24.0,Oklahoma City full timeout,,8,17
34,1,8:14.0,S. Adams makes 2-pt jump shot from 6 ft,,10,17
35,1,7:52.0,,J. Barea makes 2-pt layup from 1 ft,10,19
36,1,7:39.0,R. Jackson makes 2-pt layup from 1 ft,,12,19
37,1,7:25.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Barea),12,22
38,1,7:09.0,R. Jackson makes 2-pt jump shot from 22 ft (assist by S. Adams),,14,22
39,1,6:56.0,,M. Ellis misses 3-pt jump shot from 22 ft,14,22
40,1,6:55.0,Defensive rebound by R. Westbrook,,14,22
41,1,6:41.0,S. Ibaka makes 2-pt jump shot from 15 ft,,16,22
42,1,6:33.0,,Personal foul by S. Adams (drawn by D. Nowitzki),16,22
43,1,6:33.0,,G. Smith enters the game for D. Nowitzki,16,22
44,1,6:33.0,,D. Harris enters the game for R. Rondo,16,22
45,1,6:25.0,,C. Parsons misses 3-pt jump shot from 26 ft,16,22
46,1,6:24.0,Defensive rebound by Team,,16,22
