,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
121,2,8:42.0,,L. Galloway enters the game for C. Aldrich,34,24
122,2,8:42.0,,A. Bargnani enters the game for R. Ledo,34,24
123,2,8:35.0,,L. Galloway makes 2-pt jump shot from 19 ft (assist by A. Bargnani),34,26
124,2,8:20.0,Shooting foul by J. Smith (drawn by J. Green),,34,26
125,2,8:20.0,J. Green makes free throw 1 of 2,,35,26
126,2,8:20.0,J. Green makes free throw 2 of 2,,36,26
127,2,7:59.0,,J. Smith makes 2-pt jump shot from 7 ft,36,28
128,2,7:45.0,K. Koufos makes 2-pt hook shot from 4 ft (assist by B. Udrih),,38,28
129,2,7:27.0,,A. Bargnani misses 2-pt jump shot from 8 ft,38,28
130,2,7:26.0,,Offensive rebound by Q. Acy,38,28
131,2,7:25.0,,Q. Acy makes 2-pt layup from 1 ft,38,30
132,2,7:25.0,,Shooting foul by J. Green (drawn by Q. Acy),38,30
133,2,7:25.0,,Q. Acy makes free throw 1 of 1,38,31
134,2,7:10.0,J. Green misses 2-pt jump shot from 18 ft,,38,31
135,2,7:08.0,,Defensive rebound by Q. Acy,38,31
136,2,7:00.0,,Turnover by S. Larkin (bad pass; steal by V. Carter),38,31
137,2,6:53.0,V. Carter misses 3-pt jump shot from 24 ft,,38,31
138,2,6:51.0,,Defensive rebound by Q. Acy,38,31
139,2,6:44.0,,L. Galloway makes 2-pt jump shot from 19 ft,38,33
140,2,6:39.0,Memphis full timeout,,38,33
141,2,6:39.0,Z. Randolph enters the game for K. Koufos,,38,33
142,2,6:26.0,Z. Randolph makes 2-pt jump shot from 16 ft,,40,33
143,2,6:18.0,,Personal foul by J. Green (drawn by A. Bargnani),40,33
144,2,5:59.0,,L. Galloway misses 2-pt jump shot from 18 ft,40,33
145,2,5:58.0,,Offensive rebound by Team,40,33
146,2,5:58.0,Loose ball foul by J. Green (drawn by A. Bargnani),,40,33
147,2,5:39.0,,A. Bargnani misses 2-pt jump shot from 19 ft,40,33
148,2,5:37.0,,Offensive rebound by J. Smith,40,33
149,2,5:36.0,,J. Smith makes 2-pt layup from 2 ft,40,35
150,2,5:17.0,Turnover by V. Carter (bad pass; steal by Q. Acy),,40,35
151,2,4:57.0,,Turnover by A. Bargnani (lost ball; steal by B. Udrih),40,35
152,2,4:53.0,Shooting foul by L. Galloway (drawn by J. Green),,40,35
153,2,4:53.0,J. Green makes free throw 1 of 2,,41,35
154,2,4:53.0,M. Gasol enters the game for J. Green,,41,35
155,2,4:53.0,M. Conley enters the game for B. Udrih,,41,35
156,2,4:53.0,,L. Thomas enters the game for Q. Acy,41,35
157,2,4:53.0,J. Green makes free throw 2 of 2,,42,35
158,2,4:39.0,,A. Bargnani makes 2-pt layup from 1 ft (assist by S. Larkin),42,37
159,2,4:23.0,V. Carter misses 2-pt jump shot from 9 ft,,42,37
160,2,4:21.0,,Defensive rebound by J. Smith,42,37
161,2,4:12.0,,A. Bargnani makes 2-pt layup from 1 ft (assist by S. Larkin),42,39
162,2,3:51.0,M. Gasol misses 2-pt jump shot from 7 ft,,42,39
163,2,3:50.0,,Defensive rebound by S. Larkin,42,39
164,2,3:39.0,,Shooting foul by Z. Randolph (drawn by J. Smith),42,39
165,2,3:39.0,,J. Smith makes free throw 1 of 2,42,40
166,2,3:39.0,,L. Amundson enters the game for A. Bargnani,42,40
167,2,3:39.0,T. Allen enters the game for V. Carter,,42,40
168,2,3:39.0,,J. Smith makes free throw 2 of 2,42,41
169,2,3:27.0,J. Green misses 3-pt jump shot from 23 ft,,42,41
170,2,3:25.0,,Defensive rebound by L. Galloway,42,41
171,2,3:18.0,,L. Galloway misses 2-pt jump shot from 17 ft,42,41
172,2,3:16.0,Defensive rebound by Z. Randolph,,42,41
173,2,3:02.0,M. Conley makes 2-pt jump shot from 5 ft,,44,41
174,2,2:39.0,Violation by Z. Randolph (kicked ball),,44,41
175,2,2:39.0,Official timeout,,44,41
176,2,2:39.0,,A. Bargnani enters the game for J. Smith,44,41
177,2,2:31.0,,S. Larkin misses 2-pt jump shot from 7 ft,44,41
178,2,2:29.0,Defensive rebound by M. Conley,,44,41
179,2,2:25.0,Offensive foul by M. Conley (drawn by L. Galloway),,44,41
180,2,2:25.0,Turnover by M. Conley (offensive foul),,44,41
181,2,2:02.0,,L. Thomas misses 2-pt jump shot from 16 ft,44,41
182,2,2:00.0,Defensive rebound by T. Allen,,44,41
183,2,1:43.0,Z. Randolph makes 2-pt layup from 1 ft,,46,41
184,2,1:29.0,,L. Galloway misses 2-pt jump shot from 5 ft,46,41
185,2,1:27.0,,Offensive rebound by L. Galloway,46,41
186,2,1:21.0,,A. Bargnani makes 3-pt jump shot from 25 ft (assist by L. Galloway),46,44
187,2,0:58.0,M. Conley makes 2-pt jump shot from 21 ft (assist by Z. Randolph),,48,44
188,2,0:53.0,,New York full timeout,48,44
189,2,0:45.0,,S. Larkin makes 2-pt layup from 3 ft,48,46
190,2,0:32.0,T. Allen misses 2-pt jump shot from 8 ft,,48,46
191,2,0:30.0,Offensive rebound by Z. Randolph,,48,46
192,2,0:29.0,Shooting foul by L. Thomas (drawn by Z. Randolph),,48,46
193,2,0:29.0,Z. Randolph makes free throw 1 of 2,,49,46
194,2,0:29.0,,J. Smith enters the game for L. Amundson,49,46
195,2,0:29.0,Z. Randolph makes free throw 2 of 2,,50,46
196,2,0:12.0,,A. Bargnani makes 2-pt jump shot from 9 ft,50,48
197,2,0:11.0,Memphis full timeout,,50,48
198,2,0:11.0,V. Carter enters the game for T. Allen,,50,48
199,2,0:11.0,,L. Amundson enters the game for A. Bargnani,50,48
200,2,0:04.0,Turnover by M. Conley (bad pass; steal by L. Thomas),,50,48
201,2,0:00.0,,L. Thomas misses 3-pt jump shot from 41 ft,50,48
202,2,0:00.0,,Offensive rebound by Team,50,48
203,3,11:39.0,,L. Thomas misses 2-pt jump shot from 15 ft,50,48
204,3,11:37.0,Defensive rebound by T. Allen,,50,48
205,3,11:20.0,Shooting foul by A. Bargnani (drawn by M. Gasol),,50,48
206,3,11:20.0,M. Gasol misses free throw 1 of 2,,50,48
207,3,11:20.0,Offensive rebound by Team,,50,48
208,3,11:20.0,M. Gasol misses free throw 2 of 2,,50,48
209,3,11:19.0,,Defensive rebound by L. Galloway,50,48
210,3,11:02.0,,Offensive foul by L. Amundson (drawn by M. Conley),50,48
211,3,11:02.0,,Turnover by L. Amundson (offensive foul),50,48
212,3,10:43.0,M. Conley misses 2-pt jump shot from 4 ft,,50,48
213,3,10:41.0,,Defensive rebound by L. Galloway,50,48
214,3,10:31.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by A. Bargnani),50,51
215,3,10:20.0,Shooting foul by L. Galloway (drawn by T. Allen),,50,51
216,3,10:20.0,T. Allen misses free throw 1 of 2,,50,51
217,3,10:20.0,Offensive rebound by Team,,50,51
218,3,10:20.0,T. Allen misses free throw 2 of 2,,50,51
219,3,10:19.0,,Defensive rebound by A. Bargnani,50,51
220,3,9:56.0,,L. Thomas misses 2-pt jump shot from 13 ft,50,51
221,3,9:54.0,Defensive rebound by T. Allen,,50,51
222,3,9:44.0,T. Allen makes 2-pt dunk at rim (assist by Z. Randolph),,52,51
223,3,9:26.0,,L. Galloway makes 2-pt layup from 1 ft (assist by L. Amundson),52,53
224,3,9:04.0,M. Gasol makes 2-pt jump shot from 14 ft,,54,53
225,3,8:47.0,,A. Bargnani misses 2-pt jump shot from 18 ft,54,53
226,3,8:45.0,Defensive rebound by T. Allen,,54,53
227,3,8:29.0,J. Green makes 2-pt jump shot from 16 ft,,56,53
228,3,8:03.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by L. Galloway),56,56
229,3,7:37.0,M. Conley misses 2-pt layup from 1 ft,,56,56
230,3,7:36.0,Offensive rebound by Z. Randolph,,56,56
231,3,7:35.0,Z. Randolph makes 2-pt layup at rim,,58,56
232,3,7:19.0,,Personal foul by M. Gasol (drawn by A. Bargnani),58,56
233,3,7:09.0,,Turnover by L. Amundson (traveling),58,56
234,3,6:49.0,M. Gasol misses 2-pt jump shot from 10 ft (block by A. Bargnani),,58,56
235,3,6:47.0,,Defensive rebound by L. Amundson,58,56
236,3,6:37.0,,Offensive foul by L. Amundson (drawn by M. Conley),58,56
237,3,6:37.0,,Turnover by L. Amundson (offensive foul),58,56
238,3,6:21.0,Z. Randolph misses 2-pt jump shot from 6 ft,,58,56
239,3,6:19.0,,Defensive rebound by L. Galloway,58,56
240,3,6:12.0,,S. Larkin misses 2-pt jump shot from 15 ft,58,56
241,3,6:11.0,,Offensive rebound by S. Larkin,58,56
242,3,6:00.0,,Turnover by L. Thomas (bad pass),58,56
243,3,5:49.0,Personal foul by S. Larkin (drawn by M. Conley),,58,56
244,3,5:49.0,,New York full timeout,58,56
245,3,5:49.0,,C. Aldrich enters the game for L. Amundson,58,56
246,3,5:49.0,,J. Smith enters the game for A. Bargnani,58,56
247,3,5:40.0,M. Conley misses 2-pt jump shot from 17 ft,,58,56
248,3,5:38.0,,Defensive rebound by C. Aldrich,58,56
249,3,5:20.0,,Turnover by C. Aldrich (bad pass),58,56
250,3,5:05.0,Z. Randolph makes 2-pt hook shot from 2 ft,,60,56
251,3,4:48.0,,S. Larkin misses 2-pt jump shot from 21 ft,60,56
252,3,4:46.0,Defensive rebound by Z. Randolph,,60,56
253,3,4:34.0,M. Conley misses 2-pt layup from 1 ft,,60,56
254,3,4:33.0,,Defensive rebound by S. Larkin,60,56
255,3,4:11.0,,L. Thomas misses 2-pt jump shot from 17 ft,60,56
256,3,4:09.0,Defensive rebound by M. Gasol,,60,56
257,3,3:57.0,Personal foul by J. Smith (drawn by Z. Randolph),,60,56
258,3,3:57.0,B. Udrih enters the game for M. Conley,,60,56
259,3,3:57.0,V. Carter enters the game for T. Allen,,60,56
260,3,3:46.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by B. Udrih),,62,56
261,3,3:22.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by L. Galloway),62,58
262,3,2:59.0,Z. Randolph misses 2-pt jump shot from 15 ft,,62,58
263,3,2:57.0,Offensive rebound by M. Gasol,,62,58
264,3,2:55.0,M. Gasol makes 2-pt jump shot from 6 ft,,64,58
265,3,2:35.0,,L. Galloway misses 3-pt jump shot from 24 ft,64,58
266,3,2:33.0,Defensive rebound by B. Udrih,,64,58
267,3,2:29.0,Offensive foul by J. Green (drawn by L. Galloway),,64,58
268,3,2:29.0,Turnover by J. Green (offensive foul),,64,58
269,3,2:29.0,Memphis full timeout,,64,58
270,3,2:29.0,,Q. Acy enters the game for L. Thomas,64,58
271,3,2:29.0,,A. Bargnani enters the game for L. Galloway,64,58
272,3,2:29.0,,R. Ledo enters the game for C. Aldrich,64,58
273,3,2:13.0,,A. Bargnani misses 3-pt jump shot from 25 ft,64,58
274,3,2:12.0,Defensive rebound by M. Gasol,,64,58
275,3,1:58.0,V. Carter makes 3-pt jump shot from 24 ft (assist by B. Udrih),,67,58
276,3,1:32.0,,R. Ledo misses 2-pt jump shot from 5 ft,67,58
277,3,1:31.0,,Offensive rebound by Team,67,58
278,3,1:31.0,,Turnover by Team (shot clock),67,58
279,3,1:23.0,Personal foul by R. Ledo (drawn by V. Carter),,67,58
280,3,1:23.0,V. Carter makes free throw 1 of 2,,68,58
281,3,1:23.0,V. Carter makes free throw 2 of 2,,69,58
282,3,1:06.0,,Q. Acy misses 3-pt jump shot from 22 ft,69,58
283,3,1:04.0,,Offensive rebound by J. Smith,69,58
284,3,1:02.0,,A. Bargnani makes 2-pt jump shot from 4 ft (assist by J. Smith),69,60
285,3,0:46.0,M. Gasol makes 2-pt layup from 1 ft (assist by J. Green),,71,60
286,3,0:46.0,Shooting foul by J. Smith (drawn by M. Gasol),,71,60
287,3,0:46.0,,L. Galloway enters the game for S. Larkin,71,60
288,3,0:46.0,M. Gasol makes free throw 1 of 1,,72,60
289,3,0:32.0,,A. Bargnani misses 2-pt jump shot from 18 ft,72,60
290,3,0:30.0,,Offensive rebound by Team,72,60
291,3,0:30.0,Loose ball foul by M. Gasol (drawn by A. Bargnani),,72,60
292,3,0:30.0,,A. Bargnani misses free throw 1 of 2,72,60
293,3,0:30.0,,Offensive rebound by Team,72,60
294,3,0:30.0,N. Calathes enters the game for J. Green,,72,60
295,3,0:30.0,,A. Bargnani makes free throw 2 of 2,72,61
296,3,0:18.0,Z. Randolph makes 2-pt layup from 2 ft,,74,61
297,3,0:04.0,,A. Bargnani misses 3-pt jump shot from 25 ft,74,61
298,3,0:02.0,,Offensive rebound by Q. Acy,74,61
299,3,0:00.0,,Q. Acy misses 2-pt layup from 3 ft,74,61
300,3,0:00.0,,Offensive rebound by Team,74,61
301,4,11:40.0,Z. Randolph misses 2-pt jump shot from 3 ft,,74,61
302,4,11:39.0,Offensive rebound by Z. Randolph,,74,61
303,4,11:38.0,Shooting foul by L. Thomas (drawn by Z. Randolph),,74,61
304,4,11:38.0,Z. Randolph misses free throw 1 of 2,,74,61
305,4,11:38.0,Offensive rebound by Team,,74,61
306,4,11:38.0,Z. Randolph makes free throw 2 of 2,,75,61
307,4,11:23.0,,Shooting foul by Z. Randolph (drawn by J. Smith),75,61
308,4,11:23.0,,J. Smith makes free throw 1 of 2,75,62
309,4,11:23.0,,J. Smith makes free throw 2 of 2,75,63
310,4,11:07.0,V. Carter makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,78,63
311,4,10:41.0,,J. Smith misses 3-pt jump shot from 23 ft,78,63
312,4,10:39.0,Defensive rebound by K. Koufos,,78,63
313,4,10:26.0,V. Carter makes 3-pt jump shot from 25 ft (assist by N. Calathes),,81,63
314,4,10:25.0,,New York full timeout,81,63
315,4,10:25.0,,L. Amundson enters the game for J. Smith,81,63
316,4,10:25.0,,S. Larkin enters the game for R. Ledo,81,63
317,4,10:03.0,,L. Amundson makes 2-pt jump shot from 16 ft (assist by S. Larkin),81,65
318,4,9:43.0,V. Carter misses 3-pt jump shot from 25 ft,,81,65
319,4,9:41.0,,Defensive rebound by L. Amundson,81,65
320,4,9:32.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by L. Thomas),81,68
321,4,9:15.0,N. Calathes misses 2-pt layup from 3 ft,,81,68
322,4,9:14.0,,Defensive rebound by Team,81,68
323,4,9:05.0,,Personal foul by V. Carter (drawn by L. Thomas),81,68
324,4,9:05.0,J. Green enters the game for Z. Randolph,,81,68
325,4,8:57.0,,S. Larkin makes 2-pt layup from 2 ft,81,70
326,4,8:44.0,K. Koufos makes 2-pt layup from 2 ft (assist by B. Udrih),,83,70
327,4,8:17.0,,S. Larkin misses 2-pt jump shot from 4 ft,83,70
328,4,8:15.0,Defensive rebound by J. Green,,83,70
329,4,8:06.0,Offensive foul by K. Koufos (drawn by L. Thomas),,83,70
330,4,8:06.0,Turnover by K. Koufos (offensive foul),,83,70
331,4,7:51.0,,A. Bargnani makes 2-pt hook shot from 3 ft (assist by S. Larkin),83,72
332,4,7:50.0,Memphis full timeout,,83,72
333,4,7:35.0,Turnover by B. Udrih (bad pass),,83,72
334,4,7:18.0,,A. Bargnani misses 2-pt jump shot from 12 ft,83,72
335,4,7:16.0,Defensive rebound by K. Koufos,,83,72
336,4,7:03.0,J. Green misses 2-pt layup from 2 ft (block by A. Bargnani),,83,72
337,4,7:01.0,,Defensive rebound by L. Amundson,83,72
338,4,6:57.0,,Turnover by L. Galloway (bad pass),83,72
339,4,6:47.0,N. Calathes misses 2-pt layup from 1 ft,,83,72
340,4,6:46.0,Offensive rebound by K. Koufos,,83,72
341,4,6:46.0,K. Koufos makes 2-pt dunk at rim,,85,72
342,4,6:18.0,,A. Bargnani makes 2-pt jump shot from 19 ft (assist by S. Larkin),85,74
343,4,5:55.0,J. Green misses 2-pt jump shot from 13 ft,,85,74
344,4,5:54.0,Offensive rebound by Team,,85,74
345,4,5:54.0,,Loose ball foul by L. Thomas (drawn by V. Carter),85,74
346,4,5:54.0,M. Gasol enters the game for B. Udrih,,85,74
347,4,5:46.0,V. Carter misses 2-pt layup from 2 ft (block by L. Amundson),,85,74
348,4,5:44.0,,Defensive rebound by L. Galloway,85,74
349,4,5:40.0,,A. Bargnani misses 3-pt jump shot from 25 ft,85,74
350,4,5:39.0,,Offensive rebound by Team,85,74
351,4,5:39.0,Loose ball foul by V. Carter (drawn by L. Amundson),,85,74
352,4,5:36.0,,Offensive foul by L. Thomas (drawn by V. Carter),85,74
353,4,5:36.0,,Turnover by L. Thomas (offensive foul),85,74
354,4,5:36.0,Memphis full timeout,,85,74
355,4,5:36.0,M. Conley enters the game for J. Green,,85,74
356,4,5:36.0,Z. Randolph enters the game for N. Calathes,,85,74
357,4,5:36.0,T. Allen enters the game for K. Koufos,,85,74
358,4,5:23.0,M. Conley makes 3-pt jump shot from 23 ft (assist by Z. Randolph),,88,74
359,4,5:12.0,,Personal foul by Z. Randolph (drawn by L. Amundson),88,74
360,4,5:12.0,,J. Smith enters the game for L. Amundson,88,74
361,4,5:06.0,,Shooting foul by V. Carter (drawn by L. Thomas),88,74
362,4,5:06.0,,L. Thomas makes 2-pt jump shot from 18 ft (assist by A. Bargnani),88,76
363,4,5:06.0,,L. Thomas makes free throw 1 of 1,88,77
364,4,4:52.0,Z. Randolph makes 2-pt hook shot from 3 ft,,90,77
365,4,4:25.0,,L. Galloway misses 2-pt layup from 1 ft,90,77
366,4,4:23.0,Defensive rebound by M. Gasol,,90,77
367,4,4:15.0,V. Carter makes 3-pt jump shot from 25 ft (assist by M. Conley),,93,77
368,4,3:58.0,,L. Thomas makes 2-pt jump shot from 11 ft (assist by J. Smith),93,79
369,4,3:37.0,M. Gasol makes 2-pt layup from 1 ft,,95,79
370,4,3:35.0,,New York full timeout,95,79
371,4,3:35.0,J. Green enters the game for V. Carter,,95,79
372,4,3:18.0,,J. Smith misses 2-pt jump shot from 15 ft,95,79
373,4,3:16.0,Defensive rebound by T. Allen,,95,79
374,4,3:02.0,Z. Randolph makes 2-pt layup from 1 ft (assist by M. Gasol),,97,79
375,4,2:48.0,,Turnover by J. Smith (bad pass),97,79
376,4,2:34.0,J. Green makes 2-pt layup from 1 ft,,99,79
377,4,2:33.0,,New York full timeout,99,79
378,4,2:33.0,N. Calathes enters the game for J. Green,,99,79
379,4,2:33.0,J. Leuer enters the game for Z. Randolph,,99,79
380,4,2:33.0,J. Adams enters the game for M. Gasol,,99,79
381,4,2:33.0,K. Koufos enters the game for T. Allen,,99,79
382,4,2:33.0,J. Green enters the game for M. Conley,,99,79
383,4,2:19.0,,L. Galloway misses 2-pt jump shot from 20 ft,99,79
384,4,2:17.0,Defensive rebound by J. Leuer,,99,79
385,4,2:00.0,K. Koufos makes 2-pt hook shot from 6 ft,,101,79
386,4,1:58.0,,Personal foul by N. Calathes (drawn by L. Galloway),101,79
