,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHICAGO_ACTION,WASHINGTON_SCORE,CHICAGO_SCORE
56,1,3:21.0,Shooting foul by J. Noah (drawn by N. Hilário),,19,21
57,1,3:21.0,N. Hilário makes free throw 1 of 2,,20,21
58,1,3:21.0,M. Webster enters the game for B. Beal,,20,21
59,1,3:21.0,,T. Gibson enters the game for J. Noah,20,21
60,1,3:21.0,N. Hilário makes free throw 2 of 2,,21,21
61,1,3:12.0,,D. Rose makes 2-pt jump shot from 18 ft,21,23
62,1,2:52.0,Turnover by N. Hilário (bad pass; steal by J. Butler),,21,23
63,1,2:39.0,,T. Gibson makes 2-pt jump shot from 5 ft,21,25
64,1,2:33.0,Washington full timeout,,21,25
65,1,2:33.0,,K. Hinrich enters the game for J. Butler,21,25
66,1,2:33.0,K. Humphries enters the game for N. Hilário,,21,25
67,1,2:26.0,Personal foul by T. Snell (drawn by M. Gortat),,21,25
68,1,2:16.0,M. Gortat misses 2-pt jump shot from 10 ft,,21,25
69,1,2:15.0,,Defensive rebound by T. Snell,21,25
70,1,2:08.0,,D. Rose misses 3-pt jump shot from 25 ft,21,25
71,1,2:07.0,,Offensive rebound by P. Gasol,21,25
72,1,2:06.0,,Turnover by D. Rose (lost ball),21,25
73,1,1:54.0,R. Butler misses 3-pt jump shot from 24 ft,,21,25
74,1,1:53.0,,Defensive rebound by D. Rose,21,25
75,1,1:47.0,,T. Snell misses 3-pt jump shot from 24 ft,21,25
76,1,1:45.0,Defensive rebound by K. Humphries,,21,25
77,1,1:34.0,K. Humphries makes 2-pt jump shot from 18 ft (assist by M. Webster),,23,25
78,1,1:19.0,,P. Gasol misses 2-pt layup from 1 ft,23,25
79,1,1:19.0,,Offensive rebound by P. Gasol,23,25
80,1,1:19.0,,P. Gasol makes 2-pt layup from 1 ft,23,27
81,1,1:19.0,,Shooting foul by K. Humphries (drawn by P. Gasol),23,27
82,1,1:19.0,,P. Gasol misses free throw 1 of 1,23,27
83,1,1:17.0,Defensive rebound by R. Butler,,23,27
84,1,1:03.0,J. Wall misses 2-pt jump shot from 11 ft,,23,27
85,1,1:03.0,Offensive rebound by Team,,23,27
86,1,0:59.0,Offensive foul by R. Butler (drawn by P. Gasol),,23,27
87,1,0:59.0,Turnover by R. Butler (offensive foul),,23,27
88,1,0:45.0,,P. Gasol misses 2-pt layup from 1 ft,23,27
89,1,0:44.0,Defensive rebound by K. Humphries,,23,27
90,1,0:37.0,Shooting foul by K. Hinrich (drawn by M. Gortat),,23,27
91,1,0:37.0,M. Gortat misses free throw 1 of 2,,23,27
92,1,0:37.0,Offensive rebound by Team,,23,27
93,1,0:37.0,M. Gortat makes free throw 2 of 2,,24,27
94,1,0:28.0,,D. Rose makes 2-pt jump shot from 5 ft,24,29
95,1,0:05.0,R. Butler misses 3-pt jump shot from 25 ft,,24,29
96,1,0:03.0,Offensive rebound by K. Humphries,,24,29
97,1,0:03.0,Shooting foul by T. Gibson (drawn by K. Humphries),,24,29
98,1,0:03.0,K. Humphries makes free throw 1 of 2,,25,29
99,1,0:03.0,K. Humphries makes free throw 2 of 2,,26,29
100,1,0:00.0,,D. Rose makes 3-pt jump shot from 46 ft,26,32
101,2,11:41.0,M. Webster misses 2-pt jump shot from 18 ft,,26,32
102,2,11:40.0,,Defensive rebound by T. Snell,26,32
103,2,11:30.0,,T. Snell makes 2-pt layup from 2 ft,26,34
104,2,11:16.0,K. Humphries misses 2-pt layup from 2 ft,,26,34
105,2,11:14.0,Offensive rebound by K. Humphries,,26,34
106,2,11:03.0,A. Miller makes 2-pt jump shot from 15 ft,,28,34
107,2,10:49.0,,T. Gibson makes 2-pt layup from 1 ft (assist by T. Snell),28,36
108,2,10:27.0,A. Miller makes 2-pt layup from 2 ft (assist by K. Séraphin),,30,36
109,2,10:05.0,,K. Hinrich misses 3-pt jump shot from 23 ft,30,36
110,2,10:04.0,Defensive rebound by K. Humphries,,30,36
111,2,9:46.0,Turnover by A. Miller (lost ball; steal by A. Brooks),,30,36
112,2,9:37.0,,A. Brooks misses 2-pt jump shot from 12 ft,30,36
113,2,9:36.0,,Offensive rebound by T. Gibson,30,36
114,2,9:36.0,,T. Gibson misses 2-pt tip-in from 2 ft,30,36
115,2,9:35.0,Defensive rebound by K. Séraphin,,30,36
116,2,9:19.0,Turnover by K. Humphries (lost ball; steal by N. Mirotić),,30,36
117,2,9:08.0,,N. Mirotić misses 2-pt jump shot from 14 ft,30,36
118,2,9:06.0,Defensive rebound by A. Miller,,30,36
119,2,9:01.0,R. Butler makes 2-pt jump shot from 18 ft (assist by A. Miller),,32,36
120,2,8:53.0,Offensive charge foul by A. Brooks (drawn by A. Miller),,32,36
121,2,8:53.0,,Turnover by A. Brooks (offensive foul),32,36
122,2,8:53.0,Washington full timeout,,32,36
123,2,8:41.0,Turnover by R. Butler (lost ball),,32,36
124,2,8:29.0,,T. Gibson makes 2-pt layup from 1 ft (assist by N. Mirotić),32,38
125,2,8:11.0,M. Webster misses 2-pt jump shot from 22 ft,,32,38
126,2,8:10.0,Offensive rebound by K. Séraphin,,32,38
127,2,8:01.0,B. Beal enters the game for M. Webster,,32,38
128,2,8:01.0,,J. Butler enters the game for T. Snell,32,38
129,2,7:51.0,A. Miller misses 2-pt jump shot from 17 ft,,32,38
130,2,7:49.0,Offensive rebound by K. Humphries,,32,38
131,2,7:49.0,K. Humphries misses 2-pt layup at rim (block by N. Mirotić),,32,38
132,2,7:47.0,Offensive rebound by R. Butler,,32,38
133,2,7:35.0,K. Séraphin misses 2-pt hook shot from 12 ft,,32,38
134,2,7:33.0,,Defensive rebound by K. Hinrich,32,38
135,2,7:22.0,,K. Hinrich misses 2-pt jump shot from 18 ft,32,38
136,2,7:22.0,,Offensive rebound by Team,32,38
137,2,7:22.0,Loose ball foul by K. Humphries (drawn by T. Gibson),,32,38
138,2,7:12.0,,T. Gibson misses 2-pt jump shot from 5 ft (block by K. Séraphin),32,38
139,2,7:10.0,Defensive rebound by K. Humphries,,32,38
140,2,7:04.0,Turnover by A. Miller (lost ball; steal by N. Mirotić),,32,38
141,2,6:56.0,,Shooting foul by K. Séraphin (drawn by N. Mirotić),32,38
142,2,6:56.0,,N. Mirotić makes free throw 1 of 2,32,39
143,2,6:56.0,P. Pierce enters the game for R. Butler,,32,39
144,2,6:56.0,,N. Mirotić makes free throw 2 of 2,32,40
145,2,6:44.0,Turnover by B. Beal (lost ball; steal by J. Butler),,32,40
146,2,6:35.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by K. Hinrich),32,43
147,2,6:33.0,Washington full timeout,,32,43
148,2,6:33.0,J. Wall enters the game for K. Humphries,,32,43
149,2,6:33.0,N. Hilário enters the game for A. Miller,,32,43
150,2,6:08.0,P. Pierce misses 3-pt jump shot from 24 ft,,32,43
151,2,6:07.0,,Defensive rebound by J. Butler,32,43
152,2,5:49.0,,N. Mirotić misses 2-pt layup from 1 ft,32,43
153,2,5:48.0,Defensive rebound by P. Pierce,,32,43
154,2,5:43.0,Turnover by J. Wall (bad pass; steal by J. Butler),,32,43
155,2,5:36.0,,J. Butler misses 3-pt jump shot from 25 ft,32,43
156,2,5:35.0,Defensive rebound by Team,,32,43
157,2,5:35.0,,D. Rose enters the game for A. Brooks,32,43
158,2,5:25.0,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),,34,43
159,2,5:07.0,,N. Mirotić misses 3-pt jump shot from 24 ft,34,43
160,2,5:06.0,Defensive rebound by P. Pierce,,34,43
161,2,4:46.0,Personal foul by N. Mirotić (drawn by N. Hilário),,34,43
162,2,4:46.0,,J. Noah enters the game for T. Gibson,34,43
163,2,4:46.0,,P. Gasol enters the game for N. Mirotić,34,43
164,2,4:33.0,J. Wall misses 2-pt jump shot from 16 ft,,34,43
165,2,4:32.0,,Defensive rebound by P. Gasol,34,43
166,2,4:20.0,,P. Gasol misses 2-pt jump shot from 15 ft,34,43
167,2,4:19.0,Defensive rebound by N. Hilário,,34,43
168,2,4:05.0,B. Beal makes 2-pt jump shot from 13 ft (assist by N. Hilário),,36,43
169,2,3:53.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by J. Butler),36,46
170,2,3:30.0,Turnover by J. Wall (bad pass; steal by K. Hinrich),,36,46
171,2,3:10.0,,Turnover by J. Noah (lost ball; steal by J. Wall),36,46
172,2,3:05.0,J. Wall makes 2-pt layup from 2 ft (assist by N. Hilário),,38,46
173,2,2:40.0,,Chicago full timeout,38,46
174,2,2:40.0,,T. Snell enters the game for K. Hinrich,38,46
175,2,2:40.0,M. Gortat enters the game for K. Séraphin,,38,46
176,2,2:36.0,,D. Rose misses 3-pt jump shot from 25 ft,38,46
177,2,2:35.0,Defensive rebound by B. Beal,,38,46
178,2,2:21.0,B. Beal makes 2-pt jump shot from 15 ft (assist by N. Hilário),,40,46
179,2,2:01.0,,D. Rose misses 2-pt jump shot from 5 ft,40,46
180,2,2:00.0,Defensive rebound by P. Pierce,,40,46
181,2,1:49.0,Turnover by B. Beal (bad pass),,40,46
182,2,1:36.0,,P. Gasol misses 2-pt hook shot from 8 ft,40,46
183,2,1:35.0,Defensive rebound by M. Gortat,,40,46
184,2,1:22.0,B. Beal misses 2-pt jump shot from 19 ft,,40,46
185,2,1:21.0,,Defensive rebound by J. Noah,40,46
186,2,1:10.0,,Shooting foul by M. Gortat (drawn by J. Butler),40,46
187,2,1:10.0,,J. Butler makes free throw 1 of 2,40,47
188,2,1:10.0,,J. Butler makes free throw 2 of 2,40,48
189,2,0:56.0,N. Hilário makes 2-pt jump shot from 15 ft (assist by J. Wall),,42,48
190,2,0:36.0,,P. Gasol makes 2-pt jump shot from 5 ft (assist by D. Rose),42,50
191,2,0:25.0,Shooting foul by J. Noah (drawn by P. Pierce),,42,50
192,2,0:25.0,P. Pierce makes free throw 1 of 2,,43,50
193,2,0:25.0,P. Pierce makes free throw 2 of 2,,44,50
194,2,0:02.0,,J. Butler misses 2-pt jump shot from 21 ft,44,50
195,2,0:01.0,Defensive rebound by J. Wall,,44,50
196,2,0:00.0,J. Wall misses 3-pt jump shot from 49 ft,,44,50
197,2,0:00.0,Offensive rebound by Team,,44,50
198,3,11:39.0,M. Gortat makes 2-pt jump shot from 19 ft (assist by N. Hilário),,46,50
199,3,11:27.0,,D. Rose makes 3-pt jump shot from 25 ft,46,53
200,3,11:11.0,P. Pierce makes 2-pt jump shot from 20 ft,,48,53
201,3,10:57.0,,Personal foul by N. Hilário (drawn by P. Gasol),48,53
202,3,10:51.0,,Turnover by T. Gibson (traveling),48,53
203,3,10:34.0,P. Pierce misses 3-pt jump shot from 25 ft,,48,53
204,3,10:34.0,,Defensive rebound by Team,48,53
205,3,10:34.0,Loose ball foul by M. Gortat (drawn by P. Gasol),,48,53
206,3,10:14.0,,P. Gasol misses 2-pt jump shot from 5 ft,48,53
207,3,10:13.0,Defensive rebound by B. Beal,,48,53
208,3,10:02.0,P. Pierce makes 2-pt jump shot from 11 ft (assist by N. Hilário),,50,53
209,3,9:47.0,,T. Snell misses 3-pt jump shot from 24 ft,50,53
210,3,9:46.0,,Offensive rebound by T. Gibson,50,53
211,3,9:40.0,,T. Gibson misses 2-pt layup from 2 ft,50,53
212,3,9:40.0,Defensive rebound by N. Hilário,,50,53
213,3,9:40.0,Personal foul by P. Gasol (drawn by N. Hilário),,50,53
214,3,9:23.0,B. Beal makes 2-pt jump shot from 19 ft (assist by J. Wall),,52,53
215,3,9:04.0,,J. Butler misses 2-pt jump shot from 13 ft,52,53
216,3,9:03.0,,Offensive rebound by T. Snell,52,53
217,3,8:55.0,,D. Rose misses 2-pt jump shot from 11 ft,52,53
218,3,8:54.0,Defensive rebound by M. Gortat,,52,53
219,3,8:45.0,B. Beal misses 2-pt jump shot from 21 ft,,52,53
220,3,8:44.0,,Defensive rebound by P. Gasol,52,53
221,3,8:37.0,,Turnover by D. Rose (bad pass; steal by B. Beal),52,53
222,3,8:33.0,B. Beal misses 2-pt layup from 2 ft (block by J. Butler),,52,53
223,3,8:33.0,Offensive rebound by Team,,52,53
224,3,8:30.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by N. Hilário),,55,53
225,3,8:16.0,,Personal foul by P. Pierce (drawn by J. Butler),55,53
226,3,8:10.0,,Personal foul by M. Gortat (drawn by T. Gibson),55,53
227,3,8:00.0,,J. Butler makes 2-pt jump shot from 15 ft (assist by D. Rose),55,55
228,3,7:44.0,M. Gortat makes 2-pt jump shot from 10 ft (assist by N. Hilário),,57,55
229,3,7:20.0,,Turnover by P. Gasol (lost ball; steal by N. Hilário),57,55
230,3,7:16.0,J. Wall misses 2-pt layup from 1 ft,,57,55
231,3,7:14.0,Offensive rebound by B. Beal,,57,55
232,3,7:13.0,B. Beal makes 2-pt layup from 1 ft,,59,55
233,3,7:13.0,,Chicago full timeout,59,55
234,3,7:02.0,,D. Rose makes 2-pt layup from 2 ft,59,57
235,3,7:02.0,,Shooting foul by J. Wall (drawn by D. Rose),59,57
236,3,7:02.0,,D. Rose misses free throw 1 of 1,59,57
237,3,7:00.0,Defensive rebound by M. Gortat,,59,57
238,3,6:40.0,N. Hilário misses 2-pt jump shot from 15 ft (block by T. Gibson),,59,57
239,3,6:39.0,,Defensive rebound by J. Butler,59,57
240,3,6:22.0,,Shooting foul by N. Hilário (drawn by P. Gasol),59,57
241,3,6:22.0,,P. Gasol makes free throw 1 of 2,59,58
242,3,6:22.0,,P. Gasol makes free throw 2 of 2,59,59
243,3,6:07.0,P. Pierce makes 2-pt layup from 1 ft (assist by B. Beal),,61,59
244,3,5:53.0,,D. Rose misses 2-pt jump shot from 21 ft,61,59
245,3,5:51.0,Defensive rebound by Team,,61,59
246,3,5:51.0,,Loose ball foul by T. Gibson (drawn by M. Gortat),61,59
247,3,5:39.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,63,59
248,3,5:18.0,,Shooting foul by P. Pierce (drawn by J. Butler),63,59
249,3,5:18.0,,J. Butler makes free throw 1 of 2,63,60
250,3,5:18.0,,J. Butler makes free throw 2 of 2,63,61
251,3,5:05.0,J. Wall makes 2-pt jump shot from 16 ft,,65,61
252,3,4:44.0,,D. Rose misses 2-pt jump shot from 15 ft,65,61
253,3,4:43.0,Defensive rebound by N. Hilário,,65,61
254,3,4:28.0,N. Hilário misses 2-pt jump shot from 15 ft,,65,61
255,3,4:27.0,,Defensive rebound by P. Gasol,65,61
256,3,4:17.0,,T. Gibson makes 2-pt layup from 1 ft (assist by P. Gasol),65,63
257,3,4:13.0,Washington full timeout,,65,63
258,3,4:13.0,R. Butler enters the game for N. Hilário,,65,63
259,3,4:13.0,K. Humphries enters the game for B. Beal,,65,63
260,3,3:49.0,Shooting foul by J. Butler (drawn by P. Pierce),,65,63
261,3,3:49.0,P. Pierce makes free throw 1 of 2,,66,63
262,3,3:49.0,P. Pierce makes free throw 2 of 2,,67,63
263,3,3:36.0,,J. Butler misses 3-pt jump shot from 25 ft,67,63
264,3,3:35.0,Defensive rebound by M. Gortat,,67,63
265,3,3:25.0,M. Gortat makes 2-pt jump shot from 14 ft (assist by J. Wall),,69,63
266,3,2:59.0,,T. Snell misses 2-pt dunk at rim,69,63
267,3,2:57.0,Defensive rebound by P. Pierce,,69,63
268,3,2:51.0,J. Wall misses 3-pt jump shot from 26 ft,,69,63
269,3,2:49.0,Offensive rebound by R. Butler,,69,63
270,3,2:45.0,M. Gortat makes 2-pt jump shot from 12 ft,,71,63
271,3,2:31.0,,D. Rose makes 2-pt jump shot from 4 ft,71,65
272,3,2:11.0,K. Humphries makes 2-pt jump shot from 22 ft (assist by J. Wall),,73,65
273,3,1:55.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),73,67
274,3,1:40.0,P. Pierce misses 3-pt jump shot from 26 ft,,73,67
275,3,1:39.0,,Defensive rebound by T. Gibson,73,67
276,3,1:30.0,,D. Rose misses 2-pt jump shot from 13 ft,73,67
277,3,1:29.0,Defensive rebound by M. Gortat,,73,67
278,3,1:27.0,Turnover by M. Gortat (lost ball; steal by J. Butler),,73,67
279,3,1:19.0,,J. Butler misses 2-pt jump shot from 20 ft,73,67
280,3,1:18.0,Defensive rebound by M. Gortat,,73,67
281,3,1:03.0,J. Wall makes 3-pt jump shot from 25 ft,,76,67
282,3,0:51.0,,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),76,69
283,3,0:37.0,R. Butler misses 2-pt jump shot from 7 ft,,76,69
284,3,0:36.0,,Defensive rebound by T. Gibson,76,69
285,3,0:35.0,,Turnover by T. Gibson (lost ball),76,69
286,3,0:35.0,,N. Mirotić enters the game for P. Gasol,76,69
287,3,0:35.0,,K. Hinrich enters the game for J. Butler,76,69
288,3,0:35.0,,A. Brooks enters the game for D. Rose,76,69
289,3,0:24.0,J. Wall misses 2-pt jump shot from 18 ft,,76,69
290,3,0:22.0,,Defensive rebound by T. Snell,76,69
291,3,0:00.0,,T. Snell misses 3-pt jump shot from 25 ft,76,69
292,3,0:00.0,,Offensive rebound by Team,76,69
293,4,11:36.0,,N. Mirotić misses 2-pt jump shot from 19 ft,76,69
294,4,11:36.0,,Offensive rebound by Team,76,69
295,4,11:36.0,,Turnover by Team (shot clock),76,69
296,4,11:20.0,B. Beal misses 2-pt layup from 3 ft,,76,69
297,4,11:18.0,,Defensive rebound by T. Gibson,76,69
298,4,11:17.0,,Personal foul by B. Beal (drawn by T. Gibson),76,69
299,4,10:58.0,,T. Gibson makes 2-pt hook shot from 5 ft (assist by K. Hinrich),76,71
300,4,10:45.0,B. Beal misses 2-pt jump shot from 19 ft (block by T. Gibson),,76,71
301,4,10:44.0,,Defensive rebound by N. Mirotić,76,71
302,4,10:33.0,,T. Snell misses 3-pt jump shot from 24 ft,76,71
303,4,10:32.0,Defensive rebound by K. Humphries,,76,71
304,4,10:18.0,K. Séraphin makes 2-pt jump shot from 20 ft (assist by B. Beal),,78,71
305,4,10:02.0,,A. Brooks misses 3-pt jump shot from 24 ft,78,71
306,4,10:02.0,,Offensive rebound by N. Mirotić,78,71
307,4,10:02.0,,Personal foul by B. Beal (drawn by N. Mirotić),78,71
308,4,10:02.0,,E. Moore enters the game for T. Snell,78,71
309,4,9:43.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by T. Gibson),78,74
310,4,9:23.0,Shooting foul by A. Brooks (drawn by A. Miller),,78,74
311,4,9:23.0,A. Miller makes free throw 1 of 2,,79,74
312,4,9:23.0,A. Miller misses free throw 2 of 2,,79,74
313,4,9:21.0,,Defensive rebound by N. Mirotić,79,74
314,4,9:10.0,,N. Mirotić misses 2-pt layup from 2 ft (block by K. Humphries),79,74
315,4,9:08.0,Defensive rebound by K. Séraphin,,79,74
316,4,9:06.0,Shooting foul by A. Brooks (drawn by A. Miller),,79,74
317,4,9:06.0,A. Miller makes free throw 1 of 2,,80,74
318,4,9:06.0,A. Miller makes free throw 2 of 2,,81,74
319,4,8:58.0,,Personal foul by K. Séraphin (drawn by T. Gibson),81,74
320,4,8:58.0,,Chicago full timeout,81,74
321,4,8:58.0,,J. Butler enters the game for E. Moore,81,74
322,4,8:50.0,,A. Brooks makes 3-pt jump shot from 25 ft,81,77
323,4,8:30.0,Offensive foul by K. Humphries (drawn by A. Brooks),,81,77
324,4,8:30.0,Turnover by K. Humphries (offensive foul),,81,77
325,4,8:21.0,,A. Brooks makes 2-pt layup from 3 ft,81,79
326,4,8:03.0,K. Séraphin makes 2-pt jump shot from 12 ft (assist by A. Miller),,83,79
327,4,7:46.0,,A. Brooks misses 3-pt jump shot from 25 ft (block by R. Butler),83,79
328,4,7:46.0,,Offensive rebound by A. Brooks,83,79
329,4,7:46.0,,Personal foul by R. Butler (drawn by A. Brooks),83,79
330,4,7:36.0,,Shooting foul by R. Butler (drawn by J. Butler),83,79
331,4,7:36.0,,J. Butler misses free throw 1 of 2,83,79
332,4,7:36.0,,Offensive rebound by Team,83,79
333,4,7:36.0,,D. Rose enters the game for K. Hinrich,83,79
334,4,7:36.0,,J. Butler makes free throw 2 of 2,83,80
335,4,7:14.0,A. Miller misses 2-pt jump shot from 18 ft,,83,80
336,4,7:13.0,,Defensive rebound by T. Gibson,83,80
337,4,7:01.0,J. Wall enters the game for A. Miller,,83,80
338,4,6:53.0,,T. Gibson makes 2-pt dunk at rim (assist by A. Brooks),83,82
339,4,6:25.0,R. Butler misses 2-pt jump shot from 20 ft,,83,82
340,4,6:24.0,Offensive rebound by K. Humphries,,83,82
341,4,6:24.0,K. Humphries makes 2-pt dunk at rim,,85,82
342,4,6:03.0,,D. Rose misses 3-pt jump shot from 25 ft,85,82
343,4,6:02.0,Defensive rebound by B. Beal,,85,82
344,4,6:02.0,Personal foul by A. Brooks (drawn by B. Beal),,85,82
345,4,6:02.0,N. Hilário enters the game for K. Humphries,,85,82
346,4,5:50.0,Turnover by K. Séraphin (lost ball; steal by N. Mirotić),,85,82
347,4,5:45.0,,Personal foul by K. Séraphin (drawn by N. Mirotić),85,82
348,4,5:45.0,,Chicago full timeout,85,82
349,4,5:45.0,P. Pierce enters the game for R. Butler,,85,82
350,4,5:45.0,,N. Mirotić makes free throw 1 of 2,85,83
351,4,5:45.0,,N. Mirotić misses free throw 2 of 2,85,83
352,4,5:43.0,Defensive rebound by K. Séraphin,,85,83
353,4,5:31.0,Shooting foul by A. Brooks (drawn by J. Wall),,85,83
354,4,5:31.0,J. Wall makes 2-pt jump shot from 17 ft,,87,83
355,4,5:31.0,M. Gortat enters the game for K. Séraphin,,87,83
356,4,5:31.0,,K. Hinrich enters the game for A. Brooks,87,83
357,4,5:31.0,,P. Gasol enters the game for T. Gibson,87,83
358,4,5:31.0,J. Wall makes free throw 1 of 1,,88,83
359,4,5:14.0,,N. Mirotić misses 3-pt jump shot from 25 ft,88,83
360,4,5:13.0,Defensive rebound by B. Beal,,88,83
361,4,5:04.0,B. Beal makes 2-pt jump shot from 19 ft (assist by P. Pierce),,90,83
362,4,4:42.0,,Turnover by K. Hinrich (lost ball; steal by J. Wall),90,83
363,4,4:39.0,Shooting foul by D. Rose (drawn by J. Wall),,90,83
364,4,4:39.0,J. Wall makes free throw 1 of 2,,91,83
365,4,4:39.0,J. Wall makes free throw 2 of 2,,92,83
366,4,4:29.0,,Shooting foul by J. Wall (drawn by D. Rose),92,83
367,4,4:29.0,,D. Rose makes free throw 1 of 2,92,84
368,4,4:29.0,,D. Rose makes free throw 2 of 2,92,85
369,4,4:10.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by J. Wall),,95,85
370,4,4:09.0,,Chicago full timeout,95,85
371,4,4:09.0,,A. Brooks enters the game for K. Hinrich,95,85
372,4,3:57.0,,A. Brooks misses 2-pt layup from 1 ft,95,85
373,4,3:56.0,Defensive rebound by M. Gortat,,95,85
374,4,3:32.0,P. Pierce misses 3-pt jump shot from 24 ft,,95,85
375,4,3:31.0,,Defensive rebound by P. Gasol,95,85
376,4,3:22.0,,D. Rose makes 3-pt jump shot from 24 ft,95,88
377,4,3:02.0,Shooting foul by N. Mirotić (drawn by N. Hilário),,95,88
378,4,3:02.0,N. Hilário makes free throw 1 of 2,,96,88
379,4,3:02.0,,T. Gibson enters the game for N. Mirotić,96,88
380,4,3:02.0,N. Hilário makes free throw 2 of 2,,97,88
381,4,2:48.0,,A. Brooks makes 3-pt jump shot from 26 ft (assist by D. Rose),97,91
382,4,2:29.0,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),,100,91
383,4,2:16.0,Offensive charge foul by P. Gasol (drawn by N. Hilário),,100,91
384,4,2:16.0,,Turnover by P. Gasol (offensive foul),100,91
