,QUARTER,TIME_REMAINING,BOSTON_ACTION,GOLDEN STATE_ACTION,BOSTON_SCORE,GOLDEN STATE_SCORE
389,4,7:19.0,E. Turner makes 2-pt dunk at rim,,87,97
390,4,7:03.0,,K. Thompson misses 3-pt jump shot from 27 ft,87,97
391,4,7:01.0,,Offensive rebound by M. Speights,87,97
392,4,7:01.0,,M. Speights misses 2-pt dunk at rim,87,97
393,4,6:59.0,Defensive rebound by J. Young,,87,97
394,4,6:49.0,J. Young misses 2-pt jump shot from 16 ft,,87,97
395,4,6:48.0,,Defensive rebound by D. Lee,87,97
396,4,6:38.0,,K. Thompson makes 2-pt dunk at rim (assist by D. Lee),87,99
397,4,6:15.0,A. Bradley misses 3-pt jump shot from 25 ft,,87,99
398,4,6:14.0,,Defensive rebound by M. Speights,87,99
399,4,5:56.0,,M. Speights misses 2-pt jump shot from 18 ft,87,99
400,4,5:54.0,Defensive rebound by J. Sullinger,,87,99
401,4,5:50.0,Shooting foul by M. Speights (drawn by A. Bradley),,87,99
402,4,5:50.0,,Golden State full timeout,87,99
403,4,5:50.0,,D. Green enters the game for M. Speights,87,99
404,4,5:50.0,,S. Curry enters the game for S. Livingston,87,99
405,4,5:50.0,,A. Bogut enters the game for D. Lee,87,99
406,4,5:50.0,A. Bradley makes free throw 1 of 2,,88,99
407,4,5:50.0,A. Bradley misses free throw 2 of 2,,88,99
408,4,5:49.0,,Defensive rebound by D. Green,88,99
409,4,5:29.0,,D. Green misses 2-pt jump shot from 5 ft,88,99
410,4,5:28.0,,Offensive rebound by A. Bogut,88,99
411,4,5:28.0,,A. Bogut misses 2-pt layup from 1 ft,88,99
412,4,5:26.0,,Offensive rebound by A. Bogut,88,99
413,4,5:26.0,,A. Bogut misses 2-pt tip-in from 1 ft,88,99
414,4,5:24.0,,Offensive rebound by A. Bogut,88,99
415,4,5:24.0,,A. Bogut makes 2-pt tip-in at rim,88,101
416,4,4:58.0,A. Bradley misses 3-pt jump shot from 26 ft,,88,101
417,4,4:57.0,,Defensive rebound by A. Bogut,88,101
418,4,4:45.0,,S. Curry misses 3-pt jump shot from 27 ft,88,101
419,4,4:43.0,Defensive rebound by B. Bass,,88,101
420,4,4:34.0,Shooting foul by K. Thompson (drawn by E. Turner),,88,101
421,4,4:34.0,E. Turner makes free throw 1 of 2,,89,101
422,4,4:34.0,E. Turner makes free throw 2 of 2,,90,101
423,4,4:24.0,,K. Thompson misses 2-pt jump shot from 16 ft,90,101
424,4,4:22.0,Defensive rebound by J. Sullinger,,90,101
425,4,4:18.0,Offensive foul by J. Sullinger (drawn by A. Bogut),,90,101
426,4,4:18.0,Turnover by J. Sullinger (offensive foul),,90,101
427,4,4:03.0,,Turnover by A. Bogut (bad pass),90,101
428,4,3:49.0,Shooting foul by D. Green (drawn by J. Sullinger),,90,101
429,4,3:49.0,J. Sullinger makes free throw 1 of 2,,91,101
430,4,3:49.0,J. Sullinger makes free throw 2 of 2,,92,101
431,4,3:34.0,,K. Thompson makes 2-pt jump shot from 11 ft,92,103
432,4,3:16.0,J. Sullinger makes 2-pt jump shot from 18 ft (assist by E. Turner),,94,103
433,4,3:06.0,,S. Curry misses 2-pt jump shot from 18 ft,94,103
434,4,3:05.0,Defensive rebound by B. Bass,,94,103
435,4,2:56.0,E. Turner misses 2-pt jump shot from 3 ft,,94,103
436,4,2:55.0,,Defensive rebound by D. Green,94,103
437,4,2:53.0,,Shooting foul by A. Bradley (drawn by S. Curry),94,103
438,4,2:53.0,Boston full timeout,,94,103
439,4,2:53.0,,S. Curry makes free throw 1 of 2,94,104
440,4,2:53.0,,S. Curry makes free throw 2 of 2,94,105
441,4,2:40.0,J. Sullinger misses 2-pt jump shot from 19 ft,,94,105
442,4,2:38.0,,Defensive rebound by D. Green,94,105
443,4,2:24.0,,S. Curry makes 2-pt layup from 1 ft (assist by A. Bogut),94,107
444,4,2:03.0,B. Bass makes 2-pt dunk at rim (assist by E. Turner),,96,107
445,4,2:03.0,Shooting foul by A. Iguodala (drawn by B. Bass),,96,107
446,4,2:03.0,J. Crowder enters the game for J. Young,,96,107
447,4,2:03.0,B. Bass makes free throw 1 of 1,,97,107
448,4,1:45.0,,S. Curry misses 2-pt jump shot from 4 ft,97,107
449,4,1:44.0,Defensive rebound by B. Bass,,97,107
450,4,1:40.0,Shooting foul by D. Green (drawn by J. Sullinger),,97,107
451,4,1:40.0,J. Sullinger makes free throw 1 of 2,,98,107
452,4,1:40.0,J. Sullinger makes free throw 2 of 2,,99,107
453,4,1:28.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by S. Curry),99,109
454,4,1:28.0,Boston full timeout,,99,109
455,4,1:28.0,,H. Barnes enters the game for A. Bogut,99,109
456,4,1:21.0,Turnover by E. Turner (lost ball; steal by D. Green),,99,109
457,4,1:05.0,,S. Curry misses 2-pt layup from 2 ft (block by B. Bass),99,109
458,4,1:02.0,Defensive rebound by J. Crowder,,99,109
459,4,0:57.0,J. Crowder misses 3-pt jump shot from 25 ft,,99,109
460,4,0:56.0,Offensive rebound by A. Bradley,,99,109
461,4,0:53.0,E. Turner makes 3-pt jump shot from 27 ft (assist by A. Bradley),,102,109
462,4,0:43.0,,Personal foul by E. Turner (drawn by K. Thompson),102,109
463,4,0:36.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),102,112
464,4,0:30.0,E. Turner makes 2-pt jump shot from 15 ft,,104,112
465,4,0:26.0,,Turnover by D. Green (bad pass),104,112
466,4,0:19.0,A. Bradley makes 3-pt jump shot from 25 ft,,107,112
467,4,0:09.0,,Turnover by H. Barnes (bad pass),107,112
468,4,0:09.0,Boston full timeout,,107,112
469,4,0:09.0,T. Prince enters the game for B. Bass,,107,112
470,4,0:09.0,Boston full timeout,,107,112
471,4,0:07.0,A. Bradley misses 3-pt jump shot from 25 ft,,107,112
472,4,0:06.0,Offensive rebound by J. Sullinger,,107,112
473,4,0:05.0,J. Sullinger makes 2-pt layup from 1 ft,,109,112
474,4,0:04.0,,Golden State full timeout,109,112
475,4,0:04.0,B. Bass enters the game for J. Sullinger,,109,112
476,4,0:03.0,,Personal foul by E. Turner (drawn by K. Thompson),109,112
477,4,0:03.0,,K. Thompson makes free throw 1 of 2,109,113
478,4,0:03.0,J. Sullinger enters the game for J. Crowder,,109,113
479,4,0:03.0,T. Zeller enters the game for B. Bass,,109,113
480,4,0:03.0,G. Wallace enters the game for A. Bradley,,109,113
481,4,0:03.0,J. Young enters the game for E. Turner,,109,113
482,4,0:03.0,M. Thornton enters the game for T. Prince,,109,113
483,4,0:03.0,,K. Thompson makes free throw 2 of 2,109,114
484,4,0:02.0,Shooting foul by D. Green (drawn by J. Sullinger),,109,114
485,4,0:02.0,J. Sullinger makes free throw 1 of 2,,110,114
486,4,0:02.0,E. Turner enters the game for G. Wallace,,110,114
487,4,0:02.0,T. Prince enters the game for M. Thornton,,110,114
488,4,0:02.0,J. Crowder enters the game for T. Zeller,,110,114
489,4,0:02.0,A. Bradley enters the game for J. Young,,110,114
490,4,0:02.0,,A. Bogut enters the game for H. Barnes,110,114
491,4,0:02.0,J. Sullinger makes free throw 2 of 2,,111,114
492,4,0:02.0,,Golden State full timeout,111,114
493,4,0:02.0,B. Bass enters the game for J. Sullinger,,111,114
494,4,0:02.0,,H. Barnes enters the game for A. Bogut,111,114
