,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:46.0,,Shooting foul by G. Dieng (drawn by E. Freedom),0,0
1,1,11:46.0,,E. Freedom makes free throw 1 of 2,0,1
2,1,11:46.0,,E. Freedom makes free throw 2 of 2,0,2
3,1,11:25.0,Turnover by Z. LaVine (bad pass),,0,2
4,1,11:04.0,,T. Burke misses 2-pt jump shot from 6 ft,0,2
5,1,11:03.0,Defensive rebound by Z. LaVine,,0,2
6,1,10:57.0,Z. LaVine misses 2-pt layup from 3 ft,,0,2
7,1,10:55.0,,Defensive rebound by E. Freedom,0,2
8,1,10:49.0,,R. Hood makes 2-pt dunk at rim (assist by T. Burke),0,4
9,1,10:30.0,G. Dieng misses 2-pt jump shot from 18 ft,,0,4
10,1,10:28.0,Offensive rebound by A. Wiggins,,0,4
11,1,10:28.0,A. Wiggins makes 2-pt tip-in from 1 ft,,2,4
12,1,10:17.0,,R. Hood misses 3-pt jump shot from 23 ft,2,4
13,1,10:16.0,Defensive rebound by Z. LaVine,,2,4
14,1,10:06.0,T. Young misses 2-pt jump shot from 16 ft,,2,4
15,1,10:06.0,Offensive rebound by Team,,2,4
16,1,10:06.0,,Loose ball foul by D. Favors (drawn by G. Dieng),2,4
17,1,10:01.0,Z. LaVine makes 2-pt jump shot from 22 ft (assist by G. Dieng),,4,4
18,1,9:38.0,,R. Hood misses 2-pt jump shot from 4 ft,4,4
19,1,9:37.0,Defensive rebound by S. Muhammad,,4,4
20,1,9:33.0,Shooting foul by R. Hood (drawn by S. Muhammad),,4,4
21,1,9:33.0,S. Muhammad makes free throw 1 of 2,,5,4
22,1,9:33.0,S. Muhammad makes free throw 2 of 2,,6,4
23,1,9:08.0,,R. Hood misses 3-pt jump shot from 23 ft,6,4
24,1,9:07.0,Defensive rebound by A. Wiggins,,6,4
25,1,8:47.0,T. Young misses 2-pt jump shot from 3 ft (block by D. Favors),,6,4
26,1,8:46.0,Offensive rebound by S. Muhammad,,6,4
27,1,8:42.0,S. Muhammad misses 2-pt jump shot from 12 ft,,6,4
28,1,8:41.0,,Defensive rebound by G. Hayward,6,4
29,1,8:33.0,,T. Burke makes 3-pt jump shot from 23 ft (assist by G. Hayward),6,7
30,1,8:19.0,Shooting foul by R. Hood (drawn by S. Muhammad),,6,7
31,1,8:19.0,S. Muhammad makes free throw 1 of 2,,7,7
32,1,8:19.0,,J. Ingles enters the game for R. Hood,7,7
33,1,8:19.0,S. Muhammad makes free throw 2 of 2,,8,7
34,1,8:05.0,,T. Burke misses 2-pt jump shot from 5 ft (block by G. Dieng),8,7
35,1,8:02.0,Defensive rebound by A. Wiggins,,8,7
36,1,8:00.0,S. Muhammad makes 2-pt dunk at rim (assist by A. Wiggins),,10,7
37,1,7:46.0,,Turnover by E. Freedom (traveling),10,7
38,1,7:34.0,A. Wiggins misses 2-pt jump shot from 15 ft,,10,7
39,1,7:32.0,,Defensive rebound by E. Freedom,10,7
40,1,7:17.0,,D. Favors misses 2-pt layup at rim,10,7
41,1,7:17.0,,Offensive rebound by E. Freedom,10,7
42,1,7:15.0,,E. Freedom makes 2-pt tip-in at rim,10,9
43,1,7:00.0,S. Muhammad misses 2-pt jump shot from 4 ft,,10,9
44,1,6:58.0,Offensive rebound by S. Muhammad,,10,9
45,1,6:53.0,T. Young makes 3-pt jump shot from 23 ft (assist by S. Muhammad),,13,9
46,1,6:47.0,,Utah full timeout,13,9
47,1,6:42.0,,G. Hayward misses 2-pt jump shot from 12 ft,13,9
48,1,6:40.0,Defensive rebound by S. Muhammad,,13,9
49,1,6:32.0,Z. LaVine makes 2-pt layup from 1 ft,,15,9
50,1,6:06.0,,G. Hayward makes 2-pt jump shot from 9 ft,15,11
51,1,5:44.0,G. Dieng misses 2-pt jump shot from 6 ft,,15,11
52,1,5:42.0,,Defensive rebound by E. Freedom,15,11
53,1,5:34.0,,Turnover by D. Favors (3 sec),15,11
54,1,5:21.0,A. Wiggins makes 2-pt jump shot from 3 ft,,17,11
55,1,5:03.0,,G. Hayward misses 2-pt jump shot from 7 ft,17,11
56,1,5:02.0,,Offensive rebound by E. Freedom,17,11
57,1,4:59.0,,E. Freedom misses 2-pt jump shot from 6 ft,17,11
58,1,4:59.0,,Offensive rebound by Team,17,11
59,1,4:48.0,,J. Ingles misses 3-pt jump shot from 24 ft,17,11
60,1,4:47.0,Defensive rebound by T. Young,,17,11
61,1,4:28.0,G. Dieng makes 2-pt dunk at rim (assist by T. Young),,19,11
62,1,4:22.0,,G. Hayward makes 2-pt layup from 2 ft (assist by T. Burke),19,13
63,1,4:09.0,Z. LaVine misses 2-pt jump shot from 22 ft,,19,13
64,1,4:08.0,,Defensive rebound by E. Freedom,19,13
65,1,4:01.0,,Shooting foul by S. Muhammad (drawn by D. Favors),19,13
66,1,4:01.0,,D. Favors misses free throw 1 of 2,19,13
67,1,4:01.0,,Offensive rebound by Team,19,13
68,1,4:01.0,,D. Exum enters the game for T. Burke,19,13
69,1,4:01.0,,R. Gobert enters the game for E. Freedom,19,13
70,1,4:01.0,,P. Christopher enters the game for J. Ingles,19,13
71,1,4:01.0,,D. Favors makes free throw 2 of 2,19,14
72,1,3:43.0,S. Muhammad makes 3-pt jump shot from 24 ft (assist by T. Young),,22,14
73,1,3:18.0,,Turnover by D. Exum (bad pass; steal by A. Wiggins),22,14
74,1,3:10.0,S. Muhammad misses 2-pt jump shot from 15 ft,,22,14
75,1,3:08.0,,Defensive rebound by R. Gobert,22,14
76,1,3:03.0,,P. Christopher misses 2-pt jump shot from 20 ft,22,14
77,1,3:02.0,Defensive rebound by G. Dieng,,22,14
78,1,2:56.0,A. Wiggins misses 2-pt jump shot from 3 ft,,22,14
79,1,2:55.0,,Defensive rebound by G. Hayward,22,14
80,1,2:53.0,,Personal foul by T. Young (drawn by G. Hayward),22,14
81,1,2:53.0,Minnesota full timeout,,22,14
82,1,2:53.0,C. Budinger enters the game for A. Wiggins,,22,14
83,1,2:53.0,A. Bennett enters the game for T. Young,,22,14
84,1,2:53.0,,T. Booker enters the game for D. Favors,22,14
85,1,2:41.0,,P. Christopher misses 2-pt layup from 2 ft,22,14
86,1,2:40.0,Defensive rebound by G. Dieng,,22,14
87,1,2:31.0,Personal foul by P. Christopher (drawn by S. Muhammad),,22,14
88,1,2:25.0,S. Muhammad makes 2-pt hook shot from 5 ft,,24,14
89,1,2:25.0,Shooting foul by P. Christopher (drawn by S. Muhammad),,24,14
90,1,2:25.0,S. Muhammad makes free throw 1 of 1,,25,14
91,1,2:05.0,,P. Christopher makes 2-pt jump shot from 18 ft,25,16
92,1,1:47.0,C. Budinger misses 3-pt jump shot from 24 ft,,25,16
93,1,1:46.0,,Defensive rebound by R. Gobert,25,16
94,1,1:32.0,,G. Hayward misses 3-pt jump shot from 23 ft,25,16
95,1,1:31.0,Defensive rebound by A. Bennett,,25,16
96,1,1:20.0,G. Dieng misses 2-pt jump shot from 11 ft,,25,16
97,1,1:18.0,,Defensive rebound by R. Gobert,25,16
