,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,HOUSTON_ACTION,MINNESOTA_SCORE,HOUSTON_SCORE
124,2,11:46.0,Defensive rebound by N. Peković,,25,26
125,2,11:33.0,N. Peković misses 2-pt jump shot from 8 ft,,25,26
126,2,11:31.0,,Defensive rebound by T. Ariza,25,26
127,2,11:24.0,,C. Brewer makes 2-pt layup from 2 ft (assist by J. Smith),25,28
128,2,11:06.0,Turnover by A. Wiggins (bad pass; steal by J. Smith),,25,28
129,2,11:01.0,,J. Dorsey makes 2-pt layup from 1 ft (assist by J. Smith),25,30
130,2,11:00.0,Minnesota full timeout,,25,30
131,2,11:00.0,K. Martin enters the game for A. Wiggins,,25,30
132,2,10:41.0,Turnover by N. Peković (bad pass; steal by T. Ariza),,25,30
133,2,10:38.0,,T. Ariza makes 2-pt dunk at rim,25,32
134,2,10:17.0,Shooting foul by T. Ariza (drawn by K. Martin),,25,32
135,2,10:17.0,K. Martin makes free throw 1 of 2,,26,32
136,2,10:17.0,K. Martin makes free throw 2 of 2,,27,32
137,2,10:10.0,,Turnover by C. Brewer (traveling),27,32
138,2,10:10.0,G. Robinson enters the game for A. Payne,,27,32
139,2,10:01.0,Z. LaVine makes 2-pt layup from 1 ft,,29,32
140,2,9:42.0,,Turnover by C. Brewer (bad pass; steal by N. Peković),29,32
141,2,9:30.0,Z. LaVine misses 3-pt jump shot from 26 ft,,29,32
142,2,9:28.0,,Defensive rebound by T. Ariza,29,32
143,2,9:20.0,,P. Prigioni misses 3-pt jump shot from 25 ft,29,32
144,2,9:19.0,Defensive rebound by C. Budinger,,29,32
145,2,9:13.0,Shooting block foul by T. Ariza (drawn by K. Martin),,29,32
146,2,9:13.0,K. Martin makes free throw 1 of 2,,30,32
147,2,9:13.0,,D. Motiejūnas enters the game for J. Dorsey,30,32
148,2,9:13.0,K. Martin makes free throw 2 of 2,,31,32
149,2,8:54.0,,T. Ariza misses 3-pt jump shot from 25 ft,31,32
150,2,8:52.0,Defensive rebound by Z. LaVine,,31,32
151,2,8:37.0,K. Martin makes 3-pt jump shot from 24 ft (assist by N. Peković),,34,32
152,2,8:28.0,,J. Smith makes 2-pt layup from 2 ft,34,34
153,2,8:28.0,,Shooting foul by G. Robinson (drawn by J. Smith),34,34
154,2,8:28.0,Official timeout,,34,34
155,2,8:28.0,,J. Terry enters the game for P. Prigioni,34,34
156,2,8:28.0,,J. Smith makes free throw 1 of 1,34,35
157,2,8:13.0,N. Peković makes 2-pt layup from 1 ft (assist by Z. LaVine),,36,35
158,2,7:54.0,,T. Ariza misses 3-pt jump shot from 22 ft,36,35
159,2,7:52.0,Defensive rebound by N. Peković,,36,35
160,2,7:46.0,Personal foul by C. Brewer (drawn by K. Martin),,36,35
161,2,7:46.0,,J. Harden enters the game for T. Ariza,36,35
162,2,7:46.0,A. Wiggins enters the game for C. Budinger,,36,35
163,2,7:36.0,Turnover by N. Peković (traveling),,36,35
164,2,7:29.0,,C. Brewer misses 2-pt jump shot from 19 ft,36,35
165,2,7:28.0,,Offensive rebound by J. Smith,36,35
166,2,7:27.0,,J. Smith makes 2-pt layup from 2 ft,36,37
167,2,7:08.0,Turnover by K. Martin (bad pass; steal by J. Smith),,36,37
168,2,7:04.0,,Shooting foul by G. Robinson (drawn by C. Brewer),36,37
169,2,7:04.0,,C. Brewer makes free throw 1 of 2,36,38
170,2,7:04.0,G. Dieng enters the game for G. Robinson,,36,38
171,2,7:04.0,R. Rubio enters the game for Z. LaVine,,36,38
172,2,7:04.0,,T. Jones enters the game for J. Smith,36,38
173,2,7:04.0,,C. Brewer makes free throw 2 of 2,36,39
174,2,6:41.0,R. Rubio misses 2-pt jump shot from 19 ft,,36,39
175,2,6:39.0,,Defensive rebound by J. Harden,36,39
176,2,6:34.0,,J. Terry misses 3-pt jump shot from 24 ft,36,39
177,2,6:32.0,Defensive rebound by R. Rubio,,36,39
178,2,6:11.0,K. Martin misses 2-pt jump shot from 5 ft,,36,39
179,2,6:09.0,Offensive rebound by G. Dieng,,36,39
180,2,6:09.0,G. Dieng makes 2-pt jump shot from 5 ft,,38,39
181,2,5:53.0,,J. Terry misses 3-pt jump shot from 24 ft,38,39
182,2,5:51.0,Defensive rebound by R. Rubio,,38,39
183,2,5:40.0,N. Peković misses 2-pt jump shot from 4 ft,,38,39
184,2,5:38.0,,Defensive rebound by T. Jones,38,39
185,2,5:33.0,,Shooting foul by K. Martin (drawn by D. Motiejūnas),38,39
186,2,5:33.0,,Houston full timeout,38,39
187,2,5:33.0,,D. Motiejūnas misses free throw 1 of 2,38,39
188,2,5:33.0,,Offensive rebound by Team,38,39
189,2,5:33.0,,D. Motiejūnas misses free throw 2 of 2,38,39
190,2,5:33.0,Defensive rebound by G. Dieng,,38,39
191,2,5:12.0,A. Wiggins misses 2-pt layup from 2 ft (block by J. Harden),,38,39
192,2,5:12.0,Offensive rebound by Team,,38,39
193,2,5:09.0,K. Martin makes 2-pt layup at rim (assist by N. Peković),,40,39
194,2,4:45.0,,J. Harden misses 3-pt jump shot from 24 ft,40,39
195,2,4:43.0,Defensive rebound by G. Dieng,,40,39
196,2,4:39.0,Turnover by A. Wiggins (lost ball),,40,39
197,2,4:29.0,,Turnover by J. Terry (bad pass; steal by R. Rubio),40,39
198,2,4:24.0,A. Wiggins makes 2-pt dunk at rim (assist by G. Dieng),,42,39
199,2,4:05.0,,J. Terry makes 3-pt jump shot from 22 ft (assist by J. Harden),42,42
200,2,3:50.0,N. Peković makes 2-pt jump shot from 9 ft (assist by K. Martin),,44,42
201,2,3:33.0,,J. Harden makes 2-pt jump shot from 4 ft,44,44
202,2,3:33.0,,Shooting foul by A. Wiggins (drawn by J. Harden),44,44
203,2,3:33.0,,T. Ariza enters the game for C. Brewer,44,44
204,2,3:33.0,,J. Smith enters the game for D. Motiejūnas,44,44
205,2,3:33.0,Minnesota full timeout,,44,44
206,2,3:33.0,,J. Harden makes free throw 1 of 1,44,45
207,2,3:13.0,Turnover by N. Peković (bad pass),,44,45
208,2,3:04.0,,Shooting foul by N. Peković (drawn by J. Harden),44,45
209,2,3:04.0,,J. Harden makes free throw 1 of 2,44,46
210,2,3:04.0,,J. Harden misses free throw 2 of 2,44,46
211,2,3:04.0,Defensive rebound by G. Dieng,,44,46
212,2,2:50.0,K. Martin misses 2-pt jump shot from 19 ft,,44,46
213,2,2:48.0,Offensive rebound by N. Peković,,44,46
214,2,2:45.0,N. Peković misses 2-pt layup at rim,,44,46
215,2,2:44.0,Offensive rebound by N. Peković,,44,46
216,2,2:44.0,N. Peković misses 2-pt tip-in at rim (block by J. Smith),,44,46
217,2,2:43.0,Offensive rebound by G. Dieng,,44,46
218,2,2:43.0,G. Dieng misses 2-pt tip-in from 1 ft,,44,46
219,2,2:40.0,Offensive rebound by G. Dieng,,44,46
220,2,2:32.0,A. Wiggins makes 2-pt jump shot from 21 ft (assist by G. Dieng),,46,46
221,2,2:25.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Harden),46,49
222,2,2:10.0,Turnover by K. Martin (bad pass; steal by T. Ariza),,46,49
223,2,2:05.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Terry),46,51
224,2,1:50.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,48,51
225,2,1:36.0,,J. Smith misses 3-pt jump shot from 25 ft,48,51
226,2,1:33.0,Defensive rebound by Team,,48,51
227,2,1:26.0,Personal foul by J. Terry (drawn by R. Rubio),,48,51
228,2,1:21.0,R. Rubio makes 2-pt jump shot from 15 ft,,50,51
229,2,1:02.0,,J. Smith misses 2-pt layup from 2 ft,50,51
230,2,1:01.0,Defensive rebound by G. Dieng,,50,51
231,2,0:57.0,Turnover by R. Rubio (bad pass; steal by T. Jones),,50,51
232,2,0:48.0,,Turnover by J. Harden (bad pass; steal by K. Martin),50,51
233,2,0:46.0,K. Martin makes 2-pt layup from 1 ft,,52,51
234,2,0:46.0,Shooting foul by J. Terry (drawn by K. Martin),,52,51
235,2,0:46.0,,Technical foul by J. Terry,52,51
236,2,0:46.0,K. Martin makes technical free throw,,53,51
237,2,0:46.0,,C. Brewer enters the game for T. Ariza,53,51
238,2,0:46.0,,P. Prigioni enters the game for J. Terry,53,51
239,2,0:46.0,A. Payne enters the game for A. Wiggins,,53,51
240,2,0:46.0,C. Budinger enters the game for G. Dieng,,53,51
241,2,0:46.0,K. Martin makes free throw 1 of 1,,54,51
242,2,0:34.0,,J. Harden makes 2-pt layup from 1 ft,54,53
243,2,0:15.0,Shooting foul by P. Prigioni (drawn by R. Rubio),,54,53
244,2,0:15.0,R. Rubio makes free throw 1 of 2,,55,53
245,2,0:15.0,R. Rubio makes free throw 2 of 2,,56,53
246,2,0:00.0,,J. Harden makes 3-pt jump shot from 25 ft,56,56
247,3,11:45.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by J. Harden),56,58
248,3,11:27.0,A. Payne misses 2-pt jump shot from 10 ft,,56,58
249,3,11:25.0,Offensive rebound by A. Payne,,56,58
250,3,11:16.0,A. Wiggins misses 2-pt jump shot from 22 ft,,56,58
251,3,11:14.0,,Defensive rebound by T. Ariza,56,58
252,3,11:04.0,,D. Motiejūnas misses 2-pt layup from 2 ft,56,58
253,3,11:02.0,Defensive rebound by A. Payne,,56,58
254,3,10:53.0,A. Payne misses 2-pt jump shot from 8 ft,,56,58
255,3,10:52.0,,Defensive rebound by J. Harden,56,58
256,3,10:38.0,,D. Motiejūnas makes 2-pt jump shot from 11 ft (assist by T. Ariza),56,60
257,3,10:19.0,K. Martin misses 3-pt jump shot from 22 ft,,56,60
258,3,10:17.0,Offensive rebound by N. Peković,,56,60
259,3,10:13.0,K. Martin makes 3-pt jump shot from 22 ft (assist by R. Rubio),,59,60
260,3,9:58.0,,Shooting foul by K. Martin (drawn by T. Jones),59,60
261,3,9:58.0,,T. Jones misses free throw 1 of 2,59,60
262,3,9:58.0,,Offensive rebound by Team,59,60
263,3,9:58.0,G. Dieng enters the game for A. Payne,,59,60
264,3,9:58.0,,T. Jones misses free throw 2 of 2,59,60
265,3,9:58.0,Defensive rebound by N. Peković,,59,60
266,3,9:41.0,A. Wiggins misses 3-pt jump shot from 25 ft,,59,60
267,3,9:40.0,Offensive rebound by Team,,59,60
268,3,9:29.0,N. Peković misses 2-pt hook shot from 4 ft,,59,60
269,3,9:24.0,Offensive rebound by N. Peković,,59,60
270,3,9:22.0,N. Peković misses 2-pt layup at rim (block by J. Harden),,59,60
271,3,9:19.0,,Defensive rebound by J. Terry,59,60
272,3,9:16.0,,J. Harden misses 2-pt layup from 1 ft,59,60
273,3,9:13.0,Defensive rebound by N. Peković,,59,60
274,3,9:10.0,Turnover by A. Wiggins (traveling),,59,60
275,3,8:52.0,,D. Motiejūnas misses 2-pt jump shot from 8 ft,59,60
276,3,8:51.0,Defensive rebound by N. Peković,,59,60
277,3,8:40.0,Shooting foul by J. Harden (drawn by N. Peković),,59,60
278,3,8:40.0,N. Peković makes 2-pt layup at rim (assist by G. Dieng),,61,60
279,3,8:40.0,,Houston full timeout,61,60
280,3,8:40.0,N. Peković makes free throw 1 of 1,,62,60
281,3,8:28.0,,Turnover by D. Motiejūnas (bad pass),62,60
282,3,8:14.0,N. Peković misses 2-pt jump shot from 4 ft,,62,60
283,3,8:12.0,,Defensive rebound by D. Motiejūnas,62,60
284,3,8:09.0,,T. Jones makes 2-pt layup from 2 ft (assist by J. Harden),62,62
285,3,8:09.0,,Shooting foul by R. Rubio (drawn by T. Jones),62,62
286,3,8:09.0,,T. Jones makes free throw 1 of 1,62,63
287,3,7:54.0,A. Wiggins misses 2-pt jump shot from 1 ft,,62,63
288,3,7:53.0,Offensive rebound by A. Wiggins,,62,63
289,3,7:53.0,A. Wiggins misses 2-pt tip-in from 1 ft,,62,63
290,3,7:52.0,,Defensive rebound by T. Ariza,62,63
291,3,7:46.0,,Shooting foul by K. Martin (drawn by J. Harden),62,63
292,3,7:46.0,,J. Harden misses free throw 1 of 2,62,63
293,3,7:46.0,,Offensive rebound by Team,62,63
294,3,7:46.0,,J. Harden makes free throw 2 of 2,62,64
295,3,7:26.0,R. Rubio misses 3-pt jump shot from 24 ft,,62,64
296,3,7:25.0,Offensive rebound by N. Peković,,62,64
297,3,7:18.0,R. Rubio misses 3-pt jump shot from 22 ft,,62,64
298,3,7:17.0,,Defensive rebound by T. Jones,62,64
299,3,7:11.0,,J. Terry makes 3-pt jump shot from 25 ft (assist by J. Harden),62,67
300,3,6:48.0,N. Peković misses 2-pt hook shot from 10 ft,,62,67
301,3,6:46.0,,Defensive rebound by J. Terry,62,67
302,3,6:41.0,,Turnover by J. Harden (lost ball),62,67
303,3,6:24.0,G. Dieng misses 2-pt jump shot from 16 ft,,62,67
304,3,6:23.0,,Defensive rebound by D. Motiejūnas,62,67
305,3,6:18.0,,Turnover by T. Jones (bad pass; steal by G. Dieng),62,67
306,3,6:12.0,K. Martin misses 3-pt jump shot from 24 ft,,62,67
307,3,6:10.0,Offensive rebound by G. Dieng,,62,67
308,3,6:10.0,Shooting foul by J. Terry (drawn by G. Dieng),,62,67
309,3,6:10.0,G. Dieng makes free throw 1 of 2,,63,67
310,3,6:10.0,,J. Smith enters the game for D. Motiejūnas,63,67
311,3,6:10.0,,P. Prigioni enters the game for J. Terry,63,67
312,3,6:10.0,A. Payne enters the game for N. Peković,,63,67
313,3,6:10.0,G. Dieng misses free throw 2 of 2,,63,67
314,3,6:10.0,,Defensive rebound by J. Harden,63,67
315,3,6:00.0,,J. Smith makes 2-pt hook shot from 7 ft (assist by J. Harden),63,69
316,3,5:45.0,,Offensive charge foul by A. Wiggins (drawn by T. Jones),63,69
317,3,5:45.0,Turnover by A. Wiggins (offensive foul),,63,69
318,3,5:45.0,Minnesota full timeout,,63,69
319,3,5:34.0,,P. Prigioni misses 3-pt jump shot from 25 ft,63,69
320,3,5:32.0,Defensive rebound by A. Wiggins,,63,69
321,3,5:18.0,K. Martin misses 2-pt jump shot from 20 ft,,63,69
322,3,5:17.0,,Defensive rebound by T. Jones,63,69
323,3,5:11.0,,J. Harden misses 2-pt layup from 1 ft,63,69
324,3,5:09.0,Defensive rebound by G. Dieng,,63,69
325,3,5:02.0,A. Wiggins misses 2-pt layup from 2 ft,,63,69
326,3,5:01.0,,Defensive rebound by J. Harden,63,69
327,3,4:43.0,,J. Harden makes 3-pt jump shot from 25 ft,63,72
328,3,4:22.0,Personal foul by J. Smith (drawn by K. Martin),,63,72
329,3,4:13.0,A. Wiggins misses 2-pt jump shot from 21 ft,,63,72
330,3,4:13.0,Offensive rebound by Team,,63,72
331,3,4:13.0,,Loose ball foul by J. Harden (drawn by A. Payne),63,72
332,3,4:04.0,Shooting foul by T. Jones (drawn by G. Dieng),,63,72
333,3,4:04.0,G. Dieng makes free throw 1 of 2,,64,72
334,3,4:04.0,Z. LaVine enters the game for K. Martin,,64,72
335,3,4:04.0,G. Dieng makes free throw 2 of 2,,65,72
336,3,3:56.0,,T. Ariza misses 3-pt jump shot from 25 ft,65,72
337,3,3:54.0,Defensive rebound by G. Dieng,,65,72
338,3,3:46.0,A. Payne misses 2-pt jump shot from 4 ft,,65,72
339,3,3:45.0,,Defensive rebound by J. Harden,65,72
340,3,3:45.0,,Personal foul by G. Dieng (drawn by J. Harden),65,72
341,3,3:45.0,,C. Brewer enters the game for T. Ariza,65,72
342,3,3:45.0,,D. Motiejūnas enters the game for T. Jones,65,72
343,3,3:28.0,,C. Brewer misses 2-pt jump shot from 11 ft,65,72
344,3,3:25.0,,Offensive rebound by J. Harden,65,72
345,3,3:21.0,,Turnover by D. Motiejūnas (lost ball; steal by R. Rubio),65,72
346,3,3:17.0,Turnover by R. Rubio (bad pass; steal by J. Smith),,65,72
347,3,3:12.0,,P. Prigioni misses 3-pt jump shot from 26 ft,65,72
348,3,3:09.0,,Offensive rebound by P. Prigioni,65,72
349,3,3:05.0,,J. Smith misses 3-pt jump shot from 24 ft,65,72
350,3,3:04.0,,Offensive rebound by C. Brewer,65,72
351,3,3:00.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by C. Brewer),65,75
352,3,2:38.0,A. Payne makes 3-pt jump shot from 24 ft (assist by R. Rubio),,68,75
353,3,2:24.0,,Turnover by C. Brewer (bad pass; steal by A. Wiggins),68,75
354,3,2:20.0,A. Wiggins makes 2-pt layup from 1 ft,,70,75
355,3,2:05.0,,Shooting block foul by G. Dieng (drawn by D. Motiejūnas),70,75
356,3,2:05.0,,D. Motiejūnas makes free throw 1 of 2,70,76
357,3,2:05.0,N. Peković enters the game for G. Dieng,,70,76
358,3,2:05.0,,D. Motiejūnas misses free throw 2 of 2,70,76
359,3,2:05.0,Defensive rebound by R. Rubio,,70,76
360,3,2:04.0,Personal foul by C. Brewer (drawn by R. Rubio),,70,76
361,3,2:04.0,R. Rubio makes free throw 1 of 2,,71,76
362,3,2:04.0,R. Rubio makes free throw 2 of 2,,72,76
363,3,1:52.0,,C. Brewer misses 2-pt layup from 2 ft,72,76
364,3,1:51.0,,Offensive rebound by C. Brewer,72,76
365,3,1:51.0,,Shooting foul by N. Peković (drawn by C. Brewer),72,76
366,3,1:51.0,,C. Brewer makes free throw 1 of 2,72,77
367,3,1:51.0,,C. Brewer makes free throw 2 of 2,72,78
368,3,1:36.0,A. Payne misses 3-pt jump shot from 24 ft,,72,78
369,3,1:34.0,Offensive rebound by A. Wiggins,,72,78
370,3,1:29.0,Turnover by A. Wiggins (lost ball; steal by J. Harden),,72,78
371,3,1:25.0,,J. Smith misses 2-pt layup from 2 ft,72,78
372,3,1:23.0,Defensive rebound by Z. LaVine,,72,78
373,3,1:16.0,N. Peković misses 2-pt hook shot from 4 ft,,72,78
374,3,1:15.0,Offensive rebound by A. Payne,,72,78
375,3,1:15.0,A. Payne misses 2-pt layup from 1 ft,,72,78
376,3,1:12.0,Offensive rebound by A. Wiggins,,72,78
377,3,1:12.0,A. Wiggins misses 2-pt layup from 2 ft,,72,78
378,3,1:12.0,Offensive rebound by A. Payne,,72,78
379,3,1:12.0,Shooting foul by J. Smith (drawn by A. Payne),,72,78
380,3,1:12.0,A. Payne misses free throw 1 of 2,,72,78
381,3,1:12.0,Offensive rebound by Team,,72,78
382,3,1:12.0,Technical foul by A. Wiggins,,72,78
383,3,1:12.0,,J. Harden makes technical free throw,72,79
384,3,1:12.0,A. Payne makes free throw 2 of 2,,73,79
385,3,1:04.0,,J. Harden misses 3-pt jump shot from 25 ft,73,79
386,3,1:03.0,Defensive rebound by Z. LaVine,,73,79
387,3,0:42.0,Z. LaVine misses 2-pt jump shot from 19 ft,,73,79
388,3,0:41.0,Offensive rebound by N. Peković,,73,79
389,3,0:38.0,N. Peković misses 2-pt layup from 1 ft,,73,79
