,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BROOKLYN_ACTION,ATLANTA_SCORE,BROOKLYN_SCORE
144,2,5:54.0,Defensive rebound by P. Millsap,,37,39
145,2,5:48.0,M. Scott misses 3-pt jump shot from 25 ft,,37,39
146,2,5:47.0,,Defensive rebound by A. Anderson,37,39
147,2,5:37.0,,Brooklyn full timeout,37,39
148,2,5:37.0,A. Horford enters the game for K. Bazemore,,37,39
149,2,5:37.0,K. Korver enters the game for P. Millsap,,37,39
150,2,5:37.0,,T. Young enters the game for A. Anderson,37,39
151,2,5:28.0,,T. Young makes 2-pt layup from 1 ft (assist by B. Lopez),37,41
152,2,5:08.0,K. Korver misses 3-pt jump shot from 25 ft,,37,41
153,2,5:06.0,Offensive rebound by M. Scott,,37,41
154,2,4:56.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Teague),,40,41
155,2,4:38.0,,J. Johnson makes 2-pt jump shot from 16 ft,40,43
156,2,4:13.0,M. Scott misses 2-pt layup from 3 ft,,40,43
157,2,4:11.0,,Defensive rebound by T. Young,40,43
158,2,3:47.0,,J. Johnson misses 2-pt jump shot from 19 ft,40,43
159,2,3:46.0,Defensive rebound by A. Horford,,40,43
160,2,3:38.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Teague),,43,43
161,2,3:17.0,,J. Jack misses 3-pt jump shot from 23 ft,43,43
162,2,3:15.0,Defensive rebound by M. Scott,,43,43
163,2,3:09.0,A. Horford misses 2-pt jump shot from 14 ft,,43,43
164,2,3:07.0,Offensive rebound by D. Carroll,,43,43
165,2,3:02.0,D. Carroll misses 2-pt jump shot from 20 ft (block by J. Jack),,43,43
166,2,3:00.0,,Defensive rebound by T. Young,43,43
167,2,2:57.0,,Turnover by J. Jack (bad pass; steal by J. Teague),43,43
168,2,2:48.0,M. Scott makes 3-pt jump shot from 23 ft (assist by D. Carroll),,46,43
169,2,2:44.0,,Brooklyn full timeout,46,43
170,2,2:44.0,Official timeout,,46,43
171,2,2:44.0,,B. Bogdanović enters the game for J. Jack,46,43
172,2,2:44.0,P. Millsap enters the game for M. Scott,,46,43
173,2,2:24.0,,B. Lopez misses 2-pt jump shot from 20 ft,46,43
174,2,2:23.0,Defensive rebound by J. Teague,,46,43
175,2,2:08.0,P. Millsap misses 3-pt jump shot from 25 ft,,46,43
176,2,2:07.0,,Defensive rebound by D. Williams,46,43
177,2,1:58.0,,D. Williams misses 3-pt jump shot from 25 ft,46,43
178,2,1:57.0,Defensive rebound by K. Korver,,46,43
179,2,1:37.0,K. Korver misses 2-pt jump shot from 20 ft,,46,43
180,2,1:36.0,,Defensive rebound by J. Johnson,46,43
181,2,1:25.0,,J. Johnson misses 2-pt jump shot from 8 ft,46,43
182,2,1:24.0,Defensive rebound by Team,,46,43
183,2,1:11.0,J. Teague makes 3-pt jump shot from 26 ft,,49,43
184,2,0:50.0,,T. Young misses 2-pt layup from 3 ft,49,43
185,2,0:50.0,,Offensive rebound by B. Lopez,49,43
186,2,0:49.0,,B. Lopez makes 2-pt tip-in from 2 ft,49,45
187,2,0:30.0,D. Carroll misses 2-pt layup from 2 ft (block by B. Lopez),,49,45
188,2,0:28.0,Offensive rebound by D. Carroll,,49,45
189,2,0:28.0,D. Carroll makes 2-pt hook shot from 2 ft,,51,45
190,2,0:03.0,,D. Williams misses 3-pt jump shot from 35 ft,51,45
191,2,0:02.0,Defensive rebound by A. Horford,,51,45
192,2,0:01.0,D. Carroll misses 3-pt jump shot from 29 ft,,51,45
193,2,0:00.0,Offensive rebound by Team,,51,45
194,3,11:45.0,,B. Lopez misses 2-pt jump shot from 10 ft,51,45
195,3,11:44.0,Defensive rebound by J. Teague,,51,45
196,3,11:38.0,J. Teague makes 2-pt layup from 2 ft,,53,45
197,3,11:22.0,,B. Lopez makes 2-pt layup from 1 ft (assist by D. Williams),53,47
198,3,11:09.0,Personal foul by D. Williams (drawn by J. Teague),,53,47
199,3,11:00.0,Shooting foul by B. Lopez (drawn by P. Millsap),,53,47
200,3,11:00.0,P. Millsap makes free throw 1 of 2,,54,47
201,3,11:00.0,P. Millsap misses free throw 2 of 2,,54,47
202,3,10:58.0,,Defensive rebound by B. Lopez,54,47
203,3,10:34.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,54,47
204,3,10:33.0,Defensive rebound by A. Horford,,54,47
205,3,10:22.0,Shooting foul by T. Young (drawn by A. Horford),,54,47
206,3,10:22.0,A. Horford misses free throw 1 of 2,,54,47
207,3,10:22.0,Offensive rebound by Team,,54,47
208,3,10:22.0,A. Horford makes free throw 2 of 2,,55,47
209,3,10:14.0,,D. Williams misses 2-pt layup from 3 ft,55,47
210,3,10:13.0,,Offensive rebound by B. Lopez,55,47
211,3,10:12.0,,B. Lopez makes 2-pt dunk at rim,55,49
212,3,10:06.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,57,49
213,3,10:00.0,,Personal foul by J. Teague (drawn by D. Williams),57,49
214,3,9:50.0,,Shooting foul by A. Horford (drawn by B. Lopez),57,49
215,3,9:50.0,,B. Lopez makes free throw 1 of 2,57,50
216,3,9:50.0,,B. Lopez makes free throw 2 of 2,57,51
217,3,9:36.0,K. Korver misses 3-pt jump shot from 26 ft,,57,51
218,3,9:35.0,Offensive rebound by D. Carroll,,57,51
219,3,9:34.0,D. Carroll makes 2-pt layup from 2 ft,,59,51
220,3,9:12.0,,J. Johnson misses 2-pt jump shot from 5 ft,59,51
221,3,9:11.0,Defensive rebound by P. Millsap,,59,51
222,3,8:57.0,Turnover by J. Teague (lost ball; steal by D. Williams),,59,51
223,3,8:53.0,,B. Bogdanović makes 2-pt dunk at rim (assist by T. Young),59,53
224,3,8:36.0,Turnover by D. Carroll (bad pass; steal by D. Williams),,59,53
225,3,8:32.0,,D. Williams makes 2-pt layup from 2 ft,59,55
226,3,8:17.0,J. Teague misses 2-pt jump shot from 6 ft,,59,55
227,3,8:15.0,Offensive rebound by A. Horford,,59,55
228,3,8:14.0,A. Horford makes 2-pt tip-in from 2 ft,,61,55
229,3,7:56.0,,J. Johnson makes 2-pt jump shot from 19 ft,61,57
230,3,7:38.0,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),,63,57
231,3,7:27.0,,D. Williams makes 2-pt jump shot from 19 ft,63,59
232,3,7:11.0,K. Korver makes 3-pt jump shot from 27 ft (assist by D. Carroll),,66,59
233,3,6:57.0,,D. Williams misses 2-pt jump shot from 19 ft,66,59
234,3,6:55.0,,Offensive rebound by B. Bogdanović,66,59
235,3,6:52.0,,D. Williams misses 3-pt jump shot from 24 ft,66,59
236,3,6:51.0,Defensive rebound by D. Carroll,,66,59
237,3,6:27.0,P. Millsap makes 2-pt jump shot from 12 ft,,68,59
238,3,6:03.0,,Shooting foul by D. Carroll (drawn by J. Johnson),68,59
239,3,6:03.0,,Brooklyn full timeout,68,59
240,3,6:03.0,,J. Johnson makes free throw 1 of 3,68,60
241,3,6:03.0,,J. Johnson makes free throw 2 of 3,68,61
242,3,6:03.0,,J. Johnson makes free throw 3 of 3,68,62
243,3,5:51.0,J. Teague misses 3-pt jump shot from 23 ft,,68,62
244,3,5:49.0,Offensive rebound by D. Carroll,,68,62
245,3,5:35.0,J. Teague misses 2-pt layup from 2 ft (block by B. Lopez),,68,62
246,3,5:33.0,Offensive rebound by P. Millsap,,68,62
247,3,5:31.0,P. Millsap makes 2-pt layup from 2 ft,,70,62
248,3,5:14.0,,J. Johnson misses 3-pt jump shot from 24 ft,70,62
249,3,5:13.0,Defensive rebound by P. Millsap,,70,62
250,3,5:02.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,72,62
251,3,4:50.0,,T. Young misses 2-pt layup from 2 ft,72,62
252,3,4:49.0,,Offensive rebound by B. Lopez,72,62
253,3,4:48.0,,B. Lopez misses 2-pt tip-in from 2 ft,72,62
254,3,4:47.0,Defensive rebound by K. Korver,,72,62
255,3,4:45.0,Turnover by K. Korver (lost ball; steal by T. Young),,72,62
256,3,4:35.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),72,64
257,3,4:18.0,A. Horford makes 2-pt hook shot from 5 ft (assist by J. Teague),,74,64
258,3,4:05.0,,Turnover by D. Williams (bad pass; steal by D. Carroll),74,64
259,3,4:01.0,K. Korver makes 2-pt jump shot from 18 ft (assist by J. Teague),,76,64
260,3,3:58.0,,Brooklyn full timeout,76,64
261,3,3:58.0,K. Bazemore enters the game for K. Korver,,76,64
262,3,3:58.0,P. Antić enters the game for A. Horford,,76,64
263,3,3:58.0,,J. Jack enters the game for D. Williams,76,64
264,3,3:37.0,,J. Johnson misses 3-pt jump shot from 23 ft,76,64
265,3,3:36.0,,Offensive rebound by J. Jack,76,64
266,3,3:30.0,,A. Anderson enters the game for T. Young,76,64
267,3,3:30.0,Loose ball foul by P. Millsap (drawn by B. Lopez),,76,64
268,3,3:22.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Jack),76,67
269,3,3:14.0,J. Teague misses 2-pt jump shot from 15 ft,,76,67
270,3,3:13.0,,Defensive rebound by B. Bogdanović,76,67
271,3,3:08.0,,J. Jack makes 2-pt jump shot from 17 ft,76,69
272,3,3:07.0,Atlanta full timeout,,76,69
273,3,3:07.0,D. Schröder enters the game for J. Teague,,76,69
274,3,2:42.0,D. Schröder makes 2-pt jump shot from 8 ft,,78,69
275,3,2:32.0,,J. Jack misses 2-pt layup from 3 ft (block by P. Antić),78,69
276,3,2:31.0,,Offensive rebound by Team,78,69
277,3,2:28.0,,Turnover by B. Lopez (offensive foul),78,69
278,3,2:28.0,,Offensive foul by B. Lopez (drawn by D. Carroll),78,69
279,3,2:10.0,P. Millsap misses 2-pt jump shot from 5 ft,,78,69
280,3,2:09.0,,Defensive rebound by B. Lopez,78,69
281,3,1:53.0,,A. Anderson makes 2-pt jump shot from 5 ft,78,71
282,3,1:37.0,D. Carroll misses 2-pt hook shot from 7 ft,,78,71
283,3,1:35.0,Offensive rebound by K. Bazemore,,78,71
284,3,1:26.0,Shooting foul by B. Lopez (drawn by D. Schröder),,78,71
285,3,1:26.0,D. Schröder makes free throw 1 of 2,,79,71
286,3,1:26.0,K. Korver enters the game for D. Carroll,,79,71
287,3,1:26.0,A. Horford enters the game for P. Antić,,79,71
288,3,1:26.0,M. Scott enters the game for P. Millsap,,79,71
289,3,1:26.0,,M. Plumlee enters the game for B. Lopez,79,71
290,3,1:26.0,D. Schröder makes free throw 2 of 2,,80,71
291,3,1:25.0,,Personal foul by M. Scott (drawn by M. Plumlee),80,71
292,3,1:25.0,,M. Plumlee misses free throw 1 of 2,80,71
293,3,1:25.0,,Offensive rebound by Team,80,71
294,3,1:25.0,,M. Plumlee misses free throw 2 of 2,80,71
295,3,1:24.0,Defensive rebound by K. Bazemore,,80,71
296,3,1:09.0,Turnover by D. Schröder (bad pass; steal by A. Anderson),,80,71
297,3,1:08.0,,Personal foul by A. Horford (drawn by A. Anderson),80,71
298,3,1:08.0,,A. Anderson makes free throw 1 of 2,80,72
299,3,1:08.0,P. Millsap enters the game for A. Horford,,80,72
300,3,1:08.0,,T. Young enters the game for M. Plumlee,80,72
301,3,1:08.0,,A. Anderson misses free throw 2 of 2,80,72
302,3,1:07.0,Defensive rebound by K. Korver,,80,72
303,3,0:48.0,D. Schröder makes 2-pt layup from 2 ft,,82,72
304,3,0:38.0,,J. Jack misses 3-pt jump shot from 26 ft,82,72
305,3,0:37.0,,Offensive rebound by J. Johnson,82,72
306,3,0:29.0,,A. Anderson misses 3-pt jump shot from 25 ft,82,72
307,3,0:28.0,Defensive rebound by P. Millsap,,82,72
308,3,0:05.0,Turnover by Team (shot clock),,82,72
309,3,0:02.0,,A. Anderson makes 2-pt layup from 2 ft,82,74
310,3,0:02.0,,Shooting foul by K. Bazemore (drawn by A. Anderson),82,74
311,3,0:02.0,,A. Anderson misses free throw 1 of 1,82,74
312,3,0:00.0,,Offensive rebound by Team,82,74
313,4,11:50.0,Personal foul by D. Williams (drawn by K. Bazemore),,82,74
314,4,11:42.0,K. Korver misses 3-pt jump shot from 27 ft,,82,74
315,4,11:41.0,Offensive rebound by M. Scott,,82,74
316,4,11:39.0,M. Scott misses 2-pt layup from 1 ft,,82,74
317,4,11:38.0,,Defensive rebound by B. Bogdanović,82,74
318,4,11:25.0,,D. Williams misses 2-pt layup from 3 ft,82,74
319,4,11:23.0,,Offensive rebound by J. Jack,82,74
320,4,11:11.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),82,77
321,4,10:57.0,Personal foul by T. Young (drawn by P. Millsap),,82,77
322,4,10:46.0,D. Schröder misses 3-pt jump shot from 27 ft,,82,77
323,4,10:45.0,,Defensive rebound by Team,82,77
324,4,10:31.0,,D. Williams makes 2-pt jump shot from 17 ft,82,79
325,4,10:18.0,D. Schröder misses 2-pt layup from 2 ft,,82,79
326,4,10:17.0,Offensive rebound by M. Scott,,82,79
327,4,10:16.0,M. Scott makes 2-pt layup from 2 ft,,84,79
328,4,10:16.0,D. Carroll enters the game for K. Bazemore,,84,79
329,4,10:16.0,Shooting foul by J. Jack (drawn by M. Scott),,84,79
330,4,10:16.0,M. Scott makes free throw 1 of 1,,85,79
331,4,10:04.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by T. Young),85,82
332,4,9:52.0,,Offensive charge foul by D. Schröder (drawn by A. Anderson),85,82
333,4,9:52.0,Turnover by D. Schröder (offensive foul),,85,82
334,4,9:52.0,A. Horford enters the game for M. Scott,,85,82
335,4,9:52.0,J. Teague enters the game for D. Schröder,,85,82
336,4,9:37.0,,T. Young misses 2-pt layup from 2 ft,85,82
337,4,9:37.0,Defensive rebound by K. Korver,,85,82
338,4,9:29.0,D. Carroll misses 2-pt layup from 2 ft,,85,82
339,4,9:27.0,Offensive rebound by D. Carroll,,85,82
340,4,9:26.0,D. Carroll misses 2-pt layup from 2 ft,,85,82
341,4,9:25.0,,Defensive rebound by Team,85,82
342,4,9:16.0,,A. Anderson makes 3-pt jump shot from 25 ft (assist by D. Williams),85,85
343,4,9:16.0,Atlanta full timeout,,85,85
344,4,9:05.0,K. Korver makes 3-pt jump shot from 27 ft (assist by A. Horford),,88,85
345,4,8:44.0,,Personal foul by D. Carroll (drawn by J. Jack),88,85
346,4,8:32.0,,Turnover by J. Jack (lost ball; steal by P. Millsap),88,85
347,4,8:10.0,P. Millsap misses 3-pt jump shot from 25 ft,,88,85
348,4,8:09.0,,Defensive rebound by B. Bogdanović,88,85
349,4,7:56.0,,D. Williams makes 2-pt layup from 2 ft,88,87
350,4,7:47.0,Personal foul by T. Young (drawn by A. Horford),,88,87
351,4,7:47.0,,B. Lopez enters the game for T. Young,88,87
352,4,7:30.0,P. Millsap misses 2-pt jump shot from 4 ft (block by B. Lopez),,88,87
353,4,7:28.0,,Defensive rebound by A. Anderson,88,87
354,4,7:21.0,,D. Williams makes 3-pt jump shot from 27 ft,88,90
355,4,7:07.0,Turnover by J. Teague (bad pass; steal by J. Jack),,88,90
356,4,7:00.0,,D. Williams makes 3-pt jump shot from 26 ft (assist by J. Jack),88,93
357,4,7:00.0,Atlanta full timeout,,88,93
358,4,6:46.0,D. Carroll misses 2-pt layup from 2 ft,,88,93
359,4,6:45.0,,Defensive rebound by B. Lopez,88,93
360,4,6:26.0,,Shooting foul by A. Horford (drawn by B. Lopez),88,93
361,4,6:26.0,,B. Lopez misses free throw 1 of 2,88,93
362,4,6:26.0,,Offensive rebound by Team,88,93
363,4,6:26.0,,B. Lopez makes free throw 2 of 2,88,94
364,4,6:17.0,Shooting foul by J. Jack (drawn by J. Teague),,88,94
365,4,6:17.0,J. Teague makes free throw 1 of 2,,89,94
366,4,6:17.0,P. Antić enters the game for A. Horford,,89,94
367,4,6:17.0,,J. Johnson enters the game for J. Jack,89,94
368,4,6:17.0,J. Teague misses free throw 2 of 2,,89,94
369,4,6:16.0,Offensive rebound by P. Antić,,89,94
370,4,6:15.0,P. Antić misses 2-pt tip-in from 1 ft,,89,94
371,4,6:14.0,,Defensive rebound by B. Bogdanović,89,94
372,4,5:53.0,,D. Williams misses 2-pt jump shot from 9 ft,89,94
373,4,5:51.0,Defensive rebound by K. Korver,,89,94
374,4,5:40.0,Shooting foul by D. Williams (drawn by J. Teague),,89,94
375,4,5:40.0,Official timeout,,89,94
376,4,5:40.0,J. Teague misses free throw 1 of 2,,89,94
377,4,5:40.0,Offensive rebound by Team,,89,94
378,4,5:40.0,J. Teague makes free throw 2 of 2,,90,94
379,4,5:22.0,,Turnover by D. Williams (bad pass; steal by J. Teague),90,94
380,4,5:07.0,P. Antić makes 3-pt jump shot from 24 ft (assist by K. Korver),,93,94
381,4,4:55.0,,Personal foul by P. Millsap (drawn by B. Lopez),93,94
382,4,4:43.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by A. Anderson),93,97
383,4,4:34.0,J. Teague makes 2-pt layup from 2 ft,,95,97
384,4,4:08.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,95,97
385,4,4:07.0,Defensive rebound by P. Antić,,95,97
386,4,3:57.0,J. Teague makes 2-pt jump shot from 12 ft,,97,97
