,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
35,1,7:20.0,Oklahoma City full timeout,,6,13
36,1,7:01.0,R. Jackson makes 2-pt layup from 2 ft,,8,13
37,1,6:40.0,,K. Garnett misses 2-pt jump shot from 20 ft,8,13
38,1,6:39.0,,Offensive rebound by M. Plumlee,8,13
39,1,6:38.0,,M. Plumlee makes 2-pt tip-in from 1 ft,8,15
40,1,6:25.0,Turnover by P. Jones (lost ball),,8,15
41,1,6:25.0,,J. Jordan enters the game for K. Garnett,8,15
42,1,6:09.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,8,15
43,1,6:08.0,,Offensive rebound by J. Jordan,8,15
44,1,6:07.0,,J. Jordan misses 2-pt hook shot from 3 ft,8,15
45,1,6:06.0,Defensive rebound by S. Ibaka,,8,15
46,1,5:49.0,P. Jones misses 3-pt jump shot from 24 ft,,8,15
47,1,5:48.0,,Defensive rebound by D. Williams,8,15
48,1,5:36.0,,B. Bogdanović makes 2-pt dunk at rim (assist by M. Plumlee),8,17
49,1,5:16.0,S. Ibaka makes 2-pt jump shot from 16 ft,,10,17
50,1,5:02.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),10,19
51,1,4:49.0,Turnover by R. Jackson (lost ball; steal by B. Bogdanović),,10,19
52,1,4:43.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Williams),10,22
53,1,4:35.0,Oklahoma City full timeout,,10,22
54,1,4:35.0,K. Perkins enters the game for S. Adams,,10,22
55,1,4:22.0,K. Perkins misses 2-pt hook shot from 3 ft,,10,22
56,1,4:21.0,,Defensive rebound by M. Plumlee,10,22
57,1,4:01.0,,M. Plumlee makes 2-pt hook shot from 6 ft,10,24
58,1,3:51.0,S. Ibaka misses 2-pt hook shot from 6 ft,,10,24
59,1,3:50.0,Offensive rebound by A. Roberson,,10,24
60,1,3:49.0,A. Roberson misses 2-pt tip-in from 2 ft,,10,24
61,1,3:48.0,Offensive rebound by K. Perkins,,10,24
62,1,3:47.0,Shooting foul by J. Jordan (drawn by K. Perkins),,10,24
63,1,3:47.0,K. Perkins misses free throw 1 of 2,,10,24
64,1,3:47.0,Offensive rebound by Team,,10,24
65,1,3:47.0,,J. Jack enters the game for D. Williams,10,24
66,1,3:47.0,L. Thomas enters the game for P. Jones,,10,24
67,1,3:47.0,K. Perkins misses free throw 2 of 2,,10,24
68,1,3:46.0,Offensive rebound by A. Roberson,,10,24
69,1,3:36.0,R. Jackson misses 2-pt layup from 1 ft,,10,24
70,1,3:34.0,,Defensive rebound by M. Plumlee,10,24
71,1,3:17.0,,M. Plumlee misses 2-pt hook shot from 14 ft,10,24
72,1,3:15.0,Defensive rebound by S. Ibaka,,10,24
73,1,3:07.0,R. Jackson misses 3-pt jump shot from 26 ft,,10,24
74,1,3:06.0,,Defensive rebound by J. Johnson,10,24
75,1,3:00.0,,J. Jack makes 2-pt jump shot from 19 ft (assist by J. Johnson),10,26
76,1,2:45.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Jackson),,13,26
77,1,2:21.0,,M. Plumlee misses 2-pt hook shot from 11 ft,13,26
78,1,2:20.0,Defensive rebound by S. Ibaka,,13,26
79,1,2:11.0,L. Thomas misses 2-pt jump shot from 21 ft,,13,26
80,1,2:10.0,Offensive rebound by K. Perkins,,13,26
81,1,2:07.0,L. Thomas misses 2-pt layup from 2 ft,,13,26
82,1,2:06.0,Offensive rebound by L. Thomas,,13,26
83,1,2:04.0,L. Thomas makes 2-pt layup from 1 ft,,15,26
84,1,1:48.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),15,29
85,1,1:34.0,S. Ibaka misses 2-pt jump shot from 20 ft,,15,29
86,1,1:33.0,,Defensive rebound by M. Plumlee,15,29
87,1,1:28.0,,Personal foul by R. Jackson (drawn by B. Bogdanović),15,29
88,1,1:28.0,,Brooklyn full timeout,15,29
89,1,1:28.0,N. Collison enters the game for S. Ibaka,,15,29
90,1,1:28.0,S. Telfair enters the game for R. Jackson,,15,29
91,1,1:28.0,,M. Teletović enters the game for M. Plumlee,15,29
92,1,1:16.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,15,29
93,1,1:15.0,Defensive rebound by A. Roberson,,15,29
94,1,0:53.0,N. Collison misses 2-pt jump shot from 19 ft (block by M. Teletović),,15,29
95,1,0:52.0,Offensive rebound by Team,,15,29
96,1,0:52.0,Turnover by Team (shot clock),,15,29
97,1,0:41.0,,J. Johnson misses 2-pt jump shot from 6 ft,15,29
98,1,0:40.0,Defensive rebound by S. Telfair,,15,29
99,1,0:34.0,Shooting foul by M. Teletović (drawn by A. Roberson),,15,29
100,1,0:34.0,A. Roberson makes free throw 1 of 2,,16,29
101,1,0:34.0,A. Roberson misses free throw 2 of 2,,16,29
102,1,0:33.0,,Defensive rebound by J. Johnson,16,29
103,1,0:32.0,,Personal foul by A. Roberson (drawn by J. Johnson),16,29
104,1,0:32.0,,J. Johnson misses free throw 1 of 2,16,29
105,1,0:32.0,,Offensive rebound by Team,16,29
106,1,0:32.0,P. Jones enters the game for A. Roberson,,16,29
107,1,0:32.0,,J. Johnson makes free throw 2 of 2,16,30
108,1,0:19.0,Turnover by K. Perkins (lost ball; steal by J. Jordan),,16,30
109,1,0:15.0,,J. Jack makes 2-pt layup from 1 ft,16,32
110,1,0:02.0,S. Telfair makes 3-pt jump shot from 24 ft,,19,32
111,2,11:46.0,P. Jones misses 2-pt layup from 1 ft,,19,32
112,2,11:45.0,Offensive rebound by Team,,19,32
113,2,11:42.0,N. Collison misses 2-pt jump shot from 15 ft,,19,32
114,2,11:41.0,,Defensive rebound by M. Teletović,19,32
115,2,11:21.0,,A. Anderson makes 3-pt jump shot from 23 ft (assist by D. Williams),19,35
116,2,11:11.0,Shooting foul by B. Lopez (drawn by P. Jones),,19,35
117,2,11:11.0,P. Jones makes free throw 1 of 2,,20,35
118,2,11:11.0,,K. Garnett enters the game for B. Lopez,20,35
119,2,11:11.0,P. Jones makes free throw 2 of 2,,21,35
120,2,10:57.0,,K. Garnett misses 2-pt jump shot from 20 ft,21,35
121,2,10:56.0,,Offensive rebound by J. Jack,21,35
122,2,10:50.0,,D. Williams misses 3-pt jump shot from 24 ft,21,35
123,2,10:49.0,Defensive rebound by K. Perkins,,21,35
124,2,10:33.0,S. Telfair misses 3-pt jump shot from 24 ft,,21,35
125,2,10:32.0,,Defensive rebound by K. Garnett,21,35
126,2,10:26.0,,J. Jack misses 2-pt jump shot from 19 ft,21,35
127,2,10:25.0,Defensive rebound by P. Jones,,21,35
128,2,10:08.0,K. Perkins misses 2-pt hook shot from 8 ft,,21,35
129,2,10:07.0,,Defensive rebound by K. Garnett,21,35
130,2,9:47.0,,K. Garnett makes 2-pt jump shot from 13 ft,21,37
131,2,9:30.0,N. Collison misses 3-pt jump shot from 22 ft,,21,37
132,2,9:29.0,,Defensive rebound by M. Teletović,21,37
133,2,9:25.0,,Shooting foul by N. Collison (drawn by D. Williams),21,37
134,2,9:25.0,,D. Williams makes free throw 1 of 2,21,38
135,2,9:25.0,,D. Williams makes free throw 2 of 2,21,39
136,2,9:03.0,L. Thomas misses 2-pt jump shot from 6 ft,,21,39
137,2,9:02.0,,Defensive rebound by K. Garnett,21,39
138,2,8:58.0,,Personal foul by N. Collison (drawn by J. Jack),21,39
139,2,8:58.0,Official timeout,,21,39
140,2,8:58.0,R. Jackson enters the game for L. Thomas,,21,39
141,2,8:47.0,,A. Anderson makes 3-pt jump shot from 25 ft (assist by K. Garnett),21,42
142,2,8:34.0,Personal foul by M. Teletović (drawn by S. Telfair),,21,42
143,2,8:21.0,R. Jackson makes 2-pt jump shot from 4 ft,,23,42
144,2,8:01.0,,A. Anderson makes 2-pt layup from 1 ft,23,44
145,2,7:44.0,Turnover by R. Jackson (bad pass; steal by K. Garnett),,23,44
146,2,7:26.0,,Turnover by M. Teletović (traveling),23,44
147,2,7:26.0,,B. Lopez enters the game for M. Teletović,23,44
148,2,7:15.0,R. Jackson misses 2-pt layup from 1 ft,,23,44
149,2,7:14.0,,Defensive rebound by B. Lopez,23,44
150,2,7:03.0,,B. Lopez misses 2-pt hook shot from 8 ft,23,44
151,2,7:02.0,Defensive rebound by R. Jackson,,23,44
152,2,6:38.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by S. Telfair),,26,44
153,2,6:28.0,,Personal foul by K. Perkins (drawn by D. Williams),26,44
154,2,6:28.0,S. Ibaka enters the game for N. Collison,,26,44
155,2,6:13.0,,K. Garnett misses 2-pt layup from 1 ft,26,44
156,2,6:12.0,Defensive rebound by R. Jackson,,26,44
157,2,6:04.0,P. Jones misses 2-pt jump shot from 9 ft,,26,44
158,2,6:03.0,,Defensive rebound by A. Anderson,26,44
159,2,5:49.0,,D. Williams makes 2-pt layup from 2 ft,26,46
160,2,5:31.0,R. Jackson misses 3-pt jump shot from 24 ft,,26,46
161,2,5:30.0,,Defensive rebound by B. Lopez,26,46
162,2,5:20.0,,B. Lopez misses 2-pt jump shot from 18 ft,26,46
163,2,5:19.0,Defensive rebound by S. Telfair,,26,46
164,2,5:13.0,Oklahoma City full timeout,,26,46
165,2,5:13.0,,J. Johnson enters the game for A. Anderson,26,46
166,2,5:13.0,S. Adams enters the game for K. Perkins,,26,46
167,2,5:00.0,S. Telfair misses 2-pt jump shot from 18 ft,,26,46
168,2,4:59.0,,Defensive rebound by J. Johnson,26,46
169,2,4:44.0,,K. Garnett makes 2-pt jump shot from 15 ft (assist by J. Jack),26,48
170,2,4:32.0,P. Jones makes 2-pt jump shot from 18 ft (assist by R. Jackson),,28,48
171,2,4:16.0,,D. Williams makes 2-pt jump shot from 15 ft,28,50
172,2,3:53.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by P. Jones),,31,50
173,2,3:40.0,,Turnover by K. Garnett (bad pass; steal by S. Adams),31,50
174,2,3:31.0,R. Jackson misses 3-pt jump shot from 24 ft,,31,50
175,2,3:30.0,,Defensive rebound by B. Lopez,31,50
176,2,3:23.0,,B. Lopez misses 2-pt layup from 1 ft,31,50
177,2,3:22.0,,Offensive rebound by B. Lopez,31,50
178,2,3:22.0,,Shooting foul by S. Ibaka (drawn by B. Lopez),31,50
179,2,3:22.0,,B. Lopez makes free throw 1 of 2,31,51
180,2,3:22.0,,B. Bogdanović enters the game for J. Jack,31,51
181,2,3:22.0,,B. Lopez makes free throw 2 of 2,31,52
182,2,3:02.0,S. Telfair misses 3-pt jump shot from 24 ft,,31,52
183,2,3:01.0,Offensive rebound by S. Ibaka,,31,52
184,2,3:00.0,S. Ibaka makes 2-pt dunk at rim,,33,52
185,2,2:43.0,,B. Lopez makes 2-pt dunk at rim (assist by K. Garnett),33,54
186,2,2:43.0,,Shooting foul by P. Jones (drawn by B. Lopez),33,54
187,2,2:43.0,,Brooklyn full timeout,33,54
188,2,2:43.0,,B. Lopez makes free throw 1 of 1,33,55
189,2,2:21.0,P. Jones makes 3-pt jump shot from 26 ft (assist by S. Telfair),,36,55
190,2,2:01.0,,J. Johnson misses 2-pt jump shot from 14 ft,36,55
191,2,2:00.0,Defensive rebound by S. Ibaka,,36,55
192,2,1:45.0,P. Jones misses 3-pt jump shot from 23 ft,,36,55
193,2,1:44.0,,Defensive rebound by K. Garnett,36,55
194,2,1:32.0,,D. Williams misses 3-pt jump shot from 23 ft,36,55
195,2,1:31.0,Defensive rebound by S. Adams,,36,55
196,2,1:24.0,Personal foul by K. Garnett (drawn by S. Ibaka),,36,55
197,2,1:24.0,,A. Anderson enters the game for J. Johnson,36,55
198,2,1:24.0,,M. Plumlee enters the game for K. Garnett,36,55
199,2,1:11.0,S. Ibaka makes 2-pt jump shot from 8 ft,,38,55
200,2,0:56.0,,Turnover by D. Williams (bad pass; steal by S. Ibaka),38,55
201,2,0:50.0,P. Jones makes 2-pt jump shot from 8 ft (assist by R. Jackson),,40,55
202,2,0:38.0,,B. Bogdanović misses 2-pt jump shot from 13 ft (block by S. Ibaka),40,55
203,2,0:37.0,,Offensive rebound by Team,40,55
204,2,0:32.0,,B. Lopez makes 2-pt jump shot from 16 ft (assist by D. Williams),40,57
205,2,0:08.0,S. Telfair misses 3-pt jump shot from 22 ft,,40,57
206,2,0:08.0,Offensive rebound by Team,,40,57
207,2,0:08.0,,J. Jordan enters the game for B. Lopez,40,57
208,2,0:05.0,S. Ibaka misses 2-pt jump shot from 18 ft,,40,57
209,2,0:04.0,,Defensive rebound by B. Bogdanović,40,57
210,2,0:00.0,,M. Plumlee makes 2-pt dunk at rim (assist by B. Bogdanović),40,59
211,3,11:47.0,P. Jones misses 3-pt jump shot from 24 ft,,40,59
212,3,11:46.0,Offensive rebound by Team,,40,59
213,3,11:46.0,,Loose ball foul by K. Garnett (drawn by S. Ibaka),40,59
214,3,11:33.0,R. Jackson makes 2-pt layup from 1 ft,,42,59
215,3,11:14.0,,K. Garnett misses 2-pt jump shot from 17 ft,42,59
216,3,11:13.0,,Offensive rebound by Team,42,59
217,3,11:09.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by J. Johnson),42,61
218,3,11:09.0,,Shooting foul by S. Adams (drawn by B. Lopez),42,61
219,3,11:09.0,,B. Lopez makes free throw 1 of 1,42,62
220,3,10:50.0,P. Jones makes 2-pt jump shot from 10 ft,,44,62
221,3,10:35.0,Violation by S. Ibaka (def goaltending),,44,62
222,3,10:35.0,,J. Johnson makes 2-pt jump shot from 5 ft,44,64
223,3,10:35.0,Technical foul by S. Telfair,,44,64
224,3,10:35.0,,D. Williams makes technical free throw,44,65
225,3,10:21.0,Shooting foul by K. Garnett (drawn by S. Adams),,44,65
226,3,10:21.0,S. Adams misses free throw 1 of 2,,44,65
227,3,10:21.0,Offensive rebound by Team,,44,65
228,3,10:21.0,S. Adams makes free throw 2 of 2,,45,65
229,3,10:02.0,,J. Johnson misses 2-pt jump shot from 22 ft,45,65
230,3,10:01.0,Defensive rebound by S. Adams,,45,65
231,3,9:55.0,Shooting foul by B. Bogdanović (drawn by R. Jackson),,45,65
232,3,9:55.0,R. Jackson makes free throw 1 of 2,,46,65
233,3,9:55.0,R. Jackson makes free throw 2 of 2,,47,65
234,3,9:43.0,,B. Bogdanović misses 3-pt jump shot from 23 ft (block by R. Jackson),47,65
235,3,9:42.0,,Offensive rebound by B. Lopez,47,65
236,3,9:37.0,,B. Lopez makes 2-pt layup from 2 ft,47,67
237,3,9:37.0,,Shooting foul by S. Adams (drawn by B. Lopez),47,67
238,3,9:37.0,,B. Lopez makes free throw 1 of 1,47,68
239,3,9:24.0,Offensive foul by R. Jackson (drawn by B. Bogdanović),,47,68
240,3,9:24.0,Turnover by R. Jackson (offensive foul),,47,68
241,3,9:08.0,,K. Garnett makes 2-pt jump shot from 17 ft (assist by J. Johnson),47,70
242,3,9:02.0,Oklahoma City full timeout,,47,70
243,3,8:47.0,R. Jackson makes 2-pt layup from 2 ft,,49,70
244,3,8:20.0,,D. Williams misses 2-pt jump shot from 17 ft,49,70
245,3,8:20.0,Defensive rebound by P. Jones,,49,70
246,3,8:13.0,,Violation by D. Williams (kicked ball),49,70
247,3,8:03.0,S. Adams makes 2-pt dunk at rim (assist by S. Telfair),,51,70
248,3,7:53.0,,Turnover by J. Johnson (lost ball),51,70
249,3,7:53.0,,J. Jack enters the game for B. Bogdanović,51,70
250,3,7:38.0,Personal foul by K. Garnett (drawn by S. Ibaka),,51,70
251,3,7:38.0,,M. Teletović enters the game for K. Garnett,51,70
252,3,7:22.0,S. Ibaka makes 2-pt jump shot from 21 ft,,53,70
253,3,7:07.0,,M. Teletović misses 3-pt jump shot from 23 ft,53,70
254,3,7:06.0,Defensive rebound by S. Adams,,53,70
255,3,7:00.0,S. Telfair makes 2-pt layup from 2 ft,,55,70
256,3,7:00.0,Violation by Team (delay of game),,55,70
257,3,7:00.0,,Brooklyn full timeout,55,70
258,3,6:49.0,,Offensive foul by D. Williams (drawn by R. Jackson),55,70
259,3,6:49.0,,Turnover by D. Williams (offensive foul),55,70
260,3,6:39.0,Turnover by R. Jackson (lost ball; steal by J. Jack),,55,70
261,3,6:26.0,,Def 3 sec tech foul by S. Adams,55,70
262,3,6:26.0,,D. Williams makes technical free throw,55,71
263,3,6:12.0,,J. Jack misses 2-pt jump shot from 15 ft,55,71
264,3,6:11.0,Defensive rebound by S. Ibaka,,55,71
265,3,6:03.0,S. Telfair makes 2-pt layup from 2 ft,,57,71
266,3,5:41.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by D. Williams),57,74
267,3,5:20.0,S. Telfair makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,60,74
268,3,5:06.0,,Shooting foul by S. Adams (drawn by B. Lopez),60,74
269,3,5:06.0,,B. Lopez makes free throw 1 of 2,60,75
270,3,5:06.0,K. Perkins enters the game for S. Adams,,60,75
271,3,5:06.0,,B. Lopez misses free throw 2 of 2,60,75
272,3,5:05.0,,Offensive rebound by M. Teletović,60,75
273,3,4:51.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),60,77
274,3,4:34.0,Turnover by S. Telfair (bad pass; steal by B. Lopez),,60,77
275,3,4:18.0,,J. Johnson misses 2-pt jump shot from 13 ft,60,77
276,3,4:17.0,Defensive rebound by S. Ibaka,,60,77
277,3,4:04.0,Turnover by S. Ibaka (bad pass; steal by J. Jack),,60,77
278,3,3:57.0,,M. Teletović misses 3-pt jump shot from 25 ft,60,77
279,3,3:56.0,Defensive rebound by S. Ibaka,,60,77
280,3,3:36.0,P. Jones misses 2-pt jump shot from 16 ft,,60,77
281,3,3:35.0,,Defensive rebound by D. Williams,60,77
282,3,3:28.0,,Brooklyn full timeout,60,77
283,3,3:28.0,,M. Plumlee enters the game for B. Lopez,60,77
284,3,3:28.0,L. Thomas enters the game for P. Jones,,60,77
285,3,3:14.0,,J. Jack misses 2-pt jump shot from 12 ft,60,77
286,3,3:13.0,Defensive rebound by R. Jackson,,60,77
287,3,3:04.0,R. Jackson misses 2-pt jump shot from 7 ft,,60,77
288,3,3:03.0,Offensive rebound by R. Jackson,,60,77
289,3,2:59.0,S. Ibaka misses 3-pt jump shot from 24 ft,,60,77
290,3,2:58.0,,Defensive rebound by M. Plumlee,60,77
291,3,2:49.0,,J. Johnson makes 2-pt jump shot from 4 ft,60,79
292,3,2:40.0,Turnover by S. Telfair (bad pass; steal by M. Teletović),,60,79
293,3,2:37.0,,M. Teletović makes 2-pt dunk at rim,60,81
294,3,2:08.0,R. Jackson misses 3-pt jump shot from 25 ft,,60,81
295,3,2:07.0,,Defensive rebound by J. Johnson,60,81
296,3,1:58.0,,M. Teletović misses 3-pt jump shot from 23 ft,60,81
297,3,1:57.0,Defensive rebound by L. Thomas,,60,81
298,3,1:40.0,S. Ibaka makes 2-pt hook shot from 5 ft,,62,81
299,3,1:23.0,,M. Plumlee makes 2-pt layup at rim (assist by M. Teletović),62,83
300,3,1:00.0,L. Thomas misses 2-pt hook shot from 4 ft,,62,83
301,3,1:00.0,,Defensive rebound by J. Johnson,62,83
302,3,0:43.0,,D. Williams misses 3-pt jump shot from 23 ft,62,83
303,3,0:42.0,Defensive rebound by K. Perkins,,62,83
304,3,0:38.0,Turnover by K. Perkins (bad pass; steal by D. Williams),,62,83
305,3,0:37.0,,D. Williams makes 2-pt layup from 1 ft,62,85
306,3,0:31.0,S. Telfair misses 3-pt jump shot from 29 ft,,62,85
307,3,0:29.0,,Defensive rebound by J. Johnson,62,85
308,3,0:08.0,,M. Plumlee misses 2-pt dunk at rim (block by S. Ibaka),62,85
309,3,0:05.0,Defensive rebound by S. Telfair,,62,85
310,3,0:01.0,R. Jackson misses 3-pt jump shot from 25 ft,,62,85
311,3,0:00.0,Offensive rebound by Team,,62,85
312,4,11:44.0,,M. Teletović misses 2-pt layup from 2 ft,62,85
313,4,11:43.0,Defensive rebound by L. Thomas,,62,85
314,4,11:31.0,R. Jackson makes 2-pt layup at rim,,64,85
315,4,11:19.0,,J. Jack misses 2-pt layup from 1 ft,64,85
316,4,11:18.0,,Offensive rebound by M. Plumlee,64,85
317,4,11:17.0,,M. Plumlee misses 2-pt layup from 1 ft,64,85
318,4,11:16.0,Defensive rebound by P. Jones,,64,85
319,4,10:59.0,R. Jackson misses 2-pt jump shot from 4 ft,,64,85
320,4,10:58.0,,Defensive rebound by M. Plumlee,64,85
321,4,10:47.0,,A. Anderson makes 3-pt jump shot from 23 ft (assist by M. Teletović),64,88
322,4,10:24.0,K. Perkins misses 2-pt hook shot from 8 ft,,64,88
323,4,10:23.0,,Defensive rebound by M. Plumlee,64,88
324,4,10:19.0,,Shooting foul by K. Perkins (drawn by D. Williams),64,88
325,4,10:19.0,,D. Williams makes free throw 1 of 2,64,89
326,4,10:19.0,,B. Lopez enters the game for M. Plumlee,64,89
327,4,10:19.0,S. Adams enters the game for K. Perkins,,64,89
328,4,10:19.0,,D. Williams makes free throw 2 of 2,64,90
329,4,10:04.0,Turnover by P. Jones (lost ball; steal by J. Jack),,64,90
330,4,9:58.0,,Personal foul by R. Jackson (drawn by D. Williams),64,90
331,4,9:51.0,,B. Lopez misses 2-pt jump shot from 3 ft,64,90
332,4,9:50.0,Defensive rebound by P. Jones,,64,90
333,4,9:34.0,S. Adams misses 2-pt layup from 1 ft (block by B. Lopez),,64,90
334,4,9:33.0,Offensive rebound by Team,,64,90
335,4,9:30.0,Personal foul by A. Anderson (drawn by P. Jones),,64,90
336,4,9:27.0,L. Thomas misses 2-pt dunk at rim (block by B. Lopez),,64,90
337,4,9:26.0,Offensive rebound by S. Adams,,64,90
338,4,9:20.0,R. Jackson misses 3-pt jump shot from 24 ft,,64,90
339,4,9:18.0,,Defensive rebound by J. Jack,64,90
340,4,9:13.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by D. Williams),64,93
341,4,9:12.0,Oklahoma City full timeout,,64,93
342,4,9:12.0,S. Telfair enters the game for R. Jackson,,64,93
343,4,8:55.0,L. Thomas misses 2-pt jump shot from 18 ft,,64,93
344,4,8:54.0,Offensive rebound by S. Adams,,64,93
345,4,8:53.0,S. Adams misses 2-pt tip-in from 1 ft,,64,93
346,4,8:52.0,,Defensive rebound by D. Williams,64,93
347,4,8:42.0,,A. Anderson makes 2-pt jump shot from 20 ft (assist by D. Williams),64,95
348,4,8:22.0,L. Thomas misses 2-pt jump shot from 20 ft,,64,95
349,4,8:21.0,Offensive rebound by N. Collison,,64,95
350,4,8:16.0,P. Jones makes 3-pt jump shot from 24 ft (assist by S. Telfair),,67,95
351,4,7:57.0,,M. Teletović misses 3-pt jump shot from 26 ft,67,95
352,4,7:56.0,Defensive rebound by S. Telfair,,67,95
353,4,7:50.0,N. Collison makes 2-pt jump shot from 16 ft (assist by S. Telfair),,69,95
354,4,7:27.0,,B. Lopez makes 2-pt hook shot from 10 ft,69,97
355,4,7:27.0,Oklahoma City full timeout,,69,97
356,4,7:27.0,R. Jackson enters the game for P. Jones,,69,97
357,4,7:27.0,,B. Bogdanović enters the game for D. Williams,69,97
358,4,7:10.0,Personal foul by A. Anderson (drawn by R. Jackson),,69,97
359,4,7:04.0,Shooting foul by M. Teletović (drawn by S. Telfair),,69,97
360,4,7:04.0,S. Telfair makes free throw 1 of 2,,70,97
361,4,7:04.0,S. Telfair misses free throw 2 of 2,,70,97
362,4,7:03.0,Offensive rebound by S. Telfair,,70,97
363,4,6:54.0,S. Adams makes 2-pt dunk at rim (assist by S. Telfair),,72,97
364,4,6:38.0,,A. Anderson makes 2-pt layup from 2 ft,72,99
365,4,6:25.0,Def 3 sec tech foul by B. Lopez,,72,99
366,4,6:25.0,R. Jackson makes technical free throw,,73,99
367,4,6:16.0,Turnover by S. Telfair (lost ball; steal by J. Jack),,73,99
368,4,6:12.0,,B. Bogdanović makes 2-pt jump shot from 18 ft,73,101
369,4,6:00.0,S. Adams misses 2-pt hook shot from 4 ft,,73,101
370,4,5:58.0,,Defensive rebound by B. Lopez,73,101
371,4,5:55.0,,Brooklyn full timeout,73,101
372,4,5:55.0,,M. Plumlee enters the game for B. Lopez,73,101
373,4,5:42.0,,A. Anderson misses 2-pt jump shot from 15 ft,73,101
374,4,5:41.0,Defensive rebound by S. Adams,,73,101
375,4,5:30.0,Turnover by R. Jackson (bad pass; steal by B. Bogdanović),,73,101
376,4,5:17.0,,A. Anderson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),73,104
377,4,5:03.0,N. Collison misses 2-pt jump shot from 17 ft,,73,104
378,4,5:02.0,,Defensive rebound by B. Bogdanović,73,104
379,4,4:51.0,,B. Bogdanović makes 2-pt layup from 3 ft,73,106
380,4,4:41.0,Personal foul by J. Jack (drawn by S. Telfair),,73,106
381,4,4:41.0,,S. Karasev enters the game for M. Teletović,73,106
382,4,4:41.0,,A. Kirilenko enters the game for J. Jack,73,106
383,4,4:41.0,,J. Jordan enters the game for M. Plumlee,73,106
384,4,4:41.0,,J. Gutiérrez enters the game for A. Anderson,73,106
385,4,4:32.0,L. Thomas misses 2-pt jump shot from 16 ft,,73,106
