,QUARTER,TIME_REMAINING,DALLAS_ACTION,MINNESOTA_ACTION,DALLAS_SCORE,MINNESOTA_SCORE
45,1,5:18.0,,Minnesota full timeout,15,11
46,1,5:18.0,D. Powell enters the game for D. Nowitzki,,15,11
47,1,5:18.0,D. Harris enters the game for R. Rondo,,15,11
48,1,5:18.0,R. Jefferson enters the game for T. Chandler,,15,11
49,1,5:00.0,,A. Wiggins makes 2-pt dunk at rim,15,13
50,1,4:46.0,C. Parsons misses 2-pt jump shot from 15 ft,,15,13
51,1,4:45.0,,Defensive rebound by T. Young,15,13
52,1,4:40.0,,Turnover by M. Williams (bad pass; steal by M. Ellis),15,13
53,1,4:30.0,R. Jefferson misses 3-pt jump shot from 24 ft,,15,13
54,1,4:29.0,,Defensive rebound by R. Hummel,15,13
55,1,4:15.0,,A. Wiggins misses 3-pt jump shot from 25 ft,15,13
56,1,4:14.0,Defensive rebound by D. Harris,,15,13
57,1,3:56.0,C. Parsons makes 2-pt layup from 2 ft,,17,13
58,1,3:31.0,,A. Wiggins misses 2-pt jump shot from 9 ft,17,13
59,1,3:30.0,,Offensive rebound by G. Dieng,17,13
60,1,3:27.0,,G. Dieng makes 2-pt layup at rim,17,15
61,1,3:18.0,Shooting foul by R. Hummel (drawn by R. Jefferson),,17,15
62,1,3:18.0,R. Jefferson misses free throw 1 of 2,,17,15
63,1,3:18.0,Offensive rebound by Team,,17,15
64,1,3:18.0,,N. Peković enters the game for G. Dieng,17,15
65,1,3:18.0,,C. Budinger enters the game for R. Hummel,17,15
66,1,3:18.0,R. Jefferson misses free throw 2 of 2,,17,15
67,1,3:18.0,,Defensive rebound by C. Budinger,17,15
68,1,3:03.0,,N. Peković makes 2-pt hook shot from 4 ft (assist by T. Young),17,17
69,1,2:51.0,M. Ellis misses 2-pt jump shot from 14 ft,,17,17
70,1,2:50.0,,Defensive rebound by C. Budinger,17,17
71,1,2:37.0,,Shooting foul by D. Powell (drawn by N. Peković),17,17
72,1,2:37.0,Dallas full timeout,,17,17
73,1,2:37.0,T. Chandler enters the game for C. Parsons,,17,17
74,1,2:37.0,,N. Peković makes free throw 1 of 2,17,18
75,1,2:37.0,,N. Peković makes free throw 2 of 2,17,19
76,1,2:28.0,M. Ellis misses 2-pt layup from 2 ft (block by C. Budinger),,17,19
77,1,2:27.0,Offensive rebound by Team,,17,19
78,1,2:13.0,M. Ellis makes 2-pt layup from 4 ft,,19,19
79,1,1:57.0,,T. Young makes 2-pt layup from 2 ft,19,21
80,1,1:40.0,R. Jefferson misses 3-pt jump shot from 23 ft,,19,21
81,1,1:39.0,,Defensive rebound by T. Young,19,21
82,1,1:24.0,,N. Peković misses 2-pt layup at rim,19,21
83,1,1:23.0,Defensive rebound by R. Jefferson,,19,21
84,1,1:15.0,R. Jefferson makes 2-pt jump shot from 11 ft (assist by M. Ellis),,21,21
85,1,0:55.0,,C. Budinger misses 2-pt layup from 1 ft,21,21
86,1,0:54.0,,Offensive rebound by A. Wiggins,21,21
87,1,0:48.0,,Turnover by Team (shot clock),21,21
88,1,0:48.0,,A. Bennett enters the game for T. Young,21,21
89,1,0:48.0,R. Rondo enters the game for M. Ellis,,21,21
90,1,0:48.0,D. Nowitzki enters the game for D. Powell,,21,21
91,1,0:34.0,D. Harris misses 3-pt jump shot from 25 ft,,21,21
92,1,0:33.0,,Defensive rebound by C. Budinger,21,21
93,1,0:13.0,,A. Wiggins misses 3-pt jump shot from 23 ft,21,21
94,1,0:12.0,Defensive rebound by R. Jefferson,,21,21
95,1,0:05.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by R. Rondo),,24,21
96,1,0:00.0,,M. Williams misses 3-pt jump shot from 46 ft,24,21
97,1,0:00.0,,Offensive rebound by Team,24,21
98,2,11:43.0,T. Chandler makes 2-pt dunk at rim (assist by D. Harris),,26,21
99,2,11:41.0,,Turnover by N. Peković (inbound),26,21
100,2,11:31.0,D. Harris makes 3-pt jump shot from 23 ft (assist by R. Jefferson),,29,21
101,2,11:07.0,,N. Peković makes 2-pt jump shot from 5 ft (assist by M. Williams),29,23
102,2,10:53.0,R. Rondo misses 2-pt jump shot from 5 ft,,29,23
103,2,10:52.0,,Defensive rebound by C. Budinger,29,23
104,2,10:41.0,,A. Bennett misses 2-pt jump shot from 14 ft,29,23
105,2,10:40.0,Defensive rebound by D. Harris,,29,23
106,2,10:34.0,D. Harris makes 3-pt jump shot from 25 ft (assist by R. Rondo),,32,23
107,2,10:12.0,,A. Wiggins misses 2-pt jump shot from 9 ft,32,23
108,2,10:11.0,Defensive rebound by R. Rondo,,32,23
109,2,10:01.0,R. Rondo misses 2-pt jump shot from 7 ft,,32,23
110,2,10:00.0,,Defensive rebound by N. Peković,32,23
111,2,9:48.0,,N. Peković misses 2-pt jump shot from 5 ft,32,23
112,2,9:47.0,,Offensive rebound by A. Wiggins,32,23
113,2,9:47.0,,Shooting foul by D. Harris (drawn by A. Wiggins),32,23
114,2,9:47.0,,A. Wiggins makes free throw 1 of 2,32,24
115,2,9:47.0,J. Barea enters the game for D. Harris,,32,24
116,2,9:47.0,,Z. LaVine enters the game for M. Williams,32,24
117,2,9:47.0,,A. Wiggins makes free throw 2 of 2,32,25
118,2,9:32.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,32,25
119,2,9:31.0,,Defensive rebound by A. Wiggins,32,25
120,2,9:10.0,,A. Bennett makes 2-pt dunk at rim (assist by C. Budinger),32,27
121,2,8:58.0,Offensive foul by R. Rondo (drawn by A. Bennett),,32,27
122,2,8:58.0,Turnover by R. Rondo (offensive foul),,32,27
123,2,8:58.0,,Minnesota full timeout,32,27
124,2,8:58.0,,R. Hummel enters the game for A. Wiggins,32,27
125,2,8:58.0,,T. Daniels enters the game for C. Budinger,32,27
126,2,8:58.0,A. Aminu enters the game for R. Jefferson,,32,27
127,2,8:35.0,,T. Daniels misses 3-pt jump shot from 24 ft,32,27
128,2,8:33.0,Defensive rebound by A. Aminu,,32,27
129,2,8:33.0,Turnover by A. Aminu (lost ball; steal by R. Hummel),,32,27
130,2,8:23.0,,A. Bennett misses 2-pt jump shot from 20 ft,32,27
131,2,8:21.0,,Offensive rebound by T. Daniels,32,27
132,2,8:08.0,,T. Daniels misses 2-pt jump shot from 20 ft,32,27
133,2,8:07.0,,Offensive rebound by Team,32,27
134,2,8:07.0,Loose ball foul by T. Chandler (drawn by R. Hummel),,32,27
135,2,7:59.0,,N. Peković misses 2-pt jump shot from 4 ft,32,27
136,2,7:57.0,Defensive rebound by D. Nowitzki,,32,27
137,2,7:39.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),,34,27
138,2,7:11.0,,Z. LaVine misses 3-pt jump shot from 26 ft,34,27
139,2,7:09.0,Defensive rebound by T. Chandler,,34,27
140,2,6:56.0,Shooting foul by A. Bennett (drawn by D. Nowitzki),,34,27
141,2,6:56.0,D. Nowitzki makes free throw 1 of 2,,35,27
142,2,6:56.0,,G. Dieng enters the game for N. Peković,35,27
143,2,6:56.0,,T. Young enters the game for A. Bennett,35,27
144,2,6:56.0,D. Powell enters the game for T. Chandler,,35,27
145,2,6:56.0,M. Ellis enters the game for R. Rondo,,35,27
146,2,6:56.0,D. Nowitzki makes free throw 2 of 2,,36,27
147,2,6:37.0,,T. Young misses 2-pt jump shot from 8 ft,36,27
148,2,6:35.0,Defensive rebound by D. Nowitzki,,36,27
149,2,6:32.0,Shooting foul by Z. LaVine (drawn by J. Barea),,36,27
150,2,6:32.0,J. Barea misses free throw 1 of 2,,36,27
151,2,6:32.0,Offensive rebound by Team,,36,27
152,2,6:32.0,C. Parsons enters the game for D. Nowitzki,,36,27
153,2,6:32.0,J. Barea makes free throw 2 of 2,,37,27
154,2,6:13.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Young),37,30
155,2,6:03.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by J. Barea),,40,30
156,2,5:48.0,,T. Daniels misses 2-pt jump shot from 13 ft,40,30
157,2,5:46.0,,Offensive rebound by T. Young,40,30
158,2,5:46.0,,T. Young makes 2-pt tip-in at rim,40,32
159,2,5:34.0,D. Powell makes 2-pt jump shot from 16 ft (assist by J. Barea),,42,32
160,2,5:11.0,,T. Young misses 2-pt hook shot from 9 ft,42,32
161,2,5:10.0,Defensive rebound by D. Powell,,42,32
162,2,5:04.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Barea),,45,32
163,2,5:02.0,,Minnesota full timeout,45,32
164,2,5:02.0,,M. Williams enters the game for Z. LaVine,45,32
165,2,5:02.0,,A. Wiggins enters the game for T. Daniels,45,32
166,2,4:51.0,,Turnover by A. Wiggins (lost ball; steal by J. Barea),45,32
167,2,4:46.0,C. Parsons makes 2-pt dunk at rim (assist by J. Barea),,47,32
168,2,4:20.0,,Turnover by M. Williams (step out of bounds),47,32
169,2,4:04.0,Turnover by M. Ellis (lost ball),,47,32
170,2,3:47.0,,A. Wiggins makes 2-pt layup at rim,47,34
171,2,3:36.0,C. Parsons makes 2-pt jump shot from 5 ft,,49,34
172,2,3:16.0,,M. Williams misses 2-pt jump shot from 18 ft,49,34
173,2,3:15.0,Defensive rebound by D. Powell,,49,34
174,2,3:07.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by J. Barea),,52,34
175,2,2:53.0,Violation by D. Powell (kicked ball),,52,34
176,2,2:53.0,Dallas full timeout,,52,34
177,2,2:53.0,,N. Peković enters the game for G. Dieng,52,34
178,2,2:53.0,T. Chandler enters the game for D. Powell,,52,34
179,2,2:39.0,,T. Young makes 2-pt jump shot from 19 ft,52,36
180,2,2:27.0,J. Barea misses 2-pt jump shot from 10 ft,,52,36
181,2,2:25.0,,Defensive rebound by T. Young,52,36
182,2,2:17.0,,T. Young misses 3-pt jump shot from 24 ft,52,36
183,2,2:16.0,,Offensive rebound by R. Hummel,52,36
184,2,2:02.0,,M. Williams misses 2-pt jump shot from 13 ft,52,36
185,2,2:01.0,Defensive rebound by C. Parsons,,52,36
186,2,1:55.0,C. Parsons misses 2-pt layup from 2 ft,,52,36
187,2,1:54.0,Offensive rebound by A. Aminu,,52,36
188,2,1:54.0,A. Aminu misses 2-pt tip-in at rim,,52,36
189,2,1:52.0,Offensive rebound by A. Aminu,,52,36
190,2,1:42.0,C. Parsons misses 3-pt jump shot from 25 ft,,52,36
191,2,1:41.0,Offensive rebound by A. Aminu,,52,36
192,2,1:38.0,A. Aminu misses 2-pt jump shot from 5 ft,,52,36
193,2,1:36.0,Offensive rebound by A. Aminu,,52,36
194,2,1:35.0,A. Aminu makes 2-pt layup from 1 ft,,54,36
195,2,1:20.0,,N. Peković misses 2-pt jump shot from 4 ft (block by C. Parsons),54,36
196,2,1:18.0,Defensive rebound by J. Barea,,54,36
197,2,1:05.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by J. Barea),,57,36
198,2,0:47.0,,A. Wiggins makes 2-pt dunk at rim (assist by T. Young),57,38
199,2,0:32.0,Shooting foul by A. Wiggins (drawn by J. Barea),,57,38
200,2,0:32.0,J. Barea makes free throw 1 of 2,,58,38
201,2,0:32.0,,C. Budinger enters the game for R. Hummel,58,38
202,2,0:32.0,,T. Daniels enters the game for A. Wiggins,58,38
203,2,0:32.0,J. Barea makes free throw 2 of 2,,59,38
204,2,0:09.0,,C. Budinger misses 3-pt jump shot from 25 ft,59,38
205,2,0:08.0,,Offensive rebound by T. Young,59,38
206,2,0:05.0,,C. Budinger misses 2-pt jump shot from 9 ft (block by T. Chandler),59,38
207,2,0:01.0,,Offensive rebound by Team,59,38
208,2,0:01.0,,Minnesota full timeout,59,38
209,2,0:00.0,,N. Peković misses 2-pt jump shot from 6 ft,59,38
210,2,0:00.0,,Offensive rebound by Team,59,38
211,3,11:40.0,R. Rondo misses 2-pt jump shot from 16 ft,,59,38
212,3,11:39.0,,Defensive rebound by T. Young,59,38
213,3,11:15.0,,M. Williams misses 2-pt jump shot from 19 ft,59,38
214,3,11:14.0,,Offensive rebound by Team,59,38
215,3,11:14.0,Loose ball foul by M. Ellis (drawn by A. Wiggins),,59,38
216,3,11:05.0,,A. Wiggins misses 2-pt jump shot from 17 ft,59,38
217,3,11:04.0,Defensive rebound by T. Chandler,,59,38
218,3,10:51.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by R. Rondo),,61,38
219,3,10:28.0,,G. Dieng misses 2-pt jump shot from 5 ft,61,38
220,3,10:27.0,Defensive rebound by D. Nowitzki,,61,38
221,3,10:06.0,M. Ellis misses 3-pt jump shot from 24 ft,,61,38
222,3,10:04.0,Offensive rebound by Team,,61,38
223,3,10:04.0,Turnover by Team (shot clock),,61,38
224,3,9:51.0,,T. Young misses 2-pt jump shot from 5 ft,61,38
225,3,9:50.0,,Offensive rebound by G. Dieng,61,38
226,3,9:41.0,,M. Williams misses 2-pt jump shot from 5 ft,61,38
227,3,9:40.0,,Offensive rebound by G. Dieng,61,38
228,3,9:36.0,,G. Dieng misses 2-pt jump shot from 3 ft,61,38
229,3,9:35.0,Defensive rebound by D. Nowitzki,,61,38
230,3,9:23.0,M. Ellis misses 3-pt jump shot from 23 ft,,61,38
231,3,9:22.0,,Defensive rebound by R. Hummel,61,38
232,3,9:05.0,,T. Young misses 2-pt jump shot from 5 ft,61,38
233,3,9:04.0,Defensive rebound by T. Chandler,,61,38
234,3,9:02.0,Turnover by R. Rondo (bad pass; steal by R. Hummel),,61,38
235,3,8:56.0,,A. Wiggins makes 2-pt jump shot from 11 ft (assist by T. Young),61,40
236,3,8:35.0,R. Rondo misses 3-pt jump shot from 23 ft,,61,40
237,3,8:34.0,,Defensive rebound by T. Young,61,40
238,3,8:28.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by M. Williams),61,42
239,3,8:09.0,Shooting foul by R. Hummel (drawn by T. Chandler),,61,42
240,3,8:09.0,T. Chandler misses free throw 1 of 2,,61,42
241,3,8:09.0,Offensive rebound by Team,,61,42
242,3,8:09.0,T. Chandler makes free throw 2 of 2,,62,42
243,3,7:49.0,,A. Wiggins misses 2-pt jump shot from 12 ft,62,42
244,3,7:48.0,,Offensive rebound by T. Young,62,42
245,3,7:42.0,,M. Williams misses 3-pt jump shot from 24 ft,62,42
246,3,7:42.0,,Offensive rebound by Team,62,42
247,3,7:42.0,Loose ball foul by R. Rondo (drawn by A. Wiggins),,62,42
248,3,7:42.0,D. Powell enters the game for T. Chandler,,62,42
249,3,7:35.0,,R. Hummel makes 3-pt jump shot from 22 ft (assist by A. Wiggins),62,45
250,3,7:17.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Powell),,65,45
251,3,7:02.0,,M. Williams misses 2-pt jump shot from 20 ft,65,45
252,3,7:01.0,Defensive rebound by D. Powell,,65,45
253,3,6:54.0,R. Rondo makes 2-pt layup from 2 ft,,67,45
254,3,6:37.0,,T. Young misses 2-pt layup from 2 ft,67,45
255,3,6:36.0,Defensive rebound by D. Powell,,67,45
256,3,6:28.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by M. Ellis),,70,45
257,3,6:28.0,,Minnesota full timeout,70,45
258,3,6:28.0,A. Aminu enters the game for D. Nowitzki,,70,45
259,3,6:11.0,,Def 3 sec tech foul by D. Powell,70,45
260,3,6:11.0,,M. Williams makes technical free throw,70,46
261,3,5:57.0,,M. Williams misses 3-pt jump shot from 26 ft,70,46
262,3,5:56.0,Defensive rebound by Team,,70,46
263,3,5:33.0,M. Ellis misses 2-pt jump shot from 20 ft,,70,46
264,3,5:31.0,,Defensive rebound by Team,70,46
265,3,5:14.0,,M. Williams makes 2-pt jump shot from 16 ft (assist by T. Young),70,48
266,3,4:55.0,Turnover by C. Parsons (bad pass; steal by A. Wiggins),,70,48
267,3,4:45.0,,Turnover by G. Dieng (bad pass; steal by M. Ellis),70,48
268,3,4:42.0,,Z. LaVine enters the game for R. Hummel,70,48
269,3,4:36.0,M. Ellis misses 2-pt jump shot from 17 ft,,70,48
270,3,4:35.0,Offensive rebound by D. Powell,,70,48
271,3,4:27.0,Shooting block foul by T. Young (drawn by M. Ellis),,70,48
272,3,4:27.0,M. Ellis misses free throw 1 of 2,,70,48
273,3,4:27.0,Offensive rebound by Team,,70,48
274,3,4:27.0,M. Ellis makes free throw 2 of 2,,71,48
275,3,4:03.0,,Shooting foul by R. Rondo (drawn by A. Wiggins),71,48
276,3,4:03.0,,A. Wiggins misses free throw 1 of 2,71,48
277,3,4:03.0,,Offensive rebound by Team,71,48
278,3,4:03.0,T. Chandler enters the game for D. Powell,,71,48
279,3,4:03.0,,N. Peković enters the game for G. Dieng,71,48
280,3,4:03.0,,A. Wiggins makes free throw 2 of 2,71,49
281,3,3:48.0,T. Chandler makes 2-pt layup from 1 ft (assist by C. Parsons),,73,49
282,3,3:37.0,,Personal foul by R. Rondo (drawn by A. Wiggins),73,49
283,3,3:37.0,D. Harris enters the game for R. Rondo,,73,49
284,3,3:31.0,,A. Wiggins makes 2-pt jump shot from 5 ft (assist by Z. LaVine),73,51
285,3,3:05.0,C. Parsons misses 3-pt jump shot from 24 ft,,73,51
286,3,3:04.0,,Defensive rebound by Z. LaVine,73,51
287,3,2:56.0,,N. Peković makes 2-pt layup at rim (assist by Z. LaVine),73,53
288,3,2:32.0,M. Ellis makes 2-pt layup from 2 ft,,75,53
289,3,2:12.0,,N. Peković misses 2-pt jump shot from 5 ft,75,53
290,3,2:11.0,Defensive rebound by T. Chandler,,75,53
291,3,1:58.0,A. Aminu misses 2-pt jump shot from 17 ft,,75,53
292,3,1:57.0,,Defensive rebound by Team,75,53
293,3,1:57.0,Dallas full timeout,,75,53
294,3,1:57.0,D. Nowitzki enters the game for C. Parsons,,75,53
295,3,1:40.0,,Turnover by M. Williams (bad pass; steal by M. Ellis),75,53
296,3,1:19.0,A. Aminu misses 3-pt jump shot from 25 ft,,75,53
297,3,1:17.0,,Defensive rebound by Team,75,53
298,3,0:58.0,,N. Peković makes 2-pt jump shot from 6 ft (assist by Z. LaVine),75,55
299,3,0:37.0,M. Ellis misses 3-pt jump shot from 22 ft,,75,55
300,3,0:35.0,,Defensive rebound by N. Peković,75,55
301,3,0:22.0,,M. Williams makes 2-pt jump shot from 21 ft (assist by T. Young),75,57
302,3,0:02.0,M. Ellis misses 2-pt jump shot from 20 ft,,75,57
303,3,0:01.0,,Defensive rebound by A. Wiggins,75,57
304,4,11:37.0,,T. Daniels misses 2-pt jump shot from 10 ft (block by T. Chandler),75,57
305,4,11:36.0,,Offensive rebound by T. Young,75,57
306,4,11:36.0,,Turnover by Team (shot clock),75,57
307,4,11:19.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by D. Harris),,78,57
308,4,10:58.0,,Z. LaVine makes 2-pt jump shot from 19 ft,78,59
309,4,10:47.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,78,59
310,4,10:46.0,,Defensive rebound by N. Peković,78,59
311,4,10:36.0,,Z. LaVine misses 2-pt jump shot from 16 ft,78,59
312,4,10:35.0,Defensive rebound by D. Nowitzki,,78,59
313,4,10:18.0,J. Barea misses 2-pt jump shot from 4 ft,,78,59
314,4,10:17.0,,Defensive rebound by N. Peković,78,59
315,4,9:59.0,,T. Daniels misses 3-pt jump shot from 26 ft,78,59
316,4,9:58.0,Defensive rebound by J. Barea,,78,59
317,4,9:45.0,J. Barea makes 2-pt layup from 1 ft,,80,59
318,4,9:45.0,,Minnesota full timeout,80,59
319,4,9:45.0,,A. Bennett enters the game for T. Young,80,59
320,4,9:26.0,,T. Daniels misses 2-pt jump shot from 20 ft,80,59
321,4,9:24.0,Defensive rebound by R. Jefferson,,80,59
322,4,9:17.0,Turnover by D. Harris (traveling),,80,59
323,4,8:55.0,,A. Wiggins makes 2-pt jump shot from 19 ft,80,61
324,4,8:33.0,J. Barea misses 3-pt jump shot from 24 ft,,80,61
325,4,8:31.0,,Defensive rebound by A. Bennett,80,61
326,4,8:27.0,Offensive charge foul by Z. LaVine (drawn by D. Harris),,80,61
327,4,8:27.0,,Turnover by Z. LaVine (offensive foul),80,61
328,4,8:09.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by J. Barea),,82,61
329,4,7:43.0,,A. Bennett misses 2-pt jump shot from 8 ft,82,61
330,4,7:43.0,,Offensive rebound by Team,82,61
331,4,7:43.0,D. Powell enters the game for D. Nowitzki,,82,61
332,4,7:35.0,,Turnover by A. Bennett (bad pass; steal by R. Jefferson),82,61
333,4,7:25.0,T. Chandler makes 2-pt jump shot from 19 ft (assist by R. Jefferson),,84,61
334,4,6:59.0,,T. Daniels makes 2-pt jump shot from 18 ft (assist by A. Wiggins),84,63
335,4,6:57.0,Dallas full timeout,,84,63
336,4,6:57.0,G. Smith enters the game for T. Chandler,,84,63
337,4,6:46.0,D. Powell makes 2-pt jump shot from 14 ft (assist by J. Barea),,86,63
338,4,6:29.0,,N. Peković makes 2-pt jump shot from 12 ft (assist by T. Daniels),86,65
339,4,6:19.0,D. Harris misses 2-pt jump shot from 18 ft,,86,65
340,4,6:18.0,,Defensive rebound by T. Daniels,86,65
341,4,6:07.0,,A. Wiggins misses 3-pt jump shot from 24 ft,86,65
342,4,6:06.0,Defensive rebound by D. Harris,,86,65
343,4,5:45.0,R. Jefferson misses 2-pt jump shot from 15 ft,,86,65
344,4,5:44.0,Offensive rebound by D. Powell,,86,65
345,4,5:36.0,Personal foul by A. Bennett (drawn by D. Powell),,86,65
346,4,5:36.0,R. Felton enters the game for D. Harris,,86,65
347,4,5:19.0,J. Barea makes 2-pt jump shot from 3 ft,,88,65
348,4,5:05.0,,Shooting foul by G. Smith (drawn by N. Peković),88,65
349,4,5:05.0,,N. Peković makes free throw 1 of 2,88,66
350,4,5:05.0,,N. Peković makes free throw 2 of 2,88,67
351,4,4:53.0,Turnover by D. Powell (bad pass; steal by A. Wiggins),,88,67
352,4,4:49.0,,Turnover by T. Daniels (bad pass; steal by R. Felton),88,67
353,4,4:43.0,G. Smith makes 2-pt dunk at rim (assist by R. Felton),,90,67
354,4,4:26.0,,A. Wiggins misses 2-pt layup from 1 ft,90,67
355,4,4:25.0,,Offensive rebound by A. Bennett,90,67
356,4,4:25.0,,A. Bennett misses 2-pt tip-in from 1 ft,90,67
357,4,4:25.0,Defensive rebound by G. Smith,,90,67
358,4,4:25.0,Dallas full timeout,,90,67
359,4,4:25.0,C. Villanueva enters the game for R. Jefferson,,90,67
360,4,4:25.0,,G. Dieng enters the game for N. Peković,90,67
361,4,4:25.0,,G. Robinson enters the game for A. Wiggins,90,67
362,4,4:13.0,C. Villanueva makes 2-pt jump shot from 19 ft (assist by G. Smith),,92,67
363,4,3:56.0,,A. Bennett makes 2-pt jump shot from 14 ft (assist by Z. LaVine),92,69
364,4,3:37.0,D. Powell makes 2-pt layup at rim (assist by J. Barea),,94,69
365,4,3:21.0,,Shooting foul by D. Powell (drawn by A. Bennett),94,69
366,4,3:21.0,,A. Bennett makes free throw 1 of 2,94,70
367,4,3:21.0,,A. Bennett makes free throw 2 of 2,94,71
368,4,3:06.0,R. Felton misses 3-pt jump shot from 24 ft,,94,71
369,4,3:05.0,,Defensive rebound by G. Robinson,94,71
370,4,3:04.0,,Personal foul by D. Powell (drawn by G. Robinson),94,71
371,4,2:55.0,,Shooting foul by C. Villanueva (drawn by A. Bennett),94,71
372,4,2:55.0,,A. Bennett misses free throw 1 of 2,94,71
373,4,2:55.0,,Offensive rebound by Team,94,71
374,4,2:55.0,,A. Bennett misses free throw 2 of 2,94,71
375,4,2:55.0,Defensive rebound by D. Powell,,94,71
376,4,2:45.0,C. Villanueva misses 3-pt jump shot from 25 ft,,94,71
377,4,2:43.0,,Defensive rebound by T. Daniels,94,71
378,4,2:32.0,,G. Robinson misses 2-pt jump shot from 16 ft,94,71
379,4,2:30.0,,Offensive rebound by G. Dieng,94,71
380,4,2:23.0,,A. Bennett misses 2-pt jump shot from 16 ft,94,71
381,4,2:22.0,Defensive rebound by D. Powell,,94,71
382,4,2:18.0,Turnover by G. Smith (step out of bounds),,94,71
383,4,2:18.0,,Minnesota full timeout,94,71
384,4,2:00.0,,G. Robinson misses 2-pt jump shot from 3 ft,94,71
385,4,1:58.0,Defensive rebound by D. Powell,,94,71
386,4,1:44.0,G. Smith makes 2-pt layup from 1 ft (assist by R. Felton),,96,71
387,4,1:21.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by T. Daniels),96,73
