,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
153,2,6:36.0,J. Jerebko makes free throw 2 of 2,,37,27
154,2,6:27.0,,Turnover by J. Smith (lost ball; steal by K. Caldwell-Pope),37,27
155,2,6:15.0,J. Meeks makes 3-pt jump shot from 23 ft (assist by D. Augustin),,40,27
156,2,6:13.0,,New York full timeout,40,27
157,2,6:13.0,,T. Wear enters the game for J. Smith,40,27
158,2,6:13.0,,C. Aldrich enters the game for Q. Acy,40,27
159,2,5:57.0,,T. Wear misses 2-pt jump shot from 17 ft,40,27
160,2,5:55.0,Defensive rebound by J. Jerebko,,40,27
161,2,5:37.0,Turnover by J. Jerebko (bad pass; steal by C. Aldrich),,40,27
162,2,5:23.0,,J. Calderón makes 2-pt jump shot from 21 ft (assist by T. Wear),40,29
163,2,5:09.0,Turnover by D. Augustin (bad pass; steal by T. Wear),,40,29
164,2,5:01.0,,C. Aldrich misses 2-pt layup from 1 ft,40,29
165,2,5:00.0,,Offensive rebound by C. Aldrich,40,29
166,2,4:59.0,,C. Aldrich makes 2-pt layup at rim,40,31
167,2,4:37.0,Personal foul by C. Aldrich (drawn by D. Augustin),,40,31
168,2,4:37.0,A. Tolliver enters the game for J. Jerebko,,40,31
169,2,4:30.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,42,31
170,2,4:16.0,,J. Smith misses 2-pt jump shot from 15 ft,42,31
171,2,4:14.0,Defensive rebound by A. Drummond,,42,31
172,2,4:09.0,Turnover by D. Augustin (bad pass; steal by J. Smith),,42,31
173,2,3:54.0,,J. Smith makes 3-pt jump shot from 24 ft,42,34
174,2,3:27.0,J. Meeks misses 3-pt jump shot from 23 ft,,42,34
175,2,3:25.0,,Defensive rebound by P. Prigioni,42,34
176,2,3:17.0,,J. Calderón misses 3-pt jump shot from 25 ft,42,34
177,2,3:15.0,Defensive rebound by A. Drummond,,42,34
178,2,3:01.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by A. Drummond),,45,34
179,2,2:53.0,,J. Calderón misses 3-pt jump shot from 24 ft,45,34
180,2,2:51.0,Defensive rebound by D. Augustin,,45,34
181,2,2:47.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by D. Augustin),,47,34
182,2,2:23.0,,P. Prigioni misses 2-pt jump shot from 4 ft,47,34
183,2,2:22.0,,Offensive rebound by P. Prigioni,47,34
184,2,2:20.0,Detroit full timeout,,47,34
185,2,2:20.0,K. Singler enters the game for J. Meeks,,47,34
186,2,2:20.0,,S. Larkin enters the game for P. Prigioni,47,34
187,2,2:09.0,,J. Smith misses 2-pt jump shot from 3 ft,47,34
188,2,2:07.0,Defensive rebound by A. Drummond,,47,34
189,2,1:53.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by D. Augustin),,50,34
190,2,1:41.0,,C. Aldrich makes 2-pt hook shot from 4 ft (assist by J. Smith),50,36
191,2,1:25.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by D. Augustin),,53,36
192,2,1:09.0,,T. Wear misses 2-pt jump shot from 13 ft,53,36
193,2,1:07.0,Defensive rebound by A. Drummond,,53,36
194,2,0:56.0,Turnover by D. Augustin (lost ball; steal by S. Larkin),,53,36
195,2,0:54.0,,Personal foul by K. Singler (drawn by S. Larkin),53,36
196,2,0:54.0,B. Jennings enters the game for D. Augustin,,53,36
197,2,0:40.0,,C. Aldrich makes 2-pt hook shot from 6 ft,53,38
198,2,0:33.0,B. Jennings makes 2-pt layup from 1 ft,,55,38
199,2,0:14.0,,T. Wear misses 2-pt layup from 2 ft,55,38
200,2,0:12.0,,Offensive rebound by C. Aldrich,55,38
201,2,0:12.0,,C. Aldrich misses 2-pt tip-in at rim,55,38
202,2,0:10.0,Defensive rebound by A. Drummond,,55,38
203,2,0:01.0,B. Jennings makes 2-pt layup at rim,,57,38
204,3,11:37.0,Turnover by G. Monroe (bad pass; steal by C. Aldrich),,57,38
205,3,11:11.0,,J. Smith misses 2-pt jump shot from 21 ft,57,38
206,3,11:09.0,Defensive rebound by A. Drummond,,57,38
207,3,10:50.0,K. Singler makes 2-pt jump shot from 8 ft (assist by A. Drummond),,59,38
208,3,10:30.0,,J. Smith misses 2-pt jump shot from 4 ft,59,38
209,3,10:28.0,Defensive rebound by A. Drummond,,59,38
210,3,10:11.0,G. Monroe misses 2-pt jump shot from 4 ft,,59,38
211,3,10:09.0,Offensive rebound by G. Monroe,,59,38
212,3,10:08.0,G. Monroe makes 2-pt dunk at rim,,61,38
213,3,9:59.0,,C. Aldrich misses 2-pt jump shot from 3 ft,61,38
214,3,9:57.0,,Offensive rebound by P. Prigioni,61,38
215,3,9:51.0,,Personal foul by A. Drummond (drawn by J. Smith),61,38
216,3,9:36.0,,Turnover by Team (shot clock),61,38
217,3,9:24.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,61,38
218,3,9:22.0,,Defensive rebound by J. Smith,61,38
219,3,9:14.0,,Turnover by J. Smith (bad pass; steal by B. Jennings),61,38
220,3,9:12.0,Shooting foul by J. Calderón (drawn by B. Jennings),,61,38
221,3,9:12.0,B. Jennings makes free throw 1 of 2,,62,38
222,3,9:12.0,B. Jennings misses free throw 2 of 2,,62,38
223,3,9:11.0,,Defensive rebound by C. Aldrich,62,38
224,3,8:58.0,,J. Smith misses 3-pt jump shot from 24 ft,62,38
225,3,8:56.0,Defensive rebound by A. Drummond,,62,38
226,3,8:43.0,G. Monroe makes 2-pt layup from 1 ft,,64,38
227,3,8:42.0,,New York full timeout,64,38
228,3,8:27.0,,J. Calderón misses 2-pt jump shot from 17 ft,64,38
229,3,8:25.0,Defensive rebound by G. Monroe,,64,38
230,3,8:10.0,Turnover by B. Jennings (bad pass; steal by P. Prigioni),,64,38
231,3,8:07.0,,Personal foul by B. Jennings (drawn by P. Prigioni),64,38
232,3,8:01.0,,Shooting foul by G. Monroe (drawn by P. Prigioni),64,38
233,3,8:01.0,,P. Prigioni makes free throw 1 of 2,64,39
234,3,8:01.0,,P. Prigioni makes free throw 2 of 2,64,40
235,3,7:40.0,B. Jennings makes 3-pt jump shot from 24 ft (assist by G. Monroe),,67,40
236,3,7:26.0,,J. Smith misses 2-pt jump shot from 5 ft,67,40
237,3,7:24.0,,Offensive rebound by J. Smith,67,40
238,3,7:14.0,,P. Prigioni misses 3-pt jump shot from 24 ft,67,40
239,3,7:12.0,Defensive rebound by B. Jennings,,67,40
240,3,6:53.0,B. Jennings misses 3-pt jump shot from 24 ft,,67,40
241,3,6:51.0,Offensive rebound by G. Monroe,,67,40
242,3,6:49.0,G. Monroe misses 2-pt layup from 2 ft,,67,40
243,3,6:47.0,,Defensive rebound by C. Aldrich,67,40
244,3,6:41.0,,Personal foul by K. Singler (drawn by J. Smith),67,40
245,3,6:41.0,,S. Larkin enters the game for P. Prigioni,67,40
246,3,6:30.0,,Shooting foul by G. Monroe (drawn by J. Smith),67,40
247,3,6:30.0,,J. Smith makes free throw 1 of 2,67,41
248,3,6:30.0,,J. Smith misses free throw 2 of 2,67,41
249,3,6:29.0,,Offensive rebound by J. Smith,67,41
250,3,6:10.0,,C. Aldrich misses 2-pt hook shot from 6 ft,67,41
251,3,6:09.0,Defensive rebound by G. Monroe,,67,41
252,3,6:06.0,Shooting foul by C. Aldrich (drawn by A. Drummond),,67,41
253,3,6:06.0,A. Drummond makes free throw 1 of 2,,68,41
254,3,6:06.0,A. Drummond misses free throw 2 of 2,,68,41
255,3,6:04.0,,Defensive rebound by C. Aldrich,68,41
256,3,5:53.0,,J. Calderón misses 2-pt jump shot from 17 ft,68,41
257,3,5:51.0,,Offensive rebound by C. Aldrich,68,41
258,3,5:37.0,,J. Smith misses 2-pt jump shot from 15 ft,68,41
259,3,5:35.0,Defensive rebound by A. Drummond,,68,41
260,3,5:24.0,Turnover by G. Monroe (lost ball; steal by J. Calderón),,68,41
261,3,5:10.0,,J. Smith misses 2-pt jump shot from 16 ft,68,41
262,3,5:08.0,Defensive rebound by A. Drummond,,68,41
263,3,5:04.0,Turnover by A. Drummond (back court),,68,41
264,3,5:04.0,,Q. Acy enters the game for J. Smith,68,41
265,3,4:54.0,,J. Calderón makes 2-pt jump shot from 17 ft (assist by Q. Acy),68,43
266,3,4:41.0,Personal foul by Q. Acy (drawn by G. Monroe),,68,43
267,3,4:41.0,J. Jerebko enters the game for G. Monroe,,68,43
268,3,4:32.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,68,43
269,3,4:29.0,Offensive rebound by K. Caldwell-Pope,,68,43
270,3,4:26.0,K. Singler misses 3-pt jump shot from 24 ft,,68,43
271,3,4:24.0,,Defensive rebound by J. Calderón,68,43
272,3,4:07.0,,Shooting foul by K. Singler (drawn by C. Aldrich),68,43
273,3,4:07.0,,C. Aldrich makes free throw 1 of 2,68,44
274,3,4:07.0,J. Meeks enters the game for K. Singler,,68,44
275,3,4:07.0,,C. Aldrich misses free throw 2 of 2,68,44
276,3,4:05.0,Defensive rebound by J. Jerebko,,68,44
277,3,3:50.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by B. Jennings),,70,44
278,3,3:40.0,,J. Calderón misses 2-pt layup from 2 ft,70,44
279,3,3:39.0,Defensive rebound by A. Drummond,,70,44
280,3,3:32.0,B. Jennings makes 3-pt jump shot from 24 ft,,73,44
281,3,3:08.0,,C. Aldrich makes 2-pt layup from 1 ft (assist by J. Calderón),73,46
282,3,2:59.0,B. Jennings makes 2-pt layup from 1 ft,,75,46
283,3,2:57.0,,New York full timeout,75,46
284,3,2:57.0,Detroit full timeout,,75,46
285,3,2:57.0,,C. Early enters the game for J. Smith,75,46
286,3,2:57.0,,J. Smith enters the game for C. Aldrich,75,46
287,3,2:32.0,,J. Smith misses 2-pt jump shot from 14 ft,75,46
288,3,2:30.0,,Offensive rebound by Q. Acy,75,46
289,3,2:20.0,,J. Calderón misses 3-pt jump shot from 24 ft,75,46
290,3,2:18.0,Defensive rebound by A. Drummond,,75,46
291,3,2:02.0,J. Meeks misses 3-pt jump shot from 24 ft,,75,46
292,3,2:00.0,,Defensive rebound by Q. Acy,75,46
293,3,1:48.0,,J. Calderón misses 2-pt jump shot from 13 ft,75,46
294,3,1:46.0,Defensive rebound by J. Jerebko,,75,46
295,3,1:35.0,B. Jennings misses 3-pt jump shot from 25 ft,,75,46
296,3,1:33.0,,Defensive rebound by J. Calderón,75,46
297,3,1:28.0,,Turnover by J. Calderón (bad pass),75,46
298,3,1:09.0,A. Drummond misses 2-pt dunk at rim,,75,46
299,3,1:07.0,,Defensive rebound by J. Calderón,75,46
300,3,0:53.0,,C. Early misses 2-pt layup from 2 ft,75,46
301,3,0:51.0,Defensive rebound by A. Drummond,,75,46
302,3,0:45.0,B. Jennings makes 2-pt layup from 1 ft,,77,46
303,3,0:33.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by S. Larkin),77,49
304,3,0:29.0,Shooting foul by Q. Acy (drawn by B. Jennings),,77,49
305,3,0:29.0,B. Jennings makes free throw 1 of 2,,78,49
306,3,0:29.0,B. Jennings makes free throw 2 of 2,,79,49
307,3,0:11.0,,Q. Acy makes 2-pt layup at rim (assist by J. Calderón),79,51
308,3,0:11.0,,Shooting foul by J. Jerebko (drawn by Q. Acy),79,51
309,3,0:11.0,,Q. Acy makes free throw 1 of 1,79,52
310,3,0:03.0,B. Jennings makes 3-pt jump shot from 24 ft,,82,52
311,4,11:40.0,,S. Larkin misses 2-pt jump shot from 18 ft,82,52
312,4,11:38.0,Defensive rebound by J. Anthony,,82,52
313,4,11:23.0,J. Meeks makes 2-pt jump shot from 11 ft (assist by D. Augustin),,84,52
314,4,11:10.0,,S. Larkin makes 2-pt jump shot from 20 ft (assist by T. Wear),84,54
315,4,10:50.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by J. Meeks),,87,54
316,4,10:42.0,,Personal foul by J. Jerebko (drawn by P. Prigioni),87,54
317,4,10:30.0,,C. Early misses 2-pt layup from 3 ft (block by J. Anthony),87,54
318,4,10:30.0,,Offensive rebound by Team,87,54
319,4,10:23.0,,C. Aldrich misses 2-pt hook shot from 4 ft,87,54
320,4,10:22.0,,Offensive rebound by C. Aldrich,87,54
321,4,10:15.0,,P. Prigioni misses 3-pt jump shot from 25 ft,87,54
322,4,10:13.0,Defensive rebound by J. Anthony,,87,54
323,4,10:02.0,Personal foul by S. Larkin (drawn by J. Jerebko),,87,54
324,4,9:56.0,J. Meeks misses 2-pt jump shot from 13 ft,,87,54
325,4,9:54.0,,Defensive rebound by C. Aldrich,87,54
326,4,9:50.0,,Shooting foul by J. Anthony (drawn by S. Larkin),87,54
327,4,9:50.0,,S. Larkin misses free throw 1 of 2,87,54
328,4,9:50.0,,Offensive rebound by Team,87,54
329,4,9:50.0,,S. Larkin makes free throw 2 of 2,87,55
330,4,9:32.0,C. Butler misses 3-pt jump shot from 25 ft,,87,55
331,4,9:30.0,,Defensive rebound by Team,87,55
332,4,9:06.0,,C. Aldrich misses 2-pt hook shot from 4 ft,87,55
333,4,9:05.0,Defensive rebound by Team,,87,55
334,4,9:05.0,,Loose ball foul by P. Prigioni (drawn by J. Meeks),87,55
335,4,8:47.0,Turnover by J. Meeks (bad pass; steal by S. Larkin),,87,55
336,4,8:39.0,,C. Early makes 3-pt jump shot from 24 ft (assist by S. Larkin),87,58
337,4,8:23.0,D. Augustin misses 3-pt jump shot from 24 ft,,87,58
338,4,8:21.0,,Defensive rebound by P. Prigioni,87,58
339,4,8:00.0,,T. Wear misses 2-pt jump shot from 3 ft (block by D. Augustin),87,58
340,4,7:59.0,,Offensive rebound by Team,87,58
341,4,7:59.0,Official timeout,,87,58
342,4,7:59.0,,J. Calderón enters the game for P. Prigioni,87,58
343,4,7:59.0,,J. Smith enters the game for S. Larkin,87,58
344,4,7:59.0,A. Tolliver enters the game for J. Jerebko,,87,58
345,4,7:58.0,,Turnover by Team (shot clock),87,58
346,4,7:46.0,J. Meeks misses 3-pt jump shot from 24 ft,,87,58
347,4,7:44.0,,Defensive rebound by C. Aldrich,87,58
348,4,7:38.0,,Turnover by J. Calderón (bad pass; steal by J. Meeks),87,58
349,4,7:32.0,J. Meeks makes 2-pt layup from 1 ft,,89,58
350,4,7:23.0,,J. Smith makes 3-pt jump shot from 25 ft,89,61
351,4,7:05.0,D. Augustin makes 2-pt layup from 2 ft,,91,61
352,4,6:45.0,,J. Smith makes 2-pt jump shot from 4 ft,91,63
353,4,6:28.0,A. Tolliver misses 2-pt layup from 2 ft (block by C. Aldrich),,91,63
354,4,6:26.0,,Defensive rebound by C. Aldrich,91,63
355,4,6:22.0,,T. Wear makes 2-pt layup from 1 ft (assist by J. Smith),91,65
356,4,6:22.0,Detroit full timeout,,91,65
357,4,6:22.0,,Q. Acy enters the game for C. Aldrich,91,65
358,4,6:06.0,J. Meeks misses 2-pt jump shot from 6 ft,,91,65
359,4,6:04.0,,Defensive rebound by T. Wear,91,65
360,4,5:59.0,,J. Smith misses 3-pt jump shot from 25 ft,91,65
361,4,5:57.0,Defensive rebound by A. Tolliver,,91,65
362,4,5:41.0,C. Butler misses 3-pt jump shot from 25 ft,,91,65
363,4,5:39.0,,Defensive rebound by J. Calderón,91,65
364,4,5:20.0,,J. Smith makes 3-pt jump shot from 27 ft,91,68
365,4,4:53.0,J. Meeks makes 3-pt jump shot from 24 ft (assist by D. Augustin),,94,68
366,4,4:40.0,,Q. Acy makes 2-pt dunk at rim (assist by J. Smith),94,70
367,4,4:18.0,D. Augustin misses 3-pt jump shot from 25 ft,,94,70
368,4,4:16.0,Offensive rebound by J. Anthony,,94,70
369,4,4:16.0,J. Anthony misses 2-pt tip-in at rim,,94,70
370,4,4:15.0,,Defensive rebound by J. Calderón,94,70
371,4,4:06.0,,J. Smith makes 3-pt jump shot from 24 ft,94,73
372,4,3:42.0,A. Tolliver misses 3-pt jump shot from 24 ft,,94,73
373,4,3:40.0,,Defensive rebound by Q. Acy,94,73
374,4,3:34.0,,J. Smith makes 3-pt jump shot from 24 ft,94,76
375,4,3:33.0,Detroit full timeout,,94,76
376,4,3:33.0,C. Martin enters the game for C. Butler,,94,76
377,4,3:33.0,K. Caldwell-Pope enters the game for J. Meeks,,94,76
378,4,3:10.0,D. Augustin misses 2-pt jump shot from 4 ft (block by Q. Acy),,94,76
379,4,3:08.0,,Defensive rebound by C. Early,94,76
380,4,3:06.0,,C. Early makes 2-pt layup from 1 ft,94,78
381,4,3:06.0,,Shooting foul by C. Martin (drawn by C. Early),94,78
382,4,3:06.0,A. Drummond enters the game for J. Anthony,,94,78
