,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
381,4,1:25.0,,K. Walker misses 2-pt jump shot from 16 ft,105,104
382,4,1:24.0,Defensive rebound by M. Plumlee,,105,104
383,4,1:12.0,I. Thomas makes 2-pt jump shot from 16 ft,,107,104
384,4,0:51.0,,A. Jefferson makes 2-pt jump shot from 9 ft,107,106
385,4,0:34.0,G. Dragić misses 3-pt jump shot from 23 ft,,107,106
386,4,0:33.0,,Defensive rebound by A. Jefferson,107,106
387,4,0:23.0,,K. Walker misses 2-pt layup from 1 ft,107,106
388,4,0:22.0,Defensive rebound by M. Morris,,107,106
389,4,0:20.0,Personal take foul by K. Walker (drawn by I. Thomas),,107,106
390,4,0:20.0,I. Thomas makes free throw 1 of 2,,108,106
391,4,0:20.0,P. Tucker enters the game for M. Plumlee,,108,106
392,4,0:20.0,I. Thomas makes free throw 2 of 2,,109,106
393,4,0:11.0,,K. Walker misses 3-pt jump shot from 26 ft (block by P. Tucker),109,106
394,4,0:09.0,,Offensive rebound by K. Walker,109,106
395,4,0:06.0,,G. Neal misses 3-pt jump shot from 25 ft,109,106
396,4,0:06.0,Defensive rebound by P. Tucker,,109,106
397,4,0:06.0,Personal take foul by K. Walker (drawn by P. Tucker),,109,106
398,4,0:06.0,P. Tucker makes free throw 1 of 2,,110,106
399,4,0:06.0,P. Tucker makes free throw 2 of 2,,111,106
400,4,0:06.0,,Charlotte full timeout,111,106
401,4,0:06.0,M. Plumlee enters the game for M. Morris,,111,106
402,4,0:03.0,,K. Walker misses 3-pt jump shot from 24 ft,111,106
403,4,0:02.0,Defensive rebound by P. Tucker,,111,106
