,QUARTER,TIME_REMAINING,DALLAS_ACTION,INDIANA_ACTION,DALLAS_SCORE,INDIANA_SCORE
0,1,11:49.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by C. Parsons),,3,0
1,1,11:29.0,,Shooting foul by R. Jefferson (drawn by R. Hibbert),3,0
2,1,11:29.0,,R. Hibbert makes free throw 1 of 2,3,1
3,1,11:29.0,,R. Hibbert makes free throw 2 of 2,3,2
4,1,11:16.0,R. Jefferson misses 2-pt jump shot from 19 ft,,3,2
5,1,11:14.0,Offensive rebound by R. Rondo,,3,2
6,1,11:11.0,Personal foul by S. Hill (drawn by R. Jefferson),,3,2
7,1,10:54.0,T. Chandler makes 2-pt layup from 2 ft (assist by R. Jefferson),,5,2
8,1,10:40.0,,D. West misses 2-pt jump shot from 15 ft,5,2
9,1,10:39.0,Defensive rebound by T. Chandler,,5,2
10,1,10:31.0,R. Rondo misses 2-pt layup at rim,,5,2
11,1,10:30.0,,Defensive rebound by R. Hibbert,5,2
12,1,10:18.0,,Personal foul by T. Chandler (drawn by R. Hibbert),5,2
13,1,10:15.0,,C. Miles makes 2-pt jump shot from 11 ft (assist by S. Hill),5,4
14,1,10:06.0,R. Rondo makes 2-pt layup at rim,,7,4
15,1,9:47.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by S. Hill),7,7
16,1,9:26.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,7,7
17,1,9:25.0,Offensive rebound by T. Chandler,,7,7
18,1,9:22.0,R. Jefferson misses 2-pt jump shot from 22 ft,,7,7
19,1,9:21.0,,Defensive rebound by R. Hibbert,7,7
20,1,9:10.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by S. Hill),7,10
21,1,8:53.0,Turnover by D. Nowitzki (bad pass; steal by C. Miles),,7,10
22,1,8:33.0,,R. Hibbert misses 2-pt jump shot from 16 ft,7,10
23,1,8:32.0,Defensive rebound by C. Parsons,,7,10
24,1,8:21.0,R. Rondo misses 2-pt jump shot from 19 ft,,7,10
25,1,8:20.0,,Defensive rebound by R. Hibbert,7,10
26,1,8:05.0,,D. West makes 2-pt jump shot from 14 ft,7,12
27,1,7:42.0,Shooting foul by S. Hill (drawn by C. Parsons),,7,12
28,1,7:42.0,C. Parsons misses free throw 1 of 2,,7,12
29,1,7:42.0,Offensive rebound by Team,,7,12
30,1,7:42.0,,R. Stuckey enters the game for S. Hill,7,12
31,1,7:42.0,C. Parsons makes free throw 2 of 2,,8,12
32,1,7:35.0,,D. West makes 2-pt jump shot from 18 ft (assist by G. Hill),8,14
33,1,7:17.0,Personal foul by C. Miles (drawn by R. Jefferson),,8,14
34,1,7:12.0,R. Rondo makes 2-pt layup from 1 ft,,10,14
35,1,7:03.0,,Turnover by G. Hill (lost ball; steal by R. Rondo),10,14
36,1,6:59.0,R. Rondo makes 2-pt layup at rim (assist by T. Chandler),,12,14
37,1,6:54.0,,Personal foul by R. Rondo (drawn by G. Hill),12,14
38,1,6:42.0,,C. Miles misses 2-pt layup at rim,12,14
39,1,6:41.0,Defensive rebound by T. Chandler,,12,14
40,1,6:33.0,T. Chandler misses 2-pt jump shot from 3 ft,,12,14
41,1,6:33.0,,Defensive rebound by R. Hibbert,12,14
42,1,6:33.0,,Personal foul by T. Chandler (drawn by R. Hibbert),12,14
43,1,6:33.0,,Indiana full timeout,12,14
44,1,6:33.0,A. Stoudemire enters the game for T. Chandler,,12,14
45,1,6:20.0,,Turnover by D. West (bad pass),12,14
46,1,6:04.0,R. Jefferson misses 2-pt layup from 1 ft,,12,14
47,1,6:04.0,Offensive rebound by Team,,12,14
48,1,6:04.0,Turnover by R. Jefferson (traveling),,12,14
49,1,5:54.0,,R. Stuckey misses 2-pt jump shot from 18 ft,12,14
50,1,5:53.0,Defensive rebound by C. Parsons,,12,14
51,1,5:41.0,R. Jefferson makes 2-pt layup at rim (assist by R. Rondo),,14,14
52,1,5:33.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by R. Stuckey),14,17
53,1,5:15.0,A. Stoudemire misses 2-pt jump shot from 19 ft,,14,17
54,1,5:14.0,,Defensive rebound by D. West,14,17
55,1,5:04.0,,D. West makes 2-pt hook shot from 7 ft (assist by G. Hill),14,19
56,1,4:41.0,C. Parsons makes 3-pt jump shot from 26 ft,,17,19
57,1,4:21.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by R. Hibbert),17,22
58,1,4:18.0,Dallas full timeout,,17,22
59,1,4:18.0,,I. Mahinmi enters the game for R. Hibbert,17,22
60,1,4:18.0,A. Aminu enters the game for D. Nowitzki,,17,22
61,1,4:18.0,D. Harris enters the game for R. Jefferson,,17,22
62,1,3:59.0,A. Stoudemire makes 2-pt jump shot from 6 ft,,19,22
63,1,3:59.0,Shooting foul by I. Mahinmi (drawn by A. Stoudemire),,19,22
64,1,3:59.0,A. Stoudemire makes free throw 1 of 1,,20,22
65,1,3:43.0,,C. Miles misses 2-pt jump shot from 10 ft,20,22
66,1,3:41.0,Defensive rebound by C. Parsons,,20,22
67,1,3:33.0,A. Aminu misses 2-pt layup at rim (block by D. West),,20,22
68,1,3:33.0,Offensive rebound by A. Aminu,,20,22
69,1,3:24.0,C. Parsons makes 2-pt layup from 1 ft (assist by R. Rondo),,22,22
70,1,3:24.0,Shooting foul by C. Miles (drawn by C. Parsons),,22,22
71,1,3:24.0,C. Parsons makes free throw 1 of 1,,23,22
72,1,3:10.0,,Personal foul by D. Harris (drawn by D. West),23,22
73,1,3:10.0,,D. West makes free throw 1 of 2,23,23
74,1,3:10.0,,C. Watson enters the game for C. Miles,23,23
75,1,3:10.0,,D. West makes free throw 2 of 2,23,24
76,1,2:49.0,A. Stoudemire misses 2-pt jump shot from 10 ft,,23,24
77,1,2:48.0,Offensive rebound by Team,,23,24
78,1,2:33.0,C. Parsons misses 2-pt jump shot from 19 ft,,23,24
79,1,2:33.0,,Defensive rebound by R. Stuckey,23,24
80,1,2:24.0,,Shooting foul by A. Aminu (drawn by R. Stuckey),23,24
81,1,2:24.0,,R. Stuckey misses free throw 1 of 2,23,24
82,1,2:24.0,,Offensive rebound by Team,23,24
83,1,2:24.0,,L. Scola enters the game for D. West,23,24
84,1,2:24.0,,R. Stuckey makes free throw 2 of 2,23,25
85,1,2:03.0,A. Stoudemire misses 2-pt jump shot from 7 ft,,23,25
86,1,2:02.0,,Defensive rebound by R. Stuckey,23,25
87,1,1:57.0,,Turnover by L. Scola (lost ball),23,25
88,1,1:46.0,C. Parsons misses 2-pt layup at rim,,23,25
89,1,1:45.0,,Defensive rebound by R. Stuckey,23,25
90,1,1:28.0,,G. Hill makes 2-pt jump shot from 21 ft,23,27
91,1,1:17.0,R. Rondo misses 2-pt layup at rim,,23,27
92,1,1:16.0,,Defensive rebound by L. Scola,23,27
93,1,1:10.0,,C. Watson misses 2-pt jump shot from 18 ft,23,27
94,1,1:09.0,Defensive rebound by C. Parsons,,23,27
95,1,1:04.0,Shooting foul by C. Watson (drawn by A. Aminu),,23,27
96,1,1:04.0,A. Aminu makes free throw 1 of 2,,24,27
97,1,1:04.0,R. Felton enters the game for R. Rondo,,24,27
98,1,1:04.0,D. Nowitzki enters the game for C. Parsons,,24,27
99,1,1:04.0,,Violation by Team (delay of game),24,27
100,1,1:04.0,,D. Rudež enters the game for G. Hill,24,27
101,1,1:04.0,A. Aminu misses free throw 2 of 2,,24,27
102,1,1:04.0,,Defensive rebound by L. Scola,24,27
103,1,0:50.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),24,30
104,1,0:37.0,R. Felton makes 3-pt jump shot from 26 ft (assist by D. Harris),,27,30
105,1,0:27.0,,D. Rudež makes 3-pt jump shot from 26 ft (assist by C. Watson),27,33
106,1,0:03.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,27,33
107,1,0:02.0,Offensive rebound by A. Stoudemire,,27,33
108,1,0:01.0,A. Stoudemire misses 2-pt layup from 2 ft (block by I. Mahinmi),,27,33
109,1,0:00.0,,Defensive rebound by I. Mahinmi,27,33
110,2,11:41.0,,R. Stuckey makes 2-pt jump shot from 5 ft,27,35
111,2,11:26.0,Personal foul by L. Scola (drawn by D. Harris),,27,35
112,2,11:20.0,Shooting foul by I. Mahinmi (drawn by D. Nowitzki),,27,35
113,2,11:20.0,D. Nowitzki misses free throw 1 of 2,,27,35
114,2,11:20.0,Offensive rebound by Team,,27,35
115,2,11:20.0,,L. Allen enters the game for I. Mahinmi,27,35
116,2,11:20.0,D. Nowitzki makes free throw 2 of 2,,28,35
117,2,11:00.0,,Turnover by L. Allen (bad pass),28,35
118,2,10:48.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,30,35
119,2,10:29.0,,L. Allen makes 2-pt jump shot from 19 ft (assist by R. Stuckey),30,37
120,2,10:21.0,A. Stoudemire makes 2-pt layup at rim (assist by D. Harris),,32,37
121,2,10:21.0,Shooting foul by L. Allen (drawn by A. Stoudemire),,32,37
122,2,10:21.0,A. Stoudemire misses free throw 1 of 1,,32,37
123,2,10:21.0,,Defensive rebound by L. Scola,32,37
124,2,10:04.0,,R. Stuckey misses 2-pt jump shot from 12 ft,32,37
125,2,10:03.0,,Offensive rebound by L. Allen,32,37
126,2,10:03.0,,L. Allen misses 2-pt tip-in at rim,32,37
127,2,10:02.0,Defensive rebound by A. Stoudemire,,32,37
128,2,9:56.0,A. Aminu misses 2-pt jump shot from 6 ft,,32,37
129,2,9:55.0,,Defensive rebound by L. Allen,32,37
130,2,9:33.0,,L. Scola misses 2-pt jump shot from 17 ft,32,37
131,2,9:33.0,Defensive rebound by Team,,32,37
132,2,9:33.0,,Loose ball foul by L. Allen (drawn by A. Stoudemire),32,37
133,2,9:15.0,D. Harris misses 2-pt layup at rim (block by L. Allen),,32,37
134,2,9:13.0,,Defensive rebound by L. Allen,32,37
135,2,9:06.0,,R. Stuckey misses 3-pt jump shot from 26 ft,32,37
136,2,9:05.0,,Offensive rebound by D. Rudež,32,37
137,2,9:04.0,,Turnover by D. Rudež (bad pass),32,37
138,2,8:53.0,D. Nowitzki makes 2-pt layup from 1 ft,,34,37
139,2,8:52.0,,Indiana full timeout,34,37
140,2,8:52.0,,S. Hill enters the game for R. Stuckey,34,37
141,2,8:43.0,,C. Watson makes 2-pt jump shot from 16 ft,34,39
142,2,8:28.0,D. Harris makes 3-pt jump shot from 27 ft (assist by R. Felton),,37,39
143,2,8:13.0,,L. Allen misses 2-pt jump shot from 20 ft,37,39
144,2,8:12.0,Defensive rebound by D. Harris,,37,39
145,2,8:03.0,A. Stoudemire makes 2-pt jump shot from 9 ft (assist by D. Harris),,39,39
146,2,7:54.0,,Personal foul by A. Aminu (drawn by D. Rudež),39,39
147,2,7:54.0,,R. Hibbert enters the game for L. Allen,39,39
148,2,7:47.0,,L. Scola makes 2-pt jump shot from 12 ft (assist by S. Hill),39,41
149,2,7:32.0,A. Stoudemire makes 2-pt layup at rim,,41,41
150,2,7:16.0,,R. Hibbert makes 2-pt jump shot from 18 ft (assist by S. Hill),41,43
151,2,6:57.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,43,43
152,2,6:43.0,,Turnover by S. Hill (bad pass; steal by A. Stoudemire),43,43
153,2,6:33.0,Turnover by D. Harris (bad pass),,43,43
154,2,6:33.0,R. Rondo enters the game for A. Stoudemire,,43,43
155,2,6:33.0,T. Chandler enters the game for A. Aminu,,43,43
156,2,6:33.0,C. Parsons enters the game for D. Harris,,43,43
157,2,6:20.0,,C. Watson misses 3-pt jump shot from 29 ft,43,43
158,2,6:20.0,Defensive rebound by Team,,43,43
159,2,6:20.0,,Loose ball foul by D. Rudež (drawn by R. Felton),43,43
160,2,6:20.0,R. Felton makes free throw 1 of 2,,44,43
161,2,6:20.0,,G. Hill enters the game for D. Rudež,44,43
162,2,6:20.0,C. Villanueva enters the game for D. Nowitzki,,44,43
163,2,6:20.0,,C. Miles enters the game for C. Watson,44,43
164,2,6:20.0,R. Felton makes free throw 2 of 2,,45,43
165,2,5:55.0,,R. Hibbert misses 2-pt jump shot from 19 ft,45,43
166,2,5:54.0,Defensive rebound by T. Chandler,,45,43
167,2,5:36.0,Turnover by R. Felton (bad pass; steal by L. Scola),,45,43
168,2,5:32.0,,L. Scola makes 2-pt layup from 1 ft,45,45
169,2,5:19.0,R. Rondo makes 2-pt jump shot from 11 ft,,47,45
170,2,4:51.0,,R. Hibbert makes 2-pt jump shot from 15 ft (assist by S. Hill),47,47
171,2,4:43.0,Shooting foul by R. Hibbert (drawn by C. Parsons),,47,47
172,2,4:43.0,Official timeout,,47,47
173,2,4:43.0,,D. West enters the game for L. Scola,47,47
174,2,4:43.0,,R. Stuckey enters the game for S. Hill,47,47
175,2,4:43.0,C. Parsons makes free throw 1 of 2,,48,47
176,2,4:43.0,C. Parsons misses free throw 2 of 2,,48,47
177,2,4:43.0,,Defensive rebound by D. West,48,47
178,2,4:27.0,,Personal foul by C. Villanueva (drawn by D. West),48,47
179,2,4:14.0,,R. Stuckey misses 2-pt layup from 1 ft,48,47
180,2,4:13.0,Defensive rebound by T. Chandler,,48,47
181,2,4:07.0,R. Felton makes 2-pt jump shot from 16 ft (assist by R. Rondo),,50,47
182,2,3:53.0,Violation by R. Felton (kicked ball),,50,47
183,2,3:43.0,,G. Hill misses 3-pt jump shot from 27 ft,50,47
184,2,3:41.0,Defensive rebound by C. Villanueva,,50,47
185,2,3:34.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by R. Rondo),,53,47
186,2,3:21.0,,Personal foul by R. Felton (drawn by G. Hill),53,47
187,2,3:12.0,,R. Stuckey makes 2-pt jump shot from 7 ft (assist by G. Hill),53,49
188,2,2:50.0,R. Felton makes 2-pt jump shot from 12 ft,,55,49
189,2,2:33.0,,R. Hibbert misses 2-pt layup at rim,55,49
190,2,2:31.0,Defensive rebound by R. Rondo,,55,49
191,2,2:22.0,R. Rondo makes 2-pt jump shot from 19 ft (assist by C. Villanueva),,57,49
192,2,2:22.0,,Indiana full timeout,57,49
193,2,2:22.0,Dallas full timeout,,57,49
194,2,2:22.0,,L. Scola enters the game for R. Hibbert,57,49
195,2,2:10.0,,Turnover by D. West (bad pass; steal by T. Chandler),57,49
196,2,2:05.0,R. Felton misses 2-pt layup at rim (block by G. Hill),,57,49
197,2,2:04.0,,Defensive rebound by D. West,57,49
198,2,2:00.0,,C. Miles makes 2-pt dunk at rim (assist by D. West),57,51
199,2,1:59.0,Dallas full timeout,,57,51
200,2,1:59.0,D. Harris enters the game for R. Felton,,57,51
201,2,1:59.0,D. Nowitzki enters the game for C. Villanueva,,57,51
202,2,1:47.0,R. Rondo makes 2-pt jump shot from 5 ft,,59,51
