,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
69,1,5:15.0,,Defensive rebound by C. Aldrich,18,10
70,1,5:11.0,,A. Shved misses 2-pt jump shot from 3 ft (block by D. Cousins),18,10
71,1,5:10.0,,Offensive rebound by Team,18,10
72,1,4:54.0,,L. Thomas misses 2-pt jump shot from 16 ft,18,10
73,1,4:53.0,,Offensive rebound by C. Aldrich,18,10
74,1,4:51.0,,C. Aldrich makes 2-pt layup from 1 ft,18,12
75,1,4:33.0,R. Gay makes 2-pt jump shot from 5 ft,,20,12
76,1,4:32.0,Violation by Team (delay of game),,20,12
77,1,4:16.0,,A. Shved misses 2-pt jump shot from 20 ft,20,12
78,1,4:15.0,Defensive rebound by D. Cousins,,20,12
79,1,4:03.0,N. Stauskas enters the game for B. McLemore,,20,12
80,1,4:03.0,Turnover by D. Cousins (lost ball; steal by C. Aldrich),,20,12
81,1,3:44.0,,Personal foul by N. Stauskas (drawn by L. Thomas),20,12
82,1,3:44.0,,L. Thomas misses free throw 1 of 2,20,12
83,1,3:44.0,,Offensive rebound by Team,20,12
84,1,3:44.0,,L. Thomas makes free throw 2 of 2,20,13
85,1,3:33.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. McCallum),,22,13
86,1,3:15.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by S. Larkin),22,15
87,1,2:58.0,Personal foul by S. Larkin (drawn by D. Cousins),,22,15
88,1,2:58.0,Sacramento full timeout,,22,15
89,1,2:58.0,A. Miller enters the game for R. McCallum,,22,15
90,1,2:58.0,D. Cousins makes free throw 1 of 2,,23,15
91,1,2:58.0,D. Cousins makes free throw 2 of 2,,24,15
92,1,2:43.0,,Shooting foul by R. Gay (drawn by S. Larkin),24,15
93,1,2:43.0,,S. Larkin makes free throw 1 of 2,24,16
94,1,2:43.0,,S. Larkin makes free throw 2 of 2,24,17
95,1,2:31.0,Turnover by D. Cousins (bad pass),,24,17
96,1,2:31.0,O. Casspi enters the game for R. Gay,,24,17
97,1,2:19.0,,S. Larkin misses 2-pt jump shot from 21 ft,24,17
98,1,2:18.0,Defensive rebound by D. Cousins,,24,17
99,1,2:09.0,D. Williams makes 3-pt jump shot from 24 ft (assist by D. Cousins),,27,17
100,1,1:54.0,,A. Shved makes 2-pt layup from 1 ft,27,19
101,1,1:39.0,Personal foul by S. Larkin (drawn by N. Stauskas),,27,19
102,1,1:39.0,N. Stauskas makes free throw 1 of 2,,28,19
103,1,1:39.0,,T. Hardaway enters the game for S. Larkin,28,19
104,1,1:39.0,N. Stauskas makes free throw 2 of 2,,29,19
105,1,1:21.0,,L. Thomas misses 2-pt jump shot from 18 ft,29,19
106,1,1:19.0,Defensive rebound by Team,,29,19
107,1,1:10.0,,L. Galloway enters the game for T. Hardaway,29,19
108,1,1:08.0,Shooting foul by J. Smith (drawn by D. Cousins),,29,19
109,1,1:08.0,D. Cousins makes free throw 1 of 2,,30,19
110,1,1:08.0,D. Cousins makes free throw 2 of 2,,31,19
111,1,0:56.0,,Turnover by L. Thomas (bad pass; steal by D. Cousins),31,19
112,1,0:49.0,Shooting foul by C. Aldrich (drawn by N. Stauskas),,31,19
113,1,0:49.0,N. Stauskas makes free throw 1 of 2,,32,19
114,1,0:49.0,,A. Bargnani enters the game for C. Aldrich,32,19
115,1,0:49.0,N. Stauskas makes free throw 2 of 2,,33,19
116,1,0:35.0,,L. Galloway misses 3-pt jump shot from 25 ft,33,19
117,1,0:34.0,Defensive rebound by D. Cousins,,33,19
118,1,0:14.0,D. Williams misses 2-pt layup from 1 ft (block by L. Thomas),,33,19
119,1,0:12.0,Offensive rebound by Team,,33,19
120,1,0:10.0,D. Williams makes 2-pt jump shot from 13 ft (assist by N. Stauskas),,35,19
121,2,11:48.0,,Shooting foul by D. Williams (drawn by A. Shved),35,19
122,2,11:48.0,,A. Shved makes free throw 1 of 2,35,20
123,2,11:48.0,,A. Shved makes free throw 2 of 2,35,21
124,2,11:32.0,N. Stauskas makes 2-pt layup from 2 ft,,37,21
125,2,11:25.0,,New York full timeout,37,21
126,2,11:19.0,,A. Shved misses 3-pt jump shot from 25 ft,37,21
127,2,11:18.0,,Offensive rebound by L. Galloway,37,21
128,2,11:01.0,,L. Thomas misses 2-pt jump shot from 3 ft,37,21
129,2,11:00.0,,Offensive rebound by J. Smith,37,21
130,2,10:59.0,,J. Smith makes 2-pt layup from 1 ft,37,23
131,2,10:45.0,D. Williams misses 2-pt dunk at rim,,37,23
132,2,10:44.0,,Defensive rebound by A. Shved,37,23
133,2,10:30.0,,A. Shved makes 2-pt layup from 1 ft,37,25
134,2,10:17.0,J. Thompson makes 2-pt hook shot from 5 ft (assist by O. Casspi),,39,25
135,2,9:58.0,,L. Thomas makes 2-pt jump shot from 20 ft (assist by A. Bargnani),39,27
136,2,9:42.0,D. Williams makes 2-pt jump shot from 4 ft,,41,27
137,2,9:29.0,,J. Smith misses 2-pt jump shot from 19 ft,41,27
138,2,9:28.0,Defensive rebound by Team,,41,27
139,2,9:10.0,D. Williams makes 3-pt jump shot from 26 ft (assist by J. Thompson),,44,27
140,2,8:46.0,,L. Galloway misses 2-pt jump shot from 21 ft,44,27
141,2,8:45.0,Defensive rebound by Team,,44,27
142,2,8:45.0,,Loose ball foul by J. Smith (drawn by J. Thompson),44,27
143,2,8:45.0,Official timeout,,44,27
144,2,8:45.0,,Q. Acy enters the game for A. Bargnani,44,27
145,2,8:45.0,,L. Amundson enters the game for A. Shved,44,27
146,2,8:45.0,,C. Early enters the game for L. Thomas,44,27
147,2,8:45.0,,T. Hardaway enters the game for J. Smith,44,27
148,2,8:30.0,D. Williams makes 2-pt jump shot from 16 ft (assist by N. Stauskas),,46,27
149,2,8:05.0,,L. Galloway misses 3-pt jump shot from 27 ft,46,27
150,2,8:04.0,Defensive rebound by A. Miller,,46,27
151,2,7:54.0,O. Casspi misses 2-pt jump shot from 4 ft,,46,27
152,2,7:53.0,,Defensive rebound by C. Early,46,27
153,2,7:37.0,,C. Early misses 3-pt jump shot from 25 ft,46,27
154,2,7:36.0,Defensive rebound by J. Thompson,,46,27
155,2,7:23.0,B. McLemore enters the game for N. Stauskas,,46,27
156,2,7:13.0,A. Miller misses 2-pt jump shot from 13 ft,,46,27
157,2,7:12.0,,Defensive rebound by L. Amundson,46,27
158,2,6:55.0,,L. Galloway misses 2-pt layup from 3 ft,46,27
159,2,6:54.0,Defensive rebound by J. Thompson,,46,27
160,2,6:48.0,Shooting foul by L. Amundson (drawn by O. Casspi),,46,27
161,2,6:48.0,O. Casspi makes free throw 1 of 2,,47,27
162,2,6:48.0,O. Casspi makes free throw 2 of 2,,48,27
163,2,6:33.0,,Turnover by C. Early (bad pass; steal by D. Williams),48,27
164,2,6:28.0,B. McLemore makes 2-pt layup from 1 ft (assist by D. Williams),,50,27
165,2,6:11.0,,T. Hardaway misses 3-pt jump shot from 25 ft,50,27
166,2,6:10.0,Defensive rebound by A. Miller,,50,27
167,2,6:06.0,Shooting foul by T. Hardaway (drawn by B. McLemore),,50,27
168,2,6:06.0,B. McLemore makes 2-pt jump shot from 4 ft (assist by A. Miller),,52,27
169,2,6:06.0,R. Gay enters the game for O. Casspi,,52,27
170,2,6:06.0,,A. Shved enters the game for T. Hardaway,52,27
171,2,6:06.0,B. McLemore makes free throw 1 of 1,,53,27
172,2,5:55.0,,Q. Acy misses 3-pt jump shot from 26 ft,53,27
173,2,5:54.0,Defensive rebound by J. Thompson,,53,27
174,2,5:47.0,B. McLemore misses 2-pt layup from 3 ft (block by Q. Acy),,53,27
175,2,5:46.0,Offensive rebound by R. Gay,,53,27
176,2,5:41.0,R. Gay makes 3-pt jump shot from 26 ft,,56,27
177,2,5:35.0,,New York full timeout,56,27
178,2,5:35.0,D. Cousins enters the game for D. Williams,,56,27
179,2,5:20.0,,C. Early makes 2-pt dunk at rim,56,29
180,2,5:01.0,B. McLemore misses 2-pt jump shot from 4 ft,,56,29
181,2,5:00.0,,Defensive rebound by L. Amundson,56,29
182,2,4:49.0,,A. Shved misses 3-pt jump shot from 26 ft,56,29
183,2,4:47.0,,Offensive rebound by Team,56,29
184,2,4:47.0,R. McCallum enters the game for A. Miller,,56,29
185,2,4:33.0,,L. Amundson misses 2-pt jump shot from 4 ft,56,29
186,2,4:32.0,Defensive rebound by J. Thompson,,56,29
187,2,4:26.0,Shooting foul by C. Early (drawn by B. McLemore),,56,29
188,2,4:26.0,B. McLemore makes free throw 1 of 3,,57,29
189,2,4:26.0,B. McLemore makes free throw 2 of 3,,58,29
190,2,4:26.0,B. McLemore makes free throw 3 of 3,,59,29
191,2,4:02.0,,A. Shved misses 2-pt layup from 3 ft,59,29
192,2,4:01.0,Defensive rebound by D. Cousins,,59,29
193,2,3:44.0,R. McCallum misses 2-pt jump shot from 10 ft,,59,29
194,2,3:43.0,,Defensive rebound by L. Amundson,59,29
195,2,3:35.0,,Shooting foul by J. Thompson (drawn by C. Early),59,29
196,2,3:35.0,,C. Early makes free throw 1 of 2,59,30
197,2,3:35.0,,S. Larkin enters the game for A. Shved,59,30
198,2,3:35.0,,A. Bargnani enters the game for L. Amundson,59,30
199,2,3:35.0,D. Williams enters the game for J. Thompson,,59,30
200,2,3:35.0,,C. Early makes free throw 2 of 2,59,31
201,2,3:24.0,D. Cousins misses 2-pt jump shot from 19 ft,,59,31
202,2,3:23.0,,Defensive rebound by Q. Acy,59,31
203,2,3:04.0,,C. Early misses 2-pt jump shot from 19 ft,59,31
204,2,3:03.0,Defensive rebound by D. Cousins,,59,31
205,2,2:47.0,R. Gay makes 2-pt jump shot from 23 ft,,61,31
206,2,2:36.0,,Shooting foul by D. Cousins (drawn by L. Galloway),61,31
207,2,2:36.0,Sacramento full timeout,,61,31
208,2,2:36.0,,L. Thomas enters the game for C. Early,61,31
209,2,2:36.0,,J. Smith enters the game for Q. Acy,61,31
210,2,2:36.0,,L. Galloway makes free throw 1 of 2,61,32
211,2,2:36.0,,L. Galloway makes free throw 2 of 2,61,33
212,2,2:28.0,Turnover by D. Cousins (bad pass; steal by L. Thomas),,61,33
213,2,2:17.0,,A. Bargnani misses 2-pt jump shot from 7 ft,61,33
214,2,2:16.0,Defensive rebound by R. Gay,,61,33
215,2,2:06.0,Turnover by R. Gay (bad pass; steal by L. Galloway),,61,33
216,2,1:59.0,,L. Thomas misses 2-pt jump shot from 20 ft,61,33
217,2,1:58.0,Defensive rebound by B. McLemore,,61,33
218,2,1:54.0,Shooting foul by L. Galloway (drawn by R. McCallum),,61,33
219,2,1:54.0,R. McCallum makes free throw 1 of 2,,62,33
220,2,1:54.0,R. McCallum makes free throw 2 of 2,,63,33
221,2,1:35.0,,S. Larkin misses 3-pt jump shot from 24 ft,63,33
222,2,1:34.0,Defensive rebound by D. Cousins,,63,33
223,2,1:29.0,Personal foul by L. Galloway (drawn by D. Williams),,63,33
224,2,1:29.0,D. Williams misses free throw 1 of 2,,63,33
225,2,1:29.0,Offensive rebound by Team,,63,33
226,2,1:29.0,,A. Shved enters the game for L. Galloway,63,33
227,2,1:29.0,D. Williams misses free throw 2 of 2,,63,33
228,2,1:28.0,,Defensive rebound by L. Thomas,63,33
229,2,1:10.0,,S. Larkin misses 2-pt layup from 1 ft,63,33
230,2,1:09.0,Defensive rebound by D. Cousins,,63,33
231,2,1:05.0,R. McCallum misses 2-pt layup from 3 ft,,63,33
232,2,1:04.0,,Defensive rebound by J. Smith,63,33
233,2,1:00.0,,Shooting foul by R. Gay (drawn by A. Shved),63,33
234,2,1:00.0,,A. Shved makes free throw 1 of 2,63,34
235,2,1:00.0,N. Stauskas enters the game for R. Gay,,63,34
236,2,1:00.0,,A. Shved misses free throw 2 of 2,63,34
237,2,0:59.0,,Offensive rebound by A. Shved,63,34
238,2,0:48.0,,A. Bargnani makes 2-pt hook shot from 7 ft,63,36
239,2,0:37.0,N. Stauskas misses 2-pt layup from 3 ft,,63,36
240,2,0:36.0,Offensive rebound by D. Williams,,63,36
241,2,0:36.0,D. Williams makes 2-pt dunk at rim,,65,36
242,2,0:26.0,,J. Smith misses 2-pt jump shot from 22 ft,65,36
243,2,0:25.0,,Offensive rebound by L. Thomas,65,36
244,2,0:23.0,,Shooting foul by B. McLemore (drawn by L. Thomas),65,36
245,2,0:23.0,,L. Thomas makes 2-pt layup from 1 ft,65,38
246,2,0:23.0,,C. Aldrich enters the game for J. Smith,65,38
247,2,0:23.0,,L. Thomas makes free throw 1 of 1,65,39
248,2,0:03.0,B. McLemore misses 3-pt jump shot from 25 ft,,65,39
249,2,0:02.0,,Defensive rebound by L. Thomas,65,39
250,3,11:46.0,,Turnover by A. Bargnani (bad pass; steal by R. Gay),65,39
251,3,11:40.0,R. McCallum makes 2-pt dunk at rim (assist by R. Gay),,67,39
252,3,11:15.0,,T. Hardaway misses 3-pt jump shot from 26 ft,67,39
253,3,11:14.0,Defensive rebound by J. Thompson,,67,39
254,3,11:06.0,R. Gay makes 3-pt jump shot from 23 ft (assist by B. McLemore),,70,39
255,3,11:05.0,,New York full timeout,70,39
256,3,10:50.0,,A. Bargnani misses 2-pt jump shot from 17 ft,70,39
257,3,10:49.0,Defensive rebound by R. Gay,,70,39
258,3,10:36.0,R. McCallum misses 2-pt layup from 2 ft,,70,39
259,3,10:35.0,,Defensive rebound by L. Amundson,70,39
260,3,10:29.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Galloway),70,42
261,3,10:16.0,R. Gay makes 2-pt layup from 1 ft,,72,42
262,3,10:02.0,,L. Galloway makes 2-pt jump shot from 20 ft,72,44
263,3,9:46.0,Shooting foul by L. Amundson (drawn by D. Cousins),,72,44
264,3,9:46.0,D. Cousins makes free throw 1 of 2,,73,44
265,3,9:46.0,D. Cousins makes free throw 2 of 2,,74,44
266,3,9:32.0,,Personal foul by J. Thompson (drawn by A. Bargnani),74,44
267,3,9:20.0,,T. Hardaway misses 2-pt jump shot from 19 ft,74,44
268,3,9:19.0,Defensive rebound by R. Gay,,74,44
269,3,9:12.0,R. Gay misses 2-pt jump shot from 7 ft,,74,44
270,3,9:11.0,Offensive rebound by Team,,74,44
271,3,9:04.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by R. Gay),,77,44
272,3,8:53.0,,Offensive foul by L. Amundson (drawn by R. Gay),77,44
273,3,8:53.0,,Turnover by L. Amundson (offensive foul),77,44
274,3,8:53.0,,C. Aldrich enters the game for L. Amundson,77,44
275,3,8:37.0,D. Cousins misses 2-pt jump shot from 10 ft,,77,44
276,3,8:36.0,,Defensive rebound by L. Galloway,77,44
277,3,8:28.0,,L. Galloway misses 2-pt layup from 3 ft,77,44
278,3,8:27.0,Defensive rebound by J. Thompson,,77,44
279,3,8:22.0,B. McLemore makes 2-pt dunk at rim (assist by R. Gay),,79,44
280,3,8:15.0,,Turnover by C. Early (lost ball),79,44
281,3,8:01.0,R. Gay makes 2-pt jump shot from 19 ft,,81,44
282,3,7:51.0,,Shooting foul by D. Cousins (drawn by T. Hardaway),81,44
283,3,7:51.0,,T. Hardaway misses free throw 1 of 2,81,44
284,3,7:51.0,,Offensive rebound by Team,81,44
285,3,7:51.0,,L. Thomas enters the game for C. Early,81,44
286,3,7:51.0,,S. Larkin enters the game for L. Galloway,81,44
287,3,7:51.0,,T. Hardaway makes free throw 2 of 2,81,45
288,3,7:38.0,Shooting foul by C. Aldrich (drawn by D. Cousins),,81,45
289,3,7:38.0,D. Cousins makes free throw 1 of 2,,82,45
290,3,7:38.0,D. Cousins makes free throw 2 of 2,,83,45
291,3,7:23.0,,T. Hardaway makes 3-pt jump shot from 27 ft (assist by S. Larkin),83,48
292,3,7:08.0,J. Thompson makes 2-pt dunk at rim (assist by B. McLemore),,85,48
293,3,6:54.0,,L. Thomas misses 2-pt jump shot from 12 ft,85,48
294,3,6:53.0,Defensive rebound by D. Cousins,,85,48
295,3,6:45.0,D. Cousins makes 2-pt layup from 1 ft,,87,48
296,3,6:33.0,,Turnover by T. Hardaway (bad pass; steal by D. Cousins),87,48
297,3,6:28.0,D. Cousins makes 2-pt layup from 1 ft,,89,48
298,3,6:11.0,,T. Hardaway misses 2-pt jump shot from 22 ft,89,48
299,3,6:10.0,Defensive rebound by R. McCallum,,89,48
300,3,6:03.0,R. Gay makes 3-pt jump shot from 25 ft (assist by B. McLemore),,92,48
301,3,6:02.0,,New York full timeout,92,48
302,3,6:02.0,,A. Shved enters the game for A. Bargnani,92,48
303,3,6:02.0,,J. Smith enters the game for T. Hardaway,92,48
304,3,5:51.0,,S. Larkin makes 2-pt jump shot from 14 ft,92,50
305,3,5:31.0,R. Gay misses 3-pt jump shot from 26 ft,,92,50
306,3,5:30.0,,Defensive rebound by C. Aldrich,92,50
307,3,5:20.0,,C. Aldrich makes 2-pt jump shot from 4 ft (assist by S. Larkin),92,52
308,3,5:03.0,D. Cousins misses 2-pt jump shot from 17 ft,,92,52
309,3,5:02.0,Offensive rebound by Team,,92,52
310,3,5:02.0,,Loose ball foul by J. Smith (drawn by R. McCallum),92,52
311,3,4:53.0,R. McCallum misses 2-pt jump shot from 16 ft,,92,52
312,3,4:52.0,,Defensive rebound by A. Shved,92,52
313,3,4:46.0,,Shooting foul by J. Thompson (drawn by A. Shved),92,52
314,3,4:46.0,,A. Shved makes free throw 1 of 2,92,53
315,3,4:46.0,D. Williams enters the game for J. Thompson,,92,53
316,3,4:46.0,,A. Shved makes free throw 2 of 2,92,54
317,3,4:32.0,B. McLemore misses 2-pt jump shot from 4 ft (block by J. Smith),,92,54
318,3,4:31.0,,Defensive rebound by L. Thomas,92,54
319,3,4:20.0,,J. Smith makes 2-pt layup from 1 ft (assist by S. Larkin),92,56
320,3,4:05.0,D. Williams misses 3-pt jump shot from 24 ft,,92,56
321,3,4:04.0,Offensive rebound by R. Gay,,92,56
322,3,3:55.0,D. Cousins misses 2-pt layup,,92,56
323,3,3:54.0,Offensive rebound by R. Gay,,92,56
324,3,3:53.0,R. Gay misses 2-pt layup from 2 ft (block by C. Aldrich),,92,56
325,3,3:49.0,Offensive rebound by Team,,92,56
326,3,3:49.0,N. Stauskas enters the game for B. McLemore,,92,56
327,3,3:48.0,Turnover by D. Williams (traveling),,92,56
328,3,3:38.0,,S. Larkin makes 2-pt jump shot from 19 ft,92,58
329,3,3:23.0,A. Miller enters the game for R. McCallum,,92,58
330,3,3:13.0,R. Gay misses 2-pt layup from 3 ft,,92,58
331,3,3:12.0,,Defensive rebound by S. Larkin,92,58
332,3,3:07.0,,S. Larkin makes 2-pt layup from 1 ft,92,60
333,3,2:48.0,Shooting foul by C. Aldrich (drawn by D. Cousins),,92,60
334,3,2:48.0,Sacramento full timeout,,92,60
335,3,2:48.0,D. Cousins makes free throw 1 of 2,,93,60
336,3,2:48.0,D. Cousins makes free throw 2 of 2,,94,60
337,3,2:28.0,,C. Aldrich makes 2-pt layup from 2 ft (assist by A. Shved),94,62
338,3,2:04.0,D. Williams makes 3-pt jump shot from 25 ft (assist by D. Cousins),,97,62
339,3,1:46.0,,L. Thomas misses 2-pt jump shot from 20 ft,97,62
340,3,1:45.0,,Offensive rebound by C. Aldrich,97,62
341,3,1:45.0,,C. Aldrich makes 2-pt dunk at rim,97,64
342,3,1:34.0,N. Stauskas misses 2-pt layup from 2 ft (block by J. Smith),,97,64
343,3,1:33.0,,Defensive rebound by C. Aldrich,97,64
344,3,1:27.0,,A. Shved makes 2-pt layup from 1 ft (assist by S. Larkin),97,66
345,3,1:11.0,D. Cousins misses 2-pt jump shot from 17 ft,,97,66
346,3,1:10.0,,Defensive rebound by S. Larkin,97,66
347,3,1:04.0,,Turnover by S. Larkin (bad pass; steal by A. Miller),97,66
348,3,1:00.0,Shooting foul by S. Larkin (drawn by R. Gay),,97,66
349,3,1:00.0,R. Gay makes free throw 1 of 2,,98,66
350,3,1:00.0,J. Thompson enters the game for D. Cousins,,98,66
351,3,1:00.0,,Q. Acy enters the game for C. Aldrich,98,66
352,3,1:00.0,R. Gay misses free throw 2 of 2,,98,66
353,3,0:59.0,,Defensive rebound by Q. Acy,98,66
354,3,0:45.0,,J. Smith misses 2-pt jump shot from 14 ft,98,66
355,3,0:43.0,Defensive rebound by D. Williams,,98,66
356,3,0:34.0,J. Thompson misses 2-pt jump shot from 17 ft,,98,66
357,3,0:33.0,,Defensive rebound by A. Shved,98,66
358,3,0:22.0,,J. Smith makes 2-pt layup from 3 ft (assist by A. Shved),98,68
359,3,0:03.0,Shooting foul by L. Thomas (drawn by R. Gay),,98,68
360,3,0:03.0,R. Gay makes free throw 1 of 2,,99,68
361,3,0:03.0,R. Gay makes free throw 2 of 2,,100,68
362,3,0:01.0,,A. Shved misses 3-pt jump shot from 43 ft,100,68
363,3,0:00.0,,Offensive rebound by Team,100,68
364,4,11:46.0,D. Williams misses 2-pt jump shot from 7 ft,,100,68
365,4,11:45.0,,Defensive rebound by Team,100,68
366,4,11:25.0,,Shooting foul by D. Williams (drawn by Q. Acy),100,68
367,4,11:25.0,,Q. Acy makes free throw 1 of 2,100,69
368,4,11:25.0,,Q. Acy makes free throw 2 of 2,100,70
369,4,11:01.0,D. Williams misses 3-pt jump shot from 23 ft,,100,70
370,4,11:00.0,,Defensive rebound by J. Smith,100,70
371,4,10:48.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by T. Hardaway),100,72
372,4,10:26.0,N. Stauskas misses 2-pt layup from 3 ft (block by J. Smith),,100,72
373,4,10:25.0,Offensive rebound by Team,,100,72
374,4,10:25.0,,Loose ball foul by Q. Acy (drawn by J. Thompson),100,72
375,4,10:14.0,O. Casspi makes 2-pt jump shot from 5 ft,,102,72
376,4,10:03.0,,Turnover by J. Smith (traveling),102,72
377,4,9:47.0,N. Stauskas makes 2-pt layup from 2 ft (assist by A. Miller),,104,72
378,4,9:31.0,,Q. Acy misses 2-pt jump shot from 18 ft,104,72
379,4,9:30.0,Defensive rebound by A. Miller,,104,72
380,4,9:25.0,O. Casspi makes 2-pt dunk at rim (assist by D. Williams),,106,72
381,4,9:24.0,,New York full timeout,106,72
382,4,9:24.0,,T. Wear enters the game for L. Galloway,106,72
383,4,9:24.0,,S. Larkin enters the game for T. Hardaway,106,72
384,4,9:24.0,,C. Early enters the game for J. Smith,106,72
385,4,9:04.0,,S. Larkin makes 3-pt jump shot from 25 ft (assist by A. Shved),106,75
386,4,8:47.0,Turnover by J. Thompson (lost ball; steal by Q. Acy),,106,75
387,4,8:37.0,,T. Wear misses 2-pt layup from 1 ft,106,75
388,4,8:36.0,Defensive rebound by O. Casspi,,106,75
389,4,8:26.0,J. Thompson misses 2-pt layup from 2 ft (block by Q. Acy),,106,75
