,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
125,2,10:05.0,L. Mbah a Moute makes free throw 2 of 2,,23,19
126,2,9:47.0,,Personal foul by J. Sampson (drawn by N. Vonleh),23,19
127,2,9:47.0,I. Smith enters the game for J. Sampson,,23,19
128,2,9:40.0,,P. Hairston misses 2-pt layup from 1 ft,23,19
129,2,9:39.0,,Offensive rebound by N. Vonleh,23,19
130,2,9:39.0,,N. Vonleh makes 2-pt tip-in from 1 ft,23,21
131,2,9:32.0,Philadelphia full timeout,,23,21
132,2,9:13.0,I. Smith misses 2-pt jump shot from 8 ft,,23,21
133,2,9:12.0,Offensive rebound by Team,,23,21
134,2,9:12.0,,Loose ball foul by N. Vonleh (drawn by L. Mbah a Moute),23,21
135,2,9:12.0,J. Grant enters the game for G. Robinson,,23,21
136,2,9:12.0,R. Covington enters the game for H. Thompson,,23,21
137,2,9:00.0,J. Grant misses 2-pt layup from 1 ft,,23,21
138,2,8:58.0,Offensive rebound by R. Covington,,23,21
139,2,8:56.0,R. Covington misses 2-pt layup at rim,,23,21
140,2,8:55.0,,Defensive rebound by J. Maxiell,23,21
141,2,8:42.0,,N. Vonleh misses 2-pt layup from 2 ft,23,21
142,2,8:42.0,,Offensive rebound by Team,23,21
143,2,8:42.0,Loose ball foul by L. Mbah a Moute (drawn by J. Maxiell),,23,21
144,2,8:35.0,,L. Stephenson misses 2-pt layup from 1 ft (block by J. Grant),23,21
145,2,8:30.0,,Offensive rebound by J. Maxiell,23,21
146,2,8:30.0,,J. Maxiell makes 2-pt layup at rim,23,23
147,2,8:28.0,Shooting foul by J. Maxiell (drawn by R. Covington),,23,23
148,2,8:28.0,R. Covington makes free throw 1 of 2,,24,23
149,2,8:28.0,R. Covington makes free throw 2 of 2,,25,23
150,2,8:07.0,,N. Vonleh misses 2-pt layup at rim (block by J. Grant),25,23
151,2,8:07.0,,Offensive rebound by Team,25,23
152,2,8:06.0,,Turnover by L. Stephenson (bad pass; steal by R. Covington),25,23
153,2,8:03.0,R. Covington makes 2-pt layup at rim,,27,23
154,2,7:46.0,,J. Maxiell makes 2-pt jump shot from 6 ft (assist by N. Vonleh),27,25
155,2,7:35.0,Philadelphia full timeout,,27,25
156,2,7:35.0,F. Aldemir enters the game for L. Mbah a Moute,,27,25
157,2,7:19.0,Turnover by I. Smith (bad pass; steal by N. Vonleh),,27,25
158,2,7:15.0,,M. Williams misses 3-pt jump shot from 26 ft,27,25
159,2,7:14.0,,Offensive rebound by P. Hairston,27,25
160,2,7:08.0,,M. Williams misses 2-pt layup at rim,27,25
161,2,7:07.0,,Offensive rebound by N. Vonleh,27,25
162,2,7:07.0,,N. Vonleh makes 2-pt dunk at rim,27,27
163,2,6:45.0,F. Aldemir makes 2-pt layup from 2 ft (assist by I. Smith),,29,27
164,2,6:40.0,H. Sims enters the game for N. Noel,,29,27
165,2,6:29.0,,L. Stephenson misses 2-pt layup from 2 ft,29,27
166,2,6:28.0,Defensive rebound by R. Covington,,29,27
167,2,6:19.0,Personal foul by P. Hairston (drawn by H. Sims),,29,27
168,2,6:19.0,H. Sims makes free throw 1 of 2,,30,27
169,2,6:19.0,,M. Williams enters the game for N. Vonleh,30,27
170,2,6:19.0,,G. Henderson enters the game for P. Hairston,30,27
171,2,6:19.0,H. Sims makes free throw 2 of 2,,31,27
172,2,6:10.0,,Personal foul by J. Grant (drawn by G. Henderson),31,27
173,2,6:07.0,,M. Williams misses 2-pt jump shot from 14 ft,31,27
174,2,6:06.0,Defensive rebound by J. Grant,,31,27
175,2,5:56.0,R. Covington makes 3-pt jump shot from 25 ft,,34,27
176,2,5:41.0,,M. Williams makes 2-pt layup from 2 ft (assist by M. Williams),34,29
177,2,5:25.0,Personal foul by L. Stephenson (drawn by F. Aldemir),,34,29
178,2,5:25.0,Official timeout,,34,29
179,2,5:25.0,,B. Biyombo enters the game for L. Stephenson,34,29
180,2,5:25.0,,K. Walker enters the game for J. Maxiell,34,29
181,2,5:25.0,F. Aldemir makes free throw 1 of 2,,35,29
182,2,5:25.0,F. Aldemir misses free throw 2 of 2,,35,29
183,2,5:24.0,,Defensive rebound by M. Williams,35,29
184,2,5:00.0,,M. Williams makes 2-pt jump shot from 22 ft (assist by G. Henderson),35,31
185,2,4:42.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Covington),,38,31
186,2,4:27.0,,M. Williams makes 2-pt jump shot from 20 ft,38,33
187,2,4:24.0,H. Sims misses 2-pt layup from 2 ft (block by B. Biyombo),,38,33
188,2,4:24.0,Offensive rebound by I. Smith,,38,33
189,2,4:19.0,I. Smith makes 2-pt layup from 2 ft,,40,33
190,2,3:59.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by M. Williams),40,35
191,2,3:51.0,R. Covington makes 3-pt jump shot from 23 ft (assist by I. Smith),,43,35
192,2,3:27.0,,G. Henderson makes 2-pt jump shot from 13 ft,43,37
193,2,3:11.0,J. Grant misses 2-pt layup from 1 ft,,43,37
194,2,3:11.0,Offensive rebound by Team,,43,37
195,2,3:11.0,,Loose ball foul by G. Henderson (drawn by F. Aldemir),43,37
196,2,3:11.0,F. Aldemir makes free throw 1 of 2,,44,37
197,2,3:11.0,H. Thompson enters the game for J. Grant,,44,37
198,2,3:11.0,G. Robinson enters the game for R. Covington,,44,37
199,2,3:11.0,F. Aldemir makes free throw 2 of 2,,45,37
200,2,3:02.0,,Personal foul by H. Sims (drawn by K. Walker),45,37
201,2,2:51.0,,K. Walker misses 2-pt layup at rim (block by F. Aldemir),45,37
202,2,2:51.0,Defensive rebound by Team,,45,37
203,2,2:51.0,,Charlotte full timeout,45,37
204,2,2:37.0,H. Sims misses 3-pt jump shot from 23 ft,,45,37
205,2,2:36.0,,Defensive rebound by M. Williams,45,37
206,2,2:36.0,,Personal foul by H. Sims (drawn by M. Williams),45,37
207,2,2:36.0,,M. Williams makes free throw 1 of 2,45,38
208,2,2:36.0,J. Sampson enters the game for I. Smith,,45,38
209,2,2:36.0,L. Mbah a Moute enters the game for H. Sims,,45,38
210,2,2:36.0,,M. Williams makes free throw 2 of 2,45,39
211,2,2:21.0,G. Robinson makes 2-pt layup from 1 ft,,47,39
212,2,2:09.0,,Personal foul by H. Thompson (drawn by M. Williams),47,39
213,2,2:09.0,,M. Williams makes free throw 1 of 2,47,40
214,2,2:09.0,,M. Williams makes free throw 2 of 2,47,41
215,2,1:48.0,H. Thompson misses 2-pt jump shot from 16 ft (block by M. Williams),,47,41
216,2,1:48.0,Offensive rebound by Team,,47,41
217,2,1:44.0,Shooting foul by M. Williams (drawn by H. Thompson),,47,41
218,2,1:44.0,H. Thompson makes free throw 1 of 2,,48,41
219,2,1:44.0,H. Thompson makes free throw 2 of 2,,49,41
220,2,1:29.0,,G. Henderson misses 2-pt jump shot from 15 ft,49,41
221,2,1:28.0,,Offensive rebound by Team,49,41
222,2,1:28.0,,Personal foul by F. Aldemir (drawn by B. Biyombo),49,41
223,2,1:28.0,,B. Biyombo makes free throw 1 of 2,49,42
224,2,1:28.0,,B. Biyombo makes free throw 2 of 2,49,43
225,2,1:13.0,L. Mbah a Moute misses 2-pt layup from 2 ft,,49,43
226,2,1:12.0,,Defensive rebound by G. Henderson,49,43
227,2,1:06.0,,M. Williams makes 2-pt jump shot from 11 ft,49,45
228,2,0:53.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,49,45
229,2,0:51.0,Offensive rebound by Team,,49,45
230,2,0:40.0,G. Robinson misses 2-pt jump shot from 20 ft,,49,45
231,2,0:39.0,,Defensive rebound by K. Walker,49,45
232,2,0:27.0,,M. Williams makes 2-pt jump shot from 21 ft (assist by M. Williams),49,47
233,2,0:10.0,J. Sampson makes 2-pt jump shot from 10 ft,,51,47
234,2,0:04.0,,Personal foul by F. Aldemir (drawn by M. Williams),51,47
235,2,0:04.0,,M. Williams makes free throw 1 of 2,51,48
236,2,0:04.0,J. Grant enters the game for F. Aldemir,,51,48
237,2,0:04.0,I. Smith enters the game for J. Sampson,,51,48
238,2,0:04.0,,J. Taylor enters the game for B. Biyombo,51,48
239,2,0:04.0,,M. Williams makes free throw 2 of 2,51,49
240,2,0:01.0,I. Smith misses 2-pt jump shot from 14 ft,,51,49
241,2,0:00.0,Offensive rebound by Team,,51,49
242,3,11:50.0,Personal foul by G. Henderson (drawn by J. Grant),,51,49
243,3,11:42.0,Turnover by R. Covington (traveling),,51,49
244,3,11:29.0,,K. Walker makes 2-pt jump shot from 17 ft,51,51
245,3,11:06.0,I. Smith misses 2-pt layup from 1 ft,,51,51
246,3,11:04.0,Offensive rebound by F. Aldemir,,51,51
247,3,11:04.0,F. Aldemir makes 2-pt tip-in at rim,,53,51
248,3,10:44.0,,J. Taylor misses 2-pt jump shot from 21 ft,53,51
249,3,10:42.0,Defensive rebound by I. Smith,,53,51
250,3,10:31.0,J. Grant misses 3-pt jump shot from 26 ft,,53,51
251,3,10:29.0,Offensive rebound by I. Smith,,53,51
252,3,10:24.0,Shooting foul by B. Biyombo (drawn by L. Mbah a Moute),,53,51
253,3,10:24.0,L. Mbah a Moute misses free throw 1 of 2,,53,51
254,3,10:24.0,Offensive rebound by Team,,53,51
255,3,10:24.0,L. Mbah a Moute makes free throw 2 of 2,,54,51
256,3,10:22.0,,Personal foul by R. Covington (drawn by K. Walker),54,51
257,3,10:02.0,,J. Taylor makes 2-pt layup from 1 ft (assist by K. Walker),54,53
258,3,9:44.0,I. Smith misses 3-pt jump shot from 23 ft,,54,53
259,3,9:42.0,,Defensive rebound by M. Williams,54,53
260,3,9:35.0,,Shooting foul by F. Aldemir (drawn by M. Williams),54,53
261,3,9:35.0,,M. Williams misses free throw 1 of 2,54,53
262,3,9:35.0,,Offensive rebound by Team,54,53
263,3,9:35.0,H. Sims enters the game for F. Aldemir,,54,53
264,3,9:35.0,,M. Williams makes free throw 2 of 2,54,54
265,3,9:24.0,Turnover by J. Grant (traveling),,54,54
266,3,9:15.0,,Turnover by B. Biyombo (lost ball),54,54
267,3,8:52.0,Shooting foul by B. Biyombo (drawn by L. Mbah a Moute),,54,54
268,3,8:52.0,L. Mbah a Moute misses free throw 1 of 2,,54,54
269,3,8:52.0,Offensive rebound by Team,,54,54
270,3,8:52.0,L. Mbah a Moute makes free throw 2 of 2,,55,54
271,3,8:40.0,,G. Henderson misses 2-pt jump shot from 20 ft,55,54
272,3,8:39.0,Defensive rebound by R. Covington,,55,54
273,3,8:27.0,R. Covington misses 2-pt jump shot from 17 ft,,55,54
274,3,8:25.0,,Defensive rebound by K. Walker,55,54
275,3,8:19.0,Violation by L. Mbah a Moute (kicked ball),,55,54
276,3,8:10.0,,K. Walker misses 2-pt jump shot from 18 ft,55,54
277,3,8:09.0,Defensive rebound by R. Covington,,55,54
278,3,7:57.0,Offensive foul by L. Mbah a Moute (drawn by G. Henderson),,55,54
279,3,7:57.0,Turnover by L. Mbah a Moute (offensive foul),,55,54
280,3,7:39.0,,K. Walker makes 2-pt jump shot from 18 ft,55,56
281,3,7:24.0,R. Covington misses 2-pt layup from 2 ft,,55,56
282,3,7:23.0,Offensive rebound by Team,,55,56
283,3,7:23.0,H. Thompson enters the game for J. Grant,,55,56
284,3,7:23.0,Turnover by R. Covington (lost ball; steal by G. Henderson),,55,56
285,3,7:08.0,,K. Walker misses 2-pt jump shot from 14 ft,55,56
286,3,7:05.0,,Offensive rebound by B. Biyombo,55,56
287,3,7:05.0,,B. Biyombo makes 2-pt dunk at rim,55,58
288,3,6:52.0,Personal foul by G. Henderson (drawn by H. Thompson),,55,58
289,3,6:45.0,Personal foul by M. Williams (drawn by R. Covington),,55,58
290,3,6:45.0,R. Covington makes free throw 1 of 2,,56,58
291,3,6:45.0,R. Covington makes free throw 2 of 2,,57,58
292,3,6:34.0,,G. Henderson misses 2-pt layup at rim (block by H. Sims),57,58
293,3,6:34.0,Defensive rebound by Team,,57,58
294,3,6:15.0,I. Smith makes 2-pt jump shot from 5 ft,,59,58
295,3,6:02.0,,K. Walker makes 2-pt layup from 2 ft (assist by G. Henderson),59,60
296,3,5:46.0,I. Smith makes 2-pt jump shot from 1 ft,,61,60
297,3,5:28.0,,K. Walker misses 3-pt jump shot from 26 ft,61,60
298,3,5:27.0,Defensive rebound by R. Covington,,61,60
299,3,5:20.0,Turnover by I. Smith (lost ball),,61,60
300,3,5:20.0,,Charlotte full timeout,61,60
301,3,5:20.0,,P. Hairston enters the game for G. Henderson,61,60
302,3,5:05.0,,Shooting foul by H. Sims (drawn by J. Taylor),61,60
303,3,5:05.0,,J. Taylor makes free throw 1 of 2,61,61
304,3,5:05.0,,J. Taylor makes free throw 2 of 2,61,62
305,3,4:45.0,Offensive foul by I. Smith (drawn by K. Walker),,61,62
306,3,4:45.0,Turnover by I. Smith (offensive foul),,61,62
307,3,4:23.0,,K. Walker makes 2-pt jump shot from 8 ft,61,64
308,3,4:16.0,G. Robinson enters the game for R. Covington,,61,64
309,3,4:16.0,J. Grant enters the game for L. Mbah a Moute,,61,64
310,3,4:02.0,J. Grant misses 2-pt jump shot from 3 ft,,61,64
311,3,4:01.0,,Defensive rebound by B. Biyombo,61,64
312,3,3:51.0,,Personal foul by H. Sims (drawn by K. Walker),61,64
313,3,3:51.0,,M. Williams enters the game for J. Taylor,61,64
314,3,3:51.0,J. Sampson enters the game for H. Sims,,61,64
315,3,3:40.0,,K. Walker misses 2-pt jump shot from 17 ft,61,64
316,3,3:37.0,Defensive rebound by H. Thompson,,61,64
317,3,3:33.0,Philadelphia full timeout,,61,64
318,3,3:33.0,,J. Maxiell enters the game for B. Biyombo,61,64
319,3,3:22.0,J. Sampson misses 2-pt jump shot from 5 ft,,61,64
320,3,3:21.0,,Defensive rebound by M. Williams,61,64
321,3,3:15.0,,M. Williams misses 2-pt jump shot from 21 ft,61,64
322,3,3:13.0,Defensive rebound by I. Smith,,61,64
323,3,3:05.0,H. Thompson misses 2-pt jump shot from 6 ft,,61,64
324,3,3:03.0,,Defensive rebound by P. Hairston,61,64
325,3,2:42.0,,P. Hairston misses 3-pt jump shot from 26 ft,61,64
326,3,2:42.0,Defensive rebound by Team,,61,64
327,3,2:42.0,,Loose ball foul by J. Maxiell (drawn by I. Smith),61,64
328,3,2:42.0,I. Smith makes free throw 1 of 2,,62,64
329,3,2:42.0,I. Smith makes free throw 2 of 2,,63,64
330,3,2:30.0,,M. Williams makes 2-pt jump shot from 13 ft,63,66
331,3,2:13.0,I. Smith misses 2-pt jump shot from 6 ft,,63,66
332,3,2:12.0,,Defensive rebound by J. Maxiell,63,66
333,3,2:00.0,,Turnover by J. Maxiell (bad pass; steal by J. Grant),63,66
334,3,1:54.0,I. Smith makes 2-pt layup from 2 ft (assist by J. Grant),,65,66
335,3,1:34.0,,Turnover by M. Williams (bad pass; steal by J. Grant),65,66
336,3,1:31.0,Turnover by G. Robinson (lost ball; steal by P. Hairston),,65,66
337,3,1:31.0,,Personal foul by J. Grant (drawn by M. Williams),65,66
338,3,1:31.0,,M. Williams makes free throw 1 of 2,65,67
339,3,1:31.0,R. Covington enters the game for I. Smith,,65,67
340,3,1:31.0,,J. Taylor enters the game for K. Walker,65,67
341,3,1:31.0,,M. Williams makes free throw 2 of 2,65,68
342,3,1:13.0,H. Thompson misses 3-pt jump shot from 26 ft,,65,68
343,3,1:12.0,,Defensive rebound by J. Maxiell,65,68
344,3,1:02.0,,M. Williams misses 3-pt jump shot from 26 ft,65,68
345,3,1:01.0,Defensive rebound by G. Robinson,,65,68
346,3,0:54.0,J. Sampson makes 2-pt hook shot from 6 ft,,67,68
347,3,0:36.0,,M. Williams misses 2-pt jump shot from 5 ft (block by J. Grant),67,68
348,3,0:36.0,,Offensive rebound by Team,67,68
349,3,0:32.0,,P. Hairston makes 2-pt layup at rim (assist by J. Taylor),67,70
350,3,0:19.0,J. Sampson makes 2-pt jump shot from 5 ft,,69,70
351,3,0:02.0,,Personal foul by J. Grant (drawn by M. Williams),69,70
352,3,0:02.0,,M. Williams makes free throw 1 of 2,69,71
353,3,0:02.0,I. Smith enters the game for J. Sampson,,69,71
354,3,0:02.0,,M. Williams makes free throw 2 of 2,69,72
355,4,11:43.0,,M. Williams misses 2-pt jump shot from 19 ft,69,72
356,4,11:41.0,Defensive rebound by L. Mbah a Moute,,69,72
357,4,11:24.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by F. Aldemir),,72,72
358,4,11:11.0,,P. Hairston makes 2-pt jump shot from 17 ft,72,74
359,4,10:44.0,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by J. Sampson),,75,74
360,4,10:31.0,,P. Hairston misses 3-pt jump shot from 25 ft,75,74
361,4,10:29.0,,Offensive rebound by Team,75,74
362,4,10:25.0,,P. Hairston makes 2-pt jump shot from 13 ft (assist by J. Taylor),75,76
363,4,10:10.0,Shooting foul by N. Vonleh (drawn by L. Mbah a Moute),,75,76
364,4,10:10.0,L. Mbah a Moute misses free throw 1 of 2,,75,76
365,4,10:10.0,Offensive rebound by Team,,75,76
366,4,10:10.0,L. Mbah a Moute makes free throw 2 of 2,,76,76
367,4,9:57.0,,P. Hairston misses 2-pt jump shot from 5 ft (block by F. Aldemir),76,76
368,4,9:56.0,,Offensive rebound by P. Hairston,76,76
369,4,9:53.0,,P. Hairston misses 2-pt layup from 2 ft (block by G. Robinson),76,76
370,4,9:50.0,Defensive rebound by H. Thompson,,76,76
371,4,9:35.0,G. Robinson misses 2-pt jump shot from 14 ft,,76,76
372,4,9:33.0,Offensive rebound by L. Mbah a Moute,,76,76
373,4,9:29.0,G. Robinson misses 2-pt jump shot from 19 ft,,76,76
374,4,9:28.0,Offensive rebound by L. Mbah a Moute,,76,76
375,4,9:16.0,L. Mbah a Moute misses 2-pt layup from 2 ft,,76,76
376,4,9:11.0,Offensive rebound by G. Robinson,,76,76
377,4,9:10.0,Offensive foul by G. Robinson (drawn by M. Williams),,76,76
378,4,9:10.0,Turnover by G. Robinson (offensive foul),,76,76
379,4,9:10.0,,K. Walker enters the game for P. Hairston,76,76
380,4,8:56.0,,M. Williams misses 3-pt jump shot from 24 ft,76,76
381,4,8:54.0,,Offensive rebound by J. Taylor,76,76
382,4,8:46.0,,K. Walker makes 2-pt layup from 2 ft,76,78
383,4,8:46.0,,Shooting foul by H. Thompson (drawn by K. Walker),76,78
384,4,8:46.0,Official timeout,,76,78
385,4,8:46.0,,K. Walker makes free throw 1 of 1,76,79
386,4,8:34.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by G. Robinson),,79,79
387,4,8:22.0,,K. Walker makes 2-pt jump shot from 19 ft,79,81
388,4,8:01.0,G. Robinson makes 3-pt jump shot from 26 ft (assist by F. Aldemir),,82,81
389,4,7:48.0,,Turnover by K. Walker (lost ball),82,81
390,4,7:48.0,,G. Henderson enters the game for J. Taylor,82,81
391,4,7:48.0,R. Covington enters the game for G. Robinson,,82,81
