,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ATLANTA_ACTION,CLEVELAND_SCORE,ATLANTA_SCORE
92,1,0:58.0,Shooting foul by E. Brand (drawn by T. Thompson),,24,21
93,1,0:58.0,T. Thompson misses free throw 1 of 2,,24,21
94,1,0:58.0,Offensive rebound by Team,,24,21
95,1,0:58.0,,K. Korver enters the game for J. Teague,24,21
96,1,0:58.0,T. Thompson misses free throw 2 of 2,,24,21
97,1,0:56.0,,Defensive rebound by T. Sefolosha,24,21
98,1,0:41.0,,D. Schröder makes 2-pt jump shot from 17 ft,24,23
99,1,0:28.0,Turnover by D. Waiters (lost ball; steal by E. Brand),,24,23
100,1,0:09.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by M. Scott),24,26
101,1,0:09.0,,Shooting foul by D. Waiters (drawn by T. Sefolosha),24,26
102,1,0:09.0,,K. Bazemore enters the game for K. Korver,24,26
103,1,0:09.0,K. Irving enters the game for D. Waiters,,24,26
104,1,0:09.0,,T. Sefolosha misses free throw 1 of 1,24,26
105,1,0:08.0,Defensive rebound by L. Amundson,,24,26
106,1,0:02.0,Shooting block foul by E. Brand (drawn by K. Irving),,24,26
107,1,0:02.0,K. Irving makes free throw 1 of 2,,25,26
108,1,0:02.0,K. Irving misses free throw 2 of 2,,25,26
109,1,0:01.0,,Defensive rebound by M. Scott,25,26
110,2,11:49.0,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),,28,26
111,2,11:31.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),28,29
112,2,11:14.0,A. Price makes 2-pt jump shot from 18 ft (assist by L. Amundson),,30,29
113,2,10:56.0,,M. Scott misses 3-pt jump shot from 24 ft,30,29
114,2,10:55.0,Defensive rebound by K. Love,,30,29
115,2,10:47.0,Turnover by K. Irving (lost ball; steal by K. Bazemore),,30,29
116,2,10:46.0,,Personal foul by K. Love (drawn by K. Bazemore),30,29
117,2,10:46.0,,P. Millsap enters the game for E. Brand,30,29
118,2,10:46.0,J. Jones enters the game for L. Amundson,,30,29
119,2,10:35.0,,K. Korver makes 2-pt jump shot from 7 ft (assist by D. Schröder),30,31
120,2,10:18.0,A. Price makes 2-pt layup from 1 ft,,32,31
121,2,10:07.0,,Turnover by K. Korver (bad pass; steal by K. Love),32,31
122,2,9:54.0,J. Jones misses 3-pt jump shot from 24 ft,,32,31
123,2,9:52.0,Offensive rebound by K. Irving,,32,31
124,2,9:44.0,J. Jones misses 3-pt jump shot from 24 ft,,32,31
125,2,9:43.0,,Defensive rebound by D. Schröder,32,31
126,2,9:31.0,,D. Schröder misses 2-pt layup from 1 ft,32,31
127,2,9:29.0,,Offensive rebound by M. Scott,32,31
128,2,9:29.0,,M. Scott makes 2-pt layup at rim,32,33
129,2,9:10.0,J. Harris makes 2-pt jump shot from 3 ft (assist by J. Jones),,34,33
130,2,8:51.0,,Personal foul by J. Jones (drawn by M. Scott),34,33
131,2,8:51.0,Official timeout,,34,33
132,2,8:51.0,M. Miller enters the game for J. Harris,,34,33
133,2,8:35.0,,D. Schröder misses 2-pt jump shot from 17 ft,34,33
134,2,8:34.0,Defensive rebound by K. Love,,34,33
135,2,8:16.0,K. Love misses 2-pt jump shot from 3 ft,,34,33
136,2,8:13.0,Offensive rebound by K. Love,,34,33
137,2,8:13.0,Cleveland full timeout,,34,33
138,2,8:09.0,Turnover by Team (shot clock),,34,33
139,2,8:00.0,,P. Millsap makes 2-pt dunk at rim (assist by K. Korver),34,35
140,2,7:35.0,K. Love misses 2-pt layup from 1 ft,,34,35
141,2,7:34.0,,Defensive rebound by P. Millsap,34,35
142,2,7:26.0,,P. Millsap misses 3-pt jump shot from 24 ft,34,35
143,2,7:24.0,Defensive rebound by K. Irving,,34,35
144,2,7:24.0,Personal foul by K. Bazemore (drawn by K. Irving),,34,35
145,2,7:24.0,T. Thompson enters the game for A. Price,,34,35
146,2,7:17.0,K. Irving makes 2-pt jump shot from 14 ft (assist by M. Miller),,36,35
147,2,7:04.0,,D. Schröder makes 2-pt jump shot from 19 ft,36,37
148,2,6:52.0,K. Irving misses 2-pt layup from 2 ft,,36,37
149,2,6:51.0,,Defensive rebound by M. Scott,36,37
150,2,6:47.0,,Personal foul by J. Jones (drawn by M. Scott),36,37
151,2,6:47.0,,D. Carroll enters the game for M. Scott,36,37
152,2,6:47.0,,P. Antić enters the game for K. Bazemore,36,37
153,2,6:47.0,D. Waiters enters the game for J. Jones,,36,37
154,2,6:33.0,,D. Carroll misses 3-pt jump shot from 24 ft,36,37
155,2,6:30.0,Defensive rebound by K. Irving,,36,37
156,2,6:18.0,K. Irving misses 3-pt jump shot from 24 ft,,36,37
157,2,6:17.0,Offensive rebound by Team,,36,37
158,2,6:17.0,,Loose ball foul by P. Antić (drawn by T. Thompson),36,37
159,2,6:17.0,,J. Teague enters the game for D. Schröder,36,37
160,2,6:17.0,,T. Sefolosha enters the game for K. Korver,36,37
161,2,6:12.0,Shooting foul by T. Sefolosha (drawn by K. Love),,36,37
162,2,6:12.0,K. Love makes free throw 1 of 2,,37,37
163,2,6:12.0,K. Love makes free throw 2 of 2,,38,37
164,2,5:58.0,,Turnover by T. Sefolosha (traveling),38,37
165,2,5:46.0,D. Waiters misses 2-pt layup at rim,,38,37
166,2,5:44.0,,Defensive rebound by T. Sefolosha,38,37
167,2,5:38.0,,Turnover by J. Teague (lost ball),38,37
168,2,5:28.0,K. Irving misses 2-pt jump shot from 18 ft,,38,37
169,2,5:27.0,,Defensive rebound by P. Millsap,38,37
170,2,5:16.0,,T. Sefolosha misses 2-pt jump shot from 14 ft,38,37
171,2,5:16.0,,Offensive rebound by Team,38,37
172,2,5:16.0,Loose ball foul by T. Thompson (drawn by P. Antić),,38,37
173,2,5:16.0,J. Harris enters the game for M. Miller,,38,37
174,2,5:11.0,,Turnover by J. Teague (lost ball),38,37
175,2,4:55.0,Turnover by K. Love (lost ball; steal by T. Sefolosha),,38,37
176,2,4:47.0,,D. Carroll misses 3-pt jump shot from 23 ft,38,37
177,2,4:46.0,Defensive rebound by K. Love,,38,37
178,2,4:35.0,Turnover by D. Waiters (lost ball; steal by T. Sefolosha),,38,37
179,2,4:23.0,,P. Antić misses 2-pt jump shot from 20 ft,38,37
180,2,4:22.0,Defensive rebound by T. Thompson,,38,37
181,2,4:02.0,D. Waiters misses 3-pt jump shot from 25 ft,,38,37
182,2,4:01.0,,Defensive rebound by D. Carroll,38,37
183,2,3:54.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,38,37
184,2,3:51.0,Defensive rebound by D. Waiters,,38,37
185,2,3:43.0,K. Irving misses 2-pt jump shot from 4 ft,,38,37
186,2,3:42.0,,Defensive rebound by D. Carroll,38,37
187,2,3:37.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Carroll),38,39
188,2,3:27.0,Cleveland full timeout,,38,39
189,2,3:27.0,A. Price enters the game for K. Irving,,38,39
190,2,3:19.0,Turnover by D. Waiters (bad pass; steal by J. Teague),,38,39
191,2,3:15.0,,Shooting foul by J. Harris (drawn by P. Millsap),38,39
192,2,3:15.0,,P. Millsap makes free throw 1 of 2,38,40
193,2,3:15.0,,P. Millsap makes free throw 2 of 2,38,41
194,2,2:53.0,A. Price misses 2-pt jump shot from 16 ft,,38,41
195,2,2:51.0,,Defensive rebound by T. Sefolosha,38,41
196,2,2:40.0,,J. Teague misses 3-pt jump shot from 25 ft,38,41
197,2,2:39.0,Defensive rebound by K. Love,,38,41
198,2,2:26.0,A. Price misses 2-pt jump shot from 11 ft,,38,41
199,2,2:23.0,,Defensive rebound by D. Carroll,38,41
200,2,2:19.0,,Atlanta full timeout,38,41
201,2,2:19.0,,M. Scott enters the game for P. Antić,38,41
202,2,2:19.0,,K. Korver enters the game for T. Sefolosha,38,41
203,2,2:19.0,M. Dellavedova enters the game for D. Waiters,,38,41
204,2,2:19.0,K. Irving enters the game for A. Price,,38,41
205,2,2:08.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by J. Teague),38,44
206,2,1:52.0,Def 3 sec tech foul by M. Scott,,38,44
207,2,1:52.0,K. Irving makes technical free throw,,39,44
208,2,1:47.0,K. Irving misses 3-pt jump shot from 24 ft,,39,44
209,2,1:46.0,,Defensive rebound by K. Korver,39,44
210,2,1:38.0,,J. Teague makes 2-pt jump shot from 3 ft,39,46
211,2,1:17.0,K. Love misses 2-pt layup at rim (block by P. Millsap),,39,46
212,2,1:15.0,Offensive rebound by J. Harris,,39,46
213,2,1:12.0,T. Thompson makes 2-pt dunk at rim (assist by K. Love),,41,46
214,2,1:04.0,,P. Millsap makes 2-pt layup at rim (assist by J. Teague),41,48
215,2,1:01.0,Personal foul by J. Teague (drawn by K. Irving),,41,48
216,2,1:01.0,A. Price enters the game for M. Dellavedova,,41,48
217,2,1:01.0,,T. Sefolosha enters the game for D. Carroll,41,48
218,2,0:52.0,Turnover by A. Price (bad pass; steal by T. Sefolosha),,41,48
219,2,0:48.0,,T. Sefolosha makes 2-pt layup from 1 ft,41,50
220,2,0:48.0,,Shooting foul by A. Price (drawn by T. Sefolosha),41,50
221,2,0:48.0,,T. Sefolosha makes free throw 1 of 1,41,51
222,2,0:30.0,Turnover by K. Irving (step out of bounds),,41,51
223,2,0:13.0,,M. Scott misses 3-pt jump shot from 25 ft,41,51
224,2,0:12.0,Defensive rebound by J. Harris,,41,51
225,2,0:01.0,K. Irving misses 2-pt layup at rim (block by P. Millsap),,41,51
226,2,0:01.0,,Defensive rebound by M. Scott,41,51
227,3,11:45.0,Turnover by K. Irving (bad pass; steal by P. Millsap),,41,51
228,3,11:35.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Antić),41,54
229,3,11:15.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,41,54
230,3,11:13.0,,Defensive rebound by P. Millsap,41,54
231,3,11:04.0,,J. Teague makes 2-pt jump shot from 22 ft,41,56
232,3,10:49.0,K. Irving makes 2-pt layup from 1 ft,,43,56
233,3,10:41.0,,Shooting foul by K. Irving (drawn by J. Teague),43,56
234,3,10:41.0,,J. Teague misses free throw 1 of 2,43,56
235,3,10:41.0,,Offensive rebound by Team,43,56
236,3,10:41.0,,J. Teague makes free throw 2 of 2,43,57
237,3,10:23.0,Turnover by M. Miller (bad pass; steal by P. Millsap),,43,57
238,3,10:18.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),43,60
239,3,10:17.0,Cleveland full timeout,,43,60
240,3,9:58.0,K. Irving makes 2-pt jump shot from 12 ft,,45,60
241,3,9:46.0,,J. Teague makes 2-pt layup from 1 ft,45,62
242,3,9:39.0,Shooting foul by P. Antić (drawn by K. Irving),,45,62
243,3,9:39.0,K. Irving makes free throw 1 of 2,,46,62
244,3,9:39.0,J. Jones enters the game for K. Love,,46,62
245,3,9:39.0,K. Irving makes free throw 2 of 2,,47,62
246,3,9:20.0,,P. Millsap makes 2-pt jump shot from 9 ft,47,64
247,3,9:02.0,K. Irving misses 2-pt jump shot from 20 ft,,47,64
248,3,9:00.0,,Defensive rebound by P. Millsap,47,64
249,3,8:38.0,,Turnover by J. Teague (bad pass; steal by M. Miller),47,64
250,3,8:27.0,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by K. Irving),,50,64
251,3,8:14.0,,Shooting foul by M. Dellavedova (drawn by J. Teague),50,64
252,3,8:14.0,,J. Teague misses free throw 1 of 2,50,64
253,3,8:14.0,,Offensive rebound by Team,50,64
254,3,8:14.0,,J. Teague makes free throw 2 of 2,50,65
255,3,7:54.0,K. Irving misses 3-pt jump shot from 26 ft,,50,65
256,3,7:52.0,,Defensive rebound by J. Teague,50,65
257,3,7:45.0,,K. Korver misses 3-pt jump shot from 24 ft,50,65
258,3,7:44.0,Defensive rebound by K. Irving,,50,65
259,3,7:39.0,K. Irving misses 2-pt jump shot from 3 ft,,50,65
260,3,7:38.0,,Defensive rebound by P. Millsap,50,65
261,3,7:21.0,,P. Antić misses 2-pt jump shot from 10 ft,50,65
262,3,7:18.0,Defensive rebound by T. Thompson,,50,65
263,3,7:12.0,J. Jones makes 3-pt jump shot from 22 ft (assist by M. Dellavedova),,53,65
264,3,6:50.0,,P. Antić misses 3-pt jump shot from 24 ft,53,65
265,3,6:48.0,Defensive rebound by M. Miller,,53,65
266,3,6:37.0,T. Thompson makes 2-pt layup from 2 ft,,55,65
267,3,6:37.0,Shooting foul by D. Carroll (drawn by T. Thompson),,55,65
268,3,6:37.0,,M. Scott enters the game for P. Antić,55,65
269,3,6:37.0,T. Thompson misses free throw 1 of 1,,55,65
270,3,6:36.0,,Defensive rebound by D. Carroll,55,65
271,3,6:12.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),55,67
272,3,5:59.0,T. Thompson makes 2-pt layup from 1 ft (assist by J. Jones),,57,67
273,3,5:59.0,Shooting foul by K. Korver (drawn by T. Thompson),,57,67
274,3,5:59.0,T. Thompson misses free throw 1 of 1,,57,67
275,3,5:58.0,,Defensive rebound by P. Millsap,57,67
276,3,5:42.0,,M. Scott misses 2-pt hook shot from 6 ft,57,67
277,3,5:39.0,Defensive rebound by T. Thompson,,57,67
278,3,5:29.0,K. Irving makes 2-pt layup from 1 ft,,59,67
279,3,5:14.0,,Shooting foul by K. Irving (drawn by D. Carroll),59,67
280,3,5:14.0,,D. Carroll makes 2-pt jump shot from 6 ft (assist by P. Millsap),59,69
281,3,5:14.0,,D. Carroll makes free throw 1 of 1,59,70
282,3,4:54.0,J. Jones misses 3-pt jump shot from 23 ft,,59,70
283,3,4:53.0,,Defensive rebound by K. Korver,59,70
284,3,4:39.0,,Turnover by M. Scott (lost ball; steal by K. Irving),59,70
285,3,4:33.0,K. Irving makes 2-pt layup from 1 ft,,61,70
286,3,4:13.0,,K. Korver misses 2-pt jump shot from 16 ft,61,70
287,3,4:11.0,,Offensive rebound by K. Korver,61,70
288,3,4:07.0,,P. Millsap makes 2-pt layup from 2 ft,61,72
289,3,3:47.0,K. Irving makes 2-pt jump shot from 11 ft,,63,72
290,3,3:47.0,,Atlanta full timeout,63,72
291,3,3:47.0,,T. Sefolosha enters the game for K. Korver,63,72
292,3,3:47.0,D. Waiters enters the game for M. Miller,,63,72
293,3,3:47.0,J. Harris enters the game for M. Dellavedova,,63,72
294,3,3:35.0,,D. Carroll misses 3-pt jump shot from 24 ft,63,72
295,3,3:32.0,,Offensive rebound by D. Carroll,63,72
296,3,3:20.0,,P. Millsap misses 2-pt layup from 1 ft,63,72
297,3,3:18.0,Defensive rebound by T. Thompson,,63,72
298,3,3:09.0,J. Harris makes 3-pt jump shot from 22 ft (assist by D. Waiters),,66,72
299,3,2:57.0,,Personal foul by J. Harris (drawn by J. Teague),66,72
300,3,2:57.0,,E. Brand enters the game for P. Millsap,66,72
301,3,2:57.0,M. Dellavedova enters the game for K. Irving,,66,72
302,3,2:41.0,,D. Carroll misses 2-pt hook shot from 7 ft,66,72
303,3,2:40.0,,Offensive rebound by D. Carroll,66,72
304,3,2:39.0,,Shooting foul by J. Harris (drawn by D. Carroll),66,72
305,3,2:39.0,,D. Carroll makes free throw 1 of 2,66,73
306,3,2:39.0,,D. Schröder enters the game for J. Teague,66,73
307,3,2:39.0,,D. Carroll makes free throw 2 of 2,66,74
308,3,2:25.0,Turnover by J. Jones (bad pass; steal by D. Schröder),,66,74
309,3,2:12.0,,Shooting foul by J. Jones (drawn by M. Scott),66,74
310,3,2:12.0,,M. Scott makes free throw 1 of 2,66,75
311,3,2:12.0,,K. Korver enters the game for D. Carroll,66,75
312,3,2:12.0,K. Love enters the game for T. Thompson,,66,75
313,3,2:12.0,,M. Scott makes free throw 2 of 2,66,76
314,3,1:51.0,M. Dellavedova misses 2-pt layup at rim (block by E. Brand),,66,76
315,3,1:51.0,,Defensive rebound by Team,66,76
316,3,1:40.0,,Turnover by D. Schröder (bad pass; steal by K. Love),66,76
317,3,1:34.0,Personal block foul by T. Sefolosha (drawn by D. Waiters),,66,76
318,3,1:28.0,K. Love misses 2-pt jump shot from 8 ft,,66,76
319,3,1:25.0,,Defensive rebound by K. Korver,66,76
320,3,1:19.0,,Turnover by D. Schröder (bad pass; steal by J. Jones),66,76
321,3,1:10.0,J. Jones misses 3-pt jump shot from 23 ft,,66,76
322,3,1:08.0,Offensive rebound by J. Harris,,66,76
323,3,1:08.0,Shooting foul by K. Korver (drawn by J. Harris),,66,76
324,3,1:08.0,J. Harris makes free throw 1 of 2,,67,76
325,3,1:08.0,T. Thompson enters the game for K. Love,,67,76
326,3,1:08.0,J. Harris makes free throw 2 of 2,,68,76
327,3,1:02.0,,M. Scott misses 2-pt layup from 1 ft (block by J. Jones),68,76
328,3,1:00.0,Defensive rebound by T. Thompson,,68,76
329,3,0:56.0,T. Thompson makes 2-pt hook shot from 5 ft (assist by M. Dellavedova),,70,76
330,3,0:43.0,,K. Korver misses 3-pt jump shot from 25 ft,70,76
331,3,0:42.0,Defensive rebound by T. Thompson,,70,76
332,3,0:33.0,D. Waiters makes 2-pt layup from 1 ft,,72,76
333,3,0:23.0,,D. Schröder makes 2-pt jump shot from 18 ft,72,78
334,3,0:05.0,Personal foul by E. Brand (drawn by D. Waiters),,72,78
335,3,0:05.0,D. Waiters misses free throw 1 of 2,,72,78
336,3,0:05.0,Offensive rebound by Team,,72,78
337,3,0:05.0,,P. Millsap enters the game for E. Brand,72,78
338,3,0:05.0,,D. Carroll enters the game for T. Sefolosha,72,78
339,3,0:05.0,D. Waiters makes free throw 2 of 2,,73,78
340,3,0:00.0,,P. Millsap misses 3-pt jump shot from 24 ft,73,78
341,3,0:00.0,,Offensive rebound by Team,73,78
342,4,11:44.0,,M. Scott misses 2-pt jump shot from 10 ft (block by J. Jones),73,78
343,4,11:42.0,Defensive rebound by J. Jones,,73,78
344,4,11:26.0,Turnover by K. Irving (lost ball),,73,78
345,4,11:19.0,,Personal foul by J. Harris (drawn by K. Korver),73,78
346,4,11:08.0,,D. Schröder makes 2-pt jump shot from 18 ft,73,80
347,4,11:08.0,,Shooting foul by K. Irving (drawn by D. Schröder),73,80
348,4,11:08.0,,D. Schröder makes free throw 1 of 1,73,81
349,4,10:53.0,D. Waiters misses 2-pt layup from 2 ft,,73,81
350,4,10:52.0,,Defensive rebound by P. Antić,73,81
351,4,10:43.0,,Turnover by P. Antić (bad pass; steal by J. Jones),73,81
352,4,10:36.0,K. Irving makes 3-pt jump shot from 26 ft,,76,81
353,4,10:24.0,,D. Schröder makes 2-pt jump shot from 19 ft,76,83
354,4,10:04.0,Turnover by D. Waiters (step out of bounds),,76,83
355,4,9:46.0,,P. Antić misses 3-pt jump shot from 25 ft,76,83
356,4,9:45.0,Defensive rebound by T. Thompson,,76,83
357,4,9:27.0,J. Jones misses 2-pt jump shot from 19 ft,,76,83
358,4,9:24.0,,Defensive rebound by M. Scott,76,83
359,4,9:11.0,,Turnover by D. Schröder (bad pass; steal by J. Jones),76,83
360,4,9:02.0,D. Waiters makes 2-pt layup from 1 ft (assist by J. Harris),,78,83
361,4,9:02.0,Shooting foul by D. Schröder (drawn by D. Waiters),,78,83
362,4,9:02.0,D. Waiters makes free throw 1 of 1,,79,83
363,4,8:40.0,,M. Scott makes 2-pt hook shot from 6 ft (assist by D. Schröder),79,85
364,4,8:25.0,J. Jones misses 3-pt jump shot from 25 ft,,79,85
365,4,8:24.0,,Defensive rebound by D. Schröder,79,85
366,4,8:17.0,,Turnover by D. Schröder (bad pass; steal by D. Waiters),79,85
367,4,8:09.0,J. Harris makes 3-pt jump shot from 22 ft (assist by D. Waiters),,82,85
368,4,8:08.0,,Atlanta full timeout,82,85
369,4,8:08.0,,D. Carroll enters the game for T. Sefolosha,82,85
370,4,8:08.0,,J. Teague enters the game for M. Scott,82,85
371,4,8:08.0,,P. Millsap enters the game for D. Schröder,82,85
372,4,7:53.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by P. Millsap),82,88
373,4,7:38.0,D. Waiters misses 2-pt jump shot from 18 ft,,82,88
374,4,7:36.0,,Defensive rebound by K. Korver,82,88
375,4,7:31.0,,J. Teague misses 2-pt layup from 2 ft,82,88
376,4,7:29.0,Defensive rebound by D. Waiters,,82,88
377,4,7:23.0,K. Irving makes 3-pt jump shot from 25 ft (assist by D. Waiters),,85,88
378,4,7:04.0,,K. Korver makes 3-pt jump shot from 22 ft,85,91
379,4,6:44.0,K. Irving misses 3-pt jump shot from 26 ft,,85,91
380,4,6:43.0,,Defensive rebound by P. Millsap,85,91
381,4,6:33.0,,D. Carroll misses 3-pt jump shot from 23 ft,85,91
382,4,6:30.0,Defensive rebound by D. Waiters,,85,91
383,4,6:19.0,J. Jones makes 3-pt jump shot from 24 ft (assist by D. Waiters),,88,91
384,4,6:03.0,,Personal foul by T. Thompson (drawn by P. Millsap),88,91
385,4,6:03.0,M. Dellavedova enters the game for J. Harris,,88,91
386,4,5:54.0,,K. Korver makes 2-pt layup at rim (assist by J. Teague),88,93
387,4,5:37.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,90,93
388,4,5:37.0,Shooting foul by J. Teague (drawn by T. Thompson),,90,93
389,4,5:37.0,Official timeout,,90,93
390,4,5:37.0,T. Thompson misses free throw 1 of 1,,90,93
