,QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
65,1,3:54.0,G. Vásquez makes 2-pt layup at rim,,16,8
66,1,3:54.0,Shooting foul by E. Payton (drawn by G. Vásquez),,16,8
67,1,3:54.0,L. Williams enters the game for T. Ross,,16,8
68,1,3:54.0,,E. Fournier enters the game for V. Oladipo,16,8
69,1,3:54.0,,W. Green enters the game for E. Payton,16,8
70,1,3:54.0,G. Vásquez makes free throw 1 of 1,,17,8
71,1,3:44.0,,A. Gordon misses 3-pt jump shot from 23 ft,17,8
72,1,3:42.0,,Offensive rebound by N. Vučević,17,8
73,1,3:37.0,,A. Gordon misses 2-pt layup from 1 ft,17,8
74,1,3:33.0,,Offensive rebound by A. Gordon,17,8
75,1,3:33.0,,A. Gordon makes 2-pt layup at rim,17,10
76,1,3:21.0,Turnover by P. Patterson (bad pass; steal by N. Vučević),,17,10
77,1,3:15.0,,E. Fournier makes 3-pt jump shot from 28 ft (assist by T. Harris),17,13
78,1,3:06.0,Toronto full timeout,,17,13
79,1,2:50.0,G. Vásquez makes 2-pt jump shot from 7 ft (assist by P. Patterson),,19,13
80,1,2:33.0,,W. Green misses 2-pt jump shot from 17 ft,19,13
81,1,2:31.0,Defensive rebound by L. Williams,,19,13
82,1,2:11.0,P. Patterson makes 2-pt jump shot from 13 ft (assist by G. Vásquez),,21,13
83,1,1:57.0,,A. Gordon misses 3-pt jump shot from 24 ft,21,13
84,1,1:55.0,Defensive rebound by T. Hansbrough,,21,13
85,1,1:46.0,T. Hansbrough makes 2-pt layup at rim (assist by G. Vásquez),,23,13
86,1,1:27.0,,Turnover by E. Fournier (lost ball; steal by P. Patterson),23,13
87,1,1:20.0,G. Vásquez makes 2-pt jump shot from 3 ft (assist by D. DeRozan),,25,13
88,1,1:20.0,,Loose ball foul by E. Fournier (drawn by T. Hansbrough),25,13
89,1,1:20.0,K. Lowry enters the game for D. DeRozan,,25,13
90,1,1:20.0,,V. Oladipo enters the game for T. Harris,25,13
91,1,1:20.0,,D. Dedmon enters the game for N. Vučević,25,13
92,1,1:20.0,T. Hansbrough misses free throw 1 of 1,,25,13
93,1,1:14.0,,Defensive rebound by D. Dedmon,25,13
94,1,1:01.0,,V. Oladipo misses 2-pt layup at rim,25,13
95,1,1:00.0,,Offensive rebound by D. Dedmon,25,13
96,1,1:00.0,,D. Dedmon makes 2-pt dunk at rim,25,15
97,1,0:50.0,K. Lowry misses 2-pt jump shot from 9 ft,,25,15
98,1,0:49.0,,Defensive rebound by A. Gordon,25,15
99,1,0:43.0,,A. Gordon makes 2-pt jump shot from 4 ft,25,17
100,1,0:30.0,Shooting foul by V. Oladipo (drawn by T. Hansbrough),,25,17
101,1,0:30.0,T. Hansbrough makes free throw 1 of 2,,26,17
102,1,0:30.0,T. Hansbrough makes free throw 2 of 2,,27,17
103,1,0:18.0,,W. Green misses 2-pt hook shot from 6 ft,27,17
104,1,0:16.0,,Offensive rebound by A. Gordon,27,17
105,1,0:16.0,,Shooting foul by P. Patterson (drawn by A. Gordon),27,17
106,1,0:16.0,,A. Gordon makes free throw 1 of 2,27,18
107,1,0:16.0,,A. Gordon makes free throw 2 of 2,27,19
108,1,0:00.0,L. Williams makes 2-pt jump shot from 5 ft,,29,19
109,2,11:47.0,,V. Oladipo makes 2-pt jump shot from 15 ft,29,21
110,2,11:30.0,L. Williams makes 3-pt jump shot from 22 ft (assist by K. Lowry),,32,21
111,2,11:13.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),32,24
112,2,10:59.0,L. Williams misses 2-pt jump shot from 20 ft,,32,24
113,2,10:53.0,,Defensive rebound by E. Fournier,32,24
114,2,10:49.0,,V. Oladipo misses 2-pt layup at rim,32,24
115,2,10:47.0,Defensive rebound by J. Valančiūnas,,32,24
116,2,10:43.0,K. Lowry makes 2-pt layup at rim,,34,24
117,2,10:38.0,,Turnover by W. Green (bad pass),34,24
118,2,10:32.0,L. Williams misses 3-pt jump shot from 25 ft,,34,24
119,2,10:32.0,,Defensive rebound by Team,34,24
120,2,10:32.0,Loose ball foul by P. Patterson (drawn by A. Gordon),,34,24
121,2,10:17.0,,E. Fournier makes 2-pt jump shot from 15 ft,34,26
122,2,9:53.0,G. Vásquez misses 2-pt jump shot from 14 ft,,34,26
123,2,9:51.0,Offensive rebound by J. Valančiūnas,,34,26
124,2,9:51.0,J. Valančiūnas makes 2-pt dunk at rim,,36,26
125,2,9:39.0,,V. Oladipo misses 2-pt jump shot from 21 ft,36,26
126,2,9:38.0,Defensive rebound by J. Valančiūnas,,36,26
127,2,9:30.0,J. Valančiūnas misses 2-pt layup at rim,,36,26
128,2,9:28.0,Offensive rebound by J. Valančiūnas,,36,26
129,2,9:28.0,J. Valančiūnas misses 2-pt tip-in at rim,,36,26
130,2,9:26.0,,Defensive rebound by D. Dedmon,36,26
131,2,9:17.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by A. Gordon),36,29
132,2,9:07.0,L. Williams misses 2-pt layup from 1 ft,,36,29
133,2,9:06.0,Offensive rebound by J. Valančiūnas,,36,29
134,2,9:04.0,J. Valančiūnas misses 2-pt layup at rim,,36,29
135,2,9:02.0,,Defensive rebound by D. Dedmon,36,29
136,2,8:51.0,,W. Green misses 3-pt jump shot from 23 ft,36,29
137,2,8:50.0,,Offensive rebound by V. Oladipo,36,29
138,2,8:41.0,,W. Green makes 3-pt jump shot from 24 ft (assist by A. Gordon),36,32
139,2,8:35.0,Toronto full timeout,,36,32
140,2,8:35.0,C. Hayes enters the game for P. Patterson,,36,32
141,2,8:35.0,D. DeRozan enters the game for G. Vásquez,,36,32
142,2,8:35.0,,T. Harris enters the game for D. Dedmon,36,32
143,2,8:35.0,,N. Vučević enters the game for A. Gordon,36,32
144,2,8:25.0,K. Lowry misses 2-pt layup from 1 ft,,36,32
145,2,8:23.0,Offensive rebound by J. Valančiūnas,,36,32
146,2,8:23.0,J. Valančiūnas misses 2-pt tip-in from 1 ft,,36,32
147,2,8:21.0,,Defensive rebound by W. Green,36,32
148,2,8:11.0,,T. Harris misses 2-pt jump shot from 17 ft,36,32
149,2,8:10.0,Defensive rebound by K. Lowry,,36,32
150,2,7:59.0,D. DeRozan makes 2-pt jump shot from 13 ft (assist by K. Lowry),,38,32
151,2,7:42.0,,N. Vučević misses 2-pt jump shot from 12 ft,38,32
152,2,7:41.0,Defensive rebound by K. Lowry,,38,32
153,2,7:29.0,K. Lowry misses 3-pt jump shot from 26 ft,,38,32
154,2,7:27.0,,Defensive rebound by T. Harris,38,32
155,2,7:18.0,,T. Harris makes 2-pt layup at rim (assist by N. Vučević),38,34
156,2,6:47.0,Turnover by L. Williams (bad pass; steal by V. Oladipo),,38,34
157,2,6:47.0,,Personal foul by D. DeRozan (drawn by V. Oladipo),38,34
158,2,6:36.0,,V. Oladipo misses 3-pt jump shot from 24 ft,38,34
159,2,6:34.0,Defensive rebound by C. Hayes,,38,34
160,2,6:27.0,Personal foul by E. Fournier (drawn by D. DeRozan),,38,34
161,2,6:27.0,,E. Payton enters the game for W. Green,38,34
162,2,6:21.0,D. DeRozan misses 2-pt jump shot from 17 ft,,38,34
163,2,6:21.0,,Defensive rebound by Team,38,34
164,2,6:06.0,,E. Fournier makes 3-pt jump shot from 27 ft,38,37
165,2,5:47.0,J. Valančiūnas makes 2-pt hook shot from 4 ft,,40,37
166,2,5:36.0,,Turnover by T. Harris (bad pass),40,37
167,2,5:36.0,Official timeout,,40,37
168,2,5:36.0,G. Vásquez enters the game for K. Lowry,,40,37
169,2,5:36.0,T. Hansbrough enters the game for L. Williams,,40,37
170,2,5:36.0,T. Ross enters the game for C. Hayes,,40,37
171,2,5:15.0,D. DeRozan makes 2-pt jump shot from 15 ft,,42,37
172,2,4:56.0,,E. Fournier makes 2-pt jump shot from 18 ft (assist by V. Oladipo),42,39
173,2,4:35.0,D. DeRozan misses 2-pt jump shot from 13 ft,,42,39
174,2,4:33.0,,Defensive rebound by E. Fournier,42,39
175,2,4:29.0,,Turnover by E. Fournier (bad pass; steal by T. Ross),42,39
176,2,4:08.0,G. Vásquez misses 2-pt jump shot from 16 ft,,42,39
177,2,4:08.0,Offensive rebound by J. Valančiūnas,,42,39
178,2,4:08.0,Shooting foul by N. Vučević (drawn by J. Valančiūnas),,42,39
179,2,4:08.0,J. Valančiūnas makes free throw 1 of 2,,43,39
180,2,4:08.0,,A. Nicholson enters the game for E. Fournier,43,39
181,2,4:08.0,J. Valančiūnas makes free throw 2 of 2,,44,39
182,2,3:54.0,,V. Oladipo makes 2-pt layup at rim,44,41
183,2,3:44.0,Shooting foul by V. Oladipo (drawn by D. DeRozan),,44,41
184,2,3:44.0,D. DeRozan makes free throw 1 of 2,,45,41
185,2,3:44.0,D. DeRozan makes free throw 2 of 2,,46,41
186,2,3:44.0,,Orlando full timeout,46,41
187,2,3:32.0,,V. Oladipo misses 2-pt jump shot from 6 ft,46,41
188,2,3:30.0,,Offensive rebound by V. Oladipo,46,41
189,2,3:29.0,,V. Oladipo makes 2-pt layup at rim,46,43
190,2,3:10.0,T. Ross misses 3-pt jump shot from 24 ft,,46,43
191,2,3:09.0,Offensive rebound by T. Hansbrough,,46,43
192,2,2:57.0,T. Ross misses 3-pt jump shot from 23 ft,,46,43
193,2,2:56.0,,Defensive rebound by T. Harris,46,43
194,2,2:46.0,,T. Harris makes 2-pt jump shot from 6 ft,46,45
195,2,2:20.0,Turnover by Team (shot clock),,46,45
196,2,2:09.0,,T. Harris makes 2-pt layup from 2 ft (assist by N. Vučević),46,47
197,2,1:46.0,D. DeRozan makes 3-pt jump shot from 22 ft (assist by T. Ross),,49,47
198,2,1:35.0,,A. Nicholson makes 2-pt layup at rim (assist by E. Payton),49,49
199,2,1:15.0,G. Vásquez misses 2-pt jump shot from 6 ft,,49,49
200,2,1:14.0,,Defensive rebound by E. Payton,49,49
201,2,1:03.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Payton),49,51
202,2,0:57.0,Toronto full timeout,,49,51
203,2,0:57.0,P. Patterson enters the game for J. Valančiūnas,,49,51
204,2,0:44.0,G. Vásquez misses 3-pt jump shot from 26 ft,,49,51
205,2,0:43.0,,Defensive rebound by T. Harris,49,51
206,2,0:28.0,,Turnover by V. Oladipo (bad pass; steal by P. Patterson),49,51
207,2,0:04.0,P. Patterson misses 3-pt jump shot from 24 ft,,49,51
208,2,0:02.0,,Defensive rebound by E. Payton,49,51
209,3,11:45.0,,T. Harris makes 2-pt jump shot from 9 ft (assist by E. Payton),49,53
210,3,11:32.0,Personal foul by D. Dedmon (drawn by T. Hansbrough),,49,53
211,3,11:23.0,T. Ross misses 3-pt jump shot from 25 ft,,49,53
212,3,11:22.0,,Defensive rebound by E. Payton,49,53
213,3,11:14.0,,D. Dedmon misses 2-pt hook shot from 6 ft,49,53
214,3,11:13.0,Defensive rebound by T. Ross,,49,53
215,3,11:02.0,D. DeRozan misses 3-pt jump shot from 22 ft,,49,53
216,3,11:01.0,Offensive rebound by T. Hansbrough,,49,53
217,3,10:58.0,T. Hansbrough makes 2-pt dunk at rim,,51,53
218,3,10:44.0,,Turnover by V. Oladipo (lost ball; steal by T. Hansbrough),51,53
219,3,10:39.0,T. Hansbrough makes 2-pt dunk at rim,,53,53
220,3,10:24.0,,N. Vučević misses 2-pt jump shot from 19 ft,53,53
221,3,10:23.0,,Offensive rebound by D. Dedmon,53,53
222,3,10:21.0,,D. Dedmon misses 2-pt layup at rim (block by J. Valančiūnas),53,53
223,3,10:19.0,Defensive rebound by K. Lowry,,53,53
224,3,10:17.0,Turnover by K. Lowry (bad pass; steal by D. Dedmon),,53,53
225,3,10:17.0,,Personal foul by T. Hansbrough (drawn by T. Harris),53,53
226,3,9:56.0,,N. Vučević makes 2-pt jump shot from 5 ft (assist by V. Oladipo),53,55
227,3,9:29.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,56,55
228,3,9:21.0,,Turnover by E. Payton (lost ball; steal by T. Hansbrough),56,55
229,3,9:08.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by K. Lowry),,59,55
230,3,9:08.0,,Technical foul by D. Dedmon,59,55
231,3,9:08.0,Technical foul by J. Valančiūnas,,59,55
232,3,9:08.0,,Orlando full timeout,59,55
233,3,8:53.0,,N. Vučević misses 2-pt jump shot from 15 ft,59,55
234,3,8:49.0,Defensive rebound by Team,,59,55
235,3,8:38.0,K. Lowry misses 3-pt jump shot from 27 ft,,59,55
236,3,8:34.0,,Defensive rebound by T. Harris,59,55
237,3,8:27.0,Violation by D. DeRozan (def goaltending),,59,55
238,3,8:27.0,,T. Harris makes 2-pt layup from 1 ft (assist by N. Vučević),59,57
239,3,8:12.0,T. Ross makes 2-pt jump shot from 20 ft,,61,57
240,3,7:58.0,,N. Vučević misses 2-pt jump shot from 19 ft,61,57
241,3,7:57.0,Defensive rebound by K. Lowry,,61,57
242,3,7:47.0,Shooting foul by E. Payton (drawn by D. DeRozan),,61,57
243,3,7:47.0,D. DeRozan makes free throw 1 of 2,,62,57
244,3,7:47.0,D. DeRozan makes free throw 2 of 2,,63,57
245,3,7:30.0,,N. Vučević misses 2-pt jump shot from 13 ft,63,57
246,3,7:29.0,,Offensive rebound by E. Payton,63,57
247,3,7:29.0,,E. Payton misses 2-pt tip-in from 1 ft,63,57
248,3,7:27.0,Defensive rebound by T. Ross,,63,57
249,3,7:16.0,Turnover by T. Ross (bad pass),,63,57
250,3,7:09.0,,Shooting foul by T. Hansbrough (drawn by E. Payton),63,57
251,3,7:09.0,,E. Payton makes free throw 1 of 2,63,58
252,3,7:09.0,,E. Payton makes free throw 2 of 2,63,59
253,3,6:55.0,T. Ross misses 2-pt jump shot from 15 ft,,63,59
254,3,6:54.0,,Defensive rebound by E. Payton,63,59
255,3,6:41.0,,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),63,61
256,3,6:19.0,D. DeRozan makes 3-pt jump shot from 22 ft (assist by K. Lowry),,66,61
257,3,6:03.0,,Shooting foul by K. Lowry (drawn by N. Vučević),66,61
258,3,6:03.0,,N. Vučević makes free throw 1 of 2,66,62
259,3,6:03.0,,A. Gordon enters the game for T. Harris,66,62
260,3,6:03.0,,N. Vučević makes free throw 2 of 2,66,63
261,3,5:41.0,T. Hansbrough makes 2-pt layup from 1 ft (assist by D. DeRozan),,68,63
262,3,5:31.0,,N. Vučević misses 2-pt hook shot from 7 ft,68,63
263,3,5:29.0,Defensive rebound by D. DeRozan,,68,63
264,3,5:20.0,Personal foul by V. Oladipo (drawn by T. Hansbrough),,68,63
265,3,5:20.0,,E. Fournier enters the game for D. Dedmon,68,63
266,3,5:10.0,T. Ross misses 3-pt jump shot from 25 ft,,68,63
267,3,5:08.0,,Defensive rebound by E. Payton,68,63
268,3,5:04.0,Offensive charge foul by A. Gordon (drawn by T. Hansbrough),,68,63
269,3,5:04.0,,Turnover by A. Gordon (offensive foul),68,63
270,3,5:04.0,L. Williams enters the game for T. Ross,,68,63
271,3,4:46.0,T. Hansbrough makes 2-pt jump shot from 13 ft (assist by K. Lowry),,70,63
272,3,4:35.0,,E. Payton makes 2-pt layup from 1 ft,70,65
273,3,4:22.0,Turnover by K. Lowry (lost ball),,70,65
274,3,4:22.0,Violation by Team (delay of game),,70,65
275,3,4:03.0,,N. Vučević makes 2-pt layup at rim (assist by E. Payton),70,67
276,3,3:57.0,Toronto full timeout,,70,67
277,3,3:57.0,P. Patterson enters the game for J. Valančiūnas,,70,67
278,3,3:57.0,G. Vásquez enters the game for K. Lowry,,70,67
279,3,3:57.0,,W. Green enters the game for E. Payton,70,67
280,3,3:48.0,P. Patterson misses 3-pt jump shot from 25 ft,,70,67
281,3,3:47.0,,Defensive rebound by E. Fournier,70,67
282,3,3:37.0,,A. Gordon makes 2-pt layup at rim (assist by V. Oladipo),70,69
283,3,3:37.0,,Shooting foul by P. Patterson (drawn by A. Gordon),70,69
284,3,3:37.0,,A. Gordon makes free throw 1 of 1,70,70
285,3,3:26.0,D. DeRozan makes 2-pt layup from 1 ft,,72,70
286,3,3:11.0,,V. Oladipo makes 2-pt jump shot from 9 ft,72,72
287,3,2:45.0,Turnover by G. Vásquez (lost ball; steal by W. Green),,72,72
288,3,2:27.0,,E. Fournier misses 3-pt jump shot from 23 ft,72,72
289,3,2:26.0,Defensive rebound by P. Patterson,,72,72
290,3,2:16.0,D. DeRozan misses 2-pt layup at rim,,72,72
291,3,2:14.0,Offensive rebound by D. DeRozan,,72,72
292,3,2:14.0,Personal foul by N. Vučević (drawn by D. DeRozan),,72,72
293,3,2:14.0,,A. Nicholson enters the game for N. Vučević,72,72
294,3,2:06.0,T. Hansbrough makes 2-pt dunk at rim (assist by D. DeRozan),,74,72
295,3,1:52.0,,E. Fournier misses 2-pt layup from 2 ft,74,72
296,3,1:51.0,Defensive rebound by G. Vásquez,,74,72
297,3,1:44.0,L. Williams misses 3-pt jump shot from 23 ft,,74,72
298,3,1:42.0,,Defensive rebound by E. Fournier,74,72
299,3,1:29.0,,Shooting foul by D. DeRozan (drawn by E. Fournier),74,72
300,3,1:29.0,,E. Fournier makes free throw 1 of 2,74,73
301,3,1:29.0,K. Lowry enters the game for D. DeRozan,,74,73
302,3,1:29.0,,E. Fournier makes free throw 2 of 2,74,74
303,3,1:17.0,P. Patterson misses 3-pt jump shot from 27 ft,,74,74
304,3,1:16.0,,Defensive rebound by V. Oladipo,74,74
305,3,1:07.0,,A. Nicholson makes 2-pt hook shot from 5 ft (assist by E. Fournier),74,76
306,3,0:44.0,K. Lowry misses 2-pt layup from 2 ft,,74,76
307,3,0:42.0,,Defensive rebound by A. Nicholson,74,76
308,3,0:36.0,,Turnover by V. Oladipo (bad pass; steal by G. Vásquez),74,76
309,3,0:36.0,Personal foul by W. Green (drawn by G. Vásquez),,74,76
310,3,0:36.0,G. Vásquez makes free throw 1 of 2,,75,76
311,3,0:36.0,G. Vásquez makes free throw 2 of 2,,76,76
312,3,0:24.0,,Turnover by W. Green (traveling),76,76
313,3,0:24.0,,T. Harris enters the game for A. Nicholson,76,76
314,3,0:05.0,L. Williams misses 3-pt jump shot from 28 ft,,76,76
315,3,0:03.0,,Defensive rebound by E. Fournier,76,76
316,3,0:00.0,,E. Fournier misses 3-pt jump shot from 58 ft,76,76
317,3,0:00.0,,Offensive rebound by Team,76,76
318,4,11:52.0,K. Lowry makes 2-pt layup from 1 ft,,78,76
319,4,11:52.0,Shooting foul by A. Nicholson (drawn by K. Lowry),,78,76
320,4,11:52.0,K. Lowry makes free throw 1 of 1,,79,76
321,4,11:42.0,,Personal foul by G. Vásquez (drawn by A. Nicholson),79,76
322,4,11:31.0,,A. Nicholson misses 2-pt jump shot from 7 ft,79,76
323,4,11:30.0,Defensive rebound by K. Lowry,,79,76
324,4,11:23.0,C. Hayes makes 2-pt layup from 1 ft (assist by K. Lowry),,81,76
325,4,10:58.0,,A. Nicholson misses 3-pt jump shot from 25 ft,81,76
326,4,10:55.0,,Offensive rebound by E. Fournier,81,76
327,4,10:51.0,,W. Green misses 3-pt jump shot from 26 ft,81,76
328,4,10:50.0,Defensive rebound by K. Lowry,,81,76
329,4,10:44.0,Turnover by K. Lowry (lost ball; steal by W. Green),,81,76
330,4,10:38.0,,W. Green makes 2-pt layup from 1 ft,81,78
331,4,10:10.0,G. Vásquez misses 3-pt jump shot from 29 ft,,81,78
332,4,10:08.0,Offensive rebound by C. Hayes,,81,78
333,4,10:00.0,P. Patterson misses 3-pt jump shot from 23 ft,,81,78
334,4,9:58.0,Offensive rebound by K. Lowry,,81,78
335,4,9:56.0,K. Lowry misses 2-pt layup from 1 ft,,81,78
336,4,9:55.0,,V. Oladipo enters the game for W. Green,81,78
337,4,9:55.0,Offensive rebound by Team,,81,78
338,4,9:37.0,G. Vásquez misses 2-pt jump shot from 5 ft,,81,78
339,4,9:36.0,Offensive rebound by P. Patterson,,81,78
340,4,9:31.0,Turnover by P. Patterson (lost ball; steal by E. Payton),,81,78
341,4,9:16.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Fournier),81,80
342,4,8:45.0,L. Williams misses 2-pt jump shot from 9 ft,,81,80
343,4,8:44.0,,Defensive rebound by A. Nicholson,81,80
344,4,8:24.0,,A. Gordon makes 2-pt layup at rim,81,82
345,4,8:23.0,Toronto full timeout,,81,82
346,4,8:08.0,L. Williams misses 2-pt jump shot from 14 ft,,81,82
347,4,8:08.0,Offensive rebound by Team,,81,82
348,4,8:08.0,,Loose ball foul by A. Gordon (drawn by P. Patterson),81,82
349,4,8:00.0,Turnover by P. Patterson (bad pass; steal by E. Payton),,81,82
350,4,7:55.0,,V. Oladipo misses 2-pt layup from 1 ft,81,82
351,4,7:52.0,Defensive rebound by G. Vásquez,,81,82
352,4,7:44.0,L. Williams makes 3-pt jump shot from 24 ft (assist by G. Vásquez),,84,82
353,4,7:26.0,,E. Fournier makes 2-pt layup at rim,84,84
354,4,7:26.0,,Shooting foul by K. Lowry (drawn by E. Fournier),84,84
355,4,7:26.0,,Technical foul by E. Fournier,84,84
356,4,7:26.0,Technical foul by K. Lowry,,84,84
357,4,7:26.0,,N. Vučević enters the game for A. Nicholson,84,84
358,4,7:26.0,J. Valančiūnas enters the game for C. Hayes,,84,84
359,4,7:26.0,D. DeRozan enters the game for K. Lowry,,84,84
360,4,7:26.0,,E. Fournier makes free throw 1 of 1,84,85
361,4,7:08.0,L. Williams misses 3-pt jump shot from 23 ft,,84,85
362,4,7:06.0,Offensive rebound by P. Patterson,,84,85
363,4,7:06.0,P. Patterson misses 2-pt layup at rim,,84,85
364,4,7:04.0,Offensive rebound by P. Patterson,,84,85
365,4,7:04.0,P. Patterson makes 2-pt tip-in at rim,,86,85
366,4,6:51.0,,N. Vučević misses 2-pt jump shot from 16 ft,86,85
367,4,6:51.0,,Offensive rebound by Team,86,85
368,4,6:51.0,Loose ball foul by L. Williams (drawn by E. Payton),,86,85
369,4,6:37.0,,E. Payton misses 2-pt dunk at rim,86,85
370,4,6:35.0,Defensive rebound by L. Williams,,86,85
371,4,6:32.0,L. Williams misses 2-pt layup from 1 ft (block by V. Oladipo),,86,85
372,4,6:32.0,Offensive rebound by Team,,86,85
373,4,6:27.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by P. Patterson),,88,85
374,4,6:27.0,,Orlando full timeout,88,85
375,4,6:27.0,T. Hansbrough enters the game for P. Patterson,,88,85
376,4,6:27.0,,T. Harris enters the game for A. Gordon,88,85
377,4,6:09.0,,T. Harris misses 2-pt hook shot from 4 ft,88,85
378,4,6:08.0,Defensive rebound by L. Williams,,88,85
379,4,5:52.0,Turnover by D. DeRozan (bad pass; steal by E. Payton),,88,85
380,4,5:47.0,,E. Fournier misses 3-pt jump shot from 26 ft,88,85
381,4,5:45.0,Defensive rebound by L. Williams,,88,85
