,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
121,2,9:21.0,,K. Koufos misses 2-pt jump shot from 12 ft,28,26
122,2,9:21.0,Defensive rebound by N. Mirotić,,28,26
123,2,9:02.0,T. Snell misses 2-pt jump shot from 18 ft,,28,26
124,2,9:02.0,,Defensive rebound by K. Koufos,28,26
125,2,8:48.0,,Personal foul by J. Noah (drawn by V. Carter),28,26
126,2,8:48.0,,Memphis full timeout,28,26
127,2,8:48.0,,M. Conley enters the game for Q. Pondexter,28,26
128,2,8:41.0,,M. Conley misses 2-pt jump shot from 19 ft,28,26
129,2,8:40.0,Defensive rebound by T. Snell,,28,26
130,2,8:18.0,T. Snell misses 3-pt jump shot from 24 ft,,28,26
131,2,8:17.0,,Defensive rebound by J. Leuer,28,26
132,2,7:57.0,,J. Leuer makes 2-pt jump shot from 16 ft (assist by B. Udrih),28,28
133,2,7:33.0,K. Hinrich misses 2-pt layup from 2 ft (block by K. Koufos),,28,28
134,2,7:32.0,,Defensive rebound by K. Koufos,28,28
135,2,7:25.0,,M. Conley misses 3-pt jump shot from 24 ft,28,28
136,2,7:24.0,Defensive rebound by J. Noah,,28,28
137,2,7:12.0,Personal foul by V. Carter (drawn by A. Brooks),,28,28
138,2,7:08.0,Shooting foul by K. Koufos (drawn by J. Noah),,28,28
139,2,7:08.0,J. Noah misses free throw 1 of 2,,28,28
140,2,7:08.0,Offensive rebound by Team,,28,28
141,2,7:08.0,J. Noah makes free throw 2 of 2,,29,28
142,2,6:53.0,,J. Leuer makes 2-pt jump shot from 6 ft,29,30
143,2,6:38.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by A. Brooks),,32,30
144,2,6:27.0,,K. Koufos misses 2-pt hook shot from 4 ft,32,30
145,2,6:24.0,Defensive rebound by N. Mirotić,,32,30
146,2,6:17.0,T. Snell misses 3-pt jump shot from 25 ft,,32,30
147,2,6:16.0,,Defensive rebound by J. Leuer,32,30
148,2,6:04.0,,J. Leuer misses 3-pt jump shot from 24 ft,32,30
149,2,6:02.0,Defensive rebound by J. Noah,,32,30
150,2,5:53.0,A. Brooks misses 3-pt jump shot from 25 ft,,32,30
151,2,5:53.0,,Defensive rebound by K. Koufos,32,30
152,2,5:42.0,,K. Koufos misses 2-pt jump shot from 17 ft,32,30
153,2,5:42.0,Defensive rebound by J. Noah,,32,30
154,2,5:36.0,A. Brooks makes 3-pt jump shot from 25 ft,,35,30
155,2,5:32.0,,Memphis full timeout,35,30
156,2,5:32.0,,M. Gasol enters the game for B. Udrih,35,30
157,2,5:32.0,,Z. Randolph enters the game for J. Leuer,35,30
158,2,5:32.0,,T. Prince enters the game for K. Koufos,35,30
159,2,5:32.0,P. Gasol enters the game for J. Noah,,35,30
160,2,5:32.0,J. Butler enters the game for T. Snell,,35,30
161,2,5:15.0,,M. Conley misses 2-pt jump shot from 18 ft,35,30
162,2,5:14.0,Defensive rebound by J. Butler,,35,30
163,2,5:02.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by P. Gasol),,38,30
164,2,4:50.0,,Shooting foul by K. Hinrich (drawn by V. Carter),38,30
165,2,4:50.0,,V. Carter makes free throw 1 of 2,38,31
166,2,4:50.0,,V. Carter makes free throw 2 of 2,38,32
167,2,4:37.0,N. Mirotić makes 3-pt jump shot from 25 ft,,41,32
168,2,4:23.0,,Turnover by M. Conley (bad pass; steal by J. Butler),41,32
169,2,4:17.0,J. Butler misses 2-pt jump shot from 16 ft,,41,32
170,2,4:15.0,,Defensive rebound by Z. Randolph,41,32
171,2,4:07.0,,M. Conley makes 2-pt layup from 1 ft,41,34
172,2,3:50.0,A. Brooks makes 2-pt jump shot from 4 ft,,43,34
173,2,3:33.0,,Z. Randolph misses 2-pt jump shot from 3 ft,43,34
174,2,3:32.0,,Offensive rebound by Team,43,34
175,2,3:32.0,,C. Lee enters the game for V. Carter,43,34
176,2,3:17.0,,T. Prince misses 2-pt jump shot from 13 ft,43,34
177,2,3:15.0,,Offensive rebound by M. Gasol,43,34
178,2,3:15.0,,Personal foul by P. Gasol (drawn by M. Gasol),43,34
179,2,3:15.0,,M. Gasol makes free throw 1 of 2,43,35
180,2,3:15.0,,M. Gasol makes free throw 2 of 2,43,36
181,2,3:00.0,Shooting foul by Z. Randolph (drawn by N. Mirotić),,43,36
182,2,3:00.0,N. Mirotić misses free throw 1 of 2,,43,36
183,2,3:00.0,Offensive rebound by Team,,43,36
184,2,3:00.0,N. Mirotić makes free throw 2 of 2,,44,36
185,2,2:43.0,,Offensive foul by M. Gasol (drawn by P. Gasol),44,36
186,2,2:43.0,,Turnover by M. Gasol (offensive foul),44,36
187,2,2:43.0,Chicago full timeout,,44,36
188,2,2:26.0,N. Mirotić misses 2-pt jump shot from 16 ft,,44,36
189,2,2:25.0,,Defensive rebound by M. Gasol,44,36
190,2,2:06.0,,Z. Randolph misses 2-pt layup from 2 ft,44,36
191,2,2:05.0,,Offensive rebound by Z. Randolph,44,36
192,2,2:05.0,,Z. Randolph makes 2-pt layup from 2 ft,44,38
193,2,1:45.0,A. Brooks makes 2-pt jump shot from 11 ft,,46,38
194,2,1:25.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),46,40
195,2,0:58.0,J. Butler makes 2-pt layup from 3 ft,,48,40
196,2,0:51.0,,M. Conley misses 2-pt jump shot from 10 ft,48,40
197,2,0:49.0,Defensive rebound by P. Gasol,,48,40
198,2,0:40.0,P. Gasol misses 2-pt jump shot from 13 ft,,48,40
199,2,0:38.0,,Defensive rebound by M. Conley,48,40
200,2,0:38.0,,Personal foul by A. Brooks (drawn by M. Conley),48,40
201,2,0:38.0,,M. Conley makes free throw 1 of 2,48,41
202,2,0:38.0,,Q. Pondexter enters the game for Z. Randolph,48,41
203,2,0:38.0,,M. Conley makes free throw 2 of 2,48,42
204,2,0:30.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by A. Brooks),,51,42
205,2,0:08.0,,Shooting foul by A. Brooks (drawn by M. Conley),51,42
206,2,0:08.0,,M. Conley makes free throw 1 of 2,51,43
207,2,0:08.0,M. Dunleavy enters the game for A. Brooks,,51,43
208,2,0:08.0,,M. Conley misses free throw 2 of 2,51,43
209,2,0:08.0,,Offensive rebound by Team,51,43
210,2,0:07.0,,Memphis full timeout,51,43
211,2,0:07.0,,Z. Randolph enters the game for Q. Pondexter,51,43
212,2,0:02.0,,M. Conley misses 3-pt jump shot from 24 ft,51,43
213,2,0:00.0,Defensive rebound by M. Dunleavy,,51,43
214,3,11:42.0,K. Hinrich misses 3-pt jump shot from 24 ft,,51,43
215,3,11:41.0,,Defensive rebound by C. Lee,51,43
216,3,11:21.0,,M. Conley misses 2-pt jump shot from 20 ft,51,43
217,3,11:21.0,Defensive rebound by J. Noah,,51,43
218,3,10:55.0,P. Gasol misses 2-pt jump shot from 20 ft,,51,43
219,3,10:54.0,,Defensive rebound by Z. Randolph,51,43
220,3,10:38.0,,T. Prince makes 2-pt jump shot from 14 ft,51,45
221,3,10:13.0,Personal foul by T. Prince (drawn by J. Butler),,51,45
222,3,10:01.0,K. Hinrich makes 2-pt layup from 3 ft,,53,45
223,3,9:44.0,,M. Gasol misses 2-pt jump shot from 7 ft,53,45
224,3,9:41.0,Defensive rebound by P. Gasol,,53,45
225,3,9:25.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,53,45
226,3,9:24.0,,Defensive rebound by M. Gasol,53,45
227,3,9:16.0,,T. Prince misses 2-pt hook shot from 5 ft,53,45
228,3,9:14.0,,Offensive rebound by Z. Randolph,53,45
229,3,9:14.0,,Z. Randolph makes 2-pt tip-in from 1 ft,53,47
230,3,8:56.0,J. Butler misses 2-pt layup from 1 ft,,53,47
231,3,8:54.0,,Defensive rebound by Z. Randolph,53,47
232,3,8:41.0,,M. Gasol misses 2-pt jump shot from 6 ft,53,47
233,3,8:40.0,Defensive rebound by P. Gasol,,53,47
234,3,8:34.0,K. Hinrich misses 3-pt jump shot from 25 ft,,53,47
235,3,8:32.0,,Defensive rebound by M. Gasol,53,47
236,3,8:24.0,,T. Prince misses 2-pt layup at rim,53,47
237,3,8:20.0,Defensive rebound by M. Dunleavy,,53,47
238,3,8:16.0,J. Butler makes 2-pt jump shot from 10 ft (assist by K. Hinrich),,55,47
239,3,7:55.0,,M. Gasol misses 2-pt jump shot from 19 ft,55,47
240,3,7:54.0,Defensive rebound by M. Dunleavy,,55,47
241,3,7:40.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Noah),,57,47
242,3,7:40.0,,Memphis full timeout,57,47
243,3,7:27.0,,M. Conley misses 2-pt jump shot from 7 ft,57,47
244,3,7:26.0,Defensive rebound by J. Noah,,57,47
245,3,7:05.0,J. Butler misses 3-pt jump shot from 24 ft,,57,47
246,3,7:04.0,,Defensive rebound by C. Lee,57,47
247,3,6:48.0,,Z. Randolph makes 2-pt jump shot from 16 ft,57,49
248,3,6:22.0,J. Butler misses 2-pt layup from 2 ft (block by T. Prince),,57,49
249,3,6:20.0,,Defensive rebound by M. Conley,57,49
250,3,6:11.0,,Z. Randolph misses 2-pt layup from 1 ft (block by J. Noah),57,49
251,3,6:09.0,Defensive rebound by K. Hinrich,,57,49
252,3,6:03.0,J. Butler makes 2-pt jump shot from 16 ft (assist by K. Hinrich),,59,49
253,3,5:48.0,,M. Gasol misses 2-pt jump shot from 16 ft,59,49
254,3,5:46.0,Defensive rebound by K. Hinrich,,59,49
255,3,5:21.0,Turnover by Team (shot clock),,59,49
256,3,5:04.0,,M. Gasol misses 2-pt layup at rim,59,49
257,3,5:03.0,Defensive rebound by P. Gasol,,59,49
258,3,4:53.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by K. Hinrich),,61,49
259,3,4:41.0,,Shooting foul by J. Butler (drawn by M. Gasol),61,49
260,3,4:41.0,,M. Gasol makes free throw 1 of 2,61,50
261,3,4:41.0,N. Mirotić enters the game for J. Noah,,61,50
262,3,4:41.0,A. Brooks enters the game for K. Hinrich,,61,50
263,3,4:41.0,,Q. Pondexter enters the game for T. Prince,61,50
264,3,4:41.0,,B. Udrih enters the game for M. Conley,61,50
265,3,4:41.0,,J. Leuer enters the game for Z. Randolph,61,50
266,3,4:41.0,,M. Gasol misses free throw 2 of 2,61,50
267,3,4:40.0,,Offensive rebound by Q. Pondexter,61,50
268,3,4:28.0,,M. Gasol makes 2-pt layup from 1 ft,61,52
269,3,4:15.0,Shooting foul by M. Gasol (drawn by P. Gasol),,61,52
270,3,4:15.0,P. Gasol makes free throw 1 of 2,,62,52
271,3,4:15.0,,K. Koufos enters the game for M. Gasol,62,52
272,3,4:15.0,P. Gasol makes free throw 2 of 2,,63,52
273,3,3:56.0,,C. Lee misses 2-pt layup from 2 ft (block by N. Mirotić),63,52
274,3,3:54.0,Defensive rebound by J. Butler,,63,52
275,3,3:40.0,Turnover by N. Mirotić (traveling),,63,52
276,3,3:29.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,63,52
277,3,3:28.0,,Offensive rebound by K. Koufos,63,52
278,3,3:26.0,,K. Koufos makes 2-pt dunk at rim,63,54
279,3,3:03.0,Turnover by P. Gasol (offensive goaltending),,63,54
280,3,2:52.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by J. Leuer),63,57
281,3,2:39.0,Personal foul by Q. Pondexter (drawn by J. Butler),,63,57
282,3,2:39.0,Chicago full timeout,,63,57
283,3,2:27.0,P. Gasol misses 2-pt jump shot from 5 ft (block by K. Koufos),,63,57
284,3,2:24.0,,Defensive rebound by K. Koufos,63,57
285,3,2:08.0,,C. Lee makes 2-pt jump shot from 13 ft,63,59
286,3,1:56.0,Personal foul by Q. Pondexter (drawn by J. Butler),,63,59
287,3,1:44.0,N. Mirotić misses 2-pt jump shot from 5 ft (block by K. Koufos),,63,59
288,3,1:43.0,,Defensive rebound by Q. Pondexter,63,59
289,3,1:37.0,,C. Lee misses 2-pt layup from 1 ft,63,59
290,3,1:34.0,Defensive rebound by P. Gasol,,63,59
291,3,1:29.0,A. Brooks makes 3-pt jump shot from 23 ft,,66,59
292,3,1:13.0,,B. Udrih makes 2-pt jump shot from 12 ft,66,61
293,3,1:00.0,A. Brooks makes 3-pt jump shot from 26 ft,,69,61
294,3,0:49.0,,B. Udrih makes 2-pt jump shot from 9 ft,69,63
295,3,0:39.0,Turnover by A. Brooks (bad pass),,69,63
296,3,0:29.0,,C. Lee misses 2-pt jump shot from 8 ft,69,63
297,3,0:27.0,Defensive rebound by N. Mirotić,,69,63
298,3,0:27.0,Personal foul by J. Leuer (drawn by N. Mirotić),,69,63
299,3,0:27.0,N. Mirotić makes free throw 1 of 2,,70,63
300,3,0:27.0,E. Moore enters the game for A. Brooks,,70,63
301,3,0:27.0,,V. Carter enters the game for K. Koufos,70,63
302,3,0:27.0,J. Noah enters the game for P. Gasol,,70,63
303,3,0:27.0,K. Hinrich enters the game for M. Dunleavy,,70,63
304,3,0:27.0,N. Mirotić makes free throw 2 of 2,,71,63
305,3,0:07.0,,B. Udrih makes 2-pt layup at rim,71,65
306,3,0:07.0,,Shooting foul by J. Noah (drawn by B. Udrih),71,65
307,3,0:07.0,A. Brooks enters the game for E. Moore,,71,65
308,3,0:07.0,,B. Udrih makes free throw 1 of 1,71,66
309,3,0:01.0,J. Butler makes 2-pt jump shot from 14 ft,,73,66
310,4,11:41.0,,Turnover by B. Udrih (traveling),73,66
311,4,11:28.0,J. Butler makes 2-pt jump shot from 15 ft (assist by A. Brooks),,75,66
312,4,11:14.0,,V. Carter makes 2-pt jump shot from 17 ft,75,68
313,4,10:56.0,M. Dunleavy misses 3-pt jump shot from 22 ft,,75,68
314,4,10:55.0,Offensive rebound by M. Dunleavy,,75,68
315,4,10:40.0,Shooting foul by J. Leuer (drawn by J. Butler),,75,68
316,4,10:40.0,J. Butler makes free throw 1 of 2,,76,68
317,4,10:40.0,J. Butler makes free throw 2 of 2,,77,68
318,4,10:26.0,,Q. Pondexter misses 2-pt jump shot from 21 ft,77,68
319,4,10:25.0,,Offensive rebound by K. Koufos,77,68
320,4,10:15.0,,Personal block foul by J. Noah (drawn by J. Leuer),77,68
321,4,10:09.0,,B. Udrih misses 2-pt jump shot from 19 ft,77,68
322,4,10:08.0,Defensive rebound by J. Noah,,77,68
323,4,9:58.0,Turnover by J. Noah (bad pass; steal by B. Udrih),,77,68
324,4,9:54.0,,B. Udrih makes 2-pt layup from 1 ft,77,70
325,4,9:35.0,A. Brooks misses 3-pt jump shot from 26 ft,,77,70
326,4,9:35.0,,Defensive rebound by J. Leuer,77,70
327,4,9:19.0,,Shooting foul by J. Butler (drawn by Q. Pondexter),77,70
328,4,9:19.0,,Q. Pondexter makes free throw 1 of 2,77,71
329,4,9:19.0,,Q. Pondexter makes free throw 2 of 2,77,72
330,4,9:00.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by A. Brooks),,80,72
331,4,8:43.0,,K. Koufos misses 2-pt hook shot from 4 ft,80,72
332,4,8:41.0,Defensive rebound by J. Butler,,80,72
333,4,8:26.0,J. Butler misses 2-pt layup from 1 ft,,80,72
334,4,8:26.0,Offensive rebound by J. Noah,,80,72
335,4,8:26.0,Shooting foul by J. Leuer (drawn by J. Noah),,80,72
336,4,8:26.0,Chicago full timeout,,80,72
337,4,8:26.0,J. Noah makes free throw 1 of 2,,81,72
338,4,8:26.0,J. Noah makes free throw 2 of 2,,82,72
339,4,8:10.0,,V. Carter misses 3-pt jump shot from 25 ft,82,72
340,4,8:09.0,Defensive rebound by J. Noah,,82,72
341,4,7:57.0,,Violation by B. Udrih (kicked ball),82,72
342,4,7:49.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,82,72
343,4,7:48.0,,Defensive rebound by J. Leuer,82,72
344,4,7:36.0,,V. Carter makes 2-pt jump shot from 15 ft,82,74
345,4,7:15.0,A. Brooks misses 2-pt jump shot from 6 ft,,82,74
346,4,7:13.0,,Defensive rebound by K. Koufos,82,74
347,4,7:02.0,,V. Carter misses 2-pt jump shot from 16 ft,82,74
348,4,7:02.0,Defensive rebound by J. Noah,,82,74
349,4,6:53.0,Chicago full timeout,,82,74
350,4,6:53.0,,N. Calathes enters the game for B. Udrih,82,74
351,4,6:53.0,,M. Conley enters the game for Q. Pondexter,82,74
352,4,6:39.0,J. Butler misses 2-pt jump shot from 20 ft,,82,74
353,4,6:38.0,,Defensive rebound by K. Koufos,82,74
354,4,6:22.0,,J. Leuer makes 2-pt jump shot from 3 ft,82,76
355,4,6:22.0,,Shooting foul by J. Noah (drawn by J. Leuer),82,76
356,4,6:22.0,K. Hinrich enters the game for J. Butler,,82,76
357,4,6:22.0,P. Gasol enters the game for J. Noah,,82,76
358,4,6:22.0,,J. Leuer misses free throw 1 of 1,82,76
359,4,6:21.0,Defensive rebound by P. Gasol,,82,76
360,4,5:57.0,A. Brooks misses 3-pt jump shot from 27 ft (block by M. Conley),,82,76
361,4,5:57.0,Offensive rebound by Team,,82,76
362,4,5:57.0,Turnover by Team (shot clock),,82,76
363,4,5:46.0,,M. Conley misses 2-pt jump shot from 12 ft,82,76
364,4,5:45.0,Defensive rebound by N. Mirotić,,82,76
365,4,5:33.0,Shooting foul by J. Leuer (drawn by N. Mirotić),,82,76
366,4,5:33.0,N. Mirotić makes free throw 1 of 2,,83,76
367,4,5:33.0,N. Mirotić makes free throw 2 of 2,,84,76
368,4,5:23.0,,K. Koufos makes 2-pt dunk at rim (assist by N. Calathes),84,78
369,4,5:10.0,Personal foul by N. Calathes (drawn by A. Brooks),,84,78
370,4,5:10.0,Chicago full timeout,,84,78
371,4,5:10.0,J. Butler enters the game for M. Dunleavy,,84,78
372,4,4:59.0,J. Butler makes 2-pt jump shot from 9 ft,,86,78
373,4,4:59.0,Shooting foul by V. Carter (drawn by J. Butler),,86,78
374,4,4:59.0,J. Butler makes free throw 1 of 1,,87,78
375,4,4:47.0,,Personal foul by K. Hinrich (drawn by M. Conley),87,78
376,4,4:33.0,,N. Calathes misses 2-pt jump shot from 12 ft,87,78
377,4,4:33.0,Defensive rebound by N. Mirotić,,87,78
378,4,4:33.0,,Loose ball foul by J. Leuer (drawn by N. Mirotić),87,78
379,4,4:33.0,,C. Lee enters the game for J. Leuer,87,78
380,4,4:33.0,N. Mirotić makes free throw 1 of 2,,88,78
381,4,4:33.0,,M. Gasol enters the game for K. Koufos,88,78
382,4,4:33.0,N. Mirotić makes free throw 2 of 2,,89,78
383,4,4:25.0,,M. Conley makes 2-pt jump shot from 9 ft,89,80
384,4,4:00.0,A. Brooks misses 3-pt jump shot from 24 ft,,89,80
385,4,4:00.0,,Defensive rebound by M. Conley,89,80
386,4,3:45.0,,N. Calathes makes 2-pt layup from 1 ft (assist by M. Gasol),89,82
387,4,3:45.0,,Shooting foul by P. Gasol (drawn by N. Calathes),89,82
388,4,3:45.0,J. Noah enters the game for P. Gasol,,89,82
389,4,3:45.0,,N. Calathes makes free throw 1 of 1,89,83
