,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MIAMI_ACTION,OKLAHOMA CITY_SCORE,MIAMI_SCORE
47,1,5:48.0,,Miami full timeout,8,9
48,1,5:37.0,S. Adams misses 2-pt dunk at rim,,8,9
49,1,5:36.0,,Offensive rebound by Team,8,9
50,1,5:15.0,,D. Wade makes 2-pt jump shot from 8 ft,8,11
51,1,5:09.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,10,11
52,1,4:50.0,,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),10,13
53,1,4:36.0,S. Ibaka misses 2-pt jump shot from 10 ft,,10,13
54,1,4:35.0,,Defensive rebound by Team,10,13
55,1,4:35.0,A. Morrow enters the game for K. Durant,,10,13
56,1,4:35.0,,D. Granger enters the game for C. Bosh,10,13
57,1,4:15.0,,Personal foul by D. Waiters (drawn by D. Wade),10,13
58,1,4:15.0,,S. Napier enters the game for D. Wade,10,13
59,1,3:58.0,,L. Deng misses 2-pt hook shot from 9 ft,10,13
60,1,3:57.0,,Offensive rebound by H. Whiteside,10,13
61,1,3:56.0,,H. Whiteside makes 2-pt tip-in from 1 ft,10,15
62,1,3:40.0,D. Waiters misses 2-pt jump shot from 16 ft,,10,15
63,1,3:39.0,,Defensive rebound by L. Deng,10,15
64,1,3:32.0,,M. Chalmers makes 2-pt layup from 1 ft,10,17
65,1,3:32.0,,Shooting foul by S. Adams (drawn by M. Chalmers),10,17
66,1,3:32.0,K. Perkins enters the game for S. Adams,,10,17
67,1,3:32.0,,C. Bosh enters the game for L. Deng,10,17
68,1,3:32.0,,M. Chalmers makes free throw 1 of 1,10,18
69,1,3:22.0,R. Westbrook makes 2-pt dunk at rim,,12,18
70,1,3:05.0,,C. Bosh misses 3-pt jump shot from 25 ft,12,18
71,1,3:04.0,Defensive rebound by A. Morrow,,12,18
72,1,2:58.0,R. Westbrook misses 2-pt jump shot from 3 ft,,12,18
73,1,2:57.0,,Defensive rebound by Team,12,18
74,1,2:57.0,,Personal foul by K. Perkins (drawn by S. Napier),12,18
75,1,2:57.0,Oklahoma City full timeout,,12,18
76,1,2:57.0,,C. Andersen enters the game for H. Whiteside,12,18
77,1,2:57.0,,S. Napier makes free throw 1 of 2,12,19
78,1,2:57.0,,S. Napier makes free throw 2 of 2,12,20
79,1,2:46.0,Shooting foul by C. Andersen (drawn by D. Waiters),,12,20
80,1,2:46.0,D. Waiters misses free throw 1 of 2,,12,20
81,1,2:46.0,Offensive rebound by Team,,12,20
82,1,2:46.0,R. Jackson enters the game for R. Westbrook,,12,20
83,1,2:46.0,D. Waiters makes free throw 2 of 2,,13,20
84,1,2:33.0,,Turnover by D. Granger (bad pass),13,20
85,1,2:07.0,S. Ibaka misses 3-pt jump shot from 24 ft,,13,20
86,1,2:06.0,,Defensive rebound by S. Napier,13,20
87,1,1:58.0,,Shooting foul by K. Perkins (drawn by C. Bosh),13,20
88,1,1:58.0,,C. Bosh makes free throw 1 of 2,13,21
89,1,1:58.0,,N. Cole enters the game for M. Chalmers,13,21
90,1,1:58.0,K. Durant enters the game for S. Ibaka,,13,21
91,1,1:58.0,,C. Bosh makes free throw 2 of 2,13,22
92,1,1:38.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by K. Durant),,16,22
93,1,1:19.0,,C. Andersen misses 2-pt jump shot from 15 ft,16,22
94,1,1:18.0,,Offensive rebound by C. Bosh,16,22
95,1,1:13.0,,C. Bosh makes 2-pt dunk at rim,16,24
96,1,1:02.0,K. Durant makes 2-pt layup at rim,,18,24
97,1,1:02.0,Shooting foul by D. Granger (drawn by K. Durant),,18,24
98,1,1:02.0,K. Durant makes free throw 1 of 1,,19,24
99,1,0:56.0,,Turnover by S. Napier (bad pass; steal by A. Morrow),19,24
100,1,0:48.0,R. Jackson makes 2-pt layup from 1 ft,,21,24
101,1,0:27.0,,Turnover by C. Bosh (bad pass),21,24
102,1,0:06.0,A. Morrow makes 3-pt jump shot from 22 ft (assist by R. Jackson),,24,24
103,1,0:00.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by N. Cole),24,27
104,2,11:41.0,,C. Bosh misses 2-pt jump shot from 5 ft (block by K. Durant),24,27
105,2,11:40.0,Defensive rebound by A. Morrow,,24,27
106,2,11:33.0,R. Jackson misses 2-pt layup from 1 ft (block by C. Andersen),,24,27
107,2,11:32.0,,Defensive rebound by N. Cole,24,27
108,2,11:24.0,,N. Cole misses 3-pt jump shot from 24 ft,24,27
109,2,11:23.0,Defensive rebound by R. Jackson,,24,27
110,2,11:04.0,K. Durant makes 2-pt dunk at rim,,26,27
111,2,10:45.0,,C. Andersen makes 3-pt jump shot from 23 ft (assist by S. Napier),26,30
112,2,10:18.0,D. Waiters misses 3-pt jump shot from 23 ft,,26,30
113,2,10:17.0,,Defensive rebound by S. Napier,26,30
114,2,10:13.0,,Personal foul by R. Jackson (drawn by S. Napier),26,30
115,2,9:58.0,,S. Napier misses 3-pt jump shot from 24 ft,26,30
116,2,9:57.0,Defensive rebound by K. Perkins,,26,30
117,2,9:38.0,Personal foul by N. Cole (drawn by K. Durant),,26,30
118,2,9:33.0,R. Jackson makes 2-pt jump shot from 15 ft,,28,30
119,2,9:22.0,,Turnover by C. Bosh (lost ball; steal by K. Durant),28,30
120,2,9:17.0,A. Morrow misses 3-pt jump shot from 25 ft,,28,30
121,2,9:09.0,,Defensive rebound by C. Andersen,28,30
122,2,9:00.0,,C. Bosh makes 3-pt jump shot from 24 ft (assist by S. Napier),28,33
123,2,8:43.0,R. Jackson makes 2-pt jump shot from 6 ft,,30,33
124,2,8:27.0,,D. Granger makes 2-pt jump shot from 20 ft (assist by S. Napier),30,35
125,2,8:17.0,A. Morrow makes 2-pt layup from 1 ft,,32,35
126,2,8:16.0,,Miami full timeout,32,35
127,2,8:16.0,R. Westbrook enters the game for D. Waiters,,32,35
128,2,8:16.0,,D. Wade enters the game for C. Bosh,32,35
129,2,8:16.0,,L. Deng enters the game for N. Cole,32,35
130,2,7:56.0,,L. Deng misses 3-pt jump shot from 22 ft,32,35
131,2,7:55.0,Defensive rebound by R. Westbrook,,32,35
132,2,7:49.0,A. Morrow misses 2-pt jump shot from 8 ft,,32,35
133,2,7:48.0,Offensive rebound by A. Morrow,,32,35
134,2,7:46.0,A. Morrow makes 2-pt jump shot from 10 ft,,34,35
135,2,7:21.0,,D. Wade makes 2-pt jump shot from 10 ft,34,37
136,2,7:03.0,K. Durant misses 3-pt jump shot from 24 ft,,34,37
137,2,7:02.0,,Defensive rebound by C. Andersen,34,37
138,2,6:55.0,,D. Wade misses 2-pt layup from 1 ft,34,37
139,2,6:54.0,Defensive rebound by Team,,34,37
140,2,6:54.0,,Loose ball foul by C. Andersen (drawn by K. Durant),34,37
141,2,6:37.0,K. Perkins misses 2-pt layup from 2 ft,,34,37
142,2,6:36.0,,Defensive rebound by S. Napier,34,37
143,2,6:26.0,,D. Granger makes 3-pt jump shot from 24 ft (assist by S. Napier),34,40
144,2,6:19.0,Oklahoma City full timeout,,34,40
145,2,6:19.0,S. Ibaka enters the game for A. Morrow,,34,40
146,2,6:19.0,,H. Whiteside enters the game for S. Napier,34,40
147,2,6:19.0,,M. Chalmers enters the game for C. Andersen,34,40
148,2,6:13.0,K. Durant makes 2-pt jump shot from 13 ft,,36,40
149,2,5:45.0,,D. Wade misses 2-pt jump shot from 18 ft,36,40
150,2,5:44.0,,Offensive rebound by Team,36,40
151,2,5:44.0,,Turnover by Team (shot clock),36,40
152,2,5:27.0,K. Durant misses 2-pt layup from 1 ft,,36,40
153,2,5:26.0,Offensive rebound by K. Durant,,36,40
154,2,5:25.0,K. Durant makes 2-pt tip-in at rim,,38,40
155,2,5:17.0,,Turnover by M. Chalmers (traveling),38,40
156,2,5:06.0,K. Durant misses 2-pt jump shot from 11 ft,,38,40
157,2,5:05.0,Offensive rebound by R. Westbrook,,38,40
158,2,5:04.0,R. Westbrook misses 2-pt jump shot from 5 ft,,38,40
159,2,5:03.0,Offensive rebound by Team,,38,40
160,2,4:53.0,R. Westbrook makes 2-pt layup from 1 ft,,40,40
161,2,4:53.0,Shooting foul by D. Wade (drawn by R. Westbrook),,40,40
162,2,4:53.0,R. Westbrook makes free throw 1 of 1,,41,40
163,2,4:36.0,,D. Wade misses 3-pt jump shot from 23 ft,41,40
164,2,4:35.0,Defensive rebound by K. Durant,,41,40
165,2,4:27.0,K. Perkins misses 2-pt jump shot from 9 ft (block by H. Whiteside),,41,40
166,2,4:26.0,Offensive rebound by S. Ibaka,,41,40
167,2,4:20.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Durant),,44,40
168,2,4:17.0,,Miami full timeout,44,40
169,2,4:17.0,,Violation by Team (delay of game),44,40
170,2,4:17.0,,C. Andersen enters the game for H. Whiteside,44,40
171,2,4:17.0,S. Adams enters the game for K. Perkins,,44,40
172,2,4:17.0,,C. Bosh enters the game for D. Granger,44,40
173,2,3:52.0,,C. Bosh misses 2-pt jump shot from 9 ft,44,40
174,2,3:51.0,Defensive rebound by S. Adams,,44,40
175,2,3:44.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by K. Durant),,46,40
176,2,3:25.0,,L. Deng misses 3-pt jump shot from 25 ft,46,40
177,2,3:24.0,Defensive rebound by S. Ibaka,,46,40
178,2,3:20.0,Turnover by R. Westbrook (bad pass),,46,40
179,2,3:10.0,,Personal foul by S. Ibaka (drawn by D. Wade),46,40
180,2,2:59.0,,Shooting foul by S. Adams (drawn by L. Deng),46,40
181,2,2:59.0,Official timeout,,46,40
182,2,2:59.0,D. Waiters enters the game for S. Adams,,46,40
183,2,2:59.0,K. Perkins enters the game for R. Jackson,,46,40
184,2,2:59.0,,L. Deng makes free throw 1 of 2,46,41
185,2,2:59.0,,L. Deng makes free throw 2 of 2,46,42
186,2,2:44.0,K. Durant misses 3-pt jump shot from 24 ft,,46,42
187,2,2:43.0,,Defensive rebound by C. Bosh,46,42
188,2,2:32.0,,C. Bosh makes 2-pt layup from 1 ft,46,44
189,2,2:18.0,K. Durant makes 2-pt jump shot from 20 ft,,48,44
190,2,2:06.0,,Personal foul by K. Perkins (drawn by M. Chalmers),48,44
191,2,2:06.0,N. Collison enters the game for K. Perkins,,48,44
192,2,1:59.0,,Personal foul by N. Collison (drawn by D. Wade),48,44
193,2,1:59.0,,D. Wade misses free throw 1 of 2,48,44
194,2,1:59.0,,Offensive rebound by Team,48,44
195,2,1:59.0,,D. Wade makes free throw 2 of 2,48,45
196,2,1:49.0,Turnover by R. Westbrook (lost ball; steal by D. Wade),,48,45
197,2,1:43.0,,D. Wade makes 2-pt layup at rim,48,47
198,2,1:30.0,R. Westbrook misses 2-pt layup from 1 ft,,48,47
199,2,1:29.0,Offensive rebound by N. Collison,,48,47
200,2,1:27.0,Shooting foul by C. Andersen (drawn by N. Collison),,48,47
201,2,1:27.0,N. Collison misses free throw 1 of 2,,48,47
202,2,1:27.0,Offensive rebound by Team,,48,47
203,2,1:27.0,,U. Haslem enters the game for C. Andersen,48,47
204,2,1:27.0,N. Collison makes free throw 2 of 2,,49,47
205,2,1:10.0,,C. Bosh misses 2-pt jump shot from 15 ft,49,47
206,2,1:09.0,Defensive rebound by K. Durant,,49,47
207,2,1:03.0,R. Westbrook misses 2-pt jump shot from 18 ft,,49,47
208,2,1:02.0,,Defensive rebound by L. Deng,49,47
209,2,0:53.0,,D. Wade makes 2-pt layup from 1 ft (assist by M. Chalmers),49,49
210,2,0:47.0,Oklahoma City full timeout,,49,49
211,2,0:31.0,D. Waiters misses 2-pt jump shot from 20 ft,,49,49
212,2,0:30.0,,Defensive rebound by L. Deng,49,49
213,2,0:17.0,,Turnover by D. Wade (lost ball; steal by R. Westbrook),49,49
214,2,0:10.0,Turnover by S. Ibaka (bad pass; steal by U. Haslem),,49,49
215,2,0:06.0,,Shooting foul by K. Durant (drawn by L. Deng),49,49
216,2,0:06.0,,L. Deng makes free throw 1 of 2,49,50
217,2,0:06.0,,N. Cole enters the game for D. Wade,49,50
218,2,0:06.0,,L. Deng misses free throw 2 of 2,49,50
219,2,0:06.0,Defensive rebound by K. Durant,,49,50
220,2,0:01.0,K. Durant misses 2-pt jump shot from 11 ft,,49,50
221,2,0:00.0,Offensive rebound by Team,,49,50
222,3,11:38.0,,D. Wade makes 2-pt layup at rim,49,52
223,3,11:17.0,A. Roberson misses 3-pt jump shot from 22 ft,,49,52
224,3,11:16.0,Offensive rebound by R. Westbrook,,49,52
225,3,11:07.0,K. Durant misses 3-pt jump shot from 24 ft,,49,52
226,3,11:06.0,Offensive rebound by A. Roberson,,49,52
227,3,10:50.0,K. Durant makes 2-pt layup from 2 ft,,51,52
228,3,10:30.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by C. Bosh),51,55
229,3,10:13.0,S. Ibaka misses 2-pt hook shot from 5 ft,,51,55
230,3,10:12.0,,Defensive rebound by C. Bosh,51,55
231,3,9:58.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by M. Chalmers),51,57
232,3,9:39.0,A. Roberson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,54,57
233,3,9:12.0,,Turnover by Team (shot clock),54,57
234,3,9:02.0,Personal foul by L. Deng (drawn by K. Durant),,54,57
235,3,8:57.0,R. Westbrook makes 2-pt jump shot from 7 ft,,56,57
236,3,8:43.0,,C. Bosh misses 3-pt jump shot from 25 ft,56,57
237,3,8:42.0,Defensive rebound by K. Durant,,56,57
238,3,8:32.0,S. Ibaka misses 3-pt jump shot from 24 ft,,56,57
239,3,8:31.0,Offensive rebound by S. Adams,,56,57
240,3,8:23.0,R. Westbrook misses 2-pt jump shot from 11 ft,,56,57
241,3,8:22.0,Offensive rebound by Team,,56,57
242,3,8:16.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,58,57
243,3,7:54.0,,M. Chalmers misses 3-pt jump shot from 25 ft,58,57
244,3,7:53.0,Defensive rebound by R. Westbrook,,58,57
245,3,7:47.0,S. Adams makes 2-pt layup from 2 ft (assist by K. Durant),,60,57
246,3,7:47.0,Shooting foul by M. Chalmers (drawn by S. Adams),,60,57
247,3,7:47.0,S. Adams misses free throw 1 of 1,,60,57
248,3,7:46.0,,Defensive rebound by C. Andersen,60,57
249,3,7:28.0,,C. Bosh misses 2-pt layup from 1 ft,60,57
250,3,7:27.0,Defensive rebound by R. Westbrook,,60,57
251,3,7:23.0,A. Roberson makes 2-pt layup at rim (assist by R. Westbrook),,62,57
252,3,7:23.0,,Miami full timeout,62,57
253,3,7:16.0,Violation by R. Westbrook (kicked ball),,62,57
254,3,7:07.0,,D. Wade misses 2-pt layup from 1 ft,62,57
255,3,7:06.0,Defensive rebound by S. Adams,,62,57
256,3,7:01.0,K. Durant misses 3-pt jump shot from 25 ft,,62,57
257,3,7:00.0,,Defensive rebound by C. Bosh,62,57
258,3,6:44.0,,C. Bosh makes 2-pt dunk at rim (assist by D. Wade),62,59
259,3,6:33.0,Offensive foul by S. Adams (drawn by L. Deng),,62,59
260,3,6:33.0,Turnover by S. Adams (offensive foul),,62,59
261,3,6:33.0,K. Perkins enters the game for S. Adams,,62,59
262,3,6:20.0,,Shooting foul by S. Ibaka (drawn by C. Bosh),62,59
263,3,6:20.0,,C. Bosh makes free throw 1 of 2,62,60
264,3,6:20.0,,C. Bosh makes free throw 2 of 2,62,61
265,3,5:56.0,R. Westbrook misses 3-pt jump shot from 24 ft,,62,61
266,3,5:55.0,,Defensive rebound by C. Andersen,62,61
267,3,5:41.0,,Turnover by M. Chalmers (lost ball; steal by K. Durant),62,61
268,3,5:36.0,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),,64,61
269,3,5:13.0,,D. Wade misses 2-pt jump shot from 19 ft,64,61
270,3,5:12.0,Defensive rebound by K. Durant,,64,61
271,3,5:06.0,K. Durant misses 3-pt jump shot from 24 ft,,64,61
272,3,5:05.0,,Defensive rebound by C. Andersen,64,61
273,3,4:57.0,,Personal foul by R. Westbrook (drawn by M. Chalmers),64,61
274,3,4:57.0,,U. Haslem enters the game for C. Andersen,64,61
275,3,4:49.0,,D. Wade misses 2-pt jump shot from 12 ft,64,61
276,3,4:48.0,Defensive rebound by A. Roberson,,64,61
277,3,4:44.0,Offensive foul by S. Ibaka (drawn by U. Haslem),,64,61
278,3,4:44.0,Turnover by S. Ibaka (offensive foul),,64,61
279,3,4:44.0,,S. Napier enters the game for D. Wade,64,61
280,3,4:36.0,,Personal foul by S. Ibaka (drawn by M. Chalmers),64,61
281,3,4:36.0,D. Waiters enters the game for S. Ibaka,,64,61
282,3,4:36.0,N. Collison enters the game for A. Roberson,,64,61
283,3,4:19.0,,S. Napier misses 2-pt layup from 2 ft,64,61
284,3,4:18.0,Defensive rebound by K. Perkins,,64,61
285,3,4:03.0,K. Durant misses 3-pt jump shot from 26 ft,,64,61
286,3,4:02.0,,Defensive rebound by M. Chalmers,64,61
287,3,3:55.0,,Personal foul by R. Westbrook (drawn by M. Chalmers),64,61
288,3,3:39.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by U. Haslem),64,64
289,3,3:22.0,K. Durant makes 2-pt dunk at rim,,66,64
290,3,3:03.0,,D. Granger enters the game for C. Bosh,66,64
291,3,3:03.0,A. Morrow enters the game for K. Durant,,66,64
292,3,3:00.0,,M. Chalmers misses 3-pt jump shot from 24 ft,66,64
293,3,2:59.0,Defensive rebound by A. Morrow,,66,64
294,3,2:46.0,K. Perkins misses 2-pt hook shot from 4 ft,,66,64
295,3,2:45.0,,Defensive rebound by U. Haslem,66,64
296,3,2:30.0,,L. Deng makes 2-pt jump shot from 8 ft,66,66
297,3,2:30.0,,Technical foul by Team,66,66
298,3,2:30.0,Oklahoma City full timeout,,66,66
299,3,2:30.0,R. Westbrook makes technical free throw,,67,66
300,3,2:16.0,D. Waiters makes 2-pt jump shot from 17 ft,,69,66
301,3,2:07.0,,Personal foul by D. Waiters (drawn by D. Granger),69,66
302,3,2:07.0,,D. Granger makes free throw 1 of 2,69,67
303,3,2:07.0,,C. Bosh enters the game for L. Deng,69,67
304,3,2:07.0,R. Jackson enters the game for R. Westbrook,,69,67
305,3,2:07.0,,D. Granger misses free throw 2 of 2,69,67
306,3,2:06.0,Defensive rebound by N. Collison,,69,67
307,3,1:44.0,R. Jackson makes 3-pt jump shot from 24 ft,,72,67
308,3,1:18.0,,Turnover by S. Napier (bad pass),72,67
309,3,1:03.0,D. Waiters misses 2-pt jump shot from 20 ft,,72,67
310,3,1:02.0,,Defensive rebound by U. Haslem,72,67
311,3,0:57.0,Offensive charge foul by C. Bosh (drawn by N. Collison),,72,67
312,3,0:57.0,,Turnover by C. Bosh (offensive foul),72,67
313,3,0:49.0,Offensive foul by R. Jackson (drawn by M. Chalmers),,72,67
314,3,0:49.0,Turnover by R. Jackson (offensive foul),,72,67
315,3,0:32.0,,C. Bosh misses 2-pt jump shot from 20 ft,72,67
316,3,0:31.0,Defensive rebound by K. Perkins,,72,67
317,3,0:16.0,A. Morrow misses 3-pt jump shot from 24 ft,,72,67
318,3,0:15.0,Offensive rebound by N. Collison,,72,67
319,3,0:01.0,D. Waiters misses 2-pt jump shot from 19 ft,,72,67
320,3,0:00.0,,Defensive rebound by C. Bosh,72,67
321,4,11:40.0,A. Morrow makes 2-pt jump shot from 16 ft,,74,67
322,4,11:12.0,,S. Williams misses 3-pt jump shot from 23 ft,74,67
323,4,11:11.0,Defensive rebound by N. Collison,,74,67
324,4,11:00.0,R. Jackson makes 2-pt jump shot from 17 ft,,76,67
325,4,10:51.0,,D. Wade enters the game for S. Napier,76,67
326,4,10:44.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by N. Cole),76,70
327,4,10:25.0,D. Waiters misses 2-pt jump shot from 10 ft,,76,70
328,4,10:24.0,,Defensive rebound by N. Cole,76,70
329,4,10:19.0,,N. Cole makes 2-pt layup from 1 ft (assist by D. Wade),76,72
330,4,10:16.0,Oklahoma City full timeout,,76,72
331,4,10:16.0,,C. Andersen enters the game for C. Bosh,76,72
332,4,10:16.0,K. Durant enters the game for N. Collison,,76,72
333,4,9:59.0,R. Jackson makes 2-pt jump shot from 17 ft,,78,72
334,4,9:38.0,,Turnover by D. Wade (bad pass; steal by K. Durant),78,72
335,4,9:33.0,K. Durant makes 2-pt dunk at rim,,80,72
336,4,9:30.0,,Personal foul by R. Jackson (drawn by N. Cole),80,72
337,4,9:15.0,,S. Williams misses 3-pt jump shot from 23 ft,80,72
338,4,9:14.0,Defensive rebound by R. Jackson,,80,72
339,4,9:08.0,A. Morrow misses 2-pt jump shot from 19 ft,,80,72
340,4,9:07.0,,Defensive rebound by D. Granger,80,72
341,4,8:55.0,,D. Granger misses 3-pt jump shot from 24 ft,80,72
342,4,8:54.0,Defensive rebound by K. Durant,,80,72
343,4,8:43.0,Turnover by R. Jackson (lost ball; steal by S. Williams),,80,72
344,4,8:37.0,,D. Wade makes 2-pt layup from 1 ft (assist by N. Cole),80,74
345,4,8:17.0,D. Waiters misses 3-pt jump shot from 24 ft,,80,74
346,4,8:16.0,,Defensive rebound by D. Granger,80,74
347,4,8:05.0,,N. Cole makes 2-pt jump shot from 19 ft,80,76
348,4,8:05.0,Oklahoma City full timeout,,80,76
349,4,8:05.0,R. Westbrook enters the game for A. Morrow,,80,76
350,4,7:40.0,K. Durant misses 2-pt jump shot from 20 ft,,80,76
351,4,7:39.0,,Defensive rebound by D. Wade,80,76
352,4,7:29.0,,C. Andersen makes 2-pt layup at rim (assist by N. Cole),80,78
353,4,7:15.0,Personal foul by D. Granger (drawn by K. Durant),,80,78
354,4,7:15.0,S. Ibaka enters the game for K. Perkins,,80,78
355,4,7:01.0,K. Durant misses 3-pt jump shot from 24 ft,,80,78
356,4,7:00.0,Offensive rebound by R. Westbrook,,80,78
357,4,6:52.0,S. Ibaka makes 2-pt layup at rim (assist by R. Westbrook),,82,78
358,4,6:32.0,,C. Andersen misses 2-pt layup from 1 ft,82,78
359,4,6:31.0,,Offensive rebound by S. Williams,82,78
360,4,6:17.0,,C. Andersen makes 2-pt dunk at rim (assist by D. Wade),82,80
361,4,6:03.0,K. Durant misses 2-pt jump shot from 15 ft,,82,80
362,4,6:02.0,,Defensive rebound by S. Williams,82,80
363,4,5:51.0,,D. Wade misses 2-pt jump shot from 16 ft,82,80
364,4,5:50.0,Defensive rebound by S. Ibaka,,82,80
365,4,5:32.0,K. Durant misses 2-pt jump shot from 20 ft,,82,80
366,4,5:31.0,,Defensive rebound by N. Cole,82,80
367,4,5:12.0,,S. Williams misses 3-pt jump shot from 24 ft,82,80
368,4,5:11.0,Defensive rebound by R. Westbrook,,82,80
369,4,5:05.0,R. Westbrook makes 2-pt jump shot from 17 ft,,84,80
370,4,5:05.0,,Miami full timeout,84,80
371,4,5:05.0,,C. Bosh enters the game for S. Williams,84,80
372,4,4:45.0,,N. Cole misses 2-pt jump shot from 17 ft,84,80
373,4,4:44.0,Defensive rebound by S. Ibaka,,84,80
374,4,4:26.0,R. Jackson misses 3-pt jump shot from 23 ft,,84,80
375,4,4:25.0,,Defensive rebound by N. Cole,84,80
376,4,4:06.0,,Turnover by C. Bosh (lost ball; steal by K. Durant),84,80
377,4,3:52.0,D. Waiters misses 3-pt jump shot from 23 ft,,84,80
378,4,3:51.0,,Defensive rebound by D. Granger,84,80
379,4,3:38.0,,D. Wade makes 2-pt jump shot from 20 ft,84,82
380,4,3:20.0,Turnover by S. Ibaka (3 sec),,84,82
381,4,3:20.0,,L. Deng enters the game for D. Granger,84,82
382,4,3:20.0,S. Adams enters the game for D. Waiters,,84,82
383,4,3:06.0,,D. Wade misses 2-pt jump shot from 16 ft,84,82
384,4,3:05.0,Defensive rebound by R. Westbrook,,84,82
385,4,3:04.0,Personal foul by C. Andersen (drawn by K. Durant),,84,82
386,4,2:54.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,87,82
387,4,2:31.0,,D. Wade misses 3-pt jump shot from 24 ft,87,82
388,4,2:30.0,Defensive rebound by Team,,87,82
389,4,2:30.0,,Miami full timeout,87,82
390,4,2:20.0,Personal foul by N. Cole (drawn by R. Westbrook),,87,82
391,4,2:11.0,R. Westbrook makes 2-pt jump shot from 7 ft,,89,82
