,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
68,1,3:00.0,,Shooting foul by G. Smith (drawn by K. Irving),19,17
69,1,3:00.0,,K. Irving makes free throw 1 of 2,19,18
70,1,3:00.0,,K. Irving makes free throw 2 of 2,19,19
71,1,2:42.0,M. Ellis makes 2-pt jump shot from 18 ft,,21,19
72,1,2:30.0,,T. Thompson makes 2-pt dunk at rim (assist by S. Marion),21,21
73,1,2:27.0,Dallas full timeout,,21,21
74,1,2:27.0,D. Nowitzki enters the game for C. Parsons,,21,21
75,1,2:27.0,R. Rondo enters the game for M. Ellis,,21,21
76,1,2:12.0,R. Rondo misses 2-pt jump shot from 18 ft,,21,21
77,1,2:11.0,,Defensive rebound by S. Marion,21,21
78,1,1:59.0,,M. Dellavedova makes 2-pt layup from 1 ft,21,23
79,1,1:48.0,D. Harris makes 3-pt jump shot from 23 ft (assist by R. Rondo),,24,23
80,1,1:27.0,,S. Marion misses 2-pt jump shot from 3 ft (block by D. Nowitzki),24,23
81,1,1:26.0,Defensive rebound by D. Harris,,24,23
82,1,1:25.0,Personal foul by M. Dellavedova (drawn by R. Rondo),,24,23
83,1,1:25.0,,M. Miller enters the game for K. Irving,24,23
84,1,1:10.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by R. Jefferson),,26,23
85,1,0:53.0,,S. Marion makes 2-pt layup from 1 ft (assist by M. Dellavedova),26,25
86,1,0:32.0,D. Harris misses 3-pt jump shot from 26 ft,,26,25
87,1,0:31.0,,Defensive rebound by M. Miller,26,25
88,1,0:18.0,,Turnover by M. Dellavedova (lost ball; steal by R. Rondo),26,25
89,1,0:13.0,Turnover by R. Jefferson (traveling),,26,25
90,1,0:05.0,,Turnover by D. Waiters (lost ball; steal by R. Rondo),26,25
91,1,0:04.0,Personal foul by D. Waiters (drawn by R. Jefferson),,26,25
92,1,0:04.0,R. Jefferson makes free throw 1 of 2,,27,25
93,1,0:04.0,A. Aminu enters the game for D. Nowitzki,,27,25
94,1,0:04.0,R. Jefferson makes free throw 2 of 2,,28,25
95,1,0:00.0,,D. Waiters misses 3-pt jump shot from 36 ft,28,25
96,1,0:00.0,,Offensive rebound by Team,28,25
97,2,11:35.0,D. Nowitzki makes 2-pt layup at rim,,30,25
98,2,11:26.0,,Personal foul by J. Barea (drawn by M. Dellavedova),30,25
99,2,11:15.0,,K. Love misses 3-pt jump shot from 25 ft,30,25
100,2,11:14.0,Defensive rebound by D. Nowitzki,,30,25
101,2,11:07.0,Turnover by R. Rondo (bad pass; steal by K. Love),,30,25
102,2,10:59.0,,D. Waiters misses 3-pt jump shot from 23 ft,30,25
103,2,10:58.0,,Offensive rebound by D. Waiters,30,25
104,2,10:52.0,,D. Waiters misses 2-pt layup at rim,30,25
105,2,10:50.0,,Offensive rebound by S. Marion,30,25
106,2,10:50.0,,S. Marion misses 2-pt tip-in from 1 ft,30,25
107,2,10:48.0,Defensive rebound by A. Aminu,,30,25
108,2,10:36.0,J. Barea makes 2-pt layup at rim,,32,25
109,2,10:16.0,,S. Marion makes 2-pt layup at rim (assist by K. Love),32,27
110,2,9:50.0,R. Rondo makes 2-pt jump shot from 19 ft,,34,27
111,2,9:31.0,,K. Love makes 2-pt jump shot from 16 ft (assist by D. Waiters),34,29
112,2,9:20.0,R. Rondo misses 2-pt jump shot from 21 ft,,34,29
113,2,9:19.0,,Defensive rebound by Team,34,29
114,2,9:18.0,,K. Irving enters the game for D. Waiters,34,29
115,2,9:03.0,,K. Love misses 2-pt jump shot from 14 ft,34,29
116,2,9:00.0,Defensive rebound by R. Rondo,,34,29
117,2,8:57.0,R. Rondo misses 2-pt layup at rim,,34,29
118,2,8:55.0,Offensive rebound by A. Aminu,,34,29
119,2,8:51.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by A. Aminu),,36,29
120,2,8:51.0,Violation by Team (delay of game),,36,29
121,2,8:36.0,,S. Marion makes 2-pt layup from 1 ft (assist by M. Dellavedova),36,31
122,2,8:23.0,J. Barea makes 2-pt jump shot from 8 ft,,38,31
123,2,8:13.0,,K. Love makes 3-pt jump shot from 24 ft (assist by M. Miller),38,34
124,2,8:05.0,Dallas full timeout,,38,34
125,2,8:05.0,C. Parsons enters the game for D. Nowitzki,,38,34
126,2,8:05.0,T. Chandler enters the game for G. Smith,,38,34
127,2,8:05.0,,T. Thompson enters the game for K. Love,38,34
128,2,7:55.0,T. Chandler misses 2-pt hook shot from 5 ft,,38,34
129,2,7:51.0,,Defensive rebound by M. Miller,38,34
130,2,7:42.0,,T. Thompson misses 2-pt jump shot from 5 ft (block by R. Rondo),38,34
131,2,7:41.0,,Offensive rebound by T. Thompson,38,34
132,2,7:38.0,,S. Marion misses 2-pt jump shot from 10 ft,38,34
133,2,7:34.0,Defensive rebound by T. Chandler,,38,34
134,2,7:29.0,C. Parsons misses 3-pt jump shot from 24 ft,,38,34
135,2,7:28.0,,Defensive rebound by T. Thompson,38,34
136,2,7:22.0,,K. Irving misses 2-pt jump shot from 7 ft,38,34
137,2,7:21.0,Defensive rebound by A. Aminu,,38,34
138,2,7:05.0,J. Barea makes 3-pt jump shot from 24 ft,,41,34
139,2,6:42.0,,Personal foul by J. Barea (drawn by K. Irving),41,34
140,2,6:42.0,M. Ellis enters the game for R. Rondo,,41,34
141,2,6:32.0,,K. Irving makes 2-pt layup at rim,41,36
142,2,6:21.0,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),,43,36
143,2,6:04.0,,M. Dellavedova misses 2-pt jump shot from 5 ft,43,36
144,2,6:01.0,,Offensive rebound by M. Dellavedova,43,36
145,2,5:58.0,,M. Miller makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),43,39
146,2,5:44.0,C. Parsons makes 2-pt layup at rim (assist by J. Barea),,45,39
147,2,5:35.0,,K. Irving misses 2-pt jump shot from 16 ft,45,39
148,2,5:34.0,Defensive rebound by C. Parsons,,45,39
149,2,5:26.0,A. Aminu makes 2-pt layup at rim (assist by J. Barea),,47,39
150,2,5:09.0,,Personal foul by J. Barea (drawn by M. Dellavedova),47,39
151,2,5:09.0,Official timeout,,47,39
152,2,5:09.0,D. Harris enters the game for J. Barea,,47,39
153,2,5:09.0,,K. Love enters the game for S. Marion,47,39
154,2,4:55.0,,Turnover by Team (shot clock),47,39
155,2,4:47.0,Personal foul by T. Thompson (drawn by T. Chandler),,47,39
156,2,4:40.0,M. Ellis misses 2-pt jump shot from 7 ft,,47,39
157,2,4:39.0,,Defensive rebound by K. Love,47,39
158,2,4:24.0,,K. Love misses 2-pt jump shot from 4 ft,47,39
159,2,4:23.0,Defensive rebound by C. Parsons,,47,39
160,2,4:16.0,Shooting foul by K. Irving (drawn by C. Parsons),,47,39
161,2,4:16.0,C. Parsons makes free throw 1 of 2,,48,39
162,2,4:16.0,,D. Waiters enters the game for M. Dellavedova,48,39
163,2,4:16.0,C. Parsons makes free throw 2 of 2,,49,39
164,2,3:54.0,,K. Love makes 3-pt jump shot from 23 ft (assist by K. Irving),49,42
165,2,3:43.0,M. Ellis makes 2-pt layup from 1 ft,,51,42
166,2,3:31.0,,D. Waiters misses 3-pt jump shot from 23 ft,51,42
167,2,3:29.0,,Offensive rebound by K. Love,51,42
168,2,3:11.0,,D. Waiters misses 2-pt layup from 1 ft (block by T. Chandler),51,42
169,2,3:09.0,Defensive rebound by T. Chandler,,51,42
170,2,3:04.0,D. Harris makes 3-pt jump shot from 27 ft (assist by C. Parsons),,54,42
171,2,2:56.0,,Cleveland full timeout,54,42
172,2,2:56.0,D. Nowitzki enters the game for T. Chandler,,54,42
173,2,2:56.0,R. Rondo enters the game for D. Harris,,54,42
174,2,2:56.0,G. Smith enters the game for A. Aminu,,54,42
175,2,2:56.0,,S. Marion enters the game for M. Miller,54,42
176,2,2:44.0,,K. Irving misses 3-pt jump shot from 24 ft,54,42
177,2,2:43.0,Defensive rebound by D. Nowitzki,,54,42
178,2,2:39.0,Shooting foul by K. Love (drawn by M. Ellis),,54,42
179,2,2:39.0,M. Ellis misses free throw 1 of 2,,54,42
180,2,2:39.0,Offensive rebound by Team,,54,42
181,2,2:39.0,M. Ellis makes free throw 2 of 2,,55,42
182,2,2:24.0,,Turnover by K. Love (bad pass; steal by C. Parsons),55,42
183,2,2:20.0,M. Ellis makes 2-pt layup at rim (assist by R. Rondo),,57,42
184,2,2:01.0,,D. Waiters misses 3-pt jump shot from 25 ft,57,42
185,2,2:00.0,Defensive rebound by Team,,57,42
186,2,1:42.0,C. Parsons misses 3-pt jump shot from 26 ft,,57,42
187,2,1:41.0,,Defensive rebound by K. Love,57,42
188,2,1:25.0,,Shooting foul by G. Smith (drawn by T. Thompson),57,42
189,2,1:25.0,,T. Thompson misses free throw 1 of 2,57,42
190,2,1:25.0,,Offensive rebound by Team,57,42
191,2,1:25.0,T. Chandler enters the game for G. Smith,,57,42
192,2,1:25.0,,T. Thompson misses free throw 2 of 2,57,42
193,2,1:24.0,Defensive rebound by D. Nowitzki,,57,42
194,2,1:09.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,57,42
195,2,1:08.0,,Defensive rebound by D. Waiters,57,42
196,2,0:55.0,,S. Marion makes 3-pt jump shot from 23 ft (assist by K. Irving),57,45
197,2,0:32.0,M. Ellis misses 3-pt jump shot from 25 ft,,57,45
198,2,0:31.0,,Defensive rebound by T. Thompson,57,45
199,2,0:14.0,,S. Marion makes 2-pt dunk at rim (assist by D. Waiters),57,47
200,2,0:03.0,Personal foul by D. Waiters (drawn by M. Ellis),,57,47
201,2,0:03.0,,M. Dellavedova enters the game for D. Waiters,57,47
202,2,0:03.0,Dallas full timeout,,57,47
203,3,11:46.0,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),,59,47
204,3,11:22.0,,K. Irving misses 3-pt jump shot from 23 ft,59,47
205,3,11:21.0,Defensive rebound by T. Chandler,,59,47
206,3,11:06.0,Turnover by C. Parsons (bad pass; steal by T. Thompson),,59,47
207,3,10:58.0,,T. Thompson makes 2-pt layup at rim (assist by K. Love),59,49
208,3,10:32.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by R. Rondo),,62,49
209,3,10:18.0,,K. Love makes 2-pt jump shot from 23 ft (assist by M. Dellavedova),62,51
210,3,10:18.0,,Shooting foul by M. Ellis (drawn by K. Love),62,51
211,3,10:18.0,,K. Love makes free throw 1 of 1,62,52
212,3,10:02.0,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by R. Rondo),,64,52
213,3,9:39.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,64,52
214,3,9:38.0,Defensive rebound by T. Chandler,,64,52
215,3,9:32.0,,Violation by K. Irving (kicked ball),64,52
216,3,9:25.0,M. Ellis misses 2-pt layup at rim,,64,52
217,3,9:24.0,,Defensive rebound by M. Dellavedova,64,52
218,3,9:14.0,,K. Love misses 3-pt jump shot from 25 ft,64,52
219,3,9:13.0,Defensive rebound by R. Rondo,,64,52
220,3,8:59.0,M. Ellis makes 2-pt layup at rim (assist by D. Nowitzki),,66,52
221,3,8:39.0,,Personal foul by M. Ellis (drawn by M. Dellavedova),66,52
222,3,8:29.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by M. Miller),66,55
223,3,8:09.0,M. Ellis misses 3-pt jump shot from 23 ft,,66,55
224,3,8:08.0,,Defensive rebound by T. Thompson,66,55
225,3,7:59.0,,Personal foul by R. Rondo (drawn by M. Dellavedova),66,55
226,3,7:59.0,,J. Harris enters the game for M. Miller,66,55
227,3,7:53.0,,K. Love misses 2-pt jump shot from 10 ft,66,55
228,3,7:52.0,Defensive rebound by T. Chandler,,66,55
229,3,7:35.0,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),,68,55
230,3,7:05.0,,M. Dellavedova makes 2-pt jump shot from 8 ft (assist by T. Thompson),68,57
231,3,6:53.0,R. Rondo makes 2-pt layup from 1 ft,,70,57
232,3,6:42.0,,Shooting foul by C. Parsons (drawn by T. Thompson),70,57
233,3,6:42.0,,T. Thompson makes free throw 1 of 2,70,58
234,3,6:42.0,R. Jefferson enters the game for D. Nowitzki,,70,58
235,3,6:42.0,,S. Marion enters the game for K. Irving,70,58
236,3,6:42.0,,T. Thompson makes free throw 2 of 2,70,59
237,3,6:30.0,C. Parsons makes 2-pt jump shot from 18 ft (assist by T. Chandler),,72,59
238,3,6:15.0,,Turnover by S. Marion (bad pass; steal by M. Ellis),72,59
239,3,6:09.0,M. Ellis makes 2-pt dunk at rim (assist by C. Parsons),,74,59
240,3,6:07.0,,Cleveland full timeout,74,59
241,3,5:49.0,,S. Marion misses 2-pt jump shot from 3 ft,74,59
242,3,5:48.0,,Offensive rebound by K. Love,74,59
243,3,5:45.0,,J. Harris misses 2-pt layup from 2 ft (block by M. Ellis),74,59
244,3,5:45.0,,Offensive rebound by Team,74,59
245,3,5:44.0,,Personal foul by R. Jefferson (drawn by K. Love),74,59
246,3,5:44.0,,K. Love makes free throw 1 of 2,74,60
247,3,5:44.0,,K. Love makes free throw 2 of 2,74,61
248,3,5:32.0,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),,76,61
249,3,5:20.0,,Offensive foul by M. Dellavedova (drawn by R. Rondo),76,61
250,3,5:20.0,,Turnover by M. Dellavedova (offensive foul),76,61
251,3,5:08.0,Personal foul by T. Thompson (drawn by R. Jefferson),,76,61
252,3,4:54.0,R. Jefferson makes 3-pt jump shot from 23 ft (assist by R. Rondo),,79,61
253,3,4:45.0,,K. Love makes 2-pt layup from 1 ft (assist by M. Dellavedova),79,63
254,3,4:45.0,,Shooting foul by T. Chandler (drawn by K. Love),79,63
255,3,4:45.0,,J. Jones enters the game for T. Thompson,79,63
256,3,4:45.0,,K. Love misses free throw 1 of 1,79,63
257,3,4:44.0,Defensive rebound by C. Parsons,,79,63
258,3,4:22.0,M. Ellis makes 3-pt jump shot from 26 ft (assist by R. Jefferson),,82,63
259,3,3:59.0,,J. Harris misses 3-pt jump shot from 24 ft,82,63
260,3,3:58.0,Defensive rebound by R. Rondo,,82,63
261,3,3:44.0,C. Parsons misses 3-pt jump shot from 26 ft,,82,63
262,3,3:42.0,,Defensive rebound by S. Marion,82,63
263,3,3:30.0,,J. Jones makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),82,66
264,3,3:29.0,Dallas full timeout,,82,66
265,3,3:29.0,,T. Thompson enters the game for K. Love,82,66
266,3,3:29.0,D. Harris enters the game for C. Parsons,,82,66
267,3,3:29.0,D. Nowitzki enters the game for T. Chandler,,82,66
268,3,3:29.0,A. Aminu enters the game for R. Rondo,,82,66
269,3,3:15.0,Turnover by M. Ellis (lost ball; steal by T. Thompson),,82,66
270,3,2:58.0,,S. Marion misses 2-pt jump shot from 6 ft (block by D. Harris),82,66
271,3,2:58.0,,Offensive rebound by Team,82,66
272,3,2:50.0,,J. Harris misses 3-pt jump shot from 25 ft,82,66
273,3,2:50.0,,Offensive rebound by Team,82,66
274,3,2:50.0,,Turnover by Team (shot clock),82,66
275,3,2:38.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Harris),,85,66
276,3,2:18.0,,J. Jones misses 3-pt jump shot from 24 ft,85,66
277,3,2:17.0,Defensive rebound by A. Aminu,,85,66
278,3,2:05.0,D. Nowitzki misses 2-pt jump shot from 12 ft (block by J. Jones),,85,66
279,3,2:03.0,,Defensive rebound by T. Thompson,85,66
280,3,1:56.0,,Shooting foul by A. Aminu (drawn by J. Jones),85,66
281,3,1:56.0,,J. Jones makes free throw 1 of 3,85,67
282,3,1:56.0,,J. Jones makes free throw 2 of 3,85,68
283,3,1:56.0,J. Barea enters the game for M. Ellis,,85,68
284,3,1:56.0,,D. Waiters enters the game for J. Harris,85,68
285,3,1:56.0,,A. Price enters the game for M. Dellavedova,85,68
286,3,1:56.0,,J. Jones makes free throw 3 of 3,85,69
287,3,1:43.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,85,69
288,3,1:42.0,,Defensive rebound by A. Price,85,69
289,3,1:26.0,,A. Price misses 2-pt jump shot from 18 ft,85,69
290,3,1:26.0,,Offensive rebound by Team,85,69
291,3,1:26.0,Loose ball foul by A. Aminu (drawn by T. Thompson),,85,69
292,3,1:26.0,,T. Thompson misses free throw 1 of 2,85,69
293,3,1:26.0,,Offensive rebound by Team,85,69
294,3,1:26.0,,T. Thompson misses free throw 2 of 2,85,69
295,3,1:25.0,Defensive rebound by D. Nowitzki,,85,69
296,3,1:06.0,J. Barea makes 2-pt jump shot from 18 ft,,87,69
297,3,0:56.0,,D. Waiters misses 2-pt layup from 1 ft,87,69
298,3,0:56.0,,Offensive rebound by Team,87,69
299,3,0:54.0,,Turnover by D. Waiters (traveling),87,69
300,3,0:35.0,D. Harris misses 2-pt layup from 2 ft,,87,69
301,3,0:33.0,Offensive rebound by A. Aminu,,87,69
302,3,0:33.0,Shooting foul by S. Marion (drawn by A. Aminu),,87,69
303,3,0:33.0,A. Aminu makes 2-pt layup at rim,,89,69
304,3,0:33.0,A. Aminu misses free throw 1 of 1,,89,69
305,3,0:33.0,,Defensive rebound by S. Marion,89,69
306,3,0:17.0,,S. Marion makes 2-pt dunk at rim (assist by D. Waiters),89,71
307,3,0:00.0,D. Harris misses 2-pt jump shot from 14 ft,,89,71
308,3,0:00.0,Offensive rebound by Team,,89,71
309,4,11:38.0,,D. Waiters makes 2-pt layup at rim,89,73
310,4,11:20.0,D. Harris misses 3-pt jump shot from 26 ft,,89,73
311,4,11:19.0,,Defensive rebound by T. Thompson,89,73
312,4,11:10.0,,D. Waiters makes 2-pt jump shot from 17 ft (assist by A. Price),89,75
313,4,10:50.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,92,75
314,4,10:29.0,,D. Waiters misses 2-pt jump shot from 20 ft,92,75
315,4,10:29.0,Defensive rebound by Team,,92,75
316,4,10:29.0,,Loose ball foul by T. Thompson (drawn by D. Nowitzki),92,75
317,4,10:12.0,R. Jefferson misses 2-pt jump shot from 5 ft (block by K. Love),,92,75
318,4,10:10.0,,Defensive rebound by J. Jones,92,75
319,4,10:05.0,,K. Love misses 2-pt layup at rim (block by R. Jefferson),92,75
320,4,10:04.0,,Offensive rebound by K. Love,92,75
321,4,10:04.0,,Shooting foul by J. Barea (drawn by K. Love),92,75
322,4,10:04.0,,K. Love makes free throw 1 of 2,92,76
323,4,10:04.0,,K. Love makes free throw 2 of 2,92,77
324,4,9:52.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,92,77
325,4,9:51.0,,Defensive rebound by A. Price,92,77
326,4,9:44.0,,D. Waiters makes 2-pt layup at rim (assist by A. Price),92,79
327,4,9:26.0,J. Barea makes 2-pt jump shot from 7 ft,,94,79
328,4,9:15.0,,Personal foul by A. Aminu (drawn by K. Love),94,79
329,4,9:15.0,T. Chandler enters the game for D. Nowitzki,,94,79
330,4,9:06.0,,D. Waiters misses 2-pt jump shot from 18 ft,94,79
331,4,9:05.0,Defensive rebound by A. Aminu,,94,79
332,4,8:54.0,Turnover by J. Barea (bad pass; steal by A. Price),,94,79
333,4,8:45.0,,J. Jones misses 3-pt jump shot from 23 ft,94,79
334,4,8:44.0,,Offensive rebound by T. Thompson,94,79
335,4,8:40.0,,K. Love makes 3-pt jump shot from 25 ft (assist by A. Price),94,82
336,4,8:39.0,Dallas full timeout,,94,82
337,4,8:15.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by D. Harris),,97,82
338,4,7:53.0,,K. Love misses 3-pt jump shot from 24 ft,97,82
339,4,7:52.0,Defensive rebound by Team,,97,82
340,4,7:52.0,,Loose ball foul by T. Thompson (drawn by T. Chandler),97,82
341,4,7:32.0,D. Harris makes 2-pt jump shot from 9 ft (assist by T. Chandler),,99,82
342,4,7:22.0,Violation by R. Jefferson (kicked ball),,99,82
343,4,7:20.0,,Turnover by J. Jones (bad pass; steal by A. Aminu),99,82
344,4,6:57.0,A. Aminu misses 2-pt jump shot from 8 ft,,99,82
345,4,6:56.0,,Defensive rebound by T. Thompson,99,82
346,4,6:54.0,,Turnover by T. Thompson (bad pass; steal by D. Harris),99,82
347,4,6:41.0,,Offensive charge foul by A. Aminu (drawn by A. Price),99,82
348,4,6:41.0,Turnover by A. Aminu (offensive foul),,99,82
349,4,6:41.0,,M. Dellavedova enters the game for J. Jones,99,82
350,4,6:15.0,,K. Love misses 2-pt jump shot from 12 ft,99,82
351,4,6:14.0,Defensive rebound by R. Jefferson,,99,82
352,4,6:09.0,D. Harris misses 3-pt jump shot from 25 ft,,99,82
353,4,6:07.0,,Defensive rebound by T. Thompson,99,82
354,4,5:58.0,,Personal foul by D. Harris (drawn by T. Thompson),99,82
355,4,5:58.0,Official timeout,,99,82
356,4,5:58.0,R. Rondo enters the game for D. Harris,,99,82
357,4,5:58.0,,A. Kirk enters the game for K. Love,99,82
358,4,5:52.0,,D. Waiters makes 2-pt layup at rim (assist by M. Dellavedova),99,84
359,4,5:27.0,R. Jefferson misses 2-pt jump shot from 11 ft,,99,84
360,4,5:25.0,,Defensive rebound by T. Thompson,99,84
361,4,5:05.0,,M. Dellavedova misses 2-pt jump shot from 10 ft,99,84
362,4,5:04.0,Defensive rebound by J. Barea,,99,84
363,4,4:55.0,Offensive foul by T. Chandler (drawn by M. Dellavedova),,99,84
364,4,4:55.0,Turnover by T. Chandler (offensive foul),,99,84
365,4,4:55.0,,J. Harris enters the game for D. Waiters,99,84
366,4,4:55.0,,Cleveland full timeout,99,84
367,4,4:37.0,,A. Price misses 3-pt jump shot from 25 ft,99,84
368,4,4:36.0,Defensive rebound by R. Jefferson,,99,84
369,4,4:22.0,A. Aminu misses 2-pt jump shot from 3 ft (block by T. Thompson),,99,84
370,4,4:20.0,,Defensive rebound by M. Dellavedova,99,84
371,4,4:15.0,,Personal foul by R. Rondo (drawn by T. Thompson),99,84
372,4,4:15.0,,L. Amundson enters the game for T. Thompson,99,84
373,4,4:12.0,,Offensive foul by M. Dellavedova (drawn by J. Barea),99,84
374,4,4:12.0,,Turnover by M. Dellavedova (offensive foul),99,84
375,4,3:59.0,Turnover by J. Barea (bad pass),,99,84
376,4,3:37.0,,A. Price makes 2-pt jump shot from 8 ft,99,86
377,4,3:22.0,J. Barea makes 3-pt jump shot from 24 ft,,102,86
378,4,3:04.0,,L. Amundson misses 2-pt jump shot from 4 ft,102,86
379,4,3:03.0,Defensive rebound by T. Chandler,,102,86
380,4,2:45.0,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),,104,86
381,4,2:33.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,104,86
382,4,2:33.0,Defensive rebound by J. Barea,,104,86
383,4,2:33.0,Dallas full timeout,,104,86
384,4,2:33.0,,Cleveland full timeout,104,86
385,4,2:33.0,R. Felton enters the game for T. Chandler,,104,86
