,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
0,1,11:41.0,,J. Valančiūnas misses 2-pt hook shot from 7 ft,0,0
1,1,11:40.0,Defensive rebound by A. Bradley,,0,0
2,1,11:26.0,T. Zeller makes 2-pt jump shot from 14 ft (assist by E. Turner),,2,0
3,1,11:10.0,,Turnover by G. Vásquez (bad pass),2,0
4,1,10:59.0,E. Turner makes 2-pt layup from 2 ft,,4,0
5,1,10:38.0,,Shooting foul by A. Bradley (drawn by T. Hansbrough),4,0
6,1,10:38.0,,T. Hansbrough makes free throw 1 of 2,4,1
7,1,10:38.0,,T. Hansbrough makes free throw 2 of 2,4,2
8,1,10:26.0,,Violation by J. Valančiūnas (kicked ball),4,2
9,1,10:13.0,A. Bradley misses 2-pt jump shot from 18 ft,,4,2
10,1,10:11.0,,Defensive rebound by J. Valančiūnas,4,2
11,1,10:01.0,,D. DeRozan misses 2-pt jump shot from 9 ft,4,2
12,1,10:00.0,Defensive rebound by E. Turner,,4,2
13,1,9:49.0,B. Bass misses 2-pt jump shot from 13 ft,,4,2
14,1,9:48.0,,Defensive rebound by J. Valančiūnas,4,2
15,1,9:29.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft,4,4
16,1,9:14.0,A. Bradley misses 2-pt jump shot from 14 ft,,4,4
17,1,9:13.0,,Defensive rebound by T. Ross,4,4
18,1,9:05.0,,Turnover by D. DeRozan (bad pass; steal by M. Smart),4,4
19,1,9:00.0,M. Smart makes 2-pt layup from 1 ft,,6,4
20,1,8:38.0,,T. Ross misses 3-pt jump shot from 24 ft,6,4
21,1,8:36.0,Defensive rebound by B. Bass,,6,4
22,1,8:23.0,B. Bass misses 2-pt jump shot from 18 ft,,6,4
23,1,8:22.0,,Defensive rebound by T. Ross,6,4
24,1,8:14.0,,G. Vásquez misses 2-pt layup from 2 ft,6,4
25,1,8:12.0,Defensive rebound by M. Smart,,6,4
26,1,8:11.0,Turnover by M. Smart (lost ball),,6,4
27,1,7:59.0,,D. DeRozan makes 2-pt jump shot from 4 ft,6,6
28,1,7:50.0,E. Turner misses 2-pt dunk at rim (block by T. Hansbrough),,6,6
29,1,7:49.0,Offensive rebound by Team,,6,6
30,1,7:44.0,M. Smart makes 2-pt layup from 1 ft (assist by T. Zeller),,8,6
31,1,7:18.0,,T. Hansbrough makes 2-pt hook shot from 9 ft,8,8
32,1,7:07.0,T. Zeller misses 2-pt layup from 3 ft,,8,8
33,1,7:06.0,,Defensive rebound by T. Hansbrough,8,8
34,1,6:52.0,,D. DeRozan misses 2-pt jump shot from 15 ft,8,8
35,1,6:50.0,Defensive rebound by T. Zeller,,8,8
36,1,6:43.0,A. Bradley misses 2-pt jump shot from 17 ft,,8,8
37,1,6:42.0,,Defensive rebound by J. Valančiūnas,8,8
38,1,6:24.0,,J. Valančiūnas misses 2-pt layup from 4 ft,8,8
39,1,6:23.0,,Offensive rebound by J. Valančiūnas,8,8
40,1,6:21.0,,J. Valančiūnas makes 2-pt dunk at rim,8,10
41,1,6:02.0,B. Bass makes 2-pt jump shot from 18 ft (assist by E. Turner),,10,10
42,1,5:42.0,,D. DeRozan makes 2-pt layup from 2 ft,10,12
43,1,5:42.0,Boston full timeout,,10,12
44,1,5:42.0,I. Thomas enters the game for E. Turner,,10,12
45,1,5:42.0,J. Crowder enters the game for T. Zeller,,10,12
46,1,5:42.0,K. Olynyk enters the game for M. Smart,,10,12
47,1,5:28.0,Turnover by K. Olynyk (bad pass),,10,12
48,1,5:19.0,,Turnover by D. DeRozan (lost ball),10,12
49,1,5:10.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Crowder),,13,12
50,1,4:52.0,,G. Vásquez makes 2-pt jump shot from 10 ft (assist by J. Valančiūnas),13,14
51,1,4:37.0,J. Crowder misses 3-pt jump shot from 25 ft,,13,14
52,1,4:36.0,,Defensive rebound by G. Vásquez,13,14
53,1,4:14.0,,G. Vásquez misses 3-pt jump shot from 26 ft,13,14
54,1,4:13.0,Defensive rebound by Team,,13,14
55,1,4:12.0,,L. Williams enters the game for G. Vásquez,13,14
56,1,3:57.0,B. Bass misses 2-pt layup from 2 ft (block by J. Valančiūnas),,13,14
57,1,3:55.0,,Defensive rebound by T. Hansbrough,13,14
58,1,3:42.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,13,14
59,1,3:41.0,Defensive rebound by J. Crowder,,13,14
60,1,3:26.0,B. Bass misses 2-pt jump shot from 16 ft,,13,14
61,1,3:25.0,,Defensive rebound by T. Hansbrough,13,14
62,1,3:04.0,,Shooting foul by B. Bass (drawn by T. Hansbrough),13,14
63,1,3:04.0,,T. Hansbrough makes free throw 1 of 2,13,15
64,1,3:04.0,,P. Patterson enters the game for J. Valančiūnas,13,15
65,1,3:04.0,,T. Hansbrough makes free throw 2 of 2,13,16
66,1,2:56.0,Turnover by I. Thomas (bad pass),,13,16
67,1,2:56.0,,Toronto full timeout,13,16
68,1,2:56.0,J. Jerebko enters the game for B. Bass,,13,16
69,1,2:35.0,,Shooting foul by K. Olynyk (drawn by T. Hansbrough),13,16
70,1,2:35.0,,T. Hansbrough makes free throw 1 of 2,13,17
71,1,2:35.0,,T. Hansbrough makes free throw 2 of 2,13,18
72,1,2:21.0,I. Thomas misses 3-pt jump shot from 24 ft,,13,18
73,1,2:20.0,,Defensive rebound by P. Patterson,13,18
74,1,2:10.0,,Shooting foul by J. Jerebko (drawn by D. DeRozan),13,18
75,1,2:10.0,,D. DeRozan makes free throw 1 of 2,13,19
76,1,2:10.0,,D. DeRozan makes free throw 2 of 2,13,20
77,1,1:55.0,J. Crowder misses 3-pt jump shot from 23 ft,,13,20
78,1,1:53.0,,Defensive rebound by Team,13,20
79,1,1:33.0,,D. DeRozan makes 2-pt jump shot from 10 ft,13,22
80,1,1:24.0,Personal block foul by T. Hansbrough (drawn by K. Olynyk),,13,22
81,1,1:15.0,I. Thomas makes 2-pt layup from 1 ft,,15,22
82,1,1:05.0,,Turnover by L. Williams (bad pass; steal by K. Olynyk),15,22
83,1,0:50.0,Turnover by K. Olynyk (bad pass),,15,22
84,1,0:40.0,,L. Williams misses 3-pt jump shot from 25 ft,15,22
85,1,0:39.0,Defensive rebound by A. Bradley,,15,22
86,1,0:19.0,Turnover by I. Thomas (lost ball; steal by T. Hansbrough),,15,22
87,1,0:13.0,,T. Hansbrough makes 2-pt layup at rim (assist by T. Ross),15,24
88,1,0:01.0,A. Bradley misses 2-pt jump shot from 22 ft,,15,24
89,1,0:00.0,Offensive rebound by Team,,15,24
90,2,11:48.0,J. Jerebko misses 2-pt jump shot from 19 ft,,15,24
91,2,11:47.0,,Defensive rebound by T. Hansbrough,15,24
92,2,11:29.0,,L. Williams makes 2-pt jump shot from 14 ft,15,26
93,2,11:15.0,K. Olynyk makes 2-pt jump shot from 15 ft (assist by I. Thomas),,17,26
94,2,10:55.0,,G. Vásquez makes 3-pt jump shot from 24 ft (assist by L. Williams),17,29
95,2,10:43.0,K. Olynyk misses 3-pt jump shot from 24 ft,,17,29
96,2,10:42.0,Offensive rebound by J. Jerebko,,17,29
97,2,10:38.0,Turnover by E. Turner (traveling),,17,29
98,2,10:38.0,,C. Hayes enters the game for T. Hansbrough,17,29
99,2,10:21.0,,L. Williams misses 2-pt jump shot from 4 ft,17,29
100,2,10:20.0,,Offensive rebound by C. Hayes,17,29
101,2,10:19.0,,C. Hayes misses 2-pt tip-in from 1 ft,17,29
102,2,10:18.0,,Offensive rebound by C. Hayes,17,29
103,2,10:14.0,J. Sullinger enters the game for J. Jerebko,,17,29
104,2,10:09.0,,L. Williams misses 2-pt jump shot from 4 ft,17,29
105,2,10:08.0,Defensive rebound by M. Smart,,17,29
106,2,10:01.0,E. Turner makes 2-pt jump shot from 20 ft (assist by M. Smart),,19,29
107,2,9:40.0,,J. Johnson misses 2-pt jump shot from 4 ft,19,29
108,2,9:39.0,Defensive rebound by K. Olynyk,,19,29
109,2,9:32.0,K. Olynyk misses 2-pt jump shot from 7 ft,,19,29
110,2,9:30.0,Offensive rebound by K. Olynyk,,19,29
111,2,9:28.0,K. Olynyk makes 2-pt tip-in from 1 ft,,21,29
112,2,9:14.0,Violation by J. Sullinger (kicked ball),,21,29
113,2,9:14.0,J. Crowder enters the game for I. Thomas,,21,29
114,2,9:05.0,,P. Patterson misses 3-pt jump shot from 24 ft,21,29
115,2,9:04.0,Defensive rebound by J. Sullinger,,21,29
116,2,8:59.0,Personal foul by G. Vásquez (drawn by K. Olynyk),,21,29
117,2,8:59.0,Official timeout,,21,29
118,2,8:53.0,M. Smart makes 3-pt jump shot from 24 ft (assist by E. Turner),,24,29
119,2,8:38.0,,Turnover by P. Patterson (bad pass; steal by E. Turner),24,29
120,2,8:29.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Smart),,27,29
121,2,8:12.0,,G. Vásquez misses 3-pt jump shot from 24 ft,27,29
122,2,8:11.0,,Offensive rebound by P. Patterson,27,29
123,2,7:57.0,,P. Patterson misses 3-pt jump shot from 23 ft,27,29
124,2,7:56.0,Defensive rebound by J. Crowder,,27,29
125,2,7:46.0,Turnover by E. Turner (bad pass; steal by G. Vásquez),,27,29
126,2,7:33.0,,L. Williams misses 3-pt jump shot from 29 ft (block by M. Smart),27,29
127,2,7:31.0,Defensive rebound by J. Crowder,,27,29
128,2,7:26.0,E. Turner makes 2-pt jump shot from 20 ft,,29,29
129,2,7:25.0,,Toronto full timeout,29,29
130,2,7:25.0,,D. DeRozan enters the game for L. Williams,29,29
131,2,7:25.0,,J. Valančiūnas enters the game for P. Patterson,29,29
132,2,7:12.0,,J. Johnson makes 2-pt jump shot from 6 ft,29,31
133,2,6:53.0,Turnover by J. Sullinger (bad pass),,29,31
134,2,6:40.0,,Shooting foul by J. Crowder (drawn by J. Johnson),29,31
135,2,6:40.0,,J. Johnson misses free throw 1 of 2,29,31
136,2,6:40.0,,Offensive rebound by Team,29,31
