,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
49,1,6:43.0,,J. Green makes free throw 1 of 2,11,14
50,1,6:43.0,,B. Bass enters the game for J. Sullinger,11,14
51,1,6:43.0,,E. Turner enters the game for R. Rondo,11,14
52,1,6:43.0,T. Thompson enters the game for A. Varejão,,11,14
53,1,6:43.0,,J. Green makes free throw 2 of 2,11,15
54,1,6:23.0,Turnover by T. Thompson (bad pass; steal by K. Olynyk),,11,15
55,1,6:12.0,,J. Green misses 3-pt jump shot from 25 ft,11,15
56,1,6:10.0,Defensive rebound by L. James,,11,15
57,1,6:05.0,L. James misses 2-pt layup from 1 ft,,11,15
58,1,6:04.0,,Defensive rebound by E. Turner,11,15
59,1,5:58.0,,B. Bass makes 2-pt jump shot from 15 ft (assist by E. Turner),11,17
60,1,5:50.0,Cleveland full timeout,,11,17
61,1,5:39.0,K. Irving makes 2-pt layup from 1 ft (assist by L. James),,13,17
62,1,5:21.0,,Shooting foul by T. Thompson (drawn by K. Olynyk),13,17
63,1,5:21.0,,K. Olynyk makes free throw 1 of 2,13,18
64,1,5:21.0,D. Waiters enters the game for K. Irving,,13,18
65,1,5:21.0,,K. Olynyk misses free throw 2 of 2,13,18
66,1,5:20.0,Defensive rebound by S. Marion,,13,18
67,1,5:00.0,L. James makes 2-pt jump shot from 4 ft,,15,18
68,1,4:40.0,,K. Olynyk misses 2-pt jump shot from 16 ft,15,18
69,1,4:39.0,Defensive rebound by S. Marion,,15,18
70,1,4:34.0,Personal foul by K. Olynyk (drawn by K. Love),,15,18
71,1,4:34.0,,M. Thornton enters the game for A. Bradley,15,18
72,1,4:29.0,Shooting foul by B. Bass (drawn by K. Love),,15,18
73,1,4:29.0,K. Love makes free throw 1 of 2,,16,18
74,1,4:29.0,M. Miller enters the game for S. Marion,,16,18
75,1,4:29.0,K. Love makes free throw 2 of 2,,17,18
76,1,4:11.0,,E. Turner makes 2-pt jump shot from 15 ft,17,20
77,1,3:48.0,T. Thompson misses 2-pt jump shot from 12 ft,,17,20
78,1,3:47.0,,Defensive rebound by E. Turner,17,20
79,1,3:41.0,,Turnover by E. Turner (lost ball; steal by D. Waiters),17,20
80,1,3:38.0,Shooting foul by M. Thornton (drawn by L. James),,17,20
81,1,3:38.0,L. James misses free throw 1 of 2,,17,20
82,1,3:38.0,Offensive rebound by Team,,17,20
83,1,3:38.0,S. Marion enters the game for K. Love,,17,20
84,1,3:38.0,L. James makes free throw 2 of 2,,18,20
85,1,3:27.0,,Personal foul by D. Waiters (drawn by K. Olynyk),18,20
86,1,3:17.0,,Turnover by J. Green (traveling),18,20
87,1,3:05.0,L. James misses 2-pt layup from 1 ft,,18,20
88,1,3:04.0,,Defensive rebound by B. Bass,18,20
89,1,2:54.0,,B. Bass makes 2-pt layup at rim (assist by E. Turner),18,22
90,1,2:48.0,T. Thompson makes 2-pt layup from 2 ft (assist by L. James),,20,22
91,1,2:42.0,,K. Olynyk makes 2-pt layup at rim (assist by E. Turner),20,24
92,1,2:23.0,L. James misses 3-pt jump shot from 23 ft,,20,24
93,1,2:22.0,,Defensive rebound by M. Thornton,20,24
94,1,2:17.0,,M. Thornton makes 3-pt jump shot from 24 ft,20,27
95,1,1:56.0,D. Waiters misses 2-pt layup from 2 ft,,20,27
96,1,1:54.0,,Defensive rebound by E. Turner,20,27
97,1,1:48.0,,Boston full timeout,20,27
98,1,1:48.0,,T. Zeller enters the game for K. Olynyk,20,27
99,1,1:48.0,,R. Rondo enters the game for J. Green,20,27
100,1,1:48.0,K. Irving enters the game for L. James,,20,27
101,1,1:36.0,,B. Bass misses 2-pt jump shot from 7 ft (block by S. Marion),20,27
102,1,1:35.0,,Offensive rebound by M. Thornton,20,27
103,1,1:34.0,,M. Thornton makes 2-pt layup from 1 ft,20,29
104,1,1:19.0,Turnover by M. Miller (bad pass; steal by B. Bass),,20,29
105,1,1:10.0,,E. Turner misses 3-pt jump shot from 23 ft,20,29
106,1,1:09.0,Defensive rebound by S. Marion,,20,29
107,1,1:03.0,D. Waiters makes 2-pt jump shot from 20 ft (assist by M. Miller),,22,29
108,1,0:46.0,,B. Bass makes 2-pt jump shot from 13 ft (assist by M. Thornton),22,31
109,1,0:43.0,Shooting foul by B. Bass (drawn by D. Waiters),,22,31
110,1,0:43.0,D. Waiters makes free throw 1 of 2,,23,31
111,1,0:43.0,,J. Sullinger enters the game for B. Bass,23,31
112,1,0:43.0,D. Waiters misses free throw 2 of 2,,23,31
113,1,0:43.0,,Defensive rebound by R. Rondo,23,31
114,1,0:29.0,,M. Thornton misses 3-pt jump shot from 25 ft,23,31
115,1,0:27.0,Defensive rebound by M. Miller,,23,31
116,1,0:09.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,25,31
117,1,0:01.0,,J. Sullinger misses 3-pt jump shot from 24 ft,25,31
118,1,0:00.0,Defensive rebound by D. Waiters,,25,31
119,2,11:51.0,,Shooting foul by M. Miller (drawn by E. Turner),25,31
120,2,11:51.0,,E. Turner makes free throw 1 of 2,25,32
121,2,11:51.0,,E. Turner makes free throw 2 of 2,25,33
122,2,11:38.0,D. Waiters makes 2-pt layup from 2 ft,,27,33
123,2,11:24.0,,T. Zeller makes 2-pt layup from 2 ft,27,35
124,2,11:05.0,D. Waiters misses 2-pt jump shot from 19 ft,,27,35
125,2,11:03.0,Offensive rebound by Team,,27,35
126,2,11:03.0,K. Love enters the game for S. Marion,,27,35
127,2,10:56.0,K. Irving misses 2-pt jump shot from 14 ft,,27,35
128,2,10:56.0,,Defensive rebound by Team,27,35
129,2,10:56.0,Loose ball foul by T. Thompson (drawn by E. Turner),,27,35
130,2,10:56.0,A. Varejão enters the game for T. Thompson,,27,35
131,2,10:44.0,,E. Turner misses 2-pt jump shot from 16 ft,27,35
132,2,10:43.0,Defensive rebound by K. Love,,27,35
133,2,10:34.0,Shooting foul by T. Zeller (drawn by K. Love),,27,35
134,2,10:34.0,K. Love misses free throw 1 of 2,,27,35
135,2,10:34.0,Offensive rebound by Team,,27,35
136,2,10:34.0,,A. Bradley enters the game for E. Turner,27,35
137,2,10:34.0,K. Love makes free throw 2 of 2,,28,35
138,2,10:27.0,,Turnover by J. Sullinger (bad pass; steal by K. Irving),28,35
139,2,10:25.0,K. Irving makes 2-pt layup at rim,,30,35
140,2,10:08.0,,R. Rondo misses 2-pt jump shot from 18 ft,30,35
141,2,10:07.0,Defensive rebound by M. Miller,,30,35
142,2,9:57.0,Turnover by D. Waiters (traveling),,30,35
143,2,9:57.0,L. James enters the game for M. Miller,,30,35
144,2,9:57.0,J. Harris enters the game for D. Waiters,,30,35
145,2,9:42.0,,M. Thornton misses 2-pt jump shot from 20 ft,30,35
146,2,9:41.0,Defensive rebound by J. Harris,,30,35
147,2,9:40.0,Turnover by J. Harris (bad pass; steal by R. Rondo),,30,35
148,2,9:35.0,,T. Zeller makes 2-pt layup at rim (assist by R. Rondo),30,37
149,2,9:19.0,L. James makes 2-pt layup at rim (assist by A. Varejão),,32,37
150,2,9:02.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by J. Sullinger),32,39
151,2,8:47.0,Personal foul by R. Rondo (drawn by L. James),,32,39
152,2,8:47.0,Official timeout,,32,39
153,2,8:47.0,,J. Green enters the game for M. Thornton,32,39
154,2,8:37.0,L. James makes 2-pt jump shot from 8 ft,,34,39
155,2,8:24.0,,Turnover by R. Rondo (bad pass; steal by K. Irving),34,39
156,2,8:18.0,J. Harris misses 3-pt jump shot from 22 ft,,34,39
157,2,8:17.0,,Defensive rebound by A. Bradley,34,39
158,2,8:06.0,,T. Zeller misses 2-pt layup from 1 ft (block by K. Love),34,39
159,2,8:05.0,Defensive rebound by K. Irving,,34,39
160,2,8:01.0,L. James misses 2-pt layup at rim,,34,39
161,2,7:59.0,,Defensive rebound by R. Rondo,34,39
162,2,7:52.0,,Turnover by T. Zeller (offensive foul),34,39
163,2,7:52.0,,Offensive foul by T. Zeller (drawn by K. Irving),34,39
164,2,7:38.0,A. Varejão makes 2-pt jump shot from 15 ft (assist by L. James),,36,39
165,2,7:26.0,,A. Bradley misses 2-pt jump shot from 19 ft,36,39
166,2,7:24.0,Defensive rebound by K. Love,,36,39
167,2,7:08.0,L. James makes 2-pt jump shot from 5 ft,,38,39
168,2,6:59.0,,Boston full timeout,38,39
169,2,6:59.0,,E. Turner enters the game for J. Sullinger,38,39
170,2,6:59.0,,B. Bass enters the game for R. Rondo,38,39
171,2,6:59.0,,K. Olynyk enters the game for T. Zeller,38,39
172,2,6:51.0,,A. Bradley misses 3-pt jump shot from 24 ft,38,39
173,2,6:50.0,Defensive rebound by K. Love,,38,39
174,2,6:39.0,L. James makes 2-pt jump shot from 17 ft,,40,39
175,2,6:16.0,,B. Bass makes 2-pt jump shot from 16 ft,40,41
176,2,6:03.0,Offensive foul by L. James (drawn by K. Olynyk),,40,41
177,2,6:03.0,Turnover by L. James (offensive foul),,40,41
178,2,5:52.0,Violation by K. Love (kicked ball),,40,41
179,2,5:45.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by E. Turner),40,43
180,2,5:32.0,Personal foul by J. Green (drawn by L. James),,40,43
181,2,5:20.0,A. Varejão makes 2-pt layup from 1 ft (assist by K. Irving),,42,43
182,2,5:07.0,,J. Green misses 3-pt jump shot from 25 ft,42,43
183,2,5:06.0,,Offensive rebound by Team,42,43
184,2,5:03.0,,K. Olynyk misses 3-pt jump shot from 23 ft,42,43
185,2,5:01.0,Defensive rebound by L. James,,42,43
186,2,4:58.0,K. Love makes 2-pt dunk at rim (assist by L. James),,44,43
187,2,4:46.0,D. Waiters enters the game for K. Irving,,44,43
188,2,4:39.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by B. Bass),44,45
189,2,4:22.0,A. Varejão makes 2-pt jump shot from 13 ft,,46,45
190,2,4:06.0,,E. Turner misses 2-pt jump shot from 15 ft,46,45
191,2,4:05.0,Defensive rebound by J. Harris,,46,45
192,2,3:59.0,A. Varejão makes 2-pt layup from 1 ft (assist by L. James),,48,45
193,2,3:42.0,,K. Olynyk makes 2-pt layup at rim,48,47
194,2,3:23.0,D. Waiters makes 2-pt jump shot from 14 ft,,50,47
195,2,3:00.0,,A. Bradley makes 2-pt jump shot from 21 ft,50,49
196,2,2:45.0,D. Waiters misses 2-pt jump shot from 5 ft,,50,49
197,2,2:45.0,Offensive rebound by Team,,50,49
198,2,2:45.0,Cleveland full timeout,,50,49
199,2,2:45.0,,R. Rondo enters the game for E. Turner,50,49
200,2,2:45.0,K. Irving enters the game for J. Harris,,50,49
201,2,2:35.0,Shooting foul by K. Olynyk (drawn by L. James),,50,49
202,2,2:35.0,L. James makes free throw 1 of 2,,51,49
203,2,2:35.0,L. James misses free throw 2 of 2,,51,49
204,2,2:35.0,,Defensive rebound by K. Olynyk,51,49
205,2,2:22.0,,A. Bradley makes 2-pt jump shot from 14 ft (assist by R. Rondo),51,51
206,2,2:10.0,Turnover by L. James (bad pass; steal by K. Olynyk),,51,51
207,2,2:05.0,,Personal foul by A. Varejão (drawn by R. Rondo),51,51
208,2,2:00.0,,Shooting foul by D. Waiters (drawn by J. Green),51,51
209,2,2:00.0,,J. Green makes free throw 1 of 2,51,52
210,2,2:00.0,,J. Green makes free throw 2 of 2,51,53
211,2,1:50.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Irving),,54,53
212,2,1:41.0,,B. Bass misses 2-pt layup from 1 ft (block by A. Varejão),54,53
213,2,1:39.0,Defensive rebound by D. Waiters,,54,53
214,2,1:30.0,L. James misses 3-pt jump shot from 24 ft,,54,53
215,2,1:29.0,,Defensive rebound by R. Rondo,54,53
216,2,1:21.0,,K. Olynyk makes 2-pt jump shot from 9 ft (assist by R. Rondo),54,55
217,2,0:59.0,K. Love misses 2-pt hook shot from 7 ft,,54,55
218,2,0:58.0,,Defensive rebound by B. Bass,54,55
219,2,0:52.0,,K. Olynyk misses 2-pt jump shot from 3 ft (block by L. James),54,55
220,2,0:51.0,Defensive rebound by D. Waiters,,54,55
221,2,0:49.0,L. James makes 2-pt dunk at rim (assist by D. Waiters),,56,55
222,2,0:38.0,,B. Bass makes 2-pt jump shot from 16 ft (assist by R. Rondo),56,57
223,2,0:19.0,D. Waiters makes 3-pt jump shot from 22 ft (assist by A. Varejão),,59,57
224,2,0:04.0,,R. Rondo misses 2-pt jump shot from 12 ft,59,57
225,2,0:03.0,,Offensive rebound by J. Green,59,57
226,2,0:02.0,,Shooting foul by K. Love (drawn by J. Green),59,57
227,2,0:02.0,,J. Green makes free throw 1 of 2,59,58
228,2,0:02.0,,T. Zeller enters the game for K. Olynyk,59,58
229,2,0:02.0,,J. Green makes free throw 2 of 2,59,59
230,2,0:02.0,Cleveland full timeout,,59,59
231,2,0:02.0,,D. Powell enters the game for B. Bass,59,59
232,3,11:47.0,,J. Sullinger misses 2-pt jump shot from 19 ft,59,59
233,3,11:45.0,,Offensive rebound by A. Bradley,59,59
234,3,11:41.0,,A. Bradley misses 2-pt jump shot from 18 ft,59,59
235,3,11:41.0,Defensive rebound by K. Love,,59,59
236,3,11:20.0,L. James misses 2-pt jump shot from 20 ft,,59,59
237,3,11:19.0,,Defensive rebound by A. Bradley,59,59
238,3,11:13.0,,J. Green makes 2-pt dunk at rim (assist by R. Rondo),59,61
239,3,10:49.0,K. Love misses 2-pt layup at rim,,59,61
240,3,10:48.0,Offensive rebound by K. Love,,59,61
241,3,10:48.0,K. Love makes 2-pt tip-in at rim,,61,61
242,3,10:27.0,,K. Olynyk makes 2-pt jump shot from 12 ft (assist by R. Rondo),61,63
243,3,10:02.0,L. James misses 3-pt jump shot from 25 ft,,61,63
244,3,10:01.0,,Defensive rebound by R. Rondo,61,63
245,3,9:53.0,,J. Sullinger makes 2-pt hook shot from 5 ft (assist by R. Rondo),61,65
246,3,9:32.0,A. Varejão makes 2-pt jump shot from 16 ft (assist by K. Love),,63,65
247,3,9:21.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by R. Rondo),63,68
248,3,9:10.0,K. Irving misses 3-pt jump shot from 24 ft,,63,68
249,3,9:09.0,Offensive rebound by A. Varejão,,63,68
250,3,9:04.0,S. Marion misses 3-pt jump shot from 23 ft,,63,68
251,3,9:03.0,,Defensive rebound by K. Olynyk,63,68
252,3,8:57.0,,Turnover by R. Rondo (lost ball; steal by K. Irving),63,68
253,3,8:53.0,Shooting foul by J. Sullinger (drawn by L. James),,63,68
254,3,8:53.0,L. James makes free throw 1 of 2,,64,68
255,3,8:53.0,L. James makes free throw 2 of 2,,65,68
256,3,8:39.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by R. Rondo),65,71
257,3,8:14.0,L. James makes 2-pt layup at rim,,67,71
258,3,8:05.0,,J. Green misses 3-pt jump shot from 24 ft,67,71
259,3,8:04.0,Defensive rebound by S. Marion,,67,71
260,3,7:52.0,K. Love misses 2-pt jump shot from 5 ft,,67,71
261,3,7:51.0,Offensive rebound by A. Varejão,,67,71
262,3,7:46.0,L. James makes 3-pt jump shot from 24 ft (assist by S. Marion),,70,71
263,3,7:25.0,,J. Sullinger makes 2-pt layup at rim (assist by A. Bradley),70,73
264,3,7:12.0,A. Varejão makes 2-pt jump shot from 16 ft (assist by L. James),,72,73
265,3,6:52.0,,J. Sullinger makes 2-pt jump shot from 4 ft (assist by J. Green),72,75
266,3,6:52.0,,Shooting block foul by A. Varejão (drawn by J. Sullinger),72,75
267,3,6:52.0,T. Thompson enters the game for A. Varejão,,72,75
268,3,6:52.0,,E. Turner enters the game for R. Rondo,72,75
269,3,6:52.0,,J. Sullinger makes free throw 1 of 1,72,76
270,3,6:34.0,K. Irving misses 2-pt layup at rim,,72,76
271,3,6:29.0,Offensive rebound by T. Thompson,,72,76
272,3,6:29.0,T. Thompson misses 2-pt layup from 1 ft,,72,76
273,3,6:29.0,,Defensive rebound by J. Sullinger,72,76
274,3,6:24.0,,J. Green makes 2-pt layup at rim (assist by J. Sullinger),72,78
275,3,6:09.0,K. Irving makes 2-pt jump shot from 19 ft,,74,78
276,3,5:49.0,,J. Sullinger misses 2-pt jump shot from 12 ft,74,78
277,3,5:49.0,Defensive rebound by T. Thompson,,74,78
278,3,5:40.0,K. Irving makes 2-pt layup at rim,,76,78
279,3,5:40.0,,Boston full timeout,76,78
280,3,5:40.0,,B. Bass enters the game for J. Sullinger,76,78
281,3,5:29.0,,Shooting foul by K. Love (drawn by K. Olynyk),76,78
282,3,5:29.0,,K. Olynyk makes free throw 1 of 2,76,79
283,3,5:29.0,,K. Olynyk makes free throw 2 of 2,76,80
284,3,5:12.0,Personal foul by A. Bradley (drawn by K. Irving),,76,80
285,3,5:12.0,D. Waiters enters the game for K. Irving,,76,80
286,3,5:02.0,Turnover by S. Marion (traveling),,76,80
287,3,4:50.0,,E. Turner makes 2-pt jump shot from 5 ft (assist by K. Olynyk),76,82
288,3,4:36.0,Turnover by L. James (bad pass; steal by J. Green),,76,82
289,3,4:33.0,,Shooting foul by L. James (drawn by B. Bass),76,82
290,3,4:33.0,,B. Bass makes free throw 1 of 2,76,83
291,3,4:33.0,,B. Bass makes free throw 2 of 2,76,84
292,3,4:21.0,,M. Thornton enters the game for A. Bradley,76,84
293,3,4:16.0,K. Love misses 3-pt jump shot from 26 ft,,76,84
294,3,4:15.0,,Defensive rebound by J. Green,76,84
295,3,4:11.0,,Shooting foul by L. James (drawn by J. Green),76,84
296,3,4:11.0,,J. Green misses free throw 1 of 2,76,84
297,3,4:11.0,,Offensive rebound by Team,76,84
298,3,4:11.0,,J. Green misses free throw 2 of 2,76,84
299,3,4:10.0,Defensive rebound by K. Love,,76,84
300,3,3:52.0,L. James misses 2-pt jump shot from 14 ft,,76,84
301,3,3:51.0,Offensive rebound by K. Love,,76,84
302,3,3:50.0,Shooting foul by B. Bass (drawn by K. Love),,76,84
303,3,3:50.0,K. Love makes free throw 1 of 2,,77,84
304,3,3:50.0,M. Miller enters the game for S. Marion,,77,84
305,3,3:50.0,K. Love makes free throw 2 of 2,,78,84
306,3,3:38.0,,B. Bass misses 2-pt jump shot from 12 ft,78,84
307,3,3:36.0,Defensive rebound by T. Thompson,,78,84
308,3,3:30.0,L. James makes 2-pt layup at rim,,80,84
309,3,3:20.0,,J. Green makes 2-pt jump shot from 5 ft (assist by E. Turner),80,86
310,3,3:18.0,Personal foul by E. Turner (drawn by T. Thompson),,80,86
311,3,3:18.0,,T. Zeller enters the game for K. Olynyk,80,86
312,3,3:18.0,,R. Rondo enters the game for J. Green,80,86
313,3,3:18.0,,J. Sullinger enters the game for B. Bass,80,86
314,3,3:18.0,K. Irving enters the game for L. James,,80,86
315,3,3:00.0,D. Waiters misses 2-pt jump shot from 15 ft,,80,86
316,3,3:00.0,,Defensive rebound by Team,80,86
317,3,2:52.0,,T. Zeller makes 2-pt dunk at rim (assist by R. Rondo),80,88
318,3,2:50.0,Cleveland full timeout,,80,88
319,3,2:38.0,Turnover by M. Miller (bad pass; steal by R. Rondo),,80,88
320,3,2:33.0,,E. Turner makes 2-pt layup from 2 ft (assist by R. Rondo),80,90
321,3,2:15.0,K. Irving misses 2-pt layup from 1 ft,,80,90
322,3,2:14.0,Offensive rebound by K. Love,,80,90
323,3,2:14.0,Shooting foul by R. Rondo (drawn by K. Love),,80,90
324,3,2:14.0,K. Love misses free throw 1 of 2,,80,90
325,3,2:14.0,Offensive rebound by Team,,80,90
326,3,2:14.0,K. Love misses free throw 2 of 2,,80,90
327,3,2:13.0,,Defensive rebound by J. Sullinger,80,90
328,3,1:59.0,,E. Turner misses 3-pt jump shot from 23 ft,80,90
329,3,1:58.0,,Offensive rebound by J. Sullinger,80,90
330,3,1:57.0,,J. Sullinger makes 2-pt layup at rim,80,92
331,3,1:37.0,M. Miller misses 3-pt jump shot from 23 ft,,80,92
332,3,1:36.0,,Defensive rebound by R. Rondo,80,92
333,3,1:22.0,,Personal foul by M. Miller (drawn by J. Sullinger),80,92
334,3,1:22.0,,J. Sullinger makes free throw 1 of 2,80,93
335,3,1:22.0,A. Varejão enters the game for K. Love,,80,93
336,3,1:22.0,,J. Sullinger makes free throw 2 of 2,80,94
337,3,1:07.0,K. Irving misses 3-pt jump shot from 25 ft,,80,94
338,3,1:06.0,,Defensive rebound by R. Rondo,80,94
339,3,0:58.0,,E. Turner makes 2-pt jump shot from 16 ft (assist by R. Rondo),80,96
340,3,0:39.0,Shooting foul by R. Rondo (drawn by K. Irving),,80,96
341,3,0:39.0,K. Irving makes free throw 1 of 2,,81,96
342,3,0:39.0,K. Irving makes free throw 2 of 2,,82,96
343,3,0:26.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by R. Rondo),82,99
344,3,0:06.0,K. Irving makes 2-pt layup from 1 ft,,84,99
345,3,0:00.0,,R. Rondo makes 2-pt jump shot from 11 ft,84,101
346,4,11:41.0,T. Thompson misses 2-pt jump shot from 8 ft,,84,101
347,4,11:41.0,,Defensive rebound by J. Sullinger,84,101
348,4,11:35.0,,T. Zeller makes 2-pt layup from 1 ft (assist by R. Rondo),84,103
349,4,11:25.0,K. Irving makes 3-pt jump shot from 24 ft,,87,103
350,4,11:15.0,,M. Thornton makes 2-pt layup from 1 ft,87,105
351,4,11:07.0,T. Thompson misses 2-pt layup from 1 ft,,87,105
352,4,11:06.0,,Defensive rebound by J. Sullinger,87,105
353,4,10:47.0,,J. Sullinger misses 2-pt jump shot from 15 ft,87,105
354,4,10:46.0,Defensive rebound by Team,,87,105
355,4,10:43.0,Shooting foul by M. Thornton (drawn by A. Varejão),,87,105
356,4,10:43.0,A. Varejão makes free throw 1 of 2,,88,105
357,4,10:43.0,A. Varejão makes free throw 2 of 2,,89,105
358,4,10:24.0,,R. Rondo misses 2-pt jump shot from 20 ft,89,105
359,4,10:23.0,Defensive rebound by T. Thompson,,89,105
360,4,10:12.0,K. Irving makes 3-pt jump shot from 25 ft,,92,105
361,4,10:01.0,,Loose ball foul by E. Turner (drawn by K. Irving),92,105
362,4,10:01.0,,Turnover by E. Turner (offensive foul),92,105
363,4,10:01.0,,A. Bradley enters the game for R. Rondo,92,105
364,4,9:47.0,K. Irving makes 3-pt jump shot from 25 ft,,95,105
365,4,9:25.0,,E. Turner makes 2-pt jump shot from 16 ft (assist by A. Bradley),95,107
366,4,9:14.0,Shooting foul by A. Bradley (drawn by K. Irving),,95,107
367,4,9:14.0,K. Irving makes free throw 1 of 3,,96,107
368,4,9:14.0,K. Irving makes free throw 2 of 3,,97,107
369,4,9:14.0,,K. Olynyk enters the game for J. Sullinger,97,107
370,4,9:14.0,K. Irving makes free throw 3 of 3,,98,107
371,4,8:52.0,,M. Thornton misses 2-pt jump shot from 22 ft,98,107
372,4,8:51.0,Defensive rebound by K. Irving,,98,107
373,4,8:44.0,Personal foul by T. Zeller (drawn by A. Varejão),,98,107
374,4,8:44.0,Official timeout,,98,107
375,4,8:44.0,,J. Green enters the game for E. Turner,98,107
376,4,8:40.0,Personal foul by T. Zeller (drawn by K. Irving),,98,107
377,4,8:40.0,K. Irving misses free throw 1 of 2,,98,107
378,4,8:40.0,Offensive rebound by Team,,98,107
379,4,8:40.0,K. Irving makes free throw 2 of 2,,99,107
380,4,8:23.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by T. Zeller),99,109
381,4,7:55.0,Shooting foul by M. Thornton (drawn by J. Harris),,99,109
382,4,7:55.0,J. Harris makes free throw 1 of 3,,100,109
383,4,7:55.0,J. Harris makes free throw 2 of 3,,101,109
384,4,7:55.0,J. Harris makes free throw 3 of 3,,102,109
385,4,7:47.0,,Personal foul by J. Harris (drawn by M. Thornton),102,109
386,4,7:39.0,,M. Thornton makes 2-pt layup at rim,102,111
387,4,7:16.0,K. Irving misses 3-pt jump shot from 25 ft,,102,111
388,4,7:14.0,Offensive rebound by K. Irving,,102,111
389,4,7:12.0,T. Thompson misses 2-pt jump shot from 9 ft,,102,111
390,4,7:11.0,,Defensive rebound by Team,102,111
391,4,7:11.0,Loose ball foul by K. Irving (drawn by J. Green),,102,111
