,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
0,1,11:40.0,,N. Noel misses 2-pt layup from 2 ft (block by L. Amundson),0,0
1,1,11:37.0,Defensive rebound by A. Bargnani,,0,0
2,1,11:32.0,L. Thomas makes 2-pt layup at rim (assist by A. Shved),,2,0
3,1,11:21.0,,Turnover by N. Noel (traveling),2,0
4,1,11:11.0,Offensive foul by L. Thomas (drawn by J. Richardson),,2,0
5,1,11:11.0,Turnover by L. Thomas (offensive foul),,2,0
6,1,10:54.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by I. Smith),2,3
7,1,10:30.0,Shooting foul by J. Sampson (drawn by A. Bargnani),,2,3
8,1,10:30.0,A. Bargnani makes free throw 1 of 2,,3,3
9,1,10:30.0,A. Bargnani makes free throw 2 of 2,,4,3
10,1,10:20.0,,J. Richardson misses 3-pt jump shot from 25 ft,4,3
11,1,10:19.0,Defensive rebound by L. Galloway,,4,3
12,1,10:11.0,L. Galloway makes 2-pt jump shot from 20 ft,,6,3
13,1,9:57.0,,I. Smith makes 2-pt layup from 1 ft,6,5
14,1,9:42.0,A. Shved makes 3-pt jump shot from 24 ft,,9,5
15,1,9:32.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,9,5
16,1,9:31.0,Defensive rebound by L. Amundson,,9,5
17,1,9:18.0,L. Amundson misses 2-pt jump shot from 7 ft (block by N. Noel),,9,5
18,1,9:16.0,,Defensive rebound by J. Sampson,9,5
19,1,9:13.0,,I. Smith misses 2-pt layup from 1 ft,9,5
20,1,9:10.0,Defensive rebound by L. Thomas,,9,5
21,1,9:04.0,L. Galloway misses 3-pt jump shot from 25 ft,,9,5
22,1,9:01.0,,Defensive rebound by L. Mbah a Moute,9,5
23,1,8:56.0,,N. Noel makes 2-pt layup from 1 ft (assist by I. Smith),9,7
24,1,8:39.0,Turnover by L. Amundson (traveling),,9,7
25,1,8:21.0,,Personal foul by L. Thomas (drawn by J. Sampson),9,7
26,1,8:21.0,Q. Acy enters the game for L. Thomas,,9,7
27,1,8:12.0,,Turnover by I. Smith (bad pass; steal by A. Shved),9,7
28,1,8:07.0,A. Shved misses 2-pt layup from 1 ft (block by L. Mbah a Moute),,9,7
29,1,8:04.0,,Defensive rebound by J. Sampson,9,7
30,1,8:02.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),9,9
31,1,7:37.0,Q. Acy misses 2-pt jump shot from 20 ft,,9,9
32,1,7:36.0,,Defensive rebound by N. Noel,9,9
33,1,7:30.0,,J. Sampson misses 2-pt layup at rim (block by Q. Acy),9,9
34,1,7:29.0,,Offensive rebound by Team,9,9
35,1,7:22.0,,Personal foul by Q. Acy (drawn by N. Noel),9,9
36,1,7:13.0,,I. Smith makes 2-pt jump shot from 5 ft,9,11
37,1,6:50.0,A. Shved makes 2-pt layup at rim (assist by L. Galloway),,11,11
38,1,6:44.0,,I. Smith makes 2-pt layup from 2 ft,11,13
39,1,6:37.0,New York full timeout,,11,13
40,1,6:37.0,T. Wear enters the game for A. Bargnani,,11,13
41,1,6:37.0,,J. Grant enters the game for J. Richardson,11,13
42,1,6:37.0,,H. Thompson enters the game for J. Sampson,11,13
43,1,6:20.0,L. Amundson misses 2-pt jump shot from 5 ft,,11,13
44,1,6:18.0,Offensive rebound by L. Amundson,,11,13
45,1,6:18.0,L. Amundson misses 2-pt tip-in from 2 ft,,11,13
46,1,6:16.0,,Defensive rebound by L. Mbah a Moute,11,13
47,1,6:09.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),11,15
48,1,5:50.0,Q. Acy misses 2-pt jump shot from 13 ft,,11,15
49,1,5:50.0,Offensive rebound by Team,,11,15
50,1,5:50.0,New York full timeout,,11,15
51,1,5:41.0,Personal foul by H. Thompson (drawn by A. Shved),,11,15
52,1,5:37.0,Turnover by L. Galloway (step out of bounds),,11,15
53,1,5:23.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),11,17
54,1,5:06.0,A. Shved makes 3-pt jump shot from 25 ft (assist by T. Wear),,14,17
55,1,4:53.0,,H. Thompson misses 2-pt layup from 1 ft,14,17
56,1,4:50.0,,Offensive rebound by H. Thompson,14,17
57,1,4:50.0,,H. Thompson misses 2-pt tip-in from 1 ft,14,17
58,1,4:49.0,,Offensive rebound by H. Thompson,14,17
59,1,4:46.0,,H. Thompson misses 2-pt jump shot from 19 ft,14,17
60,1,4:45.0,Defensive rebound by A. Shved,,14,17
61,1,4:36.0,Shooting foul by H. Thompson (drawn by L. Amundson),,14,17
62,1,4:36.0,L. Amundson makes free throw 1 of 2,,15,17
63,1,4:36.0,,I. Canaan enters the game for I. Smith,15,17
64,1,4:36.0,,R. Covington enters the game for L. Mbah a Moute,15,17
65,1,4:36.0,J. Smith enters the game for Q. Acy,,15,17
66,1,4:36.0,S. Larkin enters the game for L. Galloway,,15,17
67,1,4:36.0,L. Amundson makes free throw 2 of 2,,16,17
68,1,4:22.0,,N. Noel makes 2-pt layup from 1 ft (assist by J. Grant),16,19
69,1,4:11.0,Turnover by J. Smith (lost ball; steal by N. Noel),,16,19
70,1,4:03.0,,R. Covington makes 2-pt jump shot from 4 ft,16,21
71,1,3:37.0,Turnover by Team (shot clock),,16,21
72,1,3:37.0,A. Bargnani enters the game for L. Amundson,,16,21
73,1,3:37.0,,Philadelphia full timeout,16,21
74,1,3:18.0,,I. Canaan misses 2-pt jump shot from 11 ft,16,21
75,1,3:17.0,,Offensive rebound by N. Noel,16,21
76,1,3:15.0,,Shooting foul by J. Smith (drawn by N. Noel),16,21
77,1,3:15.0,,N. Noel makes free throw 1 of 2,16,22
78,1,3:15.0,,N. Noel makes free throw 2 of 2,16,23
79,1,3:01.0,Shooting foul by J. Grant (drawn by A. Bargnani),,16,23
80,1,3:01.0,A. Bargnani makes free throw 1 of 2,,17,23
81,1,3:01.0,A. Bargnani makes free throw 2 of 2,,18,23
82,1,2:47.0,,Personal foul by A. Bargnani (drawn by N. Noel),18,23
83,1,2:34.0,,R. Covington misses 2-pt jump shot from 5 ft (block by J. Smith),18,23
84,1,2:33.0,,Offensive rebound by J. Grant,18,23
85,1,2:32.0,,F. Aldemir enters the game for N. Noel,18,23
86,1,2:32.0,,Turnover by Team (shot clock),18,23
87,1,2:22.0,Shooting foul by J. Grant (drawn by A. Bargnani),,18,23
88,1,2:22.0,A. Bargnani makes free throw 1 of 2,,19,23
89,1,2:22.0,L. Galloway enters the game for A. Shved,,19,23
90,1,2:22.0,A. Bargnani misses free throw 2 of 2,,19,23
91,1,2:20.0,,Defensive rebound by R. Covington,19,23
92,1,2:13.0,,I. Canaan misses 2-pt jump shot from 4 ft (block by A. Bargnani),19,23
93,1,2:10.0,Defensive rebound by A. Bargnani,,19,23
94,1,2:06.0,J. Smith misses 2-pt layup from 1 ft,,19,23
95,1,2:03.0,,Defensive rebound by F. Aldemir,19,23
96,1,1:52.0,,Turnover by R. Covington (lost ball; steal by T. Wear),19,23
97,1,1:42.0,Turnover by A. Bargnani (offensive foul),,19,23
98,1,1:42.0,Offensive foul by A. Bargnani (drawn by J. Grant),,19,23
99,1,1:42.0,Q. Acy enters the game for A. Bargnani,,19,23
100,1,1:28.0,,J. Grant misses 3-pt jump shot from 24 ft,19,23
101,1,1:26.0,Defensive rebound by S. Larkin,,19,23
102,1,1:20.0,S. Larkin makes 2-pt jump shot from 21 ft,,21,23
103,1,1:03.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by J. Grant),21,26
