,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DETROIT_ACTION,LA LAKERS_SCORE,DETROIT_SCORE
116,2,9:50.0,N. Young makes free throw 1 of 2,,24,19
117,2,9:50.0,,K. Caldwell-Pope enters the game for C. Martin,24,19
118,2,9:50.0,N. Young misses free throw 2 of 2,,24,19
119,2,9:49.0,,Defensive rebound by G. Monroe,24,19
120,2,9:25.0,,J. Smith makes 2-pt layup at rim (assist by D. Augustin),24,21
121,2,9:06.0,R. Sacre makes 2-pt jump shot from 17 ft (assist by R. Price),,26,21
122,2,9:00.0,,Personal foul by R. Price (drawn by D. Augustin),26,21
123,2,8:47.0,,J. Smith makes 2-pt hook shot from 5 ft,26,23
124,2,8:47.0,,Shooting foul by E. Davis (drawn by J. Smith),26,23
125,2,8:47.0,Official timeout,,26,23
126,2,8:47.0,,J. Smith makes free throw 1 of 1,26,24
127,2,8:33.0,Shooting foul by K. Caldwell-Pope (drawn by N. Young),,26,24
128,2,8:33.0,N. Young makes 2-pt jump shot from 16 ft,,28,24
129,2,8:33.0,W. Johnson enters the game for E. Davis,,28,24
130,2,8:33.0,N. Young makes free throw 1 of 1,,29,24
131,2,8:16.0,,D. Augustin misses 2-pt jump shot from 7 ft,29,24
132,2,8:15.0,,Offensive rebound by J. Smith,29,24
133,2,7:58.0,,C. Butler misses 2-pt layup from 1 ft (block by W. Johnson),29,24
134,2,7:56.0,,Offensive rebound by J. Smith,29,24
135,2,7:55.0,,J. Smith makes 2-pt layup at rim,29,26
136,2,7:47.0,W. Ellington misses 2-pt jump shot from 11 ft,,29,26
137,2,7:46.0,,Defensive rebound by C. Butler,29,26
138,2,7:34.0,,Turnover by G. Monroe (bad pass; steal by W. Ellington),29,26
139,2,7:28.0,W. Ellington makes 2-pt layup at rim,,31,26
140,2,7:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,31,26
141,2,7:07.0,,Offensive rebound by Team,31,26
142,2,7:07.0,Loose ball foul by R. Sacre (drawn by G. Monroe),,31,26
143,2,7:07.0,K. Bryant enters the game for N. Young,,31,26
144,2,6:54.0,,Shooting foul by W. Johnson (drawn by J. Smith),31,26
145,2,6:54.0,,J. Smith makes free throw 1 of 2,31,27
146,2,6:54.0,,J. Smith makes free throw 2 of 2,31,28
147,2,6:42.0,R. Sacre misses 2-pt jump shot from 17 ft,,31,28
148,2,6:41.0,,Defensive rebound by Team,31,28
149,2,6:41.0,J. Hill enters the game for R. Sacre,,31,28
150,2,6:22.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by J. Smith),31,30
151,2,6:04.0,K. Bryant misses 2-pt jump shot from 15 ft,,31,30
152,2,6:03.0,Offensive rebound by R. Price,,31,30
153,2,5:49.0,Turnover by K. Bryant (back court),,31,30
154,2,5:49.0,,Detroit full timeout,31,30
155,2,5:49.0,J. Lin enters the game for R. Price,,31,30
156,2,5:49.0,C. Boozer enters the game for W. Ellington,,31,30
157,2,5:49.0,,A. Drummond enters the game for G. Monroe,31,30
158,2,5:34.0,,C. Butler makes 3-pt jump shot from 25 ft (assist by D. Augustin),31,33
159,2,5:16.0,J. Lin misses 2-pt jump shot from 16 ft,,31,33
160,2,5:14.0,,Defensive rebound by J. Smith,31,33
161,2,5:08.0,,Turnover by J. Smith (bad pass),31,33
162,2,4:58.0,K. Bryant misses 3-pt jump shot from 26 ft,,31,33
163,2,4:57.0,,Defensive rebound by A. Drummond,31,33
164,2,4:48.0,,D. Augustin makes 2-pt layup at rim,31,35
165,2,4:30.0,C. Boozer misses 2-pt jump shot from 16 ft,,31,35
166,2,4:29.0,,Defensive rebound by A. Drummond,31,35
167,2,4:17.0,,Turnover by C. Butler (bad pass; steal by C. Boozer),31,35
168,2,4:11.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,33,35
169,2,3:48.0,,J. Smith misses 2-pt jump shot from 20 ft,33,35
170,2,3:47.0,Defensive rebound by C. Boozer,,33,35
171,2,3:39.0,J. Hill makes 2-pt dunk at rim (assist by K. Bryant),,35,35
172,2,3:17.0,,C. Butler misses 3-pt jump shot from 23 ft,35,35
173,2,3:16.0,,Offensive rebound by A. Drummond,35,35
174,2,3:15.0,,A. Drummond misses 2-pt tip-in at rim,35,35
175,2,3:15.0,,Offensive rebound by A. Drummond,35,35
176,2,3:13.0,,A. Drummond misses 2-pt tip-in at rim,35,35
177,2,3:12.0,Defensive rebound by J. Hill,,35,35
178,2,2:59.0,J. Hill misses 2-pt jump shot at rim,,35,35
179,2,2:59.0,Offensive rebound by J. Hill,,35,35
180,2,2:58.0,J. Hill makes 2-pt layup at rim,,37,35
181,2,2:46.0,,Personal foul by C. Boozer (drawn by A. Drummond),37,35
182,2,2:46.0,LA Lakers full timeout,,37,35
183,2,2:46.0,,B. Jennings enters the game for D. Augustin,37,35
184,2,2:46.0,,A. Drummond makes free throw 1 of 2,37,36
185,2,2:46.0,,A. Drummond misses free throw 2 of 2,37,36
186,2,2:44.0,Defensive rebound by J. Hill,,37,36
187,2,2:29.0,W. Johnson makes 2-pt jump shot from 15 ft (assist by C. Boozer),,39,36
188,2,2:12.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by B. Jennings),39,38
189,2,1:53.0,J. Hill misses 2-pt hook shot from 4 ft,,39,38
190,2,1:51.0,,Defensive rebound by J. Smith,39,38
191,2,1:45.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,39,38
192,2,1:44.0,,Offensive rebound by A. Drummond,39,38
193,2,1:43.0,,A. Drummond misses 2-pt layup at rim,39,38
194,2,1:42.0,,Offensive rebound by A. Drummond,39,38
195,2,1:41.0,,A. Drummond makes 2-pt layup at rim,39,40
196,2,1:28.0,W. Johnson makes 3-pt jump shot from 25 ft (assist by K. Bryant),,42,40
197,2,1:16.0,,Shooting foul by J. Lin (drawn by B. Jennings),42,40
198,2,1:16.0,,B. Jennings makes free throw 1 of 2,42,41
199,2,1:16.0,,B. Jennings makes free throw 2 of 2,42,42
200,2,1:11.0,Personal foul by B. Jennings (drawn by J. Lin),,42,42
201,2,1:00.0,W. Johnson makes 2-pt dunk at rim (assist by J. Lin),,44,42
202,2,1:00.0,Shooting foul by J. Smith (drawn by W. Johnson),,44,42
203,2,1:00.0,W. Johnson misses free throw 1 of 1,,44,42
204,2,0:59.0,,Defensive rebound by A. Drummond,44,42
205,2,0:39.0,,J. Smith misses 3-pt jump shot from 27 ft,44,42
206,2,0:38.0,,Offensive rebound by A. Drummond,44,42
207,2,0:25.0,,C. Butler makes 3-pt jump shot from 23 ft (assist by J. Smith),44,45
208,2,0:06.0,J. Hill makes 2-pt hook shot from 6 ft (assist by K. Bryant),,46,45
209,2,0:01.0,,J. Smith misses 2-pt jump shot from 19 ft,46,45
210,2,0:00.0,,Offensive rebound by Team,46,45
211,3,11:44.0,C. Boozer makes 2-pt jump shot from 16 ft (assist by K. Bryant),,48,45
212,3,11:27.0,,J. Smith makes 2-pt layup from 1 ft,48,47
213,3,11:27.0,,Shooting foul by C. Boozer (drawn by J. Smith),48,47
214,3,11:27.0,,J. Smith makes free throw 1 of 1,48,48
215,3,11:08.0,J. Hill makes 2-pt layup at rim (assist by K. Bryant),,50,48
216,3,10:53.0,,Turnover by K. Caldwell-Pope (traveling),50,48
217,3,10:40.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by K. Bryant),,53,48
218,3,10:24.0,,J. Smith misses 2-pt jump shot from 16 ft,53,48
219,3,10:22.0,,Offensive rebound by A. Drummond,53,48
220,3,10:22.0,,A. Drummond misses 2-pt layup at rim,53,48
221,3,10:22.0,,Offensive rebound by Team,53,48
222,3,10:08.0,,K. Singler makes 3-pt jump shot from 23 ft (assist by J. Smith),53,51
223,3,9:46.0,Turnover by K. Bryant (bad pass),,53,51
224,3,9:34.0,,A. Drummond misses 2-pt layup at rim,53,51
225,3,9:33.0,Defensive rebound by J. Hill,,53,51
226,3,9:25.0,C. Boozer misses 2-pt layup at rim (block by A. Drummond),,53,51
227,3,9:24.0,,Defensive rebound by J. Smith,53,51
228,3,9:22.0,,Turnover by J. Smith (bad pass),53,51
229,3,9:07.0,J. Lin makes 3-pt jump shot from 26 ft (assist by K. Bryant),,56,51
230,3,8:38.0,,J. Smith misses 2-pt jump shot from 4 ft,56,51
231,3,8:37.0,Defensive rebound by C. Boozer,,56,51
232,3,8:31.0,Shooting foul by J. Smith (drawn by J. Lin),,56,51
233,3,8:31.0,,Technical foul by J. Smith,56,51
234,3,8:31.0,J. Lin misses technical free throw,,56,51
235,3,8:31.0,Offensive rebound by Team,,56,51
236,3,8:31.0,J. Lin makes free throw 1 of 2,,57,51
237,3,8:31.0,J. Lin makes free throw 2 of 2,,58,51
238,3,8:19.0,,K. Singler misses 2-pt layup at rim (block by W. Johnson),58,51
239,3,8:18.0,Defensive rebound by K. Bryant,,58,51
240,3,8:11.0,Turnover by K. Bryant (lost ball; steal by J. Smith),,58,51
241,3,8:05.0,,B. Jennings misses 3-pt jump shot from 25 ft,58,51
242,3,8:05.0,,Offensive rebound by Team,58,51
243,3,8:05.0,Loose ball foul by J. Lin (drawn by K. Caldwell-Pope),,58,51
244,3,7:49.0,,K. Singler misses 2-pt jump shot from 16 ft (block by W. Johnson),58,51
245,3,7:49.0,,Offensive rebound by K. Singler,58,51
246,3,7:49.0,,Personal foul by W. Johnson (drawn by K. Singler),58,51
247,3,7:40.0,,J. Smith misses 2-pt jump shot from 17 ft,58,51
248,3,7:38.0,Defensive rebound by J. Lin,,58,51
249,3,7:25.0,K. Bryant makes 2-pt jump shot from 18 ft (assist by W. Johnson),,60,51
250,3,7:08.0,,J. Smith misses 2-pt jump shot from 4 ft,60,51
251,3,7:06.0,,Offensive rebound by K. Caldwell-Pope,60,51
252,3,7:03.0,,Shooting foul by J. Hill (drawn by K. Caldwell-Pope),60,51
253,3,7:03.0,,K. Caldwell-Pope makes free throw 1 of 2,60,52
254,3,7:03.0,,K. Caldwell-Pope misses free throw 2 of 2,60,52
255,3,7:01.0,,Offensive rebound by Team,60,52
256,3,6:49.0,,J. Smith misses 2-pt jump shot from 5 ft,60,52
257,3,6:47.0,Defensive rebound by C. Boozer,,60,52
258,3,6:37.0,,Technical foul by Team,60,52
259,3,6:37.0,K. Bryant makes technical free throw,,61,52
260,3,6:30.0,Shooting foul by K. Caldwell-Pope (drawn by K. Bryant),,61,52
261,3,6:30.0,,Detroit full timeout,61,52
262,3,6:30.0,K. Bryant makes free throw 1 of 2,,62,52
263,3,6:30.0,K. Bryant makes free throw 2 of 2,,63,52
264,3,6:19.0,,Turnover by J. Smith (lost ball; steal by K. Bryant),63,52
265,3,6:14.0,K. Bryant makes 2-pt layup at rim (assist by J. Lin),,65,52
266,3,6:00.0,,Turnover by B. Jennings (bad pass; steal by C. Boozer),65,52
267,3,5:54.0,K. Bryant makes 3-pt jump shot from 26 ft,,68,52
268,3,5:35.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by B. Jennings),68,54
269,3,5:20.0,K. Bryant makes 2-pt jump shot from 17 ft,,70,54
270,3,5:03.0,,B. Jennings misses 2-pt jump shot from 17 ft,70,54
271,3,5:02.0,Defensive rebound by C. Boozer,,70,54
272,3,4:51.0,C. Boozer misses 2-pt jump shot from 16 ft,,70,54
273,3,4:50.0,,Defensive rebound by B. Jennings,70,54
274,3,4:48.0,,Personal foul by C. Boozer (drawn by B. Jennings),70,54
275,3,4:48.0,,B. Jennings makes free throw 1 of 2,70,55
276,3,4:48.0,,G. Monroe enters the game for A. Drummond,70,55
277,3,4:48.0,,C. Butler enters the game for K. Singler,70,55
278,3,4:48.0,E. Davis enters the game for C. Boozer,,70,55
279,3,4:48.0,N. Young enters the game for W. Johnson,,70,55
280,3,4:48.0,,B. Jennings makes free throw 2 of 2,70,56
281,3,4:36.0,J. Lin misses 3-pt jump shot from 25 ft,,70,56
282,3,4:35.0,Offensive rebound by J. Hill,,70,56
283,3,4:31.0,J. Hill makes 2-pt hook shot from 5 ft,,72,56
284,3,4:22.0,,Personal foul by J. Lin (drawn by B. Jennings),72,56
285,3,4:22.0,,B. Jennings makes free throw 1 of 2,72,57
286,3,4:22.0,,B. Jennings makes free throw 2 of 2,72,58
287,3,4:08.0,N. Young misses 2-pt jump shot from 21 ft,,72,58
288,3,4:07.0,,Defensive rebound by G. Monroe,72,58
289,3,3:55.0,,G. Monroe misses 2-pt hook shot from 6 ft,72,58
290,3,3:53.0,Defensive rebound by K. Bryant,,72,58
291,3,3:48.0,K. Bryant misses 3-pt jump shot from 27 ft,,72,58
292,3,3:47.0,,Defensive rebound by B. Jennings,72,58
293,3,3:42.0,,B. Jennings misses 2-pt jump shot from 3 ft,72,58
294,3,3:42.0,Defensive rebound by Team,,72,58
295,3,3:42.0,R. Price enters the game for J. Lin,,72,58
296,3,3:32.0,R. Sacre enters the game for J. Hill,,72,58
297,3,3:28.0,N. Young makes 3-pt jump shot from 23 ft (assist by K. Bryant),,75,58
298,3,3:07.0,,J. Smith misses 2-pt layup at rim,75,58
299,3,3:06.0,Defensive rebound by E. Davis,,75,58
300,3,2:56.0,K. Bryant misses 2-pt layup from 1 ft,,75,58
301,3,2:53.0,Offensive rebound by E. Davis,,75,58
302,3,2:52.0,E. Davis makes 2-pt tip-in from 1 ft,,77,58
303,3,2:35.0,,B. Jennings misses 2-pt jump shot from 16 ft,77,58
304,3,2:34.0,Defensive rebound by K. Bryant,,77,58
305,3,2:25.0,Shooting foul by J. Smith (drawn by R. Sacre),,77,58
306,3,2:25.0,LA Lakers full timeout,,77,58
307,3,2:25.0,,D. Augustin enters the game for B. Jennings,77,58
308,3,2:25.0,R. Sacre misses free throw 1 of 2,,77,58
309,3,2:25.0,Offensive rebound by Team,,77,58
310,3,2:25.0,R. Sacre makes free throw 2 of 2,,78,58
311,3,2:11.0,Violation by E. Davis (def goaltending),,78,58
312,3,2:11.0,,D. Augustin makes 2-pt layup at rim (assist by G. Monroe),78,60
313,3,1:59.0,Shooting foul by C. Butler (drawn by N. Young),,78,60
314,3,1:59.0,N. Young makes free throw 1 of 3,,79,60
315,3,1:59.0,N. Young makes free throw 2 of 3,,80,60
316,3,1:59.0,W. Ellington enters the game for K. Bryant,,80,60
317,3,1:59.0,N. Young makes free throw 3 of 3,,81,60
318,3,1:34.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,81,60
319,3,1:33.0,Defensive rebound by E. Davis,,81,60
320,3,1:18.0,W. Ellington misses 2-pt jump shot from 19 ft,,81,60
321,3,1:17.0,,Defensive rebound by J. Smith,81,60
322,3,1:02.0,,K. Caldwell-Pope misses 2-pt layup at rim,81,60
323,3,1:00.0,Defensive rebound by N. Young,,81,60
324,3,0:56.0,N. Young misses 2-pt layup at rim,,81,60
325,3,0:55.0,,Defensive rebound by K. Caldwell-Pope,81,60
326,3,0:44.0,,C. Butler makes 2-pt jump shot from 14 ft,81,62
327,3,0:44.0,,Shooting foul by R. Price (drawn by C. Butler),81,62
328,3,0:44.0,,C. Butler makes free throw 1 of 1,81,63
329,3,0:31.0,N. Young misses 3-pt jump shot from 26 ft,,81,63
330,3,0:30.0,,Defensive rebound by J. Smith,81,63
331,3,0:29.0,,Turnover by J. Smith (bad pass; steal by W. Ellington),81,63
332,3,0:09.0,R. Price misses 2-pt jump shot from 18 ft,,81,63
333,3,0:08.0,,Defensive rebound by J. Smith,81,63
334,3,0:01.0,,Shooting foul by W. Ellington (drawn by D. Augustin),81,63
335,3,0:01.0,,D. Augustin makes free throw 1 of 2,81,64
336,3,0:01.0,,D. Augustin makes free throw 2 of 2,81,65
337,4,11:42.0,,J. Jerebko misses 2-pt jump shot from 4 ft (block by R. Sacre),81,65
338,4,11:42.0,,Offensive rebound by Team,81,65
339,4,11:39.0,,L. Datome misses 2-pt jump shot from 16 ft,81,65
340,4,11:38.0,,Offensive rebound by D. Augustin,81,65
341,4,11:29.0,,Shooting foul by R. Sacre (drawn by D. Augustin),81,65
342,4,11:29.0,,D. Augustin makes free throw 1 of 2,81,66
343,4,11:29.0,,D. Augustin misses free throw 2 of 2,81,66
344,4,11:28.0,Defensive rebound by R. Sacre,,81,66
345,4,11:13.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by R. Price),,84,66
346,4,10:49.0,,Turnover by L. Datome (bad pass; steal by R. Price),84,66
347,4,10:39.0,Turnover by E. Davis (3 sec),,84,66
348,4,10:24.0,,J. Jerebko makes 3-pt jump shot from 27 ft (assist by D. Augustin),84,69
349,4,10:03.0,R. Sacre misses 2-pt jump shot from 19 ft,,84,69
350,4,10:02.0,Offensive rebound by E. Davis,,84,69
351,4,9:46.0,R. Price misses 2-pt layup at rim (block by J. Jerebko),,84,69
352,4,9:45.0,Offensive rebound by E. Davis,,84,69
353,4,9:37.0,N. Young makes 3-pt jump shot from 26 ft,,87,69
354,4,9:36.0,,Detroit full timeout,87,69
355,4,9:36.0,,C. Butler enters the game for K. Caldwell-Pope,87,69
356,4,9:22.0,,Shooting foul by R. Sacre (drawn by G. Monroe),87,69
357,4,9:22.0,,G. Monroe makes free throw 1 of 2,87,70
358,4,9:22.0,,G. Monroe makes free throw 2 of 2,87,71
359,4,9:12.0,Personal foul by L. Datome (drawn by R. Sacre),,87,71
360,4,8:59.0,R. Sacre misses 2-pt jump shot from 20 ft,,87,71
361,4,8:58.0,,Defensive rebound by L. Datome,87,71
362,4,8:49.0,,L. Datome misses 3-pt jump shot from 25 ft,87,71
363,4,8:48.0,,Offensive rebound by J. Jerebko,87,71
364,4,8:46.0,,Personal foul by W. Ellington (drawn by L. Datome),87,71
365,4,8:32.0,,L. Datome makes 2-pt layup from 3 ft (assist by G. Monroe),87,73
366,4,8:07.0,N. Young misses 2-pt jump shot from 9 ft,,87,73
367,4,8:06.0,Offensive rebound by E. Davis,,87,73
368,4,8:06.0,Shooting foul by G. Monroe (drawn by E. Davis),,87,73
369,4,8:06.0,E. Davis makes free throw 1 of 2,,88,73
370,4,8:06.0,E. Davis misses free throw 2 of 2,,88,73
371,4,8:04.0,,Defensive rebound by G. Monroe,88,73
372,4,7:51.0,,G. Monroe makes 2-pt hook shot from 6 ft (assist by D. Augustin),88,75
373,4,7:29.0,R. Sacre misses 2-pt hook shot from 6 ft,,88,75
374,4,7:28.0,,Defensive rebound by G. Monroe,88,75
375,4,7:16.0,,D. Augustin makes 2-pt layup at rim,88,77
376,4,6:51.0,N. Young misses 3-pt jump shot from 25 ft,,88,77
377,4,6:49.0,,Defensive rebound by J. Jerebko,88,77
378,4,6:39.0,,Shooting foul by W. Ellington (drawn by G. Monroe),88,77
379,4,6:39.0,,G. Monroe makes free throw 1 of 2,88,78
380,4,6:39.0,K. Bryant enters the game for E. Davis,,88,78
381,4,6:39.0,J. Lin enters the game for N. Young,,88,78
382,4,6:39.0,W. Johnson enters the game for R. Price,,88,78
383,4,6:39.0,J. Hill enters the game for R. Sacre,,88,78
384,4,6:39.0,C. Boozer enters the game for W. Ellington,,88,78
385,4,6:39.0,,G. Monroe misses free throw 2 of 2,88,78
386,4,6:38.0,Defensive rebound by C. Boozer,,88,78
387,4,6:23.0,J. Hill makes 2-pt layup at rim (assist by C. Boozer),,90,78
388,4,6:08.0,,L. Datome misses 2-pt jump shot from 11 ft,90,78
389,4,6:07.0,,Offensive rebound by Team,90,78
390,4,6:07.0,Loose ball foul by J. Lin (drawn by J. Jerebko),,90,78
